Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
665¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Program
1101¿AssignmentExpression¿=¿1189¿¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿AssignmentExpression
1102¿MemberExpression¿computed¿1189¿¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
1103¿Identifier¿¿1189¿target¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1104¿Identifier¿¿1189¿key¿¿¿{"start":{"line":58,"column":19},"end":{"line":58,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1105¿Identifier¿¿1189¿v131¿¿¿¿¿Identifier
1106¿BlockStatement¿¿1189¿¿¿¿{"start":{"line":57,"column":34},"end":{"line":59,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
1107¿VariableDeclarator¿¿1189¿v132¿¿¿{"start":{"line":60,"column":35},"end":{"line":60,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1108¿ObjectExpression¿¿1189¿¿¿¿{"start":{"line":60,"column":35},"end":{"line":60,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ObjectExpression
1109¿VariableDeclarator¿¿1189¿v133¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1110¿CallExpression¿¿1189¿¿¿¿{"start":{"line":60,"column":26},"end":{"line":60,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
1111¿Identifier¿¿1189¿override¿¿¿{"start":{"line":60,"column":26},"end":{"line":60,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1112¿Identifier¿¿1189¿v132¿¿¿¿¿Identifier
1113¿Identifier¿¿1189¿val¿¿¿{"start":{"line":60,"column":39},"end":{"line":60,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1114¿ExpressionStatement¿¿1189¿¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
1115¿AssignmentExpression¿=¿1189¿¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿AssignmentExpression
1116¿MemberExpression¿computed¿1189¿¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
1117¿Identifier¿¿1189¿target¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1118¿Identifier¿¿1189¿key¿¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1119¿Identifier¿¿1189¿v133¿¿¿¿¿Identifier
1120¿BlockStatement¿¿1189¿¿¿¿{"start":{"line":59,"column":17},"end":{"line":61,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
1121¿BlockStatement¿¿1189¿¿¿¿{"start":{"line":56,"column":60},"end":{"line":62,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
1122¿VariableDeclarator¿¿1189¿v134¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1123¿CallExpression¿¿1189¿¿¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
1124¿Identifier¿¿1189¿override¿¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1125¿Identifier¿¿1189¿src¿¿¿{"start":{"line":63,"column":33},"end":{"line":63,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1126¿Identifier¿¿1189¿val¿¿¿{"start":{"line":63,"column":38},"end":{"line":63,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1127¿ExpressionStatement¿¿1189¿¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
1128¿AssignmentExpression¿=¿1189¿¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿AssignmentExpression
1129¿MemberExpression¿computed¿1189¿¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
1130¿Identifier¿¿1189¿target¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1131¿Identifier¿¿1189¿key¿¿¿{"start":{"line":63,"column":17},"end":{"line":63,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1132¿Identifier¿¿1189¿v134¿¿¿¿¿Identifier
1133¿BlockStatement¿¿1189¿¿¿¿{"start":{"line":62,"column":15},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
1134¿BlockStatement¿¿1189¿¿¿¿¿¿BlockStatement
1135¿BlockStatement¿¿1189¿¿¿¿¿¿BlockStatement
1136¿BlockStatement¿¿1189¿¿¿¿¿¿BlockStatement
1137¿ReturnStatement¿¿1189¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ReturnStatement
1138¿BlockStatement¿¿1189¿¿¿¿{"start":{"line":48,"column":38},"end":{"line":66,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
1139¿VariableDeclarator¿¿1179¿v136¿¿¿{"start":{"line":48,"column":6},"end":{"line":66,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1140¿CallExpression¿¿1179¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":66,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
1141¿MemberExpression¿¿1179¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
1142¿Identifier¿¿1179¿v117¿¿¿¿¿Identifier
1143¿Identifier¿¿1179¿forEach¿¿¿{"start":{"line":48,"column":23},"end":{"line":48,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1144¿Identifier¿¿1179¿v135¿¿¿¿¿Identifier
1145¿ExpressionStatement¿¿1179¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":66,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
1146¿Identifier¿¿1179¿v136¿¿¿¿¿Identifier
1147¿BlockStatement¿¿1179¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
1148¿BlockStatement¿¿1179¿¿¿¿{"start":{"line":25,"column":22},"end":{"line":68,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
1149¿VariableDeclarator¿¿1175¿v138¿¿¿{"start":{"line":25,"column":2},"end":{"line":68,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
1150¿CallExpression¿¿1175¿¿¿¿{"start":{"line":25,"column":2},"end":{"line":68,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
1151¿MemberExpression¿¿1175¿¿¿¿{"start":{"line":25,"column":2},"end":{"line":25,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
1152¿Identifier¿¿1175¿args¿¿¿{"start":{"line":25,"column":2},"end":{"line":25,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1153¿Identifier¿¿1175¿forEach¿¿¿{"start":{"line":25,"column":7},"end":{"line":25,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1154¿Identifier¿¿1175¿v137¿¿¿¿¿Identifier
1155¿ExpressionStatement¿¿1175¿¿¿¿{"start":{"line":25,"column":2},"end":{"line":68,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
1156¿Identifier¿¿1175¿v138¿¿¿¿¿Identifier
1157¿ReturnStatement¿¿1175¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ReturnStatement
1158¿Identifier¿¿1175¿target¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1159¿BlockStatement¿¿1175¿¿¿¿{"start":{"line":19,"column":30},"end":{"line":70,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
1160¿ExpressionStatement¿¿1166¿¿¿¿{"start":{"line":72,"column":0},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
1161¿AssignmentExpression¿=¿1166¿¿¿¿{"start":{"line":72,"column":0},"end":{"line":72,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿AssignmentExpression
1162¿MemberExpression¿¿1166¿¿¿¿{"start":{"line":72,"column":0},"end":{"line":72,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
1163¿Identifier¿¿1166¿module¿¿¿{"start":{"line":72,"column":0},"end":{"line":72,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1164¿Identifier¿¿1166¿exports¿¿¿{"start":{"line":72,"column":7},"end":{"line":72,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1165¿Identifier¿¿1166¿override¿¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
1166¿CFG_F_START¿¿1166¿__main__¿¿¿¿¿CFG_F_START
1167¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1168¿CFG_F_START¿¿1168¿667_anon¿¿¿¿¿CFG_F_START
1169¿CFG_F_END¿¿0¿667_anon¿¿¿¿¿CFG_F_END
1170¿CFG_F_START¿¿1170¿693_anon¿¿¿¿¿CFG_F_START
1171¿CFG_F_END¿¿0¿693_anon¿¿¿¿¿CFG_F_END
1172¿CFG_IF_END¿¿0¿744¿¿¿¿¿CFG_IF_END
1173¿CFG_IF_END¿¿0¿726¿¿¿¿¿CFG_IF_END
1174¿CFG_IF_END¿¿0¿699¿¿¿¿¿CFG_IF_END
1175¿CFG_F_START¿¿1175¿764_anon¿¿¿¿¿CFG_F_START
1176¿CFG_F_END¿¿0¿764_anon¿¿¿¿¿CFG_F_END
1177¿CFG_IF_END¿¿0¿790¿¿¿¿¿CFG_IF_END
1178¿CFG_IF_END¿¿0¿803¿¿¿¿¿CFG_IF_END
1179¿CFG_F_START¿¿1179¿834_anon¿¿¿¿¿CFG_F_START
1180¿CFG_F_END¿¿0¿834_anon¿¿¿¿¿CFG_F_END
1181¿CFG_IF_END¿¿0¿843¿¿¿¿¿CFG_IF_END
1182¿CFG_F_START¿¿1182¿856_anon¿¿¿¿¿CFG_F_START
1183¿CFG_F_END¿¿0¿856_anon¿¿¿¿¿CFG_F_END
1184¿CFG_IF_END¿¿0¿942¿¿¿¿¿CFG_IF_END
1185¿CFG_IF_END¿¿0¿934¿¿¿¿¿CFG_IF_END
1186¿CFG_IF_END¿¿0¿906¿¿¿¿¿CFG_IF_END
1187¿CFG_IF_END¿¿0¿893¿¿¿¿¿CFG_IF_END
1188¿CFG_IF_END¿¿0¿875¿¿¿¿¿CFG_IF_END
1189¿CFG_F_START¿¿1189¿1006_anon¿¿¿¿¿CFG_F_START
1190¿CFG_F_END¿¿0¿1006_anon¿¿¿¿¿CFG_F_END
1191¿CFG_IF_END¿¿0¿1091¿¿¿¿¿CFG_IF_END
1192¿CFG_IF_END¿¿0¿1083¿¿¿¿¿CFG_IF_END
1193¿CFG_IF_END¿¿0¿1055¿¿¿¿¿CFG_IF_END
1194¿CFG_IF_END¿¿0¿1042¿¿¿¿¿CFG_IF_END
1195¿CFG_IF_END¿¿0¿1024¿¿¿¿¿CFG_IF_END
1196¿CFG_IF_END¿¿0¿853¿¿¿¿¿CFG_IF_END
1197¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1198¿PDG_OBJECT¿¿0¿1168.this-o133¿¿¿¿¿PDG_OBJECT
1199¿PDG_OBJECT¿¿0¿1168.val-o134¿¿¿¿¿PDG_OBJECT
1200¿PDG_OBJECT¿¿0¿1166.isSpecificValue-o135¿¿¿¿¿PDG_OBJECT
1201¿PDG_OBJECT¿¿0¿1170.this-o136¿¿¿¿¿PDG_OBJECT
1202¿PDG_OBJECT¿¿0¿1170.val-o137¿¿¿¿¿PDG_OBJECT
1203¿PDG_OBJECT¿¿0¿1166.cloneSpecificValue-o138¿¿¿¿¿PDG_OBJECT
1204¿PDG_OBJECT¿¿0¿1175.this-o139¿¿¿¿¿PDG_OBJECT
1205¿PDG_OBJECT¿¿0¿1175.undefined-o140¿¿¿¿¿PDG_OBJECT
1206¿PDG_OBJECT¿¿0¿1166.override-o141¿¿¿¿¿PDG_OBJECT
1207¿PDG_OBJECT¿¿0¿1166.module-o142¿¿¿¿¿PDG_OBJECT
1208¿PDG_OBJECT¿¿0¿1166.module.exports-o143¿¿¿¿¿PDG_OBJECT
1209¿PDG_OBJECT¿¿0¿1168.v70-o144¿¿¿¿¿PDG_OBJECT
1210¿PDG_OBJECT¿¿0¿1168.v71-o145¿¿¿¿¿PDG_OBJECT
1211¿PDG_OBJECT¿¿0¿1168.v73-o146¿¿¿¿¿PDG_OBJECT
1212¿PDG_RETURN¿¿0¿1168.RET_OBJ-o147¿¿¿¿¿PDG_RETURN
1213¿PDG_OBJECT¿¿0¿1170.v75-o148¿¿¿¿¿PDG_OBJECT
1214¿PDG_OBJECT¿¿0¿1170.val.length-o149¿¿¿¿¿PDG_OBJECT
1215¿PDG_CALL¿¿1170¿1170.CALL->Buffer.alloc-o150¿¿¿¿¿PDG_CALL
1216¿PDG_OBJECT¿¿0¿1170._copy-o151¿¿¿¿¿PDG_OBJECT
1217¿PDG_CALL¿¿1170¿1170.CALL->val.copy-o152¿¿¿¿¿PDG_CALL
1218¿PDG_OBJECT¿¿0¿1170.v77-o153¿¿¿¿¿PDG_OBJECT
1219¿PDG_RETURN¿¿0¿1170.RET_OBJ-o154¿¿¿¿¿PDG_RETURN
1220¿PDG_OBJECT¿¿0¿1170.v78-o155¿¿¿¿¿PDG_OBJECT
1221¿PDG_CALL¿¿1170¿1170.CALL->val.getTime-o156¿¿¿¿¿PDG_CALL
1222¿PDG_OBJECT¿¿0¿1170.v79-o157¿¿¿¿¿PDG_OBJECT
1223¿PDG_CALL¿¿1170¿1170.CALL->Date-o158¿¿¿¿¿PDG_CALL
1224¿PDG_OBJECT¿¿0¿1170.v80-o159¿¿¿¿¿PDG_OBJECT
1225¿PDG_RETURN¿¿0¿1170.RET_OBJ-o160¿¿¿¿¿PDG_RETURN
1226¿PDG_OBJECT¿¿0¿1170.v81-o161¿¿¿¿¿PDG_OBJECT
1227¿PDG_CALL¿¿1170¿1170.CALL->RegExp-o162¿¿¿¿¿PDG_CALL
1228¿PDG_OBJECT¿¿0¿1170.v82-o163¿¿¿¿¿PDG_OBJECT
1229¿PDG_RETURN¿¿0¿1170.RET_OBJ-o164¿¿¿¿¿PDG_RETURN
1230¿PDG_CALL¿¿1170¿1170.CALL->Error-o165¿¿¿¿¿PDG_CALL
1231¿PDG_OBJECT¿¿0¿1170.v83-o166¿¿¿¿¿PDG_OBJECT
1232¿PDG_OBJECT¿¿0¿1175.rawArgs-o167¿¿¿¿¿PDG_OBJECT
1233¿PDG_OBJECT¿¿0¿1175.rawArgs.length-o168¿¿¿¿¿PDG_OBJECT
1234¿PDG_OBJECT¿¿0¿1175.v85-o169¿¿¿¿¿PDG_OBJECT
1235¿PDG_OBJECT¿¿0¿1175.rawArgs.0-o170¿¿¿¿¿PDG_OBJECT
1236¿PDG_OBJECT¿¿0¿1175.v88-o171¿¿¿¿¿PDG_OBJECT
1237¿PDG_RETURN¿¿0¿1175.RET_OBJ-o172¿¿¿¿¿PDG_RETURN
1238¿PDG_OBJECT¿¿0¿1175.v91-o173¿¿¿¿¿PDG_OBJECT
1239¿PDG_RETURN¿¿0¿1175.RET_OBJ-o174¿¿¿¿¿PDG_RETURN
1240¿PDG_OBJECT¿¿0¿1175.Array-o175¿¿¿¿¿PDG_OBJECT
1241¿PDG_OBJECT¿¿0¿1175.Array.prototype-o176¿¿¿¿¿PDG_OBJECT
1242¿PDG_OBJECT¿¿0¿1175.v93.slice-o177¿¿¿¿¿PDG_OBJECT
1243¿PDG_CALL¿¿1175¿1175.CALL->v94.call-o178¿¿¿¿¿PDG_CALL
1244¿PDG_OBJECT¿¿0¿1175.args-o179¿¿¿¿¿PDG_OBJECT
1245¿PDG_OBJECT¿¿0¿1175.val-o180¿¿¿¿¿PDG_OBJECT
1246¿PDG_OBJECT¿¿0¿1175.src-o181¿¿¿¿¿PDG_OBJECT
1247¿PDG_OBJECT¿¿0¿1179.this-o182¿¿¿¿¿PDG_OBJECT
1248¿PDG_OBJECT¿¿0¿1179.obj-o183¿¿¿¿¿PDG_OBJECT
1249¿PDG_OBJECT¿¿0¿1175.v137-o184¿¿¿¿¿PDG_OBJECT
1250¿PDG_CALL¿¿1175¿1175.CALL->args.forEach-o185¿¿¿¿¿PDG_CALL
1251¿PDG_OBJECT¿¿0¿1175.v138-o186¿¿¿¿¿PDG_OBJECT
1252¿PDG_RETURN¿¿0¿1175.RET_OBJ-o187¿¿¿¿¿PDG_RETURN
1253¿PDG_OBJECT¿¿0¿1179.v96-o188¿¿¿¿¿PDG_OBJECT
1254¿PDG_CALL¿¿1179¿1179.CALL->Array.isArray-o189¿¿¿¿¿PDG_CALL
1255¿PDG_OBJECT¿¿0¿1179.v97-o190¿¿¿¿¿PDG_OBJECT
1256¿PDG_OBJECT¿¿0¿1182.this-o191¿¿¿¿¿PDG_OBJECT
1257¿PDG_OBJECT¿¿0¿1182._-o192¿¿¿¿¿PDG_OBJECT
1258¿PDG_OBJECT¿¿0¿1182.index-o193¿¿¿¿¿PDG_OBJECT
1259¿PDG_OBJECT¿¿0¿1179.v115-o194¿¿¿¿¿PDG_OBJECT
1260¿PDG_CALL¿¿1179¿1179.CALL->obj.forEach-o195¿¿¿¿¿PDG_CALL
1261¿PDG_OBJECT¿¿0¿1179.v116-o196¿¿¿¿¿PDG_OBJECT
1262¿PDG_CALL¿¿1179¿1179.CALL->Object.keys-o197¿¿¿¿¿PDG_CALL
1263¿PDG_OBJECT¿¿0¿1179.v117-o198¿¿¿¿¿PDG_OBJECT
1264¿PDG_OBJECT¿¿0¿1189.this-o199¿¿¿¿¿PDG_OBJECT
1265¿PDG_OBJECT¿¿0¿1189.key-o200¿¿¿¿¿PDG_OBJECT
1266¿PDG_OBJECT¿¿0¿1179.v135-o201¿¿¿¿¿PDG_OBJECT
1267¿PDG_CALL¿¿1179¿1179.CALL->v117.forEach-o202¿¿¿¿¿PDG_CALL
1268¿PDG_OBJECT¿¿0¿1179.v136-o203¿¿¿¿¿PDG_OBJECT
1269¿PDG_OBJECT¿¿0¿1182.target.*-o204¿¿¿¿¿PDG_OBJECT
1270¿PDG_OBJECT¿¿0¿1182.obj.*-o205¿¿¿¿¿PDG_OBJECT
1271¿PDG_OBJECT¿¿0¿1182.v98-o206¿¿¿¿¿PDG_OBJECT
1272¿PDG_OBJECT¿¿0¿1182.v100-o207¿¿¿¿¿PDG_OBJECT
1273¿PDG_OBJECT¿¿0¿1182.v101-o208¿¿¿¿¿PDG_OBJECT
1274¿PDG_OBJECT¿¿0¿1182.target-o209¿¿¿¿¿PDG_OBJECT
1275¿PDG_OBJECT¿¿0¿1182.target.*-o210¿¿¿¿¿PDG_OBJECT
1276¿PDG_CALL¿¿1182¿1182.CALL->isSpecificValue-o211¿¿¿¿¿PDG_CALL
1277¿PDG_OBJECT¿¿0¿1182.v103-o212¿¿¿¿¿PDG_OBJECT
1278¿PDG_CALL¿¿1182¿1182.CALL->cloneSpecificValue-o213¿¿¿¿¿PDG_CALL
1279¿PDG_OBJECT¿¿0¿1182.v104-o214¿¿¿¿¿PDG_OBJECT
1280¿PDG_OBJECT¿¿0¿1182.target-o215¿¿¿¿¿PDG_OBJECT
1281¿PDG_OBJECT¿¿0¿1182.target.*-o216¿¿¿¿¿PDG_OBJECT
1282¿PDG_OBJECT¿¿0¿1182.v106-o217¿¿¿¿¿PDG_OBJECT
1283¿PDG_OBJECT¿¿0¿1182.v107-o218¿¿¿¿¿PDG_OBJECT
1284¿PDG_CALL¿¿1182¿1182.CALL->Array.isArray-o219¿¿¿¿¿PDG_CALL
1285¿PDG_OBJECT¿¿0¿1182.v109-o220¿¿¿¿¿PDG_OBJECT
1286¿PDG_OBJECT¿¿0¿1182.v110-o221¿¿¿¿¿PDG_OBJECT
1287¿PDG_CALL¿¿1182¿1182.CALL->override-o222¿¿¿¿¿PDG_CALL
1288¿PDG_OBJECT¿¿0¿1182.v111-o223¿¿¿¿¿PDG_OBJECT
1289¿PDG_OBJECT¿¿0¿1182.target-o224¿¿¿¿¿PDG_OBJECT
1290¿PDG_OBJECT¿¿0¿1182.target.*-o225¿¿¿¿¿PDG_OBJECT
1291¿PDG_OBJECT¿¿0¿1182.v112-o226¿¿¿¿¿PDG_OBJECT
1292¿PDG_CALL¿¿1182¿1182.CALL->override-o227¿¿¿¿¿PDG_CALL
1293¿PDG_OBJECT¿¿0¿1182.v113-o228¿¿¿¿¿PDG_OBJECT
1294¿PDG_OBJECT¿¿0¿1182.target-o229¿¿¿¿¿PDG_OBJECT
1295¿PDG_OBJECT¿¿0¿1182.target.*-o230¿¿¿¿¿PDG_OBJECT
1296¿PDG_CALL¿¿1182¿1182.CALL->override-o231¿¿¿¿¿PDG_CALL
1297¿PDG_OBJECT¿¿0¿1182.v114-o232¿¿¿¿¿PDG_OBJECT
1298¿PDG_OBJECT¿¿0¿1182.target-o233¿¿¿¿¿PDG_OBJECT
1299¿PDG_OBJECT¿¿0¿1182.target.*-o234¿¿¿¿¿PDG_OBJECT
1300¿PDG_OBJECT¿¿0¿1189.obj.*-o235¿¿¿¿¿PDG_OBJECT
1301¿PDG_OBJECT¿¿0¿1189.v118-o236¿¿¿¿¿PDG_OBJECT
1302¿PDG_OBJECT¿¿0¿1189.v120-o237¿¿¿¿¿PDG_OBJECT
1303¿PDG_OBJECT¿¿0¿1189.v121-o238¿¿¿¿¿PDG_OBJECT
1304¿PDG_OBJECT¿¿0¿1189.target-o239¿¿¿¿¿PDG_OBJECT
1305¿PDG_OBJECT¿¿0¿1189.target.*-o240¿¿¿¿¿PDG_OBJECT
1306¿PDG_CALL¿¿1189¿1189.CALL->isSpecificValue-o241¿¿¿¿¿PDG_CALL
1307¿PDG_OBJECT¿¿0¿1189.v123-o242¿¿¿¿¿PDG_OBJECT
1308¿PDG_CALL¿¿1189¿1189.CALL->cloneSpecificValue-o243¿¿¿¿¿PDG_CALL
1309¿PDG_OBJECT¿¿0¿1189.v124-o244¿¿¿¿¿PDG_OBJECT
1310¿PDG_OBJECT¿¿0¿1189.target-o245¿¿¿¿¿PDG_OBJECT
1311¿PDG_OBJECT¿¿0¿1189.target.*-o246¿¿¿¿¿PDG_OBJECT
1312¿PDG_OBJECT¿¿0¿1189.v126-o247¿¿¿¿¿PDG_OBJECT
1313¿PDG_OBJECT¿¿0¿1189.v127-o248¿¿¿¿¿PDG_OBJECT
1314¿PDG_CALL¿¿1189¿1189.CALL->Array.isArray-o249¿¿¿¿¿PDG_CALL
1315¿PDG_OBJECT¿¿0¿1189.v129-o250¿¿¿¿¿PDG_OBJECT
1316¿PDG_OBJECT¿¿0¿1189.v130-o251¿¿¿¿¿PDG_OBJECT
1317¿PDG_CALL¿¿1189¿1189.CALL->override-o252¿¿¿¿¿PDG_CALL
1318¿PDG_OBJECT¿¿0¿1189.v131-o253¿¿¿¿¿PDG_OBJECT
1319¿PDG_OBJECT¿¿0¿1189.target-o254¿¿¿¿¿PDG_OBJECT
1320¿PDG_OBJECT¿¿0¿1189.target.*-o255¿¿¿¿¿PDG_OBJECT
1321¿PDG_OBJECT¿¿0¿1189.v132-o256¿¿¿¿¿PDG_OBJECT
1322¿PDG_CALL¿¿1189¿1189.CALL->override-o257¿¿¿¿¿PDG_CALL
1323¿PDG_OBJECT¿¿0¿1189.v133-o258¿¿¿¿¿PDG_OBJECT
1324¿PDG_OBJECT¿¿0¿1189.target-o259¿¿¿¿¿PDG_OBJECT
1325¿PDG_OBJECT¿¿0¿1189.target.*-o260¿¿¿¿¿PDG_OBJECT
1326¿PDG_CALL¿¿1189¿1189.CALL->override-o261¿¿¿¿¿PDG_CALL
1327¿PDG_OBJECT¿¿0¿1189.v134-o262¿¿¿¿¿PDG_OBJECT
1328¿PDG_OBJECT¿¿0¿1189.target-o263¿¿¿¿¿PDG_OBJECT
1329¿PDG_OBJECT¿¿0¿1189.target.*-o264¿¿¿¿¿PDG_OBJECT
