Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1047¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":160,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Program
1462¿BlockStatement¿¿1827¿¿¿¿{"start":{"line":67,"column":36},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1463¿VariableDeclarator¿¿1825¿ls¿¿¿{"start":{"line":66,"column":6},"end":{"line":92,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1464¿CallExpression¿¿1825¿¿¿¿{"start":{"line":66,"column":11},"end":{"line":92,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1465¿MemberExpression¿¿1825¿¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1466¿Identifier¿¿1825¿cp¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1467¿Identifier¿¿1825¿exec¿¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1468¿Identifier¿¿1825¿v144¿¿¿¿¿Identifier
1469¿Identifier¿¿1825¿v168¿¿¿¿¿Identifier
1470¿BlockStatement¿¿1825¿¿¿¿{"start":{"line":64,"column":55},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1471¿ExpressionStatement¿¿1804¿¿¿¿{"start":{"line":64,"column":0},"end":{"line":93,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1472¿AssignmentExpression¿=¿1804¿¿¿¿{"start":{"line":64,"column":0},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿AssignmentExpression
1473¿MemberExpression¿¿1804¿¿¿¿{"start":{"line":64,"column":0},"end":{"line":64,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1474¿Identifier¿¿1804¿macfromip¿¿¿{"start":{"line":64,"column":0},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1475¿Identifier¿¿1804¿getMacInLinux¿¿¿{"start":{"line":64,"column":10},"end":{"line":64,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1476¿Identifier¿¿1804¿v169¿¿¿¿¿Identifier
1477¿VariableDeclarator¿exported¿1804¿v197¿¿¿{"start":{"line":95,"column":0},"end":{"line":125,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1478¿FunctionExpression¿¿1804¿anon¿¿¿{"start":{"line":95,"column":26},"end":{"line":125,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿FunctionExpression
1479¿Identifier¿¿0¿ipAddress¿¿¿{"start":{"line":95,"column":35},"end":{"line":95,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1480¿Identifier¿¿0¿callback¿¿¿{"start":{"line":95,"column":46},"end":{"line":95,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1481¿VariableDeclarator¿¿1835¿v170¿¿¿{"start":{"line":96,"column":21},"end":{"line":96,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1482¿BinaryExpression¿+¿1835¿¿¿¿{"start":{"line":96,"column":21},"end":{"line":96,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1483¿Literal¿string¿1835¿¿'ping  '¿¿{"start":{"line":96,"column":21},"end":{"line":96,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1484¿Identifier¿¿1835¿ipAddress¿¿¿{"start":{"line":96,"column":32},"end":{"line":96,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1485¿VariableDeclarator¿¿1835¿v171¿¿¿{"start":{"line":96,"column":21},"end":{"line":96,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1486¿BinaryExpression¿+¿1835¿¿¿¿{"start":{"line":96,"column":21},"end":{"line":96,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1487¿Identifier¿¿1835¿v170¿¿¿¿¿Identifier
1488¿Literal¿string¿1835¿¿' -n 1'¿¿{"start":{"line":96,"column":44},"end":{"line":96,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1489¿VariableDeclarator¿¿1835¿v196¿¿¿{"start":{"line":97,"column":6},"end":{"line":124,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1490¿FunctionExpression¿¿1835¿anon¿¿¿{"start":{"line":97,"column":6},"end":{"line":124,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿FunctionExpression
1491¿Identifier¿¿0¿error¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1492¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":97,"column":22},"end":{"line":97,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1493¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":97,"column":30},"end":{"line":97,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1494¿VariableDeclarator¿¿1837¿v172¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1495¿BinaryExpression¿!==¿1837¿¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1496¿Identifier¿¿1837¿error¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1497¿Literal¿object¿1837¿¿null¿¿{"start":{"line":98,"column":22},"end":{"line":98,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1498¿IfStatement¿¿1837¿¿¿¿{"start":{"line":98,"column":8},"end":{"line":101,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿IfStatement
1499¿Identifier¿¿1837¿v172¿¿¿¿¿Identifier
1500¿VariableDeclarator¿¿1837¿v173¿¿¿{"start":{"line":99,"column":45},"end":{"line":99,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1501¿BinaryExpression¿+¿1837¿¿¿¿{"start":{"line":99,"column":45},"end":{"line":99,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1502¿Literal¿string¿1837¿¿'exec error: '¿¿{"start":{"line":99,"column":45},"end":{"line":99,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1503¿Identifier¿¿1837¿error¿¿¿{"start":{"line":99,"column":62},"end":{"line":99,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1504¿VariableDeclarator¿¿1837¿v174¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1505¿CallExpression¿¿1837¿¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1506¿Identifier¿¿1837¿callback¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1507¿Literal¿string¿1837¿¿'IP address unreachable'¿¿{"start":{"line":99,"column":19},"end":{"line":99,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1508¿Identifier¿¿1837¿v173¿¿¿¿¿Identifier
1509¿ExpressionStatement¿¿1837¿¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1510¿Identifier¿¿1837¿v174¿¿¿¿¿Identifier
1511¿ReturnStatement¿¿1837¿¿¿¿{"start":{"line":100,"column":10},"end":{"line":100,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ReturnStatement
1512¿BlockStatement¿¿1837¿¿¿¿{"start":{"line":98,"column":28},"end":{"line":101,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1513¿VariableDeclarator¿¿1837¿v175¿¿¿{"start":{"line":102,"column":12},"end":{"line":102,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1514¿BinaryExpression¿!==¿1837¿¿¿¿{"start":{"line":102,"column":12},"end":{"line":102,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1515¿Identifier¿¿1837¿stderr¿¿¿{"start":{"line":102,"column":12},"end":{"line":102,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1516¿Literal¿object¿1837¿¿null¿¿{"start":{"line":102,"column":23},"end":{"line":102,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1517¿VariableDeclarator¿¿1837¿v176¿¿¿{"start":{"line":102,"column":31},"end":{"line":102,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1518¿BinaryExpression¿!==¿1837¿¿¿¿{"start":{"line":102,"column":31},"end":{"line":102,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1519¿Identifier¿¿1837¿stderr¿¿¿{"start":{"line":102,"column":31},"end":{"line":102,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1520¿Literal¿string¿1837¿¿''¿¿{"start":{"line":102,"column":42},"end":{"line":102,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1521¿VariableDeclarator¿¿1837¿v177¿¿¿{"start":{"line":102,"column":12},"end":{"line":102,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1522¿LogicalExpression¿&&¿1837¿¿¿¿{"start":{"line":102,"column":12},"end":{"line":102,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿LogicalExpression
1523¿Identifier¿¿1837¿v175¿¿¿¿¿Identifier
1524¿Identifier¿¿1837¿v176¿¿¿¿¿Identifier
1525¿IfStatement¿¿1837¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":105,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿IfStatement
1526¿Identifier¿¿1837¿v177¿¿¿¿¿Identifier
1527¿VariableDeclarator¿¿1837¿v178¿¿¿{"start":{"line":103,"column":45},"end":{"line":103,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1528¿BinaryExpression¿+¿1837¿¿¿¿{"start":{"line":103,"column":45},"end":{"line":103,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1529¿Literal¿string¿1837¿¿'stderr: '¿¿{"start":{"line":103,"column":45},"end":{"line":103,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1530¿Identifier¿¿1837¿stderr¿¿¿{"start":{"line":103,"column":58},"end":{"line":103,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1531¿VariableDeclarator¿¿1837¿v179¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1532¿CallExpression¿¿1837¿¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1533¿Identifier¿¿1837¿callback¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1534¿Literal¿string¿1837¿¿'IP address unreachable'¿¿{"start":{"line":103,"column":19},"end":{"line":103,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1535¿Identifier¿¿1837¿v178¿¿¿¿¿Identifier
1536¿ExpressionStatement¿¿1837¿¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1537¿Identifier¿¿1837¿v179¿¿¿¿¿Identifier
1538¿ReturnStatement¿¿1837¿¿¿¿{"start":{"line":104,"column":10},"end":{"line":104,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ReturnStatement
1539¿BlockStatement¿¿1837¿¿¿¿{"start":{"line":102,"column":46},"end":{"line":105,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1540¿VariableDeclarator¿¿1837¿v195¿¿¿{"start":{"line":108,"column":10},"end":{"line":123,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1541¿FunctionExpression¿¿1837¿anon¿¿¿{"start":{"line":108,"column":10},"end":{"line":123,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿FunctionExpression
1542¿Identifier¿¿0¿error2¿¿¿{"start":{"line":108,"column":19},"end":{"line":108,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1543¿Identifier¿¿0¿stdout2¿¿¿{"start":{"line":108,"column":27},"end":{"line":108,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1544¿Identifier¿¿0¿stderr2¿¿¿{"start":{"line":108,"column":36},"end":{"line":108,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1545¿VariableDeclarator¿¿1841¿v180¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1546¿BinaryExpression¿!==¿1841¿¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1547¿Identifier¿¿1841¿error2¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1548¿Literal¿object¿1841¿¿null¿¿{"start":{"line":109,"column":27},"end":{"line":109,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1549¿IfStatement¿¿1841¿¿¿¿{"start":{"line":109,"column":12},"end":{"line":112,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿IfStatement
1550¿Identifier¿¿1841¿v180¿¿¿¿¿Identifier
1551¿VariableDeclarator¿¿1841¿v181¿¿¿{"start":{"line":110,"column":49},"end":{"line":110,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1552¿BinaryExpression¿+¿1841¿¿¿¿{"start":{"line":110,"column":49},"end":{"line":110,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1553¿Literal¿string¿1841¿¿'exec error: '¿¿{"start":{"line":110,"column":49},"end":{"line":110,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1554¿Identifier¿¿1841¿error2¿¿¿{"start":{"line":110,"column":66},"end":{"line":110,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1555¿VariableDeclarator¿¿1841¿v182¿¿¿{"start":{"line":110,"column":14},"end":{"line":110,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1556¿CallExpression¿¿1841¿¿¿¿{"start":{"line":110,"column":14},"end":{"line":110,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1557¿Identifier¿¿1841¿callback¿¿¿{"start":{"line":110,"column":14},"end":{"line":110,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1558¿Literal¿string¿1841¿¿'IP address unreachable'¿¿{"start":{"line":110,"column":23},"end":{"line":110,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1559¿Identifier¿¿1841¿v181¿¿¿¿¿Identifier
1560¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":110,"column":14},"end":{"line":110,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1561¿Identifier¿¿1841¿v182¿¿¿¿¿Identifier
1562¿ReturnStatement¿¿1841¿¿¿¿{"start":{"line":111,"column":14},"end":{"line":111,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ReturnStatement
1563¿BlockStatement¿¿1841¿¿¿¿{"start":{"line":109,"column":33},"end":{"line":112,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1564¿VariableDeclarator¿¿1841¿v183¿¿¿{"start":{"line":113,"column":16},"end":{"line":113,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1565¿BinaryExpression¿!==¿1841¿¿¿¿{"start":{"line":113,"column":16},"end":{"line":113,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1566¿Identifier¿¿1841¿stderr2¿¿¿{"start":{"line":113,"column":16},"end":{"line":113,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1567¿Literal¿object¿1841¿¿null¿¿{"start":{"line":113,"column":28},"end":{"line":113,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1568¿VariableDeclarator¿¿1841¿v184¿¿¿{"start":{"line":113,"column":36},"end":{"line":113,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1569¿BinaryExpression¿!==¿1841¿¿¿¿{"start":{"line":113,"column":36},"end":{"line":113,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1570¿Identifier¿¿1841¿stderr2¿¿¿{"start":{"line":113,"column":36},"end":{"line":113,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1571¿Literal¿string¿1841¿¿''¿¿{"start":{"line":113,"column":48},"end":{"line":113,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1572¿VariableDeclarator¿¿1841¿v185¿¿¿{"start":{"line":113,"column":16},"end":{"line":113,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1573¿LogicalExpression¿&&¿1841¿¿¿¿{"start":{"line":113,"column":16},"end":{"line":113,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿LogicalExpression
1574¿Identifier¿¿1841¿v183¿¿¿¿¿Identifier
1575¿Identifier¿¿1841¿v184¿¿¿¿¿Identifier
1576¿IfStatement¿¿1841¿¿¿¿{"start":{"line":113,"column":12},"end":{"line":116,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿IfStatement
1577¿Identifier¿¿1841¿v185¿¿¿¿¿Identifier
1578¿VariableDeclarator¿¿1841¿v186¿¿¿{"start":{"line":114,"column":49},"end":{"line":114,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1579¿BinaryExpression¿+¿1841¿¿¿¿{"start":{"line":114,"column":49},"end":{"line":114,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1580¿Literal¿string¿1841¿¿'stderr: '¿¿{"start":{"line":114,"column":49},"end":{"line":114,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1581¿Identifier¿¿1841¿stderr2¿¿¿{"start":{"line":114,"column":62},"end":{"line":114,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1582¿VariableDeclarator¿¿1841¿v187¿¿¿{"start":{"line":114,"column":14},"end":{"line":114,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1583¿CallExpression¿¿1841¿¿¿¿{"start":{"line":114,"column":14},"end":{"line":114,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1584¿Identifier¿¿1841¿callback¿¿¿{"start":{"line":114,"column":14},"end":{"line":114,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1585¿Literal¿string¿1841¿¿'IP address unreachable'¿¿{"start":{"line":114,"column":23},"end":{"line":114,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1586¿Identifier¿¿1841¿v186¿¿¿¿¿Identifier
1587¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":114,"column":14},"end":{"line":114,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1588¿Identifier¿¿1841¿v187¿¿¿¿¿Identifier
1589¿ReturnStatement¿¿1841¿¿¿¿{"start":{"line":115,"column":14},"end":{"line":115,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ReturnStatement
1590¿BlockStatement¿¿1841¿¿¿¿{"start":{"line":113,"column":52},"end":{"line":116,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1591¿VariableDeclarator¿¿1841¿v188¿¿¿{"start":{"line":118,"column":30},"end":{"line":118,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1592¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":118,"column":30},"end":{"line":118,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1593¿Identifier¿¿1841¿ipAddress¿¿¿{"start":{"line":118,"column":30},"end":{"line":118,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1594¿Identifier¿¿1841¿length¿¿¿{"start":{"line":118,"column":40},"end":{"line":118,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1595¿VariableDeclarator¿¿1841¿offset¿¿¿{"start":{"line":118,"column":16},"end":{"line":118,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1596¿BinaryExpression¿-¿1841¿¿¿¿{"start":{"line":118,"column":25},"end":{"line":118,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1597¿Literal¿number¿1841¿¿22¿¿{"start":{"line":118,"column":25},"end":{"line":118,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1598¿Identifier¿¿1841¿v188¿¿¿¿¿Identifier
1599¿VariableDeclarator¿¿1841¿v189¿¿¿{"start":{"line":120,"column":41},"end":{"line":120,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1600¿CallExpression¿¿1841¿¿¿¿{"start":{"line":120,"column":41},"end":{"line":120,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
