Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2004¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":362,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Program
3232¿CallExpression¿¿3570¿¿¿¿{"start":{"line":297,"column":37},"end":{"line":297,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
3233¿MemberExpression¿¿3570¿¿¿¿{"start":{"line":297,"column":37},"end":{"line":297,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
3234¿ThisExpression¿¿3570¿¿¿¿{"start":{"line":297,"column":37},"end":{"line":297,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
3235¿Identifier¿¿3570¿get¿¿¿{"start":{"line":297,"column":42},"end":{"line":297,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3236¿Identifier¿¿3570¿key¿¿¿{"start":{"line":297,"column":46},"end":{"line":297,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3237¿ExpressionStatement¿¿3570¿¿¿¿{"start":{"line":297,"column":9},"end":{"line":297,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
3238¿AssignmentExpression¿=¿3570¿¿¿¿{"start":{"line":297,"column":9},"end":{"line":297,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
3239¿MemberExpression¿computed¿3570¿¿¿¿{"start":{"line":297,"column":9},"end":{"line":297,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
3240¿Identifier¿¿3570¿v379¿¿¿¿¿Identifier
3241¿Identifier¿¿3570¿v380¿¿¿¿¿Identifier
3242¿Identifier¿¿3570¿v381¿¿¿¿¿Identifier
3243¿BlockStatement¿¿3570¿¿¿¿{"start":{"line":296,"column":34},"end":{"line":298,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
3244¿BlockStatement¿¿3570¿¿¿¿{"start":{"line":275,"column":35},"end":{"line":299,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
3245¿VariableDeclarator¿¿3567¿v383¿¿¿{"start":{"line":275,"column":3},"end":{"line":299,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3246¿CallExpression¿¿3567¿¿¿¿{"start":{"line":275,"column":3},"end":{"line":299,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
3247¿MemberExpression¿¿3567¿¿¿¿{"start":{"line":275,"column":3},"end":{"line":275,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
3248¿ThisExpression¿¿3567¿¿¿¿{"start":{"line":275,"column":3},"end":{"line":275,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
3249¿Identifier¿¿3567¿each¿¿¿{"start":{"line":275,"column":8},"end":{"line":275,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3250¿Identifier¿¿3567¿v382¿¿¿¿¿Identifier
3251¿ThisExpression¿¿3567¿¿¿¿{"start":{"line":299,"column":6},"end":{"line":299,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
3252¿ExpressionStatement¿¿3567¿¿¿¿{"start":{"line":275,"column":3},"end":{"line":299,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
3253¿Identifier¿¿3567¿v383¿¿¿¿¿Identifier
3254¿VariableDeclarator¿¿3567¿v384¿¿¿{"start":{"line":301,"column":3},"end":{"line":301,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3255¿CallExpression¿¿3567¿¿¿¿{"start":{"line":301,"column":3},"end":{"line":301,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
3256¿MemberExpression¿¿3567¿¿¿¿{"start":{"line":301,"column":3},"end":{"line":301,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
3257¿Identifier¿¿3567¿app¿¿¿{"start":{"line":301,"column":3},"end":{"line":301,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3258¿Identifier¿¿3567¿set¿¿¿{"start":{"line":301,"column":7},"end":{"line":301,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3259¿Literal¿string¿3567¿¿'properties'¿¿{"start":{"line":301,"column":11},"end":{"line":301,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
3260¿ThisExpression¿¿3567¿¿¿¿{"start":{"line":301,"column":25},"end":{"line":301,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
3261¿ExpressionStatement¿¿3567¿¿¿¿{"start":{"line":301,"column":3},"end":{"line":301,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
3262¿Identifier¿¿3567¿v384¿¿¿¿¿Identifier
3263¿ReturnStatement¿¿3567¿¿¿¿{"start":{"line":303,"column":3},"end":{"line":303,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ReturnStatement
3264¿ThisExpression¿¿3567¿¿¿¿{"start":{"line":303,"column":10},"end":{"line":303,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
3265¿BlockStatement¿¿3567¿¿¿¿{"start":{"line":268,"column":79},"end":{"line":304,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
3266¿ExpressionStatement¿¿3513¿¿¿¿{"start":{"line":268,"column":0},"end":{"line":304,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
3267¿AssignmentExpression¿=¿3513¿¿¿¿{"start":{"line":268,"column":0},"end":{"line":304,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
3268¿MemberExpression¿¿3513¿¿¿¿{"start":{"line":268,"column":0},"end":{"line":268,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
3269¿Identifier¿¿3513¿v358¿¿¿¿¿Identifier
3270¿Identifier¿¿3513¿bindToExpress¿¿¿{"start":{"line":268,"column":27},"end":{"line":268,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3271¿Identifier¿¿3513¿v385¿¿¿¿¿Identifier
3272¿VariableDeclarator¿¿3513¿v386¿¿¿{"start":{"line":311,"column":0},"end":{"line":311,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3273¿MemberExpression¿¿3513¿¿¿¿{"start":{"line":311,"column":0},"end":{"line":311,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
3274¿Identifier¿¿3513¿PropertiesReader¿¿¿{"start":{"line":311,"column":0},"end":{"line":311,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3275¿Identifier¿¿3513¿prototype¿¿¿{"start":{"line":311,"column":17},"end":{"line":311,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3276¿VariableDeclarator¿¿3513¿v400¿¿¿{"start":{"line":311,"column":0},"end":{"line":330,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3277¿FunctionExpression¿¿3513¿anon¿¿¿{"start":{"line":311,"column":50},"end":{"line":330,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿FunctionExpression
3278¿VariableDeclarator¿¿3578¿lines¿¿¿{"start":{"line":312,"column":7},"end":{"line":312,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3279¿ArrayExpression¿¿3578¿¿¿¿{"start":{"line":312,"column":15},"end":{"line":312,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ArrayExpression
3280¿VariableDeclarator¿¿3578¿section¿¿¿{"start":{"line":313,"column":7},"end":{"line":313,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3281¿Literal¿object¿3578¿¿null¿¿{"start":{"line":313,"column":17},"end":{"line":313,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
3282¿VariableDeclarator¿¿3578¿v398¿¿¿{"start":{"line":314,"column":13},"end":{"line":328,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3283¿FunctionExpression¿¿3578¿anon¿¿¿{"start":{"line":314,"column":13},"end":{"line":328,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿FunctionExpression
3284¿Identifier¿¿0¿key¿¿¿{"start":{"line":314,"column":23},"end":{"line":314,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3285¿Identifier¿¿0¿value¿¿¿{"start":{"line":314,"column":28},"end":{"line":314,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3286¿VariableDeclarator¿¿3580¿tokens¿¿¿{"start":{"line":315,"column":10},"end":{"line":315,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3287¿CallExpression¿¿3580¿¿¿¿{"start":{"line":315,"column":19},"end":{"line":315,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
3288¿MemberExpression¿¿3580¿¿¿¿{"start":{"line":315,"column":19},"end":{"line":315,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
3289¿Identifier¿¿3580¿key¿¿¿{"start":{"line":315,"column":19},"end":{"line":315,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3290¿Identifier¿¿3580¿split¿¿¿{"start":{"line":315,"column":23},"end":{"line":315,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3291¿Literal¿string¿3580¿¿'.'¿¿{"start":{"line":315,"column":29},"end":{"line":315,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
3292¿VariableDeclarator¿¿3580¿v387¿¿¿{"start":{"line":316,"column":10},"end":{"line":316,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3293¿MemberExpression¿¿3580¿¿¿¿{"start":{"line":316,"column":10},"end":{"line":316,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
3294¿Identifier¿¿3580¿tokens¿¿¿{"start":{"line":316,"column":10},"end":{"line":316,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3295¿Identifier¿¿3580¿length¿¿¿{"start":{"line":316,"column":17},"end":{"line":316,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3296¿VariableDeclarator¿¿3580¿v388¿¿¿{"start":{"line":316,"column":10},"end":{"line":316,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3297¿BinaryExpression¿>¿3580¿¿¿¿{"start":{"line":316,"column":10},"end":{"line":316,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
3298¿Identifier¿¿3580¿v387¿¿¿¿¿Identifier
3299¿Literal¿number¿3580¿¿1¿¿{"start":{"line":316,"column":26},"end":{"line":316,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
3300¿IfStatement¿¿3580¿¿¿¿{"start":{"line":316,"column":6},"end":{"line":325,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿IfStatement
3301¿Identifier¿¿3580¿v388¿¿¿¿¿Identifier
3302¿VariableDeclarator¿¿3580¿v389¿¿¿{"start":{"line":317,"column":25},"end":{"line":317,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3303¿MemberExpression¿computed¿3580¿¿¿¿{"start":{"line":317,"column":25},"end":{"line":317,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
3304¿Identifier¿¿3580¿tokens¿¿¿{"start":{"line":317,"column":25},"end":{"line":317,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3305¿Literal¿number¿3580¿¿0¿¿{"start":{"line":317,"column":32},"end":{"line":317,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
3306¿VariableDeclarator¿¿3580¿v390¿¿¿{"start":{"line":317,"column":13},"end":{"line":317,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3307¿BinaryExpression¿!==¿3580¿¿¿¿{"start":{"line":317,"column":13},"end":{"line":317,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
3308¿Identifier¿¿3580¿section¿¿¿{"start":{"line":317,"column":13},"end":{"line":317,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3309¿Identifier¿¿3580¿v389¿¿¿¿¿Identifier
3310¿IfStatement¿¿3580¿¿¿¿{"start":{"line":317,"column":9},"end":{"line":320,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿IfStatement
3311¿Identifier¿¿3580¿v390¿¿¿¿¿Identifier
3312¿ExpressionStatement¿¿3580¿¿¿¿{"start":{"line":318,"column":12},"end":{"line":318,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
3313¿AssignmentExpression¿=¿3580¿¿¿¿{"start":{"line":318,"column":12},"end":{"line":318,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
3314¿Identifier¿¿3580¿section¿¿¿{"start":{"line":318,"column":12},"end":{"line":318,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3315¿MemberExpression¿computed¿3580¿¿¿¿{"start":{"line":318,"column":22},"end":{"line":318,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
3316¿Identifier¿¿3580¿tokens¿¿¿{"start":{"line":318,"column":22},"end":{"line":318,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3317¿Literal¿number¿3580¿¿0¿¿{"start":{"line":318,"column":29},"end":{"line":318,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
3318¿VariableDeclarator¿¿3580¿v391¿¿¿{"start":{"line":319,"column":23},"end":{"line":319,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3319¿BinaryExpression¿+¿3580¿¿¿¿{"start":{"line":319,"column":23},"end":{"line":319,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
3320¿Literal¿string¿3580¿¿'['¿¿{"start":{"line":319,"column":23},"end":{"line":319,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
3321¿Identifier¿¿3580¿section¿¿¿{"start":{"line":319,"column":29},"end":{"line":319,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3322¿VariableDeclarator¿¿3580¿v392¿¿¿{"start":{"line":319,"column":23},"end":{"line":319,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3323¿BinaryExpression¿+¿3580¿¿¿¿{"start":{"line":319,"column":23},"end":{"line":319,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
3324¿Identifier¿¿3580¿v391¿¿¿¿¿Identifier
3325¿Literal¿string¿3580¿¿']'¿¿{"start":{"line":319,"column":39},"end":{"line":319,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
3326¿VariableDeclarator¿¿3580¿v393¿¿¿{"start":{"line":319,"column":12},"end":{"line":319,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3327¿CallExpression¿¿3580¿¿¿¿{"start":{"line":319,"column":12},"end":{"line":319,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
3328¿MemberExpression¿¿3580¿¿¿¿{"start":{"line":319,"column":12},"end":{"line":319,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
3329¿Identifier¿¿3580¿lines¿¿¿{"start":{"line":319,"column":12},"end":{"line":319,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3330¿Identifier¿¿3580¿push¿¿¿{"start":{"line":319,"column":18},"end":{"line":319,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3331¿Identifier¿¿3580¿v392¿¿¿¿¿Identifier
3332¿ExpressionStatement¿¿3580¿¿¿¿{"start":{"line":319,"column":12},"end":{"line":319,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
3333¿Identifier¿¿3580¿v393¿¿¿¿¿Identifier
3334¿BlockStatement¿¿3580¿¿¿¿{"start":{"line":317,"column":36},"end":{"line":320,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
3335¿VariableDeclarator¿¿3580¿v394¿¿¿{"start":{"line":321,"column":15},"end":{"line":321,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3336¿CallExpression¿¿3580¿¿¿¿{"start":{"line":321,"column":15},"end":{"line":321,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
3337¿MemberExpression¿¿3580¿¿¿¿{"start":{"line":321,"column":15},"end":{"line":321,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
3338¿Identifier¿¿3580¿tokens¿¿¿{"start":{"line":321,"column":15},"end":{"line":321,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3339¿Identifier¿¿3580¿slice¿¿¿{"start":{"line":321,"column":22},"end":{"line":321,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3340¿Literal¿number¿3580¿¿1¿¿{"start":{"line":321,"column":28},"end":{"line":321,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
3341¿ExpressionStatement¿¿3580¿¿¿¿{"start":{"line":321,"column":9},"end":{"line":321,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
3342¿AssignmentExpression¿=¿3580¿¿¿¿{"start":{"line":321,"column":9},"end":{"line":321,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
3343¿Identifier¿¿3580¿key¿¿¿{"start":{"line":321,"column":9},"end":{"line":321,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3344¿CallExpression¿¿3580¿¿¿¿{"start":{"line":321,"column":15},"end":{"line":321,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
3345¿MemberExpression¿¿3580¿¿¿¿{"start":{"line":321,"column":15},"end":{"line":321,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
3346¿Identifier¿¿3580¿v394¿¿¿¿¿Identifier
3347¿Identifier¿¿3580¿join¿¿¿{"start":{"line":321,"column":31},"end":{"line":321,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3348¿Literal¿string¿3580¿¿'.'¿¿{"start":{"line":321,"column":36},"end":{"line":321,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
3349¿BlockStatement¿¿3580¿¿¿¿{"start":{"line":316,"column":29},"end":{"line":322,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
3350¿ExpressionStatement¿¿3580¿¿¿¿{"start":{"line":324,"column":9},"end":{"line":324,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
3351¿AssignmentExpression¿=¿3580¿¿¿¿{"start":{"line":324,"column":9},"end":{"line":324,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
3352¿Identifier¿¿3580¿section¿¿¿{"start":{"line":324,"column":9},"end":{"line":324,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3353¿Literal¿object¿3580¿¿null¿¿{"start":{"line":324,"column":19},"end":{"line":324,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
3354¿BlockStatement¿¿3580¿¿¿¿{"start":{"line":323,"column":11},"end":{"line":325,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
3355¿VariableDeclarator¿¿3580¿v395¿¿¿{"start":{"line":327,"column":17},"end":{"line":327,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3356¿BinaryExpression¿+¿3580¿¿¿¿{"start":{"line":327,"column":17},"end":{"line":327,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
3357¿Identifier¿¿3580¿key¿¿¿{"start":{"line":327,"column":17},"end":{"line":327,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3358¿Literal¿string¿3580¿¿'='¿¿{"start":{"line":327,"column":23},"end":{"line":327,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
3359¿VariableDeclarator¿¿3580¿v396¿¿¿{"start":{"line":327,"column":17},"end":{"line":327,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3360¿BinaryExpression¿+¿3580¿¿¿¿{"start":{"line":327,"column":17},"end":{"line":327,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
3361¿Identifier¿¿3580¿v395¿¿¿¿¿Identifier
3362¿Identifier¿¿3580¿value¿¿¿{"start":{"line":327,"column":29},"end":{"line":327,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
3363¿VariableDeclarator¿¿3580¿v397¿¿¿{"start":{"line":327,"column":6},"end":{"line":327,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
3364¿CallExpression¿¿3580¿¿¿¿{"start":{"line":327,"column":6},"end":{"line":327,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
3365¿MemberExpression¿¿3580¿¿¿¿{"start":{"line":327,"column":6},"end":{"line":327,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
3366¿Identifier¿¿3580¿lines¿¿¿{"start":{"line":327,"column":6},"end":{"line":327,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
