Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1742¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":334,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Program
2870¿Identifier¿¿3114¿v316¿¿¿¿¿Identifier
2871¿VariableDeclarator¿¿3114¿v317¿¿¿{"start":{"line":282,"column":41},"end":{"line":282,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2872¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":282,"column":41},"end":{"line":282,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2873¿Identifier¿¿3114¿data¿¿¿{"start":{"line":282,"column":41},"end":{"line":282,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2874¿Identifier¿¿3114¿name¿¿¿{"start":{"line":282,"column":46},"end":{"line":282,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2875¿VariableDeclarator¿¿3114¿v318¿¿¿{"start":{"line":282,"column":19},"end":{"line":282,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2876¿BinaryExpression¿+¿3114¿¿¿¿{"start":{"line":282,"column":19},"end":{"line":282,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BinaryExpression
2877¿Literal¿string¿3114¿¿'Property change: '¿¿{"start":{"line":282,"column":19},"end":{"line":282,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2878¿Identifier¿¿3114¿v317¿¿¿¿¿Identifier
2879¿VariableDeclarator¿¿3114¿v319¿¿¿{"start":{"line":282,"column":19},"end":{"line":282,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2880¿BinaryExpression¿+¿3114¿¿¿¿{"start":{"line":282,"column":19},"end":{"line":282,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BinaryExpression
2881¿Identifier¿¿3114¿v318¿¿¿¿¿Identifier
2882¿Literal¿string¿3114¿¿' - '¿¿{"start":{"line":282,"column":53},"end":{"line":282,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2883¿VariableDeclarator¿¿3114¿v320¿¿¿{"start":{"line":282,"column":61},"end":{"line":282,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2884¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":282,"column":61},"end":{"line":282,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2885¿Identifier¿¿3114¿data¿¿¿{"start":{"line":282,"column":61},"end":{"line":282,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2886¿Identifier¿¿3114¿data¿¿¿{"start":{"line":282,"column":66},"end":{"line":282,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2887¿VariableDeclarator¿¿3114¿v321¿¿¿{"start":{"line":282,"column":19},"end":{"line":282,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2888¿BinaryExpression¿+¿3114¿¿¿¿{"start":{"line":282,"column":19},"end":{"line":282,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BinaryExpression
2889¿Identifier¿¿3114¿v319¿¿¿¿¿Identifier
2890¿Identifier¿¿3114¿v320¿¿¿¿¿Identifier
2891¿VariableDeclarator¿¿3114¿v322¿¿¿{"start":{"line":282,"column":7},"end":{"line":282,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2892¿CallExpression¿¿3114¿¿¿¿{"start":{"line":282,"column":7},"end":{"line":282,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2893¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":282,"column":7},"end":{"line":282,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2894¿Identifier¿¿3114¿console¿¿¿{"start":{"line":282,"column":7},"end":{"line":282,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2895¿Identifier¿¿3114¿log¿¿¿{"start":{"line":282,"column":15},"end":{"line":282,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2896¿Identifier¿¿3114¿v321¿¿¿¿¿Identifier
2897¿ExpressionStatement¿¿3114¿¿¿¿{"start":{"line":282,"column":7},"end":{"line":282,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2898¿Identifier¿¿3114¿v322¿¿¿¿¿Identifier
2899¿BlockStatement¿¿3114¿¿¿¿{"start":{"line":280,"column":30},"end":{"line":283,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
2900¿BreakStatement¿¿3114¿¿¿¿{"start":{"line":284,"column":6},"end":{"line":284,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BreakStatement
2901¿BlockStatement¿¿3114¿¿¿¿{"start":{"line":274,"column":9},"end":{"line":285,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
2902¿SwitchCase¿¿3114¿¿¿¿{"start":{"line":286,"column":4},"end":{"line":286,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿SwitchCase
2903¿BlockStatement¿¿3114¿¿¿¿{"start":{"line":229,"column":34},"end":{"line":290,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
2904¿VariableDeclarator¿¿3114¿v323¿¿¿{"start":{"line":292,"column":10},"end":{"line":292,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2905¿CallExpression¿¿3114¿¿¿¿{"start":{"line":292,"column":10},"end":{"line":292,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2906¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":292,"column":10},"end":{"line":292,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2907¿Identifier¿¿3114¿data¿¿¿{"start":{"line":292,"column":10},"end":{"line":292,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2908¿Identifier¿¿3114¿hasOwnProperty¿¿¿{"start":{"line":292,"column":15},"end":{"line":292,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2909¿Literal¿string¿3114¿¿'request_id'¿¿{"start":{"line":292,"column":30},"end":{"line":292,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2910¿IfStatement¿¿3114¿¿¿¿{"start":{"line":292,"column":7},"end":{"line":299,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿IfStatement
2911¿Identifier¿¿3114¿v323¿¿¿¿¿Identifier
2912¿VariableDeclarator¿¿3114¿v324¿¿¿{"start":{"line":294,"column":6},"end":{"line":294,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2913¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":294,"column":6},"end":{"line":294,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2914¿ThisExpression¿¿3114¿¿¿¿{"start":{"line":294,"column":6},"end":{"line":294,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2915¿Identifier¿¿3114¿options¿¿¿{"start":{"line":294,"column":11},"end":{"line":294,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2916¿VariableDeclarator¿¿3114¿v325¿¿¿{"start":{"line":294,"column":6},"end":{"line":294,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2917¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":294,"column":6},"end":{"line":294,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2918¿Identifier¿¿3114¿v324¿¿¿¿¿Identifier
2919¿Identifier¿¿3114¿verbose¿¿¿{"start":{"line":294,"column":19},"end":{"line":294,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2920¿IfStatement¿¿3114¿¿¿¿{"start":{"line":294,"column":3},"end":{"line":296,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿IfStatement
2921¿Identifier¿¿3114¿v325¿¿¿¿¿Identifier
2922¿VariableDeclarator¿¿3114¿v326¿¿¿{"start":{"line":295,"column":34},"end":{"line":295,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2923¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":295,"column":34},"end":{"line":295,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2924¿Identifier¿¿3114¿data¿¿¿{"start":{"line":295,"column":34},"end":{"line":295,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2925¿Identifier¿¿3114¿request_id¿¿¿{"start":{"line":295,"column":39},"end":{"line":295,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2926¿VariableDeclarator¿¿3114¿v327¿¿¿{"start":{"line":295,"column":16},"end":{"line":295,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2927¿BinaryExpression¿+¿3114¿¿¿¿{"start":{"line":295,"column":16},"end":{"line":295,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BinaryExpression
2928¿Literal¿string¿3114¿¿'Get Request: '¿¿{"start":{"line":295,"column":16},"end":{"line":295,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2929¿Identifier¿¿3114¿v326¿¿¿¿¿Identifier
2930¿VariableDeclarator¿¿3114¿v328¿¿¿{"start":{"line":295,"column":16},"end":{"line":295,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2931¿BinaryExpression¿+¿3114¿¿¿¿{"start":{"line":295,"column":16},"end":{"line":295,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BinaryExpression
2932¿Identifier¿¿3114¿v327¿¿¿¿¿Identifier
2933¿Literal¿string¿3114¿¿' - '¿¿{"start":{"line":295,"column":52},"end":{"line":295,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2934¿VariableDeclarator¿¿3114¿v329¿¿¿{"start":{"line":295,"column":60},"end":{"line":295,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2935¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":295,"column":60},"end":{"line":295,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2936¿Identifier¿¿3114¿data¿¿¿{"start":{"line":295,"column":60},"end":{"line":295,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2937¿Identifier¿¿3114¿data¿¿¿{"start":{"line":295,"column":65},"end":{"line":295,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2938¿VariableDeclarator¿¿3114¿v330¿¿¿{"start":{"line":295,"column":16},"end":{"line":295,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2939¿BinaryExpression¿+¿3114¿¿¿¿{"start":{"line":295,"column":16},"end":{"line":295,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BinaryExpression
2940¿Identifier¿¿3114¿v328¿¿¿¿¿Identifier
2941¿Identifier¿¿3114¿v329¿¿¿¿¿Identifier
2942¿VariableDeclarator¿¿3114¿v331¿¿¿{"start":{"line":295,"column":4},"end":{"line":295,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2943¿CallExpression¿¿3114¿¿¿¿{"start":{"line":295,"column":4},"end":{"line":295,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2944¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":295,"column":4},"end":{"line":295,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2945¿Identifier¿¿3114¿console¿¿¿{"start":{"line":295,"column":4},"end":{"line":295,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2946¿Identifier¿¿3114¿log¿¿¿{"start":{"line":295,"column":12},"end":{"line":295,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2947¿Identifier¿¿3114¿v330¿¿¿¿¿Identifier
2948¿ExpressionStatement¿¿3114¿¿¿¿{"start":{"line":295,"column":4},"end":{"line":295,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2949¿Identifier¿¿3114¿v331¿¿¿¿¿Identifier
2950¿BlockStatement¿¿3114¿¿¿¿{"start":{"line":294,"column":27},"end":{"line":296,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
2951¿VariableDeclarator¿¿3114¿v332¿¿¿{"start":{"line":298,"column":27},"end":{"line":298,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2952¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":298,"column":27},"end":{"line":298,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2953¿Identifier¿¿3114¿data¿¿¿{"start":{"line":298,"column":27},"end":{"line":298,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2954¿Identifier¿¿3114¿request_id¿¿¿{"start":{"line":298,"column":32},"end":{"line":298,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2955¿VariableDeclarator¿¿3114¿v333¿¿¿{"start":{"line":298,"column":44},"end":{"line":298,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2956¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":298,"column":44},"end":{"line":298,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2957¿Identifier¿¿3114¿data¿¿¿{"start":{"line":298,"column":44},"end":{"line":298,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2958¿Identifier¿¿3114¿data¿¿¿{"start":{"line":298,"column":49},"end":{"line":298,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2959¿VariableDeclarator¿¿3114¿v334¿¿¿{"start":{"line":298,"column":3},"end":{"line":298,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2960¿CallExpression¿¿3114¿¿¿¿{"start":{"line":298,"column":3},"end":{"line":298,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2961¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":298,"column":3},"end":{"line":298,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2962¿ThisExpression¿¿3114¿¿¿¿{"start":{"line":298,"column":3},"end":{"line":298,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2963¿Identifier¿¿3114¿emit¿¿¿{"start":{"line":298,"column":8},"end":{"line":298,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2964¿Literal¿string¿3114¿¿'getrequest'¿¿{"start":{"line":298,"column":13},"end":{"line":298,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2965¿Identifier¿¿3114¿v332¿¿¿¿¿Identifier
2966¿Identifier¿¿3114¿v333¿¿¿¿¿Identifier
2967¿ExpressionStatement¿¿3114¿¿¿¿{"start":{"line":298,"column":3},"end":{"line":298,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2968¿Identifier¿¿3114¿v334¿¿¿¿¿Identifier
2969¿BlockStatement¿¿3114¿¿¿¿{"start":{"line":292,"column":44},"end":{"line":299,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
2970¿BlockStatement¿¿3114¿¿¿¿¿¿BlockStatement
2971¿BlockStatement¿¿3114¿¿¿¿{"start":{"line":226,"column":42},"end":{"line":302,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
2972¿VariableDeclarator¿¿3086¿v336¿¿¿{"start":{"line":226,"column":27},"end":{"line":302,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2973¿CallExpression¿¿3086¿¿¿¿{"start":{"line":226,"column":27},"end":{"line":302,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2974¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":226,"column":27},"end":{"line":302,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2975¿Identifier¿¿3086¿v335¿¿¿¿¿Identifier
2976¿Identifier¿¿3086¿bind¿¿¿{"start":{"line":302,"column":3},"end":{"line":302,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2977¿ThisExpression¿¿3086¿¿¿¿{"start":{"line":302,"column":8},"end":{"line":302,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2978¿VariableDeclarator¿¿3086¿v337¿¿¿{"start":{"line":226,"column":1},"end":{"line":302,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2979¿CallExpression¿¿3086¿¿¿¿{"start":{"line":226,"column":1},"end":{"line":302,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2980¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":226,"column":1},"end":{"line":226,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2981¿Identifier¿¿3086¿v276¿¿¿¿¿Identifier
2982¿Identifier¿¿3086¿on¿¿¿{"start":{"line":226,"column":13},"end":{"line":226,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2983¿Literal¿string¿3086¿¿'message'¿¿{"start":{"line":226,"column":16},"end":{"line":226,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2984¿Identifier¿¿3086¿v336¿¿¿¿¿Identifier
2985¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":226,"column":1},"end":{"line":302,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2986¿Identifier¿¿3086¿v337¿¿¿¿¿Identifier
2987¿BlockStatement¿¿3086¿¿¿¿{"start":{"line":23,"column":31},"end":{"line":305,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
2988¿VariableDeclarator¿¿3084¿v341¿¿¿{"start":{"line":315,"column":11},"end":{"line":318,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2989¿FunctionExpression¿¿3084¿anon¿¿¿{"start":{"line":315,"column":11},"end":{"line":318,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿FunctionExpression
2990¿Identifier¿¿0¿file¿¿¿{"start":{"line":315,"column":20},"end":{"line":315,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2991¿Identifier¿¿0¿mode¿¿¿{"start":{"line":315,"column":26},"end":{"line":315,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2992¿ExpressionStatement¿¿3135¿¿¿¿{"start":{"line":316,"column":2},"end":{"line":316,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2993¿AssignmentExpression¿=¿3135¿¿¿¿{"start":{"line":316,"column":2},"end":{"line":316,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
2994¿Identifier¿¿3135¿mode¿¿¿{"start":{"line":316,"column":2},"end":{"line":316,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2995¿LogicalExpression¿||¿3135¿¿¿¿{"start":{"line":316,"column":9},"end":{"line":316,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿LogicalExpression
2996¿Identifier¿¿3135¿mode¿¿¿{"start":{"line":316,"column":9},"end":{"line":316,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2997¿Literal¿string¿3135¿¿'replace'¿¿{"start":{"line":316,"column":17},"end":{"line":316,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2998¿VariableDeclarator¿¿3135¿v338¿¿¿{"start":{"line":317,"column":2},"end":{"line":317,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2999¿MemberExpression¿¿3135¿¿¿¿{"start":{"line":317,"column":2},"end":{"line":317,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
3000¿ThisExpression¿¿3135¿¿¿¿{"start":{"line":317,"column":2},"end":{"line":317,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
3001¿Identifier¿¿3135¿socket¿¿¿{"start":{"line":317,"column":7},"end":{"line":317,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
3002¿VariableDeclarator¿¿3135¿v339¿¿¿{"start":{"line":317,"column":34},"end":{"line":317,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
3003¿ArrayExpression¿¿3135¿¿¿¿{"start":{"line":317,"column":34},"end":{"line":317,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ArrayExpression
3004¿Identifier¿¿3135¿file¿¿¿{"start":{"line":317,"column":35},"end":{"line":317,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
3005¿Identifier¿¿3135¿mode¿¿¿{"start":{"line":317,"column":41},"end":{"line":317,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
3006¿VariableDeclarator¿¿3135¿v340¿¿¿{"start":{"line":317,"column":2},"end":{"line":317,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
3007¿CallExpression¿¿3135¿¿¿¿{"start":{"line":317,"column":2},"end":{"line":317,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
3008¿MemberExpression¿¿3135¿¿¿¿{"start":{"line":317,"column":2},"end":{"line":317,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
3009¿Identifier¿¿3135¿v338¿¿¿¿¿Identifier
3010¿Identifier¿¿3135¿command¿¿¿{"start":{"line":317,"column":14},"end":{"line":317,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
3011¿Literal¿string¿3135¿¿'loadfile'¿¿{"start":{"line":317,"column":22},"end":{"line":317,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
3012¿Identifier¿¿3135¿v339¿¿¿¿¿Identifier
3013¿ExpressionStatement¿¿3135¿¿¿¿{"start":{"line":317,"column":2},"end":{"line":317,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
