Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
754¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":120,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Program
1147¿ExpressionStatement¿¿1313¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1148¿AssignmentExpression¿=¿1313¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
1149¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1150¿Identifier¿¿1313¿req¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1151¿Identifier¿¿1313¿bodymen¿¿¿{"start":{"line":90,"column":10},"end":{"line":90,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1152¿Identifier¿¿1313¿v97¿¿¿¿¿Identifier
1153¿VariableDeclarator¿¿1313¿v98¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1154¿CallExpression¿¿1313¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿CallExpression
1155¿Identifier¿¿1313¿next¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1156¿ExpressionStatement¿¿1313¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1157¿Identifier¿¿1313¿v98¿¿¿¿¿Identifier
1158¿BlockStatement¿¿1313¿¿¿¿{"start":{"line":83,"column":46},"end":{"line":92,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿BlockStatement
1159¿VariableDeclarator¿¿1310¿v100¿¿¿{"start":{"line":83,"column":4},"end":{"line":92,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1160¿CallExpression¿¿1310¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":92,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿CallExpression
1161¿MemberExpression¿¿1310¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1162¿Identifier¿¿1310¿_schema¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1163¿Identifier¿¿1310¿validate¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1164¿Identifier¿¿1310¿v91¿¿¿¿¿Identifier
1165¿Identifier¿¿1310¿v99¿¿¿¿¿Identifier
1166¿ExpressionStatement¿¿1310¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":92,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1167¿Identifier¿¿1310¿v100¿¿¿¿¿Identifier
1168¿BlockStatement¿¿1310¿¿¿¿{"start":{"line":80,"column":35},"end":{"line":93,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿BlockStatement
1169¿ReturnStatement¿¿1308¿¿¿¿{"start":{"line":80,"column":2},"end":{"line":93,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ReturnStatement
1170¿Identifier¿¿1308¿v101¿¿¿¿¿Identifier
1171¿BlockStatement¿¿1308¿¿¿¿{"start":{"line":79,"column":37},"end":{"line":94,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿BlockStatement
1172¿VariableDeclarator¿exported¿1296¿errorHandler¿¿¿{"start":{"line":101,"column":0},"end":{"line":109,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1173¿FunctionExpression¿¿1296¿anon¿¿¿{"start":{"line":101,"column":0},"end":{"line":109,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿FunctionExpression
1174¿VariableDeclarator¿¿1316¿v111¿¿¿{"start":{"line":102,"column":9},"end":{"line":108,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1175¿FunctionExpression¿¿1316¿anon¿¿¿{"start":{"line":102,"column":9},"end":{"line":108,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿FunctionExpression
1176¿Identifier¿¿0¿err¿¿¿{"start":{"line":102,"column":19},"end":{"line":102,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1177¿Identifier¿¿0¿req¿¿¿{"start":{"line":102,"column":24},"end":{"line":102,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1178¿Identifier¿¿0¿res¿¿¿{"start":{"line":102,"column":29},"end":{"line":102,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1179¿Identifier¿¿0¿next¿¿¿{"start":{"line":102,"column":34},"end":{"line":102,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1180¿VariableDeclarator¿¿1318¿v102¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1181¿MemberExpression¿¿1318¿¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1182¿Identifier¿¿1318¿req¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1183¿Identifier¿¿1318¿bodymen¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1184¿VariableDeclarator¿¿1318¿v103¿¿¿{"start":{"line":103,"column":23},"end":{"line":103,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1185¿MemberExpression¿¿1318¿¿¿¿{"start":{"line":103,"column":23},"end":{"line":103,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1186¿Identifier¿¿1318¿req¿¿¿{"start":{"line":103,"column":23},"end":{"line":103,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1187¿Identifier¿¿1318¿bodymen¿¿¿{"start":{"line":103,"column":27},"end":{"line":103,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1188¿VariableDeclarator¿¿1318¿v104¿¿¿{"start":{"line":103,"column":23},"end":{"line":103,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1189¿MemberExpression¿¿1318¿¿¿¿{"start":{"line":103,"column":23},"end":{"line":103,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1190¿Identifier¿¿1318¿v103¿¿¿¿¿Identifier
1191¿Identifier¿¿1318¿error¿¿¿{"start":{"line":103,"column":35},"end":{"line":103,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1192¿VariableDeclarator¿¿1318¿v105¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1193¿LogicalExpression¿&&¿1318¿¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿LogicalExpression
1194¿Identifier¿¿1318¿v102¿¿¿¿¿Identifier
1195¿Identifier¿¿1318¿v104¿¿¿¿¿Identifier
1196¿IfStatement¿¿1318¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":107,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿IfStatement
1197¿Identifier¿¿1318¿v105¿¿¿¿¿Identifier
1198¿VariableDeclarator¿¿1318¿v106¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1199¿CallExpression¿¿1318¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿CallExpression
1200¿MemberExpression¿¿1318¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1201¿Identifier¿¿1318¿res¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1202¿Identifier¿¿1318¿status¿¿¿{"start":{"line":104,"column":10},"end":{"line":104,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1203¿Literal¿number¿1318¿¿400¿¿{"start":{"line":104,"column":17},"end":{"line":104,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Literal
1204¿VariableDeclarator¿¿1318¿v107¿¿¿{"start":{"line":104,"column":27},"end":{"line":104,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1205¿MemberExpression¿¿1318¿¿¿¿{"start":{"line":104,"column":27},"end":{"line":104,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1206¿Identifier¿¿1318¿req¿¿¿{"start":{"line":104,"column":27},"end":{"line":104,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1207¿Identifier¿¿1318¿bodymen¿¿¿{"start":{"line":104,"column":31},"end":{"line":104,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1208¿VariableDeclarator¿¿1318¿v108¿¿¿{"start":{"line":104,"column":27},"end":{"line":104,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1209¿MemberExpression¿¿1318¿¿¿¿{"start":{"line":104,"column":27},"end":{"line":104,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1210¿Identifier¿¿1318¿v107¿¿¿¿¿Identifier
1211¿Identifier¿¿1318¿error¿¿¿{"start":{"line":104,"column":39},"end":{"line":104,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1212¿VariableDeclarator¿¿1318¿v109¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1213¿CallExpression¿¿1318¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿CallExpression
1214¿MemberExpression¿¿1318¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1215¿Identifier¿¿1318¿v106¿¿¿¿¿Identifier
1216¿Identifier¿¿1318¿json¿¿¿{"start":{"line":104,"column":22},"end":{"line":104,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1217¿Identifier¿¿1318¿v108¿¿¿¿¿Identifier
1218¿ExpressionStatement¿¿1318¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1219¿Identifier¿¿1318¿v109¿¿¿¿¿Identifier
1220¿BlockStatement¿¿1318¿¿¿¿{"start":{"line":103,"column":42},"end":{"line":105,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿BlockStatement
1221¿VariableDeclarator¿¿1318¿v110¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1222¿CallExpression¿¿1318¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿CallExpression
1223¿Identifier¿¿1318¿next¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1224¿Identifier¿¿1318¿err¿¿¿{"start":{"line":106,"column":11},"end":{"line":106,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1225¿ExpressionStatement¿¿1318¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1226¿Identifier¿¿1318¿v110¿¿¿¿¿Identifier
1227¿BlockStatement¿¿1318¿¿¿¿{"start":{"line":105,"column":11},"end":{"line":107,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿BlockStatement
1228¿BlockStatement¿¿1318¿¿¿¿{"start":{"line":102,"column":40},"end":{"line":108,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿BlockStatement
1229¿ReturnStatement¿¿1316¿¿¿¿{"start":{"line":102,"column":2},"end":{"line":108,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ReturnStatement
1230¿Identifier¿¿1316¿v111¿¿¿¿¿Identifier
1231¿BlockStatement¿¿1316¿¿¿¿{"start":{"line":101,"column":24},"end":{"line":109,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿BlockStatement
1232¿VariableDeclarator¿¿1296¿v112¿¿¿{"start":{"line":112,"column":10},"end":{"line":112,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1233¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":112,"column":10},"end":{"line":112,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1234¿Identifier¿¿1296¿_bodymenSchema2¿¿¿{"start":{"line":112,"column":10},"end":{"line":112,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1235¿Identifier¿¿1296¿default¿¿¿{"start":{"line":112,"column":26},"end":{"line":112,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1236¿VariableDeclarator¿¿1296¿v113¿¿¿{"start":{"line":113,"column":9},"end":{"line":113,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1237¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":113,"column":9},"end":{"line":113,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1238¿Identifier¿¿1296¿_richParam2¿¿¿{"start":{"line":113,"column":9},"end":{"line":113,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1239¿Identifier¿¿1296¿default¿¿¿{"start":{"line":113,"column":21},"end":{"line":113,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1240¿VariableDeclarator¿¿1296¿v114¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1241¿ObjectExpression¿¿1296¿¿¿¿¿¿ObjectExpression
1242¿ExpressionStatement¿¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1243¿AssignmentExpression¿=¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
1244¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1245¿Identifier¿¿1296¿v114¿¿¿¿¿Identifier
1246¿Identifier¿¿1296¿Schema¿¿¿{"start":{"line":112,"column":2},"end":{"line":112,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1247¿Identifier¿¿1296¿v112¿¿¿¿¿Identifier
1248¿ExpressionStatement¿¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1249¿AssignmentExpression¿=¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
1250¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1251¿Identifier¿¿1296¿v114¿¿¿¿¿Identifier
1252¿Identifier¿¿1296¿Param¿¿¿{"start":{"line":113,"column":2},"end":{"line":113,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1253¿Identifier¿¿1296¿v113¿¿¿¿¿Identifier
1254¿ExpressionStatement¿¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1255¿AssignmentExpression¿=¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
1256¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1257¿Identifier¿¿1296¿v114¿¿¿¿¿Identifier
1258¿Identifier¿¿1296¿handlers¿¿¿{"start":{"line":114,"column":2},"end":{"line":114,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1259¿Identifier¿¿1296¿handlers¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1260¿ExpressionStatement¿¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1261¿AssignmentExpression¿=¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
1262¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1263¿Identifier¿¿1296¿v114¿¿¿¿¿Identifier
1264¿Identifier¿¿1296¿handler¿¿¿{"start":{"line":115,"column":2},"end":{"line":115,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1265¿Identifier¿¿1296¿handler¿¿¿{"start":{"line":115,"column":11},"end":{"line":115,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1266¿ExpressionStatement¿¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1267¿AssignmentExpression¿=¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
1268¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1269¿Identifier¿¿1296¿v114¿¿¿¿¿Identifier
1270¿Identifier¿¿1296¿formatter¿¿¿{"start":{"line":116,"column":2},"end":{"line":116,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1271¿Identifier¿¿1296¿formatter¿¿¿{"start":{"line":116,"column":13},"end":{"line":116,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1272¿ExpressionStatement¿¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1273¿AssignmentExpression¿=¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
1274¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1275¿Identifier¿¿1296¿v114¿¿¿¿¿Identifier
1276¿Identifier¿¿1296¿validator¿¿¿{"start":{"line":117,"column":2},"end":{"line":117,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1277¿Identifier¿¿1296¿validator¿¿¿{"start":{"line":117,"column":13},"end":{"line":117,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1278¿ExpressionStatement¿¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
1279¿AssignmentExpression¿=¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
1280¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":111,"column":18},"end":{"line":120,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1281¿Identifier¿¿1296¿v114¿¿¿¿¿Identifier
1282¿Identifier¿¿1296¿middleware¿¿¿{"start":{"line":118,"column":2},"end":{"line":118,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
