Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
857¿Program¿¿-1¿¿¿¿{"start":{"line":16,"column":0},"end":{"line":159,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Program
1294¿VariableDeclarator¿¿1537¿v166¿¿¿{"start":{"line":113,"column":71},"end":{"line":113,"column":89},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1295¿CallExpression¿¿1537¿¿¿¿{"start":{"line":113,"column":71},"end":{"line":113,"column":89},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1296¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":113,"column":71},"end":{"line":113,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1297¿Identifier¿¿1537¿v165¿¿¿¿¿Identifier
1298¿Identifier¿¿1537¿bind¿¿¿{"start":{"line":113,"column":80},"end":{"line":113,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1299¿Identifier¿¿1537¿key¿¿¿{"start":{"line":113,"column":85},"end":{"line":113,"column":88},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1300¿VariableDeclarator¿¿1537¿v167¿¿¿{"start":{"line":113,"column":44},"end":{"line":113,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1301¿CallExpression¿¿1537¿¿¿¿{"start":{"line":113,"column":44},"end":{"line":113,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1302¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":113,"column":44},"end":{"line":113,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1303¿Identifier¿¿1537¿v164¿¿¿¿¿Identifier
1304¿Identifier¿¿1537¿filter¿¿¿{"start":{"line":113,"column":64},"end":{"line":113,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1305¿Identifier¿¿1537¿v166¿¿¿¿¿Identifier
1306¿VariableDeclarator¿¿1537¿v170¿¿¿{"start":{"line":113,"column":95},"end":{"line":113,"column":142},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1307¿FunctionExpression¿¿1537¿anon¿¿¿{"start":{"line":113,"column":95},"end":{"line":113,"column":142},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿FunctionExpression
1308¿Identifier¿¿0¿k¿¿¿{"start":{"line":113,"column":104},"end":{"line":113,"column":105},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1309¿VariableDeclarator¿¿1546¿v168¿¿¿{"start":{"line":113,"column":123},"end":{"line":113,"column":132},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1310¿MemberExpression¿computed¿1546¿¿¿¿{"start":{"line":113,"column":123},"end":{"line":113,"column":132},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1311¿Identifier¿¿1546¿object¿¿¿{"start":{"line":113,"column":123},"end":{"line":113,"column":129},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1312¿Identifier¿¿1546¿k¿¿¿{"start":{"line":113,"column":130},"end":{"line":113,"column":131},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1313¿VariableDeclarator¿¿1546¿v169¿¿¿{"start":{"line":113,"column":116},"end":{"line":113,"column":139},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1314¿CallExpression¿¿1546¿¿¿¿{"start":{"line":113,"column":116},"end":{"line":113,"column":139},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1315¿Identifier¿¿1546¿search¿¿¿{"start":{"line":113,"column":116},"end":{"line":113,"column":122},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1316¿Identifier¿¿1546¿v168¿¿¿¿¿Identifier
1317¿Identifier¿¿1546¿path¿¿¿{"start":{"line":113,"column":134},"end":{"line":113,"column":138},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1318¿ReturnStatement¿¿1546¿¿¿¿{"start":{"line":113,"column":109},"end":{"line":113,"column":140},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ReturnStatement
1319¿Identifier¿¿1546¿v169¿¿¿¿¿Identifier
1320¿BlockStatement¿¿1546¿¿¿¿{"start":{"line":113,"column":107},"end":{"line":113,"column":142},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1321¿VariableDeclarator¿¿1537¿v171¿¿¿{"start":{"line":113,"column":44},"end":{"line":113,"column":143},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1322¿CallExpression¿¿1537¿¿¿¿{"start":{"line":113,"column":44},"end":{"line":113,"column":143},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1323¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":113,"column":44},"end":{"line":113,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1324¿Identifier¿¿1537¿v167¿¿¿¿¿Identifier
1325¿Identifier¿¿1537¿map¿¿¿{"start":{"line":113,"column":91},"end":{"line":113,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1326¿Identifier¿¿1537¿v170¿¿¿¿¿Identifier
1327¿VariableDeclarator¿¿1537¿v172¿¿¿{"start":{"line":113,"column":11},"end":{"line":113,"column":144},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1328¿CallExpression¿¿1537¿¿¿¿{"start":{"line":113,"column":11},"end":{"line":113,"column":144},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1329¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":113,"column":11},"end":{"line":113,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1330¿Identifier¿¿1537¿v162¿¿¿¿¿Identifier
1331¿Identifier¿¿1537¿apply¿¿¿{"start":{"line":113,"column":34},"end":{"line":113,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1332¿Identifier¿¿1537¿v163¿¿¿¿¿Identifier
1333¿Identifier¿¿1537¿v171¿¿¿¿¿Identifier
1334¿ReturnStatement¿¿1537¿¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":145},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ReturnStatement
1335¿Identifier¿¿1537¿v172¿¿¿¿¿Identifier
1336¿BlockStatement¿¿1537¿¿¿¿{"start":{"line":112,"column":9},"end":{"line":114,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1337¿BlockStatement¿¿1537¿¿¿¿{"start":{"line":85,"column":67},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1338¿ExpressionStatement¿¿1522¿¿¿¿{"start":{"line":85,"column":13},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ExpressionStatement
1339¿AssignmentExpression¿=¿1522¿¿¿¿{"start":{"line":85,"column":13},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿AssignmentExpression
1340¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":85,"column":13},"end":{"line":85,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1341¿Identifier¿¿1522¿v137¿¿¿¿¿Identifier
1342¿Identifier¿¿1522¿search¿¿¿{"start":{"line":85,"column":28},"end":{"line":85,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1343¿Identifier¿¿1522¿search¿¿¿¿¿Identifier
1344¿VariableDeclarator¿¿1522¿search¿¿¿{"start":{"line":85,"column":4},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1345¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":85,"column":13},"end":{"line":85,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1346¿Identifier¿¿1522¿v137¿¿¿¿¿Identifier
1347¿Identifier¿¿1522¿search¿¿¿{"start":{"line":85,"column":28},"end":{"line":85,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1348¿VariableDeclarator¿¿1522¿v173¿¿¿{"start":{"line":129,"column":10},"end":{"line":129,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1349¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":129,"column":10},"end":{"line":129,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1350¿Identifier¿¿1522¿module¿¿¿{"start":{"line":129,"column":10},"end":{"line":129,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1351¿Identifier¿¿1522¿exports¿¿¿{"start":{"line":129,"column":17},"end":{"line":129,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1352¿VariableDeclarator¿exported¿1522¿put¿¿¿{"start":{"line":129,"column":10},"end":{"line":159,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1353¿FunctionExpression¿¿1522¿anon¿¿¿{"start":{"line":129,"column":31},"end":{"line":159,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿FunctionExpression
1354¿Identifier¿¿0¿object¿¿¿{"start":{"line":129,"column":44},"end":{"line":129,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1355¿Identifier¿¿0¿path¿¿¿{"start":{"line":129,"column":52},"end":{"line":129,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1356¿Identifier¿¿0¿value¿¿¿{"start":{"line":129,"column":58},"end":{"line":129,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1357¿VariableDeclarator¿¿1549¿v174¿¿¿{"start":{"line":130,"column":6},"end":{"line":130,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1358¿UnaryExpression¿typeof¿1549¿¿¿¿{"start":{"line":130,"column":6},"end":{"line":130,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿UnaryExpression
1359¿Identifier¿¿1549¿path¿¿¿{"start":{"line":130,"column":13},"end":{"line":130,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1360¿VariableDeclarator¿¿1549¿v175¿¿¿{"start":{"line":130,"column":6},"end":{"line":130,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1361¿BinaryExpression¿===¿1549¿¿¿¿{"start":{"line":130,"column":6},"end":{"line":130,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1362¿Identifier¿¿1549¿v174¿¿¿¿¿Identifier
1363¿Literal¿string¿1549¿¿'string'¿¿{"start":{"line":130,"column":22},"end":{"line":130,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1364¿IfStatement¿¿1549¿¿¿¿{"start":{"line":130,"column":2},"end":{"line":132,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1365¿Identifier¿¿1549¿v175¿¿¿¿¿Identifier
1366¿ExpressionStatement¿¿1549¿¿¿¿{"start":{"line":131,"column":4},"end":{"line":131,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ExpressionStatement
1367¿AssignmentExpression¿=¿1549¿¿¿¿{"start":{"line":131,"column":4},"end":{"line":131,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿AssignmentExpression
1368¿Identifier¿¿1549¿path¿¿¿{"start":{"line":131,"column":4},"end":{"line":131,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1369¿CallExpression¿¿1549¿¿¿¿{"start":{"line":131,"column":11},"end":{"line":131,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1370¿MemberExpression¿¿1549¿¿¿¿{"start":{"line":131,"column":11},"end":{"line":131,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1371¿Identifier¿¿1549¿path¿¿¿{"start":{"line":131,"column":11},"end":{"line":131,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1372¿Identifier¿¿1549¿split¿¿¿{"start":{"line":131,"column":16},"end":{"line":131,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1373¿Literal¿string¿1549¿¿'.'¿¿{"start":{"line":131,"column":22},"end":{"line":131,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1374¿BlockStatement¿¿1549¿¿¿¿{"start":{"line":130,"column":32},"end":{"line":132,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1375¿VariableDeclarator¿¿1549¿v176¿¿¿{"start":{"line":134,"column":8},"end":{"line":134,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1376¿BinaryExpression¿instanceof¿1549¿¿¿¿{"start":{"line":134,"column":8},"end":{"line":134,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1377¿Identifier¿¿1549¿path¿¿¿{"start":{"line":134,"column":8},"end":{"line":134,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1378¿Identifier¿¿1549¿Array¿¿¿{"start":{"line":134,"column":24},"end":{"line":134,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1379¿VariableDeclarator¿¿1549¿v177¿¿¿{"start":{"line":134,"column":6},"end":{"line":134,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1380¿UnaryExpression¿!¿1549¿¿¿¿{"start":{"line":134,"column":6},"end":{"line":134,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿UnaryExpression
1381¿Identifier¿¿1549¿v176¿¿¿¿¿Identifier
1382¿VariableDeclarator¿¿1549¿v178¿¿¿{"start":{"line":134,"column":34},"end":{"line":134,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1383¿MemberExpression¿¿1549¿¿¿¿{"start":{"line":134,"column":34},"end":{"line":134,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1384¿Identifier¿¿1549¿path¿¿¿{"start":{"line":134,"column":34},"end":{"line":134,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1385¿Identifier¿¿1549¿length¿¿¿{"start":{"line":134,"column":39},"end":{"line":134,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1386¿VariableDeclarator¿¿1549¿v179¿¿¿{"start":{"line":134,"column":34},"end":{"line":134,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1387¿BinaryExpression¿===¿1549¿¿¿¿{"start":{"line":134,"column":34},"end":{"line":134,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1388¿Identifier¿¿1549¿v178¿¿¿¿¿Identifier
1389¿Literal¿number¿1549¿¿0¿¿{"start":{"line":134,"column":50},"end":{"line":134,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1390¿VariableDeclarator¿¿1549¿v180¿¿¿{"start":{"line":134,"column":6},"end":{"line":134,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1391¿LogicalExpression¿||¿1549¿¿¿¿{"start":{"line":134,"column":6},"end":{"line":134,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿LogicalExpression
1392¿Identifier¿¿1549¿v177¿¿¿¿¿Identifier
1393¿Identifier¿¿1549¿v179¿¿¿¿¿Identifier
1394¿IfStatement¿¿1549¿¿¿¿{"start":{"line":134,"column":2},"end":{"line":136,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1395¿Identifier¿¿1549¿v180¿¿¿¿¿Identifier
1396¿ReturnStatement¿¿1549¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":135,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ReturnStatement
1397¿Literal¿boolean¿1549¿¿false¿¿{"start":{"line":135,"column":11},"end":{"line":135,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1398¿BlockStatement¿¿1549¿¿¿¿{"start":{"line":134,"column":53},"end":{"line":136,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1399¿ExpressionStatement¿¿1549¿¿¿¿{"start":{"line":138,"column":2},"end":{"line":138,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ExpressionStatement
1400¿AssignmentExpression¿=¿1549¿¿¿¿{"start":{"line":138,"column":2},"end":{"line":138,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿AssignmentExpression
1401¿Identifier¿¿1549¿path¿¿¿{"start":{"line":138,"column":2},"end":{"line":138,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1402¿CallExpression¿¿1549¿¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1403¿MemberExpression¿¿1549¿¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1404¿Identifier¿¿1549¿path¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1405¿Identifier¿¿1549¿slice¿¿¿{"start":{"line":138,"column":14},"end":{"line":138,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1406¿VariableDeclarator¿¿1549¿key¿¿¿{"start":{"line":140,"column":6},"end":{"line":140,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1407¿CallExpression¿¿1549¿¿¿¿{"start":{"line":140,"column":12},"end":{"line":140,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1408¿MemberExpression¿¿1549¿¿¿¿{"start":{"line":140,"column":12},"end":{"line":140,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1409¿Identifier¿¿1549¿path¿¿¿{"start":{"line":140,"column":12},"end":{"line":140,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1410¿Identifier¿¿1549¿shift¿¿¿{"start":{"line":140,"column":17},"end":{"line":140,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1411¿VariableDeclarator¿¿1549¿v181¿¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1412¿UnaryExpression¿typeof¿1549¿¿¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿UnaryExpression
1413¿Identifier¿¿1549¿object¿¿¿{"start":{"line":142,"column":13},"end":{"line":142,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1414¿VariableDeclarator¿¿1549¿v182¿¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1415¿BinaryExpression¿!==¿1549¿¿¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1416¿Identifier¿¿1549¿v181¿¿¿¿¿Identifier
1417¿Literal¿string¿1549¿¿'object'¿¿{"start":{"line":142,"column":24},"end":{"line":142,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1418¿VariableDeclarator¿¿1549¿v183¿¿¿{"start":{"line":142,"column":36},"end":{"line":142,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1419¿BinaryExpression¿===¿1549¿¿¿¿{"start":{"line":142,"column":36},"end":{"line":142,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1420¿Identifier¿¿1549¿object¿¿¿{"start":{"line":142,"column":36},"end":{"line":142,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1421¿Literal¿object¿1549¿¿null¿¿{"start":{"line":142,"column":47},"end":{"line":142,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1422¿VariableDeclarator¿¿1549¿v184¿¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1423¿LogicalExpression¿||¿1549¿¿¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿LogicalExpression
1424¿Identifier¿¿1549¿v182¿¿¿¿¿Identifier
1425¿Identifier¿¿1549¿v183¿¿¿¿¿Identifier
1426¿IfStatement¿¿1549¿¿¿¿{"start":{"line":142,"column":2},"end":{"line":144,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1427¿Identifier¿¿1549¿v184¿¿¿¿¿Identifier
1428¿ReturnStatement¿¿1549¿¿¿¿{"start":{"line":143,"column":4},"end":{"line":143,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ReturnStatement
1429¿Literal¿boolean¿1549¿¿false¿¿{"start":{"line":143,"column":11},"end":{"line":143,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1430¿BlockStatement¿¿1549¿¿¿¿{"start":{"line":142,"column":53},"end":{"line":144,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1431¿VariableDeclarator¿¿1549¿v185¿¿¿{"start":{"line":146,"column":6},"end":{"line":146,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1432¿MemberExpression¿¿1549¿¿¿¿{"start":{"line":146,"column":6},"end":{"line":146,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1433¿Identifier¿¿1549¿path¿¿¿{"start":{"line":146,"column":6},"end":{"line":146,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1434¿Identifier¿¿1549¿length¿¿¿{"start":{"line":146,"column":11},"end":{"line":146,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1435¿VariableDeclarator¿¿1549¿v186¿¿¿{"start":{"line":146,"column":6},"end":{"line":146,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1436¿BinaryExpression¿===¿1549¿¿¿¿{"start":{"line":146,"column":6},"end":{"line":146,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1437¿Identifier¿¿1549¿v185¿¿¿¿¿Identifier
1438¿Literal¿number¿1549¿¿0¿¿{"start":{"line":146,"column":22},"end":{"line":146,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1439¿IfStatement¿¿1549¿¿¿¿{"start":{"line":146,"column":2},"end":{"line":158,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1440¿Identifier¿¿1549¿v186¿¿¿¿¿Identifier
1441¿ExpressionStatement¿¿1549¿¿¿¿{"start":{"line":147,"column":4},"end":{"line":147,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ExpressionStatement
1442¿AssignmentExpression¿=¿1549¿¿¿¿{"start":{"line":147,"column":4},"end":{"line":147,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿AssignmentExpression
