Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3088¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":166,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Program
690¿BinaryExpression¿+¿1126¿¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":76},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
691¿Literal¿number¿1126¿¿0x10000¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
692¿Identifier¿¿1126¿v104¿¿¿¿¿Identifier
684¿BinaryExpression¿|¿1126¿¿¿¿{"start":{"line":111,"column":23},"end":{"line":111,"column":75},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
685¿Identifier¿¿1126¿v101¿¿¿¿¿Identifier
686¿Identifier¿¿1126¿v103¿¿¿¿¿Identifier
680¿BinaryExpression¿&¿1126¿¿¿¿{"start":{"line":111,"column":46},"end":{"line":111,"column":74},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
681¿Identifier¿¿1126¿v102¿¿¿¿¿Identifier
682¿Literal¿number¿1126¿¿0x3FF¿¿{"start":{"line":111,"column":69},"end":{"line":111,"column":74},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
674¿CallExpression¿¿1126¿¿¿¿{"start":{"line":111,"column":46},"end":{"line":111,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿CallExpression
670¿BinaryExpression¿<<¿1126¿¿¿¿{"start":{"line":111,"column":24},"end":{"line":111,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
671¿Identifier¿¿1126¿v100¿¿¿¿¿Identifier
672¿Literal¿number¿1126¿¿10¿¿{"start":{"line":111,"column":39},"end":{"line":111,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
666¿BinaryExpression¿&¿1126¿¿¿¿{"start":{"line":111,"column":25},"end":{"line":111,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
667¿Identifier¿¿1126¿c¿¿¿{"start":{"line":111,"column":25},"end":{"line":111,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
668¿Literal¿number¿1126¿¿0x3FF¿¿{"start":{"line":111,"column":29},"end":{"line":111,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
662¿AssignmentExpression¿+=¿1126¿¿¿¿{"start":{"line":110,"column":8},"end":{"line":110,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿AssignmentExpression
663¿Identifier¿¿1126¿i¿¿¿{"start":{"line":110,"column":8},"end":{"line":110,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
664¿Literal¿number¿1126¿¿1¿¿{"start":{"line":110,"column":13},"end":{"line":110,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
604¿Identifier¿¿1126¿v87¿¿¿¿¿Identifier
660¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":105,"column":39},"end":{"line":108,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BlockStatement
605¿VariableDeclarator¿¿1126¿v88¿¿¿{"start":{"line":106,"column":42},"end":{"line":106,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
609¿VariableDeclarator¿¿1126¿v89¿¿¿{"start":{"line":106,"column":34},"end":{"line":106,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
613¿VariableDeclarator¿¿1126¿v90¿¿¿{"start":{"line":106,"column":25},"end":{"line":106,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
617¿VariableDeclarator¿¿1126¿v91¿¿¿{"start":{"line":106,"column":72},"end":{"line":106,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
621¿VariableDeclarator¿¿1126¿v92¿¿¿{"start":{"line":106,"column":71},"end":{"line":106,"column":86},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
625¿VariableDeclarator¿¿1126¿v93¿¿¿{"start":{"line":106,"column":63},"end":{"line":106,"column":87},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
629¿VariableDeclarator¿¿1126¿v94¿¿¿{"start":{"line":106,"column":54},"end":{"line":106,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
633¿VariableDeclarator¿¿1126¿v95¿¿¿{"start":{"line":106,"column":25},"end":{"line":106,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
637¿VariableDeclarator¿¿1126¿v96¿¿¿{"start":{"line":106,"column":108},"end":{"line":106,"column":116},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
641¿VariableDeclarator¿¿1126¿v97¿¿¿{"start":{"line":106,"column":100},"end":{"line":106,"column":117},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
645¿VariableDeclarator¿¿1126¿v98¿¿¿{"start":{"line":106,"column":91},"end":{"line":106,"column":118},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
649¿VariableDeclarator¿¿1126¿v99¿¿¿{"start":{"line":106,"column":25},"end":{"line":106,"column":118},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
653¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":120},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿ExpressionStatement
659¿ContinueStatement¿¿1126¿¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿ContinueStatement
1133¿CFG_IF_END¿¿0¿603¿¿¿¿¿CFG_IF_END
654¿AssignmentExpression¿=¿1126¿¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":119},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿AssignmentExpression
655¿Identifier¿¿1126¿out¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
656¿BinaryExpression¿+¿1126¿¿¿¿{"start":{"line":106,"column":18},"end":{"line":106,"column":119},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
657¿Identifier¿¿1126¿out¿¿¿{"start":{"line":106,"column":18},"end":{"line":106,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
658¿Identifier¿¿1126¿v99¿¿¿¿¿Identifier
650¿BinaryExpression¿+¿1126¿¿¿¿{"start":{"line":106,"column":25},"end":{"line":106,"column":118},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
651¿Identifier¿¿1126¿v95¿¿¿¿¿Identifier
652¿Identifier¿¿1126¿v98¿¿¿¿¿Identifier
646¿MemberExpression¿computed¿1126¿¿¿¿{"start":{"line":106,"column":91},"end":{"line":106,"column":118},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿MemberExpression
647¿Identifier¿¿1126¿hexTable¿¿¿{"start":{"line":106,"column":91},"end":{"line":106,"column":99},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
648¿Identifier¿¿1126¿v97¿¿¿¿¿Identifier
642¿BinaryExpression¿|¿1126¿¿¿¿{"start":{"line":106,"column":100},"end":{"line":106,"column":117},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
643¿Literal¿number¿1126¿¿0x80¿¿{"start":{"line":106,"column":100},"end":{"line":106,"column":104},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
644¿Identifier¿¿1126¿v96¿¿¿¿¿Identifier
638¿BinaryExpression¿&¿1126¿¿¿¿{"start":{"line":106,"column":108},"end":{"line":106,"column":116},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
639¿Identifier¿¿1126¿c¿¿¿{"start":{"line":106,"column":108},"end":{"line":106,"column":109},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
640¿Literal¿number¿1126¿¿0x3F¿¿{"start":{"line":106,"column":112},"end":{"line":106,"column":116},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
634¿BinaryExpression¿+¿1126¿¿¿¿{"start":{"line":106,"column":25},"end":{"line":106,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
635¿Identifier¿¿1126¿v90¿¿¿¿¿Identifier
636¿Identifier¿¿1126¿v94¿¿¿¿¿Identifier
630¿MemberExpression¿computed¿1126¿¿¿¿{"start":{"line":106,"column":54},"end":{"line":106,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿MemberExpression
631¿Identifier¿¿1126¿hexTable¿¿¿{"start":{"line":106,"column":54},"end":{"line":106,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
632¿Identifier¿¿1126¿v93¿¿¿¿¿Identifier
626¿BinaryExpression¿|¿1126¿¿¿¿{"start":{"line":106,"column":63},"end":{"line":106,"column":87},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
627¿Literal¿number¿1126¿¿0x80¿¿{"start":{"line":106,"column":63},"end":{"line":106,"column":67},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
628¿Identifier¿¿1126¿v92¿¿¿¿¿Identifier
622¿BinaryExpression¿&¿1126¿¿¿¿{"start":{"line":106,"column":71},"end":{"line":106,"column":86},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
623¿Identifier¿¿1126¿v91¿¿¿¿¿Identifier
624¿Literal¿number¿1126¿¿0x3F¿¿{"start":{"line":106,"column":82},"end":{"line":106,"column":86},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
618¿BinaryExpression¿>>¿1126¿¿¿¿{"start":{"line":106,"column":72},"end":{"line":106,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
619¿Identifier¿¿1126¿c¿¿¿{"start":{"line":106,"column":72},"end":{"line":106,"column":73},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
620¿Literal¿number¿1126¿¿6¿¿{"start":{"line":106,"column":77},"end":{"line":106,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
614¿MemberExpression¿computed¿1126¿¿¿¿{"start":{"line":106,"column":25},"end":{"line":106,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿MemberExpression
615¿Identifier¿¿1126¿hexTable¿¿¿{"start":{"line":106,"column":25},"end":{"line":106,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
616¿Identifier¿¿1126¿v89¿¿¿¿¿Identifier
610¿BinaryExpression¿|¿1126¿¿¿¿{"start":{"line":106,"column":34},"end":{"line":106,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
611¿Literal¿number¿1126¿¿0xE0¿¿{"start":{"line":106,"column":34},"end":{"line":106,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
612¿Identifier¿¿1126¿v88¿¿¿¿¿Identifier
606¿BinaryExpression¿>>¿1126¿¿¿¿{"start":{"line":106,"column":42},"end":{"line":106,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
607¿Identifier¿¿1126¿c¿¿¿{"start":{"line":106,"column":42},"end":{"line":106,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
608¿Literal¿number¿1126¿¿12¿¿{"start":{"line":106,"column":47},"end":{"line":106,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
600¿LogicalExpression¿||¿1126¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿LogicalExpression
601¿Identifier¿¿1126¿v85¿¿¿¿¿Identifier
602¿Identifier¿¿1126¿v86¿¿¿¿¿Identifier
596¿BinaryExpression¿>=¿1126¿¿¿¿{"start":{"line":105,"column":26},"end":{"line":105,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
597¿Identifier¿¿1126¿c¿¿¿{"start":{"line":105,"column":26},"end":{"line":105,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
598¿Literal¿number¿1126¿¿0xE000¿¿{"start":{"line":105,"column":31},"end":{"line":105,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
592¿BinaryExpression¿<¿1126¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
593¿Identifier¿¿1126¿c¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
594¿Literal¿number¿1126¿¿0xD800¿¿{"start":{"line":105,"column":16},"end":{"line":105,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
554¿Identifier¿¿1126¿v77¿¿¿¿¿Identifier
590¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":100,"column":23},"end":{"line":103,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BlockStatement
555¿VariableDeclarator¿¿1126¿v78¿¿¿{"start":{"line":101,"column":42},"end":{"line":101,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
559¿VariableDeclarator¿¿1126¿v79¿¿¿{"start":{"line":101,"column":34},"end":{"line":101,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
563¿VariableDeclarator¿¿1126¿v80¿¿¿{"start":{"line":101,"column":25},"end":{"line":101,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
567¿VariableDeclarator¿¿1126¿v81¿¿¿{"start":{"line":101,"column":70},"end":{"line":101,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
571¿VariableDeclarator¿¿1126¿v82¿¿¿{"start":{"line":101,"column":62},"end":{"line":101,"column":79},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
575¿VariableDeclarator¿¿1126¿v83¿¿¿{"start":{"line":101,"column":53},"end":{"line":101,"column":80},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
579¿VariableDeclarator¿¿1126¿v84¿¿¿{"start":{"line":101,"column":25},"end":{"line":101,"column":80},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
583¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":82},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿ExpressionStatement
589¿ContinueStatement¿¿1126¿¿¿¿{"start":{"line":102,"column":12},"end":{"line":102,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿ContinueStatement
1132¿CFG_IF_END¿¿0¿553¿¿¿¿¿CFG_IF_END
584¿AssignmentExpression¿=¿1126¿¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":81},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿AssignmentExpression
585¿Identifier¿¿1126¿out¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
586¿BinaryExpression¿+¿1126¿¿¿¿{"start":{"line":101,"column":18},"end":{"line":101,"column":81},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
587¿Identifier¿¿1126¿out¿¿¿{"start":{"line":101,"column":18},"end":{"line":101,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
588¿Identifier¿¿1126¿v84¿¿¿¿¿Identifier
580¿BinaryExpression¿+¿1126¿¿¿¿{"start":{"line":101,"column":25},"end":{"line":101,"column":80},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
581¿Identifier¿¿1126¿v80¿¿¿¿¿Identifier
582¿Identifier¿¿1126¿v83¿¿¿¿¿Identifier
576¿MemberExpression¿computed¿1126¿¿¿¿{"start":{"line":101,"column":53},"end":{"line":101,"column":80},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿MemberExpression
577¿Identifier¿¿1126¿hexTable¿¿¿{"start":{"line":101,"column":53},"end":{"line":101,"column":61},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
578¿Identifier¿¿1126¿v82¿¿¿¿¿Identifier
572¿BinaryExpression¿|¿1126¿¿¿¿{"start":{"line":101,"column":62},"end":{"line":101,"column":79},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
573¿Literal¿number¿1126¿¿0x80¿¿{"start":{"line":101,"column":62},"end":{"line":101,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
574¿Identifier¿¿1126¿v81¿¿¿¿¿Identifier
568¿BinaryExpression¿&¿1126¿¿¿¿{"start":{"line":101,"column":70},"end":{"line":101,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
569¿Identifier¿¿1126¿c¿¿¿{"start":{"line":101,"column":70},"end":{"line":101,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
570¿Literal¿number¿1126¿¿0x3F¿¿{"start":{"line":101,"column":74},"end":{"line":101,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
564¿MemberExpression¿computed¿1126¿¿¿¿{"start":{"line":101,"column":25},"end":{"line":101,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿MemberExpression
565¿Identifier¿¿1126¿hexTable¿¿¿{"start":{"line":101,"column":25},"end":{"line":101,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
566¿Identifier¿¿1126¿v79¿¿¿¿¿Identifier
560¿BinaryExpression¿|¿1126¿¿¿¿{"start":{"line":101,"column":34},"end":{"line":101,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
561¿Literal¿number¿1126¿¿0xC0¿¿{"start":{"line":101,"column":34},"end":{"line":101,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
562¿Identifier¿¿1126¿v78¿¿¿¿¿Identifier
556¿BinaryExpression¿>>¿1126¿¿¿¿{"start":{"line":101,"column":42},"end":{"line":101,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
557¿Identifier¿¿1126¿c¿¿¿{"start":{"line":101,"column":42},"end":{"line":101,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
558¿Literal¿number¿1126¿¿6¿¿{"start":{"line":101,"column":47},"end":{"line":101,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
550¿BinaryExpression¿<¿1126¿¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
551¿Identifier¿¿1126¿c¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
552¿Literal¿number¿1126¿¿0x800¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
536¿Identifier¿¿1126¿v75¿¿¿¿¿Identifier
548¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":95,"column":22},"end":{"line":98,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BlockStatement
537¿VariableDeclarator¿¿1126¿v76¿¿¿{"start":{"line":96,"column":24},"end":{"line":96,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿VariableDeclarator
541¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿ExpressionStatement
547¿ContinueStatement¿¿1126¿¿¿¿{"start":{"line":97,"column":12},"end":{"line":97,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿ContinueStatement
1131¿CFG_IF_END¿¿0¿535¿¿¿¿¿CFG_IF_END
542¿AssignmentExpression¿=¿1126¿¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿AssignmentExpression
543¿Identifier¿¿1126¿out¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
544¿BinaryExpression¿+¿1126¿¿¿¿{"start":{"line":96,"column":18},"end":{"line":96,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
545¿Identifier¿¿1126¿out¿¿¿{"start":{"line":96,"column":18},"end":{"line":96,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
546¿Identifier¿¿1126¿v76¿¿¿¿¿Identifier
538¿MemberExpression¿computed¿1126¿¿¿¿{"start":{"line":96,"column":24},"end":{"line":96,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿MemberExpression
539¿Identifier¿¿1126¿hexTable¿¿¿{"start":{"line":96,"column":24},"end":{"line":96,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
540¿Identifier¿¿1126¿c¿¿¿{"start":{"line":96,"column":33},"end":{"line":96,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
532¿BinaryExpression¿<¿1126¿¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
533¿Identifier¿¿1126¿c¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
534¿Literal¿number¿1126¿¿0x80¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
520¿Identifier¿¿1126¿v74¿¿¿¿¿Identifier
530¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":90,"column":10},"end":{"line":93,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BlockStatement
521¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿ExpressionStatement
529¿ContinueStatement¿¿1126¿¿¿¿{"start":{"line":92,"column":12},"end":{"line":92,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿ContinueStatement
1130¿CFG_IF_END¿¿0¿519¿¿¿¿¿CFG_IF_END
522¿AssignmentExpression¿+=¿1126¿¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿AssignmentExpression
523¿Identifier¿¿1126¿out¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
524¿CallExpression¿¿1126¿¿¿¿{"start":{"line":91,"column":19},"end":{"line":91,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿CallExpression
516¿LogicalExpression¿||¿1126¿¿¿¿{"start":{"line":83,"column":12},"end":{"line":89,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿LogicalExpression
517¿Identifier¿¿1126¿v70¿¿¿¿¿Identifier
518¿Identifier¿¿1126¿v73¿¿¿¿¿Identifier
512¿LogicalExpression¿&&¿1126¿¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿LogicalExpression
513¿Identifier¿¿1126¿v71¿¿¿¿¿Identifier
514¿Identifier¿¿1126¿v72¿¿¿¿¿Identifier
508¿BinaryExpression¿<=¿1126¿¿¿¿{"start":{"line":89,"column":26},"end":{"line":89,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
509¿Identifier¿¿1126¿c¿¿¿{"start":{"line":89,"column":26},"end":{"line":89,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
510¿Literal¿number¿1126¿¿0x7A¿¿{"start":{"line":89,"column":31},"end":{"line":89,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
504¿BinaryExpression¿>=¿1126¿¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿BinaryExpression
505¿Identifier¿¿1126¿c¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Identifier
506¿Literal¿number¿1126¿¿0x61¿¿{"start":{"line":89,"column":18},"end":{"line":89,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/utils.js"}¿¿Literal
