Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
913¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Program
1414¿ReturnStatement¿¿¿¿¿{"start":{"line":101,"column":2},"end":{"line":107,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1415¿Identifier¿¿v145¿¿¿¿¿Identifier
1416¿BlockStatement¿¿¿¿¿{"start":{"line":84,"column":25},"end":{"line":108,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1417¿VariableDeclarator¿¿arpOne¿¿¿¿¿VariableDeclarator
1418¿FunctionExpression¿¿anon¿¿¿{"start":{"line":113,"column":0},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1419¿Identifier¿¿address¿¿¿{"start":{"line":113,"column":17},"end":{"line":113,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1420¿VariableDeclarator¿¿v146¿¿¿¿¿VariableDeclarator
1421¿BinaryExpression¿+¿¿¿¿{"start":{"line":114,"column":17},"end":{"line":114,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BinaryExpression
1422¿Literal¿string¿¿'arp -n '¿¿{"start":{"line":114,"column":17},"end":{"line":114,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1423¿Identifier¿¿address¿¿¿{"start":{"line":114,"column":29},"end":{"line":114,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1424¿VariableDeclarator¿¿v147¿¿¿¿¿VariableDeclarator
1425¿CallExpression¿¿¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1426¿MemberExpression¿¿¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1427¿Identifier¿¿cp¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1428¿Identifier¿¿exec¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1429¿Identifier¿¿v146¿¿¿¿¿Identifier
1430¿VariableDeclarator¿¿v148¿¿¿¿¿VariableDeclarator
1431¿CallExpression¿¿¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1432¿MemberExpression¿¿¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1433¿Identifier¿¿v147¿¿¿¿¿Identifier
1434¿Identifier¿¿then¿¿¿{"start":{"line":114,"column":38},"end":{"line":114,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1435¿Identifier¿¿parseOne¿¿¿{"start":{"line":114,"column":43},"end":{"line":114,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1436¿ReturnStatement¿¿¿¿¿{"start":{"line":114,"column":2},"end":{"line":114,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1437¿Identifier¿¿v148¿¿¿¿¿Identifier
1438¿BlockStatement¿¿¿¿¿{"start":{"line":113,"column":26},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1439¿VariableDeclarator¿¿parseOne¿¿¿¿¿VariableDeclarator
1440¿FunctionExpression¿¿anon¿¿¿{"start":{"line":120,"column":0},"end":{"line":139,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1441¿Identifier¿¿data¿¿¿{"start":{"line":120,"column":19},"end":{"line":120,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1442¿VariableDeclarator¿¿v149¿¿¿¿¿VariableDeclarator
1443¿UnaryExpression¿!¿¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿UnaryExpression
1444¿Identifier¿¿data¿¿¿{"start":{"line":121,"column":7},"end":{"line":121,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1445¿VariableDeclarator¿¿v150¿¿¿¿¿VariableDeclarator
1446¿MemberExpression¿computed¿¿¿¿{"start":{"line":121,"column":16},"end":{"line":121,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1447¿Identifier¿¿data¿¿¿{"start":{"line":121,"column":16},"end":{"line":121,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1448¿Literal¿number¿¿0¿¿{"start":{"line":121,"column":21},"end":{"line":121,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1449¿VariableDeclarator¿¿v151¿¿¿¿¿VariableDeclarator
1450¿UnaryExpression¿!¿¿¿¿{"start":{"line":121,"column":15},"end":{"line":121,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿UnaryExpression
1451¿Identifier¿¿v150¿¿¿¿¿Identifier
1452¿VariableDeclarator¿¿v152¿¿¿¿¿VariableDeclarator
1453¿LogicalExpression¿||¿¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿LogicalExpression
1454¿Identifier¿¿v149¿¿¿¿¿Identifier
1455¿Identifier¿¿v151¿¿¿¿¿Identifier
1456¿IfStatement¿¿¿¿¿{"start":{"line":121,"column":2},"end":{"line":123,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿IfStatement
1457¿Identifier¿¿v152¿¿¿¿¿Identifier
1458¿ReturnStatement¿¿¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1459¿BlockStatement¿¿¿¿¿{"start":{"line":121,"column":25},"end":{"line":123,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1460¿VariableDeclarator¿¿v153¿¿¿¿¿VariableDeclarator
1461¿MemberExpression¿¿¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1462¿Identifier¿¿process¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1463¿Identifier¿¿platform¿¿¿{"start":{"line":125,"column":14},"end":{"line":125,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1464¿VariableDeclarator¿¿v154¿¿¿¿¿VariableDeclarator
1465¿CallExpression¿¿¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1466¿MemberExpression¿¿¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1467¿Identifier¿¿v153¿¿¿¿¿Identifier
1468¿Identifier¿¿includes¿¿¿{"start":{"line":125,"column":23},"end":{"line":125,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1469¿Literal¿string¿¿'linux'¿¿{"start":{"line":125,"column":32},"end":{"line":125,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1470¿IfStatement¿¿¿¿¿{"start":{"line":125,"column":2},"end":{"line":136,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿IfStatement
1471¿Identifier¿¿v154¿¿¿¿¿Identifier
1472¿VariableDeclarator¿¿v155¿¿¿¿¿VariableDeclarator
1473¿MemberExpression¿computed¿¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1474¿Identifier¿¿data¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1475¿Literal¿number¿¿0¿¿{"start":{"line":127,"column":13},"end":{"line":127,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1476¿VariableDeclarator¿¿v156¿¿¿¿¿VariableDeclarator
1477¿CallExpression¿¿¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1478¿MemberExpression¿¿¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1479¿Identifier¿¿v155¿¿¿¿¿Identifier
1480¿Identifier¿¿indexOf¿¿¿{"start":{"line":127,"column":16},"end":{"line":127,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1481¿Literal¿string¿¿'no entry'¿¿{"start":{"line":127,"column":24},"end":{"line":127,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1482¿VariableDeclarator¿¿v157¿¿¿¿¿VariableDeclarator
1483¿BinaryExpression¿>=¿¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BinaryExpression
1484¿Identifier¿¿v156¿¿¿¿¿Identifier
1485¿Literal¿number¿¿0¿¿{"start":{"line":127,"column":39},"end":{"line":127,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1486¿IfStatement¿¿¿¿¿{"start":{"line":127,"column":4},"end":{"line":129,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿IfStatement
1487¿Identifier¿¿v157¿¿¿¿¿Identifier
1488¿ReturnStatement¿¿¿¿¿{"start":{"line":128,"column":6},"end":{"line":128,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1489¿BlockStatement¿¿¿¿¿{"start":{"line":127,"column":42},"end":{"line":129,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1490¿VariableDeclarator¿¿v158¿¿¿¿¿VariableDeclarator
1491¿MemberExpression¿computed¿¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1492¿Identifier¿¿data¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1493¿Literal¿number¿¿0¿¿{"start":{"line":132,"column":20},"end":{"line":132,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1494¿VariableDeclarator¿¿v159¿¿¿¿¿VariableDeclarator
1495¿CallExpression¿¿¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1496¿MemberExpression¿¿¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1497¿Identifier¿¿v158¿¿¿¿¿Identifier
1498¿Identifier¿¿split¿¿¿{"start":{"line":132,"column":23},"end":{"line":132,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1499¿Literal¿string¿¿'\n'¿¿{"start":{"line":132,"column":29},"end":{"line":132,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1500¿VariableDeclarator¿¿v160¿¿¿¿¿VariableDeclarator
1501¿CallExpression¿¿¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1502¿MemberExpression¿¿¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1503¿Identifier¿¿v159¿¿¿¿¿Identifier
1504¿Identifier¿¿slice¿¿¿{"start":{"line":132,"column":35},"end":{"line":132,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1505¿Literal¿number¿¿1¿¿{"start":{"line":132,"column":41},"end":{"line":132,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1506¿VariableDeclarator¿¿rows¿¿¿{"start":{"line":132,"column":8},"end":{"line":132,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1507¿MemberExpression¿computed¿¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1508¿Identifier¿¿v160¿¿¿¿¿Identifier
1509¿Literal¿number¿¿0¿¿{"start":{"line":132,"column":44},"end":{"line":132,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1510¿VariableDeclarator¿¿v161¿¿¿¿¿VariableDeclarator
1511¿CallExpression¿¿¿¿¿{"start":{"line":133,"column":11},"end":{"line":133,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1512¿Identifier¿¿parseLinux¿¿¿{"start":{"line":133,"column":11},"end":{"line":133,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1513¿Identifier¿¿rows¿¿¿{"start":{"line":133,"column":22},"end":{"line":133,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1514¿Identifier¿¿servers¿¿¿{"start":{"line":133,"column":28},"end":{"line":133,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1515¿Literal¿boolean¿¿true¿¿{"start":{"line":133,"column":37},"end":{"line":133,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1516¿ReturnStatement¿¿¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1517¿Identifier¿¿v161¿¿¿¿¿Identifier
1518¿BlockStatement¿¿¿¿¿{"start":{"line":125,"column":42},"end":{"line":134,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1519¿VariableDeclarator¿¿v162¿¿¿¿¿VariableDeclarator
1520¿MemberExpression¿¿¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1521¿Identifier¿¿process¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1522¿Identifier¿¿platform¿¿¿{"start":{"line":134,"column":21},"end":{"line":134,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1523¿VariableDeclarator¿¿v163¿¿¿¿¿VariableDeclarator
1524¿CallExpression¿¿¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1525¿MemberExpression¿¿¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1526¿Identifier¿¿v162¿¿¿¿¿Identifier
1527¿Identifier¿¿includes¿¿¿{"start":{"line":134,"column":30},"end":{"line":134,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1528¿Literal¿string¿¿'win32'¿¿{"start":{"line":134,"column":39},"end":{"line":134,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1529¿IfStatement¿¿¿¿¿{"start":{"line":134,"column":9},"end":{"line":136,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿IfStatement
1530¿Identifier¿¿v163¿¿¿¿¿Identifier
1531¿ReturnStatement¿¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":135,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1532¿BlockStatement¿¿¿¿¿{"start":{"line":134,"column":49},"end":{"line":136,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1533¿BlockStatement¿¿¿¿¿¿¿BlockStatement
1534¿VariableDeclarator¿¿v164¿¿¿¿¿VariableDeclarator
1535¿MemberExpression¿computed¿¿¿¿{"start":{"line":138,"column":18},"end":{"line":138,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1536¿Identifier¿¿data¿¿¿{"start":{"line":138,"column":18},"end":{"line":138,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1537¿Literal¿number¿¿0¿¿{"start":{"line":138,"column":23},"end":{"line":138,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1538¿VariableDeclarator¿¿v165¿¿¿¿¿VariableDeclarator
1539¿CallExpression¿¿¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1540¿Identifier¿¿parseRow¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1541¿Identifier¿¿v164¿¿¿¿¿Identifier
1542¿Identifier¿¿servers¿¿¿{"start":{"line":138,"column":27},"end":{"line":138,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1543¿ReturnStatement¿¿¿¿¿{"start":{"line":138,"column":2},"end":{"line":138,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1544¿Identifier¿¿v165¿¿¿¿¿Identifier
1545¿BlockStatement¿¿¿¿¿{"start":{"line":120,"column":25},"end":{"line":139,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1546¿VariableDeclarator¿¿unlock¿¿¿¿¿VariableDeclarator
1547¿FunctionExpression¿¿anon¿¿¿{"start":{"line":144,"column":0},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1548¿Identifier¿¿key¿¿¿{"start":{"line":144,"column":17},"end":{"line":144,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1549¿VariableDeclarator¿¿v166¿¿¿¿¿VariableDeclarator
1550¿FunctionExpression¿¿anon¿¿¿{"start":{"line":145,"column":9},"end":{"line":148,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1551¿Identifier¿¿data¿¿¿{"start":{"line":145,"column":19},"end":{"line":145,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1552¿ExpressionStatement¿¿¿¿¿{"start":{"line":146,"column":4},"end":{"line":146,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ExpressionStatement
1553¿AssignmentExpression¿=¿¿¿¿{"start":{"line":146,"column":4},"end":{"line":146,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿AssignmentExpression
1554¿MemberExpression¿computed¿¿¿¿{"start":{"line":146,"column":4},"end":{"line":146,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1555¿Identifier¿¿lock¿¿¿{"start":{"line":146,"column":4},"end":{"line":146,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1556¿Identifier¿¿key¿¿¿{"start":{"line":146,"column":9},"end":{"line":146,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1557¿Literal¿object¿¿null¿¿{"start":{"line":146,"column":16},"end":{"line":146,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Literal
1558¿ReturnStatement¿¿¿¿¿{"start":{"line":147,"column":4},"end":{"line":147,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1559¿Identifier¿¿data¿¿¿{"start":{"line":147,"column":11},"end":{"line":147,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Identifier
1560¿BlockStatement¿¿¿¿¿{"start":{"line":145,"column":25},"end":{"line":148,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1561¿ReturnStatement¿¿¿¿¿{"start":{"line":145,"column":2},"end":{"line":148,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1562¿Identifier¿¿v166¿¿¿¿¿Identifier
1563¿BlockStatement¿¿¿¿¿{"start":{"line":144,"column":22},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1564¿CFG_F_START¿¿__main__¿¿¿¿¿CFG_F_START
1565¿CFG_F_END¿¿__main__¿¿¿¿¿CFG_F_END
1566¿CFG_F_START¿¿948_anon¿¿¿¿¿CFG_F_START
1567¿CFG_F_END¿¿948_anon¿¿¿¿¿CFG_F_END
1568¿CFG_IF_END¿¿978¿¿¿¿¿CFG_IF_END
1569¿CFG_F_START¿¿1022_anon¿¿¿¿¿CFG_F_START
1570¿CFG_F_END¿¿1022_anon¿¿¿¿¿CFG_F_END
1571¿CFG_WHILE_END¿¿¿¿¿¿¿CFG_WHILE_END
1572¿CFG_IF_END¿¿1070¿¿¿¿¿CFG_IF_END
1573¿CFG_WHILE_END¿¿¿¿¿¿¿CFG_WHILE_END
1574¿FOR_END¿¿¿¿¿¿¿FOR_END
1575¿CFG_F_START¿¿1153_anon¿¿¿¿¿CFG_F_START
1576¿CFG_F_END¿¿1153_anon¿¿¿¿¿CFG_F_END
1577¿CFG_F_START¿¿1170_anon¿¿¿¿¿CFG_F_START
1578¿CFG_F_END¿¿1170_anon¿¿¿¿¿CFG_F_END
1579¿CFG_F_START¿¿1173_anon¿¿¿¿¿CFG_F_START
1580¿CFG_F_END¿¿1173_anon¿¿¿¿¿CFG_F_END
1581¿CFG_F_START¿¿1209_anon¿¿¿¿¿CFG_F_START
1582¿CFG_F_END¿¿1209_anon¿¿¿¿¿CFG_F_END
1583¿CFG_F_START¿¿1233_anon¿¿¿¿¿CFG_F_START
1584¿CFG_F_END¿¿1233_anon¿¿¿¿¿CFG_F_END
1585¿CFG_F_START¿¿1250_anon¿¿¿¿¿CFG_F_START
1586¿CFG_F_END¿¿1250_anon¿¿¿¿¿CFG_F_END
1587¿CFG_IF_END¿¿1266¿¿¿¿¿CFG_IF_END
1588¿CFG_F_START¿¿1296_anon¿¿¿¿¿CFG_F_START
1589¿CFG_F_END¿¿1296_anon¿¿¿¿¿CFG_F_END
1590¿CFG_F_START¿¿1350_anon¿¿¿¿¿CFG_F_START
1591¿CFG_F_END¿¿1350_anon¿¿¿¿¿CFG_F_END
1592¿CFG_IF_END¿¿1331¿¿¿¿¿CFG_IF_END
1593¿CFG_IF_END¿¿1283¿¿¿¿¿CFG_IF_END
1594¿CFG_F_START¿¿1392_anon¿¿¿¿¿CFG_F_START
1595¿CFG_F_END¿¿1392_anon¿¿¿¿¿CFG_F_END
1596¿CFG_F_START¿¿1418_anon¿¿¿¿¿CFG_F_START
1597¿CFG_F_END¿¿1418_anon¿¿¿¿¿CFG_F_END
1598¿CFG_F_START¿¿1440_anon¿¿¿¿¿CFG_F_START
1599¿CFG_F_END¿¿1440_anon¿¿¿¿¿CFG_F_END
1600¿CFG_IF_END¿¿1456¿¿¿¿¿CFG_IF_END
1601¿CFG_IF_END¿¿1486¿¿¿¿¿CFG_IF_END
1602¿CFG_IF_END¿¿1529¿¿¿¿¿CFG_IF_END
1603¿CFG_IF_END¿¿1470¿¿¿¿¿CFG_IF_END
1604¿CFG_F_START¿¿1547_anon¿¿¿¿¿CFG_F_START
1605¿CFG_F_END¿¿1547_anon¿¿¿¿¿CFG_F_END
1606¿CFG_F_START¿¿1550_anon¿¿¿¿¿CFG_F_START
1607¿CFG_F_END¿¿1550_anon¿¿¿¿¿CFG_F_END
1608¿TAINT_SOURCE¿¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1609¿PDG_CALL¿¿1564.CALL->require-o209¿¿¿¿¿PDG_CALL
1610¿PDG_OBJECT¿¿1564.ip-o210¿¿¿¿¿PDG_OBJECT
1611¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
