Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2610¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":247,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Program
4429¿VariableDeclarator¿¿4715¿v657¿¿¿{"start":{"line":228,"column":6},"end":{"line":228,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4430¿MemberExpression¿computed¿4715¿¿¿¿{"start":{"line":228,"column":6},"end":{"line":228,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4431¿Identifier¿¿4715¿v655¿¿¿¿¿Identifier
4432¿Identifier¿¿4715¿v656¿¿¿¿¿Identifier
4433¿IfStatement¿¿4715¿¿¿¿{"start":{"line":228,"column":2},"end":{"line":231,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿IfStatement
4434¿Identifier¿¿4715¿v657¿¿¿¿¿Identifier
4435¿VariableDeclarator¿¿4715¿v658¿¿¿{"start":{"line":229,"column":11},"end":{"line":229,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4436¿MemberExpression¿¿4715¿¿¿¿{"start":{"line":229,"column":11},"end":{"line":229,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4437¿ThisExpression¿¿4715¿¿¿¿{"start":{"line":229,"column":11},"end":{"line":229,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
4438¿Identifier¿¿4715¿_gspo¿¿¿{"start":{"line":229,"column":16},"end":{"line":229,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4439¿VariableDeclarator¿¿4715¿v659¿¿¿{"start":{"line":229,"column":22},"end":{"line":229,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4440¿MemberExpression¿¿4715¿¿¿¿{"start":{"line":229,"column":22},"end":{"line":229,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4441¿Identifier¿¿4715¿i¿¿¿{"start":{"line":229,"column":22},"end":{"line":229,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4442¿Identifier¿¿4715¿g¿¿¿{"start":{"line":229,"column":24},"end":{"line":229,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4443¿VariableDeclarator¿¿4715¿v660¿¿¿{"start":{"line":229,"column":11},"end":{"line":229,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4444¿MemberExpression¿computed¿4715¿¿¿¿{"start":{"line":229,"column":11},"end":{"line":229,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4445¿Identifier¿¿4715¿v658¿¿¿¿¿Identifier
4446¿Identifier¿¿4715¿v659¿¿¿¿¿Identifier
4447¿VariableDeclarator¿¿4715¿v661¿¿¿{"start":{"line":229,"column":27},"end":{"line":229,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4448¿MemberExpression¿¿4715¿¿¿¿{"start":{"line":229,"column":27},"end":{"line":229,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4449¿Identifier¿¿4715¿i¿¿¿{"start":{"line":229,"column":27},"end":{"line":229,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4450¿Identifier¿¿4715¿s¿¿¿{"start":{"line":229,"column":29},"end":{"line":229,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4451¿VariableDeclarator¿¿4715¿v662¿¿¿{"start":{"line":229,"column":11},"end":{"line":229,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4452¿MemberExpression¿computed¿4715¿¿¿¿{"start":{"line":229,"column":11},"end":{"line":229,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4453¿Identifier¿¿4715¿v660¿¿¿¿¿Identifier
4454¿Identifier¿¿4715¿v661¿¿¿¿¿Identifier
4455¿VariableDeclarator¿¿4715¿v663¿¿¿{"start":{"line":229,"column":32},"end":{"line":229,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4456¿MemberExpression¿¿4715¿¿¿¿{"start":{"line":229,"column":32},"end":{"line":229,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4457¿Identifier¿¿4715¿i¿¿¿{"start":{"line":229,"column":32},"end":{"line":229,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4458¿Identifier¿¿4715¿p¿¿¿{"start":{"line":229,"column":34},"end":{"line":229,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4459¿VariableDeclarator¿¿4715¿v664¿¿¿{"start":{"line":229,"column":11},"end":{"line":229,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4460¿MemberExpression¿computed¿4715¿¿¿¿{"start":{"line":229,"column":11},"end":{"line":229,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4461¿Identifier¿¿4715¿v662¿¿¿¿¿Identifier
4462¿Identifier¿¿4715¿v663¿¿¿¿¿Identifier
4463¿VariableDeclarator¿¿4715¿v665¿¿¿{"start":{"line":229,"column":37},"end":{"line":229,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4464¿MemberExpression¿¿4715¿¿¿¿{"start":{"line":229,"column":37},"end":{"line":229,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4465¿Identifier¿¿4715¿i¿¿¿{"start":{"line":229,"column":37},"end":{"line":229,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4466¿Identifier¿¿4715¿o¿¿¿{"start":{"line":229,"column":39},"end":{"line":229,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4467¿VariableDeclarator¿¿4715¿v666¿¿¿{"start":{"line":229,"column":11},"end":{"line":229,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4468¿MemberExpression¿computed¿4715¿¿¿¿{"start":{"line":229,"column":11},"end":{"line":229,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4469¿Identifier¿¿4715¿v664¿¿¿¿¿Identifier
4470¿Identifier¿¿4715¿v665¿¿¿¿¿Identifier
4471¿VariableDeclarator¿¿4715¿v667¿¿¿{"start":{"line":229,"column":4},"end":{"line":229,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4472¿UnaryExpression¿delete¿4715¿¿¿¿{"start":{"line":229,"column":4},"end":{"line":229,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿UnaryExpression
4473¿Identifier¿¿4715¿v666¿¿¿¿¿Identifier
4474¿ExpressionStatement¿¿4715¿¿¿¿{"start":{"line":229,"column":4},"end":{"line":229,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
4475¿Identifier¿¿4715¿v667¿¿¿¿¿Identifier
4476¿VariableDeclarator¿¿4715¿v668¿¿¿{"start":{"line":230,"column":4},"end":{"line":230,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4477¿MemberExpression¿¿4715¿¿¿¿{"start":{"line":230,"column":4},"end":{"line":230,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4478¿ThisExpression¿¿4715¿¿¿¿{"start":{"line":230,"column":4},"end":{"line":230,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
4479¿Identifier¿¿4715¿_graph¿¿¿{"start":{"line":230,"column":9},"end":{"line":230,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4480¿VariableDeclarator¿¿4715¿v669¿¿¿{"start":{"line":230,"column":23},"end":{"line":230,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4481¿MemberExpression¿¿4715¿¿¿¿{"start":{"line":230,"column":23},"end":{"line":230,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4482¿ThisExpression¿¿4715¿¿¿¿{"start":{"line":230,"column":23},"end":{"line":230,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
4483¿Identifier¿¿4715¿_graph¿¿¿{"start":{"line":230,"column":28},"end":{"line":230,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4484¿VariableDeclarator¿¿4715¿v670¿¿¿{"start":{"line":230,"column":23},"end":{"line":230,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4485¿CallExpression¿¿4715¿¿¿¿{"start":{"line":230,"column":23},"end":{"line":230,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿CallExpression
4486¿MemberExpression¿¿4715¿¿¿¿{"start":{"line":230,"column":23},"end":{"line":230,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4487¿Identifier¿¿4715¿v669¿¿¿¿¿Identifier
4488¿Identifier¿¿4715¿indexOf¿¿¿{"start":{"line":230,"column":35},"end":{"line":230,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4489¿Identifier¿¿4715¿quad¿¿¿{"start":{"line":230,"column":43},"end":{"line":230,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4490¿VariableDeclarator¿¿4715¿v671¿¿¿{"start":{"line":230,"column":4},"end":{"line":230,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4491¿CallExpression¿¿4715¿¿¿¿{"start":{"line":230,"column":4},"end":{"line":230,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿CallExpression
4492¿MemberExpression¿¿4715¿¿¿¿{"start":{"line":230,"column":4},"end":{"line":230,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4493¿Identifier¿¿4715¿v668¿¿¿¿¿Identifier
4494¿Identifier¿¿4715¿splice¿¿¿{"start":{"line":230,"column":16},"end":{"line":230,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4495¿Identifier¿¿4715¿v670¿¿¿¿¿Identifier
4496¿Literal¿number¿4715¿¿1¿¿{"start":{"line":230,"column":50},"end":{"line":230,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
4497¿ExpressionStatement¿¿4715¿¿¿¿{"start":{"line":230,"column":4},"end":{"line":230,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
4498¿Identifier¿¿4715¿v671¿¿¿¿¿Identifier
4499¿BlockStatement¿¿4715¿¿¿¿{"start":{"line":228,"column":38},"end":{"line":231,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
4500¿BlockStatement¿¿4715¿¿¿¿{"start":{"line":225,"column":45},"end":{"line":232,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
4501¿ExpressionStatement¿¿4637¿¿¿¿{"start":{"line":225,"column":0},"end":{"line":232,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
4502¿AssignmentExpression¿=¿4637¿¿¿¿{"start":{"line":225,"column":0},"end":{"line":232,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
4503¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":225,"column":0},"end":{"line":225,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4504¿Identifier¿¿4637¿v647¿¿¿¿¿Identifier
4505¿Identifier¿¿4637¿remove¿¿¿{"start":{"line":225,"column":20},"end":{"line":225,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4506¿Identifier¿¿4637¿v672¿¿¿¿¿Identifier
4507¿VariableDeclarator¿¿4637¿v673¿¿¿{"start":{"line":234,"column":0},"end":{"line":234,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4508¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":234,"column":0},"end":{"line":234,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4509¿Identifier¿¿4637¿rdf¿¿¿{"start":{"line":234,"column":0},"end":{"line":234,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4510¿Identifier¿¿4637¿Graph¿¿¿{"start":{"line":234,"column":4},"end":{"line":234,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4511¿VariableDeclarator¿¿4637¿v674¿¿¿{"start":{"line":234,"column":0},"end":{"line":234,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4512¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":234,"column":0},"end":{"line":234,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4513¿Identifier¿¿4637¿v673¿¿¿¿¿Identifier
4514¿Identifier¿¿4637¿prototype¿¿¿{"start":{"line":234,"column":10},"end":{"line":234,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4515¿VariableDeclarator¿¿4637¿v677¿¿¿{"start":{"line":234,"column":0},"end":{"line":236,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4516¿FunctionExpression¿¿4637¿anon¿¿¿{"start":{"line":234,"column":30},"end":{"line":236,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿FunctionExpression
4517¿VariableDeclarator¿¿4718¿v675¿¿¿{"start":{"line":235,"column":9},"end":{"line":235,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4518¿MemberExpression¿¿4718¿¿¿¿{"start":{"line":235,"column":9},"end":{"line":235,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4519¿ThisExpression¿¿4718¿¿¿¿{"start":{"line":235,"column":9},"end":{"line":235,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
4520¿Identifier¿¿4718¿_graph¿¿¿{"start":{"line":235,"column":14},"end":{"line":235,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4521¿VariableDeclarator¿¿4718¿v676¿¿¿{"start":{"line":235,"column":9},"end":{"line":235,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4522¿CallExpression¿¿4718¿¿¿¿{"start":{"line":235,"column":9},"end":{"line":235,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿CallExpression
4523¿MemberExpression¿¿4718¿¿¿¿{"start":{"line":235,"column":9},"end":{"line":235,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4524¿Identifier¿¿4718¿v675¿¿¿¿¿Identifier
4525¿Identifier¿¿4718¿slice¿¿¿{"start":{"line":235,"column":21},"end":{"line":235,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4526¿Literal¿number¿4718¿¿0¿¿{"start":{"line":235,"column":27},"end":{"line":235,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
4527¿ReturnStatement¿¿4718¿¿¿¿{"start":{"line":235,"column":2},"end":{"line":235,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ReturnStatement
4528¿Identifier¿¿4718¿v676¿¿¿¿¿Identifier
4529¿BlockStatement¿¿4718¿¿¿¿{"start":{"line":234,"column":42},"end":{"line":236,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
4530¿ExpressionStatement¿¿4637¿¿¿¿{"start":{"line":234,"column":0},"end":{"line":236,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
4531¿AssignmentExpression¿=¿4637¿¿¿¿{"start":{"line":234,"column":0},"end":{"line":236,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
4532¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":234,"column":0},"end":{"line":234,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4533¿Identifier¿¿4637¿v674¿¿¿¿¿Identifier
4534¿Identifier¿¿4637¿toArray¿¿¿{"start":{"line":234,"column":20},"end":{"line":234,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4535¿Identifier¿¿4637¿v677¿¿¿¿¿Identifier
4536¿VariableDeclarator¿¿4637¿v678¿¿¿{"start":{"line":238,"column":0},"end":{"line":238,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4537¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":238,"column":0},"end":{"line":238,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4538¿Identifier¿¿4637¿rdf¿¿¿{"start":{"line":238,"column":0},"end":{"line":238,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4539¿Identifier¿¿4637¿Graph¿¿¿{"start":{"line":238,"column":4},"end":{"line":238,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4540¿VariableDeclarator¿¿4637¿v690¿¿¿{"start":{"line":238,"column":0},"end":{"line":245,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4541¿FunctionExpression¿¿4637¿anon¿¿¿{"start":{"line":238,"column":18},"end":{"line":245,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿FunctionExpression
4542¿Identifier¿¿0¿quad¿¿¿{"start":{"line":238,"column":28},"end":{"line":238,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4543¿VariableDeclarator¿¿4720¿v679¿¿¿{"start":{"line":240,"column":7},"end":{"line":240,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4544¿MemberExpression¿¿4720¿¿¿¿{"start":{"line":240,"column":7},"end":{"line":240,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4545¿Identifier¿¿4720¿quad¿¿¿{"start":{"line":240,"column":7},"end":{"line":240,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4546¿Identifier¿¿4720¿graph¿¿¿{"start":{"line":240,"column":12},"end":{"line":240,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4547¿VariableDeclarator¿¿4720¿v680¿¿¿{"start":{"line":240,"column":20},"end":{"line":240,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4548¿MemberExpression¿¿4720¿¿¿¿{"start":{"line":240,"column":20},"end":{"line":240,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4549¿Identifier¿¿4720¿quad¿¿¿{"start":{"line":240,"column":20},"end":{"line":240,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4550¿Identifier¿¿4720¿graph¿¿¿{"start":{"line":240,"column":25},"end":{"line":240,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4551¿VariableDeclarator¿¿4720¿v681¿¿¿{"start":{"line":240,"column":20},"end":{"line":240,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4552¿CallExpression¿¿4720¿¿¿¿{"start":{"line":240,"column":20},"end":{"line":240,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿CallExpression
4553¿MemberExpression¿¿4720¿¿¿¿{"start":{"line":240,"column":20},"end":{"line":240,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4554¿Identifier¿¿4720¿v680¿¿¿¿¿Identifier
4555¿Identifier¿¿4720¿toString¿¿¿{"start":{"line":240,"column":31},"end":{"line":240,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4556¿VariableDeclarator¿¿4720¿v682¿¿¿{"start":{"line":240,"column":7},"end":{"line":240,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4557¿IfStatement¿¿4720¿¿¿¿{"start":{"line":240,"column":7},"end":{"line":240,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿IfStatement
4558¿Identifier¿¿4720¿v679¿¿¿¿¿Identifier
4559¿ExpressionStatement¿¿4720¿¿¿¿{"start":{"line":240,"column":7},"end":{"line":240,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
4560¿AssignmentExpression¿=¿4720¿¿¿¿{"start":{"line":240,"column":7},"end":{"line":240,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
4561¿Identifier¿¿4720¿v682¿¿¿¿¿Identifier
4562¿Identifier¿¿4720¿v681¿¿¿¿¿Identifier
4563¿BlockStatement¿¿4720¿¿¿¿¿¿BlockStatement
4564¿ExpressionStatement¿¿4720¿¿¿¿{"start":{"line":240,"column":7},"end":{"line":240,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
4565¿AssignmentExpression¿=¿4720¿¿¿¿{"start":{"line":240,"column":7},"end":{"line":240,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
4566¿Identifier¿¿4720¿v682¿¿¿¿¿Identifier
4567¿Literal¿object¿4720¿¿null¿¿{"start":{"line":240,"column":44},"end":{"line":240,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
4568¿BlockStatement¿¿4720¿¿¿¿¿¿BlockStatement
4569¿VariableDeclarator¿¿4720¿v683¿¿¿{"start":{"line":241,"column":7},"end":{"line":241,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4570¿MemberExpression¿¿4720¿¿¿¿{"start":{"line":241,"column":7},"end":{"line":241,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
4571¿Identifier¿¿4720¿quad¿¿¿{"start":{"line":241,"column":7},"end":{"line":241,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4572¿Identifier¿¿4720¿subject¿¿¿{"start":{"line":241,"column":12},"end":{"line":241,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
4573¿VariableDeclarator¿¿4720¿v684¿¿¿{"start":{"line":241,"column":7},"end":{"line":241,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
4574¿CallExpression¿¿4720¿¿¿¿{"start":{"line":241,"column":7},"end":{"line":241,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿CallExpression
