Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1074¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":268,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Program
1502¿CallExpression¿¿1888¿¿¿¿{"start":{"line":128,"column":16},"end":{"line":128,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1503¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":128,"column":16},"end":{"line":128,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1504¿Identifier¿¿1888¿_this¿¿¿{"start":{"line":128,"column":16},"end":{"line":128,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1505¿Identifier¿¿1888¿init¿¿¿{"start":{"line":128,"column":22},"end":{"line":128,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1506¿Identifier¿¿1888¿callback¿¿¿{"start":{"line":128,"column":27},"end":{"line":128,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1507¿ExpressionStatement¿¿1888¿¿¿¿{"start":{"line":128,"column":16},"end":{"line":128,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1508¿Identifier¿¿1888¿v145¿¿¿¿¿Identifier
1509¿BlockStatement¿¿1888¿¿¿¿{"start":{"line":124,"column":46},"end":{"line":129,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1510¿VariableDeclarator¿¿1886¿v147¿¿¿{"start":{"line":124,"column":12},"end":{"line":129,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1511¿CallExpression¿¿1886¿¿¿¿{"start":{"line":124,"column":12},"end":{"line":129,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1512¿MemberExpression¿¿1886¿¿¿¿{"start":{"line":124,"column":12},"end":{"line":124,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1513¿Identifier¿¿1886¿fs¿¿¿{"start":{"line":124,"column":12},"end":{"line":124,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1514¿Identifier¿¿1886¿mkdir¿¿¿{"start":{"line":124,"column":15},"end":{"line":124,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1515¿Identifier¿¿1886¿v143¿¿¿¿¿Identifier
1516¿Identifier¿¿1886¿v146¿¿¿¿¿Identifier
1517¿ExpressionStatement¿¿1886¿¿¿¿{"start":{"line":124,"column":12},"end":{"line":129,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1518¿Identifier¿¿1886¿v147¿¿¿¿¿Identifier
1519¿ReturnStatement¿¿1886¿¿¿¿{"start":{"line":130,"column":12},"end":{"line":130,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ReturnStatement
1520¿ThisExpression¿¿1886¿¿¿¿{"start":{"line":130,"column":19},"end":{"line":130,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ThisExpression
1521¿BlockStatement¿¿1886¿¿¿¿{"start":{"line":121,"column":41},"end":{"line":131,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1522¿VariableDeclarator¿¿1872¿v149¿¿¿{"start":{"line":119,"column":7},"end":{"line":145,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1523¿ObjectExpression¿¿1872¿¿¿¿{"start":{"line":119,"column":7},"end":{"line":145,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ObjectExpression
1524¿Property¿¿1872¿¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1525¿Identifier¿¿1872¿key¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1526¿Literal¿string¿1872¿¿'create'¿¿{"start":{"line":120,"column":13},"end":{"line":120,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1527¿Property¿¿1872¿¿¿¿{"start":{"line":121,"column":8},"end":{"line":131,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1528¿Identifier¿¿1872¿value¿¿¿{"start":{"line":121,"column":8},"end":{"line":121,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1529¿Identifier¿¿1872¿v148¿¿¿¿¿Identifier
1530¿VariableDeclarator¿¿1872¿v156¿¿¿{"start":{"line":147,"column":15},"end":{"line":154,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1531¿FunctionExpression¿¿1872¿commit¿¿¿{"start":{"line":147,"column":15},"end":{"line":154,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿FunctionExpression
1532¿Identifier¿¿0¿message¿¿¿{"start":{"line":147,"column":31},"end":{"line":147,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1533¿Identifier¿¿0¿options¿¿¿{"start":{"line":147,"column":40},"end":{"line":147,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1534¿Identifier¿¿0¿callback¿¿¿{"start":{"line":147,"column":49},"end":{"line":147,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1535¿ExpressionStatement¿¿1891¿¿¿¿{"start":{"line":148,"column":12},"end":{"line":148,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1536¿AssignmentExpression¿=¿1891¿¿¿¿{"start":{"line":148,"column":12},"end":{"line":148,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1537¿Identifier¿¿1891¿message¿¿¿{"start":{"line":148,"column":12},"end":{"line":148,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1538¿CallExpression¿¿1891¿¿¿¿{"start":{"line":148,"column":22},"end":{"line":148,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1539¿MemberExpression¿¿1891¿¿¿¿{"start":{"line":148,"column":22},"end":{"line":148,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1540¿Identifier¿¿1891¿message¿¿¿{"start":{"line":148,"column":22},"end":{"line":148,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1541¿Identifier¿¿1891¿replace¿¿¿{"start":{"line":148,"column":30},"end":{"line":148,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1542¿Literal¿object¿1891¿¿/\'/g¿¿{"start":{"line":148,"column":38},"end":{"line":148,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1543¿Literal¿string¿1891¿¿'\\'¿¿{"start":{"line":148,"column":45},"end":{"line":148,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1544¿VariableDeclarator¿¿1891¿v150¿¿¿{"start":{"line":149,"column":16},"end":{"line":149,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1545¿UnaryExpression¿typeof¿1891¿¿¿¿{"start":{"line":149,"column":16},"end":{"line":149,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿UnaryExpression
1546¿Identifier¿¿1891¿options¿¿¿{"start":{"line":149,"column":23},"end":{"line":149,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1547¿VariableDeclarator¿¿1891¿v151¿¿¿{"start":{"line":149,"column":16},"end":{"line":149,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1548¿BinaryExpression¿===¿1891¿¿¿¿{"start":{"line":149,"column":16},"end":{"line":149,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1549¿Identifier¿¿1891¿v150¿¿¿¿¿Identifier
1550¿Literal¿string¿1891¿¿'function'¿¿{"start":{"line":149,"column":35},"end":{"line":149,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1551¿IfStatement¿¿1891¿¿¿¿{"start":{"line":149,"column":12},"end":{"line":152,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿IfStatement
1552¿Identifier¿¿1891¿v151¿¿¿¿¿Identifier
1553¿ExpressionStatement¿¿1891¿¿¿¿{"start":{"line":150,"column":16},"end":{"line":150,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1554¿AssignmentExpression¿=¿1891¿¿¿¿{"start":{"line":150,"column":16},"end":{"line":150,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1555¿Identifier¿¿1891¿callback¿¿¿{"start":{"line":150,"column":16},"end":{"line":150,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1556¿Identifier¿¿1891¿options¿¿¿{"start":{"line":150,"column":27},"end":{"line":150,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1557¿ExpressionStatement¿¿1891¿¿¿¿{"start":{"line":151,"column":16},"end":{"line":151,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1558¿AssignmentExpression¿=¿1891¿¿¿¿{"start":{"line":151,"column":16},"end":{"line":151,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1559¿Identifier¿¿1891¿options¿¿¿{"start":{"line":151,"column":16},"end":{"line":151,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1560¿Literal¿string¿1891¿¿''¿¿{"start":{"line":151,"column":26},"end":{"line":151,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1561¿BlockStatement¿¿1891¿¿¿¿{"start":{"line":149,"column":47},"end":{"line":152,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1562¿VariableDeclarator¿¿1891¿v152¿¿¿{"start":{"line":153,"column":29},"end":{"line":153,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1563¿BinaryExpression¿+¿1891¿¿¿¿{"start":{"line":153,"column":29},"end":{"line":153,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1564¿Literal¿string¿1891¿¿'commit -m \''¿¿{"start":{"line":153,"column":29},"end":{"line":153,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1565¿Identifier¿¿1891¿message¿¿¿{"start":{"line":153,"column":46},"end":{"line":153,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1566¿VariableDeclarator¿¿1891¿v153¿¿¿{"start":{"line":153,"column":29},"end":{"line":153,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1567¿BinaryExpression¿+¿1891¿¿¿¿{"start":{"line":153,"column":29},"end":{"line":153,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1568¿Identifier¿¿1891¿v152¿¿¿¿¿Identifier
1569¿Literal¿string¿1891¿¿'\' '¿¿{"start":{"line":153,"column":56},"end":{"line":153,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1570¿VariableDeclarator¿¿1891¿v154¿¿¿{"start":{"line":153,"column":29},"end":{"line":153,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1571¿BinaryExpression¿+¿1891¿¿¿¿{"start":{"line":153,"column":29},"end":{"line":153,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1572¿Identifier¿¿1891¿v153¿¿¿¿¿Identifier
1573¿Identifier¿¿1891¿options¿¿¿{"start":{"line":153,"column":64},"end":{"line":153,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1574¿VariableDeclarator¿¿1891¿v155¿¿¿{"start":{"line":153,"column":19},"end":{"line":153,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1575¿CallExpression¿¿1891¿¿¿¿{"start":{"line":153,"column":19},"end":{"line":153,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1576¿MemberExpression¿¿1891¿¿¿¿{"start":{"line":153,"column":19},"end":{"line":153,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1577¿ThisExpression¿¿1891¿¿¿¿{"start":{"line":153,"column":19},"end":{"line":153,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ThisExpression
1578¿Identifier¿¿1891¿exec¿¿¿{"start":{"line":153,"column":24},"end":{"line":153,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1579¿Identifier¿¿1891¿v154¿¿¿¿¿Identifier
1580¿Identifier¿¿1891¿callback¿¿¿{"start":{"line":153,"column":73},"end":{"line":153,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1581¿ReturnStatement¿¿1891¿¿¿¿{"start":{"line":153,"column":12},"end":{"line":153,"column":83},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ReturnStatement
1582¿Identifier¿¿1891¿v155¿¿¿¿¿Identifier
1583¿BlockStatement¿¿1891¿¿¿¿{"start":{"line":147,"column":59},"end":{"line":154,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1584¿VariableDeclarator¿¿1872¿v157¿¿¿{"start":{"line":145,"column":7},"end":{"line":167,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1585¿ObjectExpression¿¿1872¿¿¿¿{"start":{"line":145,"column":7},"end":{"line":167,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ObjectExpression
1586¿Property¿¿1872¿¿¿¿{"start":{"line":146,"column":8},"end":{"line":146,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1587¿Identifier¿¿1872¿key¿¿¿{"start":{"line":146,"column":8},"end":{"line":146,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1588¿Literal¿string¿1872¿¿'commit'¿¿{"start":{"line":146,"column":13},"end":{"line":146,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1589¿Property¿¿1872¿¿¿¿{"start":{"line":147,"column":8},"end":{"line":154,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1590¿Identifier¿¿1872¿value¿¿¿{"start":{"line":147,"column":8},"end":{"line":147,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1591¿Identifier¿¿1872¿v156¿¿¿¿¿Identifier
1592¿VariableDeclarator¿¿1872¿v162¿¿¿{"start":{"line":169,"column":15},"end":{"line":175,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1593¿FunctionExpression¿¿1872¿pull¿¿¿{"start":{"line":169,"column":15},"end":{"line":175,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿FunctionExpression
1594¿Identifier¿¿0¿options¿¿¿{"start":{"line":169,"column":29},"end":{"line":169,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1595¿Identifier¿¿0¿callback¿¿¿{"start":{"line":169,"column":38},"end":{"line":169,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1596¿VariableDeclarator¿¿1894¿v158¿¿¿{"start":{"line":170,"column":16},"end":{"line":170,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1597¿UnaryExpression¿typeof¿1894¿¿¿¿{"start":{"line":170,"column":16},"end":{"line":170,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿UnaryExpression
1598¿Identifier¿¿1894¿options¿¿¿{"start":{"line":170,"column":23},"end":{"line":170,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1599¿VariableDeclarator¿¿1894¿v159¿¿¿{"start":{"line":170,"column":16},"end":{"line":170,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1600¿BinaryExpression¿===¿1894¿¿¿¿{"start":{"line":170,"column":16},"end":{"line":170,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1601¿Identifier¿¿1894¿v158¿¿¿¿¿Identifier
1602¿Literal¿string¿1894¿¿'function'¿¿{"start":{"line":170,"column":35},"end":{"line":170,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1603¿IfStatement¿¿1894¿¿¿¿{"start":{"line":170,"column":12},"end":{"line":173,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿IfStatement
1604¿Identifier¿¿1894¿v159¿¿¿¿¿Identifier
1605¿ExpressionStatement¿¿1894¿¿¿¿{"start":{"line":171,"column":16},"end":{"line":171,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1606¿AssignmentExpression¿=¿1894¿¿¿¿{"start":{"line":171,"column":16},"end":{"line":171,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1607¿Identifier¿¿1894¿callback¿¿¿{"start":{"line":171,"column":16},"end":{"line":171,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1608¿Identifier¿¿1894¿options¿¿¿{"start":{"line":171,"column":27},"end":{"line":171,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1609¿ExpressionStatement¿¿1894¿¿¿¿{"start":{"line":172,"column":16},"end":{"line":172,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1610¿AssignmentExpression¿=¿1894¿¿¿¿{"start":{"line":172,"column":16},"end":{"line":172,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1611¿Identifier¿¿1894¿options¿¿¿{"start":{"line":172,"column":16},"end":{"line":172,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1612¿Literal¿string¿1894¿¿''¿¿{"start":{"line":172,"column":26},"end":{"line":172,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1613¿BlockStatement¿¿1894¿¿¿¿{"start":{"line":170,"column":47},"end":{"line":173,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1614¿VariableDeclarator¿¿1894¿v160¿¿¿{"start":{"line":174,"column":29},"end":{"line":174,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1615¿BinaryExpression¿+¿1894¿¿¿¿{"start":{"line":174,"column":29},"end":{"line":174,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1616¿Literal¿string¿1894¿¿'pull '¿¿{"start":{"line":174,"column":29},"end":{"line":174,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1617¿Identifier¿¿1894¿options¿¿¿{"start":{"line":174,"column":39},"end":{"line":174,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1618¿VariableDeclarator¿¿1894¿v161¿¿¿{"start":{"line":174,"column":19},"end":{"line":174,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1619¿CallExpression¿¿1894¿¿¿¿{"start":{"line":174,"column":19},"end":{"line":174,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1620¿MemberExpression¿¿1894¿¿¿¿{"start":{"line":174,"column":19},"end":{"line":174,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1621¿ThisExpression¿¿1894¿¿¿¿{"start":{"line":174,"column":19},"end":{"line":174,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ThisExpression
1622¿Identifier¿¿1894¿exec¿¿¿{"start":{"line":174,"column":24},"end":{"line":174,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1623¿Identifier¿¿1894¿v160¿¿¿¿¿Identifier
1624¿Identifier¿¿1894¿callback¿¿¿{"start":{"line":174,"column":48},"end":{"line":174,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1625¿ReturnStatement¿¿1894¿¿¿¿{"start":{"line":174,"column":12},"end":{"line":174,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ReturnStatement
1626¿Identifier¿¿1894¿v161¿¿¿¿¿Identifier
1627¿BlockStatement¿¿1894¿¿¿¿{"start":{"line":169,"column":48},"end":{"line":175,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1628¿VariableDeclarator¿¿1872¿v163¿¿¿{"start":{"line":167,"column":7},"end":{"line":188,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1629¿ObjectExpression¿¿1872¿¿¿¿{"start":{"line":167,"column":7},"end":{"line":188,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ObjectExpression
1630¿Property¿¿1872¿¿¿¿{"start":{"line":168,"column":8},"end":{"line":168,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1631¿Identifier¿¿1872¿key¿¿¿{"start":{"line":168,"column":8},"end":{"line":168,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1632¿Literal¿string¿1872¿¿'pull'¿¿{"start":{"line":168,"column":13},"end":{"line":168,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1633¿Property¿¿1872¿¿¿¿{"start":{"line":169,"column":8},"end":{"line":175,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1634¿Identifier¿¿1872¿value¿¿¿{"start":{"line":169,"column":8},"end":{"line":169,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1635¿Identifier¿¿1872¿v162¿¿¿¿¿Identifier
1636¿VariableDeclarator¿¿1872¿v168¿¿¿{"start":{"line":190,"column":15},"end":{"line":196,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1637¿FunctionExpression¿¿1872¿add¿¿¿{"start":{"line":190,"column":15},"end":{"line":196,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿FunctionExpression
1638¿Identifier¿¿0¿options¿¿¿{"start":{"line":190,"column":28},"end":{"line":190,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1639¿Identifier¿¿0¿callback¿¿¿{"start":{"line":190,"column":37},"end":{"line":190,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1640¿VariableDeclarator¿¿1897¿v164¿¿¿{"start":{"line":191,"column":16},"end":{"line":191,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1641¿UnaryExpression¿typeof¿1897¿¿¿¿{"start":{"line":191,"column":16},"end":{"line":191,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿UnaryExpression
1642¿Identifier¿¿1897¿options¿¿¿{"start":{"line":191,"column":23},"end":{"line":191,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1643¿VariableDeclarator¿¿1897¿v165¿¿¿{"start":{"line":191,"column":16},"end":{"line":191,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1644¿BinaryExpression¿===¿1897¿¿¿¿{"start":{"line":191,"column":16},"end":{"line":191,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1645¿Identifier¿¿1897¿v164¿¿¿¿¿Identifier
