Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
865¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":108,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Program
1258¿ExpressionStatement¿¿1489¿¿¿¿{"start":{"line":87,"column":12},"end":{"line":87,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1259¿Identifier¿¿1489¿v100¿¿¿¿¿Identifier
1260¿BlockStatement¿¿1489¿¿¿¿{"start":{"line":86,"column":48},"end":{"line":88,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1261¿VariableDeclarator¿¿1487¿v102¿¿¿{"start":{"line":86,"column":8},"end":{"line":88,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1262¿CallExpression¿¿1487¿¿¿¿{"start":{"line":86,"column":8},"end":{"line":88,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1263¿MemberExpression¿¿1487¿¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1264¿Identifier¿¿1487¿childProcess¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1265¿Identifier¿¿1487¿on¿¿¿{"start":{"line":86,"column":21},"end":{"line":86,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1266¿Literal¿string¿1487¿¿'error'¿¿{"start":{"line":86,"column":24},"end":{"line":86,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Literal
1267¿Identifier¿¿1487¿v101¿¿¿¿¿Identifier
1268¿ExpressionStatement¿¿1487¿¿¿¿{"start":{"line":86,"column":8},"end":{"line":88,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1269¿Identifier¿¿1487¿v102¿¿¿¿¿Identifier
1270¿VariableDeclarator¿¿1487¿v105¿¿¿{"start":{"line":89,"column":33},"end":{"line":91,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1271¿FunctionExpression¿¿1487¿anon¿¿¿{"start":{"line":89,"column":33},"end":{"line":91,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿FunctionExpression
1272¿Identifier¿¿0¿exitCode¿¿¿{"start":{"line":89,"column":43},"end":{"line":89,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1273¿VariableDeclarator¿¿1491¿v103¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1274¿ObjectExpression¿¿1491¿¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ObjectExpression
1275¿Property¿¿1491¿¿¿¿{"start":{"line":90,"column":22},"end":{"line":90,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Property
1276¿Identifier¿¿1491¿exitCode¿¿¿{"start":{"line":90,"column":22},"end":{"line":90,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1277¿Identifier¿¿1491¿exitCode¿¿¿{"start":{"line":90,"column":32},"end":{"line":90,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1278¿VariableDeclarator¿¿1491¿v104¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1279¿CallExpression¿¿1491¿¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1280¿Identifier¿¿1491¿resolve¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1281¿Identifier¿¿1491¿v103¿¿¿¿¿Identifier
1282¿ExpressionStatement¿¿1491¿¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1283¿Identifier¿¿1491¿v104¿¿¿¿¿Identifier
1284¿BlockStatement¿¿1491¿¿¿¿{"start":{"line":89,"column":53},"end":{"line":91,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1285¿VariableDeclarator¿¿1487¿v106¿¿¿{"start":{"line":89,"column":8},"end":{"line":91,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1286¿CallExpression¿¿1487¿¿¿¿{"start":{"line":89,"column":8},"end":{"line":91,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1287¿MemberExpression¿¿1487¿¿¿¿{"start":{"line":89,"column":8},"end":{"line":89,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1288¿Identifier¿¿1487¿childProcess¿¿¿{"start":{"line":89,"column":8},"end":{"line":89,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1289¿Identifier¿¿1487¿on¿¿¿{"start":{"line":89,"column":21},"end":{"line":89,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1290¿Literal¿string¿1487¿¿'close'¿¿{"start":{"line":89,"column":24},"end":{"line":89,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Literal
1291¿Identifier¿¿1487¿v105¿¿¿¿¿Identifier
1292¿ExpressionStatement¿¿1487¿¿¿¿{"start":{"line":89,"column":8},"end":{"line":91,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1293¿Identifier¿¿1487¿v106¿¿¿¿¿Identifier
1294¿VariableDeclarator¿¿1487¿v108¿¿¿{"start":{"line":92,"column":25},"end":{"line":92,"column":91},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1295¿FunctionExpression¿¿1487¿anon¿¿¿{"start":{"line":92,"column":25},"end":{"line":92,"column":91},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿FunctionExpression
1296¿VariableDeclarator¿¿1493¿v107¿¿¿{"start":{"line":92,"column":46},"end":{"line":92,"column":88},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1297¿CallExpression¿¿1493¿¿¿¿{"start":{"line":92,"column":46},"end":{"line":92,"column":88},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1298¿MemberExpression¿¿1493¿¿¿¿{"start":{"line":92,"column":46},"end":{"line":92,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1299¿Identifier¿¿1493¿eventEmitter¿¿¿{"start":{"line":92,"column":46},"end":{"line":92,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1300¿Identifier¿¿1493¿emit¿¿¿{"start":{"line":92,"column":59},"end":{"line":92,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1301¿Literal¿string¿1493¿¿'process'¿¿{"start":{"line":92,"column":64},"end":{"line":92,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Literal
1302¿Identifier¿¿1493¿childProcess¿¿¿{"start":{"line":92,"column":75},"end":{"line":92,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1303¿ReturnStatement¿¿1493¿¿¿¿{"start":{"line":92,"column":39},"end":{"line":92,"column":89},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ReturnStatement
1304¿Identifier¿¿1493¿v107¿¿¿¿¿Identifier
1305¿BlockStatement¿¿1493¿¿¿¿{"start":{"line":92,"column":37},"end":{"line":92,"column":91},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1306¿VariableDeclarator¿¿1487¿v109¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":92},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1307¿CallExpression¿¿1487¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":92},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1308¿MemberExpression¿¿1487¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1309¿Identifier¿¿1487¿process¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1310¿Identifier¿¿1487¿nextTick¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1311¿Identifier¿¿1487¿v108¿¿¿¿¿Identifier
1312¿ExpressionStatement¿¿1487¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":93},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1313¿Identifier¿¿1487¿v109¿¿¿¿¿Identifier
1314¿BlockStatement¿¿1487¿¿¿¿{"start":{"line":82,"column":94},"end":{"line":93,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1315¿VariableDeclarator¿¿1485¿v111¿¿¿{"start":{"line":82,"column":11},"end":{"line":93,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1316¿NewExpression¿¿1485¿¿¿¿{"start":{"line":82,"column":11},"end":{"line":93,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿NewExpression
1317¿MemberExpression¿¿1485¿¿¿¿{"start":{"line":82,"column":15},"end":{"line":82,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1318¿Identifier¿¿1485¿PromiseWithEvents_1¿¿¿{"start":{"line":82,"column":15},"end":{"line":82,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1319¿Identifier¿¿1485¿PromiseWithEvents¿¿¿{"start":{"line":82,"column":35},"end":{"line":82,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1320¿Identifier¿¿1485¿v110¿¿¿¿¿Identifier
1321¿ReturnStatement¿¿1485¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":93,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ReturnStatement
1322¿Identifier¿¿1485¿v111¿¿¿¿¿Identifier
1323¿BlockStatement¿¿1485¿¿¿¿{"start":{"line":79,"column":48},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1324¿ExpressionStatement¿¿1452¿¿¿¿{"start":{"line":95,"column":0},"end":{"line":95,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1325¿AssignmentExpression¿=¿1452¿¿¿¿{"start":{"line":95,"column":0},"end":{"line":95,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿AssignmentExpression
1326¿MemberExpression¿¿1452¿¿¿¿{"start":{"line":95,"column":0},"end":{"line":95,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1327¿Identifier¿¿1452¿exports¿¿¿{"start":{"line":95,"column":0},"end":{"line":95,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1328¿Identifier¿¿1452¿spawn¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1329¿Identifier¿¿1452¿spawn¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1330¿VariableDeclarator¿exported¿1452¿fork¿¿¿{"start":{"line":96,"column":0},"end":{"line":107,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1331¿FunctionExpression¿¿1452¿anon¿¿¿{"start":{"line":96,"column":0},"end":{"line":107,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿FunctionExpression
1332¿Identifier¿¿0¿modulePath¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1333¿Identifier¿¿0¿argsOrOptions¿¿¿{"start":{"line":96,"column":26},"end":{"line":96,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1334¿Identifier¿¿0¿options¿¿¿{"start":{"line":96,"column":41},"end":{"line":96,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1335¿VariableDeclarator¿¿1495¿v112¿¿¿{"start":{"line":97,"column":31},"end":{"line":97,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1336¿CallExpression¿¿1495¿¿¿¿{"start":{"line":97,"column":31},"end":{"line":97,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1337¿MemberExpression¿¿1495¿¿¿¿{"start":{"line":97,"column":31},"end":{"line":97,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1338¿Identifier¿¿1495¿caller_1¿¿¿{"start":{"line":97,"column":31},"end":{"line":97,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1339¿Identifier¿¿1495¿caller¿¿¿{"start":{"line":97,"column":40},"end":{"line":97,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1340¿VariableDeclarator¿¿1495¿basedir¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1341¿CallExpression¿¿1495¿¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1342¿MemberExpression¿¿1495¿¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1343¿Identifier¿¿1495¿path¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1344¿Identifier¿¿1495¿dirname¿¿¿{"start":{"line":97,"column":23},"end":{"line":97,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1345¿Identifier¿¿1495¿v112¿¿¿¿¿Identifier
1346¿VariableDeclarator¿¿1495¿v113¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1347¿CallExpression¿¿1495¿¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1348¿Identifier¿¿1495¿getArgs¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1349¿Identifier¿¿1495¿argsOrOptions¿¿¿{"start":{"line":98,"column":23},"end":{"line":98,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1350¿VariableDeclarator¿¿1495¿v114¿¿¿{"start":{"line":98,"column":41},"end":{"line":98,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1351¿ArrayExpression¿¿1495¿¿¿¿{"start":{"line":98,"column":41},"end":{"line":98,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ArrayExpression
1352¿VariableDeclarator¿¿1495¿args¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1353¿LogicalExpression¿||¿1495¿¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿LogicalExpression
1354¿Identifier¿¿1495¿v113¿¿¿¿¿Identifier
1355¿Identifier¿¿1495¿v114¿¿¿¿¿Identifier
1356¿ExpressionStatement¿¿1495¿¿¿¿{"start":{"line":99,"column":4},"end":{"line":99,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1357¿AssignmentExpression¿=¿1495¿¿¿¿{"start":{"line":99,"column":4},"end":{"line":99,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿AssignmentExpression
1358¿Identifier¿¿1495¿options¿¿¿{"start":{"line":99,"column":4},"end":{"line":99,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1359¿CallExpression¿¿1495¿¿¿¿{"start":{"line":99,"column":14},"end":{"line":99,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1360¿Identifier¿¿1495¿getOptions¿¿¿{"start":{"line":99,"column":14},"end":{"line":99,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1361¿Identifier¿¿1495¿argsOrOptions¿¿¿{"start":{"line":99,"column":25},"end":{"line":99,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1362¿Identifier¿¿1495¿options¿¿¿{"start":{"line":99,"column":40},"end":{"line":99,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1363¿VariableDeclarator¿¿1495¿v115¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1364¿CallExpression¿¿1495¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1365¿MemberExpression¿¿1495¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1366¿Literal¿object¿1495¿¿/^\.{0,2}\//¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Literal
1367¿Identifier¿¿1495¿test¿¿¿{"start":{"line":100,"column":21},"end":{"line":100,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1368¿Identifier¿¿1495¿modulePath¿¿¿{"start":{"line":100,"column":26},"end":{"line":100,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1369¿IfStatement¿¿1495¿¿¿¿{"start":{"line":100,"column":4},"end":{"line":103,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿IfStatement
1370¿Identifier¿¿1495¿v115¿¿¿¿¿Identifier
1371¿VariableDeclarator¿¿1495¿filePath¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1372¿CallExpression¿¿1495¿¿¿¿{"start":{"line":101,"column":23},"end":{"line":101,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1373¿MemberExpression¿¿1495¿¿¿¿{"start":{"line":101,"column":23},"end":{"line":101,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1374¿Identifier¿¿1495¿path¿¿¿{"start":{"line":101,"column":23},"end":{"line":101,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1375¿Identifier¿¿1495¿resolve¿¿¿{"start":{"line":101,"column":28},"end":{"line":101,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1376¿Identifier¿¿1495¿basedir¿¿¿{"start":{"line":101,"column":36},"end":{"line":101,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1377¿Identifier¿¿1495¿modulePath¿¿¿{"start":{"line":101,"column":45},"end":{"line":101,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1378¿VariableDeclarator¿¿1495¿v116¿¿¿{"start":{"line":102,"column":21},"end":{"line":102,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1379¿MemberExpression¿¿1495¿¿¿¿{"start":{"line":102,"column":21},"end":{"line":102,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1380¿Identifier¿¿1495¿process¿¿¿{"start":{"line":102,"column":21},"end":{"line":102,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1381¿Identifier¿¿1495¿execPath¿¿¿{"start":{"line":102,"column":29},"end":{"line":102,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1382¿VariableDeclarator¿¿1495¿v117¿¿¿{"start":{"line":102,"column":39},"end":{"line":102,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1383¿ArrayExpression¿¿1495¿¿¿¿{"start":{"line":102,"column":39},"end":{"line":102,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ArrayExpression
1384¿Identifier¿¿1495¿filePath¿¿¿{"start":{"line":102,"column":40},"end":{"line":102,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1385¿VariableDeclarator¿¿1495¿v118¿¿¿{"start":{"line":102,"column":39},"end":{"line":102,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1386¿CallExpression¿¿1495¿¿¿¿{"start":{"line":102,"column":39},"end":{"line":102,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1387¿MemberExpression¿¿1495¿¿¿¿{"start":{"line":102,"column":39},"end":{"line":102,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1388¿Identifier¿¿1495¿v117¿¿¿¿¿Identifier
1389¿Identifier¿¿1495¿concat¿¿¿{"start":{"line":102,"column":50},"end":{"line":102,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1390¿Identifier¿¿1495¿args¿¿¿{"start":{"line":102,"column":57},"end":{"line":102,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1391¿VariableDeclarator¿¿1495¿v119¿¿¿{"start":{"line":102,"column":15},"end":{"line":102,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
