Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1147¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":177,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Program
1598¿NewExpression¿¿2013¿¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿NewExpression
1599¿Identifier¿¿2013¿Error¿¿¿{"start":{"line":102,"column":22},"end":{"line":102,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1600¿Literal¿string¿2013¿¿'No size nor ratio defined for Android icon'¿¿{"start":{"line":102,"column":28},"end":{"line":102,"column":72},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Literal
1601¿VariableDeclarator¿¿2013¿v163¿¿¿{"start":{"line":102,"column":13},"end":{"line":102,"column":74},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1602¿CallExpression¿¿2013¿¿¿¿{"start":{"line":102,"column":13},"end":{"line":102,"column":74},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1603¿Identifier¿¿2013¿done¿¿¿{"start":{"line":102,"column":13},"end":{"line":102,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1604¿Identifier¿¿2013¿v162¿¿¿¿¿Identifier
1605¿ReturnStatement¿¿2013¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ReturnStatement
1606¿Identifier¿¿2013¿v163¿¿¿¿¿Identifier
1607¿BlockStatement¿¿2013¿¿¿¿{"start":{"line":101,"column":11},"end":{"line":103,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1608¿BlockStatement¿¿2013¿¿¿¿¿¿BlockStatement
1609¿BlockStatement¿¿2013¿¿¿¿¿¿BlockStatement
1610¿VariableDeclarator¿¿2013¿v164¿¿¿{"start":{"line":105,"column":31},"end":{"line":105,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1611¿MemberExpression¿¿2013¿¿¿¿{"start":{"line":105,"column":31},"end":{"line":105,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1612¿Identifier¿¿2013¿options¿¿¿{"start":{"line":105,"column":31},"end":{"line":105,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1613¿Identifier¿¿2013¿androidOutputFolder¿¿¿{"start":{"line":105,"column":39},"end":{"line":105,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1614¿VariableDeclarator¿¿2013¿v165¿¿¿{"start":{"line":105,"column":60},"end":{"line":105,"column":72},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1615¿MemberExpression¿¿2013¿¿¿¿{"start":{"line":105,"column":60},"end":{"line":105,"column":72},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1616¿Identifier¿¿2013¿image¿¿¿{"start":{"line":105,"column":60},"end":{"line":105,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1617¿Identifier¿¿2013¿folder¿¿¿{"start":{"line":105,"column":66},"end":{"line":105,"column":72},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1618¿VariableDeclarator¿¿2013¿baseFolder¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1619¿CallExpression¿¿2013¿¿¿¿{"start":{"line":105,"column":21},"end":{"line":105,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1620¿MemberExpression¿¿2013¿¿¿¿{"start":{"line":105,"column":21},"end":{"line":105,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1621¿Identifier¿¿2013¿path¿¿¿{"start":{"line":105,"column":21},"end":{"line":105,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1622¿Identifier¿¿2013¿join¿¿¿{"start":{"line":105,"column":26},"end":{"line":105,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1623¿Identifier¿¿2013¿v164¿¿¿¿¿Identifier
1624¿Identifier¿¿2013¿v165¿¿¿¿¿Identifier
1625¿VariableDeclarator¿¿2013¿v166¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1626¿CallExpression¿¿2013¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1627¿MemberExpression¿¿2013¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1628¿Identifier¿¿2013¿mkdirp¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":10},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1629¿Identifier¿¿2013¿sync¿¿¿{"start":{"line":106,"column":11},"end":{"line":106,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1630¿Identifier¿¿2013¿baseFolder¿¿¿{"start":{"line":106,"column":16},"end":{"line":106,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1631¿ExpressionStatement¿¿2013¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1632¿Identifier¿¿2013¿v166¿¿¿¿¿Identifier
1633¿VariableDeclarator¿¿2013¿v167¿¿¿{"start":{"line":107,"column":41},"end":{"line":107,"column":70},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1634¿MemberExpression¿¿2013¿¿¿¿{"start":{"line":107,"column":41},"end":{"line":107,"column":70},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1635¿Identifier¿¿2013¿options¿¿¿{"start":{"line":107,"column":41},"end":{"line":107,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1636¿Identifier¿¿2013¿androidOutputFilename¿¿¿{"start":{"line":107,"column":49},"end":{"line":107,"column":70},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1637¿VariableDeclarator¿¿2013¿fileName¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":71},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1638¿CallExpression¿¿2013¿¿¿¿{"start":{"line":107,"column":19},"end":{"line":107,"column":71},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1639¿MemberExpression¿¿2013¿¿¿¿{"start":{"line":107,"column":19},"end":{"line":107,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1640¿Identifier¿¿2013¿path¿¿¿{"start":{"line":107,"column":19},"end":{"line":107,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1641¿Identifier¿¿2013¿join¿¿¿{"start":{"line":107,"column":24},"end":{"line":107,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1642¿Identifier¿¿2013¿baseFolder¿¿¿{"start":{"line":107,"column":29},"end":{"line":107,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1643¿Identifier¿¿2013¿v167¿¿¿¿¿Identifier
1644¿VariableDeclarator¿¿2013¿v168¿¿¿{"start":{"line":110,"column":19},"end":{"line":110,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1645¿MemberExpression¿¿2013¿¿¿¿{"start":{"line":110,"column":19},"end":{"line":110,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1646¿Identifier¿¿2013¿options¿¿¿{"start":{"line":110,"column":19},"end":{"line":110,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1647¿Identifier¿¿2013¿originalIconFilename¿¿¿{"start":{"line":110,"column":27},"end":{"line":110,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1648¿VariableDeclarator¿¿2013¿v169¿¿¿{"start":{"line":109,"column":6},"end":{"line":113,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1649¿ObjectExpression¿¿2013¿¿¿¿{"start":{"line":109,"column":6},"end":{"line":113,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ObjectExpression
1650¿Property¿¿2013¿¿¿¿{"start":{"line":110,"column":8},"end":{"line":110,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Property
1651¿Identifier¿¿2013¿inputFile¿¿¿{"start":{"line":110,"column":8},"end":{"line":110,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1652¿Identifier¿¿2013¿v168¿¿¿¿¿Identifier
1653¿Property¿¿2013¿¿¿¿{"start":{"line":111,"column":8},"end":{"line":111,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Property
1654¿Identifier¿¿2013¿size¿¿¿{"start":{"line":111,"column":8},"end":{"line":111,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1655¿Identifier¿¿2013¿size¿¿¿{"start":{"line":111,"column":14},"end":{"line":111,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1656¿Property¿¿2013¿¿¿¿{"start":{"line":112,"column":8},"end":{"line":112,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Property
1657¿Identifier¿¿2013¿outputFile¿¿¿{"start":{"line":112,"column":8},"end":{"line":112,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1658¿Identifier¿¿2013¿fileName¿¿¿{"start":{"line":112,"column":20},"end":{"line":112,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1659¿VariableDeclarator¿¿2013¿v171¿¿¿{"start":{"line":114,"column":6},"end":{"line":116,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1660¿FunctionExpression¿¿2013¿anon¿¿¿{"start":{"line":114,"column":6},"end":{"line":116,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿FunctionExpression
1661¿Identifier¿¿0¿err¿¿¿{"start":{"line":114,"column":16},"end":{"line":114,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1662¿VariableDeclarator¿¿2018¿v170¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1663¿CallExpression¿¿2018¿¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1664¿Identifier¿¿2018¿done¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1665¿Identifier¿¿2018¿err¿¿¿{"start":{"line":115,"column":13},"end":{"line":115,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1666¿ExpressionStatement¿¿2018¿¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1667¿Identifier¿¿2018¿v170¿¿¿¿¿Identifier
1668¿BlockStatement¿¿2018¿¿¿¿{"start":{"line":114,"column":21},"end":{"line":116,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1669¿VariableDeclarator¿¿2013¿v172¿¿¿{"start":{"line":108,"column":4},"end":{"line":117,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1670¿CallExpression¿¿2013¿¿¿¿{"start":{"line":108,"column":4},"end":{"line":117,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1671¿Identifier¿¿2013¿executeResize¿¿¿{"start":{"line":108,"column":4},"end":{"line":108,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1672¿Identifier¿¿2013¿v169¿¿¿¿¿Identifier
1673¿Identifier¿¿2013¿v171¿¿¿¿¿Identifier
1674¿ExpressionStatement¿¿2013¿¿¿¿{"start":{"line":108,"column":4},"end":{"line":117,"column":6},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1675¿Identifier¿¿2013¿v172¿¿¿¿¿Identifier
1676¿BlockStatement¿¿2013¿¿¿¿{"start":{"line":93,"column":36},"end":{"line":118,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1677¿VariableDeclarator¿¿2011¿v174¿¿¿{"start":{"line":123,"column":4},"end":{"line":125,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1678¿FunctionExpression¿¿2011¿anon¿¿¿{"start":{"line":123,"column":4},"end":{"line":125,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿FunctionExpression
1679¿Identifier¿¿0¿err¿¿¿{"start":{"line":123,"column":14},"end":{"line":123,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1680¿VariableDeclarator¿¿2020¿v173¿¿¿{"start":{"line":124,"column":6},"end":{"line":124,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1681¿CallExpression¿¿2020¿¿¿¿{"start":{"line":124,"column":6},"end":{"line":124,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1682¿Identifier¿¿2020¿callback¿¿¿{"start":{"line":124,"column":6},"end":{"line":124,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1683¿Identifier¿¿2020¿err¿¿¿{"start":{"line":124,"column":15},"end":{"line":124,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1684¿ExpressionStatement¿¿2020¿¿¿¿{"start":{"line":124,"column":6},"end":{"line":124,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1685¿Identifier¿¿2020¿v173¿¿¿¿¿Identifier
1686¿BlockStatement¿¿2020¿¿¿¿{"start":{"line":123,"column":19},"end":{"line":125,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1687¿VariableDeclarator¿¿2011¿v175¿¿¿{"start":{"line":120,"column":2},"end":{"line":126,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1688¿CallExpression¿¿2011¿¿¿¿{"start":{"line":120,"column":2},"end":{"line":126,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1689¿MemberExpression¿¿2011¿¿¿¿{"start":{"line":120,"column":2},"end":{"line":120,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1690¿Identifier¿¿2011¿async¿¿¿{"start":{"line":120,"column":2},"end":{"line":120,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1691¿Identifier¿¿2011¿each¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1692¿Identifier¿¿2011¿images¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":10},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1693¿Identifier¿¿2011¿handleImage¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1694¿Identifier¿¿2011¿v174¿¿¿¿¿Identifier
1695¿ExpressionStatement¿¿2011¿¿¿¿{"start":{"line":120,"column":2},"end":{"line":126,"column":4},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1696¿Identifier¿¿2011¿v175¿¿¿¿¿Identifier
1697¿BlockStatement¿¿2011¿¿¿¿{"start":{"line":90,"column":43},"end":{"line":127,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1698¿VariableDeclarator¿¿1991¿platformConverters¿¿¿{"start":{"line":129,"column":4},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1699¿ObjectExpression¿¿1991¿¿¿¿¿¿ObjectExpression
1700¿ExpressionStatement¿¿1991¿¿¿¿{"start":{"line":129,"column":4},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1701¿AssignmentExpression¿=¿1991¿¿¿¿{"start":{"line":129,"column":4},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1702¿MemberExpression¿computed¿1991¿¿¿¿{"start":{"line":129,"column":4},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1703¿Identifier¿¿1991¿platformConverters¿¿¿{"start":{"line":129,"column":4},"end":{"line":129,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1704¿Literal¿string¿1991¿¿'android'¿¿{"start":{"line":130,"column":2},"end":{"line":130,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Literal
1705¿Identifier¿¿1991¿convertAndroid¿¿¿{"start":{"line":130,"column":13},"end":{"line":130,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1706¿ExpressionStatement¿¿1991¿¿¿¿{"start":{"line":129,"column":4},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1707¿AssignmentExpression¿=¿1991¿¿¿¿{"start":{"line":129,"column":4},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1708¿MemberExpression¿computed¿1991¿¿¿¿{"start":{"line":129,"column":4},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1709¿Identifier¿¿1991¿platformConverters¿¿¿{"start":{"line":129,"column":4},"end":{"line":129,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1710¿Literal¿string¿1991¿¿'ios'¿¿{"start":{"line":131,"column":2},"end":{"line":131,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Literal
1711¿Identifier¿¿1991¿convertiOS¿¿¿{"start":{"line":131,"column":9},"end":{"line":131,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1712¿VariableDeclarator¿exported¿1991¿resize¿¿¿{"start":{"line":147,"column":4},"end":{"line":174,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1713¿FunctionExpression¿¿1991¿anon¿¿¿{"start":{"line":147,"column":13},"end":{"line":174,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿FunctionExpression
1714¿Identifier¿¿0¿options¿¿¿{"start":{"line":147,"column":23},"end":{"line":147,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1715¿Identifier¿¿0¿callback¿¿¿{"start":{"line":147,"column":32},"end":{"line":147,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1716¿VariableDeclarator¿¿2022¿v176¿¿¿{"start":{"line":148,"column":23},"end":{"line":148,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1717¿ObjectExpression¿¿2022¿¿¿¿{"start":{"line":148,"column":23},"end":{"line":148,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ObjectExpression
1718¿ExpressionStatement¿¿2022¿¿¿¿{"start":{"line":148,"column":2},"end":{"line":148,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1719¿AssignmentExpression¿=¿2022¿¿¿¿{"start":{"line":148,"column":2},"end":{"line":148,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1720¿Identifier¿¿2022¿options¿¿¿{"start":{"line":148,"column":2},"end":{"line":148,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1721¿LogicalExpression¿||¿2022¿¿¿¿{"start":{"line":148,"column":12},"end":{"line":148,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿LogicalExpression
1722¿Identifier¿¿2022¿options¿¿¿{"start":{"line":148,"column":12},"end":{"line":148,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1723¿Identifier¿¿2022¿v176¿¿¿¿¿Identifier
1724¿VariableDeclarator¿¿2022¿v177¿¿¿{"start":{"line":150,"column":29},"end":{"line":150,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1725¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":150,"column":29},"end":{"line":150,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1726¿Identifier¿¿2022¿options¿¿¿{"start":{"line":150,"column":29},"end":{"line":150,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1727¿Identifier¿¿2022¿platformsToBuild¿¿¿{"start":{"line":150,"column":37},"end":{"line":150,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1728¿VariableDeclarator¿¿2022¿v178¿¿¿{"start":{"line":150,"column":57},"end":{"line":150,"column":84},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1729¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":150,"column":57},"end":{"line":150,"column":84},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1730¿Identifier¿¿2022¿defaults¿¿¿{"start":{"line":150,"column":57},"end":{"line":150,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1731¿Identifier¿¿2022¿PLATFORMS_TO_BUILD¿¿¿{"start":{"line":150,"column":66},"end":{"line":150,"column":84},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1732¿ExpressionStatement¿¿2022¿¿¿¿{"start":{"line":150,"column":2},"end":{"line":150,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1733¿AssignmentExpression¿=¿2022¿¿¿¿{"start":{"line":150,"column":2},"end":{"line":150,"column":84},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1734¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":150,"column":2},"end":{"line":150,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1735¿Identifier¿¿2022¿options¿¿¿{"start":{"line":150,"column":2},"end":{"line":150,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1736¿Identifier¿¿2022¿platformsToBuild¿¿¿{"start":{"line":150,"column":10},"end":{"line":150,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1737¿LogicalExpression¿||¿2022¿¿¿¿{"start":{"line":150,"column":29},"end":{"line":150,"column":84},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿LogicalExpression
1738¿Identifier¿¿2022¿v177¿¿¿¿¿Identifier
1739¿Identifier¿¿2022¿v178¿¿¿¿¿Identifier
1740¿VariableDeclarator¿¿2022¿v179¿¿¿{"start":{"line":151,"column":33},"end":{"line":151,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1741¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":151,"column":33},"end":{"line":151,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1742¿Identifier¿¿2022¿options¿¿¿{"start":{"line":151,"column":33},"end":{"line":151,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1743¿Identifier¿¿2022¿originalIconFilename¿¿¿{"start":{"line":151,"column":41},"end":{"line":151,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1744¿VariableDeclarator¿¿2022¿v180¿¿¿{"start":{"line":151,"column":65},"end":{"line":151,"column":97},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1745¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":151,"column":65},"end":{"line":151,"column":97},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1746¿Identifier¿¿2022¿defaults¿¿¿{"start":{"line":151,"column":65},"end":{"line":151,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1747¿Identifier¿¿2022¿ORIGINAL_ICON_FILE_NAME¿¿¿{"start":{"line":151,"column":74},"end":{"line":151,"column":97},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1748¿ExpressionStatement¿¿2022¿¿¿¿{"start":{"line":151,"column":2},"end":{"line":151,"column":98},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
