Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2986¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":780,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Program
4862¿Identifier¿¿5413¿uri¿¿¿{"start":{"line":688,"column":8},"end":{"line":688,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4863¿Identifier¿¿5413¿pathname¿¿¿{"start":{"line":688,"column":12},"end":{"line":688,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4864¿VariableDeclarator¿¿5413¿v601¿¿¿{"start":{"line":690,"column":8},"end":{"line":690,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4865¿BinaryExpression¿==¿5413¿¿¿¿{"start":{"line":690,"column":8},"end":{"line":690,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BinaryExpression
4866¿Identifier¿¿5413¿uri¿¿¿{"start":{"line":690,"column":8},"end":{"line":690,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4867¿Literal¿string¿5413¿¿'/'¿¿{"start":{"line":690,"column":13},"end":{"line":690,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
4868¿IfStatement¿¿5413¿¿¿¿{"start":{"line":690,"column":4},"end":{"line":692,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿IfStatement
4869¿Identifier¿¿5413¿v601¿¿¿¿¿Identifier
4870¿VariableDeclarator¿¿5413¿v602¿¿¿{"start":{"line":691,"column":16},"end":{"line":691,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4871¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":691,"column":16},"end":{"line":691,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4872¿ThisExpression¿¿5413¿¿¿¿{"start":{"line":691,"column":16},"end":{"line":691,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
4873¿Identifier¿¿5413¿config¿¿¿{"start":{"line":691,"column":21},"end":{"line":691,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4874¿VariableDeclarator¿¿5413¿v603¿¿¿{"start":{"line":691,"column":16},"end":{"line":691,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4875¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":691,"column":16},"end":{"line":691,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4876¿Identifier¿¿5413¿v602¿¿¿¿¿Identifier
4877¿Identifier¿¿5413¿server¿¿¿{"start":{"line":691,"column":28},"end":{"line":691,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4878¿VariableDeclarator¿¿5413¿v604¿¿¿{"start":{"line":691,"column":16},"end":{"line":691,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4879¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":691,"column":16},"end":{"line":691,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4880¿Identifier¿¿5413¿v603¿¿¿¿¿Identifier
4881¿Identifier¿¿5413¿index¿¿¿{"start":{"line":691,"column":35},"end":{"line":691,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4882¿ExpressionStatement¿¿5413¿¿¿¿{"start":{"line":691,"column":8},"end":{"line":691,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
4883¿AssignmentExpression¿=¿5413¿¿¿¿{"start":{"line":691,"column":8},"end":{"line":691,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿AssignmentExpression
4884¿Identifier¿¿5413¿uri¿¿¿{"start":{"line":691,"column":8},"end":{"line":691,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4885¿TemplateLiteral¿¿5413¿¿¿¿{"start":{"line":691,"column":12},"end":{"line":691,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿TemplateLiteral
4886¿Identifier¿¿5413¿v604¿¿¿¿¿Identifier
4887¿BlockStatement¿¿5413¿¿¿¿{"start":{"line":690,"column":17},"end":{"line":692,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
4888¿VariableDeclarator¿¿5413¿hostname¿¿¿{"start":{"line":694,"column":8},"end":{"line":694,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4889¿ArrayExpression¿¿5413¿¿¿¿{"start":{"line":694,"column":18},"end":{"line":694,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ArrayExpression
4890¿VariableDeclarator¿¿5413¿v605¿¿¿{"start":{"line":696,"column":8},"end":{"line":696,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4891¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":696,"column":8},"end":{"line":696,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4892¿Identifier¿¿5413¿request¿¿¿{"start":{"line":696,"column":8},"end":{"line":696,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4893¿Identifier¿¿5413¿headers¿¿¿{"start":{"line":696,"column":16},"end":{"line":696,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4894¿VariableDeclarator¿¿5413¿v606¿¿¿{"start":{"line":696,"column":8},"end":{"line":696,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4895¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":696,"column":8},"end":{"line":696,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4896¿Identifier¿¿5413¿v605¿¿¿¿¿Identifier
4897¿Identifier¿¿5413¿host¿¿¿{"start":{"line":696,"column":24},"end":{"line":696,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4898¿VariableDeclarator¿¿5413¿v607¿¿¿{"start":{"line":696,"column":8},"end":{"line":696,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4899¿BinaryExpression¿!==¿5413¿¿¿¿{"start":{"line":696,"column":8},"end":{"line":696,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BinaryExpression
4900¿Identifier¿¿5413¿v606¿¿¿¿¿Identifier
4901¿Identifier¿¿5413¿undefined¿¿¿{"start":{"line":696,"column":33},"end":{"line":696,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4902¿IfStatement¿¿5413¿¿¿¿{"start":{"line":696,"column":4},"end":{"line":698,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿IfStatement
4903¿Identifier¿¿5413¿v607¿¿¿¿¿Identifier
4904¿VariableDeclarator¿¿5413¿v608¿¿¿{"start":{"line":697,"column":19},"end":{"line":697,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4905¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":697,"column":19},"end":{"line":697,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4906¿Identifier¿¿5413¿request¿¿¿{"start":{"line":697,"column":19},"end":{"line":697,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4907¿Identifier¿¿5413¿headers¿¿¿{"start":{"line":697,"column":27},"end":{"line":697,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4908¿VariableDeclarator¿¿5413¿v609¿¿¿{"start":{"line":697,"column":19},"end":{"line":697,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4909¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":697,"column":19},"end":{"line":697,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4910¿Identifier¿¿5413¿v608¿¿¿¿¿Identifier
4911¿Identifier¿¿5413¿host¿¿¿{"start":{"line":697,"column":35},"end":{"line":697,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4912¿ExpressionStatement¿¿5413¿¿¿¿{"start":{"line":697,"column":8},"end":{"line":697,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
4913¿AssignmentExpression¿=¿5413¿¿¿¿{"start":{"line":697,"column":8},"end":{"line":697,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿AssignmentExpression
4914¿Identifier¿¿5413¿hostname¿¿¿{"start":{"line":697,"column":8},"end":{"line":697,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4915¿CallExpression¿¿5413¿¿¿¿{"start":{"line":697,"column":19},"end":{"line":697,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
4916¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":697,"column":19},"end":{"line":697,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4917¿Identifier¿¿5413¿v609¿¿¿¿¿Identifier
4918¿Identifier¿¿5413¿split¿¿¿{"start":{"line":697,"column":40},"end":{"line":697,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4919¿Literal¿string¿5413¿¿':'¿¿{"start":{"line":697,"column":46},"end":{"line":697,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
4920¿BlockStatement¿¿5413¿¿¿¿{"start":{"line":696,"column":43},"end":{"line":698,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
4921¿VariableDeclarator¿¿5413¿v610¿¿¿{"start":{"line":700,"column":15},"end":{"line":700,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4922¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":700,"column":15},"end":{"line":700,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4923¿ThisExpression¿¿5413¿¿¿¿{"start":{"line":700,"column":15},"end":{"line":700,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
4924¿Identifier¿¿5413¿config¿¿¿{"start":{"line":700,"column":20},"end":{"line":700,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4925¿VariableDeclarator¿¿5413¿root¿¿¿{"start":{"line":700,"column":8},"end":{"line":700,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4926¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":700,"column":15},"end":{"line":700,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4927¿Identifier¿¿5413¿v610¿¿¿¿¿Identifier
4928¿Identifier¿¿5413¿root¿¿¿{"start":{"line":700,"column":27},"end":{"line":700,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4929¿VariableDeclarator¿¿5413¿v611¿¿¿{"start":{"line":702,"column":7},"end":{"line":702,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4930¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":702,"column":7},"end":{"line":702,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4931¿ThisExpression¿¿5413¿¿¿¿{"start":{"line":702,"column":7},"end":{"line":702,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
4932¿Identifier¿¿5413¿config¿¿¿{"start":{"line":702,"column":12},"end":{"line":702,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4933¿VariableDeclarator¿¿5413¿v612¿¿¿{"start":{"line":702,"column":7},"end":{"line":702,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4934¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":702,"column":7},"end":{"line":702,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4935¿Identifier¿¿5413¿v611¿¿¿¿¿Identifier
4936¿Identifier¿¿5413¿verbose¿¿¿{"start":{"line":702,"column":19},"end":{"line":702,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4937¿IfStatement¿¿5413¿¿¿¿{"start":{"line":702,"column":4},"end":{"line":708,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿IfStatement
4938¿Identifier¿¿5413¿v612¿¿¿¿¿Identifier
4939¿VariableDeclarator¿¿5413¿v613¿¿¿{"start":{"line":703,"column":23},"end":{"line":703,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4940¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":703,"column":23},"end":{"line":703,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4941¿ThisExpression¿¿5413¿¿¿¿{"start":{"line":703,"column":23},"end":{"line":703,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
4942¿Identifier¿¿5413¿config¿¿¿{"start":{"line":703,"column":28},"end":{"line":703,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4943¿VariableDeclarator¿¿5413¿v614¿¿¿{"start":{"line":703,"column":23},"end":{"line":703,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4944¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":703,"column":23},"end":{"line":703,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4945¿Identifier¿¿5413¿v613¿¿¿¿¿Identifier
4946¿Identifier¿¿5413¿logID¿¿¿{"start":{"line":703,"column":35},"end":{"line":703,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4947¿VariableDeclarator¿¿5413¿v615¿¿¿{"start":{"line":703,"column":20},"end":{"line":703,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4948¿TemplateLiteral¿¿5413¿¿¿¿{"start":{"line":703,"column":20},"end":{"line":703,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿TemplateLiteral
4949¿Identifier¿¿5413¿v614¿¿¿¿¿Identifier
4950¿VariableDeclarator¿¿5413¿v616¿¿¿{"start":{"line":704,"column":12},"end":{"line":704,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4951¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":704,"column":12},"end":{"line":704,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4952¿Identifier¿¿5413¿request¿¿¿{"start":{"line":704,"column":12},"end":{"line":704,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4953¿Identifier¿¿5413¿headers¿¿¿{"start":{"line":704,"column":20},"end":{"line":704,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4954¿VariableDeclarator¿¿5413¿v617¿¿¿{"start":{"line":703,"column":8},"end":{"line":707,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4955¿CallExpression¿¿5413¿¿¿¿{"start":{"line":703,"column":8},"end":{"line":707,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
4956¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":703,"column":8},"end":{"line":703,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4957¿Identifier¿¿5413¿console¿¿¿{"start":{"line":703,"column":8},"end":{"line":703,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4958¿Identifier¿¿5413¿log¿¿¿{"start":{"line":703,"column":16},"end":{"line":703,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4959¿Identifier¿¿5413¿v615¿¿¿¿¿Identifier
4960¿Identifier¿¿5413¿v616¿¿¿¿¿Identifier
4961¿Literal¿string¿5413¿¿'\n'¿¿{"start":{"line":704,"column":28},"end":{"line":704,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
4962¿Identifier¿¿5413¿uri¿¿¿{"start":{"line":705,"column":12},"end":{"line":705,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4963¿Literal¿string¿5413¿¿'\n\n'¿¿{"start":{"line":705,"column":16},"end":{"line":705,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
4964¿Identifier¿¿5413¿hostname¿¿¿{"start":{"line":706,"column":12},"end":{"line":706,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4965¿Literal¿string¿5413¿¿'\n\n'¿¿{"start":{"line":706,"column":21},"end":{"line":706,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
4966¿ExpressionStatement¿¿5413¿¿¿¿{"start":{"line":703,"column":8},"end":{"line":707,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
4967¿Identifier¿¿5413¿v617¿¿¿¿¿Identifier
4968¿BlockStatement¿¿5413¿¿¿¿{"start":{"line":702,"column":27},"end":{"line":708,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
4969¿VariableDeclarator¿¿5413¿v618¿¿¿{"start":{"line":710,"column":7},"end":{"line":710,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4970¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":710,"column":7},"end":{"line":710,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4971¿ThisExpression¿¿5413¿¿¿¿{"start":{"line":710,"column":7},"end":{"line":710,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
4972¿Identifier¿¿5413¿config¿¿¿{"start":{"line":710,"column":12},"end":{"line":710,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4973¿VariableDeclarator¿¿5413¿v619¿¿¿{"start":{"line":710,"column":7},"end":{"line":710,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4974¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":710,"column":7},"end":{"line":710,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4975¿Identifier¿¿5413¿v618¿¿¿¿¿Identifier
4976¿Identifier¿¿5413¿domain¿¿¿{"start":{"line":710,"column":19},"end":{"line":710,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4977¿VariableDeclarator¿¿5413¿v620¿¿¿{"start":{"line":710,"column":7},"end":{"line":710,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4978¿BinaryExpression¿!=¿5413¿¿¿¿{"start":{"line":710,"column":7},"end":{"line":710,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BinaryExpression
4979¿Identifier¿¿5413¿v619¿¿¿¿¿Identifier
4980¿Literal¿string¿5413¿¿'0.0.0.0'¿¿{"start":{"line":710,"column":27},"end":{"line":710,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
4981¿VariableDeclarator¿¿5413¿v621¿¿¿{"start":{"line":710,"column":40},"end":{"line":710,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4982¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":710,"column":40},"end":{"line":710,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4983¿Identifier¿¿5413¿hostname¿¿¿{"start":{"line":710,"column":40},"end":{"line":710,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4984¿Identifier¿¿5413¿length¿¿¿{"start":{"line":710,"column":49},"end":{"line":710,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4985¿VariableDeclarator¿¿5413¿v622¿¿¿{"start":{"line":710,"column":40},"end":{"line":710,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4986¿BinaryExpression¿>¿5413¿¿¿¿{"start":{"line":710,"column":40},"end":{"line":710,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BinaryExpression
4987¿Identifier¿¿5413¿v621¿¿¿¿¿Identifier
4988¿Literal¿number¿5413¿¿0¿¿{"start":{"line":710,"column":58},"end":{"line":710,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
4989¿VariableDeclarator¿¿5413¿v623¿¿¿{"start":{"line":710,"column":7},"end":{"line":710,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4990¿LogicalExpression¿&&¿5413¿¿¿¿{"start":{"line":710,"column":7},"end":{"line":710,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿LogicalExpression
4991¿Identifier¿¿5413¿v620¿¿¿¿¿Identifier
4992¿Identifier¿¿5413¿v622¿¿¿¿¿Identifier
4993¿VariableDeclarator¿¿5413¿v624¿¿¿{"start":{"line":710,"column":63},"end":{"line":710,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4994¿MemberExpression¿computed¿5413¿¿¿¿{"start":{"line":710,"column":63},"end":{"line":710,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4995¿Identifier¿¿5413¿hostname¿¿¿{"start":{"line":710,"column":63},"end":{"line":710,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
4996¿Literal¿number¿5413¿¿0¿¿{"start":{"line":710,"column":72},"end":{"line":710,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
4997¿VariableDeclarator¿¿5413¿v625¿¿¿{"start":{"line":710,"column":76},"end":{"line":710,"column":87},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
4998¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":710,"column":76},"end":{"line":710,"column":87},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
4999¿ThisExpression¿¿5413¿¿¿¿{"start":{"line":710,"column":76},"end":{"line":710,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
5000¿Identifier¿¿5413¿config¿¿¿{"start":{"line":710,"column":81},"end":{"line":710,"column":87},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
5001¿VariableDeclarator¿¿5413¿v626¿¿¿{"start":{"line":710,"column":76},"end":{"line":710,"column":94},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
5002¿MemberExpression¿¿5413¿¿¿¿{"start":{"line":710,"column":76},"end":{"line":710,"column":94},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
5003¿Identifier¿¿5413¿v625¿¿¿¿¿Identifier
