Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
942¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":134,"column":237},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Program
1336¿VariableDeclarator¿¿1651¿v129¿¿¿{"start":{"line":99,"column":36},"end":{"line":99,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1337¿MemberExpression¿¿1651¿¿¿¿{"start":{"line":99,"column":36},"end":{"line":99,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1338¿Identifier¿¿1651¿v128¿¿¿¿¿Identifier
1339¿Identifier¿¿1651¿near¿¿¿{"start":{"line":99,"column":51},"end":{"line":99,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1340¿VariableDeclarator¿¿1651¿v130¿¿¿{"start":{"line":99,"column":8},"end":{"line":99,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1341¿LogicalExpression¿&&¿1651¿¿¿¿{"start":{"line":99,"column":8},"end":{"line":99,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿LogicalExpression
1342¿Identifier¿¿1651¿v127¿¿¿¿¿Identifier
1343¿Identifier¿¿1651¿v129¿¿¿¿¿Identifier
1344¿IfStatement¿¿1651¿¿¿¿{"start":{"line":99,"column":4},"end":{"line":103,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿IfStatement
1345¿Identifier¿¿1651¿v130¿¿¿¿¿Identifier
1346¿VariableDeclarator¿¿1651¿v131¿¿¿{"start":{"line":100,"column":34},"end":{"line":100,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1347¿MemberExpression¿¿1651¿¿¿¿{"start":{"line":100,"column":34},"end":{"line":100,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1348¿Identifier¿¿1651¿_querymenSchema2¿¿¿{"start":{"line":100,"column":34},"end":{"line":100,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1349¿Identifier¿¿1651¿default¿¿¿{"start":{"line":100,"column":51},"end":{"line":100,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1350¿VariableDeclarator¿¿1651¿v132¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1351¿BinaryExpression¿instanceof¿1651¿¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BinaryExpression
1352¿Identifier¿¿1651¿schema¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1353¿Identifier¿¿1651¿v131¿¿¿¿¿Identifier
1354¿VariableDeclarator¿¿1651¿v133¿¿¿{"start":{"line":100,"column":61},"end":{"line":100,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1355¿MemberExpression¿¿1651¿¿¿¿{"start":{"line":100,"column":61},"end":{"line":100,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1356¿Identifier¿¿1651¿_lodash2¿¿¿{"start":{"line":100,"column":61},"end":{"line":100,"column":69},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1357¿Identifier¿¿1651¿default¿¿¿{"start":{"line":100,"column":70},"end":{"line":100,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1358¿VariableDeclarator¿¿1651¿v134¿¿¿{"start":{"line":100,"column":61},"end":{"line":100,"column":91},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1359¿CallExpression¿¿1651¿¿¿¿{"start":{"line":100,"column":61},"end":{"line":100,"column":91},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1360¿MemberExpression¿¿1651¿¿¿¿{"start":{"line":100,"column":61},"end":{"line":100,"column":83},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1361¿Identifier¿¿1651¿v133¿¿¿¿¿Identifier
1362¿Identifier¿¿1651¿clone¿¿¿{"start":{"line":100,"column":78},"end":{"line":100,"column":83},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1363¿Identifier¿¿1651¿schema¿¿¿{"start":{"line":100,"column":84},"end":{"line":100,"column":90},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1364¿VariableDeclarator¿¿1651¿v135¿¿¿{"start":{"line":100,"column":94},"end":{"line":100,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1365¿NewExpression¿¿1651¿¿¿¿{"start":{"line":100,"column":94},"end":{"line":100,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿NewExpression
1366¿MemberExpression¿¿1651¿¿¿¿{"start":{"line":100,"column":98},"end":{"line":100,"column":122},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1367¿Identifier¿¿1651¿_querymenSchema2¿¿¿{"start":{"line":100,"column":98},"end":{"line":100,"column":114},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1368¿Identifier¿¿1651¿default¿¿¿{"start":{"line":100,"column":115},"end":{"line":100,"column":122},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1369¿Identifier¿¿1651¿schema¿¿¿{"start":{"line":100,"column":123},"end":{"line":100,"column":129},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1370¿Identifier¿¿1651¿options¿¿¿{"start":{"line":100,"column":131},"end":{"line":100,"column":138},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1371¿IfStatement¿¿1651¿¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿IfStatement
1372¿Identifier¿¿1651¿v132¿¿¿¿¿Identifier
1373¿ExpressionStatement¿¿1651¿¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1374¿AssignmentExpression¿=¿1651¿¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1375¿Identifier¿¿1651¿_schema¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1376¿Identifier¿¿1651¿v134¿¿¿¿¿Identifier
1377¿BlockStatement¿¿1651¿¿¿¿¿¿BlockStatement
1378¿ExpressionStatement¿¿1651¿¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1379¿AssignmentExpression¿=¿1651¿¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":139},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1380¿Identifier¿¿1651¿_schema¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1381¿Identifier¿¿1651¿v135¿¿¿¿¿Identifier
1382¿BlockStatement¿¿1651¿¿¿¿¿¿BlockStatement
1383¿BlockStatement¿¿1651¿¿¿¿{"start":{"line":99,"column":57},"end":{"line":101,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1384¿VariableDeclarator¿¿1651¿v136¿¿¿{"start":{"line":102,"column":34},"end":{"line":102,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1385¿MemberExpression¿¿1651¿¿¿¿{"start":{"line":102,"column":34},"end":{"line":102,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1386¿Identifier¿¿1651¿_querymenSchema2¿¿¿{"start":{"line":102,"column":34},"end":{"line":102,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1387¿Identifier¿¿1651¿default¿¿¿{"start":{"line":102,"column":51},"end":{"line":102,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1388¿VariableDeclarator¿¿1651¿v137¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1389¿BinaryExpression¿instanceof¿1651¿¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BinaryExpression
1390¿Identifier¿¿1651¿schema¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1391¿Identifier¿¿1651¿v136¿¿¿¿¿Identifier
1392¿VariableDeclarator¿¿1651¿v138¿¿¿{"start":{"line":102,"column":61},"end":{"line":102,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1393¿MemberExpression¿¿1651¿¿¿¿{"start":{"line":102,"column":61},"end":{"line":102,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1394¿Identifier¿¿1651¿_lodash2¿¿¿{"start":{"line":102,"column":61},"end":{"line":102,"column":69},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1395¿Identifier¿¿1651¿default¿¿¿{"start":{"line":102,"column":70},"end":{"line":102,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1396¿VariableDeclarator¿¿1651¿v139¿¿¿{"start":{"line":102,"column":61},"end":{"line":102,"column":95},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1397¿CallExpression¿¿1651¿¿¿¿{"start":{"line":102,"column":61},"end":{"line":102,"column":95},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1398¿MemberExpression¿¿1651¿¿¿¿{"start":{"line":102,"column":61},"end":{"line":102,"column":87},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1399¿Identifier¿¿1651¿v138¿¿¿¿¿Identifier
1400¿Identifier¿¿1651¿cloneDeep¿¿¿{"start":{"line":102,"column":78},"end":{"line":102,"column":87},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1401¿Identifier¿¿1651¿schema¿¿¿{"start":{"line":102,"column":88},"end":{"line":102,"column":94},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1402¿VariableDeclarator¿¿1651¿v140¿¿¿{"start":{"line":102,"column":98},"end":{"line":102,"column":143},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1403¿NewExpression¿¿1651¿¿¿¿{"start":{"line":102,"column":98},"end":{"line":102,"column":143},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿NewExpression
1404¿MemberExpression¿¿1651¿¿¿¿{"start":{"line":102,"column":102},"end":{"line":102,"column":126},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1405¿Identifier¿¿1651¿_querymenSchema2¿¿¿{"start":{"line":102,"column":102},"end":{"line":102,"column":118},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1406¿Identifier¿¿1651¿default¿¿¿{"start":{"line":102,"column":119},"end":{"line":102,"column":126},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1407¿Identifier¿¿1651¿schema¿¿¿{"start":{"line":102,"column":127},"end":{"line":102,"column":133},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1408¿Identifier¿¿1651¿options¿¿¿{"start":{"line":102,"column":135},"end":{"line":102,"column":142},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1409¿IfStatement¿¿1651¿¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":143},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿IfStatement
1410¿Identifier¿¿1651¿v137¿¿¿¿¿Identifier
1411¿ExpressionStatement¿¿1651¿¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":143},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1412¿AssignmentExpression¿=¿1651¿¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":143},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1413¿Identifier¿¿1651¿_schema¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1414¿Identifier¿¿1651¿v139¿¿¿¿¿Identifier
1415¿BlockStatement¿¿1651¿¿¿¿¿¿BlockStatement
1416¿ExpressionStatement¿¿1651¿¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":143},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1417¿AssignmentExpression¿=¿1651¿¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":143},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1418¿Identifier¿¿1651¿_schema¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1419¿Identifier¿¿1651¿v140¿¿¿¿¿Identifier
1420¿BlockStatement¿¿1651¿¿¿¿¿¿BlockStatement
1421¿BlockStatement¿¿1651¿¿¿¿{"start":{"line":101,"column":11},"end":{"line":103,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1422¿VariableDeclarator¿¿1651¿v141¿¿¿{"start":{"line":105,"column":21},"end":{"line":105,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1423¿MemberExpression¿¿1651¿¿¿¿{"start":{"line":105,"column":21},"end":{"line":105,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1424¿Identifier¿¿1651¿req¿¿¿{"start":{"line":105,"column":21},"end":{"line":105,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1425¿Identifier¿¿1651¿query¿¿¿{"start":{"line":105,"column":25},"end":{"line":105,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1426¿VariableDeclarator¿¿1651¿v149¿¿¿{"start":{"line":105,"column":32},"end":{"line":115,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1427¿FunctionExpression¿¿1651¿anon¿¿¿{"start":{"line":105,"column":32},"end":{"line":115,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿FunctionExpression
1428¿Identifier¿¿0¿err¿¿¿{"start":{"line":105,"column":42},"end":{"line":105,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1429¿IfStatement¿¿1656¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":110,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿IfStatement
1430¿Identifier¿¿1656¿err¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1431¿VariableDeclarator¿¿1656¿v142¿¿¿{"start":{"line":107,"column":23},"end":{"line":107,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1432¿ObjectExpression¿¿1656¿¿¿¿¿¿ObjectExpression
1433¿ExpressionStatement¿¿1656¿¿¿¿{"start":{"line":107,"column":23},"end":{"line":107,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1434¿AssignmentExpression¿=¿1656¿¿¿¿{"start":{"line":107,"column":23},"end":{"line":107,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1435¿MemberExpression¿¿1656¿¿¿¿{"start":{"line":107,"column":23},"end":{"line":107,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1436¿Identifier¿¿1656¿v142¿¿¿¿¿Identifier
1437¿Identifier¿¿1656¿error¿¿¿{"start":{"line":107,"column":25},"end":{"line":107,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1438¿Identifier¿¿1656¿err¿¿¿{"start":{"line":107,"column":32},"end":{"line":107,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1439¿ExpressionStatement¿¿1656¿¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1440¿AssignmentExpression¿=¿1656¿¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1441¿MemberExpression¿¿1656¿¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1442¿Identifier¿¿1656¿req¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1443¿Identifier¿¿1656¿querymen¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1444¿Identifier¿¿1656¿v142¿¿¿¿¿Identifier
1445¿VariableDeclarator¿¿1656¿v143¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1446¿CallExpression¿¿1656¿¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1447¿MemberExpression¿¿1656¿¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1448¿Identifier¿¿1656¿res¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1449¿Identifier¿¿1656¿status¿¿¿{"start":{"line":108,"column":12},"end":{"line":108,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1450¿Literal¿number¿1656¿¿400¿¿{"start":{"line":108,"column":19},"end":{"line":108,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Literal
1451¿ExpressionStatement¿¿1656¿¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1452¿Identifier¿¿1656¿v143¿¿¿¿¿Identifier
1453¿VariableDeclarator¿¿1656¿v144¿¿¿{"start":{"line":109,"column":20},"end":{"line":109,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1454¿MemberExpression¿¿1656¿¿¿¿{"start":{"line":109,"column":20},"end":{"line":109,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1455¿Identifier¿¿1656¿err¿¿¿{"start":{"line":109,"column":20},"end":{"line":109,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1456¿Identifier¿¿1656¿message¿¿¿{"start":{"line":109,"column":24},"end":{"line":109,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1457¿VariableDeclarator¿¿1656¿v145¿¿¿{"start":{"line":109,"column":15},"end":{"line":109,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1458¿CallExpression¿¿1656¿¿¿¿{"start":{"line":109,"column":15},"end":{"line":109,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1459¿Identifier¿¿1656¿next¿¿¿{"start":{"line":109,"column":15},"end":{"line":109,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1460¿Identifier¿¿1656¿v144¿¿¿¿¿Identifier
1461¿ReturnStatement¿¿1656¿¿¿¿{"start":{"line":109,"column":8},"end":{"line":109,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ReturnStatement
1462¿Identifier¿¿1656¿v145¿¿¿¿¿Identifier
1463¿BlockStatement¿¿1656¿¿¿¿{"start":{"line":106,"column":15},"end":{"line":110,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1464¿VariableDeclarator¿¿1656¿v146¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1465¿CallExpression¿¿1656¿¿¿¿{"start":{"line":112,"column":21},"end":{"line":112,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1466¿MemberExpression¿¿1656¿¿¿¿{"start":{"line":112,"column":21},"end":{"line":112,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1467¿Identifier¿¿1656¿_schema¿¿¿{"start":{"line":112,"column":21},"end":{"line":112,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1468¿Identifier¿¿1656¿parse¿¿¿{"start":{"line":112,"column":29},"end":{"line":112,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1469¿ExpressionStatement¿¿1656¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1470¿AssignmentExpression¿=¿1656¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1471¿MemberExpression¿¿1656¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
