Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
561¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":78,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Program
985¿BlockStatement¿¿1004¿¿¿¿{"start":{"line":73,"column":16},"end":{"line":76,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BlockStatement
986¿Identifier¿¿1004¿err¿¿¿{"start":{"line":73,"column":11},"end":{"line":73,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
987¿BlockStatement¿¿1004¿¿¿¿{"start":{"line":9,"column":15},"end":{"line":77,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BlockStatement
988¿VariableDeclarator¿¿1002¿v154¿¿¿{"start":{"line":7,"column":17},"end":{"line":78,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
989¿ObjectExpression¿¿1002¿¿¿¿¿¿ObjectExpression
990¿ExpressionStatement¿¿1002¿¿¿¿{"start":{"line":7,"column":17},"end":{"line":78,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿ExpressionStatement
991¿AssignmentExpression¿=¿1002¿¿¿¿{"start":{"line":7,"column":17},"end":{"line":78,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿AssignmentExpression
992¿MemberExpression¿¿1002¿¿¿¿{"start":{"line":7,"column":17},"end":{"line":78,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
993¿Identifier¿¿1002¿v154¿¿¿¿¿Identifier
994¿Identifier¿¿1002¿publish¿¿¿{"start":{"line":9,"column":1},"end":{"line":9,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
995¿Identifier¿¿1002¿v153¿¿¿¿¿Identifier
996¿ExpressionStatement¿¿1002¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":78,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿ExpressionStatement
997¿AssignmentExpression¿=¿1002¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":78,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿AssignmentExpression
998¿MemberExpression¿¿1002¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":7,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
999¿Identifier¿¿1002¿module¿¿¿{"start":{"line":7,"column":0},"end":{"line":7,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
1000¿Identifier¿¿1002¿exports¿¿¿{"start":{"line":7,"column":7},"end":{"line":7,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
1001¿Identifier¿¿1002¿v154¿¿¿¿¿Identifier
1002¿CFG_F_START¿¿1002¿__main__¿¿¿¿¿CFG_F_START
1003¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1004¿CFG_F_START¿¿1004¿581_anon¿¿¿¿¿CFG_F_START
1005¿CFG_F_END¿¿0¿581_anon¿¿¿¿¿CFG_F_END
1006¿CFG_IF_END¿¿0¿617¿¿¿¿¿CFG_IF_END
1007¿CFG_IF_END¿¿0¿637¿¿¿¿¿CFG_IF_END
1008¿CFG_IF_END¿¿0¿657¿¿¿¿¿CFG_IF_END
1009¿CFG_IF_END¿¿0¿694¿¿¿¿¿CFG_IF_END
1010¿CFG_IF_END¿¿0¿716¿¿¿¿¿CFG_IF_END
1011¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1012¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1013¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1014¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1015¿CFG_SWITCH_END¿¿0¿¿¿¿¿¿CFG_SWITCH_END
1016¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1017¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1018¿PDG_CALL¿¿1002¿1002.CALL->require-o101¿¿¿¿¿PDG_CALL
1019¿PDG_OBJECT¿¿0¿1002.path-o102¿¿¿¿¿PDG_OBJECT
1020¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1021¿PDG_CALL¿¿1002¿1002.CALL->require-o103¿¿¿¿¿PDG_CALL
1022¿PDG_OBJECT¿¿0¿1002.v78-o104¿¿¿¿¿PDG_OBJECT
1023¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1024¿PDG_OBJECT¿¿0¿1002.v78.execSync-o105¿¿¿¿¿PDG_OBJECT
1025¿PDG_CALL¿¿1002¿1002.CALL->require-o106¿¿¿¿¿PDG_CALL
1026¿PDG_OBJECT¿¿0¿1002.fs-o107¿¿¿¿¿PDG_OBJECT
1027¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1028¿PDG_OBJECT¿¿0¿1004.this-o108¿¿¿¿¿PDG_OBJECT
1029¿PDG_OBJECT¿¿0¿1004.opts-o109¿¿¿¿¿PDG_OBJECT
1030¿PDG_OBJECT¿¿0¿1002.v153-o110¿¿¿¿¿PDG_OBJECT
1031¿PDG_OBJECT¿¿0¿1002.v154-o111¿¿¿¿¿PDG_OBJECT
1032¿PDG_OBJECT¿¿0¿1002.v154-o112¿¿¿¿¿PDG_OBJECT
1033¿PDG_OBJECT¿¿0¿1002.v154.publish-o113¿¿¿¿¿PDG_OBJECT
1034¿PDG_OBJECT¿¿0¿1002.module-o114¿¿¿¿¿PDG_OBJECT
1035¿PDG_OBJECT¿¿0¿1002.module.exports-o115¿¿¿¿¿PDG_OBJECT
1036¿PDG_OBJECT¿¿0¿1004.defaults-o116¿¿¿¿¿PDG_OBJECT
1037¿PDG_OBJECT¿¿0¿1004.defaults-o117¿¿¿¿¿PDG_OBJECT
1038¿PDG_OBJECT¿¿0¿1004.defaults.sqlclPath-o118¿¿¿¿¿PDG_OBJECT
1039¿PDG_OBJECT¿¿0¿1004.defaults-o119¿¿¿¿¿PDG_OBJECT
1040¿PDG_OBJECT¿¿0¿1004.defaults.destination-o120¿¿¿¿¿PDG_OBJECT
1041¿PDG_CALL¿¿1004¿1004.CALL->Object.assign-o121¿¿¿¿¿PDG_CALL
1042¿PDG_OBJECT¿¿0¿1004.opts-o122¿¿¿¿¿PDG_OBJECT
1043¿PDG_OBJECT¿¿0¿1004.opts.connectString-o123¿¿¿¿¿PDG_OBJECT
1044¿PDG_OBJECT¿¿0¿1004.v81-o124¿¿¿¿¿PDG_OBJECT
1045¿PDG_CALL¿¿1004¿1004.CALL->TypeError-o125¿¿¿¿¿PDG_CALL
1046¿PDG_OBJECT¿¿0¿1004.v82-o126¿¿¿¿¿PDG_OBJECT
1047¿PDG_OBJECT¿¿0¿1004.opts.directory-o127¿¿¿¿¿PDG_OBJECT
1048¿PDG_OBJECT¿¿0¿1004.v85-o128¿¿¿¿¿PDG_OBJECT
1049¿PDG_CALL¿¿1004¿1004.CALL->TypeError-o129¿¿¿¿¿PDG_CALL
1050¿PDG_OBJECT¿¿0¿1004.v86-o130¿¿¿¿¿PDG_OBJECT
1051¿PDG_OBJECT¿¿0¿1004.opts.appID-o131¿¿¿¿¿PDG_OBJECT
1052¿PDG_OBJECT¿¿0¿1004.v89-o132¿¿¿¿¿PDG_OBJECT
1053¿PDG_CALL¿¿1004¿1004.CALL->TypeError-o133¿¿¿¿¿PDG_CALL
1054¿PDG_OBJECT¿¿0¿1004.v90-o134¿¿¿¿¿PDG_OBJECT
1055¿PDG_OBJECT¿¿0¿1004.opts.destination-o135¿¿¿¿¿PDG_OBJECT
1056¿PDG_CALL¿¿1004¿1004.CALL->v91.toLowerCase-o136¿¿¿¿¿PDG_CALL
1057¿PDG_OBJECT¿¿0¿1004.v92-o137¿¿¿¿¿PDG_OBJECT
1058¿PDG_OBJECT¿¿0¿1004.v93-o138¿¿¿¿¿PDG_OBJECT
1059¿PDG_OBJECT¿¿0¿1004.opts.pluginName-o139¿¿¿¿¿PDG_OBJECT
1060¿PDG_OBJECT¿¿0¿1004.v96-o140¿¿¿¿¿PDG_OBJECT
1061¿PDG_OBJECT¿¿0¿1004.v97-o141¿¿¿¿¿PDG_OBJECT
1062¿PDG_CALL¿¿1004¿1004.CALL->Error-o142¿¿¿¿¿PDG_CALL
1063¿PDG_OBJECT¿¿0¿1004.v98-o143¿¿¿¿¿PDG_OBJECT
1064¿PDG_CALL¿¿1004¿1004.CALL->fs.existsSync-o144¿¿¿¿¿PDG_CALL
1065¿PDG_OBJECT¿¿0¿1004.v100-o145¿¿¿¿¿PDG_OBJECT
1066¿PDG_CALL¿¿1004¿1004.CALL->Error-o146¿¿¿¿¿PDG_CALL
1067¿PDG_OBJECT¿¿0¿1004.v103-o147¿¿¿¿¿PDG_OBJECT
1068¿PDG_CALL¿¿1004¿1004.CALL->v104.toLowerCase-o148¿¿¿¿¿PDG_CALL
1069¿PDG_OBJECT¿¿0¿1004.v105-o149¿¿¿¿¿PDG_OBJECT
1070¿PDG_OBJECT¿¿0¿1004.v107-o150¿¿¿¿¿PDG_OBJECT
1071¿PDG_CALL¿¿1004¿1004.CALL->console.log-o151¿¿¿¿¿PDG_CALL
1072¿PDG_OBJECT¿¿0¿1004.v108-o152¿¿¿¿¿PDG_OBJECT
1073¿PDG_OBJECT¿¿0¿1004.opts.sqlclPath-o153¿¿¿¿¿PDG_OBJECT
1074¿PDG_OBJECT¿¿0¿1004.v120-o154¿¿¿¿¿PDG_OBJECT
1075¿PDG_OBJECT¿¿0¿1004.v121-o155¿¿¿¿¿PDG_OBJECT
1076¿PDG_OBJECT¿¿0¿1004.v122-o156¿¿¿¿¿PDG_OBJECT
1077¿PDG_OBJECT¿¿0¿1004.v124-o157¿¿¿¿¿PDG_OBJECT
1078¿PDG_OBJECT¿¿0¿1004.v125-o158¿¿¿¿¿PDG_OBJECT
1079¿PDG_CALL¿¿1004¿1004.CALL->path.resolve-o159¿¿¿¿¿PDG_CALL
1080¿PDG_OBJECT¿¿0¿1004.v126-o160¿¿¿¿¿PDG_OBJECT
1081¿PDG_OBJECT¿¿0¿1004.v127-o161¿¿¿¿¿PDG_OBJECT
1082¿PDG_OBJECT¿¿0¿1004.v128-o162¿¿¿¿¿PDG_OBJECT
1083¿PDG_OBJECT¿¿0¿1004.v129-o163¿¿¿¿¿PDG_OBJECT
1084¿PDG_CALL¿¿1004¿1004.CALL->path.resolve-o164¿¿¿¿¿PDG_CALL
1085¿PDG_OBJECT¿¿0¿1004.v130-o165¿¿¿¿¿PDG_OBJECT
1086¿PDG_OBJECT¿¿0¿1004.v131-o166¿¿¿¿¿PDG_OBJECT
1087¿PDG_OBJECT¿¿0¿1004.v132-o167¿¿¿¿¿PDG_OBJECT
1088¿PDG_OBJECT¿¿0¿1004.v133-o168¿¿¿¿¿PDG_OBJECT
1089¿PDG_CALL¿¿1004¿1004.CALL->path.resolve-o169¿¿¿¿¿PDG_CALL
1090¿PDG_OBJECT¿¿0¿1004.v135-o170¿¿¿¿¿PDG_OBJECT
1091¿PDG_OBJECT¿¿0¿1004.v136-o171¿¿¿¿¿PDG_OBJECT
1092¿PDG_OBJECT¿¿0¿1004.v137-o172¿¿¿¿¿PDG_OBJECT
1093¿PDG_OBJECT¿¿0¿1004.v138-o173¿¿¿¿¿PDG_OBJECT
1094¿PDG_OBJECT¿¿0¿1004.v140-o174¿¿¿¿¿PDG_OBJECT
1095¿PDG_OBJECT¿¿0¿1004.v141-o175¿¿¿¿¿PDG_OBJECT
1096¿PDG_OBJECT¿¿0¿1004.v143-o176¿¿¿¿¿PDG_OBJECT
1097¿PDG_OBJECT¿¿0¿1004.v144-o177¿¿¿¿¿PDG_OBJECT
1098¿PDG_OBJECT¿¿0¿1004.v145-o178¿¿¿¿¿PDG_OBJECT
1099¿PDG_OBJECT¿¿0¿1004.v147-o179¿¿¿¿¿PDG_OBJECT
1100¿PDG_OBJECT¿¿0¿1004.v148-o180¿¿¿¿¿PDG_OBJECT
1101¿PDG_OBJECT¿¿0¿1004.v149-o181¿¿¿¿¿PDG_OBJECT
1102¿PDG_CALL¿¿1004¿1004.CALL->execSync-o182¿¿¿¿¿PDG_CALL
1103¿PDG_OBJECT¿¿0¿1004.childProcess-o183¿¿¿¿¿PDG_OBJECT
1104¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1105¿PDG_CALL¿¿1004¿1004.CALL->console.log-o184¿¿¿¿¿PDG_CALL
1106¿PDG_OBJECT¿¿0¿1004.v150-o185¿¿¿¿¿PDG_OBJECT
1107¿PDG_CALL¿¿1004¿1004.CALL->console.log-o186¿¿¿¿¿PDG_CALL
1108¿PDG_OBJECT¿¿0¿1004.v151-o187¿¿¿¿¿PDG_OBJECT
1109¿PDG_RETURN¿¿0¿1004.RET_OBJ-o188¿¿¿¿¿PDG_RETURN
1110¿PDG_OBJECT¿¿0¿1004.v110-o189¿¿¿¿¿PDG_OBJECT
1111¿PDG_CALL¿¿1004¿1004.CALL->console.log-o190¿¿¿¿¿PDG_CALL
1112¿PDG_OBJECT¿¿0¿1004.v111-o191¿¿¿¿¿PDG_OBJECT
1113¿PDG_OBJECT¿¿0¿1004.v114-o192¿¿¿¿¿PDG_OBJECT
1114¿PDG_CALL¿¿1004¿1004.CALL->console.log-o193¿¿¿¿¿PDG_CALL
1115¿PDG_OBJECT¿¿0¿1004.v115-o194¿¿¿¿¿PDG_OBJECT
1116¿PDG_OBJECT¿¿0¿1004.v117-o195¿¿¿¿¿PDG_OBJECT
1117¿PDG_CALL¿¿1004¿1004.CALL->console.log-o196¿¿¿¿¿PDG_CALL
1118¿PDG_OBJECT¿¿0¿1004.v118-o197¿¿¿¿¿PDG_OBJECT
1119¿PDG_CALL¿¿1004¿1004.CALL->console.error-o198¿¿¿¿¿PDG_CALL
1120¿PDG_OBJECT¿¿0¿1004.v152-o199¿¿¿¿¿PDG_OBJECT
1121¿PDG_RETURN¿¿0¿1004.RET_OBJ-o200¿¿¿¿¿PDG_RETURN
