Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1014¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":166,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Program
1402¿MemberExpression¿¿1751¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1403¿Identifier¿¿1751¿app¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1404¿Identifier¿¿1751¿listen¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1405¿Identifier¿¿1751¿v128¿¿¿¿¿Identifier
1406¿ExpressionStatement¿¿1751¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":82,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1407¿Identifier¿¿1751¿v129¿¿¿¿¿Identifier
1408¿BlockStatement¿¿1751¿¿¿¿{"start":{"line":77,"column":21},"end":{"line":83,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BlockStatement
1409¿VariableDeclarator¿¿1749¿v131¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1410¿MemberExpression¿¿1749¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1411¿Identifier¿¿1749¿app¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1412¿Identifier¿¿1749¿_configureNginx¿¿¿{"start":{"line":84,"column":10},"end":{"line":84,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1413¿VariableDeclarator¿¿1749¿v132¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1414¿CallExpression¿¿1749¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1415¿MemberExpression¿¿1749¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1416¿Identifier¿¿1749¿v131¿¿¿¿¿Identifier
1417¿Identifier¿¿1749¿bind¿¿¿{"start":{"line":84,"column":26},"end":{"line":84,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1418¿Identifier¿¿1749¿app¿¿¿{"start":{"line":84,"column":31},"end":{"line":84,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1419¿VariableDeclarator¿¿1749¿v133¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1420¿MemberExpression¿¿1749¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1421¿Identifier¿¿1749¿app¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1422¿Identifier¿¿1749¿_nginxCmd¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1423¿VariableDeclarator¿¿1749¿v134¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1424¿CallExpression¿¿1749¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1425¿MemberExpression¿¿1749¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1426¿Identifier¿¿1749¿v133¿¿¿¿¿Identifier
1427¿Identifier¿¿1749¿bind¿¿¿{"start":{"line":85,"column":20},"end":{"line":85,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1428¿Identifier¿¿1749¿app¿¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1429¿Literal¿string¿1749¿¿'start'¿¿{"start":{"line":85,"column":30},"end":{"line":85,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1430¿VariableDeclarator¿¿1749¿v135¿¿¿{"start":{"line":76,"column":17},"end":{"line":86,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1431¿ArrayExpression¿¿1749¿¿¿¿{"start":{"line":76,"column":17},"end":{"line":86,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ArrayExpression
1432¿Identifier¿¿1749¿v130¿¿¿¿¿Identifier
1433¿Identifier¿¿1749¿v132¿¿¿¿¿Identifier
1434¿Identifier¿¿1749¿v134¿¿¿¿¿Identifier
1435¿VariableDeclarator¿¿1749¿v142¿¿¿{"start":{"line":86,"column":7},"end":{"line":98,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1436¿FunctionExpression¿¿1749¿anon¿¿¿{"start":{"line":86,"column":7},"end":{"line":98,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿FunctionExpression
1437¿Identifier¿¿0¿err¿¿¿{"start":{"line":86,"column":16},"end":{"line":86,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1438¿IfStatement¿¿1755¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":90,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿IfStatement
1439¿Identifier¿¿1755¿err¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1440¿VariableDeclarator¿¿1755¿v136¿¿¿{"start":{"line":88,"column":40},"end":{"line":88,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1441¿MemberExpression¿¿1755¿¿¿¿{"start":{"line":88,"column":40},"end":{"line":88,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1442¿Identifier¿¿1755¿err¿¿¿{"start":{"line":88,"column":40},"end":{"line":88,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1443¿Identifier¿¿1755¿message¿¿¿{"start":{"line":88,"column":44},"end":{"line":88,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1444¿VariableDeclarator¿¿1755¿v137¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1445¿CallExpression¿¿1755¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1446¿MemberExpression¿¿1755¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1447¿Identifier¿¿1755¿console¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1448¿Identifier¿¿1755¿log¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1449¿Literal¿string¿1755¿¿'Error starting: '¿¿{"start":{"line":88,"column":20},"end":{"line":88,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1450¿Identifier¿¿1755¿v136¿¿¿¿¿Identifier
1451¿ExpressionStatement¿¿1755¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1452¿Identifier¿¿1755¿v137¿¿¿¿¿Identifier
1453¿ThrowStatement¿¿1755¿¿¿¿{"start":{"line":89,"column":8},"end":{"line":89,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ThrowStatement
1454¿Identifier¿¿1755¿err¿¿¿{"start":{"line":89,"column":14},"end":{"line":89,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1455¿BlockStatement¿¿1755¿¿¿¿{"start":{"line":87,"column":15},"end":{"line":90,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BlockStatement
1456¿VariableDeclarator¿¿1755¿v138¿¿¿{"start":{"line":92,"column":10},"end":{"line":92,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1457¿MemberExpression¿¿1755¿¿¿¿{"start":{"line":92,"column":10},"end":{"line":92,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1458¿Identifier¿¿1755¿debug¿¿¿{"start":{"line":92,"column":10},"end":{"line":92,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1459¿Identifier¿¿1755¿enabled¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1460¿IfStatement¿¿1755¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":93,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿IfStatement
1461¿Identifier¿¿1755¿v138¿¿¿¿¿Identifier
1462¿VariableDeclarator¿¿1755¿v139¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1463¿CallExpression¿¿1755¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1464¿MemberExpression¿¿1755¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1465¿Identifier¿¿1755¿app¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1466¿Identifier¿¿1755¿emit¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1467¿Literal¿string¿1755¿¿'started'¿¿{"start":{"line":93,"column":17},"end":{"line":93,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1468¿ExpressionStatement¿¿1755¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1469¿Identifier¿¿1755¿v139¿¿¿¿¿Identifier
1470¿BlockStatement¿¿1755¿¿¿¿¿¿BlockStatement
1471¿VariableDeclarator¿¿1755¿v140¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1472¿CallExpression¿¿1755¿¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1473¿MemberExpression¿¿1755¿¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1474¿Identifier¿¿1755¿app¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1475¿Identifier¿¿1755¿emit¿¿¿{"start":{"line":95,"column":10},"end":{"line":95,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1476¿Literal¿string¿1755¿¿'listening'¿¿{"start":{"line":95,"column":15},"end":{"line":95,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1477¿Identifier¿¿1755¿controlAddr¿¿¿{"start":{"line":95,"column":28},"end":{"line":95,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1478¿ExpressionStatement¿¿1755¿¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1479¿Identifier¿¿1755¿v140¿¿¿¿¿Identifier
1480¿IfStatement¿¿1755¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿IfStatement
1481¿Identifier¿¿1755¿cb¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1482¿VariableDeclarator¿¿1755¿v141¿¿¿{"start":{"line":97,"column":21},"end":{"line":97,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1483¿CallExpression¿¿1755¿¿¿¿{"start":{"line":97,"column":21},"end":{"line":97,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1484¿Identifier¿¿1755¿cb¿¿¿{"start":{"line":97,"column":21},"end":{"line":97,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1485¿ReturnStatement¿¿1755¿¿¿¿{"start":{"line":97,"column":14},"end":{"line":97,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ReturnStatement
1486¿Identifier¿¿1755¿v141¿¿¿¿¿Identifier
1487¿BlockStatement¿¿1755¿¿¿¿¿¿BlockStatement
1488¿BlockStatement¿¿1755¿¿¿¿{"start":{"line":86,"column":21},"end":{"line":98,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BlockStatement
1489¿VariableDeclarator¿¿1749¿v143¿¿¿{"start":{"line":76,"column":4},"end":{"line":98,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1490¿CallExpression¿¿1749¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":98,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1491¿MemberExpression¿¿1749¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1492¿Identifier¿¿1749¿async¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1493¿Identifier¿¿1749¿series¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1494¿Identifier¿¿1749¿v135¿¿¿¿¿Identifier
1495¿Identifier¿¿1749¿v142¿¿¿¿¿Identifier
1496¿ExpressionStatement¿¿1749¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":98,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1497¿Identifier¿¿1749¿v143¿¿¿¿¿Identifier
1498¿BlockStatement¿¿1749¿¿¿¿{"start":{"line":74,"column":21},"end":{"line":99,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BlockStatement
1499¿ExpressionStatement¿¿1734¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1500¿AssignmentExpression¿=¿1734¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿AssignmentExpression
1501¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1502¿Identifier¿¿1734¿app¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1503¿Identifier¿¿1734¿start¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1504¿Identifier¿¿1734¿start¿¿¿{"start":{"line":100,"column":14},"end":{"line":100,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1505¿VariableDeclarator¿¿1734¿stop¿¿¿{"start":{"line":103,"column":2},"end":{"line":105,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1506¿FunctionExpression¿¿1734¿anon¿¿¿{"start":{"line":103,"column":2},"end":{"line":105,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿FunctionExpression
1507¿Identifier¿¿0¿cb¿¿¿{"start":{"line":103,"column":16},"end":{"line":103,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1508¿VariableDeclarator¿¿1760¿v144¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1509¿CallExpression¿¿1760¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1510¿MemberExpression¿¿1760¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1511¿Identifier¿¿1760¿app¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1512¿Identifier¿¿1760¿_nginxCmd¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1513¿Literal¿string¿1760¿¿'stop'¿¿{"start":{"line":104,"column":18},"end":{"line":104,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1514¿Identifier¿¿1760¿cb¿¿¿{"start":{"line":104,"column":26},"end":{"line":104,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1515¿ExpressionStatement¿¿1760¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1516¿Identifier¿¿1760¿v144¿¿¿¿¿Identifier
1517¿BlockStatement¿¿1760¿¿¿¿{"start":{"line":103,"column":20},"end":{"line":105,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BlockStatement
1518¿ExpressionStatement¿¿1734¿¿¿¿{"start":{"line":106,"column":2},"end":{"line":106,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1519¿AssignmentExpression¿=¿1734¿¿¿¿{"start":{"line":106,"column":2},"end":{"line":106,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿AssignmentExpression
1520¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":106,"column":2},"end":{"line":106,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1521¿Identifier¿¿1734¿app¿¿¿{"start":{"line":106,"column":2},"end":{"line":106,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1522¿Identifier¿¿1734¿stop¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1523¿Identifier¿¿1734¿stop¿¿¿{"start":{"line":106,"column":13},"end":{"line":106,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1524¿VariableDeclarator¿¿1734¿v145¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1525¿CallExpression¿¿1734¿¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1526¿Identifier¿¿1734¿stopWhenDone¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1527¿Identifier¿¿1734¿app¿¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1528¿ExpressionStatement¿¿1734¿¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1529¿Identifier¿¿1734¿v145¿¿¿¿¿Identifier
1530¿VariableDeclarator¿¿1734¿v146¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1531¿CallExpression¿¿1734¿¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1532¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1533¿Identifier¿¿1734¿loopback¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1534¿Identifier¿¿1734¿favicon¿¿¿{"start":{"line":110,"column":19},"end":{"line":110,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1535¿VariableDeclarator¿¿1734¿v147¿¿¿{"start":{"line":110,"column":2},"end":{"line":110,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
