Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
736¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":127,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Program
1174¿ExpressionStatement¿¿1334¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
1175¿AssignmentExpression¿=¿1334¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
1176¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1177¿Identifier¿¿1334¿original¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1178¿Identifier¿¿1334¿name¿¿¿{"start":{"line":96,"column":17},"end":{"line":96,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1179¿Identifier¿¿1334¿undefined¿¿¿{"start":{"line":96,"column":25},"end":{"line":96,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1180¿BlockStatement¿¿1334¿¿¿¿{"start":{"line":95,"column":11},"end":{"line":97,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BlockStatement
1181¿BlockStatement¿¿1334¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":98,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BlockStatement
1182¿IfStatement¿¿1334¿¿¿¿{"start":{"line":100,"column":9},"end":{"line":106,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿IfStatement
1183¿Identifier¿¿1334¿isArr¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1184¿VariableDeclarator¿¿1334¿v166¿¿¿{"start":{"line":101,"column":34},"end":{"line":101,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1185¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":101,"column":34},"end":{"line":101,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1186¿Identifier¿¿1334¿original¿¿¿{"start":{"line":101,"column":34},"end":{"line":101,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1187¿Identifier¿¿1334¿name¿¿¿{"start":{"line":101,"column":43},"end":{"line":101,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1188¿VariableDeclarator¿¿1334¿v167¿¿¿{"start":{"line":101,"column":50},"end":{"line":101,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1189¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":101,"column":50},"end":{"line":101,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1190¿Identifier¿¿1334¿patch¿¿¿{"start":{"line":101,"column":50},"end":{"line":101,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1191¿Identifier¿¿1334¿name¿¿¿{"start":{"line":101,"column":56},"end":{"line":101,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1192¿VariableDeclarator¿¿1334¿v168¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1193¿CallExpression¿¿1334¿¿¿¿{"start":{"line":101,"column":23},"end":{"line":101,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
1194¿Identifier¿¿1334¿arrayMerge¿¿¿{"start":{"line":101,"column":23},"end":{"line":101,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1195¿Identifier¿¿1334¿v166¿¿¿¿¿Identifier
1196¿Identifier¿¿1334¿v167¿¿¿¿¿Identifier
1197¿Identifier¿¿1334¿removeMode¿¿¿{"start":{"line":101,"column":63},"end":{"line":101,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1198¿ExpressionStatement¿¿1334¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
1199¿AssignmentExpression¿=¿1334¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
1200¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1201¿Identifier¿¿1334¿original¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1202¿Identifier¿¿1334¿name¿¿¿{"start":{"line":101,"column":15},"end":{"line":101,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1203¿Identifier¿¿1334¿v168¿¿¿¿¿Identifier
1204¿BlockStatement¿¿1334¿¿¿¿{"start":{"line":100,"column":19},"end":{"line":102,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BlockStatement
1205¿VariableDeclarator¿¿1334¿v169¿¿¿{"start":{"line":105,"column":35},"end":{"line":105,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1206¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":105,"column":35},"end":{"line":105,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1207¿Identifier¿¿1334¿original¿¿¿{"start":{"line":105,"column":35},"end":{"line":105,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1208¿Identifier¿¿1334¿name¿¿¿{"start":{"line":105,"column":44},"end":{"line":105,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1209¿VariableDeclarator¿¿1334¿v170¿¿¿{"start":{"line":105,"column":51},"end":{"line":105,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1210¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":105,"column":51},"end":{"line":105,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1211¿Identifier¿¿1334¿patch¿¿¿{"start":{"line":105,"column":51},"end":{"line":105,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1212¿Identifier¿¿1334¿name¿¿¿{"start":{"line":105,"column":57},"end":{"line":105,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1213¿VariableDeclarator¿¿1334¿v171¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1214¿CallExpression¿¿1334¿¿¿¿{"start":{"line":105,"column":23},"end":{"line":105,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
1215¿Identifier¿¿1334¿objectMerge¿¿¿{"start":{"line":105,"column":23},"end":{"line":105,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1216¿Identifier¿¿1334¿v169¿¿¿¿¿Identifier
1217¿Identifier¿¿1334¿v170¿¿¿¿¿Identifier
1218¿Identifier¿¿1334¿removeMode¿¿¿{"start":{"line":105,"column":64},"end":{"line":105,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1219¿ExpressionStatement¿¿1334¿¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
1220¿AssignmentExpression¿=¿1334¿¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
1221¿MemberExpression¿computed¿1334¿¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1222¿Identifier¿¿1334¿original¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1223¿Identifier¿¿1334¿name¿¿¿{"start":{"line":105,"column":15},"end":{"line":105,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1224¿Identifier¿¿1334¿v171¿¿¿¿¿Identifier
1225¿BlockStatement¿¿1334¿¿¿¿{"start":{"line":104,"column":9},"end":{"line":106,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BlockStatement
1226¿BlockStatement¿¿1334¿¿¿¿¿¿BlockStatement
1227¿VariableDeclarator¿¿1334¿v142¿¿¿{"start":{"line":68,"column":47},"end":{"line":68,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1228¿UpdateExpression¿¿1334¿¿¿¿{"start":{"line":68,"column":47},"end":{"line":68,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿UpdateExpression
1229¿Identifier¿¿1334¿i¿¿¿{"start":{"line":68,"column":47},"end":{"line":68,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1230¿ExpressionStatement¿¿1334¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":107,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
1231¿AssignmentExpression¿=¿1334¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":107,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
1232¿Identifier¿¿1334¿v141¿¿¿{"start":{"line":68,"column":2},"end":{"line":107,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1233¿BinaryExpression¿<¿1334¿¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BinaryExpression
1234¿Identifier¿¿1334¿i¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1235¿Identifier¿¿1334¿len¿¿¿{"start":{"line":68,"column":42},"end":{"line":68,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1236¿BlockStatement¿¿1334¿¿¿¿¿¿BlockStatement
1237¿ReturnStatement¿¿1334¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ReturnStatement
1238¿Identifier¿¿1334¿original¿¿¿{"start":{"line":109,"column":9},"end":{"line":109,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1239¿BlockStatement¿¿1334¿¿¿¿{"start":{"line":64,"column":53},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BlockStatement
1240¿VariableDeclarator¿¿1321¿v182¿¿¿{"start":{"line":112,"column":0},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1241¿ArrowFunctionExpression¿¿1321¿¿¿¿{"start":{"line":112,"column":17},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ArrowFunctionExpression
1242¿Identifier¿¿0¿original¿¿¿{"start":{"line":112,"column":18},"end":{"line":112,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1243¿Identifier¿¿0¿patch¿¿¿{"start":{"line":112,"column":28},"end":{"line":112,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1244¿Identifier¿¿0¿removeMode¿¿¿{"start":{"line":112,"column":35},"end":{"line":112,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1245¿VariableDeclarator¿¿1340¿v172¿¿¿{"start":{"line":123,"column":2},"end":{"line":123,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1246¿BinaryExpression¿===¿1340¿¿¿¿{"start":{"line":123,"column":2},"end":{"line":123,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BinaryExpression
1247¿Identifier¿¿1340¿patch¿¿¿{"start":{"line":123,"column":2},"end":{"line":123,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1248¿Literal¿object¿1340¿¿null¿¿{"start":{"line":123,"column":12},"end":{"line":123,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Literal
1249¿VariableDeclarator¿¿1340¿v173¿¿¿{"start":{"line":124,"column":15},"end":{"line":124,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1250¿CallExpression¿¿1340¿¿¿¿{"start":{"line":124,"column":15},"end":{"line":124,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
1251¿MemberExpression¿¿1340¿¿¿¿{"start":{"line":124,"column":15},"end":{"line":124,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1252¿Identifier¿¿1340¿JSON¿¿¿{"start":{"line":124,"column":15},"end":{"line":124,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1253¿Identifier¿¿1340¿stringify¿¿¿{"start":{"line":124,"column":20},"end":{"line":124,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1254¿Identifier¿¿1340¿original¿¿¿{"start":{"line":124,"column":30},"end":{"line":124,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1255¿VariableDeclarator¿¿1340¿v174¿¿¿{"start":{"line":124,"column":4},"end":{"line":124,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1256¿CallExpression¿¿1340¿¿¿¿{"start":{"line":124,"column":4},"end":{"line":124,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
1257¿MemberExpression¿¿1340¿¿¿¿{"start":{"line":124,"column":4},"end":{"line":124,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1258¿Identifier¿¿1340¿JSON¿¿¿{"start":{"line":124,"column":4},"end":{"line":124,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1259¿Identifier¿¿1340¿parse¿¿¿{"start":{"line":124,"column":9},"end":{"line":124,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1260¿Identifier¿¿1340¿v173¿¿¿¿¿Identifier
1261¿VariableDeclarator¿¿1340¿v175¿¿¿{"start":{"line":125,"column":15},"end":{"line":125,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1262¿CallExpression¿¿1340¿¿¿¿{"start":{"line":125,"column":15},"end":{"line":125,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
1263¿MemberExpression¿¿1340¿¿¿¿{"start":{"line":125,"column":15},"end":{"line":125,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1264¿Identifier¿¿1340¿JSON¿¿¿{"start":{"line":125,"column":15},"end":{"line":125,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1265¿Identifier¿¿1340¿stringify¿¿¿{"start":{"line":125,"column":20},"end":{"line":125,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1266¿Identifier¿¿1340¿patch¿¿¿{"start":{"line":125,"column":30},"end":{"line":125,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1267¿VariableDeclarator¿¿1340¿v176¿¿¿{"start":{"line":125,"column":4},"end":{"line":125,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1268¿CallExpression¿¿1340¿¿¿¿{"start":{"line":125,"column":4},"end":{"line":125,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
1269¿MemberExpression¿¿1340¿¿¿¿{"start":{"line":125,"column":4},"end":{"line":125,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1270¿Identifier¿¿1340¿JSON¿¿¿{"start":{"line":125,"column":4},"end":{"line":125,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1271¿Identifier¿¿1340¿parse¿¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1272¿Identifier¿¿1340¿v175¿¿¿¿¿Identifier
1273¿VariableDeclarator¿¿1340¿v177¿¿¿{"start":{"line":126,"column":5},"end":{"line":126,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1274¿UnaryExpression¿typeof¿1340¿¿¿¿{"start":{"line":126,"column":5},"end":{"line":126,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿UnaryExpression
1275¿Identifier¿¿1340¿removeMode¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1276¿VariableDeclarator¿¿1340¿v178¿¿¿{"start":{"line":126,"column":5},"end":{"line":126,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1277¿BinaryExpression¿!==¿1340¿¿¿¿{"start":{"line":126,"column":5},"end":{"line":126,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BinaryExpression
1278¿Identifier¿¿1340¿v177¿¿¿¿¿Identifier
1279¿Literal¿string¿1340¿¿'number'¿¿{"start":{"line":126,"column":27},"end":{"line":126,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Literal
1280¿VariableDeclarator¿¿1340¿v179¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1281¿IfStatement¿¿1340¿¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿IfStatement
1282¿Identifier¿¿1340¿v178¿¿¿¿¿Identifier
1283¿ExpressionStatement¿¿1340¿¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
1284¿AssignmentExpression¿=¿1340¿¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
1285¿Identifier¿¿1340¿v179¿¿¿¿¿Identifier
1286¿Literal¿number¿1340¿¿1¿¿{"start":{"line":126,"column":39},"end":{"line":126,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Literal
1287¿BlockStatement¿¿1340¿¿¿¿¿¿BlockStatement
1288¿ExpressionStatement¿¿1340¿¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
1289¿AssignmentExpression¿=¿1340¿¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
1290¿Identifier¿¿1340¿v179¿¿¿¿¿Identifier
1291¿Identifier¿¿1340¿removeMode¿¿¿{"start":{"line":126,"column":42},"end":{"line":126,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1292¿BlockStatement¿¿1340¿¿¿¿¿¿BlockStatement
1293¿VariableDeclarator¿¿1340¿v180¿¿¿{"start":{"line":123,"column":22},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1294¿CallExpression¿¿1340¿¿¿¿{"start":{"line":123,"column":22},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
1295¿Identifier¿¿1340¿objectMerge¿¿¿{"start":{"line":123,"column":22},"end":{"line":123,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1296¿Identifier¿¿1340¿v174¿¿¿¿¿Identifier
1297¿Identifier¿¿1340¿v176¿¿¿¿¿Identifier
1298¿Identifier¿¿1340¿v179¿¿¿¿¿Identifier
1299¿VariableDeclarator¿¿1340¿v181¿¿¿{"start":{"line":123,"column":2},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1300¿IfStatement¿¿1340¿¿¿¿{"start":{"line":123,"column":2},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿IfStatement
1301¿Identifier¿¿1340¿v172¿¿¿¿¿Identifier
1302¿ExpressionStatement¿¿1340¿¿¿¿{"start":{"line":123,"column":2},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
1303¿AssignmentExpression¿=¿1340¿¿¿¿{"start":{"line":123,"column":2},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
1304¿Identifier¿¿1340¿v181¿¿¿¿¿Identifier
1305¿Literal¿object¿1340¿¿null¿¿{"start":{"line":123,"column":17},"end":{"line":123,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Literal
1306¿BlockStatement¿¿1340¿¿¿¿¿¿BlockStatement
1307¿ExpressionStatement¿¿1340¿¿¿¿{"start":{"line":123,"column":2},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
1308¿AssignmentExpression¿=¿1340¿¿¿¿{"start":{"line":123,"column":2},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
1309¿Identifier¿¿1340¿v181¿¿¿¿¿Identifier
1310¿Identifier¿¿1340¿v180¿¿¿¿¿Identifier
1311¿BlockStatement¿¿1340¿¿¿¿¿¿BlockStatement
1312¿ReturnStatement¿¿1340¿¿¿¿¿¿ReturnStatement
1313¿Identifier¿¿1340¿v181¿¿¿¿¿Identifier
1314¿BlockStatement¿¿1340¿¿¿¿¿¿BlockStatement
1315¿ExpressionStatement¿¿1321¿¿¿¿{"start":{"line":112,"column":0},"end":{"line":127,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
1316¿AssignmentExpression¿=¿1321¿¿¿¿{"start":{"line":112,"column":0},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
1317¿MemberExpression¿¿1321¿¿¿¿{"start":{"line":112,"column":0},"end":{"line":112,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1318¿Identifier¿¿1321¿module¿¿¿{"start":{"line":112,"column":0},"end":{"line":112,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1319¿Identifier¿¿1321¿exports¿¿¿{"start":{"line":112,"column":7},"end":{"line":112,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1320¿Identifier¿¿1321¿v182¿¿¿¿¿Identifier
1321¿CFG_F_START¿¿1321¿__main__¿¿¿¿¿CFG_F_START
1322¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1323¿CFG_F_START¿¿1323¿740_anon¿¿¿¿¿CFG_F_START
