Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1085¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":170,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Program
1491¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1492¿Identifier¿¿1877¿cyclicModules¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1493¿Identifier¿¿1877¿indexOf¿¿¿{"start":{"line":96,"column":27},"end":{"line":96,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1494¿Identifier¿¿1877¿id¿¿¿{"start":{"line":96,"column":35},"end":{"line":96,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1495¿VariableDeclarator¿¿1877¿v169¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1496¿BinaryExpression¿>=¿1877¿¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿BinaryExpression
1497¿Identifier¿¿1877¿v168¿¿¿¿¿Identifier
1498¿Literal¿number¿1877¿¿0¿¿{"start":{"line":96,"column":42},"end":{"line":96,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Literal
1499¿IfStatement¿¿1877¿¿¿¿{"start":{"line":96,"column":9},"end":{"line":98,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿IfStatement
1500¿Identifier¿¿1877¿v169¿¿¿¿¿Identifier
1501¿VariableDeclarator¿¿1877¿v170¿¿¿{"start":{"line":97,"column":16},"end":{"line":97,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1502¿MemberExpression¿computed¿1877¿¿¿¿{"start":{"line":97,"column":16},"end":{"line":97,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1503¿Identifier¿¿1877¿nodes¿¿¿{"start":{"line":97,"column":16},"end":{"line":97,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1504¿Identifier¿¿1877¿id¿¿¿{"start":{"line":97,"column":22},"end":{"line":97,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1505¿VariableDeclarator¿¿1877¿v171¿¿¿{"start":{"line":97,"column":27},"end":{"line":97,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1506¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":97,"column":27},"end":{"line":97,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1507¿Identifier¿¿1877¿config¿¿¿{"start":{"line":97,"column":27},"end":{"line":97,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1508¿Identifier¿¿1877¿cyclicNodeColor¿¿¿{"start":{"line":97,"column":34},"end":{"line":97,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1509¿VariableDeclarator¿¿1877¿v172¿¿¿{"start":{"line":97,"column":3},"end":{"line":97,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1510¿CallExpression¿¿1877¿¿¿¿{"start":{"line":97,"column":3},"end":{"line":97,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1511¿Identifier¿¿1877¿setNodeColor¿¿¿{"start":{"line":97,"column":3},"end":{"line":97,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1512¿Identifier¿¿1877¿v170¿¿¿¿¿Identifier
1513¿Identifier¿¿1877¿v171¿¿¿¿¿Identifier
1514¿ExpressionStatement¿¿1877¿¿¿¿{"start":{"line":97,"column":3},"end":{"line":97,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1515¿Identifier¿¿1877¿v172¿¿¿¿¿Identifier
1516¿BlockStatement¿¿1877¿¿¿¿{"start":{"line":96,"column":45},"end":{"line":98,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿BlockStatement
1517¿BlockStatement¿¿1877¿¿¿¿¿¿BlockStatement
1518¿VariableDeclarator¿¿1877¿v173¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1519¿MemberExpression¿computed¿1877¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1520¿Identifier¿¿1877¿modules¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1521¿Identifier¿¿1877¿id¿¿¿{"start":{"line":100,"column":10},"end":{"line":100,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1522¿VariableDeclarator¿¿1877¿v184¿¿¿{"start":{"line":100,"column":22},"end":{"line":108,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1523¿ArrowFunctionExpression¿¿1877¿¿¿¿{"start":{"line":100,"column":22},"end":{"line":108,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ArrowFunctionExpression
1524¿Identifier¿¿0¿depId¿¿¿{"start":{"line":100,"column":23},"end":{"line":100,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1525¿VariableDeclarator¿¿1881¿v174¿¿¿{"start":{"line":101,"column":18},"end":{"line":101,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1526¿MemberExpression¿computed¿1881¿¿¿¿{"start":{"line":101,"column":18},"end":{"line":101,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1527¿Identifier¿¿1881¿nodes¿¿¿{"start":{"line":101,"column":18},"end":{"line":101,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1528¿Identifier¿¿1881¿depId¿¿¿{"start":{"line":101,"column":24},"end":{"line":101,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1529¿VariableDeclarator¿¿1881¿v175¿¿¿{"start":{"line":101,"column":34},"end":{"line":101,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1530¿CallExpression¿¿1881¿¿¿¿{"start":{"line":101,"column":34},"end":{"line":101,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1531¿MemberExpression¿¿1881¿¿¿¿{"start":{"line":101,"column":34},"end":{"line":101,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1532¿Identifier¿¿1881¿g¿¿¿{"start":{"line":101,"column":34},"end":{"line":101,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1533¿Identifier¿¿1881¿addNode¿¿¿{"start":{"line":101,"column":36},"end":{"line":101,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1534¿Identifier¿¿1881¿depId¿¿¿{"start":{"line":101,"column":44},"end":{"line":101,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1535¿ExpressionStatement¿¿1881¿¿¿¿{"start":{"line":101,"column":3},"end":{"line":101,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1536¿AssignmentExpression¿=¿1881¿¿¿¿{"start":{"line":101,"column":3},"end":{"line":101,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿AssignmentExpression
1537¿MemberExpression¿computed¿1881¿¿¿¿{"start":{"line":101,"column":3},"end":{"line":101,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1538¿Identifier¿¿1881¿nodes¿¿¿{"start":{"line":101,"column":3},"end":{"line":101,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1539¿Identifier¿¿1881¿depId¿¿¿{"start":{"line":101,"column":9},"end":{"line":101,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1540¿LogicalExpression¿||¿1881¿¿¿¿{"start":{"line":101,"column":18},"end":{"line":101,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿LogicalExpression
1541¿Identifier¿¿1881¿v174¿¿¿¿¿Identifier
1542¿Identifier¿¿1881¿v175¿¿¿¿¿Identifier
1543¿VariableDeclarator¿¿1881¿v176¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1544¿MemberExpression¿computed¿1881¿¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1545¿Identifier¿¿1881¿modules¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1546¿Identifier¿¿1881¿depId¿¿¿{"start":{"line":103,"column":16},"end":{"line":103,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1547¿VariableDeclarator¿¿1881¿v177¿¿¿{"start":{"line":103,"column":7},"end":{"line":103,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1548¿UnaryExpression¿!¿1881¿¿¿¿{"start":{"line":103,"column":7},"end":{"line":103,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿UnaryExpression
1549¿Identifier¿¿1881¿v176¿¿¿¿¿Identifier
1550¿IfStatement¿¿1881¿¿¿¿{"start":{"line":103,"column":3},"end":{"line":105,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿IfStatement
1551¿Identifier¿¿1881¿v177¿¿¿¿¿Identifier
1552¿VariableDeclarator¿¿1881¿v178¿¿¿{"start":{"line":104,"column":17},"end":{"line":104,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1553¿MemberExpression¿computed¿1881¿¿¿¿{"start":{"line":104,"column":17},"end":{"line":104,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1554¿Identifier¿¿1881¿nodes¿¿¿{"start":{"line":104,"column":17},"end":{"line":104,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1555¿Identifier¿¿1881¿depId¿¿¿{"start":{"line":104,"column":23},"end":{"line":104,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1556¿VariableDeclarator¿¿1881¿v179¿¿¿{"start":{"line":104,"column":31},"end":{"line":104,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1557¿MemberExpression¿¿1881¿¿¿¿{"start":{"line":104,"column":31},"end":{"line":104,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1558¿Identifier¿¿1881¿config¿¿¿{"start":{"line":104,"column":31},"end":{"line":104,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1559¿Identifier¿¿1881¿noDependencyColor¿¿¿{"start":{"line":104,"column":38},"end":{"line":104,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1560¿VariableDeclarator¿¿1881¿v180¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1561¿CallExpression¿¿1881¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1562¿Identifier¿¿1881¿setNodeColor¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1563¿Identifier¿¿1881¿v178¿¿¿¿¿Identifier
1564¿Identifier¿¿1881¿v179¿¿¿¿¿Identifier
1565¿ExpressionStatement¿¿1881¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1566¿Identifier¿¿1881¿v180¿¿¿¿¿Identifier
1567¿BlockStatement¿¿1881¿¿¿¿{"start":{"line":103,"column":24},"end":{"line":105,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿BlockStatement
1568¿VariableDeclarator¿¿1881¿v181¿¿¿{"start":{"line":107,"column":13},"end":{"line":107,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1569¿MemberExpression¿computed¿1881¿¿¿¿{"start":{"line":107,"column":13},"end":{"line":107,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1570¿Identifier¿¿1881¿nodes¿¿¿{"start":{"line":107,"column":13},"end":{"line":107,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1571¿Identifier¿¿1881¿id¿¿¿{"start":{"line":107,"column":19},"end":{"line":107,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1572¿VariableDeclarator¿¿1881¿v182¿¿¿{"start":{"line":107,"column":24},"end":{"line":107,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1573¿MemberExpression¿computed¿1881¿¿¿¿{"start":{"line":107,"column":24},"end":{"line":107,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1574¿Identifier¿¿1881¿nodes¿¿¿{"start":{"line":107,"column":24},"end":{"line":107,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1575¿Identifier¿¿1881¿depId¿¿¿{"start":{"line":107,"column":30},"end":{"line":107,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1576¿VariableDeclarator¿¿1881¿v183¿¿¿{"start":{"line":107,"column":3},"end":{"line":107,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1577¿CallExpression¿¿1881¿¿¿¿{"start":{"line":107,"column":3},"end":{"line":107,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1578¿MemberExpression¿¿1881¿¿¿¿{"start":{"line":107,"column":3},"end":{"line":107,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1579¿Identifier¿¿1881¿g¿¿¿{"start":{"line":107,"column":3},"end":{"line":107,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1580¿Identifier¿¿1881¿addEdge¿¿¿{"start":{"line":107,"column":5},"end":{"line":107,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1581¿Identifier¿¿1881¿v181¿¿¿¿¿Identifier
1582¿Identifier¿¿1881¿v182¿¿¿¿¿Identifier
1583¿ExpressionStatement¿¿1881¿¿¿¿{"start":{"line":107,"column":3},"end":{"line":107,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1584¿Identifier¿¿1881¿v183¿¿¿¿¿Identifier
1585¿BlockStatement¿¿1881¿¿¿¿{"start":{"line":100,"column":33},"end":{"line":108,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿BlockStatement
1586¿VariableDeclarator¿¿1877¿v185¿¿¿{"start":{"line":100,"column":2},"end":{"line":108,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1587¿CallExpression¿¿1877¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":108,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1588¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1589¿Identifier¿¿1877¿v173¿¿¿¿¿Identifier
1590¿Identifier¿¿1877¿forEach¿¿¿{"start":{"line":100,"column":14},"end":{"line":100,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1591¿Identifier¿¿1877¿v184¿¿¿¿¿Identifier
1592¿ExpressionStatement¿¿1877¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":108,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1593¿Identifier¿¿1877¿v185¿¿¿¿¿Identifier
1594¿BlockStatement¿¿1877¿¿¿¿{"start":{"line":91,"column":38},"end":{"line":109,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿BlockStatement
1595¿VariableDeclarator¿¿1872¿v187¿¿¿{"start":{"line":91,"column":1},"end":{"line":109,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1596¿CallExpression¿¿1872¿¿¿¿{"start":{"line":91,"column":1},"end":{"line":109,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1597¿MemberExpression¿¿1872¿¿¿¿{"start":{"line":91,"column":1},"end":{"line":91,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1598¿Identifier¿¿1872¿v159¿¿¿¿¿Identifier
1599¿Identifier¿¿1872¿forEach¿¿¿{"start":{"line":91,"column":22},"end":{"line":91,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1600¿Identifier¿¿1872¿v186¿¿¿¿¿Identifier
1601¿ExpressionStatement¿¿1872¿¿¿¿{"start":{"line":91,"column":1},"end":{"line":109,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1602¿Identifier¿¿1872¿v187¿¿¿¿¿Identifier
1603¿VariableDeclarator¿¿1872¿v192¿¿¿{"start":{"line":111,"column":20},"end":{"line":115,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1604¿ArrowFunctionExpression¿¿1872¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":115,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ArrowFunctionExpression
1605¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":111,"column":21},"end":{"line":111,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1606¿Identifier¿¿0¿reject¿¿¿{"start":{"line":111,"column":30},"end":{"line":111,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1607¿VariableDeclarator¿¿1884¿v190¿¿¿{"start":{"line":112,"column":29},"end":{"line":114,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1608¿ArrowFunctionExpression¿¿1884¿¿¿¿{"start":{"line":112,"column":29},"end":{"line":114,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ArrowFunctionExpression
1609¿Identifier¿¿0¿code¿¿¿{"start":{"line":112,"column":30},"end":{"line":112,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1610¿Identifier¿¿0¿out¿¿¿{"start":{"line":112,"column":36},"end":{"line":112,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1611¿Identifier¿¿0¿err¿¿¿{"start":{"line":112,"column":41},"end":{"line":112,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1612¿VariableDeclarator¿¿1886¿v188¿¿¿{"start":{"line":113,"column":10},"end":{"line":113,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1613¿NewExpression¿¿1886¿¿¿¿{"start":{"line":113,"column":10},"end":{"line":113,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿NewExpression
1614¿Identifier¿¿1886¿Error¿¿¿{"start":{"line":113,"column":14},"end":{"line":113,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1615¿Identifier¿¿1886¿err¿¿¿{"start":{"line":113,"column":20},"end":{"line":113,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1616¿VariableDeclarator¿¿1886¿v189¿¿¿{"start":{"line":113,"column":3},"end":{"line":113,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1617¿CallExpression¿¿1886¿¿¿¿{"start":{"line":113,"column":3},"end":{"line":113,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1618¿Identifier¿¿1886¿reject¿¿¿{"start":{"line":113,"column":3},"end":{"line":113,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1619¿Identifier¿¿1886¿v188¿¿¿¿¿Identifier
1620¿ExpressionStatement¿¿1886¿¿¿¿{"start":{"line":113,"column":3},"end":{"line":113,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1621¿Identifier¿¿1886¿v189¿¿¿¿¿Identifier
1622¿BlockStatement¿¿1886¿¿¿¿{"start":{"line":112,"column":49},"end":{"line":114,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿BlockStatement
1623¿VariableDeclarator¿¿1884¿v191¿¿¿{"start":{"line":112,"column":2},"end":{"line":114,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1624¿CallExpression¿¿1884¿¿¿¿{"start":{"line":112,"column":2},"end":{"line":114,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1625¿MemberExpression¿¿1884¿¿¿¿{"start":{"line":112,"column":2},"end":{"line":112,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1626¿Identifier¿¿1884¿g¿¿¿{"start":{"line":112,"column":2},"end":{"line":112,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1627¿Identifier¿¿1884¿output¿¿¿{"start":{"line":112,"column":4},"end":{"line":112,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1628¿Identifier¿¿1884¿options¿¿¿{"start":{"line":112,"column":11},"end":{"line":112,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
