Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5849¿Program¿¿-1¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":760,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Program
9935¿MemberExpression¿¿10512¿¿¿¿{"start":{"line":704,"column":8},"end":{"line":704,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
9936¿Identifier¿¿10512¿v1029¿¿¿¿¿Identifier
9937¿Identifier¿¿10512¿push¿¿¿{"start":{"line":704,"column":49},"end":{"line":704,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
9938¿Literal¿string¿10512¿¿'-extent 0x0'¿¿{"start":{"line":704,"column":54},"end":{"line":704,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
9939¿Literal¿object¿10512¿¿null¿¿{"start":{"line":704,"column":69},"end":{"line":704,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
9940¿Literal¿number¿10512¿¿2¿¿{"start":{"line":704,"column":75},"end":{"line":704,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
9941¿ReturnStatement¿¿10512¿¿¿¿{"start":{"line":704,"column":1},"end":{"line":704,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ReturnStatement
9942¿Identifier¿¿10512¿v1030¿¿¿¿¿Identifier
9943¿BlockStatement¿¿10512¿¿¿¿{"start":{"line":703,"column":40},"end":{"line":705,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BlockStatement
9944¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":703,"column":0},"end":{"line":705,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
9945¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":703,"column":0},"end":{"line":705,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
9946¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":703,"column":0},"end":{"line":703,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
9947¿Identifier¿¿10281¿ImageProto¿¿¿{"start":{"line":703,"column":0},"end":{"line":703,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
9948¿Identifier¿¿10281¿background¿¿¿{"start":{"line":703,"column":11},"end":{"line":703,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
9949¿Identifier¿¿10281¿v1031¿¿¿¿¿Identifier
9950¿VariableDeclarator¿¿10281¿v1033¿¿¿{"start":{"line":707,"column":0},"end":{"line":709,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
9951¿FunctionExpression¿¿10281¿anon¿¿¿{"start":{"line":707,"column":18},"end":{"line":709,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿FunctionExpression
9952¿Identifier¿¿0¿color¿¿¿{"start":{"line":707,"column":27},"end":{"line":707,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
9953¿VariableDeclarator¿¿10514¿v1032¿¿¿{"start":{"line":708,"column":8},"end":{"line":708,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
9954¿CallExpression¿¿10514¿¿¿¿{"start":{"line":708,"column":8},"end":{"line":708,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
9955¿MemberExpression¿¿10514¿¿¿¿{"start":{"line":708,"column":8},"end":{"line":708,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
9956¿ThisExpression¿¿10514¿¿¿¿{"start":{"line":708,"column":8},"end":{"line":708,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ThisExpression
9957¿Identifier¿¿10514¿push¿¿¿{"start":{"line":708,"column":13},"end":{"line":708,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
9958¿Literal¿string¿10514¿¿'-fill'¿¿{"start":{"line":708,"column":18},"end":{"line":708,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
9959¿Identifier¿¿10514¿color¿¿¿{"start":{"line":708,"column":27},"end":{"line":708,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
9960¿Literal¿number¿10514¿¿2¿¿{"start":{"line":708,"column":34},"end":{"line":708,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
9961¿Literal¿boolean¿10514¿¿true¿¿{"start":{"line":708,"column":37},"end":{"line":708,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
9962¿ReturnStatement¿¿10514¿¿¿¿{"start":{"line":708,"column":1},"end":{"line":708,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ReturnStatement
9963¿Identifier¿¿10514¿v1032¿¿¿¿¿Identifier
9964¿BlockStatement¿¿10514¿¿¿¿{"start":{"line":707,"column":34},"end":{"line":709,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BlockStatement
9965¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":707,"column":0},"end":{"line":709,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
9966¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":707,"column":0},"end":{"line":709,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
9967¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":707,"column":0},"end":{"line":707,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
9968¿Identifier¿¿10281¿ImageProto¿¿¿{"start":{"line":707,"column":0},"end":{"line":707,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
9969¿Identifier¿¿10281¿fill¿¿¿{"start":{"line":707,"column":11},"end":{"line":707,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
9970¿Identifier¿¿10281¿v1033¿¿¿¿¿Identifier
9971¿VariableDeclarator¿¿10281¿v1036¿¿¿{"start":{"line":711,"column":0},"end":{"line":713,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
9972¿FunctionExpression¿¿10281¿anon¿¿¿{"start":{"line":711,"column":19},"end":{"line":713,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿FunctionExpression
9973¿VariableDeclarator¿¿10516¿v1034¿¿¿{"start":{"line":712,"column":8},"end":{"line":712,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
9974¿CallExpression¿¿10516¿¿¿¿{"start":{"line":712,"column":8},"end":{"line":712,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
9975¿MemberExpression¿¿10516¿¿¿¿{"start":{"line":712,"column":8},"end":{"line":712,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
9976¿ThisExpression¿¿10516¿¿¿¿{"start":{"line":712,"column":8},"end":{"line":712,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ThisExpression
9977¿Identifier¿¿10516¿push¿¿¿{"start":{"line":712,"column":13},"end":{"line":712,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
9978¿Literal¿string¿10516¿¿'-modulate'¿¿{"start":{"line":712,"column":18},"end":{"line":712,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
9979¿Literal¿string¿10516¿¿'115,0,100'¿¿{"start":{"line":712,"column":31},"end":{"line":712,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
9980¿Literal¿number¿10516¿¿4¿¿{"start":{"line":712,"column":44},"end":{"line":712,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
9981¿VariableDeclarator¿¿10516¿v1035¿¿¿{"start":{"line":712,"column":8},"end":{"line":712,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
9982¿CallExpression¿¿10516¿¿¿¿{"start":{"line":712,"column":8},"end":{"line":712,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
9983¿MemberExpression¿¿10516¿¿¿¿{"start":{"line":712,"column":8},"end":{"line":712,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
9984¿Identifier¿¿10516¿v1034¿¿¿¿¿Identifier
9985¿Identifier¿¿10516¿push¿¿¿{"start":{"line":712,"column":47},"end":{"line":712,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
9986¿Literal¿string¿10516¿¿'-colorize'¿¿{"start":{"line":712,"column":52},"end":{"line":712,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
9987¿Literal¿string¿10516¿¿'7,21,50'¿¿{"start":{"line":712,"column":65},"end":{"line":712,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
9988¿Literal¿number¿10516¿¿5¿¿{"start":{"line":712,"column":76},"end":{"line":712,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
9989¿ReturnStatement¿¿10516¿¿¿¿{"start":{"line":712,"column":1},"end":{"line":712,"column":79},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ReturnStatement
9990¿Identifier¿¿10516¿v1035¿¿¿¿¿Identifier
9991¿BlockStatement¿¿10516¿¿¿¿{"start":{"line":711,"column":30},"end":{"line":713,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BlockStatement
9992¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":711,"column":0},"end":{"line":713,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
9993¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":711,"column":0},"end":{"line":713,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
9994¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":711,"column":0},"end":{"line":711,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
9995¿Identifier¿¿10281¿ImageProto¿¿¿{"start":{"line":711,"column":0},"end":{"line":711,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
9996¿Identifier¿¿10281¿sepia¿¿¿{"start":{"line":711,"column":11},"end":{"line":711,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
9997¿Identifier¿¿10281¿v1036¿¿¿¿¿Identifier
9998¿VariableDeclarator¿¿10281¿v1043¿¿¿{"start":{"line":715,"column":0},"end":{"line":717,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
9999¿FunctionExpression¿¿10281¿anon¿¿¿{"start":{"line":715,"column":23},"end":{"line":717,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿FunctionExpression
10000¿Identifier¿¿0¿filename¿¿¿{"start":{"line":715,"column":32},"end":{"line":715,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10001¿Identifier¿¿0¿x¿¿¿{"start":{"line":715,"column":42},"end":{"line":715,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10002¿Identifier¿¿0¿y¿¿¿{"start":{"line":715,"column":45},"end":{"line":715,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10003¿Identifier¿¿0¿w¿¿¿{"start":{"line":715,"column":48},"end":{"line":715,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10004¿Identifier¿¿0¿h¿¿¿{"start":{"line":715,"column":51},"end":{"line":715,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10005¿VariableDeclarator¿¿10518¿v1037¿¿¿{"start":{"line":716,"column":83},"end":{"line":716,"column":89},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
10006¿LogicalExpression¿||¿10518¿¿¿¿{"start":{"line":716,"column":83},"end":{"line":716,"column":89},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿LogicalExpression
10007¿Identifier¿¿10518¿x¿¿¿{"start":{"line":716,"column":83},"end":{"line":716,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10008¿Literal¿number¿10518¿¿0¿¿{"start":{"line":716,"column":88},"end":{"line":716,"column":89},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
10009¿VariableDeclarator¿¿10518¿v1038¿¿¿{"start":{"line":716,"column":91},"end":{"line":716,"column":97},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
10010¿LogicalExpression¿||¿10518¿¿¿¿{"start":{"line":716,"column":91},"end":{"line":716,"column":97},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿LogicalExpression
10011¿Identifier¿¿10518¿y¿¿¿{"start":{"line":716,"column":91},"end":{"line":716,"column":92},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10012¿Literal¿number¿10518¿¿0¿¿{"start":{"line":716,"column":96},"end":{"line":716,"column":97},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
10013¿VariableDeclarator¿¿10518¿v1039¿¿¿{"start":{"line":716,"column":99},"end":{"line":716,"column":105},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
10014¿LogicalExpression¿||¿10518¿¿¿¿{"start":{"line":716,"column":99},"end":{"line":716,"column":105},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿LogicalExpression
10015¿Identifier¿¿10518¿w¿¿¿{"start":{"line":716,"column":99},"end":{"line":716,"column":100},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10016¿Literal¿number¿10518¿¿0¿¿{"start":{"line":716,"column":104},"end":{"line":716,"column":105},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
10017¿VariableDeclarator¿¿10518¿v1040¿¿¿{"start":{"line":716,"column":107},"end":{"line":716,"column":113},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
10018¿LogicalExpression¿||¿10518¿¿¿¿{"start":{"line":716,"column":107},"end":{"line":716,"column":113},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿LogicalExpression
10019¿Identifier¿¿10518¿h¿¿¿{"start":{"line":716,"column":107},"end":{"line":716,"column":108},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10020¿Literal¿number¿10518¿¿0¿¿{"start":{"line":716,"column":112},"end":{"line":716,"column":113},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
10021¿VariableDeclarator¿¿10518¿v1041¿¿¿{"start":{"line":716,"column":27},"end":{"line":716,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
10022¿CallExpression¿¿10518¿¿¿¿{"start":{"line":716,"column":27},"end":{"line":716,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
10023¿MemberExpression¿¿10518¿¿¿¿{"start":{"line":716,"column":27},"end":{"line":716,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
10024¿Literal¿string¿10518¿¿'image over {1},{2} {3},{4} {5}{0}{5}'¿¿{"start":{"line":716,"column":27},"end":{"line":716,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
10025¿Identifier¿¿10518¿format¿¿¿{"start":{"line":716,"column":66},"end":{"line":716,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10026¿Identifier¿¿10518¿filename¿¿¿{"start":{"line":716,"column":73},"end":{"line":716,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10027¿Identifier¿¿10518¿v1037¿¿¿¿¿Identifier
10028¿Identifier¿¿10518¿v1038¿¿¿¿¿Identifier
10029¿Identifier¿¿10518¿v1039¿¿¿¿¿Identifier
10030¿Identifier¿¿10518¿v1040¿¿¿¿¿Identifier
10031¿Identifier¿¿10518¿D¿¿¿{"start":{"line":716,"column":115},"end":{"line":716,"column":116},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10032¿VariableDeclarator¿¿10518¿v1042¿¿¿{"start":{"line":716,"column":8},"end":{"line":716,"column":127},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
10033¿CallExpression¿¿10518¿¿¿¿{"start":{"line":716,"column":8},"end":{"line":716,"column":127},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
10034¿MemberExpression¿¿10518¿¿¿¿{"start":{"line":716,"column":8},"end":{"line":716,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
10035¿ThisExpression¿¿10518¿¿¿¿{"start":{"line":716,"column":8},"end":{"line":716,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ThisExpression
10036¿Identifier¿¿10518¿push¿¿¿{"start":{"line":716,"column":13},"end":{"line":716,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10037¿Literal¿string¿10518¿¿'-draw'¿¿{"start":{"line":716,"column":18},"end":{"line":716,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
10038¿Identifier¿¿10518¿v1041¿¿¿¿¿Identifier
10039¿Literal¿number¿10518¿¿6¿¿{"start":{"line":716,"column":119},"end":{"line":716,"column":120},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
10040¿Literal¿boolean¿10518¿¿true¿¿{"start":{"line":716,"column":122},"end":{"line":716,"column":126},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
10041¿ReturnStatement¿¿10518¿¿¿¿{"start":{"line":716,"column":1},"end":{"line":716,"column":128},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ReturnStatement
10042¿Identifier¿¿10518¿v1042¿¿¿¿¿Identifier
10043¿BlockStatement¿¿10518¿¿¿¿{"start":{"line":715,"column":54},"end":{"line":717,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BlockStatement
10044¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":715,"column":0},"end":{"line":717,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
10045¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":715,"column":0},"end":{"line":717,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
10046¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":715,"column":0},"end":{"line":715,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
10047¿Identifier¿¿10281¿ImageProto¿¿¿{"start":{"line":715,"column":0},"end":{"line":715,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10048¿Identifier¿¿10281¿watermark¿¿¿{"start":{"line":715,"column":11},"end":{"line":715,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10049¿Identifier¿¿10281¿v1043¿¿¿¿¿Identifier
10050¿VariableDeclarator¿¿10281¿v1045¿¿¿{"start":{"line":719,"column":0},"end":{"line":722,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
10051¿FunctionExpression¿¿10281¿anon¿¿¿{"start":{"line":719,"column":18},"end":{"line":722,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿FunctionExpression
10052¿Identifier¿¿0¿fn¿¿¿{"start":{"line":719,"column":27},"end":{"line":719,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10053¿VariableDeclarator¿¿10520¿v1044¿¿¿{"start":{"line":720,"column":1},"end":{"line":720,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
10054¿CallExpression¿¿10520¿¿¿¿{"start":{"line":720,"column":1},"end":{"line":720,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
10055¿MemberExpression¿¿10520¿¿¿¿{"start":{"line":720,"column":1},"end":{"line":720,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
10056¿Identifier¿¿10520¿fn¿¿¿{"start":{"line":720,"column":1},"end":{"line":720,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10057¿Identifier¿¿10520¿call¿¿¿{"start":{"line":720,"column":4},"end":{"line":720,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10058¿ThisExpression¿¿10520¿¿¿¿{"start":{"line":720,"column":9},"end":{"line":720,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ThisExpression
10059¿ThisExpression¿¿10520¿¿¿¿{"start":{"line":720,"column":15},"end":{"line":720,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ThisExpression
10060¿ExpressionStatement¿¿10520¿¿¿¿{"start":{"line":720,"column":1},"end":{"line":720,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
10061¿Identifier¿¿10520¿v1044¿¿¿¿¿Identifier
10062¿ReturnStatement¿¿10520¿¿¿¿{"start":{"line":721,"column":1},"end":{"line":721,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ReturnStatement
10063¿ThisExpression¿¿10520¿¿¿¿{"start":{"line":721,"column":8},"end":{"line":721,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ThisExpression
10064¿BlockStatement¿¿10520¿¿¿¿{"start":{"line":719,"column":31},"end":{"line":722,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BlockStatement
10065¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":719,"column":0},"end":{"line":722,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
10066¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":719,"column":0},"end":{"line":722,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
10067¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":719,"column":0},"end":{"line":719,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
10068¿Identifier¿¿10281¿ImageProto¿¿¿{"start":{"line":719,"column":0},"end":{"line":719,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10069¿Identifier¿¿10281¿make¿¿¿{"start":{"line":719,"column":11},"end":{"line":719,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10070¿Identifier¿¿10281¿v1045¿¿¿¿¿Identifier
10071¿VariableDeclarator¿¿10281¿v1049¿¿¿{"start":{"line":724,"column":0},"end":{"line":732,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
10072¿FunctionExpression¿¿10281¿anon¿¿¿{"start":{"line":724,"column":21},"end":{"line":732,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿FunctionExpression
10073¿Identifier¿¿0¿key¿¿¿{"start":{"line":724,"column":30},"end":{"line":724,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10074¿Identifier¿¿0¿value¿¿¿{"start":{"line":724,"column":35},"end":{"line":724,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10075¿Identifier¿¿0¿priority¿¿¿{"start":{"line":724,"column":42},"end":{"line":724,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
10076¿Identifier¿¿0¿esc¿¿¿{"start":{"line":724,"column":52},"end":{"line":724,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
