Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4210¿Program¿¿-1¿¿¿¿{"start":{"line":17,"column":0},"end":{"line":489,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Program
6648¿Identifier¿¿7433¿v808¿¿¿¿¿Identifier
6649¿Identifier¿¿7433¿v840¿¿¿¿¿Identifier
6650¿ExpressionStatement¿¿7433¿¿¿¿{"start":{"line":368,"column":20},"end":{"line":388,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
6651¿Identifier¿¿7433¿v841¿¿¿¿¿Identifier
6652¿BlockStatement¿¿7433¿¿¿¿{"start":{"line":367,"column":23},"end":{"line":389,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
6653¿BlockStatement¿¿7433¿¿¿¿{"start":{"line":364,"column":19},"end":{"line":390,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
6654¿BlockStatement¿¿7433¿¿¿¿{"start":{"line":361,"column":57},"end":{"line":391,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
6655¿VariableDeclarator¿¿7431¿v843¿¿¿{"start":{"line":361,"column":8},"end":{"line":391,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6656¿CallExpression¿¿7431¿¿¿¿{"start":{"line":361,"column":8},"end":{"line":391,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
6657¿MemberExpression¿¿7431¿¿¿¿{"start":{"line":361,"column":8},"end":{"line":361,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6658¿Identifier¿¿7431¿client¿¿¿{"start":{"line":361,"column":8},"end":{"line":361,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6659¿Identifier¿¿7431¿get¿¿¿{"start":{"line":361,"column":15},"end":{"line":361,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6660¿Literal¿string¿7431¿¿'/user'¿¿{"start":{"line":361,"column":19},"end":{"line":361,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
6661¿Identifier¿¿7431¿v842¿¿¿¿¿Identifier
6662¿ExpressionStatement¿¿7431¿¿¿¿{"start":{"line":361,"column":8},"end":{"line":391,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
6663¿Identifier¿¿7431¿v843¿¿¿¿¿Identifier
6664¿BlockStatement¿¿7431¿¿¿¿{"start":{"line":346,"column":60},"end":{"line":392,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
6665¿VariableDeclarator¿¿7324¿v845¿¿¿{"start":{"line":346,"column":4},"end":{"line":392,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6666¿CallExpression¿¿7324¿¿¿¿{"start":{"line":346,"column":4},"end":{"line":392,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
6667¿MemberExpression¿¿7324¿¿¿¿{"start":{"line":346,"column":4},"end":{"line":346,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6668¿Identifier¿¿7324¿router¿¿¿{"start":{"line":346,"column":4},"end":{"line":346,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6669¿Identifier¿¿7324¿post¿¿¿{"start":{"line":346,"column":11},"end":{"line":346,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6670¿Literal¿string¿7324¿¿'/api/git/repo/commit'¿¿{"start":{"line":346,"column":16},"end":{"line":346,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
6671¿Identifier¿¿7324¿v844¿¿¿¿¿Identifier
6672¿ExpressionStatement¿¿7324¿¿¿¿{"start":{"line":346,"column":4},"end":{"line":392,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
6673¿Identifier¿¿7324¿v845¿¿¿¿¿Identifier
6674¿VariableDeclarator¿¿7324¿v863¿¿¿{"start":{"line":394,"column":48},"end":{"line":407,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6675¿FunctionExpression¿¿7324¿anon¿¿¿{"start":{"line":394,"column":48},"end":{"line":407,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿FunctionExpression
6676¿Identifier¿¿0¿req¿¿¿{"start":{"line":394,"column":58},"end":{"line":394,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6677¿Identifier¿¿0¿res¿¿¿{"start":{"line":394,"column":63},"end":{"line":394,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6678¿VariableDeclarator¿¿7446¿v846¿¿¿{"start":{"line":395,"column":27},"end":{"line":395,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6679¿MemberExpression¿¿7446¿¿¿¿{"start":{"line":395,"column":27},"end":{"line":395,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6680¿Identifier¿¿7446¿req¿¿¿{"start":{"line":395,"column":27},"end":{"line":395,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6681¿Identifier¿¿7446¿body¿¿¿{"start":{"line":395,"column":31},"end":{"line":395,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6682¿VariableDeclarator¿¿7446¿v847¿¿¿{"start":{"line":395,"column":27},"end":{"line":395,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6683¿MemberExpression¿¿7446¿¿¿¿{"start":{"line":395,"column":27},"end":{"line":395,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6684¿Identifier¿¿7446¿v846¿¿¿¿¿Identifier
6685¿Identifier¿¿7446¿params¿¿¿{"start":{"line":395,"column":36},"end":{"line":395,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6686¿VariableDeclarator¿¿7446¿project_name¿¿¿{"start":{"line":395,"column":12},"end":{"line":395,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6687¿MemberExpression¿¿7446¿¿¿¿{"start":{"line":395,"column":27},"end":{"line":395,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6688¿Identifier¿¿7446¿v847¿¿¿¿¿Identifier
6689¿Identifier¿¿7446¿project_name¿¿¿{"start":{"line":395,"column":43},"end":{"line":395,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6690¿VariableDeclarator¿¿7446¿v848¿¿¿{"start":{"line":396,"column":12},"end":{"line":396,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6691¿UnaryExpression¿!¿7446¿¿¿¿{"start":{"line":396,"column":12},"end":{"line":396,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿UnaryExpression
6692¿Identifier¿¿7446¿project_name¿¿¿{"start":{"line":396,"column":13},"end":{"line":396,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6693¿IfStatement¿¿7446¿¿¿¿{"start":{"line":396,"column":8},"end":{"line":398,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿IfStatement
6694¿Identifier¿¿7446¿v848¿¿¿¿¿Identifier
6695¿VariableDeclarator¿¿7446¿v849¿¿¿{"start":{"line":397,"column":12},"end":{"line":397,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6696¿CallExpression¿¿7446¿¿¿¿{"start":{"line":397,"column":12},"end":{"line":397,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
6697¿MemberExpression¿¿7446¿¿¿¿{"start":{"line":397,"column":12},"end":{"line":397,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6698¿Identifier¿¿7446¿res¿¿¿{"start":{"line":397,"column":12},"end":{"line":397,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6699¿Identifier¿¿7446¿status¿¿¿{"start":{"line":397,"column":16},"end":{"line":397,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6700¿Literal¿number¿7446¿¿400¿¿{"start":{"line":397,"column":23},"end":{"line":397,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
6701¿VariableDeclarator¿¿7446¿v850¿¿¿{"start":{"line":397,"column":12},"end":{"line":397,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6702¿CallExpression¿¿7446¿¿¿¿{"start":{"line":397,"column":12},"end":{"line":397,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
6703¿MemberExpression¿¿7446¿¿¿¿{"start":{"line":397,"column":12},"end":{"line":397,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6704¿Identifier¿¿7446¿v849¿¿¿¿¿Identifier
6705¿Identifier¿¿7446¿send¿¿¿{"start":{"line":397,"column":28},"end":{"line":397,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6706¿Literal¿string¿7446¿¿'Failed to get project name'¿¿{"start":{"line":397,"column":33},"end":{"line":397,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
6707¿ExpressionStatement¿¿7446¿¿¿¿{"start":{"line":397,"column":12},"end":{"line":397,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
6708¿Identifier¿¿7446¿v850¿¿¿¿¿Identifier
6709¿BlockStatement¿¿7446¿¿¿¿{"start":{"line":396,"column":27},"end":{"line":398,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
6710¿VariableDeclarator¿¿7446¿v851¿¿¿{"start":{"line":399,"column":41},"end":{"line":399,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6711¿CallExpression¿¿7446¿¿¿¿{"start":{"line":399,"column":41},"end":{"line":399,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
6712¿Identifier¿¿7446¿current_user¿¿¿{"start":{"line":399,"column":41},"end":{"line":399,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6713¿Identifier¿¿7446¿req¿¿¿{"start":{"line":399,"column":54},"end":{"line":399,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6714¿VariableDeclarator¿¿7446¿v852¿¿¿{"start":{"line":399,"column":32},"end":{"line":399,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6715¿CallExpression¿¿7446¿¿¿¿{"start":{"line":399,"column":32},"end":{"line":399,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
6716¿Identifier¿¿7446¿home_dir¿¿¿{"start":{"line":399,"column":32},"end":{"line":399,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6717¿Identifier¿¿7446¿v851¿¿¿¿¿Identifier
6718¿VariableDeclarator¿¿7446¿v853¿¿¿{"start":{"line":399,"column":21},"end":{"line":399,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6719¿BinaryExpression¿+¿7446¿¿¿¿{"start":{"line":399,"column":21},"end":{"line":399,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BinaryExpression
6720¿Literal¿string¿7446¿¿'mkdir '¿¿{"start":{"line":399,"column":21},"end":{"line":399,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
6721¿Identifier¿¿7446¿v852¿¿¿¿¿Identifier
6722¿VariableDeclarator¿¿7446¿v854¿¿¿{"start":{"line":399,"column":21},"end":{"line":399,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6723¿BinaryExpression¿+¿7446¿¿¿¿{"start":{"line":399,"column":21},"end":{"line":399,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BinaryExpression
6724¿Identifier¿¿7446¿v853¿¿¿¿¿Identifier
6725¿Identifier¿¿7446¿project_name¿¿¿{"start":{"line":399,"column":62},"end":{"line":399,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6726¿VariableDeclarator¿¿7446¿v861¿¿¿{"start":{"line":400,"column":21},"end":{"line":406,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6727¿FunctionExpression¿¿7446¿anon¿¿¿{"start":{"line":400,"column":21},"end":{"line":406,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿FunctionExpression
6728¿Identifier¿¿0¿returns¿¿¿{"start":{"line":400,"column":30},"end":{"line":400,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6729¿VariableDeclarator¿¿7449¿v855¿¿¿{"start":{"line":401,"column":16},"end":{"line":401,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6730¿MemberExpression¿¿7449¿¿¿¿{"start":{"line":401,"column":16},"end":{"line":401,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6731¿Identifier¿¿7449¿returns¿¿¿{"start":{"line":401,"column":16},"end":{"line":401,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6732¿Identifier¿¿7449¿error¿¿¿{"start":{"line":401,"column":24},"end":{"line":401,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6733¿VariableDeclarator¿¿7449¿v856¿¿¿{"start":{"line":401,"column":16},"end":{"line":401,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6734¿BinaryExpression¿===¿7449¿¿¿¿{"start":{"line":401,"column":16},"end":{"line":401,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BinaryExpression
6735¿Identifier¿¿7449¿v855¿¿¿¿¿Identifier
6736¿Literal¿boolean¿7449¿¿true¿¿{"start":{"line":401,"column":34},"end":{"line":401,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
6737¿IfStatement¿¿7449¿¿¿¿{"start":{"line":401,"column":12},"end":{"line":405,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿IfStatement
6738¿Identifier¿¿7449¿v856¿¿¿¿¿Identifier
6739¿VariableDeclarator¿¿7449¿v857¿¿¿{"start":{"line":402,"column":16},"end":{"line":402,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6740¿CallExpression¿¿7449¿¿¿¿{"start":{"line":402,"column":16},"end":{"line":402,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
6741¿MemberExpression¿¿7449¿¿¿¿{"start":{"line":402,"column":16},"end":{"line":402,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6742¿Identifier¿¿7449¿res¿¿¿{"start":{"line":402,"column":16},"end":{"line":402,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6743¿Identifier¿¿7449¿status¿¿¿{"start":{"line":402,"column":20},"end":{"line":402,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6744¿Literal¿number¿7449¿¿400¿¿{"start":{"line":402,"column":27},"end":{"line":402,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
6745¿VariableDeclarator¿¿7449¿v858¿¿¿{"start":{"line":402,"column":16},"end":{"line":402,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6746¿CallExpression¿¿7449¿¿¿¿{"start":{"line":402,"column":16},"end":{"line":402,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
6747¿MemberExpression¿¿7449¿¿¿¿{"start":{"line":402,"column":16},"end":{"line":402,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6748¿Identifier¿¿7449¿v857¿¿¿¿¿Identifier
6749¿Identifier¿¿7449¿send¿¿¿{"start":{"line":402,"column":32},"end":{"line":402,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6750¿Literal¿string¿7449¿¿'Failed to run command on server'¿¿{"start":{"line":402,"column":37},"end":{"line":402,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
6751¿ExpressionStatement¿¿7449¿¿¿¿{"start":{"line":402,"column":16},"end":{"line":402,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
6752¿Identifier¿¿7449¿v858¿¿¿¿¿Identifier
6753¿BlockStatement¿¿7449¿¿¿¿{"start":{"line":401,"column":40},"end":{"line":403,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
6754¿VariableDeclarator¿¿7449¿v859¿¿¿{"start":{"line":404,"column":25},"end":{"line":404,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6755¿MemberExpression¿¿7449¿¿¿¿{"start":{"line":404,"column":25},"end":{"line":404,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6756¿Identifier¿¿7449¿returns¿¿¿{"start":{"line":404,"column":25},"end":{"line":404,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6757¿Identifier¿¿7449¿message¿¿¿{"start":{"line":404,"column":33},"end":{"line":404,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6758¿VariableDeclarator¿¿7449¿v860¿¿¿{"start":{"line":404,"column":16},"end":{"line":404,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6759¿CallExpression¿¿7449¿¿¿¿{"start":{"line":404,"column":16},"end":{"line":404,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
6760¿MemberExpression¿¿7449¿¿¿¿{"start":{"line":404,"column":16},"end":{"line":404,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6761¿Identifier¿¿7449¿res¿¿¿{"start":{"line":404,"column":16},"end":{"line":404,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6762¿Identifier¿¿7449¿send¿¿¿{"start":{"line":404,"column":20},"end":{"line":404,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6763¿Identifier¿¿7449¿v859¿¿¿¿¿Identifier
6764¿ExpressionStatement¿¿7449¿¿¿¿{"start":{"line":404,"column":16},"end":{"line":404,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
6765¿Identifier¿¿7449¿v860¿¿¿¿¿Identifier
6766¿BlockStatement¿¿7449¿¿¿¿{"start":{"line":403,"column":19},"end":{"line":405,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
6767¿BlockStatement¿¿7449¿¿¿¿{"start":{"line":400,"column":39},"end":{"line":406,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
6768¿VariableDeclarator¿¿7446¿v862¿¿¿{"start":{"line":399,"column":8},"end":{"line":406,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6769¿CallExpression¿¿7446¿¿¿¿{"start":{"line":399,"column":8},"end":{"line":406,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
6770¿Identifier¿¿7446¿execOnServer¿¿¿{"start":{"line":399,"column":8},"end":{"line":399,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6771¿Identifier¿¿7446¿v854¿¿¿¿¿Identifier
6772¿Identifier¿¿7446¿v861¿¿¿¿¿Identifier
6773¿ExpressionStatement¿¿7446¿¿¿¿{"start":{"line":399,"column":8},"end":{"line":406,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
6774¿Identifier¿¿7446¿v862¿¿¿¿¿Identifier
6775¿BlockStatement¿¿7446¿¿¿¿{"start":{"line":394,"column":68},"end":{"line":407,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
6776¿VariableDeclarator¿¿7324¿v864¿¿¿{"start":{"line":394,"column":4},"end":{"line":407,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6777¿CallExpression¿¿7324¿¿¿¿{"start":{"line":394,"column":4},"end":{"line":407,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
6778¿MemberExpression¿¿7324¿¿¿¿{"start":{"line":394,"column":4},"end":{"line":394,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6779¿Identifier¿¿7324¿router¿¿¿{"start":{"line":394,"column":4},"end":{"line":394,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6780¿Identifier¿¿7324¿post¿¿¿{"start":{"line":394,"column":11},"end":{"line":394,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6781¿Literal¿string¿7324¿¿'/api/git/repo/create/project'¿¿{"start":{"line":394,"column":16},"end":{"line":394,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
6782¿Identifier¿¿7324¿v863¿¿¿¿¿Identifier
6783¿ExpressionStatement¿¿7324¿¿¿¿{"start":{"line":394,"column":4},"end":{"line":407,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
6784¿Identifier¿¿7324¿v864¿¿¿¿¿Identifier
6785¿VariableDeclarator¿¿7324¿v882¿¿¿{"start":{"line":409,"column":47},"end":{"line":425,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6786¿FunctionExpression¿¿7324¿anon¿¿¿{"start":{"line":409,"column":47},"end":{"line":425,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿FunctionExpression
6787¿Identifier¿¿0¿req¿¿¿{"start":{"line":409,"column":57},"end":{"line":409,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6788¿Identifier¿¿0¿res¿¿¿{"start":{"line":409,"column":62},"end":{"line":409,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6789¿VariableDeclarator¿¿7452¿v865¿¿¿{"start":{"line":410,"column":26},"end":{"line":410,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6790¿MemberExpression¿¿7452¿¿¿¿{"start":{"line":410,"column":26},"end":{"line":410,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6791¿Identifier¿¿7452¿req¿¿¿{"start":{"line":410,"column":26},"end":{"line":410,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6792¿Identifier¿¿7452¿body¿¿¿{"start":{"line":410,"column":30},"end":{"line":410,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6793¿VariableDeclarator¿¿7452¿v866¿¿¿{"start":{"line":410,"column":26},"end":{"line":410,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6794¿MemberExpression¿¿7452¿¿¿¿{"start":{"line":410,"column":26},"end":{"line":410,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6795¿Identifier¿¿7452¿v865¿¿¿¿¿Identifier
6796¿Identifier¿¿7452¿params¿¿¿{"start":{"line":410,"column":35},"end":{"line":410,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6797¿VariableDeclarator¿¿7452¿folder_path¿¿¿{"start":{"line":410,"column":12},"end":{"line":410,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6798¿MemberExpression¿¿7452¿¿¿¿{"start":{"line":410,"column":26},"end":{"line":410,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
6799¿Identifier¿¿7452¿v866¿¿¿¿¿Identifier
6800¿Identifier¿¿7452¿folder_path¿¿¿{"start":{"line":410,"column":42},"end":{"line":410,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6801¿VariableDeclarator¿¿7452¿v867¿¿¿{"start":{"line":411,"column":12},"end":{"line":411,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
6802¿UnaryExpression¿!¿7452¿¿¿¿{"start":{"line":411,"column":12},"end":{"line":411,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿UnaryExpression
6803¿Identifier¿¿7452¿folder_path¿¿¿{"start":{"line":411,"column":13},"end":{"line":411,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
6804¿IfStatement¿¿7452¿¿¿¿{"start":{"line":411,"column":8},"end":{"line":413,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿IfStatement
6805¿Identifier¿¿7452¿v867¿¿¿¿¿Identifier
