Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
15966¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":3000,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Program
25725¿AssignmentExpression¿=¿28704¿¿¿¿{"start":{"line":2473,"column":8},"end":{"line":2473,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
25726¿Identifier¿¿28704¿rval¿¿¿{"start":{"line":2473,"column":8},"end":{"line":2473,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25727¿MemberExpression¿computed¿28704¿¿¿¿{"start":{"line":2473,"column":15},"end":{"line":2473,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
25728¿Identifier¿¿28704¿v3089¿¿¿¿¿Identifier
25729¿Identifier¿¿28704¿k¿¿¿{"start":{"line":2473,"column":26},"end":{"line":2473,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25730¿VariableDeclarator¿¿28704¿v3090¿¿¿{"start":{"line":2474,"column":19},"end":{"line":2474,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
25731¿UnaryExpression¿typeof¿28704¿¿¿¿{"start":{"line":2474,"column":19},"end":{"line":2474,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿UnaryExpression
25732¿Identifier¿¿28704¿i¿¿¿{"start":{"line":2474,"column":26},"end":{"line":2474,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25733¿VariableDeclarator¿¿28704¿v3091¿¿¿{"start":{"line":2474,"column":19},"end":{"line":2474,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
25734¿BinaryExpression¿!==¿28704¿¿¿¿{"start":{"line":2474,"column":19},"end":{"line":2474,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
25735¿Identifier¿¿28704¿v3090¿¿¿¿¿Identifier
25736¿Literal¿string¿28704¿¿'undefined'¿¿{"start":{"line":2474,"column":33},"end":{"line":2474,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
25737¿VariableDeclarator¿¿28704¿v3092¿¿¿{"start":{"line":2474,"column":11},"end":{"line":2474,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
25738¿LogicalExpression¿&&¿28704¿¿¿¿{"start":{"line":2474,"column":11},"end":{"line":2474,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿LogicalExpression
25739¿Identifier¿¿28704¿rval¿¿¿{"start":{"line":2474,"column":11},"end":{"line":2474,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25740¿Identifier¿¿28704¿v3091¿¿¿¿¿Identifier
25741¿IfStatement¿¿28704¿¿¿¿{"start":{"line":2474,"column":8},"end":{"line":2476,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿IfStatement
25742¿Identifier¿¿28704¿v3092¿¿¿¿¿Identifier
25743¿ExpressionStatement¿¿28704¿¿¿¿{"start":{"line":2475,"column":11},"end":{"line":2475,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
25744¿AssignmentExpression¿=¿28704¿¿¿¿{"start":{"line":2475,"column":11},"end":{"line":2475,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
25745¿Identifier¿¿28704¿rval¿¿¿{"start":{"line":2475,"column":11},"end":{"line":2475,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25746¿MemberExpression¿computed¿28704¿¿¿¿{"start":{"line":2475,"column":18},"end":{"line":2475,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
25747¿Identifier¿¿28704¿rval¿¿¿{"start":{"line":2475,"column":18},"end":{"line":2475,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25748¿Identifier¿¿28704¿i¿¿¿{"start":{"line":2475,"column":23},"end":{"line":2475,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25749¿BlockStatement¿¿28704¿¿¿¿{"start":{"line":2474,"column":46},"end":{"line":2476,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BlockStatement
25750¿BlockStatement¿¿28704¿¿¿¿{"start":{"line":2472,"column":13},"end":{"line":2477,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BlockStatement
25751¿ReturnStatement¿¿28704¿¿¿¿{"start":{"line":2478,"column":6},"end":{"line":2478,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ReturnStatement
25752¿Identifier¿¿28704¿rval¿¿¿{"start":{"line":2478,"column":13},"end":{"line":2478,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25753¿BlockStatement¿¿28704¿¿¿¿{"start":{"line":2468,"column":29},"end":{"line":2479,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BlockStatement
25754¿VariableDeclarator¿¿28699¿v3096¿¿¿{"start":{"line":2480,"column":18},"end":{"line":2489,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
25755¿FunctionExpression¿¿28699¿anon¿¿¿{"start":{"line":2480,"column":18},"end":{"line":2489,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿FunctionExpression
25756¿Identifier¿¿0¿k¿¿¿{"start":{"line":2480,"column":27},"end":{"line":2480,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25757¿Identifier¿¿0¿_default¿¿¿{"start":{"line":2480,"column":30},"end":{"line":2480,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25758¿VariableDeclarator¿¿28708¿rval¿¿¿{"start":{"line":2481,"column":10},"end":{"line":2481,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
25759¿VariableDeclarator¿¿28708¿vals¿¿¿{"start":{"line":2482,"column":10},"end":{"line":2482,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
25760¿CallExpression¿¿28708¿¿¿¿{"start":{"line":2482,"column":17},"end":{"line":2482,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿CallExpression
25761¿MemberExpression¿¿28708¿¿¿¿{"start":{"line":2482,"column":17},"end":{"line":2482,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
25762¿Identifier¿¿28708¿req¿¿¿{"start":{"line":2482,"column":17},"end":{"line":2482,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25763¿Identifier¿¿28708¿getQuery¿¿¿{"start":{"line":2482,"column":21},"end":{"line":2482,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25764¿Identifier¿¿28708¿k¿¿¿{"start":{"line":2482,"column":30},"end":{"line":2482,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25765¿IfStatement¿¿28708¿¿¿¿{"start":{"line":2483,"column":6},"end":{"line":2487,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿IfStatement
25766¿Identifier¿¿28708¿vals¿¿¿{"start":{"line":2483,"column":9},"end":{"line":2483,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25767¿VariableDeclarator¿¿28708¿v3094¿¿¿{"start":{"line":2484,"column":20},"end":{"line":2484,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
25768¿MemberExpression¿¿28708¿¿¿¿{"start":{"line":2484,"column":20},"end":{"line":2484,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
25769¿Identifier¿¿28708¿vals¿¿¿{"start":{"line":2484,"column":20},"end":{"line":2484,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25770¿Identifier¿¿28708¿length¿¿¿{"start":{"line":2484,"column":25},"end":{"line":2484,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25771¿VariableDeclarator¿¿28708¿v3095¿¿¿{"start":{"line":2484,"column":20},"end":{"line":2484,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
25772¿BinaryExpression¿-¿28708¿¿¿¿{"start":{"line":2484,"column":20},"end":{"line":2484,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
25773¿Identifier¿¿28708¿v3094¿¿¿¿¿Identifier
25774¿Literal¿number¿28708¿¿1¿¿{"start":{"line":2484,"column":34},"end":{"line":2484,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
25775¿ExpressionStatement¿¿28708¿¿¿¿{"start":{"line":2484,"column":8},"end":{"line":2484,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
25776¿AssignmentExpression¿=¿28708¿¿¿¿{"start":{"line":2484,"column":8},"end":{"line":2484,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
25777¿Identifier¿¿28708¿rval¿¿¿{"start":{"line":2484,"column":8},"end":{"line":2484,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25778¿MemberExpression¿computed¿28708¿¿¿¿{"start":{"line":2484,"column":15},"end":{"line":2484,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
25779¿Identifier¿¿28708¿vals¿¿¿{"start":{"line":2484,"column":15},"end":{"line":2484,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25780¿Identifier¿¿28708¿v3095¿¿¿¿¿Identifier
25781¿BlockStatement¿¿28708¿¿¿¿{"start":{"line":2483,"column":15},"end":{"line":2485,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BlockStatement
25782¿ExpressionStatement¿¿28708¿¿¿¿{"start":{"line":2486,"column":8},"end":{"line":2486,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
25783¿AssignmentExpression¿=¿28708¿¿¿¿{"start":{"line":2486,"column":8},"end":{"line":2486,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
25784¿Identifier¿¿28708¿rval¿¿¿{"start":{"line":2486,"column":8},"end":{"line":2486,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25785¿Identifier¿¿28708¿_default¿¿¿{"start":{"line":2486,"column":15},"end":{"line":2486,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25786¿BlockStatement¿¿28708¿¿¿¿{"start":{"line":2485,"column":13},"end":{"line":2487,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BlockStatement
25787¿ReturnStatement¿¿28708¿¿¿¿{"start":{"line":2488,"column":6},"end":{"line":2488,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ReturnStatement
25788¿Identifier¿¿28708¿rval¿¿¿{"start":{"line":2488,"column":13},"end":{"line":2488,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25789¿BlockStatement¿¿28708¿¿¿¿{"start":{"line":2480,"column":40},"end":{"line":2489,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BlockStatement
25790¿VariableDeclarator¿¿28699¿req¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
25791¿ObjectExpression¿¿28699¿¿¿¿¿¿ObjectExpression
25792¿ExpressionStatement¿¿28699¿¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
25793¿AssignmentExpression¿=¿28699¿¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
25794¿MemberExpression¿¿28699¿¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
25795¿Identifier¿¿28699¿req¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2445,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25796¿Identifier¿¿28699¿path¿¿¿{"start":{"line":2447,"column":4},"end":{"line":2447,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25797¿Identifier¿¿28699¿v3078¿¿¿¿¿Identifier
25798¿ExpressionStatement¿¿28699¿¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
25799¿AssignmentExpression¿=¿28699¿¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
25800¿MemberExpression¿¿28699¿¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
25801¿Identifier¿¿28699¿req¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2445,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25802¿Identifier¿¿28699¿query¿¿¿{"start":{"line":2449,"column":4},"end":{"line":2449,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25803¿Identifier¿¿28699¿v3079¿¿¿¿¿Identifier
25804¿ExpressionStatement¿¿28699¿¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
25805¿AssignmentExpression¿=¿28699¿¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
25806¿MemberExpression¿¿28699¿¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
25807¿Identifier¿¿28699¿req¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2445,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25808¿Identifier¿¿28699¿getPath¿¿¿{"start":{"line":2457,"column":4},"end":{"line":2457,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25809¿Identifier¿¿28699¿v3086¿¿¿¿¿Identifier
25810¿ExpressionStatement¿¿28699¿¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
25811¿AssignmentExpression¿=¿28699¿¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
25812¿MemberExpression¿¿28699¿¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
25813¿Identifier¿¿28699¿req¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2445,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25814¿Identifier¿¿28699¿getQuery¿¿¿{"start":{"line":2468,"column":4},"end":{"line":2468,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25815¿Identifier¿¿28699¿v3093¿¿¿¿¿Identifier
25816¿ExpressionStatement¿¿28699¿¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
25817¿AssignmentExpression¿=¿28699¿¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
25818¿MemberExpression¿¿28699¿¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2490,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
25819¿Identifier¿¿28699¿req¿¿¿{"start":{"line":2445,"column":6},"end":{"line":2445,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25820¿Identifier¿¿28699¿getQueryLast¿¿¿{"start":{"line":2480,"column":4},"end":{"line":2480,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25821¿Identifier¿¿28699¿v3096¿¿¿¿¿Identifier
25822¿ReturnStatement¿¿28699¿¿¿¿{"start":{"line":2491,"column":2},"end":{"line":2491,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ReturnStatement
25823¿Identifier¿¿28699¿req¿¿¿{"start":{"line":2491,"column":9},"end":{"line":2491,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25824¿BlockStatement¿¿28699¿¿¿¿{"start":{"line":2443,"column":39},"end":{"line":2492,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BlockStatement
25825¿ExpressionStatement¿¿28298¿¿¿¿{"start":{"line":2443,"column":0},"end":{"line":2492,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
25826¿AssignmentExpression¿=¿28298¿¿¿¿{"start":{"line":2443,"column":0},"end":{"line":2492,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
25827¿MemberExpression¿¿28298¿¿¿¿{"start":{"line":2443,"column":0},"end":{"line":2443,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
25828¿Identifier¿¿28298¿util¿¿¿{"start":{"line":2443,"column":0},"end":{"line":2443,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25829¿Identifier¿¿28298¿makeRequest¿¿¿{"start":{"line":2443,"column":5},"end":{"line":2443,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25830¿Identifier¿¿28298¿v3097¿¿¿¿¿Identifier
25831¿VariableDeclarator¿exported¿28298¿v3112¿¿¿{"start":{"line":2505,"column":0},"end":{"line":2514,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
25832¿FunctionExpression¿¿28298¿anon¿¿¿{"start":{"line":2505,"column":16},"end":{"line":2514,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿FunctionExpression
25833¿Identifier¿¿0¿path¿¿¿{"start":{"line":2505,"column":25},"end":{"line":2505,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25834¿Identifier¿¿0¿query¿¿¿{"start":{"line":2505,"column":31},"end":{"line":2505,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25835¿Identifier¿¿0¿fragment¿¿¿{"start":{"line":2505,"column":38},"end":{"line":2505,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25836¿VariableDeclarator¿¿28711¿v3098¿¿¿{"start":{"line":2507,"column":9},"end":{"line":2507,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
25837¿CallExpression¿¿28711¿¿¿¿{"start":{"line":2507,"column":9},"end":{"line":2507,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿CallExpression
25838¿MemberExpression¿¿28711¿¿¿¿{"start":{"line":2507,"column":9},"end":{"line":2507,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
25839¿Identifier¿¿28711¿jQuery¿¿¿{"start":{"line":2507,"column":9},"end":{"line":2507,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25840¿Identifier¿¿28711¿isArray¿¿¿{"start":{"line":2507,"column":16},"end":{"line":2507,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25841¿Identifier¿¿28711¿path¿¿¿{"start":{"line":2507,"column":24},"end":{"line":2507,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25842¿VariableDeclarator¿¿28711¿v3099¿¿¿{"start":{"line":2507,"column":32},"end":{"line":2507,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
25843¿CallExpression¿¿28711¿¿¿¿{"start":{"line":2507,"column":32},"end":{"line":2507,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿CallExpression
25844¿MemberExpression¿¿28711¿¿¿¿{"start":{"line":2507,"column":32},"end":{"line":2507,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
25845¿Identifier¿¿28711¿path¿¿¿{"start":{"line":2507,"column":32},"end":{"line":2507,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25846¿Identifier¿¿28711¿join¿¿¿{"start":{"line":2507,"column":37},"end":{"line":2507,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25847¿Literal¿string¿28711¿¿'/'¿¿{"start":{"line":2507,"column":42},"end":{"line":2507,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
25848¿IfStatement¿¿28711¿¿¿¿{"start":{"line":2507,"column":9},"end":{"line":2507,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿IfStatement
25849¿Identifier¿¿28711¿v3098¿¿¿¿¿Identifier
25850¿ExpressionStatement¿¿28711¿¿¿¿{"start":{"line":2507,"column":9},"end":{"line":2507,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
25851¿AssignmentExpression¿=¿28711¿¿¿¿{"start":{"line":2507,"column":9},"end":{"line":2507,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
25852¿Identifier¿¿28711¿path¿¿¿{"start":{"line":2507,"column":2},"end":{"line":2507,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25853¿Identifier¿¿28711¿v3099¿¿¿¿¿Identifier
25854¿BlockStatement¿¿28711¿¿¿¿¿¿BlockStatement
25855¿ExpressionStatement¿¿28711¿¿¿¿{"start":{"line":2507,"column":9},"end":{"line":2507,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
25856¿AssignmentExpression¿=¿28711¿¿¿¿{"start":{"line":2507,"column":9},"end":{"line":2507,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
25857¿Identifier¿¿28711¿path¿¿¿{"start":{"line":2507,"column":2},"end":{"line":2507,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25858¿Identifier¿¿28711¿path¿¿¿{"start":{"line":2507,"column":49},"end":{"line":2507,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
25859¿BlockStatement¿¿28711¿¿¿¿¿¿BlockStatement
25860¿VariableDeclarator¿¿28711¿v3100¿¿¿{"start":{"line":2509,"column":35},"end":{"line":2509,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
25861¿ObjectExpression¿¿28711¿¿¿¿{"start":{"line":2509,"column":35},"end":{"line":2509,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ObjectExpression
25862¿VariableDeclarator¿¿28711¿v3101¿¿¿{"start":{"line":2509,"column":26},"end":{"line":2509,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
