Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4025¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":550,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Program
6428¿Identifier¿¿7175¿JsonPointer¿¿¿{"start":{"line":437,"column":42},"end":{"line":437,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6429¿Identifier¿¿7175¿v687¿¿¿¿¿Identifier
6430¿BlockStatement¿¿7175¿¿¿¿{"start":{"line":436,"column":25},"end":{"line":438,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
6431¿BlockStatement¿¿7175¿¿¿¿{"start":{"line":427,"column":55},"end":{"line":439,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
6432¿VariableDeclarator¿¿7175¿v688¿¿¿{"start":{"line":440,"column":20},"end":{"line":440,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6433¿CallExpression¿¿7175¿¿¿¿{"start":{"line":440,"column":20},"end":{"line":440,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
6434¿Identifier¿¿7175¿encodePointer¿¿¿{"start":{"line":440,"column":20},"end":{"line":440,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6435¿Identifier¿¿7175¿path¿¿¿{"start":{"line":440,"column":34},"end":{"line":440,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6436¿VariableDeclarator¿¿7175¿v689¿¿¿{"start":{"line":440,"column":12},"end":{"line":440,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6437¿CallExpression¿¿7175¿¿¿¿{"start":{"line":440,"column":12},"end":{"line":440,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
6438¿Identifier¿¿7175¿visitor¿¿¿{"start":{"line":440,"column":12},"end":{"line":440,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6439¿Identifier¿¿7175¿v688¿¿¿¿¿Identifier
6440¿Identifier¿¿7175¿it¿¿¿{"start":{"line":440,"column":41},"end":{"line":440,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6441¿ExpressionStatement¿¿7175¿¿¿¿{"start":{"line":440,"column":12},"end":{"line":440,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
6442¿Identifier¿¿7175¿v689¿¿¿¿¿Identifier
6443¿ExpressionStatement¿¿7175¿¿¿¿{"start":{"line":424,"column":10},"end":{"line":441,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
6444¿AssignmentExpression¿=¿7175¿¿¿¿{"start":{"line":424,"column":10},"end":{"line":441,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
6445¿Identifier¿¿7175¿v672¿¿¿{"start":{"line":424,"column":10},"end":{"line":441,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6446¿BinaryExpression¿<¿7175¿¿¿¿{"start":{"line":424,"column":17},"end":{"line":424,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
6447¿Identifier¿¿7175¿v671¿¿¿¿¿Identifier
6448¿Identifier¿¿7175¿jlen¿¿¿{"start":{"line":424,"column":23},"end":{"line":424,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6449¿BlockStatement¿¿7175¿¿¿¿{"start":{"line":424,"column":29},"end":{"line":441,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
6450¿BlockStatement¿¿7175¿¿¿¿{"start":{"line":421,"column":39},"end":{"line":442,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
6451¿VariableDeclarator¿¿7175¿v690¿¿¿{"start":{"line":443,"column":30},"end":{"line":443,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6452¿MemberExpression¿¿7175¿¿¿¿{"start":{"line":443,"column":30},"end":{"line":443,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
6453¿Identifier¿¿7175¿cursor¿¿¿{"start":{"line":443,"column":30},"end":{"line":443,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6454¿Identifier¿¿7175¿obj¿¿¿{"start":{"line":443,"column":37},"end":{"line":443,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6455¿ExpressionStatement¿¿7175¿¿¿¿{"start":{"line":443,"column":10},"end":{"line":443,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
6456¿AssignmentExpression¿=¿7175¿¿¿¿{"start":{"line":443,"column":10},"end":{"line":443,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
6457¿Identifier¿¿7175¿items¿¿¿{"start":{"line":443,"column":10},"end":{"line":443,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6458¿CallExpression¿¿7175¿¿¿¿{"start":{"line":443,"column":18},"end":{"line":443,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
6459¿MemberExpression¿¿7175¿¿¿¿{"start":{"line":443,"column":18},"end":{"line":443,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
6460¿Identifier¿¿7175¿Object¿¿¿{"start":{"line":443,"column":18},"end":{"line":443,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6461¿Identifier¿¿7175¿keys¿¿¿{"start":{"line":443,"column":25},"end":{"line":443,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6462¿Identifier¿¿7175¿v690¿¿¿¿¿Identifier
6463¿ExpressionStatement¿¿7175¿¿¿¿{"start":{"line":444,"column":10},"end":{"line":444,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
6464¿AssignmentExpression¿=¿7175¿¿¿¿{"start":{"line":444,"column":10},"end":{"line":444,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
6465¿Identifier¿¿7175¿ilen¿¿¿{"start":{"line":444,"column":10},"end":{"line":444,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6466¿MemberExpression¿¿7175¿¿¿¿{"start":{"line":444,"column":17},"end":{"line":444,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
6467¿Identifier¿¿7175¿items¿¿¿{"start":{"line":444,"column":17},"end":{"line":444,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6468¿Identifier¿¿7175¿length¿¿¿{"start":{"line":444,"column":23},"end":{"line":444,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6469¿VariableDeclarator¿¿7175¿v691¿¿¿{"start":{"line":445,"column":14},"end":{"line":445,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6470¿UnaryExpression¿-¿7175¿¿¿¿{"start":{"line":445,"column":14},"end":{"line":445,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿UnaryExpression
6471¿Literal¿number¿7175¿¿1¿¿{"start":{"line":445,"column":15},"end":{"line":445,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
6472¿ExpressionStatement¿¿7175¿¿¿¿{"start":{"line":445,"column":10},"end":{"line":445,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
6473¿AssignmentExpression¿=¿7175¿¿¿¿{"start":{"line":445,"column":10},"end":{"line":445,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
6474¿Identifier¿¿7175¿i¿¿¿{"start":{"line":445,"column":10},"end":{"line":445,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6475¿Identifier¿¿7175¿v691¿¿¿¿¿Identifier
6476¿VariableDeclarator¿¿7175¿v692¿¿¿{"start":{"line":446,"column":17},"end":{"line":446,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6477¿UpdateExpression¿¿7175¿¿¿¿{"start":{"line":446,"column":17},"end":{"line":446,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿UpdateExpression
6478¿Identifier¿¿7175¿i¿¿¿{"start":{"line":446,"column":19},"end":{"line":446,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6479¿VariableDeclarator¿¿7175¿v693¿¿¿{"start":{"line":446,"column":17},"end":{"line":446,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6480¿BinaryExpression¿<¿7175¿¿¿¿{"start":{"line":446,"column":17},"end":{"line":446,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
6481¿Identifier¿¿7175¿v692¿¿¿¿¿Identifier
6482¿Identifier¿¿7175¿ilen¿¿¿{"start":{"line":446,"column":23},"end":{"line":446,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6483¿WhileStatement¿¿7175¿¿¿¿{"start":{"line":446,"column":10},"end":{"line":463,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿WhileStatement
6484¿Identifier¿¿7175¿v693¿¿¿¿¿Identifier
6485¿VariableDeclarator¿¿7175¿v694¿¿¿{"start":{"line":447,"column":17},"end":{"line":447,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6486¿MemberExpression¿¿7175¿¿¿¿{"start":{"line":447,"column":17},"end":{"line":447,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
6487¿Identifier¿¿7175¿cursor¿¿¿{"start":{"line":447,"column":17},"end":{"line":447,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6488¿Identifier¿¿7175¿obj¿¿¿{"start":{"line":447,"column":24},"end":{"line":447,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6489¿VariableDeclarator¿¿7175¿v695¿¿¿{"start":{"line":447,"column":28},"end":{"line":447,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6490¿MemberExpression¿computed¿7175¿¿¿¿{"start":{"line":447,"column":28},"end":{"line":447,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
6491¿Identifier¿¿7175¿items¿¿¿{"start":{"line":447,"column":28},"end":{"line":447,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6492¿Identifier¿¿7175¿i¿¿¿{"start":{"line":447,"column":34},"end":{"line":447,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6493¿ExpressionStatement¿¿7175¿¿¿¿{"start":{"line":447,"column":12},"end":{"line":447,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
6494¿AssignmentExpression¿=¿7175¿¿¿¿{"start":{"line":447,"column":12},"end":{"line":447,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
6495¿Identifier¿¿7175¿it¿¿¿{"start":{"line":447,"column":12},"end":{"line":447,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6496¿MemberExpression¿computed¿7175¿¿¿¿{"start":{"line":447,"column":17},"end":{"line":447,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
6497¿Identifier¿¿7175¿v694¿¿¿¿¿Identifier
6498¿Identifier¿¿7175¿v695¿¿¿¿¿Identifier
6499¿VariableDeclarator¿¿7175¿v696¿¿¿{"start":{"line":448,"column":19},"end":{"line":448,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6500¿MemberExpression¿¿7175¿¿¿¿{"start":{"line":448,"column":19},"end":{"line":448,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
6501¿Identifier¿¿7175¿cursor¿¿¿{"start":{"line":448,"column":19},"end":{"line":448,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6502¿Identifier¿¿7175¿path¿¿¿{"start":{"line":448,"column":26},"end":{"line":448,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6503¿VariableDeclarator¿¿7175¿v697¿¿¿{"start":{"line":448,"column":38},"end":{"line":448,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6504¿MemberExpression¿computed¿7175¿¿¿¿{"start":{"line":448,"column":38},"end":{"line":448,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
6505¿Identifier¿¿7175¿items¿¿¿{"start":{"line":448,"column":38},"end":{"line":448,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6506¿Identifier¿¿7175¿i¿¿¿{"start":{"line":448,"column":44},"end":{"line":448,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6507¿ExpressionStatement¿¿7175¿¿¿¿{"start":{"line":448,"column":12},"end":{"line":448,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
6508¿AssignmentExpression¿=¿7175¿¿¿¿{"start":{"line":448,"column":12},"end":{"line":448,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
6509¿Identifier¿¿7175¿path¿¿¿{"start":{"line":448,"column":12},"end":{"line":448,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6510¿CallExpression¿¿7175¿¿¿¿{"start":{"line":448,"column":19},"end":{"line":448,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
6511¿MemberExpression¿¿7175¿¿¿¿{"start":{"line":448,"column":19},"end":{"line":448,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
6512¿Identifier¿¿7175¿v696¿¿¿¿¿Identifier
6513¿Identifier¿¿7175¿concat¿¿¿{"start":{"line":448,"column":31},"end":{"line":448,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6514¿Identifier¿¿7175¿v697¿¿¿¿¿Identifier
6515¿VariableDeclarator¿¿7175¿v698¿¿¿{"start":{"line":449,"column":16},"end":{"line":449,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6516¿UnaryExpression¿typeof¿7175¿¿¿¿{"start":{"line":449,"column":16},"end":{"line":449,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿UnaryExpression
6517¿Identifier¿¿7175¿it¿¿¿{"start":{"line":449,"column":23},"end":{"line":449,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6518¿VariableDeclarator¿¿7175¿v699¿¿¿{"start":{"line":449,"column":16},"end":{"line":449,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6519¿BinaryExpression¿===¿7175¿¿¿¿{"start":{"line":449,"column":16},"end":{"line":449,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
6520¿Identifier¿¿7175¿v698¿¿¿¿¿Identifier
6521¿Literal¿string¿7175¿¿'object'¿¿{"start":{"line":449,"column":30},"end":{"line":449,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
6522¿VariableDeclarator¿¿7175¿v700¿¿¿{"start":{"line":449,"column":42},"end":{"line":449,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6523¿BinaryExpression¿!==¿7175¿¿¿¿{"start":{"line":449,"column":42},"end":{"line":449,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
6524¿Identifier¿¿7175¿it¿¿¿{"start":{"line":449,"column":42},"end":{"line":449,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6525¿Literal¿object¿7175¿¿null¿¿{"start":{"line":449,"column":49},"end":{"line":449,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
6526¿VariableDeclarator¿¿7175¿v701¿¿¿{"start":{"line":449,"column":16},"end":{"line":449,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6527¿LogicalExpression¿&&¿7175¿¿¿¿{"start":{"line":449,"column":16},"end":{"line":449,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿LogicalExpression
6528¿Identifier¿¿7175¿v699¿¿¿¿¿Identifier
6529¿Identifier¿¿7175¿v700¿¿¿¿¿Identifier
6530¿IfStatement¿¿7175¿¿¿¿{"start":{"line":449,"column":12},"end":{"line":461,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿IfStatement
6531¿Identifier¿¿7175¿v701¿¿¿¿¿Identifier
6532¿VariableDeclarator¿¿7175¿v702¿¿¿{"start":{"line":450,"column":27},"end":{"line":450,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6533¿MemberExpression¿computed¿7175¿¿¿¿{"start":{"line":450,"column":27},"end":{"line":450,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
6534¿Identifier¿¿7175¿distinctObjects¿¿¿{"start":{"line":450,"column":27},"end":{"line":450,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6535¿Identifier¿¿7175¿it¿¿¿{"start":{"line":450,"column":43},"end":{"line":450,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6536¿VariableDeclarator¿¿7175¿v703¿¿¿{"start":{"line":450,"column":18},"end":{"line":450,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6537¿LogicalExpression¿&&¿7175¿¿¿¿{"start":{"line":450,"column":18},"end":{"line":450,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿LogicalExpression
6538¿Identifier¿¿7175¿cycle¿¿¿{"start":{"line":450,"column":18},"end":{"line":450,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6539¿Identifier¿¿7175¿v702¿¿¿¿¿Identifier
6540¿IfStatement¿¿7175¿¿¿¿{"start":{"line":450,"column":14},"end":{"line":453,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿IfStatement
6541¿Identifier¿¿7175¿v703¿¿¿¿¿Identifier
6542¿VariableDeclarator¿¿7175¿v704¿¿¿{"start":{"line":451,"column":24},"end":{"line":451,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6543¿CallExpression¿¿7175¿¿¿¿{"start":{"line":451,"column":24},"end":{"line":451,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
6544¿Identifier¿¿7175¿encodePointer¿¿¿{"start":{"line":451,"column":24},"end":{"line":451,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6545¿Identifier¿¿7175¿path¿¿¿{"start":{"line":451,"column":38},"end":{"line":451,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6546¿VariableDeclarator¿¿7175¿v705¿¿¿{"start":{"line":451,"column":63},"end":{"line":451,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6547¿MemberExpression¿computed¿7175¿¿¿¿{"start":{"line":451,"column":63},"end":{"line":451,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
6548¿Identifier¿¿7175¿distinctObjects¿¿¿{"start":{"line":451,"column":63},"end":{"line":451,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6549¿Identifier¿¿7175¿it¿¿¿{"start":{"line":451,"column":79},"end":{"line":451,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6550¿VariableDeclarator¿¿7175¿v706¿¿¿{"start":{"line":451,"column":45},"end":{"line":451,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6551¿NewExpression¿¿7175¿¿¿¿{"start":{"line":451,"column":45},"end":{"line":451,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿NewExpression
6552¿Identifier¿¿7175¿JsonReference¿¿¿{"start":{"line":451,"column":49},"end":{"line":451,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6553¿Identifier¿¿7175¿v705¿¿¿¿¿Identifier
6554¿VariableDeclarator¿¿7175¿v707¿¿¿{"start":{"line":451,"column":16},"end":{"line":451,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6555¿CallExpression¿¿7175¿¿¿¿{"start":{"line":451,"column":16},"end":{"line":451,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
6556¿Identifier¿¿7175¿visitor¿¿¿{"start":{"line":451,"column":16},"end":{"line":451,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6557¿Identifier¿¿7175¿v704¿¿¿¿¿Identifier
6558¿Identifier¿¿7175¿v706¿¿¿¿¿Identifier
6559¿ExpressionStatement¿¿7175¿¿¿¿{"start":{"line":451,"column":16},"end":{"line":451,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
6560¿Identifier¿¿7175¿v707¿¿¿¿¿Identifier
6561¿ContinueStatement¿¿7175¿¿¿¿{"start":{"line":452,"column":16},"end":{"line":452,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ContinueStatement
6562¿BlockStatement¿¿7175¿¿¿¿{"start":{"line":450,"column":48},"end":{"line":453,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
6563¿VariableDeclarator¿¿7175¿v708¿¿¿{"start":{"line":454,"column":21},"end":{"line":457,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
6564¿ObjectExpression¿¿7175¿¿¿¿{"start":{"line":454,"column":21},"end":{"line":457,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ObjectExpression
6565¿Property¿¿7175¿¿¿¿{"start":{"line":455,"column":16},"end":{"line":455,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Property
6566¿Identifier¿¿7175¿obj¿¿¿{"start":{"line":455,"column":16},"end":{"line":455,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6567¿Identifier¿¿7175¿it¿¿¿{"start":{"line":455,"column":21},"end":{"line":455,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6568¿Property¿¿7175¿¿¿¿{"start":{"line":456,"column":16},"end":{"line":456,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Property
6569¿Identifier¿¿7175¿path¿¿¿{"start":{"line":456,"column":16},"end":{"line":456,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
6570¿Identifier¿¿7175¿path¿¿¿{"start":{"line":456,"column":22},"end":{"line":456,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
