Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
842¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":291,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Program
1273¿UnaryExpression¿typeof¿1520¿¿¿¿{"start":{"line":169,"column":16},"end":{"line":169,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿UnaryExpression
1274¿Identifier¿¿1520¿v128¿¿¿¿¿Identifier
1275¿VariableDeclarator¿¿1520¿v130¿¿¿{"start":{"line":169,"column":16},"end":{"line":169,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1276¿BinaryExpression¿===¿1520¿¿¿¿{"start":{"line":169,"column":16},"end":{"line":169,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1277¿Identifier¿¿1520¿v129¿¿¿¿¿Identifier
1278¿Literal¿string¿1520¿¿'undefined'¿¿{"start":{"line":169,"column":34},"end":{"line":169,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1279¿VariableDeclarator¿¿1520¿v131¿¿¿{"start":{"line":169,"column":48},"end":{"line":169,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1280¿ArrayExpression¿¿1520¿¿¿¿{"start":{"line":169,"column":48},"end":{"line":169,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ArrayExpression
1281¿VariableDeclarator¿¿1520¿v132¿¿¿{"start":{"line":169,"column":53},"end":{"line":169,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1282¿ObjectExpression¿¿1520¿¿¿¿{"start":{"line":169,"column":53},"end":{"line":169,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ObjectExpression
1283¿IfStatement¿¿1520¿¿¿¿{"start":{"line":169,"column":16},"end":{"line":169,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿IfStatement
1284¿Identifier¿¿1520¿v130¿¿¿¿¿Identifier
1285¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":169,"column":16},"end":{"line":169,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1286¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":169,"column":16},"end":{"line":169,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1287¿Identifier¿¿1520¿propVal¿¿¿{"start":{"line":169,"column":6},"end":{"line":169,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1288¿Identifier¿¿1520¿v131¿¿¿¿¿Identifier
1289¿BlockStatement¿¿1520¿¿¿¿¿¿BlockStatement
1290¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":169,"column":16},"end":{"line":169,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1291¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":169,"column":16},"end":{"line":169,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1292¿Identifier¿¿1520¿propVal¿¿¿{"start":{"line":169,"column":6},"end":{"line":169,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1293¿Identifier¿¿1520¿v132¿¿¿¿¿Identifier
1294¿BlockStatement¿¿1520¿¿¿¿¿¿BlockStatement
1295¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":170,"column":6},"end":{"line":170,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1296¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":170,"column":6},"end":{"line":170,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1297¿MemberExpression¿computed¿1520¿¿¿¿{"start":{"line":170,"column":6},"end":{"line":170,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1298¿Identifier¿¿1520¿tempObj¿¿¿{"start":{"line":170,"column":6},"end":{"line":170,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1299¿Identifier¿¿1520¿propName¿¿¿{"start":{"line":170,"column":14},"end":{"line":170,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1300¿Identifier¿¿1520¿propVal¿¿¿{"start":{"line":170,"column":26},"end":{"line":170,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1301¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":171,"column":6},"end":{"line":171,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1302¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":171,"column":6},"end":{"line":171,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1303¿Identifier¿¿1520¿tempObj¿¿¿{"start":{"line":171,"column":6},"end":{"line":171,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1304¿MemberExpression¿computed¿1520¿¿¿¿{"start":{"line":171,"column":16},"end":{"line":171,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1305¿Identifier¿¿1520¿tempObj¿¿¿{"start":{"line":171,"column":16},"end":{"line":171,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1306¿Identifier¿¿1520¿propName¿¿¿{"start":{"line":171,"column":24},"end":{"line":171,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1307¿BlockStatement¿¿1520¿¿¿¿{"start":{"line":163,"column":11},"end":{"line":172,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BlockStatement
1308¿BlockStatement¿¿1520¿¿¿¿¿¿BlockStatement
1309¿BlockStatement¿¿1520¿¿¿¿¿¿BlockStatement
1310¿VariableDeclarator¿¿1520¿v100¿¿¿{"start":{"line":149,"column":33},"end":{"line":149,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1311¿UpdateExpression¿¿1520¿¿¿¿{"start":{"line":149,"column":33},"end":{"line":149,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿UpdateExpression
1312¿Identifier¿¿1520¿i¿¿¿{"start":{"line":149,"column":33},"end":{"line":149,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1313¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":149,"column":2},"end":{"line":173,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1314¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":149,"column":2},"end":{"line":173,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1315¿Identifier¿¿1520¿v99¿¿¿{"start":{"line":149,"column":2},"end":{"line":173,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1316¿BinaryExpression¿<¿1520¿¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1317¿Identifier¿¿1520¿i¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1318¿Identifier¿¿1520¿pathDepth¿¿¿{"start":{"line":149,"column":22},"end":{"line":149,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1319¿BlockStatement¿¿1520¿¿¿¿¿¿BlockStatement
1320¿BlockStatement¿¿1520¿¿¿¿{"start":{"line":144,"column":48},"end":{"line":174,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BlockStatement
1321¿VariableDeclarator¿exported¿1503¿getPathInfo¿¿¿{"start":{"line":198,"column":0},"end":{"line":209,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1322¿FunctionExpression¿¿1503¿anon¿¿¿{"start":{"line":198,"column":0},"end":{"line":209,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿FunctionExpression
1323¿Identifier¿¿0¿obj¿¿¿{"start":{"line":198,"column":21},"end":{"line":198,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1324¿Identifier¿¿0¿path¿¿¿{"start":{"line":198,"column":26},"end":{"line":198,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1325¿VariableDeclarator¿¿1529¿parsed¿¿¿{"start":{"line":199,"column":6},"end":{"line":199,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1326¿CallExpression¿¿1529¿¿¿¿{"start":{"line":199,"column":15},"end":{"line":199,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿CallExpression
1327¿Identifier¿¿1529¿parsePath¿¿¿{"start":{"line":199,"column":15},"end":{"line":199,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1328¿Identifier¿¿1529¿path¿¿¿{"start":{"line":199,"column":25},"end":{"line":199,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1329¿VariableDeclarator¿¿1529¿v133¿¿¿{"start":{"line":200,"column":20},"end":{"line":200,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1330¿MemberExpression¿¿1529¿¿¿¿{"start":{"line":200,"column":20},"end":{"line":200,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1331¿Identifier¿¿1529¿parsed¿¿¿{"start":{"line":200,"column":20},"end":{"line":200,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1332¿Identifier¿¿1529¿length¿¿¿{"start":{"line":200,"column":27},"end":{"line":200,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1333¿VariableDeclarator¿¿1529¿v134¿¿¿{"start":{"line":200,"column":20},"end":{"line":200,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1334¿BinaryExpression¿-¿1529¿¿¿¿{"start":{"line":200,"column":20},"end":{"line":200,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1335¿Identifier¿¿1529¿v133¿¿¿¿¿Identifier
1336¿Literal¿number¿1529¿¿1¿¿{"start":{"line":200,"column":36},"end":{"line":200,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1337¿VariableDeclarator¿¿1529¿last¿¿¿{"start":{"line":200,"column":6},"end":{"line":200,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1338¿MemberExpression¿computed¿1529¿¿¿¿{"start":{"line":200,"column":13},"end":{"line":200,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1339¿Identifier¿¿1529¿parsed¿¿¿{"start":{"line":200,"column":13},"end":{"line":200,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1340¿Identifier¿¿1529¿v134¿¿¿¿¿Identifier
1341¿VariableDeclarator¿¿1529¿v135¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1342¿MemberExpression¿¿1529¿¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1343¿Identifier¿¿1529¿parsed¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1344¿Identifier¿¿1529¿length¿¿¿{"start":{"line":202,"column":19},"end":{"line":202,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1345¿VariableDeclarator¿¿1529¿v136¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1346¿BinaryExpression¿>¿1529¿¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1347¿Identifier¿¿1529¿v135¿¿¿¿¿Identifier
1348¿Literal¿number¿1529¿¿1¿¿{"start":{"line":202,"column":28},"end":{"line":202,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1349¿VariableDeclarator¿¿1529¿v137¿¿¿{"start":{"line":202,"column":66},"end":{"line":202,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1350¿MemberExpression¿¿1529¿¿¿¿{"start":{"line":202,"column":66},"end":{"line":202,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1351¿Identifier¿¿1529¿parsed¿¿¿{"start":{"line":202,"column":66},"end":{"line":202,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1352¿Identifier¿¿1529¿length¿¿¿{"start":{"line":202,"column":73},"end":{"line":202,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1353¿VariableDeclarator¿¿1529¿v138¿¿¿{"start":{"line":202,"column":66},"end":{"line":202,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1354¿BinaryExpression¿-¿1529¿¿¿¿{"start":{"line":202,"column":66},"end":{"line":202,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1355¿Identifier¿¿1529¿v137¿¿¿¿¿Identifier
1356¿Literal¿number¿1529¿¿1¿¿{"start":{"line":202,"column":82},"end":{"line":202,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1357¿VariableDeclarator¿¿1529¿v139¿¿¿{"start":{"line":202,"column":32},"end":{"line":202,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1358¿CallExpression¿¿1529¿¿¿¿{"start":{"line":202,"column":32},"end":{"line":202,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿CallExpression
1359¿Identifier¿¿1529¿internalGetPathValue¿¿¿{"start":{"line":202,"column":32},"end":{"line":202,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1360¿Identifier¿¿1529¿obj¿¿¿{"start":{"line":202,"column":53},"end":{"line":202,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1361¿Identifier¿¿1529¿parsed¿¿¿{"start":{"line":202,"column":58},"end":{"line":202,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1362¿Identifier¿¿1529¿v138¿¿¿¿¿Identifier
1363¿VariableDeclarator¿¿1529¿v140¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1364¿IfStatement¿¿1529¿¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿IfStatement
1365¿Identifier¿¿1529¿v136¿¿¿¿¿Identifier
1366¿ExpressionStatement¿¿1529¿¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1367¿AssignmentExpression¿=¿1529¿¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1368¿Identifier¿¿1529¿v140¿¿¿¿¿Identifier
1369¿Identifier¿¿1529¿v139¿¿¿¿¿Identifier
1370¿BlockStatement¿¿1529¿¿¿¿¿¿BlockStatement
1371¿ExpressionStatement¿¿1529¿¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1372¿AssignmentExpression¿=¿1529¿¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1373¿Identifier¿¿1529¿v140¿¿¿¿¿Identifier
1374¿Identifier¿¿1529¿obj¿¿¿{"start":{"line":202,"column":87},"end":{"line":202,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1375¿BlockStatement¿¿1529¿¿¿¿¿¿BlockStatement
1376¿VariableDeclarator¿¿1529¿v141¿¿¿{"start":{"line":203,"column":10},"end":{"line":203,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1377¿MemberExpression¿¿1529¿¿¿¿{"start":{"line":203,"column":10},"end":{"line":203,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1378¿Identifier¿¿1529¿last¿¿¿{"start":{"line":203,"column":10},"end":{"line":203,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1379¿Identifier¿¿1529¿p¿¿¿{"start":{"line":203,"column":15},"end":{"line":203,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1380¿VariableDeclarator¿¿1529¿v142¿¿¿{"start":{"line":203,"column":20},"end":{"line":203,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1381¿MemberExpression¿¿1529¿¿¿¿{"start":{"line":203,"column":20},"end":{"line":203,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1382¿Identifier¿¿1529¿last¿¿¿{"start":{"line":203,"column":20},"end":{"line":203,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1383¿Identifier¿¿1529¿i¿¿¿{"start":{"line":203,"column":25},"end":{"line":203,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1384¿VariableDeclarator¿¿1529¿v143¿¿¿{"start":{"line":203,"column":10},"end":{"line":203,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1385¿LogicalExpression¿||¿1529¿¿¿¿{"start":{"line":203,"column":10},"end":{"line":203,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿LogicalExpression
1386¿Identifier¿¿1529¿v141¿¿¿¿¿Identifier
1387¿Identifier¿¿1529¿v142¿¿¿¿¿Identifier
1388¿VariableDeclarator¿¿1529¿v144¿¿¿{"start":{"line":204,"column":11},"end":{"line":204,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1389¿CallExpression¿¿1529¿¿¿¿{"start":{"line":204,"column":11},"end":{"line":204,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿CallExpression
1390¿Identifier¿¿1529¿internalGetPathValue¿¿¿{"start":{"line":204,"column":11},"end":{"line":204,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1391¿Identifier¿¿1529¿obj¿¿¿{"start":{"line":204,"column":32},"end":{"line":204,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1392¿Identifier¿¿1529¿parsed¿¿¿{"start":{"line":204,"column":37},"end":{"line":204,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1393¿VariableDeclarator¿¿1529¿info¿¿¿{"start":{"line":201,"column":6},"end":{"line":205,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1394¿ObjectExpression¿¿1529¿¿¿¿¿¿ObjectExpression
1395¿ExpressionStatement¿¿1529¿¿¿¿{"start":{"line":201,"column":6},"end":{"line":205,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1396¿AssignmentExpression¿=¿1529¿¿¿¿{"start":{"line":201,"column":6},"end":{"line":205,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1397¿MemberExpression¿¿1529¿¿¿¿{"start":{"line":201,"column":6},"end":{"line":205,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1398¿Identifier¿¿1529¿info¿¿¿{"start":{"line":201,"column":6},"end":{"line":201,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1399¿Identifier¿¿1529¿parent¿¿¿{"start":{"line":202,"column":4},"end":{"line":202,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1400¿Identifier¿¿1529¿v140¿¿¿¿¿Identifier
1401¿ExpressionStatement¿¿1529¿¿¿¿{"start":{"line":201,"column":6},"end":{"line":205,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1402¿AssignmentExpression¿=¿1529¿¿¿¿{"start":{"line":201,"column":6},"end":{"line":205,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1403¿MemberExpression¿¿1529¿¿¿¿{"start":{"line":201,"column":6},"end":{"line":205,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1404¿Identifier¿¿1529¿info¿¿¿{"start":{"line":201,"column":6},"end":{"line":201,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1405¿Identifier¿¿1529¿name¿¿¿{"start":{"line":203,"column":4},"end":{"line":203,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1406¿Identifier¿¿1529¿v143¿¿¿¿¿Identifier
1407¿ExpressionStatement¿¿1529¿¿¿¿{"start":{"line":201,"column":6},"end":{"line":205,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1408¿AssignmentExpression¿=¿1529¿¿¿¿{"start":{"line":201,"column":6},"end":{"line":205,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1409¿MemberExpression¿¿1529¿¿¿¿{"start":{"line":201,"column":6},"end":{"line":205,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1410¿Identifier¿¿1529¿info¿¿¿{"start":{"line":201,"column":6},"end":{"line":201,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1411¿Identifier¿¿1529¿value¿¿¿{"start":{"line":204,"column":4},"end":{"line":204,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1412¿Identifier¿¿1529¿v144¿¿¿¿¿Identifier
1413¿VariableDeclarator¿¿1529¿v145¿¿¿{"start":{"line":206,"column":28},"end":{"line":206,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1414¿MemberExpression¿¿1529¿¿¿¿{"start":{"line":206,"column":28},"end":{"line":206,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1415¿Identifier¿¿1529¿info¿¿¿{"start":{"line":206,"column":28},"end":{"line":206,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1416¿Identifier¿¿1529¿parent¿¿¿{"start":{"line":206,"column":33},"end":{"line":206,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1417¿VariableDeclarator¿¿1529¿v146¿¿¿{"start":{"line":206,"column":41},"end":{"line":206,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1418¿MemberExpression¿¿1529¿¿¿¿{"start":{"line":206,"column":41},"end":{"line":206,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1419¿Identifier¿¿1529¿info¿¿¿{"start":{"line":206,"column":41},"end":{"line":206,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1420¿Identifier¿¿1529¿name¿¿¿{"start":{"line":206,"column":46},"end":{"line":206,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
