Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
761¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":127,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Program
1198¿VariableDeclarator¿¿1341¿v127¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1199¿CallExpression¿¿1341¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1200¿MemberExpression¿¿1341¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1201¿Identifier¿¿1341¿config¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1202¿Identifier¿¿1341¿getWizardHome¿¿¿{"start":{"line":105,"column":19},"end":{"line":105,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1203¿VariableDeclarator¿¿1341¿path¿¿¿{"start":{"line":105,"column":5},"end":{"line":105,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1204¿BinaryExpression¿+¿1341¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
1205¿Identifier¿¿1341¿v127¿¿¿¿¿Identifier
1206¿Literal¿string¿1341¿¿'/temp'¿¿{"start":{"line":105,"column":37},"end":{"line":105,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
1207¿VariableDeclarator¿¿1341¿v128¿¿¿{"start":{"line":106,"column":1},"end":{"line":106,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1208¿CallExpression¿¿1341¿¿¿¿{"start":{"line":106,"column":1},"end":{"line":106,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1209¿MemberExpression¿¿1341¿¿¿¿{"start":{"line":106,"column":1},"end":{"line":106,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1210¿Identifier¿¿1341¿fs¿¿¿{"start":{"line":106,"column":1},"end":{"line":106,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1211¿Identifier¿¿1341¿mkdirSync¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1212¿Identifier¿¿1341¿path¿¿¿{"start":{"line":106,"column":14},"end":{"line":106,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1213¿ExpressionStatement¿¿1341¿¿¿¿{"start":{"line":106,"column":1},"end":{"line":106,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1214¿Identifier¿¿1341¿v128¿¿¿¿¿Identifier
1215¿ReturnStatement¿¿1341¿¿¿¿{"start":{"line":107,"column":1},"end":{"line":107,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ReturnStatement
1216¿Identifier¿¿1341¿path¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1217¿BlockStatement¿¿1341¿¿¿¿{"start":{"line":104,"column":31},"end":{"line":108,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1218¿VariableDeclarator¿¿1313¿deleteTempDirectory¿¿¿{"start":{"line":110,"column":0},"end":{"line":113,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1219¿FunctionExpression¿¿1313¿anon¿¿¿{"start":{"line":110,"column":0},"end":{"line":113,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿FunctionExpression
1220¿VariableDeclarator¿¿1343¿v129¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1221¿CallExpression¿¿1343¿¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1222¿MemberExpression¿¿1343¿¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1223¿Identifier¿¿1343¿config¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1224¿Identifier¿¿1343¿getWizardHome¿¿¿{"start":{"line":111,"column":19},"end":{"line":111,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1225¿VariableDeclarator¿¿1343¿path¿¿¿{"start":{"line":111,"column":5},"end":{"line":111,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1226¿BinaryExpression¿+¿1343¿¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
1227¿Identifier¿¿1343¿v129¿¿¿¿¿Identifier
1228¿Literal¿string¿1343¿¿'/temp'¿¿{"start":{"line":111,"column":37},"end":{"line":111,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
1229¿VariableDeclarator¿¿1343¿v130¿¿¿{"start":{"line":112,"column":1},"end":{"line":112,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1230¿CallExpression¿¿1343¿¿¿¿{"start":{"line":112,"column":1},"end":{"line":112,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1231¿Identifier¿¿1343¿deleteFolderRecursive¿¿¿{"start":{"line":112,"column":1},"end":{"line":112,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1232¿Identifier¿¿1343¿path¿¿¿{"start":{"line":112,"column":23},"end":{"line":112,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1233¿ExpressionStatement¿¿1343¿¿¿¿{"start":{"line":112,"column":1},"end":{"line":112,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1234¿Identifier¿¿1343¿v130¿¿¿¿¿Identifier
1235¿BlockStatement¿¿1343¿¿¿¿{"start":{"line":110,"column":31},"end":{"line":113,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1236¿VariableDeclarator¿¿1313¿deleteFolderRecursive¿¿¿{"start":{"line":115,"column":4},"end":{"line":127,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1237¿FunctionExpression¿¿1313¿anon¿¿¿{"start":{"line":115,"column":28},"end":{"line":127,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿FunctionExpression
1238¿Identifier¿¿0¿path¿¿¿{"start":{"line":115,"column":37},"end":{"line":115,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1239¿VariableDeclarator¿¿1345¿v131¿¿¿{"start":{"line":116,"column":5},"end":{"line":116,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1240¿CallExpression¿¿1345¿¿¿¿{"start":{"line":116,"column":5},"end":{"line":116,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1241¿MemberExpression¿¿1345¿¿¿¿{"start":{"line":116,"column":5},"end":{"line":116,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1242¿Identifier¿¿1345¿fs¿¿¿{"start":{"line":116,"column":5},"end":{"line":116,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1243¿Identifier¿¿1345¿existsSync¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1244¿Identifier¿¿1345¿path¿¿¿{"start":{"line":116,"column":19},"end":{"line":116,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1245¿IfStatement¿¿1345¿¿¿¿{"start":{"line":116,"column":1},"end":{"line":126,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿IfStatement
1246¿Identifier¿¿1345¿v131¿¿¿¿¿Identifier
1247¿VariableDeclarator¿¿1345¿v132¿¿¿{"start":{"line":117,"column":2},"end":{"line":117,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1248¿CallExpression¿¿1345¿¿¿¿{"start":{"line":117,"column":2},"end":{"line":117,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1249¿MemberExpression¿¿1345¿¿¿¿{"start":{"line":117,"column":2},"end":{"line":117,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1250¿Identifier¿¿1345¿fs¿¿¿{"start":{"line":117,"column":2},"end":{"line":117,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1251¿Identifier¿¿1345¿readdirSync¿¿¿{"start":{"line":117,"column":5},"end":{"line":117,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1252¿Identifier¿¿1345¿path¿¿¿{"start":{"line":117,"column":17},"end":{"line":117,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1253¿VariableDeclarator¿¿1345¿v138¿¿¿{"start":{"line":117,"column":31},"end":{"line":124,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1254¿FunctionExpression¿¿1345¿anon¿¿¿{"start":{"line":117,"column":31},"end":{"line":124,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿FunctionExpression
1255¿Identifier¿¿0¿file¿¿¿{"start":{"line":117,"column":40},"end":{"line":117,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1256¿Identifier¿¿0¿index¿¿¿{"start":{"line":117,"column":46},"end":{"line":117,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1257¿VariableDeclarator¿¿1347¿v133¿¿¿{"start":{"line":118,"column":17},"end":{"line":118,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1258¿BinaryExpression¿+¿1347¿¿¿¿{"start":{"line":118,"column":17},"end":{"line":118,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
1259¿Identifier¿¿1347¿path¿¿¿{"start":{"line":118,"column":17},"end":{"line":118,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1260¿Literal¿string¿1347¿¿'/'¿¿{"start":{"line":118,"column":24},"end":{"line":118,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
1261¿VariableDeclarator¿¿1347¿curPath¿¿¿{"start":{"line":118,"column":7},"end":{"line":118,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1262¿BinaryExpression¿+¿1347¿¿¿¿{"start":{"line":118,"column":17},"end":{"line":118,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
1263¿Identifier¿¿1347¿v133¿¿¿¿¿Identifier
1264¿Identifier¿¿1347¿file¿¿¿{"start":{"line":118,"column":30},"end":{"line":118,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1265¿VariableDeclarator¿¿1347¿v134¿¿¿{"start":{"line":119,"column":7},"end":{"line":119,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1266¿CallExpression¿¿1347¿¿¿¿{"start":{"line":119,"column":7},"end":{"line":119,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1267¿MemberExpression¿¿1347¿¿¿¿{"start":{"line":119,"column":7},"end":{"line":119,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1268¿Identifier¿¿1347¿fs¿¿¿{"start":{"line":119,"column":7},"end":{"line":119,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1269¿Identifier¿¿1347¿statSync¿¿¿{"start":{"line":119,"column":10},"end":{"line":119,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1270¿Identifier¿¿1347¿curPath¿¿¿{"start":{"line":119,"column":19},"end":{"line":119,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1271¿VariableDeclarator¿¿1347¿v135¿¿¿{"start":{"line":119,"column":7},"end":{"line":119,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1272¿CallExpression¿¿1347¿¿¿¿{"start":{"line":119,"column":7},"end":{"line":119,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1273¿MemberExpression¿¿1347¿¿¿¿{"start":{"line":119,"column":7},"end":{"line":119,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1274¿Identifier¿¿1347¿v134¿¿¿¿¿Identifier
1275¿Identifier¿¿1347¿isDirectory¿¿¿{"start":{"line":119,"column":28},"end":{"line":119,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1276¿IfStatement¿¿1347¿¿¿¿{"start":{"line":119,"column":3},"end":{"line":123,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿IfStatement
1277¿Identifier¿¿1347¿v135¿¿¿¿¿Identifier
1278¿VariableDeclarator¿¿1347¿v136¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1279¿CallExpression¿¿1347¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1280¿Identifier¿¿1347¿deleteFolderRecursive¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1281¿Identifier¿¿1347¿curPath¿¿¿{"start":{"line":120,"column":26},"end":{"line":120,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1282¿ExpressionStatement¿¿1347¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1283¿Identifier¿¿1347¿v136¿¿¿¿¿Identifier
1284¿BlockStatement¿¿1347¿¿¿¿{"start":{"line":119,"column":43},"end":{"line":121,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1285¿VariableDeclarator¿¿1347¿v137¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1286¿CallExpression¿¿1347¿¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1287¿MemberExpression¿¿1347¿¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1288¿Identifier¿¿1347¿fs¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1289¿Identifier¿¿1347¿unlinkSync¿¿¿{"start":{"line":122,"column":7},"end":{"line":122,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1290¿Identifier¿¿1347¿curPath¿¿¿{"start":{"line":122,"column":18},"end":{"line":122,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1291¿ExpressionStatement¿¿1347¿¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1292¿Identifier¿¿1347¿v137¿¿¿¿¿Identifier
1293¿BlockStatement¿¿1347¿¿¿¿{"start":{"line":121,"column":10},"end":{"line":123,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1294¿BlockStatement¿¿1347¿¿¿¿{"start":{"line":117,"column":53},"end":{"line":124,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1295¿VariableDeclarator¿¿1345¿v139¿¿¿{"start":{"line":117,"column":2},"end":{"line":124,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1296¿CallExpression¿¿1345¿¿¿¿{"start":{"line":117,"column":2},"end":{"line":124,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1297¿MemberExpression¿¿1345¿¿¿¿{"start":{"line":117,"column":2},"end":{"line":117,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1298¿Identifier¿¿1345¿v132¿¿¿¿¿Identifier
1299¿Identifier¿¿1345¿forEach¿¿¿{"start":{"line":117,"column":23},"end":{"line":117,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1300¿Identifier¿¿1345¿v138¿¿¿¿¿Identifier
1301¿ExpressionStatement¿¿1345¿¿¿¿{"start":{"line":117,"column":2},"end":{"line":124,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1302¿Identifier¿¿1345¿v139¿¿¿¿¿Identifier
1303¿VariableDeclarator¿¿1345¿v140¿¿¿{"start":{"line":125,"column":2},"end":{"line":125,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1304¿CallExpression¿¿1345¿¿¿¿{"start":{"line":125,"column":2},"end":{"line":125,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1305¿MemberExpression¿¿1345¿¿¿¿{"start":{"line":125,"column":2},"end":{"line":125,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1306¿Identifier¿¿1345¿fs¿¿¿{"start":{"line":125,"column":2},"end":{"line":125,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1307¿Identifier¿¿1345¿rmdirSync¿¿¿{"start":{"line":125,"column":5},"end":{"line":125,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1308¿Identifier¿¿1345¿path¿¿¿{"start":{"line":125,"column":15},"end":{"line":125,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1309¿ExpressionStatement¿¿1345¿¿¿¿{"start":{"line":125,"column":2},"end":{"line":125,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1310¿Identifier¿¿1345¿v140¿¿¿¿¿Identifier
1311¿BlockStatement¿¿1345¿¿¿¿{"start":{"line":116,"column":26},"end":{"line":126,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1312¿BlockStatement¿¿1345¿¿¿¿{"start":{"line":115,"column":43},"end":{"line":127,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1313¿CFG_F_START¿¿1313¿__main__¿¿¿¿¿CFG_F_START
1314¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1315¿CFG_F_START¿¿1315¿788_anon¿¿¿¿¿CFG_F_START
1316¿CFG_F_END¿¿0¿788_anon¿¿¿¿¿CFG_F_END
1317¿CFG_IF_END¿¿0¿810¿¿¿¿¿CFG_IF_END
1318¿CFG_IF_END¿¿0¿829¿¿¿¿¿CFG_IF_END
1319¿CFG_IF_END¿¿0¿844¿¿¿¿¿CFG_IF_END
1320¿CFG_IF_END¿¿0¿859¿¿¿¿¿CFG_IF_END
1321¿CFG_IF_END¿¿0¿874¿¿¿¿¿CFG_IF_END
1322¿CFG_IF_END¿¿0¿889¿¿¿¿¿CFG_IF_END
1323¿CFG_F_START¿¿1323¿932_anon¿¿¿¿¿CFG_F_START
1324¿CFG_F_END¿¿0¿932_anon¿¿¿¿¿CFG_F_END
1325¿CFG_F_START¿¿1325¿952_anon¿¿¿¿¿CFG_F_START
1326¿CFG_F_END¿¿0¿952_anon¿¿¿¿¿CFG_F_END
1327¿CFG_F_START¿¿1327¿989_anon¿¿¿¿¿CFG_F_START
1328¿CFG_F_END¿¿0¿989_anon¿¿¿¿¿CFG_F_END
1329¿CFG_IF_END¿¿0¿1015¿¿¿¿¿CFG_IF_END
1330¿CFG_F_START¿¿1330¿1023_done¿¿¿¿¿CFG_F_START
1331¿CFG_F_END¿¿0¿1023_done¿¿¿¿¿CFG_F_END
1332¿CFG_IF_END¿¿0¿1028¿¿¿¿¿CFG_IF_END
1333¿CFG_F_START¿¿1333¿1064_anon¿¿¿¿¿CFG_F_START
1334¿CFG_F_END¿¿0¿1064_anon¿¿¿¿¿CFG_F_END
1335¿CFG_F_START¿¿1335¿1068_anon¿¿¿¿¿CFG_F_START
1336¿CFG_F_END¿¿0¿1068_anon¿¿¿¿¿CFG_F_END
1337¿CFG_IF_END¿¿0¿1073¿¿¿¿¿CFG_IF_END
1338¿CFG_F_START¿¿1338¿1106_anon¿¿¿¿¿CFG_F_START
1339¿CFG_F_END¿¿0¿1106_anon¿¿¿¿¿CFG_F_END
1340¿CFG_IF_END¿¿0¿1112¿¿¿¿¿CFG_IF_END
1341¿CFG_F_START¿¿1341¿1197_anon¿¿¿¿¿CFG_F_START
1342¿CFG_F_END¿¿0¿1197_anon¿¿¿¿¿CFG_F_END
1343¿CFG_F_START¿¿1343¿1219_anon¿¿¿¿¿CFG_F_START
1344¿CFG_F_END¿¿0¿1219_anon¿¿¿¿¿CFG_F_END
1345¿CFG_F_START¿¿1345¿1237_anon¿¿¿¿¿CFG_F_START
1346¿CFG_F_END¿¿0¿1237_anon¿¿¿¿¿CFG_F_END
1347¿CFG_F_START¿¿1347¿1254_anon¿¿¿¿¿CFG_F_START
1348¿CFG_F_END¿¿0¿1254_anon¿¿¿¿¿CFG_F_END
1349¿CFG_IF_END¿¿0¿1276¿¿¿¿¿CFG_IF_END
1350¿CFG_IF_END¿¿0¿1245¿¿¿¿¿CFG_IF_END
1351¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1352¿PDG_CALL¿¿1313¿1313.CALL->require-o164¿¿¿¿¿PDG_CALL
1353¿PDG_OBJECT¿¿0¿1313.Repo-o165¿¿¿¿¿PDG_OBJECT
1354¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1355¿PDG_CALL¿¿1313¿1313.CALL->require-o166¿¿¿¿¿PDG_CALL
1356¿PDG_OBJECT¿¿0¿1313.API-o167¿¿¿¿¿PDG_OBJECT
1357¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1358¿PDG_CALL¿¿1313¿1313.CALL->require-o168¿¿¿¿¿PDG_CALL
1359¿PDG_OBJECT¿¿0¿1313.config-o169¿¿¿¿¿PDG_OBJECT
1360¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1361¿PDG_CALL¿¿1313¿1313.CALL->require-o170¿¿¿¿¿PDG_CALL
1362¿PDG_OBJECT¿¿0¿1313.fs-o171¿¿¿¿¿PDG_OBJECT
1363¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1364¿PDG_CALL¿¿1313¿1313.CALL->require-o172¿¿¿¿¿PDG_CALL
1365¿PDG_OBJECT¿¿0¿1313.package-o173¿¿¿¿¿PDG_OBJECT
1366¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1367¿PDG_CALL¿¿1313¿1313.CALL->config.loadConfig-o174¿¿¿¿¿PDG_CALL
1368¿PDG_OBJECT¿¿0¿1313.conf-o175¿¿¿¿¿PDG_OBJECT
1369¿PDG_OBJECT¿¿0¿1315.this-o176¿¿¿¿¿PDG_OBJECT
1370¿PDG_OBJECT¿¿0¿1315.options-o177¿¿¿¿¿PDG_OBJECT
1371¿PDG_OBJECT¿¿0¿1315.cb-o178¿¿¿¿¿PDG_OBJECT
1372¿PDG_OBJECT¿¿0¿1313.v126-o179¿¿¿¿¿PDG_OBJECT
1373¿PDG_OBJECT¿¿0¿1313.exports-o180¿¿¿¿¿PDG_OBJECT
1374¿PDG_OBJECT¿¿0¿1313.exports.sync-o181¿¿¿¿¿PDG_OBJECT
1375¿PDG_OBJECT¿¿0¿1341.this-o182¿¿¿¿¿PDG_OBJECT
1376¿PDG_OBJECT¿¿0¿1313.createTempDirectory-o183¿¿¿¿¿PDG_OBJECT
1377¿PDG_OBJECT¿¿0¿1343.this-o184¿¿¿¿¿PDG_OBJECT
1378¿PDG_OBJECT¿¿0¿1313.deleteTempDirectory-o185¿¿¿¿¿PDG_OBJECT
