Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
707¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":114,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Program
1097¿VariableDeclarator¿¿1266¿v109¿¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1098¿MemberExpression¿computed¿1266¿¿¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1099¿Identifier¿¿1266¿paths¿¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1100¿Identifier¿¿1266¿x¿¿¿{"start":{"line":80,"column":22},"end":{"line":80,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1101¿VariableDeclarator¿¿1266¿v110¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1102¿MemberExpression¿computed¿1266¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1103¿Identifier¿¿1266¿buildBase¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1104¿Identifier¿¿1266¿v109¿¿¿¿¿Identifier
1105¿IfStatement¿¿1266¿¿¿¿{"start":{"line":80,"column":3},"end":{"line":97,"column":4},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿IfStatement
1106¿Identifier¿¿1266¿v110¿¿¿¿¿Identifier
1107¿VariableDeclarator¿¿1266¿v111¿¿¿{"start":{"line":84,"column":25},"end":{"line":84,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1108¿MemberExpression¿computed¿1266¿¿¿¿{"start":{"line":84,"column":25},"end":{"line":84,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1109¿Identifier¿¿1266¿paths¿¿¿{"start":{"line":84,"column":25},"end":{"line":84,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1110¿Identifier¿¿1266¿x¿¿¿{"start":{"line":84,"column":31},"end":{"line":84,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1111¿VariableDeclarator¿¿1266¿v112¿¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1112¿MemberExpression¿computed¿1266¿¿¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1113¿Identifier¿¿1266¿buildBase¿¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1114¿Identifier¿¿1266¿v111¿¿¿¿¿Identifier
1115¿VariableDeclarator¿¿1266¿v113¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1116¿UnaryExpression¿typeof¿1266¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿UnaryExpression
1117¿Identifier¿¿1266¿v112¿¿¿¿¿Identifier
1118¿VariableDeclarator¿¿1266¿v114¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1119¿BinaryExpression¿==¿1266¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BinaryExpression
1120¿Identifier¿¿1266¿v113¿¿¿¿¿Identifier
1121¿Literal¿string¿1266¿¿'object'¿¿{"start":{"line":84,"column":38},"end":{"line":84,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
1122¿IfStatement¿¿1266¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":91,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿IfStatement
1123¿Identifier¿¿1266¿v114¿¿¿¿¿Identifier
1124¿VariableDeclarator¿¿1266¿v115¿¿¿{"start":{"line":86,"column":27},"end":{"line":86,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1125¿MemberExpression¿computed¿1266¿¿¿¿{"start":{"line":86,"column":27},"end":{"line":86,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1126¿Identifier¿¿1266¿paths¿¿¿{"start":{"line":86,"column":27},"end":{"line":86,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1127¿Identifier¿¿1266¿x¿¿¿{"start":{"line":86,"column":33},"end":{"line":86,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1128¿ExpressionStatement¿¿1266¿¿¿¿{"start":{"line":86,"column":5},"end":{"line":86,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1129¿AssignmentExpression¿=¿1266¿¿¿¿{"start":{"line":86,"column":5},"end":{"line":86,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
1130¿Identifier¿¿1266¿buildBase¿¿¿{"start":{"line":86,"column":5},"end":{"line":86,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1131¿MemberExpression¿computed¿1266¿¿¿¿{"start":{"line":86,"column":17},"end":{"line":86,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1132¿Identifier¿¿1266¿buildBase¿¿¿{"start":{"line":86,"column":17},"end":{"line":86,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1133¿Identifier¿¿1266¿v115¿¿¿¿¿Identifier
1134¿BlockStatement¿¿1266¿¿¿¿{"start":{"line":85,"column":4},"end":{"line":87,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BlockStatement
1135¿VariableDeclarator¿¿1266¿v116¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1136¿NewExpression¿¿1266¿¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿NewExpression
1137¿Identifier¿¿1266¿Error¿¿¿{"start":{"line":90,"column":15},"end":{"line":90,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1138¿Literal¿string¿1266¿¿'Path not an object'¿¿{"start":{"line":90,"column":21},"end":{"line":90,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
1139¿ThrowStatement¿¿1266¿¿¿¿{"start":{"line":90,"column":5},"end":{"line":90,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThrowStatement
1140¿Identifier¿¿1266¿v116¿¿¿¿¿Identifier
1141¿BlockStatement¿¿1266¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":91,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BlockStatement
1142¿BlockStatement¿¿1266¿¿¿¿{"start":{"line":81,"column":3},"end":{"line":93,"column":4},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BlockStatement
1143¿VariableDeclarator¿¿1266¿v117¿¿¿{"start":{"line":96,"column":26},"end":{"line":96,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1144¿MemberExpression¿computed¿1266¿¿¿¿{"start":{"line":96,"column":26},"end":{"line":96,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1145¿Identifier¿¿1266¿paths¿¿¿{"start":{"line":96,"column":26},"end":{"line":96,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1146¿Identifier¿¿1266¿x¿¿¿{"start":{"line":96,"column":32},"end":{"line":96,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1147¿VariableDeclarator¿¿1266¿v118¿¿¿{"start":{"line":96,"column":38},"end":{"line":96,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1148¿ObjectExpression¿¿1266¿¿¿¿¿¿ObjectExpression
1149¿ExpressionStatement¿¿1266¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":96,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1150¿AssignmentExpression¿=¿1266¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":96,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
1151¿MemberExpression¿¿1266¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":96,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1152¿Identifier¿¿1266¿buildBase¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1153¿Identifier¿¿1266¿v117¿¿¿¿¿Identifier
1154¿Identifier¿¿1266¿v118¿¿¿¿¿Identifier
1155¿ExpressionStatement¿¿1266¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":96,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1156¿AssignmentExpression¿=¿1266¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":96,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
1157¿Identifier¿¿1266¿buildBase¿¿¿{"start":{"line":96,"column":4},"end":{"line":96,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1158¿MemberExpression¿computed¿1266¿¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1159¿Identifier¿¿1266¿buildBase¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1160¿Identifier¿¿1266¿v117¿¿¿¿¿Identifier
1161¿BlockStatement¿¿1266¿¿¿¿{"start":{"line":95,"column":3},"end":{"line":97,"column":4},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BlockStatement
1162¿VariableDeclarator¿¿1266¿v108¿¿¿{"start":{"line":78,"column":32},"end":{"line":78,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1163¿UpdateExpression¿¿1266¿¿¿¿{"start":{"line":78,"column":32},"end":{"line":78,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿UpdateExpression
1164¿Identifier¿¿1266¿x¿¿¿{"start":{"line":78,"column":32},"end":{"line":78,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1165¿ExpressionStatement¿¿1266¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":98,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1166¿AssignmentExpression¿=¿1266¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":98,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
1167¿Identifier¿¿1266¿v107¿¿¿{"start":{"line":78,"column":2},"end":{"line":98,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1168¿BinaryExpression¿<¿1266¿¿¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BinaryExpression
1169¿Identifier¿¿1266¿x¿¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1170¿Identifier¿¿1266¿v106¿¿¿¿¿Identifier
1171¿BlockStatement¿¿1266¿¿¿¿¿¿BlockStatement
1172¿IfStatement¿¿1266¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":103,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿IfStatement
1173¿Identifier¿¿1266¿properties¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1174¿VariableDeclarator¿¿1266¿v119¿¿¿{"start":{"line":102,"column":54},"end":{"line":102,"column":72},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1175¿MemberExpression¿¿1266¿¿¿¿{"start":{"line":102,"column":54},"end":{"line":102,"column":72},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1176¿ThisExpression¿¿1266¿¿¿¿{"start":{"line":102,"column":54},"end":{"line":102,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1177¿Identifier¿¿1266¿eval_ctx_dict¿¿¿{"start":{"line":102,"column":59},"end":{"line":102,"column":72},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1178¿VariableDeclarator¿¿1266¿v120¿¿¿{"start":{"line":102,"column":3},"end":{"line":102,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1179¿CallExpression¿¿1266¿¿¿¿{"start":{"line":102,"column":3},"end":{"line":102,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CallExpression
1180¿MemberExpression¿¿1266¿¿¿¿{"start":{"line":102,"column":3},"end":{"line":102,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1181¿ThisExpression¿¿1266¿¿¿¿{"start":{"line":102,"column":3},"end":{"line":102,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1182¿Identifier¿¿1266¿parse_properties¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1183¿Identifier¿¿1266¿properties¿¿¿{"start":{"line":102,"column":25},"end":{"line":102,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1184¿Literal¿object¿1266¿¿null¿¿{"start":{"line":102,"column":37},"end":{"line":102,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
1185¿Identifier¿¿1266¿buildBase¿¿¿{"start":{"line":102,"column":43},"end":{"line":102,"column":52},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1186¿Identifier¿¿1266¿v119¿¿¿¿¿Identifier
1187¿ExpressionStatement¿¿1266¿¿¿¿{"start":{"line":102,"column":3},"end":{"line":102,"column":74},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1188¿Identifier¿¿1266¿v120¿¿¿¿¿Identifier
1189¿BlockStatement¿¿1266¿¿¿¿{"start":{"line":101,"column":2},"end":{"line":103,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BlockStatement
1190¿VariableDeclarator¿¿1266¿v121¿¿¿{"start":{"line":104,"column":9},"end":{"line":104,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1191¿MemberExpression¿¿1266¿¿¿¿{"start":{"line":104,"column":9},"end":{"line":104,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1192¿ThisExpression¿¿1266¿¿¿¿{"start":{"line":104,"column":9},"end":{"line":104,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1193¿Identifier¿¿1266¿noMoreBuild¿¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1194¿VariableDeclarator¿¿1266¿v122¿¿¿{"start":{"line":104,"column":28},"end":{"line":104,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1195¿MemberExpression¿¿1266¿¿¿¿{"start":{"line":104,"column":28},"end":{"line":104,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1196¿ThisExpression¿¿1266¿¿¿¿{"start":{"line":104,"column":28},"end":{"line":104,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1197¿Identifier¿¿1266¿baseObject¿¿¿{"start":{"line":104,"column":33},"end":{"line":104,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1198¿VariableDeclarator¿¿1266¿v123¿¿¿{"start":{"line":104,"column":9},"end":{"line":104,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1199¿IfStatement¿¿1266¿¿¿¿{"start":{"line":104,"column":9},"end":{"line":104,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿IfStatement
1200¿Identifier¿¿1266¿v121¿¿¿¿¿Identifier
1201¿ExpressionStatement¿¿1266¿¿¿¿{"start":{"line":104,"column":9},"end":{"line":104,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1202¿AssignmentExpression¿=¿1266¿¿¿¿{"start":{"line":104,"column":9},"end":{"line":104,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
1203¿Identifier¿¿1266¿v123¿¿¿¿¿Identifier
1204¿Identifier¿¿1266¿v122¿¿¿¿¿Identifier
1205¿BlockStatement¿¿1266¿¿¿¿¿¿BlockStatement
1206¿ExpressionStatement¿¿1266¿¿¿¿{"start":{"line":104,"column":9},"end":{"line":104,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1207¿AssignmentExpression¿=¿1266¿¿¿¿{"start":{"line":104,"column":9},"end":{"line":104,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
1208¿Identifier¿¿1266¿v123¿¿¿¿¿Identifier
1209¿ThisExpression¿¿1266¿¿¿¿{"start":{"line":104,"column":46},"end":{"line":104,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1210¿BlockStatement¿¿1266¿¿¿¿¿¿BlockStatement
1211¿ReturnStatement¿¿1266¿¿¿¿{"start":{"line":104,"column":2},"end":{"line":104,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ReturnStatement
1212¿Identifier¿¿1266¿v123¿¿¿¿¿Identifier
1213¿BlockStatement¿¿1266¿¿¿¿{"start":{"line":73,"column":1},"end":{"line":105,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BlockStatement
1214¿ExpressionStatement¿¿1250¿¿¿¿{"start":{"line":72,"column":1},"end":{"line":105,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1215¿AssignmentExpression¿=¿1250¿¿¿¿{"start":{"line":72,"column":1},"end":{"line":105,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
1216¿MemberExpression¿¿1250¿¿¿¿{"start":{"line":72,"column":1},"end":{"line":72,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1217¿ThisExpression¿¿1250¿¿¿¿{"start":{"line":72,"column":1},"end":{"line":72,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1218¿Identifier¿¿1250¿buildIn¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1219¿Identifier¿¿1250¿v124¿¿¿¿¿Identifier
1220¿VariableDeclarator¿¿1250¿v126¿¿¿{"start":{"line":107,"column":1},"end":{"line":111,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1221¿FunctionExpression¿¿1250¿anon¿¿¿{"start":{"line":107,"column":12},"end":{"line":111,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿FunctionExpression
1222¿ExpressionStatement¿¿1273¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1223¿AssignmentExpression¿=¿1273¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
1224¿MemberExpression¿¿1273¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1225¿ThisExpression¿¿1273¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":6},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1226¿Identifier¿¿1273¿noMoreBuild¿¿¿{"start":{"line":109,"column":7},"end":{"line":109,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1227¿Literal¿boolean¿1273¿¿true¿¿{"start":{"line":109,"column":21},"end":{"line":109,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
1228¿VariableDeclarator¿¿1273¿v125¿¿¿{"start":{"line":110,"column":9},"end":{"line":110,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
1229¿MemberExpression¿¿1273¿¿¿¿{"start":{"line":110,"column":9},"end":{"line":110,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1230¿ThisExpression¿¿1273¿¿¿¿{"start":{"line":110,"column":9},"end":{"line":110,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
