Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
792¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Program
1210¿Identifier¿¿1387¿tmp¿¿¿{"start":{"line":66,"column":20},"end":{"line":66,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1211¿Literal¿string¿1387¿¿'utf-8'¿¿{"start":{"line":66,"column":24},"end":{"line":66,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1212¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":66,"column":5},"end":{"line":66,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1213¿Identifier¿¿1387¿v104¿¿¿¿¿Identifier
1214¿VariableDeclarator¿¿1387¿v105¿¿¿{"start":{"line":67,"column":5},"end":{"line":67,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1215¿CallExpression¿¿1387¿¿¿¿{"start":{"line":67,"column":5},"end":{"line":67,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1216¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":67,"column":5},"end":{"line":67,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1217¿Identifier¿¿1387¿response¿¿¿{"start":{"line":67,"column":5},"end":{"line":67,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1218¿Identifier¿¿1387¿end¿¿¿{"start":{"line":67,"column":14},"end":{"line":67,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1219¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":67,"column":5},"end":{"line":67,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1220¿Identifier¿¿1387¿v105¿¿¿¿¿Identifier
1221¿BlockStatement¿¿1387¿¿¿¿{"start":{"line":59,"column":21},"end":{"line":68,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BlockStatement
1222¿VariableDeclarator¿¿1385¿v107¿¿¿{"start":{"line":58,"column":3},"end":{"line":68,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1223¿CallExpression¿¿1385¿¿¿¿{"start":{"line":58,"column":3},"end":{"line":68,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1224¿MemberExpression¿¿1385¿¿¿¿{"start":{"line":58,"column":3},"end":{"line":58,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1225¿Identifier¿¿1385¿FS¿¿¿{"start":{"line":58,"column":3},"end":{"line":58,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1226¿Identifier¿¿1385¿readFile¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1227¿Identifier¿¿1385¿v97¿¿¿¿¿Identifier
1228¿Literal¿string¿1385¿¿'utf-8'¿¿{"start":{"line":58,"column":59},"end":{"line":58,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1229¿Identifier¿¿1385¿v106¿¿¿¿¿Identifier
1230¿ExpressionStatement¿¿1385¿¿¿¿{"start":{"line":58,"column":3},"end":{"line":68,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1231¿Identifier¿¿1385¿v107¿¿¿¿¿Identifier
1232¿BlockStatement¿¿1385¿¿¿¿{"start":{"line":56,"column":44},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BlockStatement
1233¿VariableDeclarator¿¿1383¿v109¿¿¿{"start":{"line":56,"column":2},"end":{"line":69,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1234¿CallExpression¿¿1383¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":69,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1235¿MemberExpression¿¿1383¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1236¿Identifier¿¿1383¿FS¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1237¿Identifier¿¿1383¿readdir¿¿¿{"start":{"line":56,"column":5},"end":{"line":56,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1238¿Identifier¿¿1383¿filepath¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1239¿Identifier¿¿1383¿v108¿¿¿¿¿Identifier
1240¿ExpressionStatement¿¿1383¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":69,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1241¿Identifier¿¿1383¿v109¿¿¿¿¿Identifier
1242¿BlockStatement¿¿1383¿¿¿¿{"start":{"line":55,"column":21},"end":{"line":70,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BlockStatement
1243¿VariableDeclarator¿¿1383¿v110¿¿¿{"start":{"line":71,"column":40},"end":{"line":71,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1244¿BinaryExpression¿+¿1383¿¿¿¿{"start":{"line":71,"column":40},"end":{"line":71,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BinaryExpression
1245¿Identifier¿¿1383¿purl¿¿¿{"start":{"line":71,"column":40},"end":{"line":71,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1246¿Literal¿string¿1383¿¿'/'¿¿{"start":{"line":71,"column":45},"end":{"line":71,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1247¿VariableDeclarator¿¿1383¿v111¿¿¿{"start":{"line":71,"column":65},"end":{"line":71,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1248¿MemberExpression¿¿1383¿¿¿¿{"start":{"line":71,"column":65},"end":{"line":71,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1249¿Identifier¿¿1383¿purl¿¿¿{"start":{"line":71,"column":65},"end":{"line":71,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1250¿Identifier¿¿1383¿length¿¿¿{"start":{"line":71,"column":70},"end":{"line":71,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1251¿VariableDeclarator¿¿1383¿v112¿¿¿{"start":{"line":71,"column":51},"end":{"line":71,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1252¿CallExpression¿¿1383¿¿¿¿{"start":{"line":71,"column":51},"end":{"line":71,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1253¿MemberExpression¿¿1383¿¿¿¿{"start":{"line":71,"column":51},"end":{"line":71,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1254¿Identifier¿¿1383¿url¿¿¿{"start":{"line":71,"column":51},"end":{"line":71,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1255¿Identifier¿¿1383¿substring¿¿¿{"start":{"line":71,"column":55},"end":{"line":71,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1256¿Identifier¿¿1383¿v111¿¿¿¿¿Identifier
1257¿VariableDeclarator¿¿1383¿v113¿¿¿{"start":{"line":71,"column":40},"end":{"line":71,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1258¿BinaryExpression¿+¿1383¿¿¿¿{"start":{"line":71,"column":40},"end":{"line":71,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BinaryExpression
1259¿Identifier¿¿1383¿v110¿¿¿¿¿Identifier
1260¿Identifier¿¿1383¿v112¿¿¿¿¿Identifier
1261¿VariableDeclarator¿¿1383¿v114¿¿¿{"start":{"line":71,"column":26},"end":{"line":71,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1262¿ObjectExpression¿¿1383¿¿¿¿{"start":{"line":71,"column":26},"end":{"line":71,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ObjectExpression
1263¿Property¿¿1383¿¿¿¿{"start":{"line":71,"column":27},"end":{"line":71,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Property
1264¿Literal¿string¿1383¿¿'Location'¿¿{"start":{"line":71,"column":27},"end":{"line":71,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1265¿Identifier¿¿1383¿v113¿¿¿¿¿Identifier
1266¿VariableDeclarator¿¿1383¿v115¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1267¿CallExpression¿¿1383¿¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1268¿MemberExpression¿¿1383¿¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1269¿Identifier¿¿1383¿response¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1270¿Identifier¿¿1383¿writeHead¿¿¿{"start":{"line":71,"column":11},"end":{"line":71,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1271¿Literal¿number¿1383¿¿301¿¿{"start":{"line":71,"column":21},"end":{"line":71,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1272¿Identifier¿¿1383¿v114¿¿¿¿¿Identifier
1273¿ExpressionStatement¿¿1383¿¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1274¿Identifier¿¿1383¿v115¿¿¿¿¿Identifier
1275¿VariableDeclarator¿¿1383¿v116¿¿¿{"start":{"line":72,"column":14},"end":{"line":72,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1276¿CallExpression¿¿1383¿¿¿¿{"start":{"line":72,"column":14},"end":{"line":72,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1277¿MemberExpression¿¿1383¿¿¿¿{"start":{"line":72,"column":14},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1278¿Identifier¿¿1383¿response¿¿¿{"start":{"line":72,"column":14},"end":{"line":72,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1279¿Identifier¿¿1383¿end¿¿¿{"start":{"line":72,"column":23},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1280¿ExpressionStatement¿¿1383¿¿¿¿{"start":{"line":72,"column":14},"end":{"line":72,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1281¿Identifier¿¿1383¿v116¿¿¿¿¿Identifier
1282¿BlockStatement¿¿1383¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":73,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BlockStatement
1283¿BlockStatement¿¿1383¿¿¿¿{"start":{"line":52,"column":44},"end":{"line":74,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BlockStatement
1284¿VariableDeclarator¿¿1367¿guessContentType¿¿¿{"start":{"line":77,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1285¿FunctionExpression¿¿1367¿anon¿¿¿{"start":{"line":77,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿FunctionExpression
1286¿Identifier¿¿0¿url¿¿¿{"start":{"line":77,"column":26},"end":{"line":77,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1287¿VariableDeclarator¿¿1391¿v117¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1288¿CallExpression¿¿1391¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1289¿MemberExpression¿¿1391¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1290¿Identifier¿¿1391¿url¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1291¿Identifier¿¿1391¿replace¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1292¿Literal¿object¿1391¿¿/^.*\.(\w+)(?:[;?#].*)?$/¿¿{"start":{"line":78,"column":24},"end":{"line":78,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1293¿Literal¿string¿1391¿¿'$1'¿¿{"start":{"line":78,"column":50},"end":{"line":78,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1294¿VariableDeclarator¿¿1391¿type¿¿¿{"start":{"line":78,"column":5},"end":{"line":78,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1295¿CallExpression¿¿1391¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1296¿MemberExpression¿¿1391¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1297¿Identifier¿¿1391¿v117¿¿¿¿¿Identifier
1298¿Identifier¿¿1391¿toLowerCase¿¿¿{"start":{"line":78,"column":56},"end":{"line":78,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1299¿SwitchStatement¿¿1391¿¿¿¿{"start":{"line":79,"column":1},"end":{"line":104,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿SwitchStatement
1300¿Identifier¿¿1391¿type¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1301¿SwitchCase¿¿1391¿¿¿¿{"start":{"line":80,"column":1},"end":{"line":83,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿SwitchCase
1302¿Literal¿string¿1391¿¿'htc'¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1303¿ExpressionStatement¿¿1391¿¿¿¿{"start":{"line":82,"column":2},"end":{"line":82,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1304¿AssignmentExpression¿=¿1391¿¿¿¿{"start":{"line":82,"column":2},"end":{"line":82,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿AssignmentExpression
1305¿Identifier¿¿1391¿type¿¿¿{"start":{"line":82,"column":2},"end":{"line":82,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1306¿Literal¿string¿1391¿¿'application/octet-stream'¿¿{"start":{"line":82,"column":9},"end":{"line":82,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1307¿BreakStatement¿¿1391¿¿¿¿{"start":{"line":83,"column":2},"end":{"line":83,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BreakStatement
1308¿SwitchCase¿¿1391¿¿¿¿{"start":{"line":84,"column":1},"end":{"line":86,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿SwitchCase
1309¿Literal¿string¿1391¿¿'js'¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1310¿ExpressionStatement¿¿1391¿¿¿¿{"start":{"line":85,"column":2},"end":{"line":85,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1311¿AssignmentExpression¿=¿1391¿¿¿¿{"start":{"line":85,"column":2},"end":{"line":85,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿AssignmentExpression
1312¿Identifier¿¿1391¿type¿¿¿{"start":{"line":85,"column":2},"end":{"line":85,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1313¿Literal¿string¿1391¿¿'text/javascript;charset=utf-8'¿¿{"start":{"line":85,"column":9},"end":{"line":85,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1314¿BreakStatement¿¿1391¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":86,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BreakStatement
1315¿SwitchCase¿¿1391¿¿¿¿{"start":{"line":87,"column":1},"end":{"line":89,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿SwitchCase
1316¿Literal¿string¿1391¿¿'css'¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1317¿ExpressionStatement¿¿1391¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1318¿AssignmentExpression¿=¿1391¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿AssignmentExpression
1319¿Identifier¿¿1391¿type¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1320¿Literal¿string¿1391¿¿'text/css;charset=utf-8'¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1321¿BreakStatement¿¿1391¿¿¿¿{"start":{"line":89,"column":2},"end":{"line":89,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BreakStatement
1322¿SwitchCase¿¿1391¿¿¿¿{"start":{"line":90,"column":1},"end":{"line":90,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿SwitchCase
1323¿Literal¿string¿1391¿¿'html'¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1324¿SwitchCase¿¿1391¿¿¿¿{"start":{"line":91,"column":1},"end":{"line":93,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿SwitchCase
1325¿Literal¿string¿1391¿¿'htm'¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1326¿ExpressionStatement¿¿1391¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1327¿AssignmentExpression¿=¿1391¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿AssignmentExpression
1328¿Identifier¿¿1391¿type¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1329¿Literal¿string¿1391¿¿'text/html;charset=utf-8'¿¿{"start":{"line":92,"column":9},"end":{"line":92,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1330¿BreakStatement¿¿1391¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":93,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BreakStatement
1331¿SwitchCase¿¿1391¿¿¿¿{"start":{"line":94,"column":1},"end":{"line":95,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿SwitchCase
1332¿Literal¿string¿1391¿¿'jpg'¿¿{"start":{"line":94,"column":6},"end":{"line":94,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1333¿ExpressionStatement¿¿1391¿¿¿¿{"start":{"line":95,"column":2},"end":{"line":95,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1334¿AssignmentExpression¿=¿1391¿¿¿¿{"start":{"line":95,"column":2},"end":{"line":95,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿AssignmentExpression
1335¿Identifier¿¿1391¿type¿¿¿{"start":{"line":95,"column":2},"end":{"line":95,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1336¿Literal¿string¿1391¿¿'jpeg'¿¿{"start":{"line":95,"column":9},"end":{"line":95,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1337¿SwitchCase¿¿1391¿¿¿¿{"start":{"line":96,"column":1},"end":{"line":96,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿SwitchCase
1338¿Literal¿string¿1391¿¿'png'¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1339¿SwitchCase¿¿1391¿¿¿¿{"start":{"line":97,"column":1},"end":{"line":97,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿SwitchCase
1340¿Literal¿string¿1391¿¿'gif'¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1341¿SwitchCase¿¿1391¿¿¿¿{"start":{"line":98,"column":1},"end":{"line":100,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿SwitchCase
1342¿Literal¿string¿1391¿¿'jpeg'¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1343¿ExpressionStatement¿¿1391¿¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1344¿AssignmentExpression¿=¿1391¿¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿AssignmentExpression
1345¿Identifier¿¿1391¿type¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1346¿BinaryExpression¿+¿1391¿¿¿¿{"start":{"line":99,"column":9},"end":{"line":99,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BinaryExpression
1347¿Literal¿string¿1391¿¿'image/'¿¿{"start":{"line":99,"column":9},"end":{"line":99,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
