Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
821¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":124,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Program
1271¿MemberExpression¿computed¿1469¿¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1272¿Identifier¿¿1469¿hop¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1273¿Identifier¿¿1469¿lastip¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1274¿VariableDeclarator¿¿1469¿v139¿¿¿{"start":{"line":93,"column":30},"end":{"line":93,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1275¿MemberExpression¿computed¿1469¿¿¿¿{"start":{"line":93,"column":30},"end":{"line":93,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1276¿Identifier¿¿1469¿line¿¿¿{"start":{"line":93,"column":30},"end":{"line":93,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1277¿Identifier¿¿1469¿i¿¿¿{"start":{"line":93,"column":35},"end":{"line":93,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1278¿VariableDeclarator¿¿1469¿v140¿¿¿{"start":{"line":93,"column":29},"end":{"line":93,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1279¿UnaryExpression¿+¿1469¿¿¿¿{"start":{"line":93,"column":29},"end":{"line":93,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿UnaryExpression
1280¿Identifier¿¿1469¿v139¿¿¿¿¿Identifier
1281¿VariableDeclarator¿¿1469¿v141¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1282¿CallExpression¿¿1469¿¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1283¿MemberExpression¿¿1469¿¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1284¿Identifier¿¿1469¿v138¿¿¿¿¿Identifier
1285¿Identifier¿¿1469¿push¿¿¿{"start":{"line":93,"column":24},"end":{"line":93,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1286¿Identifier¿¿1469¿v140¿¿¿¿¿Identifier
1287¿ExpressionStatement¿¿1469¿¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1288¿Identifier¿¿1469¿v141¿¿¿¿¿Identifier
1289¿BlockStatement¿¿1469¿¿¿¿{"start":{"line":92,"column":13},"end":{"line":94,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BlockStatement
1290¿VariableDeclarator¿¿1469¿v133¿¿¿{"start":{"line":85,"column":37},"end":{"line":85,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1291¿UpdateExpression¿¿1469¿¿¿¿{"start":{"line":85,"column":37},"end":{"line":85,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿UpdateExpression
1292¿Identifier¿¿1469¿i¿¿¿{"start":{"line":85,"column":39},"end":{"line":85,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1293¿ExpressionStatement¿¿1469¿¿¿¿{"start":{"line":85,"column":4},"end":{"line":95,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1294¿AssignmentExpression¿=¿1469¿¿¿¿{"start":{"line":85,"column":4},"end":{"line":95,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
1295¿Identifier¿¿1469¿v132¿¿¿{"start":{"line":85,"column":4},"end":{"line":95,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1296¿BinaryExpression¿<¿1469¿¿¿¿{"start":{"line":85,"column":20},"end":{"line":85,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BinaryExpression
1297¿Identifier¿¿1469¿i¿¿¿{"start":{"line":85,"column":20},"end":{"line":85,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1298¿Identifier¿¿1469¿v131¿¿¿¿¿Identifier
1299¿BlockStatement¿¿1469¿¿¿¿¿¿BlockStatement
1300¿ReturnStatement¿¿1469¿¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ReturnStatement
1301¿Identifier¿¿1469¿hop¿¿¿{"start":{"line":97,"column":11},"end":{"line":97,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1302¿BlockStatement¿¿1469¿¿¿¿{"start":{"line":74,"column":40},"end":{"line":98,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BlockStatement
1303¿ExpressionStatement¿¿1449¿¿¿¿{"start":{"line":74,"column":0},"end":{"line":98,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1304¿AssignmentExpression¿=¿1449¿¿¿¿{"start":{"line":74,"column":0},"end":{"line":98,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
1305¿MemberExpression¿¿1449¿¿¿¿{"start":{"line":74,"column":0},"end":{"line":74,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1306¿Identifier¿¿1449¿internals¿¿¿{"start":{"line":74,"column":0},"end":{"line":74,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1307¿Identifier¿¿1449¿parseHopNix¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1308¿Identifier¿¿1449¿v142¿¿¿¿¿Identifier
1309¿VariableDeclarator¿¿1449¿v160¿¿¿{"start":{"line":100,"column":0},"end":{"line":124,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1310¿FunctionExpression¿¿1449¿anon¿¿¿{"start":{"line":100,"column":24},"end":{"line":124,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿FunctionExpression
1311¿Identifier¿¿0¿output¿¿¿{"start":{"line":100,"column":34},"end":{"line":100,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1312¿VariableDeclarator¿¿1475¿lines¿¿¿{"start":{"line":102,"column":10},"end":{"line":102,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1313¿CallExpression¿¿1475¿¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1314¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1315¿Identifier¿¿1475¿output¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1316¿Identifier¿¿1475¿split¿¿¿{"start":{"line":102,"column":25},"end":{"line":102,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1317¿Literal¿string¿1475¿¿'\n'¿¿{"start":{"line":102,"column":31},"end":{"line":102,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1318¿VariableDeclarator¿¿1475¿hops¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1319¿ArrayExpression¿¿1475¿¿¿¿{"start":{"line":103,"column":17},"end":{"line":103,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ArrayExpression
1320¿VariableDeclarator¿¿1475¿v143¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1321¿CallExpression¿¿1475¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1322¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1323¿Identifier¿¿1475¿lines¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1324¿Identifier¿¿1475¿shift¿¿¿{"start":{"line":105,"column":10},"end":{"line":105,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1325¿ExpressionStatement¿¿1475¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1326¿Identifier¿¿1475¿v143¿¿¿¿¿Identifier
1327¿VariableDeclarator¿¿1475¿v144¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1328¿CallExpression¿¿1475¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1329¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1330¿Identifier¿¿1475¿lines¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1331¿Identifier¿¿1475¿pop¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1332¿ExpressionStatement¿¿1475¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1333¿Identifier¿¿1475¿v144¿¿¿¿¿Identifier
1334¿VariableDeclarator¿¿1475¿v145¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1335¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1336¿Identifier¿¿1475¿internals¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1337¿Identifier¿¿1475¿isWin¿¿¿{"start":{"line":108,"column":18},"end":{"line":108,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1338¿IfStatement¿¿1475¿¿¿¿{"start":{"line":108,"column":4},"end":{"line":117,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿IfStatement
1339¿Identifier¿¿1475¿v145¿¿¿¿¿Identifier
1340¿VariableDeclarator¿¿1475¿i¿¿¿{"start":{"line":109,"column":17},"end":{"line":109,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1341¿Literal¿number¿1475¿¿0¿¿{"start":{"line":109,"column":21},"end":{"line":109,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1342¿VariableDeclarator¿¿1475¿v146¿¿¿{"start":{"line":109,"column":28},"end":{"line":109,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1343¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":109,"column":28},"end":{"line":109,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1344¿Identifier¿¿1475¿lines¿¿¿{"start":{"line":109,"column":28},"end":{"line":109,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1345¿Identifier¿¿1475¿length¿¿¿{"start":{"line":109,"column":34},"end":{"line":109,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1346¿VariableDeclarator¿¿1475¿v147¿¿¿{"start":{"line":109,"column":24},"end":{"line":109,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1347¿BinaryExpression¿<¿1475¿¿¿¿{"start":{"line":109,"column":24},"end":{"line":109,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BinaryExpression
1348¿Identifier¿¿1475¿i¿¿¿{"start":{"line":109,"column":24},"end":{"line":109,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1349¿Identifier¿¿1475¿v146¿¿¿¿¿Identifier
1350¿WhileStatement¿¿1475¿¿¿¿{"start":{"line":109,"column":8},"end":{"line":113,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿WhileStatement
1351¿Identifier¿¿1475¿v147¿¿¿¿¿Identifier
1352¿VariableDeclarator¿¿1475¿v149¿¿¿{"start":{"line":110,"column":29},"end":{"line":110,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1353¿MemberExpression¿computed¿1475¿¿¿¿{"start":{"line":110,"column":29},"end":{"line":110,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1354¿Identifier¿¿1475¿lines¿¿¿{"start":{"line":110,"column":29},"end":{"line":110,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1355¿Identifier¿¿1475¿i¿¿¿{"start":{"line":110,"column":35},"end":{"line":110,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1356¿VariableDeclarator¿¿1475¿v150¿¿¿{"start":{"line":110,"column":16},"end":{"line":110,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1357¿CallExpression¿¿1475¿¿¿¿{"start":{"line":110,"column":16},"end":{"line":110,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1358¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":110,"column":16},"end":{"line":110,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1359¿Literal¿object¿1475¿¿/^\s+1/¿¿{"start":{"line":110,"column":16},"end":{"line":110,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1360¿Identifier¿¿1475¿test¿¿¿{"start":{"line":110,"column":24},"end":{"line":110,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1361¿Identifier¿¿1475¿v149¿¿¿¿¿Identifier
1362¿IfStatement¿¿1475¿¿¿¿{"start":{"line":110,"column":12},"end":{"line":112,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿IfStatement
1363¿Identifier¿¿1475¿v150¿¿¿¿¿Identifier
1364¿BreakStatement¿¿1475¿¿¿¿{"start":{"line":111,"column":16},"end":{"line":111,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BreakStatement
1365¿BlockStatement¿¿1475¿¿¿¿{"start":{"line":110,"column":40},"end":{"line":112,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BlockStatement
1366¿VariableDeclarator¿¿1475¿v148¿¿¿{"start":{"line":109,"column":42},"end":{"line":109,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1367¿UpdateExpression¿¿1475¿¿¿¿{"start":{"line":109,"column":42},"end":{"line":109,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿UpdateExpression
1368¿Identifier¿¿1475¿i¿¿¿{"start":{"line":109,"column":44},"end":{"line":109,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1369¿ExpressionStatement¿¿1475¿¿¿¿{"start":{"line":109,"column":8},"end":{"line":113,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1370¿AssignmentExpression¿=¿1475¿¿¿¿{"start":{"line":109,"column":8},"end":{"line":113,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
1371¿Identifier¿¿1475¿v147¿¿¿{"start":{"line":109,"column":8},"end":{"line":113,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1372¿BinaryExpression¿<¿1475¿¿¿¿{"start":{"line":109,"column":24},"end":{"line":109,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BinaryExpression
1373¿Identifier¿¿1475¿i¿¿¿{"start":{"line":109,"column":24},"end":{"line":109,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1374¿Identifier¿¿1475¿v146¿¿¿¿¿Identifier
1375¿BlockStatement¿¿1475¿¿¿¿¿¿BlockStatement
1376¿VariableDeclarator¿¿1475¿v151¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1377¿CallExpression¿¿1475¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1378¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1379¿Identifier¿¿1475¿lines¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1380¿Identifier¿¿1475¿splice¿¿¿{"start":{"line":114,"column":14},"end":{"line":114,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1381¿Literal¿number¿1475¿¿0¿¿{"start":{"line":114,"column":21},"end":{"line":114,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1382¿Identifier¿¿1475¿i¿¿¿{"start":{"line":114,"column":23},"end":{"line":114,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1383¿ExpressionStatement¿¿1475¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1384¿Identifier¿¿1475¿v151¿¿¿¿¿Identifier
1385¿VariableDeclarator¿¿1475¿v152¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1386¿CallExpression¿¿1475¿¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1387¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1388¿Identifier¿¿1475¿lines¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1389¿Identifier¿¿1475¿pop¿¿¿{"start":{"line":115,"column":14},"end":{"line":115,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1390¿ExpressionStatement¿¿1475¿¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1391¿Identifier¿¿1475¿v152¿¿¿¿¿Identifier
1392¿VariableDeclarator¿¿1475¿v153¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1393¿CallExpression¿¿1475¿¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1394¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1395¿Identifier¿¿1475¿lines¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1396¿Identifier¿¿1475¿pop¿¿¿{"start":{"line":116,"column":14},"end":{"line":116,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1397¿ExpressionStatement¿¿1475¿¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1398¿Identifier¿¿1475¿v153¿¿¿¿¿Identifier
1399¿BlockStatement¿¿1475¿¿¿¿{"start":{"line":108,"column":25},"end":{"line":117,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BlockStatement
1400¿VariableDeclarator¿¿1475¿i¿¿¿{"start":{"line":119,"column":13},"end":{"line":119,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1401¿Literal¿number¿1475¿¿0¿¿{"start":{"line":119,"column":17},"end":{"line":119,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1402¿VariableDeclarator¿¿1475¿v154¿¿¿{"start":{"line":119,"column":24},"end":{"line":119,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1403¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":119,"column":24},"end":{"line":119,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1404¿Identifier¿¿1475¿lines¿¿¿{"start":{"line":119,"column":24},"end":{"line":119,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1405¿Identifier¿¿1475¿length¿¿¿{"start":{"line":119,"column":30},"end":{"line":119,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1406¿VariableDeclarator¿¿1475¿v155¿¿¿{"start":{"line":119,"column":20},"end":{"line":119,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1407¿BinaryExpression¿<¿1475¿¿¿¿{"start":{"line":119,"column":20},"end":{"line":119,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BinaryExpression
1408¿Identifier¿¿1475¿i¿¿¿{"start":{"line":119,"column":20},"end":{"line":119,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1409¿Identifier¿¿1475¿v154¿¿¿¿¿Identifier
1410¿WhileStatement¿¿1475¿¿¿¿{"start":{"line":119,"column":4},"end":{"line":121,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿WhileStatement
1411¿Identifier¿¿1475¿v155¿¿¿¿¿Identifier
1412¿VariableDeclarator¿¿1475¿v157¿¿¿{"start":{"line":120,"column":37},"end":{"line":120,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1413¿MemberExpression¿computed¿1475¿¿¿¿{"start":{"line":120,"column":37},"end":{"line":120,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1414¿Identifier¿¿1475¿lines¿¿¿{"start":{"line":120,"column":37},"end":{"line":120,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1415¿Identifier¿¿1475¿i¿¿¿{"start":{"line":120,"column":43},"end":{"line":120,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1416¿VariableDeclarator¿¿1475¿v158¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1417¿CallExpression¿¿1475¿¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1418¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
