Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1604¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":168,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Program
2604¿MemberExpression¿¿2878¿¿¿¿{"start":{"line":142,"column":17},"end":{"line":142,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2605¿Identifier¿¿2878¿JSON¿¿¿{"start":{"line":142,"column":17},"end":{"line":142,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2606¿Identifier¿¿2878¿stringify¿¿¿{"start":{"line":142,"column":22},"end":{"line":142,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2607¿Identifier¿¿2878¿v262¿¿¿¿¿Identifier
2608¿VariableDeclarator¿¿2878¿v260¿¿¿{"start":{"line":140,"column":46},"end":{"line":140,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2609¿UpdateExpression¿¿2878¿¿¿¿{"start":{"line":140,"column":46},"end":{"line":140,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿UpdateExpression
2610¿Identifier¿¿2878¿i¿¿¿{"start":{"line":140,"column":46},"end":{"line":140,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2611¿ExpressionStatement¿¿2878¿¿¿¿{"start":{"line":140,"column":8},"end":{"line":143,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2612¿AssignmentExpression¿=¿2878¿¿¿¿{"start":{"line":140,"column":8},"end":{"line":143,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2613¿Identifier¿¿2878¿v259¿¿¿{"start":{"line":140,"column":8},"end":{"line":143,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2614¿BinaryExpression¿<¿2878¿¿¿¿{"start":{"line":140,"column":24},"end":{"line":140,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2615¿Identifier¿¿2878¿i¿¿¿{"start":{"line":140,"column":24},"end":{"line":140,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2616¿Identifier¿¿2878¿v258¿¿¿¿¿Identifier
2617¿BlockStatement¿¿2878¿¿¿¿¿¿BlockStatement
2618¿IfStatement¿¿2878¿¿¿¿{"start":{"line":144,"column":8},"end":{"line":146,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿IfStatement
2619¿Identifier¿¿2878¿isDebuggable¿¿¿{"start":{"line":144,"column":12},"end":{"line":144,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2620¿VariableDeclarator¿¿2878¿v263¿¿¿{"start":{"line":145,"column":25},"end":{"line":145,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2621¿CallExpression¿¿2878¿¿¿¿{"start":{"line":145,"column":25},"end":{"line":145,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2622¿MemberExpression¿¿2878¿¿¿¿{"start":{"line":145,"column":25},"end":{"line":145,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2623¿ThisExpression¿¿2878¿¿¿¿{"start":{"line":145,"column":25},"end":{"line":145,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
2624¿Identifier¿¿2878¿getTime¿¿¿{"start":{"line":145,"column":30},"end":{"line":145,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2625¿VariableDeclarator¿¿2878¿v264¿¿¿{"start":{"line":145,"column":25},"end":{"line":145,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2626¿BinaryExpression¿+¿2878¿¿¿¿{"start":{"line":145,"column":25},"end":{"line":145,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2627¿Identifier¿¿2878¿v263¿¿¿¿¿Identifier
2628¿Identifier¿¿2878¿n¿¿¿{"start":{"line":145,"column":42},"end":{"line":145,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2629¿VariableDeclarator¿¿2878¿v265¿¿¿{"start":{"line":145,"column":24},"end":{"line":145,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2630¿MemberExpression¿¿2878¿¿¿¿{"start":{"line":145,"column":24},"end":{"line":145,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2631¿Identifier¿¿2878¿v264¿¿¿¿¿Identifier
2632¿Identifier¿¿2878¿warn¿¿¿{"start":{"line":145,"column":45},"end":{"line":145,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2633¿VariableDeclarator¿¿2878¿v266¿¿¿{"start":{"line":145,"column":12},"end":{"line":145,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2634¿CallExpression¿¿2878¿¿¿¿{"start":{"line":145,"column":12},"end":{"line":145,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2635¿MemberExpression¿¿2878¿¿¿¿{"start":{"line":145,"column":12},"end":{"line":145,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2636¿Identifier¿¿2878¿console¿¿¿{"start":{"line":145,"column":12},"end":{"line":145,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2637¿Identifier¿¿2878¿log¿¿¿{"start":{"line":145,"column":20},"end":{"line":145,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2638¿Identifier¿¿2878¿v265¿¿¿¿¿Identifier
2639¿ExpressionStatement¿¿2878¿¿¿¿{"start":{"line":145,"column":12},"end":{"line":145,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2640¿Identifier¿¿2878¿v266¿¿¿¿¿Identifier
2641¿BlockStatement¿¿2878¿¿¿¿{"start":{"line":144,"column":26},"end":{"line":146,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
2642¿BlockStatement¿¿2878¿¿¿¿{"start":{"line":138,"column":30},"end":{"line":147,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
2643¿ExpressionStatement¿¿2821¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":147,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2644¿AssignmentExpression¿=¿2821¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":147,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2645¿MemberExpression¿¿2821¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2646¿ThisExpression¿¿2821¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
2647¿Identifier¿¿2821¿warn¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2648¿Identifier¿¿2821¿v267¿¿¿¿¿Identifier
2649¿VariableDeclarator¿¿2821¿v277¿¿¿{"start":{"line":148,"column":4},"end":{"line":157,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2650¿FunctionExpression¿¿2821¿anon¿¿¿{"start":{"line":148,"column":17},"end":{"line":157,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿FunctionExpression
2651¿Identifier¿¿0¿msg¿¿¿{"start":{"line":148,"column":26},"end":{"line":148,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2652¿VariableDeclarator¿¿2883¿n¿¿¿{"start":{"line":149,"column":12},"end":{"line":149,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2653¿Literal¿string¿2883¿¿''¿¿{"start":{"line":149,"column":16},"end":{"line":149,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2654¿VariableDeclarator¿¿2883¿i¿¿¿{"start":{"line":150,"column":17},"end":{"line":150,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2655¿Literal¿number¿2883¿¿0¿¿{"start":{"line":150,"column":21},"end":{"line":150,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2656¿VariableDeclarator¿¿2883¿v268¿¿¿{"start":{"line":150,"column":28},"end":{"line":150,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2657¿MemberExpression¿¿2883¿¿¿¿{"start":{"line":150,"column":28},"end":{"line":150,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2658¿Identifier¿¿2883¿arguments¿¿¿{"start":{"line":150,"column":28},"end":{"line":150,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2659¿Identifier¿¿2883¿length¿¿¿{"start":{"line":150,"column":38},"end":{"line":150,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2660¿VariableDeclarator¿¿2883¿v269¿¿¿{"start":{"line":150,"column":24},"end":{"line":150,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2661¿BinaryExpression¿<¿2883¿¿¿¿{"start":{"line":150,"column":24},"end":{"line":150,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2662¿Identifier¿¿2883¿i¿¿¿{"start":{"line":150,"column":24},"end":{"line":150,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2663¿Identifier¿¿2883¿v268¿¿¿¿¿Identifier
2664¿WhileStatement¿¿2883¿¿¿¿{"start":{"line":150,"column":8},"end":{"line":153,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿WhileStatement
2665¿Identifier¿¿2883¿v269¿¿¿¿¿Identifier
2666¿VariableDeclarator¿¿2883¿v271¿¿¿{"start":{"line":151,"column":16},"end":{"line":151,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2667¿BinaryExpression¿>¿2883¿¿¿¿{"start":{"line":151,"column":16},"end":{"line":151,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2668¿Identifier¿¿2883¿i¿¿¿{"start":{"line":151,"column":16},"end":{"line":151,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2669¿Literal¿number¿2883¿¿0¿¿{"start":{"line":151,"column":20},"end":{"line":151,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2670¿IfStatement¿¿2883¿¿¿¿{"start":{"line":151,"column":12},"end":{"line":151,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿IfStatement
2671¿Identifier¿¿2883¿v271¿¿¿¿¿Identifier
2672¿ExpressionStatement¿¿2883¿¿¿¿{"start":{"line":151,"column":23},"end":{"line":151,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2673¿AssignmentExpression¿+=¿2883¿¿¿¿{"start":{"line":151,"column":23},"end":{"line":151,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2674¿Identifier¿¿2883¿n¿¿¿{"start":{"line":151,"column":23},"end":{"line":151,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2675¿Literal¿string¿2883¿¿','¿¿{"start":{"line":151,"column":28},"end":{"line":151,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2676¿BlockStatement¿¿2883¿¿¿¿¿¿BlockStatement
2677¿VariableDeclarator¿¿2883¿v272¿¿¿{"start":{"line":152,"column":32},"end":{"line":152,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2678¿MemberExpression¿computed¿2883¿¿¿¿{"start":{"line":152,"column":32},"end":{"line":152,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2679¿Identifier¿¿2883¿arguments¿¿¿{"start":{"line":152,"column":32},"end":{"line":152,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2680¿Identifier¿¿2883¿i¿¿¿{"start":{"line":152,"column":42},"end":{"line":152,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2681¿ExpressionStatement¿¿2883¿¿¿¿{"start":{"line":152,"column":12},"end":{"line":152,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2682¿AssignmentExpression¿+=¿2883¿¿¿¿{"start":{"line":152,"column":12},"end":{"line":152,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2683¿Identifier¿¿2883¿n¿¿¿{"start":{"line":152,"column":12},"end":{"line":152,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2684¿CallExpression¿¿2883¿¿¿¿{"start":{"line":152,"column":17},"end":{"line":152,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2685¿MemberExpression¿¿2883¿¿¿¿{"start":{"line":152,"column":17},"end":{"line":152,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2686¿Identifier¿¿2883¿JSON¿¿¿{"start":{"line":152,"column":17},"end":{"line":152,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2687¿Identifier¿¿2883¿stringify¿¿¿{"start":{"line":152,"column":22},"end":{"line":152,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2688¿Identifier¿¿2883¿v272¿¿¿¿¿Identifier
2689¿VariableDeclarator¿¿2883¿v270¿¿¿{"start":{"line":150,"column":46},"end":{"line":150,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2690¿UpdateExpression¿¿2883¿¿¿¿{"start":{"line":150,"column":46},"end":{"line":150,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿UpdateExpression
2691¿Identifier¿¿2883¿i¿¿¿{"start":{"line":150,"column":46},"end":{"line":150,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2692¿ExpressionStatement¿¿2883¿¿¿¿{"start":{"line":150,"column":8},"end":{"line":153,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2693¿AssignmentExpression¿=¿2883¿¿¿¿{"start":{"line":150,"column":8},"end":{"line":153,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2694¿Identifier¿¿2883¿v269¿¿¿{"start":{"line":150,"column":8},"end":{"line":153,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2695¿BinaryExpression¿<¿2883¿¿¿¿{"start":{"line":150,"column":24},"end":{"line":150,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2696¿Identifier¿¿2883¿i¿¿¿{"start":{"line":150,"column":24},"end":{"line":150,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2697¿Identifier¿¿2883¿v268¿¿¿¿¿Identifier
2698¿BlockStatement¿¿2883¿¿¿¿¿¿BlockStatement
2699¿IfStatement¿¿2883¿¿¿¿{"start":{"line":154,"column":8},"end":{"line":156,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿IfStatement
2700¿Identifier¿¿2883¿isDebuggable¿¿¿{"start":{"line":154,"column":12},"end":{"line":154,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2701¿VariableDeclarator¿¿2883¿v273¿¿¿{"start":{"line":155,"column":25},"end":{"line":155,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2702¿CallExpression¿¿2883¿¿¿¿{"start":{"line":155,"column":25},"end":{"line":155,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2703¿MemberExpression¿¿2883¿¿¿¿{"start":{"line":155,"column":25},"end":{"line":155,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2704¿ThisExpression¿¿2883¿¿¿¿{"start":{"line":155,"column":25},"end":{"line":155,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
2705¿Identifier¿¿2883¿getTime¿¿¿{"start":{"line":155,"column":30},"end":{"line":155,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2706¿VariableDeclarator¿¿2883¿v274¿¿¿{"start":{"line":155,"column":25},"end":{"line":155,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2707¿BinaryExpression¿+¿2883¿¿¿¿{"start":{"line":155,"column":25},"end":{"line":155,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2708¿Identifier¿¿2883¿v273¿¿¿¿¿Identifier
2709¿Identifier¿¿2883¿n¿¿¿{"start":{"line":155,"column":42},"end":{"line":155,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2710¿VariableDeclarator¿¿2883¿v275¿¿¿{"start":{"line":155,"column":24},"end":{"line":155,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2711¿MemberExpression¿¿2883¿¿¿¿{"start":{"line":155,"column":24},"end":{"line":155,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2712¿Identifier¿¿2883¿v274¿¿¿¿¿Identifier
2713¿Identifier¿¿2883¿debug¿¿¿{"start":{"line":155,"column":45},"end":{"line":155,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2714¿VariableDeclarator¿¿2883¿v276¿¿¿{"start":{"line":155,"column":12},"end":{"line":155,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2715¿CallExpression¿¿2883¿¿¿¿{"start":{"line":155,"column":12},"end":{"line":155,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2716¿MemberExpression¿¿2883¿¿¿¿{"start":{"line":155,"column":12},"end":{"line":155,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2717¿Identifier¿¿2883¿console¿¿¿{"start":{"line":155,"column":12},"end":{"line":155,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2718¿Identifier¿¿2883¿log¿¿¿{"start":{"line":155,"column":20},"end":{"line":155,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2719¿Identifier¿¿2883¿v275¿¿¿¿¿Identifier
2720¿ExpressionStatement¿¿2883¿¿¿¿{"start":{"line":155,"column":12},"end":{"line":155,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2721¿Identifier¿¿2883¿v276¿¿¿¿¿Identifier
2722¿BlockStatement¿¿2883¿¿¿¿{"start":{"line":154,"column":26},"end":{"line":156,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
2723¿BlockStatement¿¿2883¿¿¿¿{"start":{"line":148,"column":31},"end":{"line":157,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
2724¿ExpressionStatement¿¿2821¿¿¿¿{"start":{"line":148,"column":4},"end":{"line":157,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2725¿AssignmentExpression¿=¿2821¿¿¿¿{"start":{"line":148,"column":4},"end":{"line":157,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2726¿MemberExpression¿¿2821¿¿¿¿{"start":{"line":148,"column":4},"end":{"line":148,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2727¿ThisExpression¿¿2821¿¿¿¿{"start":{"line":148,"column":4},"end":{"line":148,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
2728¿Identifier¿¿2821¿debug¿¿¿{"start":{"line":148,"column":9},"end":{"line":148,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2729¿Identifier¿¿2821¿v277¿¿¿¿¿Identifier
2730¿VariableDeclarator¿¿2821¿v287¿¿¿{"start":{"line":158,"column":4},"end":{"line":167,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2731¿FunctionExpression¿¿2821¿anon¿¿¿{"start":{"line":158,"column":17},"end":{"line":167,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿FunctionExpression
2732¿Identifier¿¿0¿msg¿¿¿{"start":{"line":158,"column":26},"end":{"line":158,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2733¿VariableDeclarator¿¿2888¿n¿¿¿{"start":{"line":159,"column":12},"end":{"line":159,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2734¿Literal¿string¿2888¿¿''¿¿{"start":{"line":159,"column":16},"end":{"line":159,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2735¿VariableDeclarator¿¿2888¿i¿¿¿{"start":{"line":160,"column":17},"end":{"line":160,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2736¿Literal¿number¿2888¿¿0¿¿{"start":{"line":160,"column":21},"end":{"line":160,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2737¿VariableDeclarator¿¿2888¿v278¿¿¿{"start":{"line":160,"column":28},"end":{"line":160,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2738¿MemberExpression¿¿2888¿¿¿¿{"start":{"line":160,"column":28},"end":{"line":160,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2739¿Identifier¿¿2888¿arguments¿¿¿{"start":{"line":160,"column":28},"end":{"line":160,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2740¿Identifier¿¿2888¿length¿¿¿{"start":{"line":160,"column":38},"end":{"line":160,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2741¿VariableDeclarator¿¿2888¿v279¿¿¿{"start":{"line":160,"column":24},"end":{"line":160,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2742¿BinaryExpression¿<¿2888¿¿¿¿{"start":{"line":160,"column":24},"end":{"line":160,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2743¿Identifier¿¿2888¿i¿¿¿{"start":{"line":160,"column":24},"end":{"line":160,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2744¿Identifier¿¿2888¿v278¿¿¿¿¿Identifier
2745¿WhileStatement¿¿2888¿¿¿¿{"start":{"line":160,"column":8},"end":{"line":163,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿WhileStatement
2746¿Identifier¿¿2888¿v279¿¿¿¿¿Identifier
2747¿VariableDeclarator¿¿2888¿v281¿¿¿{"start":{"line":161,"column":16},"end":{"line":161,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2748¿BinaryExpression¿>¿2888¿¿¿¿{"start":{"line":161,"column":16},"end":{"line":161,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
