Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
965¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":104,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Program
1377¿ReturnStatement¿¿1697¿¿¿¿{"start":{"line":47,"column":46},"end":{"line":47,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ReturnStatement
1378¿Literal¿boolean¿1697¿¿false¿¿{"start":{"line":47,"column":53},"end":{"line":47,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Literal
1379¿BlockStatement¿¿1697¿¿¿¿¿¿BlockStatement
1380¿BlockStatement¿¿1697¿¿¿¿{"start":{"line":46,"column":13},"end":{"line":48,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1381¿VariableDeclarator¿¿1697¿v142¿¿¿{"start":{"line":40,"column":35},"end":{"line":40,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1382¿UpdateExpression¿¿1697¿¿¿¿{"start":{"line":40,"column":35},"end":{"line":40,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿UpdateExpression
1383¿Identifier¿¿1697¿k¿¿¿{"start":{"line":40,"column":35},"end":{"line":40,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1384¿ExpressionStatement¿¿1697¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":49,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1385¿AssignmentExpression¿=¿1697¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":49,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1386¿Identifier¿¿1697¿v141¿¿¿{"start":{"line":40,"column":4},"end":{"line":49,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1387¿BinaryExpression¿<¿1697¿¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BinaryExpression
1388¿Identifier¿¿1697¿k¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1389¿Identifier¿¿1697¿v140¿¿¿¿¿Identifier
1390¿BlockStatement¿¿1697¿¿¿¿¿¿BlockStatement
1391¿BlockStatement¿¿1697¿¿¿¿{"start":{"line":38,"column":25},"end":{"line":50,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1392¿VariableDeclarator¿¿1697¿k¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1393¿ForInStatement¿¿1697¿¿¿¿{"start":{"line":52,"column":4},"end":{"line":61,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ForInStatement
1394¿Identifier¿¿1697¿k¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1395¿Identifier¿¿1697¿obj¿¿¿{"start":{"line":52,"column":17},"end":{"line":52,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1396¿VariableDeclarator¿¿1697¿v¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1397¿MemberExpression¿computed¿1697¿¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1398¿Identifier¿¿1697¿obj¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1399¿Identifier¿¿1697¿k¿¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1400¿VariableDeclarator¿¿1697¿v150¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1401¿CallExpression¿¿1697¿¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1402¿Identifier¿¿1697¿isObject¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1403¿Identifier¿¿1697¿v¿¿¿{"start":{"line":55,"column":18},"end":{"line":55,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1404¿Identifier¿¿1697¿includeArrays¿¿¿{"start":{"line":55,"column":21},"end":{"line":55,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1405¿IfStatement¿¿1697¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":60,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿IfStatement
1406¿Identifier¿¿1697¿v150¿¿¿¿¿Identifier
1407¿VariableDeclarator¿¿1697¿v151¿¿¿{"start":{"line":56,"column":50},"end":{"line":56,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1408¿CallExpression¿¿1697¿¿¿¿{"start":{"line":56,"column":50},"end":{"line":56,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1409¿MemberExpression¿¿1697¿¿¿¿{"start":{"line":56,"column":50},"end":{"line":56,"column":61},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1410¿Identifier¿¿1697¿path¿¿¿{"start":{"line":56,"column":50},"end":{"line":56,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1411¿Identifier¿¿1697¿concat¿¿¿{"start":{"line":56,"column":55},"end":{"line":56,"column":61},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1412¿Identifier¿¿1697¿k¿¿¿{"start":{"line":56,"column":62},"end":{"line":56,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1413¿VariableDeclarator¿¿1697¿v152¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1414¿CallExpression¿¿1697¿¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1415¿Identifier¿¿1697¿each¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1416¿Identifier¿¿1697¿v¿¿¿{"start":{"line":56,"column":26},"end":{"line":56,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1417¿Identifier¿¿1697¿iter¿¿¿{"start":{"line":56,"column":29},"end":{"line":56,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1418¿Identifier¿¿1697¿includeArrays¿¿¿{"start":{"line":56,"column":35},"end":{"line":56,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1419¿Identifier¿¿1697¿v151¿¿¿¿¿Identifier
1420¿VariableDeclarator¿¿1697¿v153¿¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1421¿BinaryExpression¿===¿1697¿¿¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BinaryExpression
1422¿Literal¿boolean¿1697¿¿false¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Literal
1423¿Identifier¿¿1697¿v152¿¿¿¿¿Identifier
1424¿IfStatement¿¿1697¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":57,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿IfStatement
1425¿Identifier¿¿1697¿v153¿¿¿¿¿Identifier
1426¿ReturnStatement¿¿1697¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ReturnStatement
1427¿Literal¿boolean¿1697¿¿false¿¿{"start":{"line":57,"column":17},"end":{"line":57,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Literal
1428¿BlockStatement¿¿1697¿¿¿¿¿¿BlockStatement
1429¿BlockStatement¿¿1697¿¿¿¿{"start":{"line":55,"column":37},"end":{"line":58,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1430¿VariableDeclarator¿¿1697¿v154¿¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1431¿CallExpression¿¿1697¿¿¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1432¿MemberExpression¿¿1697¿¿¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1433¿Identifier¿¿1697¿path¿¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1434¿Identifier¿¿1697¿concat¿¿¿{"start":{"line":59,"column":34},"end":{"line":59,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1435¿Identifier¿¿1697¿k¿¿¿{"start":{"line":59,"column":41},"end":{"line":59,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1436¿VariableDeclarator¿¿1697¿v155¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1437¿CallExpression¿¿1697¿¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1438¿Identifier¿¿1697¿iter¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1439¿Identifier¿¿1697¿v¿¿¿{"start":{"line":59,"column":26},"end":{"line":59,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1440¿Identifier¿¿1697¿v154¿¿¿¿¿Identifier
1441¿VariableDeclarator¿¿1697¿v156¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1442¿BinaryExpression¿===¿1697¿¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BinaryExpression
1443¿Literal¿boolean¿1697¿¿false¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Literal
1444¿Identifier¿¿1697¿v155¿¿¿¿¿Identifier
1445¿IfStatement¿¿1697¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿IfStatement
1446¿Identifier¿¿1697¿v156¿¿¿¿¿Identifier
1447¿ReturnStatement¿¿1697¿¿¿¿{"start":{"line":59,"column":46},"end":{"line":59,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ReturnStatement
1448¿Literal¿boolean¿1697¿¿false¿¿{"start":{"line":59,"column":53},"end":{"line":59,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Literal
1449¿BlockStatement¿¿1697¿¿¿¿¿¿BlockStatement
1450¿BlockStatement¿¿1697¿¿¿¿{"start":{"line":58,"column":13},"end":{"line":60,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1451¿BlockStatement¿¿1697¿¿¿¿{"start":{"line":52,"column":22},"end":{"line":61,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1452¿BlockStatement¿¿1697¿¿¿¿{"start":{"line":51,"column":7},"end":{"line":62,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1453¿ReturnStatement¿¿1697¿¿¿¿{"start":{"line":63,"column":2},"end":{"line":63,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ReturnStatement
1454¿Literal¿boolean¿1697¿¿true¿¿{"start":{"line":63,"column":9},"end":{"line":63,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Literal
1455¿BlockStatement¿¿1697¿¿¿¿{"start":{"line":35,"column":47},"end":{"line":64,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1456¿VariableDeclarator¿exported¿1674¿map¿¿¿{"start":{"line":66,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1457¿FunctionExpression¿¿1674¿anon¿¿¿{"start":{"line":66,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿FunctionExpression
1458¿Identifier¿¿0¿obj¿¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1459¿Identifier¿¿0¿iter¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1460¿Identifier¿¿0¿out¿¿¿{"start":{"line":66,"column":25},"end":{"line":66,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1461¿Identifier¿¿0¿includeArrays¿¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1462¿VariableDeclarator¿¿1709¿out¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1463¿VariableDeclarator¿¿1709¿v157¿¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1464¿CallExpression¿¿1709¿¿¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1465¿MemberExpression¿¿1709¿¿¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1466¿Identifier¿¿1709¿Array¿¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1467¿Identifier¿¿1709¿isArray¿¿¿{"start":{"line":67,"column":25},"end":{"line":67,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1468¿Identifier¿¿1709¿obj¿¿¿{"start":{"line":67,"column":33},"end":{"line":67,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1469¿VariableDeclarator¿¿1709¿v158¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1470¿LogicalExpression¿||¿1709¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿LogicalExpression
1471¿Identifier¿¿1709¿out¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1472¿Identifier¿¿1709¿v157¿¿¿¿¿Identifier
1473¿VariableDeclarator¿¿1709¿v159¿¿¿{"start":{"line":67,"column":40},"end":{"line":67,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1474¿ArrayExpression¿¿1709¿¿¿¿{"start":{"line":67,"column":40},"end":{"line":67,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ArrayExpression
1475¿VariableDeclarator¿¿1709¿v160¿¿¿{"start":{"line":67,"column":45},"end":{"line":67,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1476¿ObjectExpression¿¿1709¿¿¿¿{"start":{"line":67,"column":45},"end":{"line":67,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ObjectExpression
1477¿IfStatement¿¿1709¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿IfStatement
1478¿Identifier¿¿1709¿v158¿¿¿¿¿Identifier
1479¿ExpressionStatement¿¿1709¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1480¿AssignmentExpression¿=¿1709¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1481¿Identifier¿¿1709¿out¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1482¿Identifier¿¿1709¿v159¿¿¿¿¿Identifier
1483¿BlockStatement¿¿1709¿¿¿¿¿¿BlockStatement
1484¿ExpressionStatement¿¿1709¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1485¿AssignmentExpression¿=¿1709¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1486¿Identifier¿¿1709¿out¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1487¿Identifier¿¿1709¿v160¿¿¿¿¿Identifier
1488¿BlockStatement¿¿1709¿¿¿¿¿¿BlockStatement
1489¿VariableDeclarator¿¿1709¿v163¿¿¿{"start":{"line":68,"column":12},"end":{"line":70,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1490¿FunctionExpression¿¿1709¿anon¿¿¿{"start":{"line":68,"column":12},"end":{"line":70,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿FunctionExpression
1491¿Identifier¿¿0¿val¿¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1492¿Identifier¿¿0¿path¿¿¿{"start":{"line":68,"column":27},"end":{"line":68,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1493¿VariableDeclarator¿¿1712¿v161¿¿¿{"start":{"line":69,"column":19},"end":{"line":69,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1494¿CallExpression¿¿1712¿¿¿¿{"start":{"line":69,"column":19},"end":{"line":69,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1495¿Identifier¿¿1712¿iter¿¿¿{"start":{"line":69,"column":19},"end":{"line":69,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1496¿Identifier¿¿1712¿val¿¿¿{"start":{"line":69,"column":24},"end":{"line":69,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1497¿Identifier¿¿1712¿path¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1498¿VariableDeclarator¿¿1712¿v162¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1499¿CallExpression¿¿1712¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1500¿Identifier¿¿1712¿set¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1501¿Identifier¿¿1712¿out¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1502¿Identifier¿¿1712¿path¿¿¿{"start":{"line":69,"column":13},"end":{"line":69,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1503¿Identifier¿¿1712¿v161¿¿¿¿¿Identifier
1504¿ExpressionStatement¿¿1712¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1505¿Identifier¿¿1712¿v162¿¿¿¿¿Identifier
1506¿BlockStatement¿¿1712¿¿¿¿{"start":{"line":68,"column":33},"end":{"line":70,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1507¿VariableDeclarator¿¿1709¿v164¿¿¿{"start":{"line":68,"column":2},"end":{"line":70,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1508¿CallExpression¿¿1709¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":70,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1509¿Identifier¿¿1709¿each¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1510¿Identifier¿¿1709¿obj¿¿¿{"start":{"line":68,"column":7},"end":{"line":68,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
