Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1079¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":73,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Program
1472¿ArrowFunctionExpression¿¿1863¿¿¿¿{"start":{"line":33,"column":37},"end":{"line":39,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ArrowFunctionExpression
1473¿Identifier¿¿0¿code¿¿¿{"start":{"line":33,"column":38},"end":{"line":33,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1474¿Identifier¿¿0¿signal¿¿¿{"start":{"line":33,"column":44},"end":{"line":33,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1475¿VariableDeclarator¿¿1869¿v161¿¿¿{"start":{"line":34,"column":24},"end":{"line":34,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1476¿BinaryExpression¿!==¿1869¿¿¿¿{"start":{"line":34,"column":24},"end":{"line":34,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿BinaryExpression
1477¿Identifier¿¿1869¿code¿¿¿{"start":{"line":34,"column":24},"end":{"line":34,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1478¿Literal¿number¿1869¿¿0¿¿{"start":{"line":34,"column":33},"end":{"line":34,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1479¿IfStatement¿¿1869¿¿¿¿{"start":{"line":34,"column":20},"end":{"line":37,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿IfStatement
1480¿Identifier¿¿1869¿v161¿¿¿¿¿Identifier
1481¿VariableDeclarator¿¿1869¿v162¿¿¿{"start":{"line":35,"column":31},"end":{"line":35,"column":95},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1482¿TemplateLiteral¿¿1869¿¿¿¿{"start":{"line":35,"column":31},"end":{"line":35,"column":95},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿TemplateLiteral
1483¿Identifier¿¿1869¿code¿¿¿{"start":{"line":35,"column":68},"end":{"line":35,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1484¿Identifier¿¿1869¿signal¿¿¿{"start":{"line":35,"column":87},"end":{"line":35,"column":93},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1485¿VariableDeclarator¿¿1869¿v163¿¿¿{"start":{"line":35,"column":24},"end":{"line":35,"column":96},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1486¿CallExpression¿¿1869¿¿¿¿{"start":{"line":35,"column":24},"end":{"line":35,"column":96},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1487¿Identifier¿¿1869¿reject¿¿¿{"start":{"line":35,"column":24},"end":{"line":35,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1488¿Identifier¿¿1869¿v162¿¿¿¿¿Identifier
1489¿ExpressionStatement¿¿1869¿¿¿¿{"start":{"line":35,"column":24},"end":{"line":35,"column":97},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1490¿Identifier¿¿1869¿v163¿¿¿¿¿Identifier
1491¿ReturnStatement¿¿1869¿¿¿¿{"start":{"line":36,"column":24},"end":{"line":36,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ReturnStatement
1492¿BlockStatement¿¿1869¿¿¿¿{"start":{"line":34,"column":36},"end":{"line":37,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿BlockStatement
1493¿VariableDeclarator¿¿1869¿v164¿¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1494¿CallExpression¿¿1869¿¿¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1495¿Identifier¿¿1869¿resolve¿¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1496¿ExpressionStatement¿¿1869¿¿¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1497¿Identifier¿¿1869¿v164¿¿¿¿¿Identifier
1498¿BlockStatement¿¿1869¿¿¿¿{"start":{"line":33,"column":55},"end":{"line":39,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿BlockStatement
1499¿VariableDeclarator¿¿1863¿v166¿¿¿{"start":{"line":33,"column":16},"end":{"line":39,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1500¿CallExpression¿¿1863¿¿¿¿{"start":{"line":33,"column":16},"end":{"line":39,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1501¿MemberExpression¿¿1863¿¿¿¿{"start":{"line":33,"column":16},"end":{"line":33,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1502¿Identifier¿¿1863¿taskkill¿¿¿{"start":{"line":33,"column":16},"end":{"line":33,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1503¿Identifier¿¿1863¿on¿¿¿{"start":{"line":33,"column":25},"end":{"line":33,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1504¿Literal¿string¿1863¿¿'close'¿¿{"start":{"line":33,"column":28},"end":{"line":33,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1505¿Identifier¿¿1863¿v165¿¿¿¿¿Identifier
1506¿ExpressionStatement¿¿1863¿¿¿¿{"start":{"line":33,"column":16},"end":{"line":39,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1507¿Identifier¿¿1863¿v166¿¿¿¿¿Identifier
1508¿VariableDeclarator¿¿1863¿v168¿¿¿{"start":{"line":40,"column":37},"end":{"line":40,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1509¿ArrowFunctionExpression¿¿1863¿¿¿¿{"start":{"line":40,"column":37},"end":{"line":40,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ArrowFunctionExpression
1510¿Identifier¿¿0¿err¿¿¿{"start":{"line":40,"column":38},"end":{"line":40,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1511¿VariableDeclarator¿¿1872¿v167¿¿¿{"start":{"line":40,"column":46},"end":{"line":40,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1512¿CallExpression¿¿1872¿¿¿¿{"start":{"line":40,"column":46},"end":{"line":40,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1513¿Identifier¿¿1872¿reject¿¿¿{"start":{"line":40,"column":46},"end":{"line":40,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1514¿Identifier¿¿1872¿err¿¿¿{"start":{"line":40,"column":53},"end":{"line":40,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1515¿ReturnStatement¿¿1872¿¿¿¿¿¿ReturnStatement
1516¿Identifier¿¿1872¿v167¿¿¿¿¿Identifier
1517¿BlockStatement¿¿1872¿¿¿¿¿¿BlockStatement
1518¿VariableDeclarator¿¿1863¿v169¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1519¿CallExpression¿¿1863¿¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1520¿MemberExpression¿¿1863¿¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1521¿Identifier¿¿1863¿taskkill¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1522¿Identifier¿¿1863¿on¿¿¿{"start":{"line":40,"column":25},"end":{"line":40,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1523¿Literal¿string¿1863¿¿'error'¿¿{"start":{"line":40,"column":28},"end":{"line":40,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1524¿Identifier¿¿1863¿v168¿¿¿¿¿Identifier
1525¿ExpressionStatement¿¿1863¿¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1526¿Identifier¿¿1863¿v169¿¿¿¿¿Identifier
1527¿BlockStatement¿¿1863¿¿¿¿{"start":{"line":29,"column":52},"end":{"line":41,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿BlockStatement
1528¿VariableDeclarator¿¿1861¿v171¿¿¿{"start":{"line":29,"column":19},"end":{"line":41,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1529¿NewExpression¿¿1861¿¿¿¿{"start":{"line":29,"column":19},"end":{"line":41,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿NewExpression
1530¿Identifier¿¿1861¿Promise¿¿¿{"start":{"line":29,"column":23},"end":{"line":29,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1531¿Identifier¿¿1861¿v170¿¿¿¿¿Identifier
1532¿ReturnStatement¿¿1861¿¿¿¿{"start":{"line":29,"column":12},"end":{"line":41,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ReturnStatement
1533¿Identifier¿¿1861¿v171¿¿¿¿¿Identifier
1534¿BlockStatement¿¿1861¿¿¿¿{"start":{"line":27,"column":60},"end":{"line":42,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿BlockStatement
1535¿VariableDeclarator¿¿1859¿v173¿¿¿{"start":{"line":27,"column":15},"end":{"line":42,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1536¿CallExpression¿¿1859¿¿¿¿{"start":{"line":27,"column":15},"end":{"line":42,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1537¿Identifier¿¿1859¿__awaiter¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1538¿ThisExpression¿¿1859¿¿¿¿{"start":{"line":27,"column":25},"end":{"line":27,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ThisExpression
1539¿Identifier¿¿1859¿v146¿¿¿¿¿Identifier
1540¿Identifier¿¿1859¿v147¿¿¿¿¿Identifier
1541¿Identifier¿¿1859¿v172¿¿¿¿¿Identifier
1542¿ReturnStatement¿¿1859¿¿¿¿{"start":{"line":27,"column":8},"end":{"line":42,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ReturnStatement
1543¿Identifier¿¿1859¿v173¿¿¿¿¿Identifier
1544¿BlockStatement¿¿1859¿¿¿¿{"start":{"line":26,"column":20},"end":{"line":43,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿BlockStatement
1545¿ExpressionStatement¿¿1835¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1546¿AssignmentExpression¿=¿1835¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿AssignmentExpression
1547¿MemberExpression¿¿1835¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1548¿Identifier¿¿1835¿Killer¿¿¿{"start":{"line":14,"column":6},"end":{"line":14,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1549¿Identifier¿¿1835¿win32Kill¿¿¿{"start":{"line":26,"column":4},"end":{"line":26,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1550¿Identifier¿¿1835¿win32Kill¿¿¿{"start":{"line":26,"column":4},"end":{"line":26,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1551¿VariableDeclarator¿¿1835¿unixKill¿¿¿{"start":{"line":14,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1552¿FunctionExpression¿¿1835¿unixKill¿¿¿{"start":{"line":44,"column":12},"end":{"line":71,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿FunctionExpression
1553¿Identifier¿¿0¿port¿¿¿{"start":{"line":44,"column":13},"end":{"line":44,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1554¿VariableDeclarator¿¿1874¿v174¿¿¿{"start":{"line":45,"column":31},"end":{"line":45,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1555¿UnaryExpression¿void¿1874¿¿¿¿{"start":{"line":45,"column":31},"end":{"line":45,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿UnaryExpression
1556¿Literal¿number¿1874¿¿0¿¿{"start":{"line":45,"column":36},"end":{"line":45,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1557¿VariableDeclarator¿¿1874¿v175¿¿¿{"start":{"line":45,"column":39},"end":{"line":45,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1558¿UnaryExpression¿void¿1874¿¿¿¿{"start":{"line":45,"column":39},"end":{"line":45,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿UnaryExpression
1559¿Literal¿number¿1874¿¿0¿¿{"start":{"line":45,"column":44},"end":{"line":45,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1560¿VariableDeclarator¿¿1874¿v215¿¿¿{"start":{"line":45,"column":47},"end":{"line":70,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1561¿FunctionExpression¿¿1874¿anon¿¿¿{"start":{"line":45,"column":47},"end":{"line":70,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿FunctionExpression
1562¿VariableDeclarator¿¿1876¿v213¿¿¿{"start":{"line":46,"column":31},"end":{"line":69,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1563¿ArrowFunctionExpression¿¿1876¿¿¿¿{"start":{"line":46,"column":31},"end":{"line":69,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ArrowFunctionExpression
1564¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":46,"column":32},"end":{"line":46,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1565¿Identifier¿¿0¿reject¿¿¿{"start":{"line":46,"column":41},"end":{"line":46,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1566¿VariableDeclarator¿¿1878¿v176¿¿¿{"start":{"line":47,"column":59},"end":{"line":47,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1567¿ArrayExpression¿¿1878¿¿¿¿{"start":{"line":47,"column":59},"end":{"line":47,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ArrayExpression
1568¿Literal¿string¿1878¿¿'-i'¿¿{"start":{"line":47,"column":60},"end":{"line":47,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1569¿TemplateLiteral¿¿1878¿¿¿¿{"start":{"line":47,"column":66},"end":{"line":47,"column":79},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿TemplateLiteral
1570¿Identifier¿¿1878¿port¿¿¿{"start":{"line":47,"column":73},"end":{"line":47,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1571¿VariableDeclarator¿¿1878¿lsof¿¿¿{"start":{"line":47,"column":22},"end":{"line":47,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1572¿CallExpression¿¿1878¿¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1573¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1574¿Identifier¿¿1878¿child_process_1¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1575¿Identifier¿¿1878¿spawn¿¿¿{"start":{"line":47,"column":45},"end":{"line":47,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1576¿Literal¿string¿1878¿¿'lsof'¿¿{"start":{"line":47,"column":51},"end":{"line":47,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1577¿Identifier¿¿1878¿v176¿¿¿¿¿Identifier
1578¿VariableDeclarator¿¿1878¿v177¿¿¿{"start":{"line":48,"column":59},"end":{"line":48,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1579¿ArrayExpression¿¿1878¿¿¿¿{"start":{"line":48,"column":59},"end":{"line":48,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ArrayExpression
1580¿Literal¿string¿1878¿¿'LISTEN'¿¿{"start":{"line":48,"column":60},"end":{"line":48,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1581¿VariableDeclarator¿¿1878¿grep¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1582¿CallExpression¿¿1878¿¿¿¿{"start":{"line":48,"column":29},"end":{"line":48,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1583¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":48,"column":29},"end":{"line":48,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1584¿Identifier¿¿1878¿child_process_1¿¿¿{"start":{"line":48,"column":29},"end":{"line":48,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1585¿Identifier¿¿1878¿spawn¿¿¿{"start":{"line":48,"column":45},"end":{"line":48,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1586¿Literal¿string¿1878¿¿'grep'¿¿{"start":{"line":48,"column":51},"end":{"line":48,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1587¿Identifier¿¿1878¿v177¿¿¿¿¿Identifier
1588¿VariableDeclarator¿¿1878¿v178¿¿¿{"start":{"line":49,"column":57},"end":{"line":49,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1589¿ArrayExpression¿¿1878¿¿¿¿{"start":{"line":49,"column":57},"end":{"line":49,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ArrayExpression
1590¿Literal¿string¿1878¿¿'{print $2}'¿¿{"start":{"line":49,"column":58},"end":{"line":49,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1591¿VariableDeclarator¿¿1878¿awk¿¿¿{"start":{"line":49,"column":22},"end":{"line":49,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1592¿CallExpression¿¿1878¿¿¿¿{"start":{"line":49,"column":28},"end":{"line":49,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1593¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":49,"column":28},"end":{"line":49,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1594¿Identifier¿¿1878¿child_process_1¿¿¿{"start":{"line":49,"column":28},"end":{"line":49,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1595¿Identifier¿¿1878¿spawn¿¿¿{"start":{"line":49,"column":44},"end":{"line":49,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1596¿Literal¿string¿1878¿¿'awk'¿¿{"start":{"line":49,"column":50},"end":{"line":49,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1597¿Identifier¿¿1878¿v178¿¿¿¿¿Identifier
1598¿VariableDeclarator¿¿1878¿v179¿¿¿{"start":{"line":50,"column":61},"end":{"line":50,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1599¿ArrayExpression¿¿1878¿¿¿¿{"start":{"line":50,"column":61},"end":{"line":50,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ArrayExpression
1600¿Literal¿string¿1878¿¿'kill'¿¿{"start":{"line":50,"column":62},"end":{"line":50,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1601¿Literal¿string¿1878¿¿'-9'¿¿{"start":{"line":50,"column":70},"end":{"line":50,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1602¿VariableDeclarator¿¿1878¿xargs¿¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
