Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5187¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":785,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Program
9192¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
9193¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
9194¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
9195¿CFG_IF_END¿¿0¿7404¿¿¿¿¿CFG_IF_END
9196¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
9197¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
9198¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
9199¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
9200¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
9201¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
9202¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
9203¿CFG_SWITCH_END¿¿0¿¿¿¿¿¿CFG_SWITCH_END
9204¿CFG_IF_END¿¿0¿7350¿¿¿¿¿CFG_IF_END
9205¿CFG_F_START¿¿9205¿7481_anon¿¿¿¿¿CFG_F_START
9206¿CFG_F_END¿¿0¿7481_anon¿¿¿¿¿CFG_F_END
9207¿CFG_IF_END¿¿0¿7503¿¿¿¿¿CFG_IF_END
9208¿CFG_F_START¿¿9208¿7542_anon¿¿¿¿¿CFG_F_START
9209¿CFG_F_END¿¿0¿7542_anon¿¿¿¿¿CFG_F_END
9210¿CFG_IF_END¿¿0¿7598¿¿¿¿¿CFG_IF_END
9211¿CFG_IF_END¿¿0¿7577¿¿¿¿¿CFG_IF_END
9212¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
9213¿CFG_IF_END¿¿0¿7546¿¿¿¿¿CFG_IF_END
9214¿CFG_F_START¿¿9214¿7635_convict¿¿¿¿¿CFG_F_START
9215¿CFG_F_END¿¿0¿7635_convict¿¿¿¿¿CFG_F_END
9216¿CFG_F_START¿¿9216¿7639_anon¿¿¿¿¿CFG_F_START
9217¿CFG_F_END¿¿0¿7639_anon¿¿¿¿¿CFG_F_END
9218¿CFG_F_START¿¿9218¿7666_anon¿¿¿¿¿CFG_F_START
9219¿CFG_F_END¿¿0¿7666_anon¿¿¿¿¿CFG_F_END
9220¿CFG_F_START¿¿9220¿7687_anon¿¿¿¿¿CFG_F_START
9221¿CFG_F_END¿¿0¿7687_anon¿¿¿¿¿CFG_F_END
9222¿CFG_F_START¿¿9222¿7700_anon¿¿¿¿¿CFG_F_START
9223¿CFG_F_END¿¿0¿7700_anon¿¿¿¿¿CFG_F_END
9224¿CFG_F_START¿¿9224¿7714_anon¿¿¿¿¿CFG_F_START
9225¿CFG_F_END¿¿0¿7714_anon¿¿¿¿¿CFG_F_END
9226¿CFG_F_START¿¿9226¿7765_anon¿¿¿¿¿CFG_F_START
9227¿CFG_F_END¿¿0¿7765_anon¿¿¿¿¿CFG_F_END
9228¿CFG_F_START¿¿9228¿7786_anon¿¿¿¿¿CFG_F_START
9229¿CFG_F_END¿¿0¿7786_anon¿¿¿¿¿CFG_F_END
9230¿CFG_F_START¿¿9230¿7803_anon¿¿¿¿¿CFG_F_START
9231¿CFG_F_END¿¿0¿7803_anon¿¿¿¿¿CFG_F_END
9232¿CFG_F_START¿¿9232¿7822_anon¿¿¿¿¿CFG_F_START
9233¿CFG_F_END¿¿0¿7822_anon¿¿¿¿¿CFG_F_END
9234¿CFG_F_START¿¿9234¿7863_anon¿¿¿¿¿CFG_F_START
9235¿CFG_F_END¿¿0¿7863_anon¿¿¿¿¿CFG_F_END
9236¿CFG_F_START¿¿9236¿7882_anon¿¿¿¿¿CFG_F_START
9237¿CFG_F_END¿¿0¿7882_anon¿¿¿¿¿CFG_F_END
9238¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
9239¿CFG_F_START¿¿9239¿7908_anon¿¿¿¿¿CFG_F_START
9240¿CFG_F_END¿¿0¿7908_anon¿¿¿¿¿CFG_F_END
9241¿CFG_IF_END¿¿0¿7924¿¿¿¿¿CFG_IF_END
9242¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
9243¿CFG_F_START¿¿9243¿7980_anon¿¿¿¿¿CFG_F_START
9244¿CFG_F_END¿¿0¿7980_anon¿¿¿¿¿CFG_F_END
9245¿CFG_F_START¿¿9245¿8014_anon¿¿¿¿¿CFG_F_START
9246¿CFG_F_END¿¿0¿8014_anon¿¿¿¿¿CFG_F_END
9247¿CFG_IF_END¿¿0¿8027¿¿¿¿¿CFG_IF_END
9248¿CFG_F_START¿¿9248¿8036_anon¿¿¿¿¿CFG_F_START
9249¿CFG_F_END¿¿0¿8036_anon¿¿¿¿¿CFG_F_END
9250¿CFG_IF_END¿¿0¿8042¿¿¿¿¿CFG_IF_END
9251¿CFG_F_START¿¿9251¿8086_anon¿¿¿¿¿CFG_F_START
9252¿CFG_F_END¿¿0¿8086_anon¿¿¿¿¿CFG_F_END
9253¿CFG_IF_END¿¿0¿8127¿¿¿¿¿CFG_IF_END
9254¿CFG_F_START¿¿9254¿8209_anon¿¿¿¿¿CFG_F_START
9255¿CFG_F_END¿¿0¿8209_anon¿¿¿¿¿CFG_F_END
9256¿CFG_IF_END¿¿0¿8229¿¿¿¿¿CFG_IF_END
9257¿CFG_IF_END¿¿0¿8244¿¿¿¿¿CFG_IF_END
9258¿CFG_IF_END¿¿0¿8261¿¿¿¿¿CFG_IF_END
9259¿CFG_IF_END¿¿0¿8291¿¿¿¿¿CFG_IF_END
9260¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
9261¿CFG_IF_END¿¿0¿8379¿¿¿¿¿CFG_IF_END
9262¿CFG_IF_END¿¿0¿8419¿¿¿¿¿CFG_IF_END
9263¿CFG_IF_END¿¿0¿8367¿¿¿¿¿CFG_IF_END
9264¿CFG_F_START¿¿9264¿8432_anon¿¿¿¿¿CFG_F_START
9265¿CFG_F_END¿¿0¿8432_anon¿¿¿¿¿CFG_F_END
9266¿CFG_IF_END¿¿0¿8457¿¿¿¿¿CFG_IF_END
9267¿CFG_IF_END¿¿0¿8202¿¿¿¿¿CFG_IF_END
9268¿CFG_IF_END¿¿0¿8563¿¿¿¿¿CFG_IF_END
9269¿CFG_F_START¿¿9269¿8633_anon¿¿¿¿¿CFG_F_START
9270¿CFG_F_END¿¿0¿8633_anon¿¿¿¿¿CFG_F_END
9271¿CFG_F_START¿¿9271¿8724_anon¿¿¿¿¿CFG_F_START
9272¿CFG_F_END¿¿0¿8724_anon¿¿¿¿¿CFG_F_END
9273¿CFG_IF_END¿¿0¿8735¿¿¿¿¿CFG_IF_END
9274¿CFG_IF_END¿¿0¿8763¿¿¿¿¿CFG_IF_END
9275¿CFG_IF_END¿¿0¿8791¿¿¿¿¿CFG_IF_END
9276¿CFG_IF_END¿¿0¿8814¿¿¿¿¿CFG_IF_END
9277¿CFG_F_START¿¿9277¿8834_anon¿¿¿¿¿CFG_F_START
9278¿CFG_F_END¿¿0¿8834_anon¿¿¿¿¿CFG_F_END
9279¿CFG_F_START¿¿9279¿8843_anon¿¿¿¿¿CFG_F_START
9280¿CFG_F_END¿¿0¿8843_anon¿¿¿¿¿CFG_F_END
9281¿CFG_F_START¿¿9281¿8888_anon¿¿¿¿¿CFG_F_START
9282¿CFG_F_END¿¿0¿8888_anon¿¿¿¿¿CFG_F_END
9283¿CFG_IF_END¿¿0¿8899¿¿¿¿¿CFG_IF_END
9284¿CFG_F_START¿¿9284¿8908_anon¿¿¿¿¿CFG_F_START
9285¿CFG_F_END¿¿0¿8908_anon¿¿¿¿¿CFG_F_END
9286¿CFG_IF_END¿¿0¿8913¿¿¿¿¿CFG_IF_END
9287¿CFG_IF_END¿¿0¿8929¿¿¿¿¿CFG_IF_END
9288¿CFG_IF_END¿¿0¿8945¿¿¿¿¿CFG_IF_END
9289¿CFG_IF_END¿¿0¿8965¿¿¿¿¿CFG_IF_END
9290¿CFG_IF_END¿¿0¿8999¿¿¿¿¿CFG_IF_END
9291¿CFG_F_START¿¿9291¿9012_anon¿¿¿¿¿CFG_F_START
9292¿CFG_F_END¿¿0¿9012_anon¿¿¿¿¿CFG_F_END
9293¿CFG_IF_END¿¿0¿9021¿¿¿¿¿CFG_IF_END
9294¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
9295¿PDG_CALL¿¿9071¿9071.CALL->require-o1075¿¿¿¿¿PDG_CALL
9296¿PDG_OBJECT¿¿0¿9071.fs-o1076¿¿¿¿¿PDG_OBJECT
9297¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
9298¿PDG_CALL¿¿9071¿9071.CALL->require-o1077¿¿¿¿¿PDG_CALL
9299¿PDG_OBJECT¿¿0¿9071.parseArgs-o1078¿¿¿¿¿PDG_OBJECT
9300¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
9301¿PDG_CALL¿¿9071¿9071.CALL->require-o1079¿¿¿¿¿PDG_CALL
9302¿PDG_OBJECT¿¿0¿9071.cloneDeep-o1080¿¿¿¿¿PDG_OBJECT
9303¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
9304¿PDG_OBJECT¿¿0¿9071.FORBIDDEN_KEY_PATHS-o1081¿¿¿¿¿PDG_OBJECT
9305¿PDG_OBJECT¿¿0¿9071.FORBIDDEN_KEY_PATHS.0-o1082¿¿¿¿¿PDG_OBJECT
9306¿PDG_OBJECT¿¿0¿9071.FORBIDDEN_KEY_PATHS.1-o1083¿¿¿¿¿PDG_OBJECT
9307¿PDG_OBJECT¿¿0¿9073.this-o1084¿¿¿¿¿PDG_OBJECT
9308¿PDG_OBJECT¿¿0¿9073.assertion-o1085¿¿¿¿¿PDG_OBJECT
9309¿PDG_OBJECT¿¿0¿9073.err_msg-o1086¿¿¿¿¿PDG_OBJECT
9310¿PDG_OBJECT¿¿0¿9071.assert-o1087¿¿¿¿¿PDG_OBJECT
9311¿PDG_OBJECT¿¿0¿9076.this-o1088¿¿¿¿¿PDG_OBJECT
9312¿PDG_OBJECT¿¿0¿9076.x-o1089¿¿¿¿¿PDG_OBJECT
9313¿PDG_OBJECT¿¿0¿9071.isPort-o1090¿¿¿¿¿PDG_OBJECT
9314¿PDG_OBJECT¿¿0¿9078.this-o1091¿¿¿¿¿PDG_OBJECT
9315¿PDG_OBJECT¿¿0¿9078.x-o1092¿¿¿¿¿PDG_OBJECT
9316¿PDG_OBJECT¿¿0¿9071.isWindowsNamedPipe-o1093¿¿¿¿¿PDG_OBJECT
9317¿PDG_OBJECT¿¿0¿9080.this-o1094¿¿¿¿¿PDG_OBJECT
9318¿PDG_OBJECT¿¿0¿9071.v550-o1095¿¿¿¿¿PDG_OBJECT
9319¿PDG_OBJECT¿¿0¿9082.this-o1096¿¿¿¿¿PDG_OBJECT
9320¿PDG_OBJECT¿¿0¿9082.x-o1097¿¿¿¿¿PDG_OBJECT
9321¿PDG_OBJECT¿¿0¿9071.v553-o1098¿¿¿¿¿PDG_OBJECT
9322¿PDG_OBJECT¿¿0¿9084.this-o1099¿¿¿¿¿PDG_OBJECT
9323¿PDG_OBJECT¿¿0¿9084.x-o1100¿¿¿¿¿PDG_OBJECT
9324¿PDG_OBJECT¿¿0¿9071.v558-o1101¿¿¿¿¿PDG_OBJECT
9325¿PDG_OBJECT¿¿0¿9086.this-o1102¿¿¿¿¿PDG_OBJECT
9326¿PDG_OBJECT¿¿0¿9086.x-o1103¿¿¿¿¿PDG_OBJECT
9327¿PDG_OBJECT¿¿0¿9071.v561-o1104¿¿¿¿¿PDG_OBJECT
9328¿PDG_OBJECT¿¿0¿9088.this-o1105¿¿¿¿¿PDG_OBJECT
9329¿PDG_OBJECT¿¿0¿9088.x-o1106¿¿¿¿¿PDG_OBJECT
9330¿PDG_OBJECT¿¿0¿9071.v564-o1107¿¿¿¿¿PDG_OBJECT
9331¿PDG_OBJECT¿¿0¿9090.this-o1108¿¿¿¿¿PDG_OBJECT
9332¿PDG_OBJECT¿¿0¿9090.x-o1109¿¿¿¿¿PDG_OBJECT
9333¿PDG_OBJECT¿¿0¿9071.v569-o1110¿¿¿¿¿PDG_OBJECT
9334¿PDG_OBJECT¿¿0¿9071.types-o1111¿¿¿¿¿PDG_OBJECT
9335¿PDG_OBJECT¿¿0¿9071.types-o1112¿¿¿¿¿PDG_OBJECT
9336¿PDG_OBJECT¿¿0¿9071.types.'*'-o1113¿¿¿¿¿PDG_OBJECT
9337¿PDG_OBJECT¿¿0¿9071.types-o1114¿¿¿¿¿PDG_OBJECT
9338¿PDG_OBJECT¿¿0¿9071.types.int-o1115¿¿¿¿¿PDG_OBJECT
9339¿PDG_OBJECT¿¿0¿9071.types-o1116¿¿¿¿¿PDG_OBJECT
9340¿PDG_OBJECT¿¿0¿9071.types.nat-o1117¿¿¿¿¿PDG_OBJECT
9341¿PDG_OBJECT¿¿0¿9071.types-o1118¿¿¿¿¿PDG_OBJECT
9342¿PDG_OBJECT¿¿0¿9071.types.port-o1119¿¿¿¿¿PDG_OBJECT
9343¿PDG_OBJECT¿¿0¿9071.types-o1120¿¿¿¿¿PDG_OBJECT
9344¿PDG_OBJECT¿¿0¿9071.types.windows_named_pipe-o1121¿¿¿¿¿PDG_OBJECT
9345¿PDG_OBJECT¿¿0¿9071.types-o1122¿¿¿¿¿PDG_OBJECT
9346¿PDG_OBJECT¿¿0¿9071.types.port_or_windows_named_pipe-o1123¿¿¿¿¿PDG_OBJECT
9347¿PDG_OBJECT¿¿0¿9071.types.int-o1124¿¿¿¿¿PDG_OBJECT
9348¿PDG_OBJECT¿¿0¿9071.types-o1125¿¿¿¿¿PDG_OBJECT
9349¿PDG_OBJECT¿¿0¿9071.types.integer-o1126¿¿¿¿¿PDG_OBJECT
9350¿PDG_CALL¿¿9071¿9071.CALL->Map-o1127¿¿¿¿¿PDG_CALL
9351¿PDG_OBJECT¿¿0¿9071.custom_converters-o1128¿¿¿¿¿PDG_OBJECT
9352¿PDG_OBJECT¿¿0¿9071.JSON-o1129¿¿¿¿¿PDG_OBJECT
9353¿PDG_OBJECT¿¿0¿9071.JSON.parse-o1130¿¿¿¿¿PDG_OBJECT
9354¿PDG_OBJECT¿¿0¿9071.parsers_registry-o1131¿¿¿¿¿PDG_OBJECT
9355¿PDG_OBJECT¿¿0¿9071.parsers_registry-o1132¿¿¿¿¿PDG_OBJECT
9356¿PDG_OBJECT¿¿0¿9071.parsers_registry.'*'-o1133¿¿¿¿¿PDG_OBJECT
9357¿PDG_OBJECT¿¿0¿9093.this-o1134¿¿¿¿¿PDG_OBJECT
9358¿PDG_OBJECT¿¿0¿9093.obj-o1135¿¿¿¿¿PDG_OBJECT
9359¿PDG_OBJECT¿¿0¿9093.useProperties-o1136¿¿¿¿¿PDG_OBJECT
9360¿PDG_OBJECT¿¿0¿9071.flatten-o1137¿¿¿¿¿PDG_OBJECT
9361¿PDG_OBJECT¿¿0¿9105.this-o1138¿¿¿¿¿PDG_OBJECT
9362¿PDG_OBJECT¿¿0¿9105.instance-o1139¿¿¿¿¿PDG_OBJECT
9363¿PDG_OBJECT¿¿0¿9105.schema-o1140¿¿¿¿¿PDG_OBJECT
9364¿PDG_OBJECT¿¿0¿9105.strictValidation-o1141¿¿¿¿¿PDG_OBJECT
9365¿PDG_OBJECT¿¿0¿9071.validate-o1142¿¿¿¿¿PDG_OBJECT
9366¿PDG_OBJECT¿¿0¿9122.this-o1143¿¿¿¿¿PDG_OBJECT
9367¿PDG_OBJECT¿¿0¿9122.options-o1144¿¿¿¿¿PDG_OBJECT
9368¿PDG_OBJECT¿¿0¿9122.x-o1145¿¿¿¿¿PDG_OBJECT
9369¿PDG_OBJECT¿¿0¿9071.contains-o1146¿¿¿¿¿PDG_OBJECT
9370¿PDG_OBJECT¿¿0¿9071.BUILT_INS_BY_NAME-o1147¿¿¿¿¿PDG_OBJECT
9371¿PDG_OBJECT¿¿0¿9071.Object-o1148¿¿¿¿¿PDG_OBJECT
9372¿PDG_OBJECT¿¿0¿9071.BUILT_INS_BY_NAME-o1149¿¿¿¿¿PDG_OBJECT
9373¿PDG_OBJECT¿¿0¿9071.BUILT_INS_BY_NAME.Object-o1150¿¿¿¿¿PDG_OBJECT
9374¿PDG_OBJECT¿¿0¿9071.Array-o1151¿¿¿¿¿PDG_OBJECT
9375¿PDG_OBJECT¿¿0¿9071.BUILT_INS_BY_NAME-o1152¿¿¿¿¿PDG_OBJECT
9376¿PDG_OBJECT¿¿0¿9071.BUILT_INS_BY_NAME.Array-o1153¿¿¿¿¿PDG_OBJECT
9377¿PDG_OBJECT¿¿0¿9071.String-o1154¿¿¿¿¿PDG_OBJECT
9378¿PDG_OBJECT¿¿0¿9071.BUILT_INS_BY_NAME-o1155¿¿¿¿¿PDG_OBJECT
9379¿PDG_OBJECT¿¿0¿9071.BUILT_INS_BY_NAME.String-o1156¿¿¿¿¿PDG_OBJECT
9380¿PDG_OBJECT¿¿0¿9071.Number-o1157¿¿¿¿¿PDG_OBJECT
9381¿PDG_OBJECT¿¿0¿9071.BUILT_INS_BY_NAME-o1158¿¿¿¿¿PDG_OBJECT
9382¿PDG_OBJECT¿¿0¿9071.BUILT_INS_BY_NAME.Number-o1159¿¿¿¿¿PDG_OBJECT
9383¿PDG_OBJECT¿¿0¿9071.Boolean-o1160¿¿¿¿¿PDG_OBJECT
9384¿PDG_OBJECT¿¿0¿9071.BUILT_INS_BY_NAME-o1161¿¿¿¿¿PDG_OBJECT
9385¿PDG_OBJECT¿¿0¿9071.BUILT_INS_BY_NAME.Boolean-o1162¿¿¿¿¿PDG_OBJECT
9386¿PDG_OBJECT¿¿0¿9071.RegExp-o1163¿¿¿¿¿PDG_OBJECT
9387¿PDG_OBJECT¿¿0¿9071.BUILT_INS_BY_NAME-o1164¿¿¿¿¿PDG_OBJECT
9388¿PDG_OBJECT¿¿0¿9071.BUILT_INS_BY_NAME.RegExp-o1165¿¿¿¿¿PDG_OBJECT
9389¿PDG_CALL¿¿9071¿9071.CALL->Object.keys-o1166¿¿¿¿¿PDG_CALL
9390¿PDG_OBJECT¿¿0¿9071.BUILT_IN_NAMES-o1167¿¿¿¿¿PDG_OBJECT
9391¿PDG_OBJECT¿¿0¿9124.this-o1168¿¿¿¿¿PDG_OBJECT
9392¿PDG_OBJECT¿¿0¿9124.name-o1169¿¿¿¿¿PDG_OBJECT
9393¿PDG_OBJECT¿¿0¿9071.v657-o1170¿¿¿¿¿PDG_OBJECT
9394¿PDG_CALL¿¿9071¿9071.CALL->BUILT_IN_NAMES.map-o1171¿¿¿¿¿PDG_CALL
9395¿PDG_OBJECT¿¿0¿9071.BUILT_INS-o1172¿¿¿¿¿PDG_OBJECT
9396¿PDG_OBJECT¿¿0¿9126.this-o1173¿¿¿¿¿PDG_OBJECT
9397¿PDG_OBJECT¿¿0¿9126.name-o1174¿¿¿¿¿PDG_OBJECT
9398¿PDG_OBJECT¿¿0¿9126.node-o1175¿¿¿¿¿PDG_OBJECT
9399¿PDG_OBJECT¿¿0¿9126.props-o1176¿¿¿¿¿PDG_OBJECT
9400¿PDG_OBJECT¿¿0¿9126.fullName-o1177¿¿¿¿¿PDG_OBJECT
9401¿PDG_OBJECT¿¿0¿9126.env-o1178¿¿¿¿¿PDG_OBJECT
9402¿PDG_OBJECT¿¿0¿9126.argv-o1179¿¿¿¿¿PDG_OBJECT
9403¿PDG_OBJECT¿¿0¿9126.sensitive-o1180¿¿¿¿¿PDG_OBJECT
9404¿PDG_OBJECT¿¿0¿9071.normalizeSchema-o1181¿¿¿¿¿PDG_OBJECT
9405¿PDG_OBJECT¿¿0¿9154.this-o1182¿¿¿¿¿PDG_OBJECT
9406¿PDG_OBJECT¿¿0¿9154.o-o1183¿¿¿¿¿PDG_OBJECT
9407¿PDG_OBJECT¿¿0¿9071.importEnvironment-o1184¿¿¿¿¿PDG_OBJECT
9408¿PDG_OBJECT¿¿0¿9161.this-o1185¿¿¿¿¿PDG_OBJECT
9409¿PDG_OBJECT¿¿0¿9161.o-o1186¿¿¿¿¿PDG_OBJECT
9410¿PDG_OBJECT¿¿0¿9071.importArguments-o1187¿¿¿¿¿PDG_OBJECT
9411¿PDG_OBJECT¿¿0¿9166.this-o1188¿¿¿¿¿PDG_OBJECT
9412¿PDG_OBJECT¿¿0¿9166.schema-o1189¿¿¿¿¿PDG_OBJECT
9413¿PDG_OBJECT¿¿0¿9166.c-o1190¿¿¿¿¿PDG_OBJECT
9414¿PDG_OBJECT¿¿0¿9166.instance-o1191¿¿¿¿¿PDG_OBJECT
9415¿PDG_OBJECT¿¿0¿9071.addDefaultValues-o1192¿¿¿¿¿PDG_OBJECT
9416¿PDG_OBJECT¿¿0¿9171.this-o1193¿¿¿¿¿PDG_OBJECT
9417¿PDG_OBJECT¿¿0¿9171.o-o1194¿¿¿¿¿PDG_OBJECT
9418¿PDG_OBJECT¿¿0¿9071.isObj-o1195¿¿¿¿¿PDG_OBJECT
9419¿PDG_OBJECT¿¿0¿9173.this-o1196¿¿¿¿¿PDG_OBJECT
9420¿PDG_OBJECT¿¿0¿9173.from-o1197¿¿¿¿¿PDG_OBJECT
9421¿PDG_OBJECT¿¿0¿9173.to-o1198¿¿¿¿¿PDG_OBJECT
9422¿PDG_OBJECT¿¿0¿9173.schema-o1199¿¿¿¿¿PDG_OBJECT
9423¿PDG_OBJECT¿¿0¿9071.overlay-o1200¿¿¿¿¿PDG_OBJECT
9424¿PDG_OBJECT¿¿0¿9179.this-o1201¿¿¿¿¿PDG_OBJECT
9425¿PDG_OBJECT¿¿0¿9179.schema-o1202¿¿¿¿¿PDG_OBJECT
9426¿PDG_OBJECT¿¿0¿9179.path-o1203¿¿¿¿¿PDG_OBJECT
9427¿PDG_OBJECT¿¿0¿9071.traverseSchema-o1204¿¿¿¿¿PDG_OBJECT
9428¿PDG_OBJECT¿¿0¿9183.this-o1205¿¿¿¿¿PDG_OBJECT
9429¿PDG_OBJECT¿¿0¿9183.schema-o1206¿¿¿¿¿PDG_OBJECT
9430¿PDG_OBJECT¿¿0¿9183.path-o1207¿¿¿¿¿PDG_OBJECT
9431¿PDG_OBJECT¿¿0¿9071.getFormat-o1208¿¿¿¿¿PDG_OBJECT
9432¿PDG_OBJECT¿¿0¿9188.this-o1209¿¿¿¿¿PDG_OBJECT
9433¿PDG_OBJECT¿¿0¿9188.k-o1210¿¿¿¿¿PDG_OBJECT
9434¿PDG_OBJECT¿¿0¿9188.v-o1211¿¿¿¿¿PDG_OBJECT
9435¿PDG_OBJECT¿¿0¿9188.schema-o1212¿¿¿¿¿PDG_OBJECT
9436¿PDG_OBJECT¿¿0¿9188.instance-o1213¿¿¿¿¿PDG_OBJECT
9437¿PDG_OBJECT¿¿0¿9071.coerce-o1214¿¿¿¿¿PDG_OBJECT
9438¿PDG_OBJECT¿¿0¿9205.this-o1215¿¿¿¿¿PDG_OBJECT
9439¿PDG_OBJECT¿¿0¿9205.path-o1216¿¿¿¿¿PDG_OBJECT
9440¿PDG_OBJECT¿¿0¿9071.loadFile-o1217¿¿¿¿¿PDG_OBJECT
9441¿PDG_OBJECT¿¿0¿9208.this-o1218¿¿¿¿¿PDG_OBJECT
9442¿PDG_OBJECT¿¿0¿9208.obj-o1219¿¿¿¿¿PDG_OBJECT
9443¿PDG_OBJECT¿¿0¿9208.path-o1220¿¿¿¿¿PDG_OBJECT
9444¿PDG_OBJECT¿¿0¿9208.initializeMissing-o1221¿¿¿¿¿PDG_OBJECT
9445¿PDG_OBJECT¿¿0¿9071.walk-o1222¿¿¿¿¿PDG_OBJECT
9446¿PDG_OBJECT¿¿0¿9214.this-o1223¿¿¿¿¿PDG_OBJECT
9447¿PDG_OBJECT¿¿0¿9214.def-o1224¿¿¿¿¿PDG_OBJECT
9448¿PDG_OBJECT¿¿0¿9214.opts-o1225¿¿¿¿¿PDG_OBJECT
9449¿PDG_OBJECT¿¿0¿9071.convict-o1226¿¿¿¿¿PDG_OBJECT
9450¿PDG_OBJECT¿¿0¿9271.this-o1227¿¿¿¿¿PDG_OBJECT
9451¿PDG_OBJECT¿¿0¿9271.name-o1228¿¿¿¿¿PDG_OBJECT
9452¿PDG_OBJECT¿¿0¿9271.validate-o1229¿¿¿¿¿PDG_OBJECT
9453¿PDG_OBJECT¿¿0¿9271.coerce-o1230¿¿¿¿¿PDG_OBJECT
9454¿PDG_OBJECT¿¿0¿9071.v1042-o1231¿¿¿¿¿PDG_OBJECT
9455¿PDG_OBJECT¿¿0¿9071.convict-o1232¿¿¿¿¿PDG_OBJECT
9456¿PDG_OBJECT¿¿0¿9071.convict.addFormat-o1233¿¿¿¿¿PDG_OBJECT
9457¿PDG_OBJECT¿¿0¿9277.this-o1234¿¿¿¿¿PDG_OBJECT
9458¿PDG_OBJECT¿¿0¿9277.formats-o1235¿¿¿¿¿PDG_OBJECT
9459¿PDG_OBJECT¿¿0¿9071.v1051-o1236¿¿¿¿¿PDG_OBJECT
9460¿PDG_OBJECT¿¿0¿9071.convict-o1237¿¿¿¿¿PDG_OBJECT
9461¿PDG_OBJECT¿¿0¿9071.convict.addFormats-o1238¿¿¿¿¿PDG_OBJECT
9462¿PDG_OBJECT¿¿0¿9281.this-o1239¿¿¿¿¿PDG_OBJECT
9463¿PDG_OBJECT¿¿0¿9281.parsers-o1240¿¿¿¿¿PDG_OBJECT
9464¿PDG_OBJECT¿¿0¿9071.v1080-o1241¿¿¿¿¿PDG_OBJECT
9465¿PDG_OBJECT¿¿0¿9071.convict-o1242¿¿¿¿¿PDG_OBJECT
9466¿PDG_OBJECT¿¿0¿9071.convict.addParser-o1243¿¿¿¿¿PDG_OBJECT
9467¿PDG_OBJECT¿¿0¿9071.module-o1244¿¿¿¿¿PDG_OBJECT
9468¿PDG_OBJECT¿¿0¿9071.module.exports-o1245¿¿¿¿¿PDG_OBJECT
9469¿PDG_CALL¿¿9073¿9073.CALL->Error-o1246¿¿¿¿¿PDG_CALL
9470¿PDG_OBJECT¿¿0¿9073.v542-o1247¿¿¿¿¿PDG_OBJECT
9471¿PDG_CALL¿¿9076¿9076.CALL->Number.isInteger-o1248¿¿¿¿¿PDG_CALL
9472¿PDG_OBJECT¿¿0¿9076.v543-o1249¿¿¿¿¿PDG_OBJECT
9473¿PDG_OBJECT¿¿0¿9076.v544-o1250¿¿¿¿¿PDG_OBJECT
9474¿PDG_OBJECT¿¿0¿9076.v545-o1251¿¿¿¿¿PDG_OBJECT
9475¿PDG_OBJECT¿¿0¿9076.v546-o1252¿¿¿¿¿PDG_OBJECT
9476¿PDG_OBJECT¿¿0¿9076.v547-o1253¿¿¿¿¿PDG_OBJECT
9477¿PDG_RETURN¿¿0¿9076.RET_OBJ-o1254¿¿¿¿¿PDG_RETURN
9478¿PDG_CALL¿¿9078¿9078.CALL->String-o1255¿¿¿¿¿PDG_CALL
9479¿PDG_OBJECT¿¿0¿9078.v548-o1256¿¿¿¿¿PDG_OBJECT
9480¿PDG_CALL¿¿9078¿9078.CALL->v548.includes-o1257¿¿¿¿¿PDG_CALL
9481¿PDG_OBJECT¿¿0¿9078.v549-o1258¿¿¿¿¿PDG_OBJECT
