Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6192¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":949,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Program
10271¿AssignmentExpression¿=¿11177¿¿¿¿{"start":{"line":794,"column":12},"end":{"line":794,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
10272¿Identifier¿¿11177¿v1218¿¿¿¿¿Identifier
10273¿Identifier¿¿11177¿v1217¿¿¿¿¿Identifier
10274¿BlockStatement¿¿11177¿¿¿¿¿¿BlockStatement
10275¿ReturnStatement¿¿11177¿¿¿¿{"start":{"line":794,"column":4},"end":{"line":794,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ReturnStatement
10276¿Identifier¿¿11177¿v1218¿¿¿¿¿Identifier
10277¿BlockStatement¿¿11177¿¿¿¿{"start":{"line":781,"column":53},"end":{"line":795,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
10278¿ExpressionStatement¿¿10999¿¿¿¿{"start":{"line":781,"column":0},"end":{"line":795,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
10279¿AssignmentExpression¿=¿10999¿¿¿¿{"start":{"line":781,"column":0},"end":{"line":795,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
10280¿MemberExpression¿¿10999¿¿¿¿{"start":{"line":781,"column":0},"end":{"line":781,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
10281¿Identifier¿¿10999¿exports¿¿¿{"start":{"line":781,"column":0},"end":{"line":781,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10282¿Identifier¿¿10999¿base64urlDecode¿¿¿{"start":{"line":781,"column":8},"end":{"line":781,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10283¿Identifier¿¿10999¿v1219¿¿¿¿¿Identifier
10284¿VariableDeclarator¿exported¿10999¿v1226¿¿¿{"start":{"line":800,"column":0},"end":{"line":807,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10285¿FunctionExpression¿¿10999¿anon¿¿¿{"start":{"line":800,"column":32},"end":{"line":807,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿FunctionExpression
10286¿Identifier¿¿0¿attribute¿¿¿{"start":{"line":800,"column":42},"end":{"line":800,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10287¿VariableDeclarator¿¿11182¿v1220¿¿¿{"start":{"line":804,"column":19},"end":{"line":804,"column":96},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10288¿CallExpression¿¿11182¿¿¿¿{"start":{"line":804,"column":19},"end":{"line":804,"column":96},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
10289¿MemberExpression¿¿11182¿¿¿¿{"start":{"line":804,"column":19},"end":{"line":804,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
10290¿Literal¿object¿11182¿¿/^[ \w\!#\$%&'\(\)\*\+,\-\.\/\:;<\=>\?@\[\]\^`\{\|\}~\'\\]*$/¿¿{"start":{"line":804,"column":19},"end":{"line":804,"column":80},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
10291¿Identifier¿¿11182¿test¿¿¿{"start":{"line":804,"column":81},"end":{"line":804,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10292¿Identifier¿¿11182¿attribute¿¿¿{"start":{"line":804,"column":86},"end":{"line":804,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10293¿VariableDeclarator¿¿11182¿v1221¿¿¿{"start":{"line":804,"column":98},"end":{"line":804,"column":133},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10294¿BinaryExpression¿+¿11182¿¿¿¿{"start":{"line":804,"column":98},"end":{"line":804,"column":133},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BinaryExpression
10295¿Literal¿string¿11182¿¿'Bad attribute value ('¿¿{"start":{"line":804,"column":98},"end":{"line":804,"column":121},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
10296¿Identifier¿¿11182¿attribute¿¿¿{"start":{"line":804,"column":124},"end":{"line":804,"column":133},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10297¿VariableDeclarator¿¿11182¿v1222¿¿¿{"start":{"line":804,"column":98},"end":{"line":804,"column":139},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10298¿BinaryExpression¿+¿11182¿¿¿¿{"start":{"line":804,"column":98},"end":{"line":804,"column":139},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BinaryExpression
10299¿Identifier¿¿11182¿v1221¿¿¿¿¿Identifier
10300¿Literal¿string¿11182¿¿')'¿¿{"start":{"line":804,"column":136},"end":{"line":804,"column":139},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
10301¿VariableDeclarator¿¿11182¿v1223¿¿¿{"start":{"line":804,"column":4},"end":{"line":804,"column":140},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10302¿CallExpression¿¿11182¿¿¿¿{"start":{"line":804,"column":4},"end":{"line":804,"column":140},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
10303¿MemberExpression¿¿11182¿¿¿¿{"start":{"line":804,"column":4},"end":{"line":804,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
10304¿Identifier¿¿11182¿exports¿¿¿{"start":{"line":804,"column":4},"end":{"line":804,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10305¿Identifier¿¿11182¿assert¿¿¿{"start":{"line":804,"column":12},"end":{"line":804,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10306¿Identifier¿¿11182¿v1220¿¿¿¿¿Identifier
10307¿Identifier¿¿11182¿v1222¿¿¿¿¿Identifier
10308¿ExpressionStatement¿¿11182¿¿¿¿{"start":{"line":804,"column":4},"end":{"line":804,"column":141},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
10309¿Identifier¿¿11182¿v1223¿¿¿¿¿Identifier
10310¿VariableDeclarator¿¿11182¿v1224¿¿¿{"start":{"line":806,"column":11},"end":{"line":806,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10311¿CallExpression¿¿11182¿¿¿¿{"start":{"line":806,"column":11},"end":{"line":806,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
10312¿MemberExpression¿¿11182¿¿¿¿{"start":{"line":806,"column":11},"end":{"line":806,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
10313¿Identifier¿¿11182¿attribute¿¿¿{"start":{"line":806,"column":11},"end":{"line":806,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10314¿Identifier¿¿11182¿replace¿¿¿{"start":{"line":806,"column":21},"end":{"line":806,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10315¿Literal¿object¿11182¿¿/\\/g¿¿{"start":{"line":806,"column":29},"end":{"line":806,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
10316¿Literal¿string¿11182¿¿'\\\\'¿¿{"start":{"line":806,"column":36},"end":{"line":806,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
10317¿VariableDeclarator¿¿11182¿v1225¿¿¿{"start":{"line":806,"column":11},"end":{"line":806,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10318¿CallExpression¿¿11182¿¿¿¿{"start":{"line":806,"column":11},"end":{"line":806,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
10319¿MemberExpression¿¿11182¿¿¿¿{"start":{"line":806,"column":11},"end":{"line":806,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
10320¿Identifier¿¿11182¿v1224¿¿¿¿¿Identifier
10321¿Identifier¿¿11182¿replace¿¿¿{"start":{"line":806,"column":44},"end":{"line":806,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10322¿Literal¿object¿11182¿¿/\'/g¿¿{"start":{"line":806,"column":52},"end":{"line":806,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
10323¿Literal¿string¿11182¿¿'\\''¿¿{"start":{"line":806,"column":59},"end":{"line":806,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
10324¿ReturnStatement¿¿11182¿¿¿¿{"start":{"line":806,"column":4},"end":{"line":806,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ReturnStatement
10325¿Identifier¿¿11182¿v1225¿¿¿¿¿Identifier
10326¿BlockStatement¿¿11182¿¿¿¿{"start":{"line":800,"column":53},"end":{"line":807,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
10327¿ExpressionStatement¿¿10999¿¿¿¿{"start":{"line":800,"column":0},"end":{"line":807,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
10328¿AssignmentExpression¿=¿10999¿¿¿¿{"start":{"line":800,"column":0},"end":{"line":807,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
10329¿MemberExpression¿¿10999¿¿¿¿{"start":{"line":800,"column":0},"end":{"line":800,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
10330¿Identifier¿¿10999¿exports¿¿¿{"start":{"line":800,"column":0},"end":{"line":800,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10331¿Identifier¿¿10999¿escapeHeaderAttribute¿¿¿{"start":{"line":800,"column":8},"end":{"line":800,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10332¿Identifier¿¿10999¿v1226¿¿¿¿¿Identifier
10333¿VariableDeclarator¿exported¿10999¿v1228¿¿¿{"start":{"line":810,"column":0},"end":{"line":813,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10334¿FunctionExpression¿¿10999¿anon¿¿¿{"start":{"line":810,"column":21},"end":{"line":813,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿FunctionExpression
10335¿Identifier¿¿0¿string¿¿¿{"start":{"line":810,"column":31},"end":{"line":810,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10336¿VariableDeclarator¿¿11184¿v1227¿¿¿{"start":{"line":812,"column":11},"end":{"line":812,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10337¿CallExpression¿¿11184¿¿¿¿{"start":{"line":812,"column":11},"end":{"line":812,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
10338¿MemberExpression¿¿11184¿¿¿¿{"start":{"line":812,"column":11},"end":{"line":812,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
10339¿Identifier¿¿11184¿Escape¿¿¿{"start":{"line":812,"column":11},"end":{"line":812,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10340¿Identifier¿¿11184¿escapeHtml¿¿¿{"start":{"line":812,"column":18},"end":{"line":812,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10341¿Identifier¿¿11184¿string¿¿¿{"start":{"line":812,"column":29},"end":{"line":812,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10342¿ReturnStatement¿¿11184¿¿¿¿{"start":{"line":812,"column":4},"end":{"line":812,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ReturnStatement
10343¿Identifier¿¿11184¿v1227¿¿¿¿¿Identifier
10344¿BlockStatement¿¿11184¿¿¿¿{"start":{"line":810,"column":39},"end":{"line":813,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
10345¿ExpressionStatement¿¿10999¿¿¿¿{"start":{"line":810,"column":0},"end":{"line":813,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
10346¿AssignmentExpression¿=¿10999¿¿¿¿{"start":{"line":810,"column":0},"end":{"line":813,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
10347¿MemberExpression¿¿10999¿¿¿¿{"start":{"line":810,"column":0},"end":{"line":810,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
10348¿Identifier¿¿10999¿exports¿¿¿{"start":{"line":810,"column":0},"end":{"line":810,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10349¿Identifier¿¿10999¿escapeHtml¿¿¿{"start":{"line":810,"column":8},"end":{"line":810,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10350¿Identifier¿¿10999¿v1228¿¿¿¿¿Identifier
10351¿VariableDeclarator¿exported¿10999¿v1230¿¿¿{"start":{"line":816,"column":0},"end":{"line":819,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10352¿FunctionExpression¿¿10999¿anon¿¿¿{"start":{"line":816,"column":27},"end":{"line":819,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿FunctionExpression
10353¿Identifier¿¿0¿string¿¿¿{"start":{"line":816,"column":37},"end":{"line":816,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10354¿VariableDeclarator¿¿11186¿v1229¿¿¿{"start":{"line":818,"column":11},"end":{"line":818,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10355¿CallExpression¿¿11186¿¿¿¿{"start":{"line":818,"column":11},"end":{"line":818,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
10356¿MemberExpression¿¿11186¿¿¿¿{"start":{"line":818,"column":11},"end":{"line":818,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
10357¿Identifier¿¿11186¿Escape¿¿¿{"start":{"line":818,"column":11},"end":{"line":818,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10358¿Identifier¿¿11186¿escapeJavaScript¿¿¿{"start":{"line":818,"column":18},"end":{"line":818,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10359¿Identifier¿¿11186¿string¿¿¿{"start":{"line":818,"column":35},"end":{"line":818,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10360¿ReturnStatement¿¿11186¿¿¿¿{"start":{"line":818,"column":4},"end":{"line":818,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ReturnStatement
10361¿Identifier¿¿11186¿v1229¿¿¿¿¿Identifier
10362¿BlockStatement¿¿11186¿¿¿¿{"start":{"line":816,"column":45},"end":{"line":819,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
10363¿ExpressionStatement¿¿10999¿¿¿¿{"start":{"line":816,"column":0},"end":{"line":819,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
10364¿AssignmentExpression¿=¿10999¿¿¿¿{"start":{"line":816,"column":0},"end":{"line":819,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
10365¿MemberExpression¿¿10999¿¿¿¿{"start":{"line":816,"column":0},"end":{"line":816,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
10366¿Identifier¿¿10999¿exports¿¿¿{"start":{"line":816,"column":0},"end":{"line":816,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10367¿Identifier¿¿10999¿escapeJavaScript¿¿¿{"start":{"line":816,"column":8},"end":{"line":816,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10368¿Identifier¿¿10999¿v1230¿¿¿¿¿Identifier
10369¿VariableDeclarator¿exported¿10999¿v1232¿¿¿{"start":{"line":822,"column":0},"end":{"line":825,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10370¿FunctionExpression¿¿10999¿anon¿¿¿{"start":{"line":822,"column":21},"end":{"line":825,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿FunctionExpression
10371¿Identifier¿¿0¿string¿¿¿{"start":{"line":822,"column":31},"end":{"line":822,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10372¿VariableDeclarator¿¿11188¿v1231¿¿¿{"start":{"line":824,"column":11},"end":{"line":824,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10373¿CallExpression¿¿11188¿¿¿¿{"start":{"line":824,"column":11},"end":{"line":824,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
10374¿MemberExpression¿¿11188¿¿¿¿{"start":{"line":824,"column":11},"end":{"line":824,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
10375¿Identifier¿¿11188¿Escape¿¿¿{"start":{"line":824,"column":11},"end":{"line":824,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10376¿Identifier¿¿11188¿escapeJson¿¿¿{"start":{"line":824,"column":18},"end":{"line":824,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10377¿Identifier¿¿11188¿string¿¿¿{"start":{"line":824,"column":29},"end":{"line":824,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10378¿ReturnStatement¿¿11188¿¿¿¿{"start":{"line":824,"column":4},"end":{"line":824,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ReturnStatement
10379¿Identifier¿¿11188¿v1231¿¿¿¿¿Identifier
10380¿BlockStatement¿¿11188¿¿¿¿{"start":{"line":822,"column":39},"end":{"line":825,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
10381¿ExpressionStatement¿¿10999¿¿¿¿{"start":{"line":822,"column":0},"end":{"line":825,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
10382¿AssignmentExpression¿=¿10999¿¿¿¿{"start":{"line":822,"column":0},"end":{"line":825,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
10383¿MemberExpression¿¿10999¿¿¿¿{"start":{"line":822,"column":0},"end":{"line":822,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
10384¿Identifier¿¿10999¿exports¿¿¿{"start":{"line":822,"column":0},"end":{"line":822,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10385¿Identifier¿¿10999¿escapeJson¿¿¿{"start":{"line":822,"column":8},"end":{"line":822,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10386¿Identifier¿¿10999¿v1232¿¿¿¿¿Identifier
10387¿VariableDeclarator¿exported¿10999¿v1236¿¿¿{"start":{"line":828,"column":0},"end":{"line":845,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10388¿FunctionExpression¿¿10999¿anon¿¿¿{"start":{"line":828,"column":15},"end":{"line":845,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿FunctionExpression
10389¿Identifier¿¿0¿method¿¿¿{"start":{"line":828,"column":25},"end":{"line":828,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10390¿VariableDeclarator¿¿11190¿v1233¿¿¿{"start":{"line":830,"column":8},"end":{"line":830,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10391¿MemberExpression¿¿11190¿¿¿¿{"start":{"line":830,"column":8},"end":{"line":830,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
10392¿Identifier¿¿11190¿method¿¿¿{"start":{"line":830,"column":8},"end":{"line":830,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10393¿Identifier¿¿11190¿_hoekOnce¿¿¿{"start":{"line":830,"column":15},"end":{"line":830,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10394¿IfStatement¿¿11190¿¿¿¿{"start":{"line":830,"column":4},"end":{"line":832,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿IfStatement
10395¿Identifier¿¿11190¿v1233¿¿¿¿¿Identifier
10396¿ReturnStatement¿¿11190¿¿¿¿{"start":{"line":831,"column":8},"end":{"line":831,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ReturnStatement
10397¿Identifier¿¿11190¿method¿¿¿{"start":{"line":831,"column":15},"end":{"line":831,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10398¿BlockStatement¿¿11190¿¿¿¿{"start":{"line":830,"column":26},"end":{"line":832,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
10399¿VariableDeclarator¿¿11190¿once¿¿¿{"start":{"line":834,"column":8},"end":{"line":834,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10400¿Literal¿boolean¿11190¿¿false¿¿{"start":{"line":834,"column":15},"end":{"line":834,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
10401¿VariableDeclarator¿¿11190¿wrapped¿¿¿{"start":{"line":835,"column":10},"end":{"line":841,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10402¿FunctionExpression¿¿11190¿anon¿¿¿{"start":{"line":835,"column":20},"end":{"line":841,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿FunctionExpression
10403¿RestElement¿¿0¿¿¿¿{"start":{"line":835,"column":30},"end":{"line":835,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿RestElement
10404¿Identifier¿¿0¿args¿¿¿{"start":{"line":835,"column":33},"end":{"line":835,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10405¿VariableDeclarator¿¿11193¿v1234¿¿¿{"start":{"line":837,"column":12},"end":{"line":837,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
10406¿UnaryExpression¿!¿11193¿¿¿¿{"start":{"line":837,"column":12},"end":{"line":837,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿UnaryExpression
10407¿Identifier¿¿11193¿once¿¿¿{"start":{"line":837,"column":13},"end":{"line":837,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10408¿IfStatement¿¿11193¿¿¿¿{"start":{"line":837,"column":8},"end":{"line":840,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿IfStatement
10409¿Identifier¿¿11193¿v1234¿¿¿¿¿Identifier
10410¿ExpressionStatement¿¿11193¿¿¿¿{"start":{"line":838,"column":12},"end":{"line":838,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
10411¿AssignmentExpression¿=¿11193¿¿¿¿{"start":{"line":838,"column":12},"end":{"line":838,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
10412¿Identifier¿¿11193¿once¿¿¿{"start":{"line":838,"column":12},"end":{"line":838,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
10413¿Literal¿boolean¿11193¿¿true¿¿{"start":{"line":838,"column":19},"end":{"line":838,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
