Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3216¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":597,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Program
5606¿CFG_F_END¿¿0¿4406_anon¿¿¿¿¿CFG_F_END
5607¿CFG_IF_END¿¿0¿4413¿¿¿¿¿CFG_IF_END
5608¿CFG_F_START¿¿5608¿4435_anon¿¿¿¿¿CFG_F_START
5609¿CFG_F_END¿¿0¿4435_anon¿¿¿¿¿CFG_F_END
5610¿CFG_F_START¿¿5610¿4454_anon¿¿¿¿¿CFG_F_START
5611¿CFG_F_END¿¿0¿4454_anon¿¿¿¿¿CFG_F_END
5612¿CFG_F_START¿¿5612¿4468_anon¿¿¿¿¿CFG_F_START
5613¿CFG_F_END¿¿0¿4468_anon¿¿¿¿¿CFG_F_END
5614¿CFG_F_START¿¿5614¿4501_anon¿¿¿¿¿CFG_F_START
5615¿CFG_F_END¿¿0¿4501_anon¿¿¿¿¿CFG_F_END
5616¿CFG_F_START¿¿5616¿4519_anon¿¿¿¿¿CFG_F_START
5617¿CFG_F_END¿¿0¿4519_anon¿¿¿¿¿CFG_F_END
5618¿CFG_IF_END¿¿0¿4543¿¿¿¿¿CFG_IF_END
5619¿CFG_IF_END¿¿0¿4534¿¿¿¿¿CFG_IF_END
5620¿CFG_F_START¿¿5620¿4572_anon¿¿¿¿¿CFG_F_START
5621¿CFG_F_END¿¿0¿4572_anon¿¿¿¿¿CFG_F_END
5622¿CFG_F_START¿¿5622¿4604_anon¿¿¿¿¿CFG_F_START
5623¿CFG_F_END¿¿0¿4604_anon¿¿¿¿¿CFG_F_END
5624¿CFG_F_START¿¿5624¿4631_anon¿¿¿¿¿CFG_F_START
5625¿CFG_F_END¿¿0¿4631_anon¿¿¿¿¿CFG_F_END
5626¿CFG_F_START¿¿5626¿4646_anon¿¿¿¿¿CFG_F_START
5627¿CFG_F_END¿¿0¿4646_anon¿¿¿¿¿CFG_F_END
5628¿CFG_IF_END¿¿0¿4650¿¿¿¿¿CFG_IF_END
5629¿CFG_IF_END¿¿0¿4673¿¿¿¿¿CFG_IF_END
5630¿CFG_IF_END¿¿0¿4635¿¿¿¿¿CFG_IF_END
5631¿CFG_IF_END¿¿0¿4620¿¿¿¿¿CFG_IF_END
5632¿CFG_F_START¿¿5632¿4695_anon¿¿¿¿¿CFG_F_START
5633¿CFG_F_END¿¿0¿4695_anon¿¿¿¿¿CFG_F_END
5634¿CFG_F_START¿¿5634¿4706_anon¿¿¿¿¿CFG_F_START
5635¿CFG_F_END¿¿0¿4706_anon¿¿¿¿¿CFG_F_END
5636¿CFG_IF_END¿¿0¿4710¿¿¿¿¿CFG_IF_END
5637¿CFG_F_START¿¿5637¿4742_anon¿¿¿¿¿CFG_F_START
5638¿CFG_F_END¿¿0¿4742_anon¿¿¿¿¿CFG_F_END
5639¿CFG_F_START¿¿5639¿4753_anon¿¿¿¿¿CFG_F_START
5640¿CFG_F_END¿¿0¿4753_anon¿¿¿¿¿CFG_F_END
5641¿CFG_IF_END¿¿0¿4757¿¿¿¿¿CFG_IF_END
5642¿CFG_F_START¿¿5642¿4781_anon¿¿¿¿¿CFG_F_START
5643¿CFG_F_END¿¿0¿4781_anon¿¿¿¿¿CFG_F_END
5644¿CFG_F_START¿¿5644¿4786_anon¿¿¿¿¿CFG_F_START
5645¿CFG_F_END¿¿0¿4786_anon¿¿¿¿¿CFG_F_END
5646¿CFG_IF_END¿¿0¿4790¿¿¿¿¿CFG_IF_END
5647¿CFG_F_START¿¿5647¿4884_anon¿¿¿¿¿CFG_F_START
5648¿CFG_F_END¿¿0¿4884_anon¿¿¿¿¿CFG_F_END
5649¿CFG_F_START¿¿5649¿5106_anon¿¿¿¿¿CFG_F_START
5650¿CFG_F_END¿¿0¿5106_anon¿¿¿¿¿CFG_F_END
5651¿CFG_IF_END¿¿0¿5144¿¿¿¿¿CFG_IF_END
5652¿CFG_IF_END¿¿0¿5123¿¿¿¿¿CFG_IF_END
5653¿CFG_IF_END¿¿0¿5164¿¿¿¿¿CFG_IF_END
5654¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
5655¿CFG_F_START¿¿5655¿5181_anon¿¿¿¿¿CFG_F_START
5656¿CFG_F_END¿¿0¿5181_anon¿¿¿¿¿CFG_F_END
5657¿CFG_IF_END¿¿0¿5187¿¿¿¿¿CFG_IF_END
5658¿CFG_F_START¿¿5658¿5229_anon¿¿¿¿¿CFG_F_START
5659¿CFG_F_END¿¿0¿5229_anon¿¿¿¿¿CFG_F_END
5660¿CFG_F_START¿¿5660¿5241_anon¿¿¿¿¿CFG_F_START
5661¿CFG_F_END¿¿0¿5241_anon¿¿¿¿¿CFG_F_END
5662¿CFG_IF_END¿¿0¿5255¿¿¿¿¿CFG_IF_END
5663¿CFG_IF_END¿¿0¿5278¿¿¿¿¿CFG_IF_END
5664¿CFG_F_START¿¿5664¿5294_anon¿¿¿¿¿CFG_F_START
5665¿CFG_F_END¿¿0¿5294_anon¿¿¿¿¿CFG_F_END
5666¿CFG_IF_END¿¿0¿5300¿¿¿¿¿CFG_IF_END
5667¿CFG_F_START¿¿5667¿5346_anon¿¿¿¿¿CFG_F_START
5668¿CFG_F_END¿¿0¿5346_anon¿¿¿¿¿CFG_F_END
5669¿CFG_IF_END¿¿0¿5355¿¿¿¿¿CFG_IF_END
5670¿CFG_F_START¿¿5670¿5397_anon¿¿¿¿¿CFG_F_START
5671¿CFG_F_END¿¿0¿5397_anon¿¿¿¿¿CFG_F_END
5672¿CFG_IF_END¿¿0¿5404¿¿¿¿¿CFG_IF_END
5673¿CFG_F_START¿¿5673¿5420_anon¿¿¿¿¿CFG_F_START
5674¿CFG_F_END¿¿0¿5420_anon¿¿¿¿¿CFG_F_END
5675¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
5676¿CFG_F_START¿¿5676¿5439_anon¿¿¿¿¿CFG_F_START
5677¿CFG_F_END¿¿0¿5439_anon¿¿¿¿¿CFG_F_END
5678¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
5679¿PDG_CALL¿¿5522¿5522.CALL->require-o741¿¿¿¿¿PDG_CALL
5680¿PDG_OBJECT¿¿0¿5522.v262-o742¿¿¿¿¿PDG_OBJECT
5681¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
5682¿PDG_OBJECT¿¿0¿5522.v262.exec-o743¿¿¿¿¿PDG_OBJECT
5683¿PDG_CALL¿¿5522¿5522.CALL->require-o744¿¿¿¿¿PDG_CALL
5684¿PDG_OBJECT¿¿0¿5522._-o745¿¿¿¿¿PDG_OBJECT
5685¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
5686¿PDG_CALL¿¿5522¿5522.CALL->require-o746¿¿¿¿¿PDG_CALL
5687¿PDG_OBJECT¿¿0¿5522.utils-o747¿¿¿¿¿PDG_OBJECT
5688¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
5689¿PDG_OBJECT¿¿0¿5524.this-o748¿¿¿¿¿PDG_OBJECT
5690¿PDG_OBJECT¿¿0¿5522.v307-o749¿¿¿¿¿PDG_OBJECT
5691¿PDG_CALL¿¿5522¿5522.CALL->v307-o750¿¿¿¿¿PDG_CALL
5692¿PDG_OBJECT¿¿0¿5522.Workflow-o751¿¿¿¿¿PDG_OBJECT
5693¿PDG_OBJECT¿¿0¿5548.this-o752¿¿¿¿¿PDG_OBJECT
5694¿PDG_OBJECT¿¿0¿5522.v339-o753¿¿¿¿¿PDG_OBJECT
5695¿PDG_CALL¿¿5522¿5522.CALL->v339-o754¿¿¿¿¿PDG_CALL
5696¿PDG_OBJECT¿¿0¿5522.ActionHandler-o755¿¿¿¿¿PDG_OBJECT
5697¿PDG_OBJECT¿¿0¿5561.this-o756¿¿¿¿¿PDG_OBJECT
5698¿PDG_OBJECT¿¿0¿5561.data-o757¿¿¿¿¿PDG_OBJECT
5699¿PDG_OBJECT¿¿0¿5522.Item-o758¿¿¿¿¿PDG_OBJECT
5700¿PDG_OBJECT¿¿0¿5522.Item.prototype-o759¿¿¿¿¿PDG_OBJECT
5701¿PDG_OBJECT¿¿0¿5564.this-o760¿¿¿¿¿PDG_OBJECT
5702¿PDG_OBJECT¿¿0¿5522.v359-o761¿¿¿¿¿PDG_OBJECT
5703¿PDG_OBJECT¿¿0¿5522.v341-o762¿¿¿¿¿PDG_OBJECT
5704¿PDG_OBJECT¿¿0¿5522.v341.feedback-o763¿¿¿¿¿PDG_OBJECT
5705¿PDG_OBJECT¿¿0¿5567.this-o764¿¿¿¿¿PDG_OBJECT
5706¿PDG_OBJECT¿¿0¿5522.v384-o765¿¿¿¿¿PDG_OBJECT
5707¿PDG_CALL¿¿5522¿5522.CALL->v384-o766¿¿¿¿¿PDG_CALL
5708¿PDG_OBJECT¿¿0¿5522.Storage-o767¿¿¿¿¿PDG_OBJECT
5709¿PDG_OBJECT¿¿0¿5585.this-o768¿¿¿¿¿PDG_OBJECT
5710¿PDG_OBJECT¿¿0¿5522.v406-o769¿¿¿¿¿PDG_OBJECT
5711¿PDG_CALL¿¿5522¿5522.CALL->v406-o770¿¿¿¿¿PDG_CALL
5712¿PDG_OBJECT¿¿0¿5522.Settings-o771¿¿¿¿¿PDG_OBJECT
5713¿PDG_OBJECT¿¿0¿5603.this-o772¿¿¿¿¿PDG_OBJECT
5714¿PDG_OBJECT¿¿0¿5522.v463-o773¿¿¿¿¿PDG_OBJECT
5715¿PDG_CALL¿¿5522¿5522.CALL->v463-o774¿¿¿¿¿PDG_CALL
5716¿PDG_OBJECT¿¿0¿5522.Utils-o775¿¿¿¿¿PDG_OBJECT
5717¿PDG_OBJECT¿¿0¿5647.this-o776¿¿¿¿¿PDG_OBJECT
5718¿PDG_OBJECT¿¿0¿5522.v486-o777¿¿¿¿¿PDG_OBJECT
5719¿PDG_CALL¿¿5522¿5522.CALL->v486-o778¿¿¿¿¿PDG_CALL
5720¿PDG_OBJECT¿¿0¿5522.ICONS-o779¿¿¿¿¿PDG_OBJECT
5721¿PDG_OBJECT¿¿0¿5649.this-o780¿¿¿¿¿PDG_OBJECT
5722¿PDG_OBJECT¿¿0¿5649.data-o781¿¿¿¿¿PDG_OBJECT
5723¿PDG_OBJECT¿¿0¿5522._removeEmptyProperties-o782¿¿¿¿¿PDG_OBJECT
5724¿PDG_OBJECT¿¿0¿5655.this-o783¿¿¿¿¿PDG_OBJECT
5725¿PDG_OBJECT¿¿0¿5655.item-o784¿¿¿¿¿PDG_OBJECT
5726¿PDG_OBJECT¿¿0¿5522.saveItemData-o785¿¿¿¿¿PDG_OBJECT
5727¿PDG_OBJECT¿¿0¿5658.this-o786¿¿¿¿¿PDG_OBJECT
5728¿PDG_OBJECT¿¿0¿5658.item-o787¿¿¿¿¿PDG_OBJECT
5729¿PDG_OBJECT¿¿0¿5522.clearItemsData-o788¿¿¿¿¿PDG_OBJECT
5730¿PDG_OBJECT¿¿0¿5660.this-o789¿¿¿¿¿PDG_OBJECT
5731¿PDG_OBJECT¿¿0¿5660.itemTitle-o790¿¿¿¿¿PDG_OBJECT
5732¿PDG_OBJECT¿¿0¿5522.getItemData-o791¿¿¿¿¿PDG_OBJECT
5733¿PDG_OBJECT¿¿0¿5664.this-o792¿¿¿¿¿PDG_OBJECT
5734¿PDG_OBJECT¿¿0¿5664.query-o793¿¿¿¿¿PDG_OBJECT
5735¿PDG_OBJECT¿¿0¿5664.itemTitle-o794¿¿¿¿¿PDG_OBJECT
5736¿PDG_OBJECT¿¿0¿5522.saveUsage-o795¿¿¿¿¿PDG_OBJECT
5737¿PDG_OBJECT¿¿0¿5667.this-o796¿¿¿¿¿PDG_OBJECT
5738¿PDG_OBJECT¿¿0¿5667.data-o797¿¿¿¿¿PDG_OBJECT
5739¿PDG_OBJECT¿¿0¿5522._updateArg-o798¿¿¿¿¿PDG_OBJECT
5740¿PDG_OBJECT¿¿0¿5670.this-o799¿¿¿¿¿PDG_OBJECT
5741¿PDG_OBJECT¿¿0¿5670.x-o800¿¿¿¿¿PDG_OBJECT
5742¿PDG_OBJECT¿¿0¿5522._toUndefinedIfNull-o801¿¿¿¿¿PDG_OBJECT
5743¿PDG_OBJECT¿¿0¿5673.this-o802¿¿¿¿¿PDG_OBJECT
5744¿PDG_OBJECT¿¿0¿5673.str-o803¿¿¿¿¿PDG_OBJECT
5745¿PDG_OBJECT¿¿0¿5522._toObjectIfJSONString-o804¿¿¿¿¿PDG_OBJECT
5746¿PDG_OBJECT¿¿0¿5676.this-o805¿¿¿¿¿PDG_OBJECT
5747¿PDG_OBJECT¿¿0¿5522.v521-o806¿¿¿¿¿PDG_OBJECT
5748¿PDG_OBJECT¿¿0¿5522.v522-o807¿¿¿¿¿PDG_OBJECT
5749¿PDG_OBJECT¿¿0¿5522.v522-o808¿¿¿¿¿PDG_OBJECT
5750¿PDG_OBJECT¿¿0¿5522.v522.storage-o809¿¿¿¿¿PDG_OBJECT
5751¿PDG_OBJECT¿¿0¿5522.v522-o810¿¿¿¿¿PDG_OBJECT
5752¿PDG_OBJECT¿¿0¿5522.v522.workflow-o811¿¿¿¿¿PDG_OBJECT
5753¿PDG_OBJECT¿¿0¿5522.v522-o812¿¿¿¿¿PDG_OBJECT
5754¿PDG_OBJECT¿¿0¿5522.v522.actionHandler-o813¿¿¿¿¿PDG_OBJECT
5755¿PDG_OBJECT¿¿0¿5522.v522-o814¿¿¿¿¿PDG_OBJECT
5756¿PDG_OBJECT¿¿0¿5522.v522.settings-o815¿¿¿¿¿PDG_OBJECT
5757¿PDG_OBJECT¿¿0¿5522.v522-o816¿¿¿¿¿PDG_OBJECT
5758¿PDG_OBJECT¿¿0¿5522.v522.Item-o817¿¿¿¿¿PDG_OBJECT
5759¿PDG_OBJECT¿¿0¿5522.v522-o818¿¿¿¿¿PDG_OBJECT
5760¿PDG_OBJECT¿¿0¿5522.v522.utils-o819¿¿¿¿¿PDG_OBJECT
5761¿PDG_OBJECT¿¿0¿5522.v522-o820¿¿¿¿¿PDG_OBJECT
5762¿PDG_OBJECT¿¿0¿5522.v522.ICONS-o821¿¿¿¿¿PDG_OBJECT
5763¿PDG_OBJECT¿¿0¿5522.v522-o822¿¿¿¿¿PDG_OBJECT
5764¿PDG_OBJECT¿¿0¿5522.v522.run-o823¿¿¿¿¿PDG_OBJECT
5765¿PDG_OBJECT¿¿0¿5522.module-o824¿¿¿¿¿PDG_OBJECT
5766¿PDG_OBJECT¿¿0¿5522.module.exports-o825¿¿¿¿¿PDG_OBJECT
5767¿PDG_OBJECT¿¿0¿5524._items-o826¿¿¿¿¿PDG_OBJECT
5768¿PDG_OBJECT¿¿0¿5524.handlers-o827¿¿¿¿¿PDG_OBJECT
5769¿PDG_OBJECT¿¿0¿5526.this-o828¿¿¿¿¿PDG_OBJECT
5770¿PDG_OBJECT¿¿0¿5524.clearItems-o829¿¿¿¿¿PDG_OBJECT
5771¿PDG_OBJECT¿¿0¿5528.this-o830¿¿¿¿¿PDG_OBJECT
5772¿PDG_OBJECT¿¿0¿5528.item-o831¿¿¿¿¿PDG_OBJECT
5773¿PDG_OBJECT¿¿0¿5524.addItem-o832¿¿¿¿¿PDG_OBJECT
5774¿PDG_OBJECT¿¿0¿5531.this-o833¿¿¿¿¿PDG_OBJECT
5775¿PDG_OBJECT¿¿0¿5524.feedback-o834¿¿¿¿¿PDG_OBJECT
5776¿PDG_OBJECT¿¿0¿5538.this-o835¿¿¿¿¿PDG_OBJECT
5777¿PDG_OBJECT¿¿0¿5538.name-o836¿¿¿¿¿PDG_OBJECT
5778¿PDG_OBJECT¿¿0¿5524.v283-o837¿¿¿¿¿PDG_OBJECT
5779¿PDG_OBJECT¿¿0¿5540.this-o838¿¿¿¿¿PDG_OBJECT
5780¿PDG_OBJECT¿¿0¿5524.v284-o839¿¿¿¿¿PDG_OBJECT
5781¿PDG_OBJECT¿¿0¿5542.this-o840¿¿¿¿¿PDG_OBJECT
5782¿PDG_OBJECT¿¿0¿5542.title-o841¿¿¿¿¿PDG_OBJECT
5783¿PDG_OBJECT¿¿0¿5542.subtitle-o842¿¿¿¿¿PDG_OBJECT
5784¿PDG_OBJECT¿¿0¿5524.v291-o843¿¿¿¿¿PDG_OBJECT
5785¿PDG_OBJECT¿¿0¿5544.this-o844¿¿¿¿¿PDG_OBJECT
5786¿PDG_OBJECT¿¿0¿5544.title-o845¿¿¿¿¿PDG_OBJECT
5787¿PDG_OBJECT¿¿0¿5544.subtitle-o846¿¿¿¿¿PDG_OBJECT
5788¿PDG_OBJECT¿¿0¿5524.v298-o847¿¿¿¿¿PDG_OBJECT
5789¿PDG_OBJECT¿¿0¿5546.this-o848¿¿¿¿¿PDG_OBJECT
5790¿PDG_OBJECT¿¿0¿5546.title-o849¿¿¿¿¿PDG_OBJECT
5791¿PDG_OBJECT¿¿0¿5546.subtitle-o850¿¿¿¿¿PDG_OBJECT
5792¿PDG_OBJECT¿¿0¿5524.v305-o851¿¿¿¿¿PDG_OBJECT
5793¿PDG_OBJECT¿¿0¿5524.v306-o852¿¿¿¿¿PDG_OBJECT
5794¿PDG_OBJECT¿¿0¿5524.v306-o853¿¿¿¿¿PDG_OBJECT
5795¿PDG_OBJECT¿¿0¿5524.v306.setName-o854¿¿¿¿¿PDG_OBJECT
5796¿PDG_OBJECT¿¿0¿5524.v306-o855¿¿¿¿¿PDG_OBJECT
5797¿PDG_OBJECT¿¿0¿5524.v306.getName-o856¿¿¿¿¿PDG_OBJECT
5798¿PDG_OBJECT¿¿0¿5524.v306-o857¿¿¿¿¿PDG_OBJECT
5799¿PDG_OBJECT¿¿0¿5524.v306.addItem-o858¿¿¿¿¿PDG_OBJECT
5800¿PDG_OBJECT¿¿0¿5524.v306-o859¿¿¿¿¿PDG_OBJECT
5801¿PDG_OBJECT¿¿0¿5524.v306.clearItems-o860¿¿¿¿¿PDG_OBJECT
5802¿PDG_OBJECT¿¿0¿5524.v306-o861¿¿¿¿¿PDG_OBJECT
5803¿PDG_OBJECT¿¿0¿5524.v306.feedback-o862¿¿¿¿¿PDG_OBJECT
5804¿PDG_OBJECT¿¿0¿5524.v306-o863¿¿¿¿¿PDG_OBJECT
5805¿PDG_OBJECT¿¿0¿5524.v306.info-o864¿¿¿¿¿PDG_OBJECT
5806¿PDG_OBJECT¿¿0¿5524.v306-o865¿¿¿¿¿PDG_OBJECT
5807¿PDG_OBJECT¿¿0¿5524.v306.warning-o866¿¿¿¿¿PDG_OBJECT
5808¿PDG_OBJECT¿¿0¿5524.v306-o867¿¿¿¿¿PDG_OBJECT
5809¿PDG_OBJECT¿¿0¿5524.v306.error-o868¿¿¿¿¿PDG_OBJECT
5810¿PDG_RETURN¿¿0¿5524.RET_OBJ-o869¿¿¿¿¿PDG_RETURN
5811¿PDG_CALL¿¿5526¿5526.CALL->clearItemsData-o870¿¿¿¿¿PDG_CALL
5812¿PDG_OBJECT¿¿0¿5526.v263-o871¿¿¿¿¿PDG_OBJECT
5813¿PDG_CALL¿¿5528¿5528.CALL->saveItemData-o872¿¿¿¿¿PDG_CALL
5814¿PDG_OBJECT¿¿0¿5528.v264-o873¿¿¿¿¿PDG_OBJECT
5815¿PDG_OBJECT¿¿0¿5528.item.hasSubItems-o874¿¿¿¿¿PDG_OBJECT
5816¿PDG_OBJECT¿¿0¿5528.item.title-o875¿¿¿¿¿PDG_OBJECT
5817¿PDG_OBJECT¿¿0¿5528.Utils.SUB_ACTION_SEPARATOR-o876¿¿¿¿¿PDG_OBJECT
5818¿PDG_OBJECT¿¿0¿5528.item-o877¿¿¿¿¿PDG_OBJECT
5819¿PDG_OBJECT¿¿0¿5528.item.autocomplete-o878¿¿¿¿¿PDG_OBJECT
5820¿PDG_CALL¿¿5528¿5528.CALL->item.feedback-o879¿¿¿¿¿PDG_CALL
5821¿PDG_OBJECT¿¿0¿5528.v268-o880¿¿¿¿¿PDG_OBJECT
5822¿PDG_CALL¿¿5528¿5528.CALL->_items.push-o881¿¿¿¿¿PDG_CALL
5823¿PDG_OBJECT¿¿0¿5528.v269-o882¿¿¿¿¿PDG_OBJECT
5824¿PDG_CALL¿¿5531¿5531.CALL->Storage.get-o883¿¿¿¿¿PDG_CALL
5825¿PDG_OBJECT¿¿0¿5531.usage-o884¿¿¿¿¿PDG_OBJECT
5826¿PDG_OBJECT¿¿0¿5531.v270-o885¿¿¿¿¿PDG_OBJECT
5827¿PDG_OBJECT¿¿0¿5533.this-o886¿¿¿¿¿PDG_OBJECT
5828¿PDG_OBJECT¿¿0¿5533.item-o887¿¿¿¿¿PDG_OBJECT
5829¿PDG_OBJECT¿¿0¿5531.v275-o888¿¿¿¿¿PDG_OBJECT
5830¿PDG_CALL¿¿5531¿5531.CALL->_.each-o889¿¿¿¿¿PDG_CALL
5831¿PDG_OBJECT¿¿0¿5531.v276-o890¿¿¿¿¿PDG_OBJECT
5832¿PDG_CALL¿¿5531¿5531.CALL->_.sortBy-o891¿¿¿¿¿PDG_CALL
5833¿PDG_OBJECT¿¿0¿5531.sortedItems-o892¿¿¿¿¿PDG_OBJECT
5834¿PDG_OBJECT¿¿0¿5536.this-o893¿¿¿¿¿PDG_OBJECT
5835¿PDG_OBJECT¿¿0¿5536.item-o894¿¿¿¿¿PDG_OBJECT
5836¿PDG_OBJECT¿¿0¿5531.v279-o895¿¿¿¿¿PDG_OBJECT
5837¿PDG_CALL¿¿5531¿5531.CALL->_.each-o896¿¿¿¿¿PDG_CALL
5838¿PDG_OBJECT¿¿0¿5531.v280-o897¿¿¿¿¿PDG_OBJECT
5839¿PDG_OBJECT¿¿0¿5531.v281-o898¿¿¿¿¿PDG_OBJECT
5840¿PDG_CALL¿¿5531¿5531.CALL->JSON.stringify-o899¿¿¿¿¿PDG_CALL
5841¿PDG_OBJECT¿¿0¿5531.ret-o900¿¿¿¿¿PDG_OBJECT
5842¿PDG_CALL¿¿5531¿5531.CALL->console.log-o901¿¿¿¿¿PDG_CALL
5843¿PDG_OBJECT¿¿0¿5531.v282-o902¿¿¿¿¿PDG_OBJECT
5844¿PDG_RETURN¿¿0¿5531.RET_OBJ-o903¿¿¿¿¿PDG_RETURN
5845¿PDG_OBJECT¿¿0¿5533.item.title-o904¿¿¿¿¿PDG_OBJECT
5846¿PDG_OBJECT¿¿0¿5533.usage.*-o905¿¿¿¿¿PDG_OBJECT
5847¿PDG_OBJECT¿¿0¿5533.v273-o906¿¿¿¿¿PDG_OBJECT
5848¿PDG_OBJECT¿¿0¿5533.v274-o907¿¿¿¿¿PDG_OBJECT
5849¿PDG_OBJECT¿¿0¿5533.item-o908¿¿¿¿¿PDG_OBJECT
5850¿PDG_OBJECT¿¿0¿5533.item.count-o909¿¿¿¿¿PDG_OBJECT
5851¿PDG_OBJECT¿¿0¿5536.item.count-o910¿¿¿¿¿PDG_OBJECT
5852¿PDG_RETURN¿¿0¿5540.RET_OBJ-o911¿¿¿¿¿PDG_RETURN
5853¿PDG_CALL¿¿5542¿5542.CALL->clearItems-o912¿¿¿¿¿PDG_CALL
5854¿PDG_OBJECT¿¿0¿5542.v285-o913¿¿¿¿¿PDG_OBJECT
5855¿PDG_OBJECT¿¿0¿5542.ICONS.INFO-o914¿¿¿¿¿PDG_OBJECT
5856¿PDG_OBJECT¿¿0¿5542.v287-o915¿¿¿¿¿PDG_OBJECT
5857¿PDG_CALL¿¿5542¿5542.CALL->Item-o916¿¿¿¿¿PDG_CALL
5858¿PDG_OBJECT¿¿0¿5542.v288-o917¿¿¿¿¿PDG_OBJECT
5859¿PDG_CALL¿¿5542¿5542.CALL->addItem-o918¿¿¿¿¿PDG_CALL
5860¿PDG_OBJECT¿¿0¿5542.v289-o919¿¿¿¿¿PDG_OBJECT
5861¿PDG_CALL¿¿5542¿5542.CALL->feedback-o920¿¿¿¿¿PDG_CALL
5862¿PDG_OBJECT¿¿0¿5542.v290-o921¿¿¿¿¿PDG_OBJECT
5863¿PDG_RETURN¿¿0¿5542.RET_OBJ-o922¿¿¿¿¿PDG_RETURN
5864¿PDG_CALL¿¿5544¿5544.CALL->clearItems-o923¿¿¿¿¿PDG_CALL
5865¿PDG_OBJECT¿¿0¿5544.v292-o924¿¿¿¿¿PDG_OBJECT
5866¿PDG_OBJECT¿¿0¿5544.ICONS.WARNING-o925¿¿¿¿¿PDG_OBJECT
5867¿PDG_OBJECT¿¿0¿5544.v294-o926¿¿¿¿¿PDG_OBJECT
5868¿PDG_CALL¿¿5544¿5544.CALL->Item-o927¿¿¿¿¿PDG_CALL
5869¿PDG_OBJECT¿¿0¿5544.v295-o928¿¿¿¿¿PDG_OBJECT
5870¿PDG_CALL¿¿5544¿5544.CALL->addItem-o929¿¿¿¿¿PDG_CALL
5871¿PDG_OBJECT¿¿0¿5544.v296-o930¿¿¿¿¿PDG_OBJECT
5872¿PDG_CALL¿¿5544¿5544.CALL->feedback-o931¿¿¿¿¿PDG_CALL
5873¿PDG_OBJECT¿¿0¿5544.v297-o932¿¿¿¿¿PDG_OBJECT
5874¿PDG_RETURN¿¿0¿5544.RET_OBJ-o933¿¿¿¿¿PDG_RETURN
5875¿PDG_CALL¿¿5546¿5546.CALL->clearItems-o934¿¿¿¿¿PDG_CALL
5876¿PDG_OBJECT¿¿0¿5546.v299-o935¿¿¿¿¿PDG_OBJECT
5877¿PDG_OBJECT¿¿0¿5546.ICONS.ERROR-o936¿¿¿¿¿PDG_OBJECT
5878¿PDG_OBJECT¿¿0¿5546.v301-o937¿¿¿¿¿PDG_OBJECT
5879¿PDG_CALL¿¿5546¿5546.CALL->Item-o938¿¿¿¿¿PDG_CALL
5880¿PDG_OBJECT¿¿0¿5546.v302-o939¿¿¿¿¿PDG_OBJECT
5881¿PDG_CALL¿¿5546¿5546.CALL->addItem-o940¿¿¿¿¿PDG_CALL
5882¿PDG_OBJECT¿¿0¿5546.v303-o941¿¿¿¿¿PDG_OBJECT
5883¿PDG_CALL¿¿5546¿5546.CALL->feedback-o942¿¿¿¿¿PDG_CALL
5884¿PDG_OBJECT¿¿0¿5546.v304-o943¿¿¿¿¿PDG_OBJECT
5885¿PDG_RETURN¿¿0¿5546.RET_OBJ-o944¿¿¿¿¿PDG_RETURN
5886¿PDG_CALL¿¿5548¿5548.CALL->require-o945¿¿¿¿¿PDG_CALL
5887¿PDG_OBJECT¿¿0¿5548.events-o946¿¿¿¿¿PDG_OBJECT
5888¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
5889¿PDG_CALL¿¿5548¿5548.CALL->events.EventEmitter-o947¿¿¿¿¿PDG_CALL
5890¿PDG_OBJECT¿¿0¿5548.eventEmitter-o948¿¿¿¿¿PDG_OBJECT
5891¿PDG_OBJECT¿¿0¿5550.this-o949¿¿¿¿¿PDG_OBJECT
5892¿PDG_OBJECT¿¿0¿5550.action-o950¿¿¿¿¿PDG_OBJECT
5893¿PDG_OBJECT¿¿0¿5550.handler-o951¿¿¿¿¿PDG_OBJECT
5894¿PDG_OBJECT¿¿0¿5548.v313-o952¿¿¿¿¿PDG_OBJECT
5895¿PDG_OBJECT¿¿0¿5553.this-o953¿¿¿¿¿PDG_OBJECT
5896¿PDG_OBJECT¿¿0¿5553.action-o954¿¿¿¿¿PDG_OBJECT
5897¿PDG_OBJECT¿¿0¿5553.handler-o955¿¿¿¿¿PDG_OBJECT
5898¿PDG_OBJECT¿¿0¿5548.v319-o956¿¿¿¿¿PDG_OBJECT
5899¿PDG_OBJECT¿¿0¿5556.this-o957¿¿¿¿¿PDG_OBJECT
