Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
684¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":98,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Program
1112¿VariableDeclarator¿¿1221¿v130¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1113¿MemberExpression¿¿1221¿¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1114¿Identifier¿¿1221¿opts¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1115¿Identifier¿¿1221¿transform¿¿¿{"start":{"line":86,"column":25},"end":{"line":86,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1116¿VariableDeclarator¿¿1221¿v131¿¿¿{"start":{"line":86,"column":37},"end":{"line":86,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1117¿CallExpression¿¿1221¿¿¿¿{"start":{"line":86,"column":37},"end":{"line":86,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿CallExpression
1118¿MemberExpression¿¿1221¿¿¿¿{"start":{"line":86,"column":37},"end":{"line":86,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1119¿Identifier¿¿1221¿opts¿¿¿{"start":{"line":86,"column":37},"end":{"line":86,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1120¿Identifier¿¿1221¿transform¿¿¿{"start":{"line":86,"column":42},"end":{"line":86,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1121¿Identifier¿¿1221¿result¿¿¿{"start":{"line":86,"column":52},"end":{"line":86,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1122¿Identifier¿¿1221¿targetValue¿¿¿{"start":{"line":86,"column":60},"end":{"line":86,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1123¿Identifier¿¿1221¿key¿¿¿{"start":{"line":86,"column":73},"end":{"line":86,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1124¿VariableDeclarator¿¿1221¿v132¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1125¿IfStatement¿¿1221¿¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿IfStatement
1126¿Identifier¿¿1221¿v130¿¿¿¿¿Identifier
1127¿ExpressionStatement¿¿1221¿¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
1128¿AssignmentExpression¿=¿1221¿¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿AssignmentExpression
1129¿Identifier¿¿1221¿v132¿¿¿¿¿Identifier
1130¿Identifier¿¿1221¿v131¿¿¿¿¿Identifier
1131¿BlockStatement¿¿1221¿¿¿¿¿¿BlockStatement
1132¿ExpressionStatement¿¿1221¿¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
1133¿AssignmentExpression¿=¿1221¿¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿AssignmentExpression
1134¿Identifier¿¿1221¿v132¿¿¿¿¿Identifier
1135¿Identifier¿¿1221¿result¿¿¿{"start":{"line":86,"column":80},"end":{"line":86,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1136¿BlockStatement¿¿1221¿¿¿¿¿¿BlockStatement
1137¿ExpressionStatement¿¿1221¿¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
1138¿AssignmentExpression¿=¿1221¿¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿AssignmentExpression
1139¿MemberExpression¿computed¿1221¿¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1140¿Identifier¿¿1221¿target¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1141¿Identifier¿¿1221¿key¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1142¿Identifier¿¿1221¿v132¿¿¿¿¿Identifier
1143¿BlockStatement¿¿1221¿¿¿¿{"start":{"line":79,"column":40},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BlockStatement
1144¿VariableDeclarator¿¿1213¿loop¿¿¿{"start":{"line":89,"column":8},"end":{"line":89,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1145¿VariableDeclarator¿¿1213¿v133¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1146¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1147¿Identifier¿¿1213¿opts¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1148¿Identifier¿¿1213¿chain¿¿¿{"start":{"line":89,"column":20},"end":{"line":89,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1149¿VariableDeclarator¿¿1213¿v134¿¿¿{"start":{"line":89,"column":28},"end":{"line":89,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1150¿MemberExpression¿computed¿1213¿¿¿¿{"start":{"line":89,"column":28},"end":{"line":89,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1151¿Identifier¿¿1213¿_lodashObjectForIn2¿¿¿{"start":{"line":89,"column":28},"end":{"line":89,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1152¿Literal¿string¿1213¿¿'default'¿¿{"start":{"line":89,"column":48},"end":{"line":89,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
1153¿VariableDeclarator¿¿1213¿v135¿¿¿{"start":{"line":89,"column":61},"end":{"line":89,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1154¿MemberExpression¿computed¿1213¿¿¿¿{"start":{"line":89,"column":61},"end":{"line":89,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1155¿Identifier¿¿1213¿_lodashObjectForOwn2¿¿¿{"start":{"line":89,"column":61},"end":{"line":89,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1156¿Literal¿string¿1213¿¿'default'¿¿{"start":{"line":89,"column":82},"end":{"line":89,"column":91},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
1157¿IfStatement¿¿1213¿¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿IfStatement
1158¿Identifier¿¿1213¿v133¿¿¿¿¿Identifier
1159¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
1160¿AssignmentExpression¿=¿1213¿¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿AssignmentExpression
1161¿Identifier¿¿1213¿loop¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1162¿Identifier¿¿1213¿v134¿¿¿¿¿Identifier
1163¿BlockStatement¿¿1213¿¿¿¿¿¿BlockStatement
1164¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
1165¿AssignmentExpression¿=¿1213¿¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿AssignmentExpression
1166¿Identifier¿¿1213¿loop¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1167¿Identifier¿¿1213¿v135¿¿¿¿¿Identifier
1168¿BlockStatement¿¿1213¿¿¿¿¿¿BlockStatement
1169¿VariableDeclarator¿¿1213¿v137¿¿¿{"start":{"line":90,"column":20},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1170¿FunctionExpression¿¿1213¿anon¿¿¿{"start":{"line":90,"column":20},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿FunctionExpression
1171¿Identifier¿¿0¿obj¿¿¿{"start":{"line":90,"column":30},"end":{"line":90,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1172¿VariableDeclarator¿¿1227¿v136¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1173¿CallExpression¿¿1227¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿CallExpression
1174¿Identifier¿¿1227¿loop¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1175¿Identifier¿¿1227¿obj¿¿¿{"start":{"line":91,"column":11},"end":{"line":91,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1176¿Identifier¿¿1227¿iteratee¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1177¿ExpressionStatement¿¿1227¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
1178¿Identifier¿¿1227¿v136¿¿¿¿¿Identifier
1179¿BlockStatement¿¿1227¿¿¿¿{"start":{"line":90,"column":35},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BlockStatement
1180¿VariableDeclarator¿¿1213¿v138¿¿¿{"start":{"line":90,"column":4},"end":{"line":92,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1181¿CallExpression¿¿1213¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":92,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿CallExpression
1182¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":90,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1183¿Identifier¿¿1213¿sources¿¿¿{"start":{"line":90,"column":4},"end":{"line":90,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1184¿Identifier¿¿1213¿forEach¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1185¿Identifier¿¿1213¿v137¿¿¿¿¿Identifier
1186¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":92,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
1187¿Identifier¿¿1213¿v138¿¿¿¿¿Identifier
1188¿ReturnStatement¿¿1213¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ReturnStatement
1189¿Identifier¿¿1213¿target¿¿¿{"start":{"line":94,"column":11},"end":{"line":94,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1190¿BlockStatement¿¿1213¿¿¿¿{"start":{"line":59,"column":30},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BlockStatement
1191¿ReturnStatement¿¿1209¿¿¿¿{"start":{"line":59,"column":2},"end":{"line":95,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ReturnStatement
1192¿Identifier¿¿1209¿v139¿¿¿¿¿Identifier
1193¿BlockStatement¿¿1209¿¿¿¿{"start":{"line":42,"column":17},"end":{"line":96,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BlockStatement
1194¿VariableDeclarator¿¿1204¿v140¿¿¿{"start":{"line":98,"column":0},"end":{"line":98,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
1195¿MemberExpression¿computed¿1204¿¿¿¿{"start":{"line":98,"column":17},"end":{"line":98,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1196¿Identifier¿¿1204¿exports¿¿¿{"start":{"line":98,"column":17},"end":{"line":98,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1197¿Literal¿string¿1204¿¿'default'¿¿{"start":{"line":98,"column":25},"end":{"line":98,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
1198¿ExpressionStatement¿¿1204¿¿¿¿{"start":{"line":98,"column":0},"end":{"line":98,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
1199¿AssignmentExpression¿=¿1204¿¿¿¿{"start":{"line":98,"column":0},"end":{"line":98,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿AssignmentExpression
1200¿MemberExpression¿¿1204¿¿¿¿{"start":{"line":98,"column":0},"end":{"line":98,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
1201¿Identifier¿¿1204¿module¿¿¿{"start":{"line":98,"column":0},"end":{"line":98,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1202¿Identifier¿¿1204¿exports¿¿¿{"start":{"line":98,"column":7},"end":{"line":98,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
1203¿Identifier¿¿1204¿v140¿¿¿¿¿Identifier
1204¿CFG_F_START¿¿1204¿__main__¿¿¿¿¿CFG_F_START
1205¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1206¿CFG_F_START¿¿1206¿709_anon¿¿¿¿¿CFG_F_START
1207¿CFG_F_END¿¿0¿709_anon¿¿¿¿¿CFG_F_END
1208¿CFG_IF_END¿¿0¿725¿¿¿¿¿CFG_IF_END
1209¿CFG_F_START¿¿1209¿781_anon¿¿¿¿¿CFG_F_START
1210¿CFG_F_END¿¿0¿781_anon¿¿¿¿¿CFG_F_END
1211¿CFG_IF_END¿¿0¿809¿¿¿¿¿CFG_IF_END
1212¿CFG_IF_END¿¿0¿836¿¿¿¿¿CFG_IF_END
1213¿CFG_F_START¿¿1213¿856_mix¿¿¿¿¿CFG_F_START
1214¿CFG_F_END¿¿0¿856_mix¿¿¿¿¿CFG_F_END
1215¿CFG_IF_END¿¿0¿871¿¿¿¿¿CFG_IF_END
1216¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1217¿CFG_IF_END¿¿0¿967¿¿¿¿¿CFG_IF_END
1218¿CFG_IF_END¿¿0¿957¿¿¿¿¿CFG_IF_END
1219¿CFG_IF_END¿¿0¿1051¿¿¿¿¿CFG_IF_END
1220¿CFG_IF_END¿¿0¿1015¿¿¿¿¿CFG_IF_END
1221¿CFG_F_START¿¿1221¿1058_anon¿¿¿¿¿CFG_F_START
1222¿CFG_F_END¿¿0¿1058_anon¿¿¿¿¿CFG_F_END
1223¿CFG_IF_END¿¿0¿1084¿¿¿¿¿CFG_IF_END
1224¿CFG_IF_END¿¿0¿1100¿¿¿¿¿CFG_IF_END
1225¿CFG_IF_END¿¿0¿1125¿¿¿¿¿CFG_IF_END
1226¿CFG_IF_END¿¿0¿1157¿¿¿¿¿CFG_IF_END
1227¿CFG_F_START¿¿1227¿1170_anon¿¿¿¿¿CFG_F_START
1228¿CFG_F_END¿¿0¿1170_anon¿¿¿¿¿CFG_F_END
1229¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1230¿PDG_OBJECT¿¿0¿1204.v71-o134¿¿¿¿¿PDG_OBJECT
1231¿PDG_CALL¿¿1204¿1204.CALL->Object.defineProperty-o135¿¿¿¿¿PDG_CALL
1232¿PDG_OBJECT¿¿0¿1204.v72-o136¿¿¿¿¿PDG_OBJECT
1233¿PDG_OBJECT¿¿0¿1204.mixer-o137¿¿¿¿¿PDG_OBJECT
1234¿PDG_OBJECT¿¿0¿1204.exports-o138¿¿¿¿¿PDG_OBJECT
1235¿PDG_OBJECT¿¿0¿1204.exports.'default'-o139¿¿¿¿¿PDG_OBJECT
1236¿PDG_OBJECT¿¿0¿1206.this-o140¿¿¿¿¿PDG_OBJECT
1237¿PDG_OBJECT¿¿0¿1206.obj-o141¿¿¿¿¿PDG_OBJECT
1238¿PDG_OBJECT¿¿0¿1204._interopRequireDefault-o142¿¿¿¿¿PDG_OBJECT
1239¿PDG_CALL¿¿1204¿1204.CALL->require-o143¿¿¿¿¿PDG_CALL
1240¿PDG_OBJECT¿¿0¿1204._lodashObjectForOwn-o144¿¿¿¿¿PDG_OBJECT
1241¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1242¿PDG_CALL¿¿1204¿1204.CALL->_interopRequireDefault-o145¿¿¿¿¿PDG_CALL
1243¿PDG_OBJECT¿¿0¿1204._lodashObjectForOwn2-o146¿¿¿¿¿PDG_OBJECT
1244¿PDG_CALL¿¿1204¿1204.CALL->require-o147¿¿¿¿¿PDG_CALL
1245¿PDG_OBJECT¿¿0¿1204._lodashObjectForIn-o148¿¿¿¿¿PDG_OBJECT
1246¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1247¿PDG_CALL¿¿1204¿1204.CALL->_interopRequireDefault-o149¿¿¿¿¿PDG_CALL
1248¿PDG_OBJECT¿¿0¿1204._lodashObjectForIn2-o150¿¿¿¿¿PDG_OBJECT
1249¿PDG_CALL¿¿1204¿1204.CALL->require-o151¿¿¿¿¿PDG_CALL
1250¿PDG_OBJECT¿¿0¿1204._lodashLangCloneDeep-o152¿¿¿¿¿PDG_OBJECT
1251¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1252¿PDG_CALL¿¿1204¿1204.CALL->_interopRequireDefault-o153¿¿¿¿¿PDG_CALL
1253¿PDG_OBJECT¿¿0¿1204._lodashLangCloneDeep2-o154¿¿¿¿¿PDG_OBJECT
1254¿PDG_CALL¿¿1204¿1204.CALL->require-o155¿¿¿¿¿PDG_CALL
1255¿PDG_OBJECT¿¿0¿1204._lodashLangIsObject-o156¿¿¿¿¿PDG_OBJECT
1256¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1257¿PDG_CALL¿¿1204¿1204.CALL->_interopRequireDefault-o157¿¿¿¿¿PDG_CALL
1258¿PDG_OBJECT¿¿0¿1204._lodashLangIsObject2-o158¿¿¿¿¿PDG_OBJECT
1259¿PDG_CALL¿¿1204¿1204.CALL->require-o159¿¿¿¿¿PDG_CALL
1260¿PDG_OBJECT¿¿0¿1204._lodashLangIsUndefined-o160¿¿¿¿¿PDG_OBJECT
1261¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1262¿PDG_CALL¿¿1204¿1204.CALL->_interopRequireDefault-o161¿¿¿¿¿PDG_CALL
1263¿PDG_OBJECT¿¿0¿1204._lodashLangIsUndefined2-o162¿¿¿¿¿PDG_OBJECT
1264¿PDG_OBJECT¿¿0¿1209.this-o163¿¿¿¿¿PDG_OBJECT
1265¿PDG_OBJECT¿¿0¿1204.module-o164¿¿¿¿¿PDG_OBJECT
1266¿PDG_OBJECT¿¿0¿1204.module.exports-o165¿¿¿¿¿PDG_OBJECT
1267¿PDG_OBJECT¿¿0¿1206.obj.__esModule-o166¿¿¿¿¿PDG_OBJECT
1268¿PDG_OBJECT¿¿0¿1206.v74-o167¿¿¿¿¿PDG_OBJECT
1269¿PDG_OBJECT¿¿0¿1206.v75-o168¿¿¿¿¿PDG_OBJECT
1270¿PDG_OBJECT¿¿0¿1206.v76-o169¿¿¿¿¿PDG_OBJECT
1271¿PDG_RETURN¿¿0¿1206.RET_OBJ-o170¿¿¿¿¿PDG_RETURN
1272¿PDG_OBJECT¿¿0¿1209.opts-o171¿¿¿¿¿PDG_OBJECT
1273¿PDG_OBJECT¿¿0¿1209.arguments-o172¿¿¿¿¿PDG_OBJECT
1274¿PDG_OBJECT¿¿0¿1209.arguments.length-o173¿¿¿¿¿PDG_OBJECT
1275¿PDG_OBJECT¿¿0¿1209.v78-o174¿¿¿¿¿PDG_OBJECT
1276¿PDG_OBJECT¿¿0¿1209.arguments.0-o175¿¿¿¿¿PDG_OBJECT
1277¿PDG_OBJECT¿¿0¿1209.v80-o176¿¿¿¿¿PDG_OBJECT
1278¿PDG_OBJECT¿¿0¿1209.v82-o177¿¿¿¿¿PDG_OBJECT
1279¿PDG_OBJECT¿¿0¿1209.opts.deep-o178¿¿¿¿¿PDG_OBJECT
1280¿PDG_OBJECT¿¿0¿1209.opts._innerMixer-o179¿¿¿¿¿PDG_OBJECT
1281¿PDG_OBJECT¿¿0¿1209.v87-o180¿¿¿¿¿PDG_OBJECT
1282¿PDG_OBJECT¿¿0¿1209.opts-o181¿¿¿¿¿PDG_OBJECT
1283¿PDG_OBJECT¿¿0¿1209.opts._innerMixer-o182¿¿¿¿¿PDG_OBJECT
1284¿PDG_CALL¿¿1209¿1209.CALL->mixer-o183¿¿¿¿¿PDG_CALL
1285¿PDG_OBJECT¿¿0¿1209.v88-o184¿¿¿¿¿PDG_OBJECT
1286¿PDG_OBJECT¿¿0¿1209.opts-o185¿¿¿¿¿PDG_OBJECT
1287¿PDG_OBJECT¿¿0¿1209.opts._innerMixer-o186¿¿¿¿¿PDG_OBJECT
1288¿PDG_OBJECT¿¿0¿1213.this-o187¿¿¿¿¿PDG_OBJECT
1289¿PDG_OBJECT¿¿0¿1213.target-o188¿¿¿¿¿PDG_OBJECT
1290¿PDG_OBJECT¿¿0¿1209.v139-o189¿¿¿¿¿PDG_OBJECT
1291¿PDG_RETURN¿¿0¿1209.RET_OBJ-o190¿¿¿¿¿PDG_RETURN
1292¿PDG_OBJECT¿¿0¿1213.v89-o191¿¿¿¿¿PDG_OBJECT
1293¿PDG_OBJECT¿¿0¿1213.v90-o192¿¿¿¿¿PDG_OBJECT
1294¿PDG_OBJECT¿¿0¿1213.v91-o193¿¿¿¿¿PDG_OBJECT
1295¿PDG_CALL¿¿1213¿1213.CALL->Array-o194¿¿¿¿¿PDG_CALL
1296¿PDG_OBJECT¿¿0¿1213.sources-o195¿¿¿¿¿PDG_OBJECT
1297¿PDG_OBJECT¿¿0¿1213.v92-o196¿¿¿¿¿PDG_OBJECT
1298¿PDG_OBJECT¿¿0¿1213.v94-o197¿¿¿¿¿PDG_OBJECT
1299¿PDG_OBJECT¿¿0¿1213.arguments.*-o198¿¿¿¿¿PDG_OBJECT
1300¿PDG_OBJECT¿¿0¿1213.sources-o199¿¿¿¿¿PDG_OBJECT
1301¿PDG_OBJECT¿¿0¿1213.sources.*-o200¿¿¿¿¿PDG_OBJECT
1302¿PDG_OBJECT¿¿0¿1213.v92-o201¿¿¿¿¿PDG_OBJECT
1303¿PDG_OBJECT¿¿0¿1213._lodashLangIsUndefined2.'default'-o202¿¿¿¿¿PDG_OBJECT
1304¿PDG_CALL¿¿1213¿1213.CALL->undefined-o203¿¿¿¿¿PDG_CALL
1305¿PDG_OBJECT¿¿0¿1213.v97-o204¿¿¿¿¿PDG_OBJECT
1306¿PDG_OBJECT¿¿0¿1213.opts.noOverwrite-o205¿¿¿¿¿PDG_OBJECT
1307¿PDG_OBJECT¿¿0¿1213._lodashLangIsObject2.'default'-o206¿¿¿¿¿PDG_OBJECT
1308¿PDG_CALL¿¿1213¿1213.CALL->undefined-o207¿¿¿¿¿PDG_CALL
1309¿PDG_OBJECT¿¿0¿1213.v101-o208¿¿¿¿¿PDG_OBJECT
