Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
795¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":92,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Program
1215¿Identifier¿¿1388¿callback¿¿¿{"start":{"line":74,"column":13},"end":{"line":74,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1216¿Literal¿object¿1388¿¿null¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1217¿Identifier¿¿1388¿v125¿¿¿¿¿Identifier
1218¿ReturnStatement¿¿1388¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ReturnStatement
1219¿Identifier¿¿1388¿v126¿¿¿¿¿Identifier
1220¿BlockStatement¿¿1388¿¿¿¿{"start":{"line":73,"column":35},"end":{"line":75,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1221¿VariableDeclarator¿¿1388¿v127¿¿¿{"start":{"line":76,"column":16},"end":{"line":76,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1222¿MemberExpression¿¿1388¿¿¿¿{"start":{"line":76,"column":16},"end":{"line":76,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1223¿ThisExpression¿¿1388¿¿¿¿{"start":{"line":76,"column":16},"end":{"line":76,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1224¿Identifier¿¿1388¿filePath¿¿¿{"start":{"line":76,"column":21},"end":{"line":76,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1225¿VariableDeclarator¿¿1388¿v132¿¿¿{"start":{"line":76,"column":39},"end":{"line":85,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1226¿FunctionExpression¿¿1388¿anon¿¿¿{"start":{"line":76,"column":39},"end":{"line":85,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿FunctionExpression
1227¿Identifier¿¿0¿err¿¿¿{"start":{"line":76,"column":49},"end":{"line":76,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1228¿Identifier¿¿0¿result¿¿¿{"start":{"line":76,"column":54},"end":{"line":76,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1229¿IfStatement¿¿1391¿¿¿¿{"start":{"line":77,"column":6},"end":{"line":79,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿IfStatement
1230¿Identifier¿¿1391¿err¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1231¿VariableDeclarator¿¿1391¿v128¿¿¿{"start":{"line":78,"column":15},"end":{"line":78,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1232¿CallExpression¿¿1391¿¿¿¿{"start":{"line":78,"column":15},"end":{"line":78,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1233¿Identifier¿¿1391¿callback¿¿¿{"start":{"line":78,"column":15},"end":{"line":78,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1234¿Identifier¿¿1391¿err¿¿¿{"start":{"line":78,"column":24},"end":{"line":78,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1235¿ReturnStatement¿¿1391¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ReturnStatement
1236¿Identifier¿¿1391¿v128¿¿¿¿¿Identifier
1237¿BlockStatement¿¿1391¿¿¿¿{"start":{"line":77,"column":15},"end":{"line":79,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1238¿VariableDeclarator¿¿1391¿matches¿¿¿{"start":{"line":80,"column":10},"end":{"line":80,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1239¿CallExpression¿¿1391¿¿¿¿{"start":{"line":80,"column":20},"end":{"line":80,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1240¿MemberExpression¿¿1391¿¿¿¿{"start":{"line":80,"column":20},"end":{"line":80,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1241¿Identifier¿¿1391¿result¿¿¿{"start":{"line":80,"column":20},"end":{"line":80,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1242¿Identifier¿¿1391¿match¿¿¿{"start":{"line":80,"column":27},"end":{"line":80,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1243¿Literal¿object¿1391¿¿/<meta[ ]+charset='([\w- ]+)'>/i¿¿{"start":{"line":80,"column":33},"end":{"line":80,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1244¿IfStatement¿¿1391¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":83,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿IfStatement
1245¿Identifier¿¿1391¿matches¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1246¿VariableDeclarator¿¿1391¿v129¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1247¿MemberExpression¿computed¿1391¿¿¿¿{"start":{"line":82,"column":23},"end":{"line":82,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1248¿Identifier¿¿1391¿matches¿¿¿{"start":{"line":82,"column":23},"end":{"line":82,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1249¿Literal¿number¿1391¿¿1¿¿{"start":{"line":82,"column":31},"end":{"line":82,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1250¿ExpressionStatement¿¿1391¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1251¿AssignmentExpression¿=¿1391¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
1252¿MemberExpression¿¿1391¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1253¿ThisExpression¿¿1391¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1254¿Identifier¿¿1391¿charset¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1255¿Identifier¿¿1391¿v129¿¿¿¿¿Identifier
1256¿BlockStatement¿¿1391¿¿¿¿{"start":{"line":81,"column":19},"end":{"line":83,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1257¿VariableDeclarator¿¿1391¿v130¿¿¿{"start":{"line":84,"column":21},"end":{"line":84,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1258¿MemberExpression¿¿1391¿¿¿¿{"start":{"line":84,"column":21},"end":{"line":84,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1259¿ThisExpression¿¿1391¿¿¿¿{"start":{"line":84,"column":21},"end":{"line":84,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1260¿Identifier¿¿1391¿charset¿¿¿{"start":{"line":84,"column":26},"end":{"line":84,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1261¿VariableDeclarator¿¿1391¿v131¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1262¿CallExpression¿¿1391¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1263¿Identifier¿¿1391¿callback¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1264¿Literal¿object¿1391¿¿null¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1265¿Identifier¿¿1391¿v130¿¿¿¿¿Identifier
1266¿ExpressionStatement¿¿1391¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1267¿Identifier¿¿1391¿v131¿¿¿¿¿Identifier
1268¿BlockStatement¿¿1391¿¿¿¿{"start":{"line":76,"column":62},"end":{"line":85,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1269¿VariableDeclarator¿¿1388¿v133¿¿¿{"start":{"line":76,"column":4},"end":{"line":85,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1270¿CallExpression¿¿1388¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":85,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1271¿MemberExpression¿¿1388¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1272¿Identifier¿¿1388¿fs¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1273¿Identifier¿¿1388¿readFile¿¿¿{"start":{"line":76,"column":7},"end":{"line":76,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1274¿Identifier¿¿1388¿v127¿¿¿¿¿Identifier
1275¿Literal¿string¿1388¿¿'utf8'¿¿{"start":{"line":76,"column":31},"end":{"line":76,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1276¿Identifier¿¿1388¿v132¿¿¿¿¿Identifier
1277¿ExpressionStatement¿¿1388¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":85,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1278¿Identifier¿¿1388¿v133¿¿¿¿¿Identifier
1279¿BlockStatement¿¿1388¿¿¿¿{"start":{"line":72,"column":34},"end":{"line":86,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1280¿VariableDeclarator¿¿1357¿v137¿¿¿{"start":{"line":87,"column":13},"end":{"line":89,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1281¿FunctionExpression¿¿1357¿anon¿¿¿{"start":{"line":87,"column":13},"end":{"line":89,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿FunctionExpression
1282¿VariableDeclarator¿¿1395¿v135¿¿¿{"start":{"line":88,"column":31},"end":{"line":88,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1283¿MemberExpression¿¿1395¿¿¿¿{"start":{"line":88,"column":31},"end":{"line":88,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1284¿ThisExpression¿¿1395¿¿¿¿{"start":{"line":88,"column":31},"end":{"line":88,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1285¿Identifier¿¿1395¿filePath¿¿¿{"start":{"line":88,"column":36},"end":{"line":88,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1286¿VariableDeclarator¿¿1395¿v136¿¿¿{"start":{"line":88,"column":11},"end":{"line":88,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1287¿CallExpression¿¿1395¿¿¿¿{"start":{"line":88,"column":11},"end":{"line":88,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1288¿MemberExpression¿¿1395¿¿¿¿{"start":{"line":88,"column":11},"end":{"line":88,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1289¿Identifier¿¿1395¿fs¿¿¿{"start":{"line":88,"column":11},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1290¿Identifier¿¿1395¿createReadStream¿¿¿{"start":{"line":88,"column":14},"end":{"line":88,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1291¿Identifier¿¿1395¿v135¿¿¿¿¿Identifier
1292¿ReturnStatement¿¿1395¿¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ReturnStatement
1293¿Identifier¿¿1395¿v136¿¿¿¿¿Identifier
1294¿BlockStatement¿¿1395¿¿¿¿{"start":{"line":87,"column":25},"end":{"line":89,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1295¿VariableDeclarator¿¿1357¿v138¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1296¿ObjectExpression¿¿1357¿¿¿¿¿¿ObjectExpression
1297¿ExpressionStatement¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1298¿AssignmentExpression¿=¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
1299¿MemberExpression¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1300¿Identifier¿¿1357¿v138¿¿¿¿¿Identifier
1301¿Identifier¿¿1357¿init¿¿¿{"start":{"line":14,"column":2},"end":{"line":14,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1302¿Identifier¿¿1357¿v73¿¿¿¿¿Identifier
1303¿ExpressionStatement¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1304¿AssignmentExpression¿=¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
1305¿MemberExpression¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1306¿Identifier¿¿1357¿v138¿¿¿¿¿Identifier
1307¿Identifier¿¿1357¿getMime¿¿¿{"start":{"line":18,"column":2},"end":{"line":18,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1308¿Identifier¿¿1357¿v76¿¿¿¿¿Identifier
1309¿ExpressionStatement¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1310¿AssignmentExpression¿=¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
1311¿MemberExpression¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1312¿Identifier¿¿1357¿v138¿¿¿¿¿Identifier
1313¿Identifier¿¿1357¿getFilePath¿¿¿{"start":{"line":21,"column":2},"end":{"line":21,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1314¿Identifier¿¿1357¿v86¿¿¿¿¿Identifier
1315¿ExpressionStatement¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1316¿AssignmentExpression¿=¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
1317¿MemberExpression¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1318¿Identifier¿¿1357¿v138¿¿¿¿¿Identifier
1319¿Identifier¿¿1357¿getPathType¿¿¿{"start":{"line":30,"column":2},"end":{"line":30,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1320¿Identifier¿¿1357¿v98¿¿¿¿¿Identifier
1321¿ExpressionStatement¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1322¿AssignmentExpression¿=¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
1323¿MemberExpression¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1324¿Identifier¿¿1357¿v138¿¿¿¿¿Identifier
1325¿Identifier¿¿1357¿getSize¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1326¿Identifier¿¿1357¿v109¿¿¿¿¿Identifier
1327¿ExpressionStatement¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1328¿AssignmentExpression¿=¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
1329¿MemberExpression¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1330¿Identifier¿¿1357¿v138¿¿¿¿¿Identifier
1331¿Identifier¿¿1357¿getHash¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1332¿Identifier¿¿1357¿v122¿¿¿¿¿Identifier
1333¿ExpressionStatement¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1334¿AssignmentExpression¿=¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
1335¿MemberExpression¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1336¿Identifier¿¿1357¿v138¿¿¿¿¿Identifier
1337¿Identifier¿¿1357¿getCharset¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1338¿Identifier¿¿1357¿v134¿¿¿¿¿Identifier
1339¿ExpressionStatement¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1340¿AssignmentExpression¿=¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
1341¿MemberExpression¿¿1357¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1342¿Identifier¿¿1357¿v138¿¿¿¿¿Identifier
1343¿Identifier¿¿1357¿getStream¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1344¿Identifier¿¿1357¿v137¿¿¿¿¿Identifier
1345¿ExpressionStatement¿¿1357¿¿¿¿{"start":{"line":13,"column":0},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1346¿AssignmentExpression¿=¿1357¿¿¿¿{"start":{"line":13,"column":0},"end":{"line":90,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
1347¿MemberExpression¿¿1357¿¿¿¿{"start":{"line":13,"column":0},"end":{"line":13,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1348¿Identifier¿¿1357¿File¿¿¿{"start":{"line":13,"column":0},"end":{"line":13,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1349¿Identifier¿¿1357¿prototype¿¿¿{"start":{"line":13,"column":5},"end":{"line":13,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1350¿Identifier¿¿1357¿v138¿¿¿¿¿Identifier
1351¿ExpressionStatement¿¿1357¿¿¿¿{"start":{"line":92,"column":0},"end":{"line":92,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1352¿AssignmentExpression¿=¿1357¿¿¿¿{"start":{"line":92,"column":0},"end":{"line":92,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
1353¿MemberExpression¿¿1357¿¿¿¿{"start":{"line":92,"column":0},"end":{"line":92,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1354¿Identifier¿¿1357¿module¿¿¿{"start":{"line":92,"column":0},"end":{"line":92,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1355¿Identifier¿¿1357¿exports¿¿¿{"start":{"line":92,"column":7},"end":{"line":92,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1356¿Identifier¿¿1357¿File¿¿¿{"start":{"line":92,"column":17},"end":{"line":92,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1357¿CFG_F_START¿¿1357¿__main__¿¿¿¿¿CFG_F_START
1358¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1359¿CFG_F_START¿¿1359¿813_anon¿¿¿¿¿CFG_F_START
1360¿CFG_F_END¿¿0¿813_anon¿¿¿¿¿CFG_F_END
1361¿CFG_F_START¿¿1361¿843_anon¿¿¿¿¿CFG_F_START
1362¿CFG_F_END¿¿0¿843_anon¿¿¿¿¿CFG_F_END
1363¿CFG_F_START¿¿1363¿868_anon¿¿¿¿¿CFG_F_START
1364¿CFG_F_END¿¿0¿868_anon¿¿¿¿¿CFG_F_END
1365¿CFG_F_START¿¿1365¿883_anon¿¿¿¿¿CFG_F_START
1366¿CFG_F_END¿¿0¿883_anon¿¿¿¿¿CFG_F_END
1367¿CFG_IF_END¿¿0¿888¿¿¿¿¿CFG_IF_END
1368¿CFG_F_START¿¿1368¿946_anon¿¿¿¿¿CFG_F_START
1369¿CFG_F_END¿¿0¿946_anon¿¿¿¿¿CFG_F_END
1370¿CFG_IF_END¿¿0¿952¿¿¿¿¿CFG_IF_END
1371¿CFG_F_START¿¿1371¿971_anon¿¿¿¿¿CFG_F_START
1372¿CFG_F_END¿¿0¿971_anon¿¿¿¿¿CFG_F_END
