Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
781¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":104,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Program
1193¿Identifier¿¿1387¿res¿¿¿{"start":{"line":73,"column":29},"end":{"line":73,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1194¿Identifier¿¿1387¿status¿¿¿{"start":{"line":73,"column":33},"end":{"line":73,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1195¿VariableDeclarator¿¿1387¿v138¿¿¿{"start":{"line":73,"column":41},"end":{"line":73,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1196¿ObjectExpression¿¿1387¿¿¿¿{"start":{"line":73,"column":41},"end":{"line":73,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ObjectExpression
1197¿Property¿¿1387¿¿¿¿{"start":{"line":73,"column":42},"end":{"line":73,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Property
1198¿Literal¿string¿1387¿¿'Content-Type'¿¿{"start":{"line":73,"column":42},"end":{"line":73,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
1199¿Literal¿string¿1387¿¿'application/json'¿¿{"start":{"line":73,"column":58},"end":{"line":73,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
1200¿VariableDeclarator¿¿1387¿v139¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1201¿CallExpression¿¿1387¿¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1202¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1203¿Identifier¿¿1387¿response¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1204¿Identifier¿¿1387¿writeHead¿¿¿{"start":{"line":73,"column":19},"end":{"line":73,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1205¿Identifier¿¿1387¿v137¿¿¿¿¿Identifier
1206¿Identifier¿¿1387¿v138¿¿¿¿¿Identifier
1207¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1208¿Identifier¿¿1387¿v139¿¿¿¿¿Identifier
1209¿VariableDeclarator¿¿1387¿v140¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1210¿CallExpression¿¿1387¿¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1211¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1212¿Identifier¿¿1387¿JSON¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1213¿Identifier¿¿1387¿stringify¿¿¿{"start":{"line":74,"column":30},"end":{"line":74,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1214¿Identifier¿¿1387¿res¿¿¿{"start":{"line":74,"column":40},"end":{"line":74,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1215¿VariableDeclarator¿¿1387¿v141¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1216¿CallExpression¿¿1387¿¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1217¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1218¿Identifier¿¿1387¿response¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1219¿Identifier¿¿1387¿write¿¿¿{"start":{"line":74,"column":19},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1220¿Identifier¿¿1387¿v140¿¿¿¿¿Identifier
1221¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1222¿Identifier¿¿1387¿v141¿¿¿¿¿Identifier
1223¿VariableDeclarator¿¿1387¿v142¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1224¿CallExpression¿¿1387¿¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1225¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1226¿Identifier¿¿1387¿response¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1227¿Identifier¿¿1387¿end¿¿¿{"start":{"line":75,"column":19},"end":{"line":75,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1228¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1229¿Identifier¿¿1387¿v142¿¿¿¿¿Identifier
1230¿ReturnStatement¿¿1387¿¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ReturnStatement
1231¿BlockStatement¿¿1387¿¿¿¿{"start":{"line":71,"column":28},"end":{"line":77,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1232¿VariableDeclarator¿¿1387¿v143¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1233¿CallExpression¿¿1387¿¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1234¿Identifier¿¿1387¿error¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1235¿Identifier¿¿1387¿response¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1236¿Literal¿string¿1387¿¿'Data type error!'¿¿{"start":{"line":78,"column":26},"end":{"line":78,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
1237¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1238¿Identifier¿¿1387¿v143¿¿¿¿¿Identifier
1239¿BlockStatement¿¿1387¿¿¿¿{"start":{"line":77,"column":15},"end":{"line":79,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1240¿BlockStatement¿¿1387¿¿¿¿¿¿BlockStatement
1241¿BlockStatement¿¿1387¿¿¿¿¿¿BlockStatement
1242¿BlockStatement¿¿1387¿¿¿¿{"start":{"line":51,"column":14},"end":{"line":80,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1243¿VariableDeclarator¿¿1387¿v150¿¿¿{"start":{"line":81,"column":27},"end":{"line":93,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1244¿FunctionExpression¿¿1387¿anon¿¿¿{"start":{"line":81,"column":27},"end":{"line":93,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿FunctionExpression
1245¿Identifier¿¿0¿exists¿¿¿{"start":{"line":81,"column":36},"end":{"line":81,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1246¿VariableDeclarator¿¿1393¿v144¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1247¿UnaryExpression¿!¿1393¿¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿UnaryExpression
1248¿Identifier¿¿1393¿exists¿¿¿{"start":{"line":82,"column":14},"end":{"line":82,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1249¿IfStatement¿¿1393¿¿¿¿{"start":{"line":82,"column":10},"end":{"line":92,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿IfStatement
1250¿Identifier¿¿1393¿v144¿¿¿¿¿Identifier
1251¿VariableDeclarator¿¿1393¿v145¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1252¿CallExpression¿¿1393¿¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1253¿Identifier¿¿1393¿defaultTemp¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1254¿ExpressionStatement¿¿1393¿¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1255¿Identifier¿¿1393¿v145¿¿¿¿¿Identifier
1256¿BlockStatement¿¿1393¿¿¿¿{"start":{"line":82,"column":22},"end":{"line":84,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1257¿VariableDeclarator¿¿1393¿v148¿¿¿{"start":{"line":85,"column":33},"end":{"line":91,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1258¿FunctionExpression¿¿1393¿anon¿¿¿{"start":{"line":85,"column":33},"end":{"line":91,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿FunctionExpression
1259¿Identifier¿¿0¿err¿¿¿{"start":{"line":85,"column":42},"end":{"line":85,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1260¿Identifier¿¿0¿file¿¿¿{"start":{"line":85,"column":47},"end":{"line":85,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1261¿IfStatement¿¿1395¿¿¿¿{"start":{"line":86,"column":14},"end":{"line":90,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿IfStatement
1262¿Identifier¿¿1395¿err¿¿¿{"start":{"line":86,"column":18},"end":{"line":86,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1263¿VariableDeclarator¿¿1395¿v146¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1264¿CallExpression¿¿1395¿¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1265¿Identifier¿¿1395¿defaultTemp¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1266¿ExpressionStatement¿¿1395¿¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1267¿Identifier¿¿1395¿v146¿¿¿¿¿Identifier
1268¿BlockStatement¿¿1395¿¿¿¿{"start":{"line":86,"column":23},"end":{"line":88,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1269¿VariableDeclarator¿¿1395¿v147¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1270¿CallExpression¿¿1395¿¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1271¿Identifier¿¿1395¿responseTemp¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1272¿Identifier¿¿1395¿response¿¿¿{"start":{"line":89,"column":29},"end":{"line":89,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1273¿Identifier¿¿1395¿httpHead¿¿¿{"start":{"line":89,"column":39},"end":{"line":89,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1274¿Identifier¿¿1395¿file¿¿¿{"start":{"line":89,"column":49},"end":{"line":89,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1275¿ExpressionStatement¿¿1395¿¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1276¿Identifier¿¿1395¿v147¿¿¿¿¿Identifier
1277¿BlockStatement¿¿1395¿¿¿¿{"start":{"line":88,"column":21},"end":{"line":90,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1278¿BlockStatement¿¿1395¿¿¿¿{"start":{"line":85,"column":53},"end":{"line":91,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1279¿VariableDeclarator¿¿1393¿v149¿¿¿{"start":{"line":85,"column":12},"end":{"line":91,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1280¿CallExpression¿¿1393¿¿¿¿{"start":{"line":85,"column":12},"end":{"line":91,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1281¿MemberExpression¿¿1393¿¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1282¿Identifier¿¿1393¿fs¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1283¿Identifier¿¿1393¿readFile¿¿¿{"start":{"line":85,"column":15},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1284¿Identifier¿¿1393¿nowTemp¿¿¿{"start":{"line":85,"column":24},"end":{"line":85,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1285¿Identifier¿¿1393¿v148¿¿¿¿¿Identifier
1286¿ExpressionStatement¿¿1393¿¿¿¿{"start":{"line":85,"column":12},"end":{"line":91,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1287¿Identifier¿¿1393¿v149¿¿¿¿¿Identifier
1288¿BlockStatement¿¿1393¿¿¿¿{"start":{"line":84,"column":17},"end":{"line":92,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1289¿BlockStatement¿¿1393¿¿¿¿{"start":{"line":81,"column":44},"end":{"line":93,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1290¿VariableDeclarator¿¿1387¿v151¿¿¿{"start":{"line":81,"column":8},"end":{"line":93,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1291¿CallExpression¿¿1387¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":93,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1292¿MemberExpression¿¿1387¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1293¿Identifier¿¿1387¿fs¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1294¿Identifier¿¿1387¿exists¿¿¿{"start":{"line":81,"column":11},"end":{"line":81,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1295¿Identifier¿¿1387¿nowTemp¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1296¿Identifier¿¿1387¿v150¿¿¿¿¿Identifier
1297¿ExpressionStatement¿¿1387¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":93,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1298¿Identifier¿¿1387¿v151¿¿¿¿¿Identifier
1299¿BlockStatement¿¿1387¿¿¿¿{"start":{"line":80,"column":13},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1300¿BlockStatement¿¿1387¿¿¿¿{"start":{"line":50,"column":29},"end":{"line":95,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1301¿VariableDeclarator¿¿1376¿v152¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1302¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1303¿Identifier¿¿1376¿conf¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1304¿Identifier¿¿1376¿app¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1305¿VariableDeclarator¿¿1376¿v153¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1306¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1307¿Identifier¿¿1376¿v152¿¿¿¿¿Identifier
1308¿Identifier¿¿1376¿url¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1309¿VariableDeclarator¿¿1376¿v154¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1310¿CallExpression¿¿1376¿¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1311¿Identifier¿¿1376¿route¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1312¿Identifier¿¿1376¿v153¿¿¿¿¿Identifier
1313¿Identifier¿¿1376¿request¿¿¿{"start":{"line":97,"column":24},"end":{"line":97,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1314¿Identifier¿¿1376¿send¿¿¿{"start":{"line":97,"column":33},"end":{"line":97,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1315¿ExpressionStatement¿¿1376¿¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1316¿Identifier¿¿1376¿v154¿¿¿¿¿Identifier
1317¿BlockStatement¿¿1376¿¿¿¿{"start":{"line":22,"column":40},"end":{"line":98,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1318¿VariableDeclarator¿¿1373¿v155¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1319¿CallExpression¿¿1373¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1320¿MemberExpression¿¿1373¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1321¿Identifier¿¿1373¿http¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1322¿Identifier¿¿1373¿createServer¿¿¿{"start":{"line":100,"column":7},"end":{"line":100,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1323¿Identifier¿¿1373¿onRequest¿¿¿{"start":{"line":100,"column":20},"end":{"line":100,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1324¿VariableDeclarator¿¿1373¿v156¿¿¿{"start":{"line":100,"column":38},"end":{"line":100,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1325¿MemberExpression¿¿1373¿¿¿¿{"start":{"line":100,"column":38},"end":{"line":100,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1326¿Identifier¿¿1373¿conf¿¿¿{"start":{"line":100,"column":38},"end":{"line":100,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1327¿Identifier¿¿1373¿constant¿¿¿{"start":{"line":100,"column":43},"end":{"line":100,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1328¿VariableDeclarator¿¿1373¿v157¿¿¿{"start":{"line":100,"column":38},"end":{"line":100,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1329¿MemberExpression¿¿1373¿¿¿¿{"start":{"line":100,"column":38},"end":{"line":100,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1330¿Identifier¿¿1373¿v156¿¿¿¿¿Identifier
