Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
977¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":115,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Program
1394¿Identifier¿¿1705¿chr¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1395¿Identifier¿¿1705¿v206¿¿¿¿¿Identifier
1396¿VariableDeclarator¿¿1705¿v208¿¿¿{"start":{"line":57,"column":19},"end":{"line":61,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1397¿BinaryExpression¿+¿1705¿¿¿¿{"start":{"line":57,"column":19},"end":{"line":61,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1398¿Identifier¿¿1705¿v205¿¿¿¿¿Identifier
1399¿Identifier¿¿1705¿v207¿¿¿¿¿Identifier
1400¿VariableDeclarator¿¿1705¿v209¿¿¿{"start":{"line":62,"column":16},"end":{"line":62,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1401¿CallExpression¿¿1705¿¿¿¿{"start":{"line":62,"column":16},"end":{"line":62,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1402¿Identifier¿¿1705¿chr¿¿¿{"start":{"line":62,"column":16},"end":{"line":62,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1403¿Literal¿number¿1705¿¿0x00¿¿{"start":{"line":62,"column":20},"end":{"line":62,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1404¿VariableDeclarator¿¿1705¿v210¿¿¿{"start":{"line":57,"column":19},"end":{"line":62,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1405¿BinaryExpression¿+¿1705¿¿¿¿{"start":{"line":57,"column":19},"end":{"line":62,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1406¿Identifier¿¿1705¿v208¿¿¿¿¿Identifier
1407¿Identifier¿¿1705¿v209¿¿¿¿¿Identifier
1408¿VariableDeclarator¿¿1705¿v211¿¿¿{"start":{"line":57,"column":19},"end":{"line":63,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1409¿BinaryExpression¿+¿1705¿¿¿¿{"start":{"line":57,"column":19},"end":{"line":63,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1410¿Identifier¿¿1705¿v210¿¿¿¿¿Identifier
1411¿Identifier¿¿1705¿message¿¿¿{"start":{"line":63,"column":16},"end":{"line":63,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1412¿ReturnStatement¿¿1705¿¿¿¿{"start":{"line":57,"column":12},"end":{"line":63,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ReturnStatement
1413¿Identifier¿¿1705¿v211¿¿¿¿¿Identifier
1414¿BlockStatement¿¿1705¿¿¿¿{"start":{"line":49,"column":44},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BlockStatement
1415¿VariableDeclarator¿¿1700¿v247¿¿¿{"start":{"line":66,"column":4},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1416¿FunctionExpression¿¿1700¿anon¿¿¿{"start":{"line":66,"column":16},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿FunctionExpression
1417¿Identifier¿¿0¿command¿¿¿{"start":{"line":66,"column":25},"end":{"line":66,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1418¿Identifier¿¿0¿done¿¿¿{"start":{"line":66,"column":34},"end":{"line":66,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1419¿VariableDeclarator¿¿1707¿v212¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1420¿UnaryExpression¿!¿1707¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿UnaryExpression
1421¿Identifier¿¿1707¿command¿¿¿{"start":{"line":67,"column":13},"end":{"line":67,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1422¿IfStatement¿¿1707¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿IfStatement
1423¿Identifier¿¿1707¿v212¿¿¿¿¿Identifier
1424¿VariableDeclarator¿¿1707¿v213¿¿¿{"start":{"line":67,"column":28},"end":{"line":67,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1425¿NewExpression¿¿1707¿¿¿¿{"start":{"line":67,"column":28},"end":{"line":67,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿NewExpression
1426¿Identifier¿¿1707¿Error¿¿¿{"start":{"line":67,"column":32},"end":{"line":67,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1427¿Literal¿string¿1707¿¿'Missing command'¿¿{"start":{"line":67,"column":39},"end":{"line":67,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1428¿ThrowStatement¿¿1707¿¿¿¿{"start":{"line":67,"column":22},"end":{"line":67,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ThrowStatement
1429¿Identifier¿¿1707¿v213¿¿¿¿¿Identifier
1430¿BlockStatement¿¿1707¿¿¿¿¿¿BlockStatement
1431¿VariableDeclarator¿¿1707¿v214¿¿¿{"start":{"line":69,"column":33},"end":{"line":69,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1432¿MemberExpression¿¿1707¿¿¿¿{"start":{"line":69,"column":33},"end":{"line":69,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1433¿Identifier¿¿1707¿config¿¿¿{"start":{"line":69,"column":33},"end":{"line":69,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1434¿Identifier¿¿1707¿port¿¿¿{"start":{"line":69,"column":40},"end":{"line":69,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1435¿VariableDeclarator¿¿1707¿v215¿¿¿{"start":{"line":69,"column":46},"end":{"line":69,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1436¿MemberExpression¿¿1707¿¿¿¿{"start":{"line":69,"column":46},"end":{"line":69,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1437¿Identifier¿¿1707¿config¿¿¿{"start":{"line":69,"column":46},"end":{"line":69,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1438¿Identifier¿¿1707¿ip¿¿¿{"start":{"line":69,"column":53},"end":{"line":69,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1439¿VariableDeclarator¿¿1707¿socket¿¿¿{"start":{"line":69,"column":12},"end":{"line":69,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1440¿CallExpression¿¿1707¿¿¿¿{"start":{"line":69,"column":21},"end":{"line":69,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1441¿MemberExpression¿¿1707¿¿¿¿{"start":{"line":69,"column":21},"end":{"line":69,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1442¿Identifier¿¿1707¿net¿¿¿{"start":{"line":69,"column":21},"end":{"line":69,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1443¿Identifier¿¿1707¿connect¿¿¿{"start":{"line":69,"column":25},"end":{"line":69,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1444¿Identifier¿¿1707¿v214¿¿¿¿¿Identifier
1445¿Identifier¿¿1707¿v215¿¿¿¿¿Identifier
1446¿VariableDeclarator¿¿1707¿v216¿¿¿{"start":{"line":71,"column":26},"end":{"line":71,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1447¿MemberExpression¿¿1707¿¿¿¿{"start":{"line":71,"column":26},"end":{"line":71,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1448¿Identifier¿¿1707¿config¿¿¿{"start":{"line":71,"column":26},"end":{"line":71,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1449¿Identifier¿¿1707¿timeout¿¿¿{"start":{"line":71,"column":33},"end":{"line":71,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1450¿VariableDeclarator¿¿1707¿v217¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1451¿CallExpression¿¿1707¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1452¿MemberExpression¿¿1707¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1453¿Identifier¿¿1707¿socket¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1454¿Identifier¿¿1707¿setTimeout¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1455¿Identifier¿¿1707¿v216¿¿¿¿¿Identifier
1456¿ExpressionStatement¿¿1707¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1457¿Identifier¿¿1707¿v217¿¿¿¿¿Identifier
1458¿VariableDeclarator¿¿1707¿v225¿¿¿{"start":{"line":73,"column":29},"end":{"line":79,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1459¿FunctionExpression¿¿1707¿anon¿¿¿{"start":{"line":73,"column":29},"end":{"line":79,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿FunctionExpression
1460¿VariableDeclarator¿¿1710¿v218¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1461¿CallExpression¿¿1710¿¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1462¿Identifier¿¿1710¿_socketChunkOne¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1463¿VariableDeclarator¿¿1710¿v219¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1464¿CallExpression¿¿1710¿¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1465¿MemberExpression¿¿1710¿¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1466¿Identifier¿¿1710¿socket¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1467¿Identifier¿¿1710¿write¿¿¿{"start":{"line":74,"column":19},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1468¿Identifier¿¿1710¿v218¿¿¿¿¿Identifier
1469¿ExpressionStatement¿¿1710¿¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1470¿Identifier¿¿1710¿v219¿¿¿¿¿Identifier
1471¿VariableDeclarator¿¿1710¿v220¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1472¿CallExpression¿¿1710¿¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1473¿Identifier¿¿1710¿_socketChunkTwo¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1474¿Identifier¿¿1710¿command¿¿¿{"start":{"line":75,"column":41},"end":{"line":75,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1475¿VariableDeclarator¿¿1710¿v221¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1476¿CallExpression¿¿1710¿¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1477¿MemberExpression¿¿1710¿¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1478¿Identifier¿¿1710¿socket¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1479¿Identifier¿¿1710¿write¿¿¿{"start":{"line":75,"column":19},"end":{"line":75,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1480¿Identifier¿¿1710¿v220¿¿¿¿¿Identifier
1481¿ExpressionStatement¿¿1710¿¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1482¿Identifier¿¿1710¿v221¿¿¿¿¿Identifier
1483¿VariableDeclarator¿¿1710¿v222¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1484¿CallExpression¿¿1710¿¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1485¿MemberExpression¿¿1710¿¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1486¿Identifier¿¿1710¿socket¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1487¿Identifier¿¿1710¿end¿¿¿{"start":{"line":76,"column":19},"end":{"line":76,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1488¿ExpressionStatement¿¿1710¿¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1489¿Identifier¿¿1710¿v222¿¿¿¿¿Identifier
1490¿VariableDeclarator¿¿1710¿v223¿¿¿{"start":{"line":77,"column":12},"end":{"line":77,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1491¿CallExpression¿¿1710¿¿¿¿{"start":{"line":77,"column":12},"end":{"line":77,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1492¿MemberExpression¿¿1710¿¿¿¿{"start":{"line":77,"column":12},"end":{"line":77,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1493¿Identifier¿¿1710¿socket¿¿¿{"start":{"line":77,"column":12},"end":{"line":77,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1494¿Identifier¿¿1710¿destroy¿¿¿{"start":{"line":77,"column":19},"end":{"line":77,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1495¿ExpressionStatement¿¿1710¿¿¿¿{"start":{"line":77,"column":12},"end":{"line":77,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1496¿Identifier¿¿1710¿v223¿¿¿¿¿Identifier
1497¿VariableDeclarator¿¿1710¿v224¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1498¿CallExpression¿¿1710¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1499¿Identifier¿¿1710¿done¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1500¿Literal¿boolean¿1710¿¿false¿¿{"start":{"line":78,"column":17},"end":{"line":78,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1501¿ExpressionStatement¿¿1710¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1502¿Identifier¿¿1710¿v224¿¿¿¿¿Identifier
1503¿BlockStatement¿¿1710¿¿¿¿{"start":{"line":73,"column":40},"end":{"line":79,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BlockStatement
1504¿VariableDeclarator¿¿1707¿v226¿¿¿{"start":{"line":73,"column":8},"end":{"line":79,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1505¿CallExpression¿¿1707¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":79,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1506¿MemberExpression¿¿1707¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1507¿Identifier¿¿1707¿socket¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1508¿Identifier¿¿1707¿on¿¿¿{"start":{"line":73,"column":15},"end":{"line":73,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1509¿Literal¿string¿1707¿¿'connect'¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1510¿Identifier¿¿1707¿v225¿¿¿¿¿Identifier
1511¿ExpressionStatement¿¿1707¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":79,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1512¿Identifier¿¿1707¿v226¿¿¿¿¿Identifier
1513¿VariableDeclarator¿¿1707¿v233¿¿¿{"start":{"line":81,"column":27},"end":{"line":83,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1514¿FunctionExpression¿¿1707¿anon¿¿¿{"start":{"line":81,"column":27},"end":{"line":83,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿FunctionExpression
1515¿VariableDeclarator¿¿1712¿v227¿¿¿{"start":{"line":82,"column":70},"end":{"line":82,"column":79},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1516¿MemberExpression¿¿1712¿¿¿¿{"start":{"line":82,"column":70},"end":{"line":82,"column":79},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1517¿Identifier¿¿1712¿config¿¿¿{"start":{"line":82,"column":70},"end":{"line":82,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1518¿Identifier¿¿1712¿ip¿¿¿{"start":{"line":82,"column":77},"end":{"line":82,"column":79},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1519¿VariableDeclarator¿¿1712¿v228¿¿¿{"start":{"line":82,"column":24},"end":{"line":82,"column":79},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1520¿BinaryExpression¿+¿1712¿¿¿¿{"start":{"line":82,"column":24},"end":{"line":82,"column":79},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1521¿Literal¿string¿1712¿¿'Samsung Remote Client: disconnected from '¿¿{"start":{"line":82,"column":24},"end":{"line":82,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1522¿Identifier¿¿1712¿v227¿¿¿¿¿Identifier
1523¿VariableDeclarator¿¿1712¿v229¿¿¿{"start":{"line":82,"column":24},"end":{"line":82,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1524¿BinaryExpression¿+¿1712¿¿¿¿{"start":{"line":82,"column":24},"end":{"line":82,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1525¿Identifier¿¿1712¿v228¿¿¿¿¿Identifier
1526¿Literal¿string¿1712¿¿':'¿¿{"start":{"line":82,"column":82},"end":{"line":82,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1527¿VariableDeclarator¿¿1712¿v230¿¿¿{"start":{"line":82,"column":88},"end":{"line":82,"column":99},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1528¿MemberExpression¿¿1712¿¿¿¿{"start":{"line":82,"column":88},"end":{"line":82,"column":99},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1529¿Identifier¿¿1712¿config¿¿¿{"start":{"line":82,"column":88},"end":{"line":82,"column":94},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1530¿Identifier¿¿1712¿port¿¿¿{"start":{"line":82,"column":95},"end":{"line":82,"column":99},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1531¿VariableDeclarator¿¿1712¿v231¿¿¿{"start":{"line":82,"column":24},"end":{"line":82,"column":99},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
