Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1100¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Program
1514¿VariableDeclarator¿¿1949¿v140¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1515¿MemberExpression¿¿1949¿¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1516¿Literal¿string¿1949¿¿'fsk-server:: listen 3001!'¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1517¿Identifier¿¿1949¿magenta¿¿¿{"start":{"line":68,"column":40},"end":{"line":68,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1518¿VariableDeclarator¿¿1949¿v141¿¿¿{"start":{"line":68,"column":0},"end":{"line":68,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1519¿CallExpression¿¿1949¿¿¿¿{"start":{"line":68,"column":0},"end":{"line":68,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1520¿MemberExpression¿¿1949¿¿¿¿{"start":{"line":68,"column":0},"end":{"line":68,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1521¿Identifier¿¿1949¿console¿¿¿{"start":{"line":68,"column":0},"end":{"line":68,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1522¿Identifier¿¿1949¿log¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1523¿Identifier¿¿1949¿v140¿¿¿¿¿Identifier
1524¿ExpressionStatement¿¿1949¿¿¿¿{"start":{"line":68,"column":0},"end":{"line":68,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1525¿Identifier¿¿1949¿v141¿¿¿¿¿Identifier
1526¿VariableDeclarator¿¿1949¿pug¿¿¿{"start":{"line":70,"column":0},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1527¿FunctionExpression¿¿1949¿anon¿¿¿{"start":{"line":70,"column":0},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿FunctionExpression
1528¿VariableDeclarator¿¿1964¿param¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1529¿VariableDeclarator¿¿1964¿url¿¿¿{"start":{"line":71,"column":14},"end":{"line":71,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1530¿VariableDeclarator¿¿1964¿hash¿¿¿{"start":{"line":71,"column":18},"end":{"line":71,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1531¿VariableDeclarator¿¿1964¿name¿¿¿{"start":{"line":71,"column":23},"end":{"line":71,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1532¿VariableDeclarator¿¿1964¿val¿¿¿{"start":{"line":71,"column":28},"end":{"line":71,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1533¿VariableDeclarator¿¿1964¿reg¿¿¿{"start":{"line":71,"column":32},"end":{"line":71,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1534¿VariableDeclarator¿¿1964¿omatch¿¿¿{"start":{"line":71,"column":36},"end":{"line":71,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1535¿VariableDeclarator¿¿1964¿tmp¿¿¿{"start":{"line":71,"column":43},"end":{"line":71,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1536¿VariableDeclarator¿¿1964¿v142¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1537¿UnaryExpression¿!¿1964¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿UnaryExpression
1538¿Identifier¿¿1964¿arguments¿¿¿{"start":{"line":72,"column":9},"end":{"line":72,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1539¿VariableDeclarator¿¿1964¿v143¿¿¿{"start":{"line":72,"column":29},"end":{"line":72,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1540¿MemberExpression¿computed¿1964¿¿¿¿{"start":{"line":72,"column":29},"end":{"line":72,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1541¿Identifier¿¿1964¿arguments¿¿¿{"start":{"line":72,"column":29},"end":{"line":72,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1542¿Literal¿number¿1964¿¿0¿¿{"start":{"line":72,"column":39},"end":{"line":72,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1543¿VariableDeclarator¿¿1964¿v144¿¿¿{"start":{"line":72,"column":22},"end":{"line":72,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1544¿UnaryExpression¿typeof¿1964¿¿¿¿{"start":{"line":72,"column":22},"end":{"line":72,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿UnaryExpression
1545¿Identifier¿¿1964¿v143¿¿¿¿¿Identifier
1546¿VariableDeclarator¿¿1964¿v145¿¿¿{"start":{"line":72,"column":22},"end":{"line":72,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1547¿BinaryExpression¿!=¿1964¿¿¿¿{"start":{"line":72,"column":22},"end":{"line":72,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BinaryExpression
1548¿Identifier¿¿1964¿v144¿¿¿¿¿Identifier
1549¿Literal¿string¿1964¿¿'object'¿¿{"start":{"line":72,"column":45},"end":{"line":72,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1550¿VariableDeclarator¿¿1964¿v146¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1551¿LogicalExpression¿||¿1964¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿LogicalExpression
1552¿Identifier¿¿1964¿v142¿¿¿¿¿Identifier
1553¿Identifier¿¿1964¿v145¿¿¿¿¿Identifier
1554¿IfStatement¿¿1964¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":74,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿IfStatement
1555¿Identifier¿¿1964¿v146¿¿¿¿¿Identifier
1556¿ReturnStatement¿¿1964¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ReturnStatement
1557¿BlockStatement¿¿1964¿¿¿¿{"start":{"line":72,"column":55},"end":{"line":74,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BlockStatement
1558¿VariableDeclarator¿¿1964¿v147¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1559¿MemberExpression¿computed¿1964¿¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1560¿Identifier¿¿1964¿arguments¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1561¿Literal¿number¿1964¿¿1¿¿{"start":{"line":76,"column":24},"end":{"line":76,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1562¿VariableDeclarator¿¿1964¿v148¿¿¿{"start":{"line":76,"column":30},"end":{"line":76,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1563¿MemberExpression¿¿1964¿¿¿¿{"start":{"line":76,"column":30},"end":{"line":76,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1564¿Identifier¿¿1964¿window¿¿¿{"start":{"line":76,"column":30},"end":{"line":76,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1565¿Identifier¿¿1964¿location¿¿¿{"start":{"line":76,"column":37},"end":{"line":76,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1566¿VariableDeclarator¿¿1964¿v149¿¿¿{"start":{"line":76,"column":30},"end":{"line":76,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1567¿MemberExpression¿¿1964¿¿¿¿{"start":{"line":76,"column":30},"end":{"line":76,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1568¿Identifier¿¿1964¿v148¿¿¿¿¿Identifier
1569¿Identifier¿¿1964¿href¿¿¿{"start":{"line":76,"column":46},"end":{"line":76,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1570¿ExpressionStatement¿¿1964¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":76,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1571¿SequenceExpression¿¿1964¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":76,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿SequenceExpression
1572¿AssignmentExpression¿=¿1964¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1573¿Identifier¿¿1964¿param¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1574¿MemberExpression¿computed¿1964¿¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1575¿Identifier¿¿1964¿arguments¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1576¿Literal¿number¿1964¿¿0¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1577¿AssignmentExpression¿=¿1964¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1578¿Identifier¿¿1964¿url¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1579¿LogicalExpression¿||¿1964¿¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿LogicalExpression
1580¿Identifier¿¿1964¿v147¿¿¿¿¿Identifier
1581¿Identifier¿¿1964¿v149¿¿¿¿¿Identifier
1582¿ExpressionStatement¿¿1964¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1583¿AssignmentExpression¿=¿1964¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1584¿Identifier¿¿1964¿url¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1585¿CallExpression¿¿1964¿¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1586¿MemberExpression¿¿1964¿¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1587¿Identifier¿¿1964¿url¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1588¿Identifier¿¿1964¿split¿¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1589¿Literal¿string¿1964¿¿'#'¿¿{"start":{"line":77,"column":20},"end":{"line":77,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1590¿VariableDeclarator¿¿1964¿v150¿¿¿{"start":{"line":78,"column":11},"end":{"line":78,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1591¿MemberExpression¿computed¿1964¿¿¿¿{"start":{"line":78,"column":11},"end":{"line":78,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1592¿Identifier¿¿1964¿url¿¿¿{"start":{"line":78,"column":11},"end":{"line":78,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1593¿Literal¿number¿1964¿¿1¿¿{"start":{"line":78,"column":15},"end":{"line":78,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1594¿ExpressionStatement¿¿1964¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1595¿AssignmentExpression¿=¿1964¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1596¿Identifier¿¿1964¿hash¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1597¿LogicalExpression¿||¿1964¿¿¿¿{"start":{"line":78,"column":11},"end":{"line":78,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿LogicalExpression
1598¿Identifier¿¿1964¿v150¿¿¿¿¿Identifier
1599¿Literal¿string¿1964¿¿''¿¿{"start":{"line":78,"column":21},"end":{"line":78,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1600¿ExpressionStatement¿¿1964¿¿¿¿{"start":{"line":79,"column":4},"end":{"line":79,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1601¿AssignmentExpression¿=¿1964¿¿¿¿{"start":{"line":79,"column":4},"end":{"line":79,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1602¿Identifier¿¿1964¿url¿¿¿{"start":{"line":79,"column":4},"end":{"line":79,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1603¿MemberExpression¿computed¿1964¿¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1604¿Identifier¿¿1964¿url¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1605¿Literal¿number¿1964¿¿0¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1606¿VariableDeclarator¿¿1964¿i¿¿¿{"start":{"line":80,"column":13},"end":{"line":80,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1607¿ForInStatement¿¿1964¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":101,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ForInStatement
1608¿Identifier¿¿1964¿i¿¿¿{"start":{"line":80,"column":13},"end":{"line":80,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1609¿Identifier¿¿1964¿param¿¿¿{"start":{"line":80,"column":18},"end":{"line":80,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1610¿VariableDeclarator¿¿1964¿v151¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1611¿CallExpression¿¿1964¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1612¿MemberExpression¿¿1964¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1613¿Identifier¿¿1964¿param¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1614¿Identifier¿¿1964¿hasOwnProperty¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1615¿Identifier¿¿1964¿i¿¿¿{"start":{"line":81,"column":33},"end":{"line":81,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1616¿IfStatement¿¿1964¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":100,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿IfStatement
1617¿Identifier¿¿1964¿v151¿¿¿¿¿Identifier
1618¿ExpressionStatement¿¿1964¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1619¿AssignmentExpression¿=¿1964¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1620¿Identifier¿¿1964¿name¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1621¿Identifier¿¿1964¿i¿¿¿{"start":{"line":82,"column":19},"end":{"line":82,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1622¿ExpressionStatement¿¿1964¿¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1623¿AssignmentExpression¿=¿1964¿¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1624¿Identifier¿¿1964¿val¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1625¿MemberExpression¿computed¿1964¿¿¿¿{"start":{"line":83,"column":18},"end":{"line":83,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1626¿Identifier¿¿1964¿param¿¿¿{"start":{"line":83,"column":18},"end":{"line":83,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1627¿Identifier¿¿1964¿i¿¿¿{"start":{"line":83,"column":24},"end":{"line":83,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1628¿VariableDeclarator¿¿1964¿v152¿¿¿{"start":{"line":84,"column":29},"end":{"line":84,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1629¿BinaryExpression¿+¿1964¿¿¿¿{"start":{"line":84,"column":29},"end":{"line":84,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BinaryExpression
1630¿Literal¿string¿1964¿¿'([\\?&#])(('¿¿{"start":{"line":84,"column":29},"end":{"line":84,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1631¿Identifier¿¿1964¿name¿¿¿{"start":{"line":84,"column":45},"end":{"line":84,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1632¿VariableDeclarator¿¿1964¿v153¿¿¿{"start":{"line":84,"column":29},"end":{"line":84,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1633¿BinaryExpression¿+¿1964¿¿¿¿{"start":{"line":84,"column":29},"end":{"line":84,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BinaryExpression
1634¿Identifier¿¿1964¿v152¿¿¿¿¿Identifier
1635¿Literal¿string¿1964¿¿'=)([^&#]+))(&?)'¿¿{"start":{"line":84,"column":52},"end":{"line":84,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1636¿ExpressionStatement¿¿1964¿¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1637¿AssignmentExpression¿=¿1964¿¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1638¿Identifier¿¿1964¿reg¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1639¿NewExpression¿¿1964¿¿¿¿{"start":{"line":84,"column":18},"end":{"line":84,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿NewExpression
1640¿Identifier¿¿1964¿RegExp¿¿¿{"start":{"line":84,"column":22},"end":{"line":84,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1641¿Identifier¿¿1964¿v153¿¿¿¿¿Identifier
1642¿Literal¿string¿1964¿¿'i'¿¿{"start":{"line":84,"column":71},"end":{"line":84,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1643¿ExpressionStatement¿¿1964¿¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1644¿AssignmentExpression¿=¿1964¿¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1645¿Identifier¿¿1964¿omatch¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1646¿CallExpression¿¿1964¿¿¿¿{"start":{"line":85,"column":21},"end":{"line":85,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1647¿MemberExpression¿¿1964¿¿¿¿{"start":{"line":85,"column":21},"end":{"line":85,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1648¿Identifier¿¿1964¿url¿¿¿{"start":{"line":85,"column":21},"end":{"line":85,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1649¿Identifier¿¿1964¿match¿¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1650¿Identifier¿¿1964¿reg¿¿¿{"start":{"line":85,"column":31},"end":{"line":85,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
