Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1139¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":151,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Program
1604¿Property¿¿1998¿¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1605¿Identifier¿¿1998¿url¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1606¿Identifier¿¿1998¿v175¿¿¿¿¿Identifier
1607¿Property¿¿1998¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":90,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1608¿Identifier¿¿1998¿headers¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1609¿Identifier¿¿1998¿v176¿¿¿¿¿Identifier
1610¿Property¿¿1998¿¿¿¿{"start":{"line":91,"column":2},"end":{"line":91,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1611¿Identifier¿¿1998¿jar¿¿¿{"start":{"line":91,"column":2},"end":{"line":91,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1612¿Identifier¿¿1998¿jar¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1613¿Property¿¿1998¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1614¿Identifier¿¿1998¿method¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1615¿Literal¿string¿1998¿¿'GET'¿¿{"start":{"line":92,"column":10},"end":{"line":92,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1616¿VariableDeclarator¿¿1998¿v185¿¿¿{"start":{"line":93,"column":4},"end":{"line":99,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1617¿FunctionExpression¿¿1998¿anon¿¿¿{"start":{"line":93,"column":4},"end":{"line":99,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿FunctionExpression
1618¿Identifier¿¿0¿error¿¿¿{"start":{"line":93,"column":13},"end":{"line":93,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1619¿Identifier¿¿0¿response¿¿¿{"start":{"line":93,"column":20},"end":{"line":93,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1620¿Identifier¿¿0¿body¿¿¿{"start":{"line":93,"column":30},"end":{"line":93,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1621¿VariableDeclarator¿¿2000¿v178¿¿¿{"start":{"line":94,"column":6},"end":{"line":94,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1622¿UnaryExpression¿!¿2000¿¿¿¿{"start":{"line":94,"column":6},"end":{"line":94,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿UnaryExpression
1623¿Identifier¿¿2000¿error¿¿¿{"start":{"line":94,"column":7},"end":{"line":94,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1624¿VariableDeclarator¿¿2000¿v179¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1625¿MemberExpression¿¿2000¿¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1626¿Identifier¿¿2000¿response¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1627¿Identifier¿¿2000¿statusCode¿¿¿{"start":{"line":94,"column":25},"end":{"line":94,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1628¿VariableDeclarator¿¿2000¿v180¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1629¿BinaryExpression¿==¿2000¿¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1630¿Identifier¿¿2000¿v179¿¿¿¿¿Identifier
1631¿Literal¿number¿2000¿¿200¿¿{"start":{"line":94,"column":39},"end":{"line":94,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1632¿VariableDeclarator¿¿2000¿v181¿¿¿{"start":{"line":94,"column":6},"end":{"line":94,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1633¿LogicalExpression¿&&¿2000¿¿¿¿{"start":{"line":94,"column":6},"end":{"line":94,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿LogicalExpression
1634¿Identifier¿¿2000¿v178¿¿¿¿¿Identifier
1635¿Identifier¿¿2000¿v180¿¿¿¿¿Identifier
1636¿IfStatement¿¿2000¿¿¿¿{"start":{"line":94,"column":2},"end":{"line":98,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿IfStatement
1637¿Identifier¿¿2000¿v181¿¿¿¿¿Identifier
1638¿VariableDeclarator¿¿2000¿v182¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1639¿CallExpression¿¿2000¿¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1640¿MemberExpression¿¿2000¿¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1641¿Identifier¿¿2000¿JSON¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1642¿Identifier¿¿2000¿parse¿¿¿{"start":{"line":95,"column":11},"end":{"line":95,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1643¿Identifier¿¿2000¿body¿¿¿{"start":{"line":95,"column":17},"end":{"line":95,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1644¿VariableDeclarator¿¿2000¿v183¿¿¿{"start":{"line":95,"column":3},"end":{"line":95,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1645¿CallExpression¿¿2000¿¿¿¿{"start":{"line":95,"column":3},"end":{"line":95,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1646¿Identifier¿¿2000¿cb¿¿¿{"start":{"line":95,"column":3},"end":{"line":95,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1647¿Identifier¿¿2000¿v182¿¿¿¿¿Identifier
1648¿ExpressionStatement¿¿2000¿¿¿¿{"start":{"line":95,"column":3},"end":{"line":95,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1649¿Identifier¿¿2000¿v183¿¿¿¿¿Identifier
1650¿BlockStatement¿¿2000¿¿¿¿{"start":{"line":94,"column":44},"end":{"line":96,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BlockStatement
1651¿VariableDeclarator¿¿2000¿v184¿¿¿{"start":{"line":97,"column":3},"end":{"line":97,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1652¿CallExpression¿¿2000¿¿¿¿{"start":{"line":97,"column":3},"end":{"line":97,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1653¿Identifier¿¿2000¿cb¿¿¿{"start":{"line":97,"column":3},"end":{"line":97,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1654¿Literal¿number¿2000¿¿403¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1655¿ExpressionStatement¿¿2000¿¿¿¿{"start":{"line":97,"column":3},"end":{"line":97,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1656¿Identifier¿¿2000¿v184¿¿¿¿¿Identifier
1657¿BlockStatement¿¿2000¿¿¿¿{"start":{"line":96,"column":9},"end":{"line":98,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BlockStatement
1658¿BlockStatement¿¿2000¿¿¿¿{"start":{"line":93,"column":36},"end":{"line":99,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BlockStatement
1659¿VariableDeclarator¿¿1998¿v186¿¿¿{"start":{"line":86,"column":1},"end":{"line":99,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1660¿CallExpression¿¿1998¿¿¿¿{"start":{"line":86,"column":1},"end":{"line":99,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1661¿Identifier¿¿1998¿request¿¿¿{"start":{"line":86,"column":1},"end":{"line":86,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1662¿Identifier¿¿1998¿v177¿¿¿¿¿Identifier
1663¿Identifier¿¿1998¿v185¿¿¿¿¿Identifier
1664¿ExpressionStatement¿¿1998¿¿¿¿{"start":{"line":86,"column":1},"end":{"line":99,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1665¿Identifier¿¿1998¿v186¿¿¿¿¿Identifier
1666¿BlockStatement¿¿1998¿¿¿¿{"start":{"line":80,"column":48},"end":{"line":100,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BlockStatement
1667¿ExpressionStatement¿¿1979¿¿¿¿{"start":{"line":80,"column":0},"end":{"line":100,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1668¿AssignmentExpression¿=¿1979¿¿¿¿{"start":{"line":80,"column":0},"end":{"line":100,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿AssignmentExpression
1669¿MemberExpression¿¿1979¿¿¿¿{"start":{"line":80,"column":0},"end":{"line":80,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1670¿Identifier¿¿1979¿v170¿¿¿¿¿Identifier
1671¿Identifier¿¿1979¿loadAllWidget¿¿¿{"start":{"line":80,"column":14},"end":{"line":80,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1672¿Identifier¿¿1979¿v187¿¿¿¿¿Identifier
1673¿VariableDeclarator¿¿1979¿v188¿¿¿{"start":{"line":102,"column":0},"end":{"line":102,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1674¿MemberExpression¿¿1979¿¿¿¿{"start":{"line":102,"column":0},"end":{"line":102,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1675¿Identifier¿¿1979¿API¿¿¿{"start":{"line":102,"column":0},"end":{"line":102,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1676¿Identifier¿¿1979¿prototype¿¿¿{"start":{"line":102,"column":4},"end":{"line":102,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1677¿VariableDeclarator¿¿1979¿v205¿¿¿{"start":{"line":102,"column":0},"end":{"line":122,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1678¿FunctionExpression¿¿1979¿anon¿¿¿{"start":{"line":102,"column":30},"end":{"line":122,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿FunctionExpression
1679¿Identifier¿¿0¿user¿¿¿{"start":{"line":102,"column":39},"end":{"line":102,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1680¿Identifier¿¿0¿cb¿¿¿{"start":{"line":102,"column":44},"end":{"line":102,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1681¿VariableDeclarator¿¿2003¿domain¿¿¿{"start":{"line":103,"column":5},"end":{"line":103,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1682¿MemberExpression¿¿2003¿¿¿¿{"start":{"line":103,"column":14},"end":{"line":103,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1683¿ThisExpression¿¿2003¿¿¿¿{"start":{"line":103,"column":14},"end":{"line":103,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ThisExpression
1684¿Identifier¿¿2003¿domain¿¿¿{"start":{"line":103,"column":19},"end":{"line":103,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1685¿VariableDeclarator¿¿2003¿v189¿¿¿{"start":{"line":104,"column":34},"end":{"line":104,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1686¿MemberExpression¿¿2003¿¿¿¿{"start":{"line":104,"column":34},"end":{"line":104,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1687¿Identifier¿¿2003¿user¿¿¿{"start":{"line":104,"column":34},"end":{"line":104,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1688¿Identifier¿¿2003¿id¿¿¿{"start":{"line":104,"column":39},"end":{"line":104,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1689¿VariableDeclarator¿¿2003¿v190¿¿¿{"start":{"line":104,"column":27},"end":{"line":104,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1690¿BinaryExpression¿+¿2003¿¿¿¿{"start":{"line":104,"column":27},"end":{"line":104,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1691¿Literal¿string¿2003¿¿'u='¿¿{"start":{"line":104,"column":27},"end":{"line":104,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1692¿Identifier¿¿2003¿v189¿¿¿¿¿Identifier
1693¿VariableDeclarator¿¿2003¿cookie¿¿¿{"start":{"line":104,"column":5},"end":{"line":104,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1694¿CallExpression¿¿2003¿¿¿¿{"start":{"line":104,"column":12},"end":{"line":104,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1695¿MemberExpression¿¿2003¿¿¿¿{"start":{"line":104,"column":12},"end":{"line":104,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1696¿Identifier¿¿2003¿request¿¿¿{"start":{"line":104,"column":12},"end":{"line":104,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1697¿Identifier¿¿2003¿cookie¿¿¿{"start":{"line":104,"column":20},"end":{"line":104,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1698¿Identifier¿¿2003¿v190¿¿¿¿¿Identifier
1699¿VariableDeclarator¿¿2003¿jar¿¿¿{"start":{"line":105,"column":5},"end":{"line":105,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1700¿CallExpression¿¿2003¿¿¿¿{"start":{"line":105,"column":11},"end":{"line":105,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1701¿MemberExpression¿¿2003¿¿¿¿{"start":{"line":105,"column":11},"end":{"line":105,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1702¿Identifier¿¿2003¿request¿¿¿{"start":{"line":105,"column":11},"end":{"line":105,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1703¿Identifier¿¿2003¿jar¿¿¿{"start":{"line":105,"column":19},"end":{"line":105,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1704¿VariableDeclarator¿¿2003¿v191¿¿¿{"start":{"line":106,"column":1},"end":{"line":106,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1705¿CallExpression¿¿2003¿¿¿¿{"start":{"line":106,"column":1},"end":{"line":106,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1706¿MemberExpression¿¿2003¿¿¿¿{"start":{"line":106,"column":1},"end":{"line":106,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1707¿Identifier¿¿2003¿jar¿¿¿{"start":{"line":106,"column":1},"end":{"line":106,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1708¿Identifier¿¿2003¿add¿¿¿{"start":{"line":106,"column":5},"end":{"line":106,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1709¿Identifier¿¿2003¿cookie¿¿¿{"start":{"line":106,"column":9},"end":{"line":106,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1710¿ExpressionStatement¿¿2003¿¿¿¿{"start":{"line":106,"column":1},"end":{"line":106,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1711¿Identifier¿¿2003¿v191¿¿¿¿¿Identifier
1712¿VariableDeclarator¿¿2003¿v192¿¿¿{"start":{"line":109,"column":7},"end":{"line":109,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1713¿BinaryExpression¿+¿2003¿¿¿¿{"start":{"line":109,"column":7},"end":{"line":109,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1714¿Literal¿string¿2003¿¿'http://'¿¿{"start":{"line":109,"column":7},"end":{"line":109,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1715¿Identifier¿¿2003¿domain¿¿¿{"start":{"line":109,"column":19},"end":{"line":109,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1716¿VariableDeclarator¿¿2003¿v193¿¿¿{"start":{"line":109,"column":7},"end":{"line":109,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1717¿BinaryExpression¿+¿2003¿¿¿¿{"start":{"line":109,"column":7},"end":{"line":109,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1718¿Identifier¿¿2003¿v192¿¿¿¿¿Identifier
1719¿Literal¿string¿2003¿¿'/admin/api/layout'¿¿{"start":{"line":109,"column":28},"end":{"line":109,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1720¿VariableDeclarator¿¿2003¿v194¿¿¿{"start":{"line":110,"column":11},"end":{"line":112,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1721¿ObjectExpression¿¿2003¿¿¿¿¿¿ObjectExpression
1722¿ExpressionStatement¿¿2003¿¿¿¿{"start":{"line":110,"column":11},"end":{"line":112,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1723¿AssignmentExpression¿=¿2003¿¿¿¿{"start":{"line":110,"column":11},"end":{"line":112,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿AssignmentExpression
1724¿MemberExpression¿computed¿2003¿¿¿¿{"start":{"line":110,"column":11},"end":{"line":112,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1725¿Identifier¿¿2003¿v194¿¿¿¿¿Identifier
1726¿Literal¿string¿2003¿¿'Content-type'¿¿{"start":{"line":111,"column":3},"end":{"line":111,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1727¿Literal¿string¿2003¿¿'application/json'¿¿{"start":{"line":111,"column":19},"end":{"line":111,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1728¿VariableDeclarator¿¿2003¿v195¿¿¿{"start":{"line":108,"column":9},"end":{"line":115,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1729¿ObjectExpression¿¿2003¿¿¿¿{"start":{"line":108,"column":9},"end":{"line":115,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ObjectExpression
1730¿Property¿¿2003¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1731¿Identifier¿¿2003¿url¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1732¿Identifier¿¿2003¿v193¿¿¿¿¿Identifier
1733¿Property¿¿2003¿¿¿¿{"start":{"line":110,"column":2},"end":{"line":112,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1734¿Identifier¿¿2003¿headers¿¿¿{"start":{"line":110,"column":2},"end":{"line":110,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1735¿Identifier¿¿2003¿v194¿¿¿¿¿Identifier
1736¿Property¿¿2003¿¿¿¿{"start":{"line":113,"column":2},"end":{"line":113,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1737¿Identifier¿¿2003¿jar¿¿¿{"start":{"line":113,"column":2},"end":{"line":113,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1738¿Identifier¿¿2003¿jar¿¿¿{"start":{"line":113,"column":6},"end":{"line":113,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1739¿Property¿¿2003¿¿¿¿{"start":{"line":114,"column":2},"end":{"line":114,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1740¿Identifier¿¿2003¿method¿¿¿{"start":{"line":114,"column":2},"end":{"line":114,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1741¿Literal¿string¿2003¿¿'GET'¿¿{"start":{"line":114,"column":10},"end":{"line":114,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1742¿VariableDeclarator¿¿2003¿v203¿¿¿{"start":{"line":115,"column":4},"end":{"line":121,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1743¿FunctionExpression¿¿2003¿anon¿¿¿{"start":{"line":115,"column":4},"end":{"line":121,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿FunctionExpression
1744¿Identifier¿¿0¿error¿¿¿{"start":{"line":115,"column":13},"end":{"line":115,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1745¿Identifier¿¿0¿response¿¿¿{"start":{"line":115,"column":20},"end":{"line":115,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1746¿Identifier¿¿0¿body¿¿¿{"start":{"line":115,"column":30},"end":{"line":115,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1747¿VariableDeclarator¿¿2005¿v196¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1748¿UnaryExpression¿!¿2005¿¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿UnaryExpression
1749¿Identifier¿¿2005¿error¿¿¿{"start":{"line":116,"column":7},"end":{"line":116,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1750¿VariableDeclarator¿¿2005¿v197¿¿¿{"start":{"line":116,"column":16},"end":{"line":116,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1751¿MemberExpression¿¿2005¿¿¿¿{"start":{"line":116,"column":16},"end":{"line":116,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1752¿Identifier¿¿2005¿response¿¿¿{"start":{"line":116,"column":16},"end":{"line":116,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1753¿Identifier¿¿2005¿statusCode¿¿¿{"start":{"line":116,"column":25},"end":{"line":116,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1754¿VariableDeclarator¿¿2005¿v198¿¿¿{"start":{"line":116,"column":16},"end":{"line":116,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1755¿BinaryExpression¿==¿2005¿¿¿¿{"start":{"line":116,"column":16},"end":{"line":116,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1756¿Identifier¿¿2005¿v197¿¿¿¿¿Identifier
1757¿Literal¿number¿2005¿¿200¿¿{"start":{"line":116,"column":39},"end":{"line":116,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1758¿VariableDeclarator¿¿2005¿v199¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1759¿LogicalExpression¿&&¿2005¿¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿LogicalExpression
