Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
637¿Program¿¿-1¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":153,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Program
1046¿Identifier¿¿0¿expression¿¿¿{"start":{"line":135,"column":30},"end":{"line":135,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1047¿VariableDeclarator¿¿1142¿uniqueUnits¿¿¿{"start":{"line":136,"column":6},"end":{"line":136,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1048¿ArrayExpression¿¿1142¿¿¿¿{"start":{"line":136,"column":20},"end":{"line":136,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ArrayExpression
1049¿VariableDeclarator¿¿1142¿unitRegEx¿¿¿{"start":{"line":137,"column":6},"end":{"line":137,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1050¿Literal¿object¿1142¿¿/[\.0-9]([%a-z]+)/g¿¿{"start":{"line":137,"column":18},"end":{"line":137,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
1051¿VariableDeclarator¿¿1142¿matches¿¿¿{"start":{"line":138,"column":6},"end":{"line":138,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1052¿CallExpression¿¿1142¿¿¿¿{"start":{"line":138,"column":16},"end":{"line":138,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
1053¿MemberExpression¿¿1142¿¿¿¿{"start":{"line":138,"column":16},"end":{"line":138,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
1054¿Identifier¿¿1142¿unitRegEx¿¿¿{"start":{"line":138,"column":16},"end":{"line":138,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1055¿Identifier¿¿1142¿exec¿¿¿{"start":{"line":138,"column":26},"end":{"line":138,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1056¿Identifier¿¿1142¿expression¿¿¿{"start":{"line":138,"column":31},"end":{"line":138,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1057¿WhileStatement¿¿1142¿¿¿¿{"start":{"line":140,"column":2},"end":{"line":150,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿WhileStatement
1058¿Identifier¿¿1142¿matches¿¿¿{"start":{"line":140,"column":9},"end":{"line":140,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1059¿VariableDeclarator¿¿1142¿v107¿¿¿{"start":{"line":141,"column":8},"end":{"line":141,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1060¿UnaryExpression¿!¿1142¿¿¿¿{"start":{"line":141,"column":8},"end":{"line":141,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿UnaryExpression
1061¿Identifier¿¿1142¿matches¿¿¿{"start":{"line":141,"column":9},"end":{"line":141,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1062¿VariableDeclarator¿¿1142¿v108¿¿¿{"start":{"line":141,"column":21},"end":{"line":141,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1063¿MemberExpression¿computed¿1142¿¿¿¿{"start":{"line":141,"column":21},"end":{"line":141,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
1064¿Identifier¿¿1142¿matches¿¿¿{"start":{"line":141,"column":21},"end":{"line":141,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1065¿Literal¿number¿1142¿¿1¿¿{"start":{"line":141,"column":29},"end":{"line":141,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
1066¿VariableDeclarator¿¿1142¿v109¿¿¿{"start":{"line":141,"column":20},"end":{"line":141,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1067¿UnaryExpression¿!¿1142¿¿¿¿{"start":{"line":141,"column":20},"end":{"line":141,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿UnaryExpression
1068¿Identifier¿¿1142¿v108¿¿¿¿¿Identifier
1069¿VariableDeclarator¿¿1142¿v110¿¿¿{"start":{"line":141,"column":8},"end":{"line":141,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1070¿LogicalExpression¿||¿1142¿¿¿¿{"start":{"line":141,"column":8},"end":{"line":141,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿LogicalExpression
1071¿Identifier¿¿1142¿v107¿¿¿¿¿Identifier
1072¿Identifier¿¿1142¿v109¿¿¿¿¿Identifier
1073¿IfStatement¿¿1142¿¿¿¿{"start":{"line":141,"column":4},"end":{"line":143,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿IfStatement
1074¿Identifier¿¿1142¿v110¿¿¿¿¿Identifier
1075¿ContinueStatement¿¿1142¿¿¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ContinueStatement
1076¿BlockStatement¿¿1142¿¿¿¿{"start":{"line":141,"column":33},"end":{"line":143,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
1077¿VariableDeclarator¿¿1142¿v111¿¿¿{"start":{"line":145,"column":28},"end":{"line":145,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1078¿MemberExpression¿computed¿1142¿¿¿¿{"start":{"line":145,"column":28},"end":{"line":145,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
1079¿Identifier¿¿1142¿matches¿¿¿{"start":{"line":145,"column":28},"end":{"line":145,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1080¿Literal¿number¿1142¿¿1¿¿{"start":{"line":145,"column":36},"end":{"line":145,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
1081¿VariableDeclarator¿¿1142¿v112¿¿¿{"start":{"line":145,"column":8},"end":{"line":145,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1082¿CallExpression¿¿1142¿¿¿¿{"start":{"line":145,"column":8},"end":{"line":145,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
1083¿MemberExpression¿¿1142¿¿¿¿{"start":{"line":145,"column":8},"end":{"line":145,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
1084¿Identifier¿¿1142¿uniqueUnits¿¿¿{"start":{"line":145,"column":8},"end":{"line":145,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1085¿Identifier¿¿1142¿indexOf¿¿¿{"start":{"line":145,"column":20},"end":{"line":145,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1086¿Identifier¿¿1142¿v111¿¿¿¿¿Identifier
1087¿VariableDeclarator¿¿1142¿v113¿¿¿{"start":{"line":145,"column":44},"end":{"line":145,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1088¿UnaryExpression¿-¿1142¿¿¿¿{"start":{"line":145,"column":44},"end":{"line":145,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿UnaryExpression
1089¿Literal¿number¿1142¿¿1¿¿{"start":{"line":145,"column":45},"end":{"line":145,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
1090¿VariableDeclarator¿¿1142¿v114¿¿¿{"start":{"line":145,"column":8},"end":{"line":145,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1091¿BinaryExpression¿===¿1142¿¿¿¿{"start":{"line":145,"column":8},"end":{"line":145,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
1092¿Identifier¿¿1142¿v112¿¿¿¿¿Identifier
1093¿Identifier¿¿1142¿v113¿¿¿¿¿Identifier
1094¿IfStatement¿¿1142¿¿¿¿{"start":{"line":145,"column":4},"end":{"line":147,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿IfStatement
1095¿Identifier¿¿1142¿v114¿¿¿¿¿Identifier
1096¿VariableDeclarator¿¿1142¿v115¿¿¿{"start":{"line":146,"column":23},"end":{"line":146,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1097¿MemberExpression¿computed¿1142¿¿¿¿{"start":{"line":146,"column":23},"end":{"line":146,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
1098¿Identifier¿¿1142¿matches¿¿¿{"start":{"line":146,"column":23},"end":{"line":146,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1099¿Literal¿number¿1142¿¿1¿¿{"start":{"line":146,"column":31},"end":{"line":146,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
1100¿VariableDeclarator¿¿1142¿v116¿¿¿{"start":{"line":146,"column":6},"end":{"line":146,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
1101¿CallExpression¿¿1142¿¿¿¿{"start":{"line":146,"column":6},"end":{"line":146,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
1102¿MemberExpression¿¿1142¿¿¿¿{"start":{"line":146,"column":6},"end":{"line":146,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
1103¿Identifier¿¿1142¿uniqueUnits¿¿¿{"start":{"line":146,"column":6},"end":{"line":146,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1104¿Identifier¿¿1142¿push¿¿¿{"start":{"line":146,"column":18},"end":{"line":146,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1105¿Identifier¿¿1142¿v115¿¿¿¿¿Identifier
1106¿ExpressionStatement¿¿1142¿¿¿¿{"start":{"line":146,"column":6},"end":{"line":146,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ExpressionStatement
1107¿Identifier¿¿1142¿v116¿¿¿¿¿Identifier
1108¿BlockStatement¿¿1142¿¿¿¿{"start":{"line":145,"column":48},"end":{"line":147,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
1109¿ExpressionStatement¿¿1142¿¿¿¿{"start":{"line":149,"column":4},"end":{"line":149,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ExpressionStatement
1110¿AssignmentExpression¿=¿1142¿¿¿¿{"start":{"line":149,"column":4},"end":{"line":149,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿AssignmentExpression
1111¿Identifier¿¿1142¿matches¿¿¿{"start":{"line":149,"column":4},"end":{"line":149,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1112¿CallExpression¿¿1142¿¿¿¿{"start":{"line":149,"column":14},"end":{"line":149,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
1113¿MemberExpression¿¿1142¿¿¿¿{"start":{"line":149,"column":14},"end":{"line":149,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
1114¿Identifier¿¿1142¿unitRegEx¿¿¿{"start":{"line":149,"column":14},"end":{"line":149,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1115¿Identifier¿¿1142¿exec¿¿¿{"start":{"line":149,"column":24},"end":{"line":149,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1116¿Identifier¿¿1142¿expression¿¿¿{"start":{"line":149,"column":29},"end":{"line":149,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1117¿BlockStatement¿¿1142¿¿¿¿{"start":{"line":140,"column":18},"end":{"line":150,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
1118¿ReturnStatement¿¿1142¿¿¿¿{"start":{"line":152,"column":2},"end":{"line":152,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ReturnStatement
1119¿Identifier¿¿1142¿uniqueUnits¿¿¿{"start":{"line":152,"column":9},"end":{"line":152,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
1120¿BlockStatement¿¿1142¿¿¿¿{"start":{"line":135,"column":42},"end":{"line":153,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
1121¿CFG_F_START¿¿1121¿__main__¿¿¿¿¿CFG_F_START
1122¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1123¿CFG_F_START¿¿1123¿658_anon¿¿¿¿¿CFG_F_START
1124¿CFG_F_END¿¿0¿658_anon¿¿¿¿¿CFG_F_END
1125¿CFG_IF_END¿¿0¿670¿¿¿¿¿CFG_IF_END
1126¿CFG_F_START¿¿1126¿692_anon¿¿¿¿¿CFG_F_START
1127¿CFG_F_END¿¿0¿692_anon¿¿¿¿¿CFG_F_END
1128¿CFG_IF_END¿¿0¿703¿¿¿¿¿CFG_IF_END
1129¿CFG_IF_END¿¿0¿724¿¿¿¿¿CFG_IF_END
1130¿CFG_IF_END¿¿0¿764¿¿¿¿¿CFG_IF_END
1131¿CFG_F_START¿¿1131¿796_anon¿¿¿¿¿CFG_F_START
1132¿CFG_F_END¿¿0¿796_anon¿¿¿¿¿CFG_F_END
1133¿CFG_IF_END¿¿0¿793¿¿¿¿¿CFG_IF_END
1134¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1135¿CFG_IF_END¿¿0¿871¿¿¿¿¿CFG_IF_END
1136¿CFG_IF_END¿¿0¿898¿¿¿¿¿CFG_IF_END
1137¿CFG_F_START¿¿1137¿909_anon¿¿¿¿¿CFG_F_START
1138¿CFG_F_END¿¿0¿909_anon¿¿¿¿¿CFG_F_END
1139¿CFG_IF_END¿¿0¿937¿¿¿¿¿CFG_IF_END
1140¿CFG_IF_END¿¿0¿984¿¿¿¿¿CFG_IF_END
1141¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1142¿CFG_F_START¿¿1142¿1045_anon¿¿¿¿¿CFG_F_START
1143¿CFG_F_END¿¿0¿1045_anon¿¿¿¿¿CFG_F_END
1144¿CFG_IF_END¿¿0¿1073¿¿¿¿¿CFG_IF_END
1145¿CFG_IF_END¿¿0¿1094¿¿¿¿¿CFG_IF_END
1146¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1147¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1148¿PDG_CALL¿¿1121¿1121.CALL->require-o121¿¿¿¿¿PDG_CALL
1149¿PDG_OBJECT¿¿0¿1121.balanced-o122¿¿¿¿¿PDG_OBJECT
1150¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1151¿PDG_CALL¿¿1121¿1121.CALL->require-o123¿¿¿¿¿PDG_CALL
1152¿PDG_OBJECT¿¿0¿1121.reduceFunctionCall-o124¿¿¿¿¿PDG_OBJECT
1153¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1154¿PDG_OBJECT¿¿0¿1121.stack-o125¿¿¿¿¿PDG_OBJECT
1155¿PDG_OBJECT¿¿0¿1121.reduceCSSCalc-o126¿¿¿¿¿PDG_OBJECT
1156¿PDG_OBJECT¿¿0¿1121.module-o127¿¿¿¿¿PDG_OBJECT
1157¿PDG_OBJECT¿¿0¿1121.module.exports-o128¿¿¿¿¿PDG_OBJECT
1158¿PDG_OBJECT¿¿0¿1123.this-o129¿¿¿¿¿PDG_OBJECT
1159¿PDG_OBJECT¿¿0¿1123.value-o130¿¿¿¿¿PDG_OBJECT
1160¿PDG_OBJECT¿¿0¿1123.decimalPrecision-o131¿¿¿¿¿PDG_OBJECT
1161¿PDG_OBJECT¿¿0¿1142.this-o132¿¿¿¿¿PDG_OBJECT
1162¿PDG_OBJECT¿¿0¿1142.expression-o133¿¿¿¿¿PDG_OBJECT
1163¿PDG_OBJECT¿¿0¿1121.getUnitsInExpression-o134¿¿¿¿¿PDG_OBJECT
1164¿PDG_OBJECT¿¿0¿1123.v59-o135¿¿¿¿¿PDG_OBJECT
1165¿PDG_OBJECT¿¿0¿1123.v60-o136¿¿¿¿¿PDG_OBJECT
1166¿PDG_CALL¿¿1123¿1123.CALL->Math.pow-o137¿¿¿¿¿PDG_CALL
1167¿PDG_OBJECT¿¿0¿1123.decimalPrecision-o138¿¿¿¿¿PDG_OBJECT
1168¿PDG_OBJECT¿¿0¿1126.this-o139¿¿¿¿¿PDG_OBJECT
1169¿PDG_OBJECT¿¿0¿1126.expression-o140¿¿¿¿¿PDG_OBJECT
1170¿PDG_OBJECT¿¿0¿1126.functionIdentifier-o141¿¿¿¿¿PDG_OBJECT
1171¿PDG_OBJECT¿¿0¿1126.call-o142¿¿¿¿¿PDG_OBJECT
1172¿PDG_OBJECT¿¿0¿1123.evaluateExpression-o143¿¿¿¿¿PDG_OBJECT
1173¿PDG_OBJECT¿¿0¿1137.this-o144¿¿¿¿¿PDG_OBJECT
1174¿PDG_OBJECT¿¿0¿1137.expression-o145¿¿¿¿¿PDG_OBJECT
1175¿PDG_OBJECT¿¿0¿1137.call-o146¿¿¿¿¿PDG_OBJECT
1176¿PDG_OBJECT¿¿0¿1123.evaluateNestedExpression-o147¿¿¿¿¿PDG_OBJECT
1177¿PDG_CALL¿¿1123¿1123.CALL->reduceFunctionCall-o148¿¿¿¿¿PDG_CALL
1178¿PDG_OBJECT¿¿0¿1123.v106-o149¿¿¿¿¿PDG_OBJECT
1179¿PDG_RETURN¿¿0¿1123.RET_OBJ-o150¿¿¿¿¿PDG_RETURN
1180¿PDG_OBJECT¿¿0¿1126.v62-o151¿¿¿¿¿PDG_OBJECT
1181¿PDG_OBJECT¿¿0¿1126.v63-o152¿¿¿¿¿PDG_OBJECT
1182¿PDG_CALL¿¿1126¿1126.CALL->Error-o153¿¿¿¿¿PDG_CALL
1183¿PDG_OBJECT¿¿0¿1126.v64-o154¿¿¿¿¿PDG_OBJECT
1184¿PDG_OBJECT¿¿0¿1126.v65-o155¿¿¿¿¿PDG_OBJECT
1185¿PDG_OBJECT¿¿0¿1126.v66-o156¿¿¿¿¿PDG_OBJECT
1186¿PDG_OBJECT¿¿0¿1126.v67-o157¿¿¿¿¿PDG_OBJECT
1187¿PDG_OBJECT¿¿0¿1126.v68-o158¿¿¿¿¿PDG_OBJECT
1188¿PDG_CALL¿¿1126¿1126.CALL->Error-o159¿¿¿¿¿PDG_CALL
1189¿PDG_OBJECT¿¿0¿1126.v69-o160¿¿¿¿¿PDG_OBJECT
1190¿PDG_CALL¿¿1126¿1126.CALL->evaluateNestedExpression-o161¿¿¿¿¿PDG_CALL
1191¿PDG_OBJECT¿¿0¿1126.expression-o162¿¿¿¿¿PDG_OBJECT
1192¿PDG_CALL¿¿1126¿1126.CALL->getUnitsInExpression-o163¿¿¿¿¿PDG_CALL
1193¿PDG_OBJECT¿¿0¿1126.units-o164¿¿¿¿¿PDG_OBJECT
1194¿PDG_OBJECT¿¿0¿1126.units.length-o165¿¿¿¿¿PDG_OBJECT
1195¿PDG_OBJECT¿¿0¿1126.v71-o166¿¿¿¿¿PDG_OBJECT
1196¿PDG_OBJECT¿¿0¿1126.v72-o167¿¿¿¿¿PDG_OBJECT
1197¿PDG_OBJECT¿¿0¿1126.v73-o168¿¿¿¿¿PDG_OBJECT
1198¿PDG_OBJECT¿¿0¿1126.v74-o169¿¿¿¿¿PDG_OBJECT
1199¿PDG_RETURN¿¿0¿1126.RET_OBJ-o170¿¿¿¿¿PDG_RETURN
1200¿PDG_OBJECT¿¿0¿1126.units.0-o171¿¿¿¿¿PDG_OBJECT
1201¿PDG_OBJECT¿¿0¿1126.unit-o172¿¿¿¿¿PDG_OBJECT
1202¿PDG_OBJECT¿¿0¿1126.v76-o173¿¿¿¿¿PDG_OBJECT
1203¿PDG_OBJECT¿¿0¿1131.this-o174¿¿¿¿¿PDG_OBJECT
1204¿PDG_OBJECT¿¿0¿1131.percent-o175¿¿¿¿¿PDG_OBJECT
1205¿PDG_OBJECT¿¿0¿1126.v81-o176¿¿¿¿¿PDG_OBJECT
1206¿PDG_CALL¿¿1126¿1126.CALL->expression.replace-o177¿¿¿¿¿PDG_CALL
1207¿PDG_OBJECT¿¿0¿1126.expression-o178¿¿¿¿¿PDG_OBJECT
1208¿PDG_CALL¿¿1126¿1126.CALL->RegExp-o179¿¿¿¿¿PDG_CALL
1209¿PDG_OBJECT¿¿0¿1126.v82-o180¿¿¿¿¿PDG_OBJECT
1210¿PDG_CALL¿¿1126¿1126.CALL->expression.replace-o181¿¿¿¿¿PDG_CALL
1211¿PDG_OBJECT¿¿0¿1126.toEvaluate-o182¿¿¿¿¿PDG_OBJECT
1212¿PDG_OBJECT¿¿0¿1126.result-o183¿¿¿¿¿PDG_OBJECT
1213¿PDG_CALL¿¿1126¿1126.CALL->eval-o184¿¿¿¿¿PDG_CALL
1214¿PDG_OBJECT¿¿0¿1126.result-o185¿¿¿¿¿PDG_OBJECT
1215¿TAINT_SINK¿¿0¿eval¿¿¿¿¿TAINT_SINK
1216¿PDG_OBJECT¿¿0¿1126.v86-o186¿¿¿¿¿PDG_OBJECT
1217¿PDG_OBJECT¿¿0¿1126.v87-o187¿¿¿¿¿PDG_OBJECT
1218¿PDG_CALL¿¿1126¿1126.CALL->Math.round-o188¿¿¿¿¿PDG_CALL
1219¿PDG_OBJECT¿¿0¿1126.v88-o189¿¿¿¿¿PDG_OBJECT
1220¿PDG_OBJECT¿¿0¿1126.result-o190¿¿¿¿¿PDG_OBJECT
1221¿PDG_OBJECT¿¿0¿1126.v89-o191¿¿¿¿¿PDG_OBJECT
1222¿PDG_RETURN¿¿0¿1126.RET_OBJ-o192¿¿¿¿¿PDG_RETURN
1223¿PDG_OBJECT¿¿0¿1126.v83-o193¿¿¿¿¿PDG_OBJECT
1224¿PDG_OBJECT¿¿0¿1126.v84-o194¿¿¿¿¿PDG_OBJECT
1225¿PDG_OBJECT¿¿0¿1126.v85-o195¿¿¿¿¿PDG_OBJECT
1226¿PDG_RETURN¿¿0¿1126.RET_OBJ-o196¿¿¿¿¿PDG_RETURN
1227¿PDG_CALL¿¿1131¿1131.CALL->percent.slice-o197¿¿¿¿¿PDG_CALL
1228¿PDG_OBJECT¿¿0¿1131.v78-o198¿¿¿¿¿PDG_OBJECT
1229¿PDG_CALL¿¿1131¿1131.CALL->parseFloat-o199¿¿¿¿¿PDG_CALL
1230¿PDG_OBJECT¿¿0¿1131.v79-o200¿¿¿¿¿PDG_OBJECT
1231¿PDG_OBJECT¿¿0¿1131.v80-o201¿¿¿¿¿PDG_OBJECT
1232¿PDG_RETURN¿¿0¿1131.RET_OBJ-o202¿¿¿¿¿PDG_RETURN
1233¿PDG_OBJECT¿¿0¿1137.matches-o203¿¿¿¿¿PDG_OBJECT
1234¿PDG_OBJECT¿¿0¿1137.matches.0-o204¿¿¿¿¿PDG_OBJECT
1235¿PDG_OBJECT¿¿0¿1137.v90.index-o205¿¿¿¿¿PDG_OBJECT
1236¿PDG_OBJECT¿¿0¿1137.v92-o206¿¿¿¿¿PDG_OBJECT
1237¿PDG_CALL¿¿1137¿1137.CALL->nonEvaluatedPart.substring-o207¿¿¿¿¿PDG_CALL
1238¿PDG_OBJECT¿¿0¿1137.evaluatedPart-o208¿¿¿¿¿PDG_OBJECT
1239¿PDG_OBJECT¿¿0¿1137.v95-o209¿¿¿¿¿PDG_OBJECT
1240¿PDG_OBJECT¿¿0¿1137.v95.0-o210¿¿¿¿¿PDG_OBJECT
1241¿PDG_OBJECT¿¿0¿1137.v95.index-o211¿¿¿¿¿PDG_OBJECT
1242¿PDG_CALL¿¿1137¿1137.CALL->nonEvaluatedPart.substring-o212¿¿¿¿¿PDG_CALL
1243¿PDG_OBJECT¿¿0¿1137.v97-o213¿¿¿¿¿PDG_OBJECT
1244¿PDG_CALL¿¿1137¿1137.CALL->balanced-o214¿¿¿¿¿PDG_CALL
1245¿PDG_OBJECT¿¿0¿1137.balancedExpr-o215¿¿¿¿¿PDG_OBJECT
1246¿PDG_OBJECT¿¿0¿1137.balancedExpr.body-o216¿¿¿¿¿PDG_OBJECT
1247¿PDG_OBJECT¿¿0¿1137.v99-o217¿¿¿¿¿PDG_OBJECT
1248¿PDG_OBJECT¿¿0¿1137.v100-o218¿¿¿¿¿PDG_OBJECT
1249¿PDG_OBJECT¿¿0¿1137.v101-o219¿¿¿¿¿PDG_OBJECT
1250¿PDG_CALL¿¿1137¿1137.CALL->Error-o220¿¿¿¿¿PDG_CALL
1251¿PDG_OBJECT¿¿0¿1137.v102-o221¿¿¿¿¿PDG_OBJECT
