Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
682¿Program¿¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":129,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Program
1158¿MemberExpression¿¿¿¿¿{"start":{"line":19,"column":20},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿MemberExpression
1159¿Identifier¿¿v108¿¿¿¿¿Identifier
1160¿Identifier¿¿expand¿¿¿{"start":{"line":31,"column":2},"end":{"line":31,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1161¿Identifier¿¿v86¿¿¿¿¿Identifier
1162¿ExpressionStatement¿¿¿¿¿{"start":{"line":19,"column":20},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ExpressionStatement
1163¿AssignmentExpression¿=¿¿¿¿{"start":{"line":19,"column":20},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿AssignmentExpression
1164¿MemberExpression¿¿¿¿¿{"start":{"line":19,"column":20},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿MemberExpression
1165¿Identifier¿¿v108¿¿¿¿¿Identifier
1166¿Identifier¿¿flatten¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1167¿Identifier¿¿v99¿¿¿¿¿Identifier
1168¿ExpressionStatement¿¿¿¿¿{"start":{"line":19,"column":20},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ExpressionStatement
1169¿AssignmentExpression¿=¿¿¿¿{"start":{"line":19,"column":20},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿AssignmentExpression
1170¿MemberExpression¿¿¿¿¿{"start":{"line":19,"column":20},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿MemberExpression
1171¿Identifier¿¿v108¿¿¿¿¿Identifier
1172¿Identifier¿¿_merge¿¿¿{"start":{"line":118,"column":2},"end":{"line":118,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1173¿Identifier¿¿v107¿¿¿¿¿Identifier
1174¿ExpressionStatement¿¿¿¿¿{"start":{"line":19,"column":0},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ExpressionStatement
1175¿AssignmentExpression¿=¿¿¿¿{"start":{"line":19,"column":0},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿AssignmentExpression
1176¿MemberExpression¿¿¿¿¿{"start":{"line":19,"column":0},"end":{"line":19,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿MemberExpression
1177¿Identifier¿¿Objnest¿¿¿{"start":{"line":19,"column":0},"end":{"line":19,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1178¿Identifier¿¿prototype¿¿¿{"start":{"line":19,"column":8},"end":{"line":19,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1179¿Identifier¿¿v108¿¿¿¿¿Identifier
1180¿ExpressionStatement¿¿¿¿¿{"start":{"line":129,"column":0},"end":{"line":129,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿ExpressionStatement
1181¿AssignmentExpression¿=¿¿¿¿{"start":{"line":129,"column":0},"end":{"line":129,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿AssignmentExpression
1182¿MemberExpression¿¿¿¿¿{"start":{"line":129,"column":0},"end":{"line":129,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿MemberExpression
1183¿Identifier¿¿module¿¿¿{"start":{"line":129,"column":0},"end":{"line":129,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1184¿Identifier¿¿exports¿¿¿{"start":{"line":129,"column":7},"end":{"line":129,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1185¿Identifier¿¿Objnest¿¿¿{"start":{"line":129,"column":17},"end":{"line":129,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js"}¿¿Identifier
1186¿CFG_F_START¿¿__main__¿¿¿¿¿CFG_F_START
1187¿CFG_F_END¿¿__main__¿¿¿¿¿CFG_F_END
1188¿CFG_F_START¿¿706_anon¿¿¿¿¿CFG_F_START
1189¿CFG_F_END¿¿706_anon¿¿¿¿¿CFG_F_END
1190¿CFG_F_START¿¿729_anon¿¿¿¿¿CFG_F_START
1191¿CFG_F_END¿¿729_anon¿¿¿¿¿CFG_F_END
1192¿CFG_F_START¿¿740_anon¿¿¿¿¿CFG_F_START
1193¿CFG_F_END¿¿740_anon¿¿¿¿¿CFG_F_END
1194¿CFG_IF_END¿¿737¿¿¿¿¿CFG_IF_END
1195¿CFG_IF_END¿¿797¿¿¿¿¿CFG_IF_END
1196¿CFG_IF_END¿¿869¿¿¿¿¿CFG_IF_END
1197¿CFG_IF_END¿¿905¿¿¿¿¿CFG_IF_END
1198¿CFG_IF_END¿¿852¿¿¿¿¿CFG_IF_END
1199¿FOR_END¿¿¿¿¿¿¿FOR_END
1200¿CFG_F_START¿¿950_anon¿¿¿¿¿CFG_F_START
1201¿CFG_F_END¿¿950_anon¿¿¿¿¿CFG_F_END
1202¿CFG_IF_END¿¿959¿¿¿¿¿CFG_IF_END
1203¿CFG_IF_END¿¿994¿¿¿¿¿CFG_IF_END
1204¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
1205¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
1206¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
1207¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
1208¿CFG_IF_END¿¿1037¿¿¿¿¿CFG_IF_END
1209¿CFG_IF_END¿¿1062¿¿¿¿¿CFG_IF_END
1210¿FOR_END¿¿¿¿¿¿¿FOR_END
1211¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
1212¿CFG_SWITCH_END¿¿¿¿¿¿¿CFG_SWITCH_END
1213¿FOR_END¿¿¿¿¿¿¿FOR_END
1214¿CFG_F_START¿¿1106_anon¿¿¿¿¿CFG_F_START
1215¿CFG_F_END¿¿1106_anon¿¿¿¿¿CFG_F_END
1216¿CFG_IF_END¿¿1116¿¿¿¿¿CFG_IF_END
1217¿CFG_IF_END¿¿1128¿¿¿¿¿CFG_IF_END
1218¿TAINT_SOURCE¿¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1219¿PDG_CALL¿¿1186.CALL->require-o141¿¿¿¿¿PDG_CALL
1220¿PDG_OBJECT¿¿1186.extend-o142¿¿¿¿¿PDG_OBJECT
1221¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1222¿PDG_CALL¿¿1186.CALL->require-o143¿¿¿¿¿PDG_CALL
1223¿PDG_OBJECT¿¿1186.abind-o144¿¿¿¿¿PDG_OBJECT
1224¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1225¿PDG_CALL¿¿1186.CALL->require-o145¿¿¿¿¿PDG_CALL
1226¿PDG_OBJECT¿¿1186.isArrayKey-o146¿¿¿¿¿PDG_OBJECT
1227¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1228¿PDG_CALL¿¿1186.CALL->require-o147¿¿¿¿¿PDG_CALL
1229¿PDG_OBJECT¿¿1186.fromArrayKey-o148¿¿¿¿¿PDG_OBJECT
1230¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1231¿PDG_CALL¿¿1186.CALL->require-o149¿¿¿¿¿PDG_CALL
1232¿PDG_OBJECT¿¿1186.toArrayKey-o150¿¿¿¿¿PDG_OBJECT
1233¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1234¿PDG_OBJECT¿¿1188.this-o151¿¿¿¿¿PDG_OBJECT
1235¿PDG_OBJECT¿¿1188.config-o152¿¿¿¿¿PDG_OBJECT
1236¿PDG_OBJECT¿¿1186.Objnest-o153¿¿¿¿¿PDG_OBJECT
1237¿PDG_OBJECT¿¿1190.this-o154¿¿¿¿¿PDG_OBJECT
1238¿PDG_OBJECT¿¿1190.object-o155¿¿¿¿¿PDG_OBJECT
1239¿PDG_OBJECT¿¿1186.v86-o156¿¿¿¿¿PDG_OBJECT
1240¿PDG_OBJECT¿¿1200.this-o157¿¿¿¿¿PDG_OBJECT
1241¿PDG_OBJECT¿¿1200.nested-o158¿¿¿¿¿PDG_OBJECT
1242¿PDG_OBJECT¿¿1186.v99-o159¿¿¿¿¿PDG_OBJECT
1243¿PDG_OBJECT¿¿1214.this-o160¿¿¿¿¿PDG_OBJECT
1244¿PDG_OBJECT¿¿1214.v1-o161¿¿¿¿¿PDG_OBJECT
1245¿PDG_OBJECT¿¿1214.v2-o162¿¿¿¿¿PDG_OBJECT
1246¿PDG_OBJECT¿¿1186.v107-o163¿¿¿¿¿PDG_OBJECT
1247¿PDG_OBJECT¿¿1186.v108-o164¿¿¿¿¿PDG_OBJECT
1248¿PDG_OBJECT¿¿1186.v108-o165¿¿¿¿¿PDG_OBJECT
1249¿PDG_OBJECT¿¿1186.v108.separator-o166¿¿¿¿¿PDG_OBJECT
1250¿PDG_OBJECT¿¿1186.v108-o167¿¿¿¿¿PDG_OBJECT
1251¿PDG_OBJECT¿¿1186.v108.expand-o168¿¿¿¿¿PDG_OBJECT
1252¿PDG_OBJECT¿¿1186.v108-o169¿¿¿¿¿PDG_OBJECT
1253¿PDG_OBJECT¿¿1186.v108.flatten-o170¿¿¿¿¿PDG_OBJECT
1254¿PDG_OBJECT¿¿1186.v108-o171¿¿¿¿¿PDG_OBJECT
1255¿PDG_OBJECT¿¿1186.v108._merge-o172¿¿¿¿¿PDG_OBJECT
1256¿PDG_OBJECT¿¿1186.Objnest-o173¿¿¿¿¿PDG_OBJECT
1257¿PDG_OBJECT¿¿1186.Objnest.prototype-o174¿¿¿¿¿PDG_OBJECT
1258¿PDG_OBJECT¿¿1186.module-o175¿¿¿¿¿PDG_OBJECT
1259¿PDG_OBJECT¿¿1186.module.exports-o176¿¿¿¿¿PDG_OBJECT
1260¿PDG_OBJECT¿¿1188.v55-o177¿¿¿¿¿PDG_OBJECT
1261¿PDG_CALL¿¿1188.CALL->extend-o178¿¿¿¿¿PDG_CALL
1262¿PDG_OBJECT¿¿1188.v57-o179¿¿¿¿¿PDG_OBJECT
1263¿PDG_CALL¿¿1188.CALL->abind-o180¿¿¿¿¿PDG_CALL
1264¿PDG_OBJECT¿¿1188.v58-o181¿¿¿¿¿PDG_OBJECT
1265¿PDG_CALL¿¿1190.CALL->Array.isArray-o182¿¿¿¿¿PDG_CALL
1266¿PDG_OBJECT¿¿1190.v59-o183¿¿¿¿¿PDG_OBJECT
1267¿PDG_OBJECT¿¿1192.this-o184¿¿¿¿¿PDG_OBJECT
1268¿PDG_OBJECT¿¿1192.object-o185¿¿¿¿¿PDG_OBJECT
1269¿PDG_OBJECT¿¿1190.v61-o186¿¿¿¿¿PDG_OBJECT
1270¿PDG_CALL¿¿1190.CALL->object.map-o187¿¿¿¿¿PDG_CALL
1271¿PDG_OBJECT¿¿1190.v62-o188¿¿¿¿¿PDG_OBJECT
1272¿PDG_RETURN¿¿1190.RET_OBJ-o189¿¿¿¿¿PDG_RETURN
1273¿PDG_OBJECT¿¿1190.this.separator-o190¿¿¿¿¿PDG_OBJECT
1274¿PDG_OBJECT¿¿1190.result-o191¿¿¿¿¿PDG_OBJECT
1275¿PDG_OBJECT¿¿1190.key-o192¿¿¿¿¿PDG_OBJECT
1276¿PDG_CALL¿¿1190.CALL->Object.keys-o193¿¿¿¿¿PDG_CALL
1277¿PDG_OBJECT¿¿1190.v63-o194¿¿¿¿¿PDG_OBJECT
1278¿PDG_OBJECT¿¿1190.key-o195¿¿¿¿¿PDG_OBJECT
1279¿PDG_OBJECT¿¿1190.object.*-o196¿¿¿¿¿PDG_OBJECT
1280¿PDG_CALL¿¿1190.CALL->key.indexOf-o197¿¿¿¿¿PDG_CALL
1281¿PDG_OBJECT¿¿1190.v64-o198¿¿¿¿¿PDG_OBJECT
1282¿PDG_CALL¿¿1190.CALL->key.split-o199¿¿¿¿¿PDG_CALL
1283¿PDG_OBJECT¿¿1190.subKeys-o200¿¿¿¿¿PDG_OBJECT
1284¿PDG_OBJECT¿¿1190.subObj-o201¿¿¿¿¿PDG_OBJECT
1285¿PDG_CALL¿¿1190.CALL->subKeys.shift-o202¿¿¿¿¿PDG_CALL
1286¿PDG_OBJECT¿¿1190.thisKey-o203¿¿¿¿¿PDG_OBJECT
1287¿PDG_CALL¿¿1190.CALL->subKeys.join-o204¿¿¿¿¿PDG_CALL
1288¿PDG_OBJECT¿¿1190.v68-o205¿¿¿¿¿PDG_OBJECT
1289¿PDG_OBJECT¿¿1190.subObj-o206¿¿¿¿¿PDG_OBJECT
1290¿PDG_OBJECT¿¿1190.subObj.*-o207¿¿¿¿¿PDG_OBJECT
1291¿PDG_CALL¿¿1190.CALL->this.expand-o208¿¿¿¿¿PDG_CALL
1292¿PDG_OBJECT¿¿1190.subExpandedObj-o209¿¿¿¿¿PDG_OBJECT
1293¿PDG_OBJECT¿¿1190.result.*-o210¿¿¿¿¿PDG_OBJECT
1294¿PDG_CALL¿¿1190.CALL->this._merge-o211¿¿¿¿¿PDG_CALL
1295¿PDG_OBJECT¿¿1190.val-o212¿¿¿¿¿PDG_OBJECT
1296¿PDG_CALL¿¿1190.CALL->isArrayKey-o213¿¿¿¿¿PDG_CALL
1297¿PDG_OBJECT¿¿1190.v69-o214¿¿¿¿¿PDG_OBJECT
1298¿PDG_CALL¿¿1190.CALL->fromArrayKey-o215¿¿¿¿¿PDG_CALL
1299¿PDG_OBJECT¿¿1190.arrayKey-o216¿¿¿¿¿PDG_OBJECT
1300¿PDG_OBJECT¿¿1190.arrayKey.name-o217¿¿¿¿¿PDG_OBJECT
1301¿PDG_OBJECT¿¿1190.length-o218¿¿¿¿¿PDG_OBJECT
1302¿PDG_OBJECT¿¿1190.result-o219¿¿¿¿¿PDG_OBJECT
1303¿PDG_OBJECT¿¿1190.result.*-o220¿¿¿¿¿PDG_OBJECT
1304¿PDG_OBJECT¿¿1190.arrayKey.index-o221¿¿¿¿¿PDG_OBJECT
1305¿PDG_OBJECT¿¿1190.v77-o222¿¿¿¿¿PDG_OBJECT
1306¿PDG_OBJECT¿¿1190.v82.*-o223¿¿¿¿¿PDG_OBJECT
1307¿PDG_CALL¿¿1190.CALL->this._merge-o224¿¿¿¿¿PDG_CALL
1308¿PDG_OBJECT¿¿1190.v85-o225¿¿¿¿¿PDG_OBJECT
1309¿PDG_OBJECT¿¿1190.v79-o226¿¿¿¿¿PDG_OBJECT
1310¿PDG_OBJECT¿¿1190.v79.*-o227¿¿¿¿¿PDG_OBJECT
1311¿PDG_OBJECT¿¿1190.result-o228¿¿¿¿¿PDG_OBJECT
1312¿PDG_OBJECT¿¿1190.result.*-o229¿¿¿¿¿PDG_OBJECT
1313¿PDG_RETURN¿¿1190.RET_OBJ-o230¿¿¿¿¿PDG_RETURN
1314¿PDG_CALL¿¿1192.CALL->this.expand-o231¿¿¿¿¿PDG_CALL
1315¿PDG_OBJECT¿¿1192.v60-o232¿¿¿¿¿PDG_OBJECT
1316¿PDG_RETURN¿¿1192.RET_OBJ-o233¿¿¿¿¿PDG_RETURN
1317¿PDG_OBJECT¿¿1200.v88-o234¿¿¿¿¿PDG_OBJECT
1318¿PDG_RETURN¿¿1200.RET_OBJ-o235¿¿¿¿¿PDG_RETURN
1319¿PDG_OBJECT¿¿1200.this.separator-o236¿¿¿¿¿PDG_OBJECT
1320¿PDG_OBJECT¿¿1200.flattened-o237¿¿¿¿¿PDG_OBJECT
1321¿PDG_OBJECT¿¿1200.key-o238¿¿¿¿¿PDG_OBJECT
1322¿PDG_OBJECT¿¿1200.v89-o239¿¿¿¿¿PDG_OBJECT
1323¿PDG_CALL¿¿1200.CALL->Object.keys-o240¿¿¿¿¿PDG_CALL
1324¿PDG_OBJECT¿¿1200.v91-o241¿¿¿¿¿PDG_OBJECT
1325¿PDG_OBJECT¿¿1200.key-o242¿¿¿¿¿PDG_OBJECT
1326¿PDG_OBJECT¿¿1200.nested.*-o243¿¿¿¿¿PDG_OBJECT
1327¿PDG_OBJECT¿¿1200.v92-o244¿¿¿¿¿PDG_OBJECT
1328¿PDG_OBJECT¿¿1200.flattened-o245¿¿¿¿¿PDG_OBJECT
1329¿PDG_OBJECT¿¿1200.flattened.*-o246¿¿¿¿¿PDG_OBJECT
1330¿PDG_RETURN¿¿1200.RET_OBJ-o247¿¿¿¿¿PDG_RETURN
1331¿PDG_OBJECT¿¿1200.flattened-o248¿¿¿¿¿PDG_OBJECT
1332¿PDG_OBJECT¿¿1200.flattened.*-o249¿¿¿¿¿PDG_OBJECT
1333¿PDG_CALL¿¿1200.CALL->this.flatten-o250¿¿¿¿¿PDG_CALL
1334¿PDG_OBJECT¿¿1200.subValues-o251¿¿¿¿¿PDG_OBJECT
1335¿PDG_CALL¿¿1200.CALL->Array.isArray-o252¿¿¿¿¿PDG_CALL
1336¿PDG_OBJECT¿¿1200.isArray-o253¿¿¿¿¿PDG_OBJECT
1337¿PDG_OBJECT¿¿1200.value.length-o254¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿1200.flattened-o255¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿1200.flattened.*-o256¿¿¿¿¿PDG_OBJECT
1340¿PDG_OBJECT¿¿1200.subKey-o257¿¿¿¿¿PDG_OBJECT
1341¿PDG_CALL¿¿1200.CALL->Object.keys-o258¿¿¿¿¿PDG_CALL
1342¿PDG_OBJECT¿¿1200.v95-o259¿¿¿¿¿PDG_OBJECT
1343¿PDG_OBJECT¿¿1200.subKey-o260¿¿¿¿¿PDG_OBJECT
1344¿PDG_OBJECT¿¿1200.fullKey-o261¿¿¿¿¿PDG_OBJECT
1345¿PDG_CALL¿¿1200.CALL->toArrayKey-o262¿¿¿¿¿PDG_CALL
1346¿PDG_OBJECT¿¿1200.v96-o263¿¿¿¿¿PDG_OBJECT
1347¿PDG_OBJECT¿¿1200.fullKey-o264¿¿¿¿¿PDG_OBJECT
1348¿PDG_OBJECT¿¿1200.v97-o265¿¿¿¿¿PDG_OBJECT
1349¿PDG_OBJECT¿¿1200.v97.0-o266¿¿¿¿¿PDG_OBJECT
1350¿PDG_OBJECT¿¿1200.v97.1-o267¿¿¿¿¿PDG_OBJECT
1351¿PDG_CALL¿¿1200.CALL->v97.join-o268¿¿¿¿¿PDG_CALL
1352¿PDG_OBJECT¿¿1200.fullKey-o269¿¿¿¿¿PDG_OBJECT
1353¿PDG_OBJECT¿¿1200.subValues.*-o270¿¿¿¿¿PDG_OBJECT
1354¿PDG_OBJECT¿¿1200.flattened-o271¿¿¿¿¿PDG_OBJECT
1355¿PDG_OBJECT¿¿1200.flattened.*-o272¿¿¿¿¿PDG_OBJECT
1356¿PDG_OBJECT¿¿1214.v101-o273¿¿¿¿¿PDG_OBJECT
1357¿PDG_RETURN¿¿1214.RET_OBJ-o274¿¿¿¿¿PDG_RETURN
1358¿PDG_OBJECT¿¿1214.v103-o275¿¿¿¿¿PDG_OBJECT
1359¿PDG_RETURN¿¿1214.RET_OBJ-o276¿¿¿¿¿PDG_RETURN
1360¿PDG_OBJECT¿¿1214.v104-o277¿¿¿¿¿PDG_OBJECT
1361¿PDG_CALL¿¿1214.CALL->extend-o278¿¿¿¿¿PDG_CALL
1362¿PDG_OBJECT¿¿1214.v106-o279¿¿¿¿¿PDG_OBJECT
1363¿PDG_RETURN¿¿1214.RET_OBJ-o280¿¿¿¿¿PDG_RETURN
