Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
18915¿Program¿¿-1¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":2319,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Program
35212¿PDG_RETURN¿¿0¿33448.RET_OBJ-o4832¿¿¿¿¿PDG_RETURN
35213¿PDG_CALL¿¿33453¿33453.CALL->isArray-o4833¿¿¿¿¿PDG_CALL
35214¿PDG_OBJECT¿¿0¿33453.v1994-o4834¿¿¿¿¿PDG_OBJECT
35215¿PDG_OBJECT¿¿0¿33453.arr-o4835¿¿¿¿¿PDG_OBJECT
35216¿PDG_OBJECT¿¿0¿33453.i-o4836¿¿¿¿¿PDG_OBJECT
35217¿PDG_OBJECT¿¿0¿33453.i-o4837¿¿¿¿¿PDG_OBJECT
35218¿PDG_CALL¿¿33453¿33453.CALL->n.hasOwnProperty-o4838¿¿¿¿¿PDG_CALL
35219¿PDG_OBJECT¿¿0¿33453.v1996-o4839¿¿¿¿¿PDG_OBJECT
35220¿PDG_OBJECT¿¿0¿33453.n.*-o4840¿¿¿¿¿PDG_OBJECT
35221¿PDG_OBJECT¿¿0¿33453.v1998-o4841¿¿¿¿¿PDG_OBJECT
35222¿PDG_OBJECT¿¿0¿33453.v1998.0-o4842¿¿¿¿¿PDG_OBJECT
35223¿PDG_OBJECT¿¿0¿33453.v1998.1-o4843¿¿¿¿¿PDG_OBJECT
35224¿PDG_CALL¿¿33453¿33453.CALL->arr.push-o4844¿¿¿¿¿PDG_CALL
35225¿PDG_OBJECT¿¿0¿33453.v1999-o4845¿¿¿¿¿PDG_OBJECT
35226¿PDG_RETURN¿¿0¿33453.RET_OBJ-o4846¿¿¿¿¿PDG_RETURN
35227¿PDG_OBJECT¿¿0¿33460.this-o4847¿¿¿¿¿PDG_OBJECT
35228¿PDG_OBJECT¿¿0¿33460.chart-o4848¿¿¿¿¿PDG_OBJECT
35229¿PDG_OBJECT¿¿0¿33460.opts-o4849¿¿¿¿¿PDG_OBJECT
35230¿PDG_OBJECT¿¿0¿33460.chartOptions-o4850¿¿¿¿¿PDG_OBJECT
35231¿PDG_OBJECT¿¿0¿33458.v2035-o4851¿¿¿¿¿PDG_OBJECT
35232¿PDG_RETURN¿¿0¿33458.RET_OBJ-o4852¿¿¿¿¿PDG_RETURN
35233¿PDG_OBJECT¿¿0¿33460.chart.data-o4853¿¿¿¿¿PDG_OBJECT
35234¿PDG_OBJECT¿¿0¿33460.v2000-o4854¿¿¿¿¿PDG_OBJECT
35235¿PDG_CALL¿¿33460¿33460.CALL->merge-o4855¿¿¿¿¿PDG_CALL
35236¿PDG_OBJECT¿¿0¿33460.options-o4856¿¿¿¿¿PDG_OBJECT
35237¿PDG_OBJECT¿¿0¿33460.v2001-o4857¿¿¿¿¿PDG_OBJECT
35238¿PDG_CALL¿¿33460¿33460.CALL->merge-o4858¿¿¿¿¿PDG_CALL
35239¿PDG_OBJECT¿¿0¿33460.options-o4859¿¿¿¿¿PDG_OBJECT
35240¿PDG_OBJECT¿¿0¿33460.chart.hideLegend-o4860¿¿¿¿¿PDG_OBJECT
35241¿PDG_OBJECT¿¿0¿33460.v2004-o4861¿¿¿¿¿PDG_OBJECT
35242¿PDG_OBJECT¿¿0¿33460.opts.legend-o4862¿¿¿¿¿PDG_OBJECT
35243¿PDG_CALL¿¿33460¿33460.CALL->hideLegend-o4863¿¿¿¿¿PDG_CALL
35244¿PDG_OBJECT¿¿0¿33460.v2008-o4864¿¿¿¿¿PDG_OBJECT
35245¿PDG_OBJECT¿¿0¿33460.opts.title-o4865¿¿¿¿¿PDG_OBJECT
35246¿PDG_CALL¿¿33460¿33460.CALL->setTitle-o4866¿¿¿¿¿PDG_CALL
35247¿PDG_OBJECT¿¿0¿33460.v2011-o4867¿¿¿¿¿PDG_OBJECT
35248¿PDG_OBJECT¿¿0¿33460.v2012-o4868¿¿¿¿¿PDG_OBJECT
35249¿PDG_OBJECT¿¿0¿33460.opts.min-o4869¿¿¿¿¿PDG_OBJECT
35250¿PDG_CALL¿¿33460¿33460.CALL->setMin-o4870¿¿¿¿¿PDG_CALL
35251¿PDG_OBJECT¿¿0¿33460.v2014-o4871¿¿¿¿¿PDG_OBJECT
35252¿PDG_CALL¿¿33460¿33460.CALL->negativeValues-o4872¿¿¿¿¿PDG_CALL
35253¿PDG_OBJECT¿¿0¿33460.v2015-o4873¿¿¿¿¿PDG_OBJECT
35254¿PDG_CALL¿¿33460¿33460.CALL->setMin-o4874¿¿¿¿¿PDG_CALL
35255¿PDG_OBJECT¿¿0¿33460.v2017-o4875¿¿¿¿¿PDG_OBJECT
35256¿PDG_OBJECT¿¿0¿33460.opts.max-o4876¿¿¿¿¿PDG_OBJECT
35257¿PDG_CALL¿¿33460¿33460.CALL->setMax-o4877¿¿¿¿¿PDG_CALL
35258¿PDG_OBJECT¿¿0¿33460.v2020-o4878¿¿¿¿¿PDG_OBJECT
35259¿PDG_OBJECT¿¿0¿33460.v2021-o4879¿¿¿¿¿PDG_OBJECT
35260¿PDG_OBJECT¿¿0¿33460.opts.stacked-o4880¿¿¿¿¿PDG_OBJECT
35261¿PDG_CALL¿¿33460¿33460.CALL->setStacked-o4881¿¿¿¿¿PDG_CALL
35262¿PDG_OBJECT¿¿0¿33460.v2023-o4882¿¿¿¿¿PDG_OBJECT
35263¿PDG_OBJECT¿¿0¿33460.opts.colors-o4883¿¿¿¿¿PDG_OBJECT
35264¿PDG_OBJECT¿¿0¿33460.options-o4884¿¿¿¿¿PDG_OBJECT
35265¿PDG_OBJECT¿¿0¿33460.options.colors-o4885¿¿¿¿¿PDG_OBJECT
35266¿PDG_OBJECT¿¿0¿33460.opts.xtitle-o4886¿¿¿¿¿PDG_OBJECT
35267¿PDG_CALL¿¿33460¿33460.CALL->setXtitle-o4887¿¿¿¿¿PDG_CALL
35268¿PDG_OBJECT¿¿0¿33460.v2028-o4888¿¿¿¿¿PDG_OBJECT
35269¿PDG_OBJECT¿¿0¿33460.opts.ytitle-o4889¿¿¿¿¿PDG_OBJECT
35270¿PDG_CALL¿¿33460¿33460.CALL->setYtitle-o4890¿¿¿¿¿PDG_CALL
35271¿PDG_OBJECT¿¿0¿33460.v2031-o4891¿¿¿¿¿PDG_OBJECT
35272¿PDG_OBJECT¿¿0¿33460.opts.library-o4892¿¿¿¿¿PDG_OBJECT
35273¿PDG_OBJECT¿¿0¿33460.v2033-o4893¿¿¿¿¿PDG_OBJECT
35274¿PDG_CALL¿¿33460¿33460.CALL->merge-o4894¿¿¿¿¿PDG_CALL
35275¿PDG_OBJECT¿¿0¿33460.options-o4895¿¿¿¿¿PDG_OBJECT
35276¿PDG_RETURN¿¿0¿33460.RET_OBJ-o4896¿¿¿¿¿PDG_RETURN
35277¿PDG_OBJECT¿¿0¿33471.a.0-o4897¿¿¿¿¿PDG_OBJECT
35278¿PDG_CALL¿¿33471¿33471.CALL->v2036.getTime-o4898¿¿¿¿¿PDG_CALL
35279¿PDG_OBJECT¿¿0¿33471.v2037-o4899¿¿¿¿¿PDG_OBJECT
35280¿PDG_OBJECT¿¿0¿33471.b.0-o4900¿¿¿¿¿PDG_OBJECT
35281¿PDG_CALL¿¿33471¿33471.CALL->v2038.getTime-o4901¿¿¿¿¿PDG_CALL
35282¿PDG_OBJECT¿¿0¿33471.v2039-o4902¿¿¿¿¿PDG_OBJECT
35283¿PDG_OBJECT¿¿0¿33471.v2040-o4903¿¿¿¿¿PDG_OBJECT
35284¿PDG_RETURN¿¿0¿33471.RET_OBJ-o4904¿¿¿¿¿PDG_RETURN
35285¿PDG_OBJECT¿¿0¿33473.a.0-o4905¿¿¿¿¿PDG_OBJECT
35286¿PDG_OBJECT¿¿0¿33473.b.0-o4906¿¿¿¿¿PDG_OBJECT
35287¿PDG_OBJECT¿¿0¿33473.v2043-o4907¿¿¿¿¿PDG_OBJECT
35288¿PDG_RETURN¿¿0¿33473.RET_OBJ-o4908¿¿¿¿¿PDG_RETURN
35289¿PDG_OBJECT¿¿0¿33475.v2044-o4909¿¿¿¿¿PDG_OBJECT
35290¿PDG_RETURN¿¿0¿33475.RET_OBJ-o4910¿¿¿¿¿PDG_RETURN
35291¿PDG_CALL¿¿33477¿33477.CALL->d.getMilliseconds-o4911¿¿¿¿¿PDG_CALL
35292¿PDG_OBJECT¿¿0¿33477.v2045-o4912¿¿¿¿¿PDG_OBJECT
35293¿PDG_OBJECT¿¿0¿33477.v2046-o4913¿¿¿¿¿PDG_OBJECT
35294¿PDG_CALL¿¿33477¿33477.CALL->d.getSeconds-o4914¿¿¿¿¿PDG_CALL
35295¿PDG_OBJECT¿¿0¿33477.v2047-o4915¿¿¿¿¿PDG_OBJECT
35296¿PDG_OBJECT¿¿0¿33477.v2048-o4916¿¿¿¿¿PDG_OBJECT
35297¿PDG_OBJECT¿¿0¿33477.v2049-o4917¿¿¿¿¿PDG_OBJECT
35298¿PDG_RETURN¿¿0¿33477.RET_OBJ-o4918¿¿¿¿¿PDG_RETURN
35299¿PDG_CALL¿¿33479¿33479.CALL->isMinute-o4919¿¿¿¿¿PDG_CALL
35300¿PDG_OBJECT¿¿0¿33479.v2050-o4920¿¿¿¿¿PDG_OBJECT
35301¿PDG_CALL¿¿33479¿33479.CALL->d.getMinutes-o4921¿¿¿¿¿PDG_CALL
35302¿PDG_OBJECT¿¿0¿33479.v2051-o4922¿¿¿¿¿PDG_OBJECT
35303¿PDG_OBJECT¿¿0¿33479.v2052-o4923¿¿¿¿¿PDG_OBJECT
35304¿PDG_OBJECT¿¿0¿33479.v2053-o4924¿¿¿¿¿PDG_OBJECT
35305¿PDG_RETURN¿¿0¿33479.RET_OBJ-o4925¿¿¿¿¿PDG_RETURN
35306¿PDG_CALL¿¿33481¿33481.CALL->isHour-o4926¿¿¿¿¿PDG_CALL
35307¿PDG_OBJECT¿¿0¿33481.v2054-o4927¿¿¿¿¿PDG_OBJECT
35308¿PDG_CALL¿¿33481¿33481.CALL->d.getHours-o4928¿¿¿¿¿PDG_CALL
35309¿PDG_OBJECT¿¿0¿33481.v2055-o4929¿¿¿¿¿PDG_OBJECT
35310¿PDG_OBJECT¿¿0¿33481.v2056-o4930¿¿¿¿¿PDG_OBJECT
35311¿PDG_OBJECT¿¿0¿33481.v2057-o4931¿¿¿¿¿PDG_OBJECT
35312¿PDG_RETURN¿¿0¿33481.RET_OBJ-o4932¿¿¿¿¿PDG_RETURN
35313¿PDG_CALL¿¿33483¿33483.CALL->isDay-o4933¿¿¿¿¿PDG_CALL
35314¿PDG_OBJECT¿¿0¿33483.v2058-o4934¿¿¿¿¿PDG_OBJECT
35315¿PDG_CALL¿¿33483¿33483.CALL->d.getDay-o4935¿¿¿¿¿PDG_CALL
35316¿PDG_OBJECT¿¿0¿33483.v2059-o4936¿¿¿¿¿PDG_OBJECT
35317¿PDG_OBJECT¿¿0¿33483.v2060-o4937¿¿¿¿¿PDG_OBJECT
35318¿PDG_OBJECT¿¿0¿33483.v2061-o4938¿¿¿¿¿PDG_OBJECT
35319¿PDG_RETURN¿¿0¿33483.RET_OBJ-o4939¿¿¿¿¿PDG_RETURN
35320¿PDG_CALL¿¿33485¿33485.CALL->isDay-o4940¿¿¿¿¿PDG_CALL
35321¿PDG_OBJECT¿¿0¿33485.v2062-o4941¿¿¿¿¿PDG_OBJECT
35322¿PDG_CALL¿¿33485¿33485.CALL->d.getDate-o4942¿¿¿¿¿PDG_CALL
35323¿PDG_OBJECT¿¿0¿33485.v2063-o4943¿¿¿¿¿PDG_OBJECT
35324¿PDG_OBJECT¿¿0¿33485.v2064-o4944¿¿¿¿¿PDG_OBJECT
35325¿PDG_OBJECT¿¿0¿33485.v2065-o4945¿¿¿¿¿PDG_OBJECT
35326¿PDG_RETURN¿¿0¿33485.RET_OBJ-o4946¿¿¿¿¿PDG_RETURN
35327¿PDG_CALL¿¿33487¿33487.CALL->isMonth-o4947¿¿¿¿¿PDG_CALL
35328¿PDG_OBJECT¿¿0¿33487.v2066-o4948¿¿¿¿¿PDG_OBJECT
35329¿PDG_CALL¿¿33487¿33487.CALL->d.getMonth-o4949¿¿¿¿¿PDG_CALL
35330¿PDG_OBJECT¿¿0¿33487.v2067-o4950¿¿¿¿¿PDG_OBJECT
35331¿PDG_OBJECT¿¿0¿33487.v2068-o4951¿¿¿¿¿PDG_OBJECT
35332¿PDG_OBJECT¿¿0¿33487.v2069-o4952¿¿¿¿¿PDG_OBJECT
35333¿PDG_RETURN¿¿0¿33487.RET_OBJ-o4953¿¿¿¿¿PDG_RETURN
35334¿PDG_CALL¿¿33489¿33489.CALL->toDate-o4954¿¿¿¿¿PDG_CALL
35335¿PDG_OBJECT¿¿0¿33489.v2070-o4955¿¿¿¿¿PDG_OBJECT
35336¿PDG_CALL¿¿33489¿33489.CALL->isNaN-o4956¿¿¿¿¿PDG_CALL
35337¿PDG_OBJECT¿¿0¿33489.v2071-o4957¿¿¿¿¿PDG_OBJECT
35338¿PDG_CALL¿¿33489¿33489.CALL->toStr-o4958¿¿¿¿¿PDG_CALL
35339¿PDG_OBJECT¿¿0¿33489.v2073-o4959¿¿¿¿¿PDG_OBJECT
35340¿PDG_OBJECT¿¿0¿33489.v2073.length-o4960¿¿¿¿¿PDG_OBJECT
35341¿PDG_OBJECT¿¿0¿33489.v2075-o4961¿¿¿¿¿PDG_OBJECT
35342¿PDG_OBJECT¿¿0¿33489.v2076-o4962¿¿¿¿¿PDG_OBJECT
35343¿PDG_RETURN¿¿0¿33489.RET_OBJ-o4963¿¿¿¿¿PDG_RETURN
35344¿PDG_OBJECT¿¿0¿33491.v2078-o4964¿¿¿¿¿PDG_OBJECT
35345¿PDG_RETURN¿¿0¿33491.RET_OBJ-o4965¿¿¿¿¿PDG_RETURN
35346¿PDG_OBJECT¿¿0¿33493.pre-o4966¿¿¿¿¿PDG_OBJECT
35347¿PDG_OBJECT¿¿0¿33493.options.prefix-o4967¿¿¿¿¿PDG_OBJECT
35348¿PDG_OBJECT¿¿0¿33493.v2080-o4968¿¿¿¿¿PDG_OBJECT
35349¿PDG_OBJECT¿¿0¿33493.value-o4969¿¿¿¿¿PDG_OBJECT
35350¿PDG_OBJECT¿¿0¿33493.options.thousands-o4970¿¿¿¿¿PDG_OBJECT
35351¿PDG_OBJECT¿¿0¿33493.options.decimal-o4971¿¿¿¿¿PDG_OBJECT
35352¿PDG_CALL¿¿33493¿33493.CALL->toStr-o4972¿¿¿¿¿PDG_CALL
35353¿PDG_OBJECT¿¿0¿33493.value-o4973¿¿¿¿¿PDG_OBJECT
35354¿PDG_CALL¿¿33493¿33493.CALL->value.split-o4974¿¿¿¿¿PDG_CALL
35355¿PDG_OBJECT¿¿0¿33493.parts-o4975¿¿¿¿¿PDG_OBJECT
35356¿PDG_OBJECT¿¿0¿33493.parts.0-o4976¿¿¿¿¿PDG_OBJECT
35357¿PDG_CALL¿¿33493¿33493.CALL->value.replace-o4977¿¿¿¿¿PDG_CALL
35358¿PDG_OBJECT¿¿0¿33493.value-o4978¿¿¿¿¿PDG_OBJECT
35359¿PDG_OBJECT¿¿0¿33493.parts.length-o4979¿¿¿¿¿PDG_OBJECT
35360¿PDG_OBJECT¿¿0¿33493.v2088-o4980¿¿¿¿¿PDG_OBJECT
35361¿PDG_OBJECT¿¿0¿33493.v2090-o4981¿¿¿¿¿PDG_OBJECT
35362¿PDG_OBJECT¿¿0¿33493.parts.1-o4982¿¿¿¿¿PDG_OBJECT
35363¿PDG_OBJECT¿¿0¿33493.value-o4983¿¿¿¿¿PDG_OBJECT
35364¿PDG_OBJECT¿¿0¿33493.v2092-o4984¿¿¿¿¿PDG_OBJECT
35365¿PDG_OBJECT¿¿0¿33493.options.suffix-o4985¿¿¿¿¿PDG_OBJECT
35366¿PDG_OBJECT¿¿0¿33493.v2094-o4986¿¿¿¿¿PDG_OBJECT
35367¿PDG_OBJECT¿¿0¿33493.v2095-o4987¿¿¿¿¿PDG_OBJECT
35368¿PDG_RETURN¿¿0¿33493.RET_OBJ-o4988¿¿¿¿¿PDG_RETURN
35369¿PDG_OBJECT¿¿0¿33500.v2096-o4989¿¿¿¿¿PDG_OBJECT
35370¿PDG_OBJECT¿¿0¿33500.series.*-o4990¿¿¿¿¿PDG_OBJECT
35371¿PDG_RETURN¿¿0¿33500.RET_OBJ-o4991¿¿¿¿¿PDG_RETURN
35372¿PDG_OBJECT¿¿0¿33500.chart.options-o4992¿¿¿¿¿PDG_OBJECT
35373¿PDG_OBJECT¿¿0¿33500.v2099-o4993¿¿¿¿¿PDG_OBJECT
35374¿PDG_OBJECT¿¿0¿33500.v2100.*-o4994¿¿¿¿¿PDG_OBJECT
35375¿PDG_RETURN¿¿0¿33500.RET_OBJ-o4995¿¿¿¿¿PDG_RETURN
35376¿PDG_RETURN¿¿0¿33500.RET_OBJ-o4996¿¿¿¿¿PDG_RETURN
35377¿PDG_OBJECT¿¿0¿33504.i-o4997¿¿¿¿¿PDG_OBJECT
35378¿PDG_OBJECT¿¿0¿33504.j-o4998¿¿¿¿¿PDG_OBJECT
35379¿PDG_OBJECT¿¿0¿33504.d-o4999¿¿¿¿¿PDG_OBJECT
35380¿PDG_OBJECT¿¿0¿33504.data.length-o5000¿¿¿¿¿PDG_OBJECT
35381¿PDG_OBJECT¿¿0¿33504.v2103-o5001¿¿¿¿¿PDG_OBJECT
35382¿PDG_OBJECT¿¿0¿33504.data.*-o5002¿¿¿¿¿PDG_OBJECT
35383¿PDG_OBJECT¿¿0¿33504.v2105.data-o5003¿¿¿¿¿PDG_OBJECT
35384¿PDG_OBJECT¿¿0¿33504.d.length-o5004¿¿¿¿¿PDG_OBJECT
35385¿PDG_OBJECT¿¿0¿33504.v2107-o5005¿¿¿¿¿PDG_OBJECT
35386¿PDG_OBJECT¿¿0¿33504.d.*-o5006¿¿¿¿¿PDG_OBJECT
35387¿PDG_OBJECT¿¿0¿33504.v2109.1-o5007¿¿¿¿¿PDG_OBJECT
35388¿PDG_OBJECT¿¿0¿33504.v2111-o5008¿¿¿¿¿PDG_OBJECT
35389¿PDG_RETURN¿¿0¿33504.RET_OBJ-o5009¿¿¿¿¿PDG_RETURN
35390¿PDG_OBJECT¿¿0¿33504.v2107-o5010¿¿¿¿¿PDG_OBJECT
35391¿PDG_OBJECT¿¿0¿33504.v2103-o5011¿¿¿¿¿PDG_OBJECT
35392¿PDG_RETURN¿¿0¿33504.RET_OBJ-o5012¿¿¿¿¿PDG_RETURN
35393¿PDG_OBJECT¿¿0¿33509.v2127-o5013¿¿¿¿¿PDG_OBJECT
35394¿PDG_OBJECT¿¿0¿33509.options.legend-o5014¿¿¿¿¿PDG_OBJECT
35395¿PDG_OBJECT¿¿0¿33509.v2128-o5015¿¿¿¿¿PDG_OBJECT
35396¿PDG_OBJECT¿¿0¿33509.v2128.display-o5016¿¿¿¿¿PDG_OBJECT
35397¿PDG_OBJECT¿¿0¿33509.v2131-o5017¿¿¿¿¿PDG_OBJECT
35398¿PDG_OBJECT¿¿0¿33509.v2132-o5018¿¿¿¿¿PDG_OBJECT
35399¿PDG_OBJECT¿¿0¿33509.v2133-o5019¿¿¿¿¿PDG_OBJECT
35400¿PDG_OBJECT¿¿0¿33509.v2133.position-o5020¿¿¿¿¿PDG_OBJECT
35401¿PDG_OBJECT¿¿0¿33509.v2134-o5021¿¿¿¿¿PDG_OBJECT
35402¿PDG_OBJECT¿¿0¿33509.v2134.display-o5022¿¿¿¿¿PDG_OBJECT
35403¿PDG_OBJECT¿¿0¿33514.options.title-o5023¿¿¿¿¿PDG_OBJECT
35404¿PDG_OBJECT¿¿0¿33514.v2135-o5024¿¿¿¿¿PDG_OBJECT
35405¿PDG_OBJECT¿¿0¿33514.v2135.display-o5025¿¿¿¿¿PDG_OBJECT
35406¿PDG_OBJECT¿¿0¿33514.v2136-o5026¿¿¿¿¿PDG_OBJECT
35407¿PDG_OBJECT¿¿0¿33514.v2136.text-o5027¿¿¿¿¿PDG_OBJECT
35408¿PDG_OBJECT¿¿0¿33516.v2137-o5028¿¿¿¿¿PDG_OBJECT
35409¿PDG_CALL¿¿33516¿33516.CALL->toFloat-o5029¿¿¿¿¿PDG_CALL
35410¿PDG_OBJECT¿¿0¿33516.v2142-o5030¿¿¿¿¿PDG_OBJECT
35411¿PDG_OBJECT¿¿0¿33516.v2141-o5031¿¿¿¿¿PDG_OBJECT
35412¿PDG_OBJECT¿¿0¿33516.v2141.min-o5032¿¿¿¿¿PDG_OBJECT
35413¿PDG_CALL¿¿33519¿33519.CALL->toFloat-o5033¿¿¿¿¿PDG_CALL
35414¿PDG_OBJECT¿¿0¿33519.v2147-o5034¿¿¿¿¿PDG_OBJECT
35415¿PDG_OBJECT¿¿0¿33519.v2146-o5035¿¿¿¿¿PDG_OBJECT
35416¿PDG_OBJECT¿¿0¿33519.v2146.max-o5036¿¿¿¿¿PDG_OBJECT
35417¿PDG_OBJECT¿¿0¿33521.v2148-o5037¿¿¿¿¿PDG_OBJECT
35418¿PDG_CALL¿¿33521¿33521.CALL->toFloat-o5038¿¿¿¿¿PDG_CALL
35419¿PDG_OBJECT¿¿0¿33521.v2153-o5039¿¿¿¿¿PDG_OBJECT
35420¿PDG_OBJECT¿¿0¿33521.v2152-o5040¿¿¿¿¿PDG_OBJECT
35421¿PDG_OBJECT¿¿0¿33521.v2152.min-o5041¿¿¿¿¿PDG_OBJECT
35422¿PDG_CALL¿¿33524¿33524.CALL->toFloat-o5042¿¿¿¿¿PDG_CALL
35423¿PDG_OBJECT¿¿0¿33524.v2158-o5043¿¿¿¿¿PDG_OBJECT
35424¿PDG_OBJECT¿¿0¿33524.v2157-o5044¿¿¿¿¿PDG_OBJECT
35425¿PDG_OBJECT¿¿0¿33524.v2157.max-o5045¿¿¿¿¿PDG_OBJECT
35426¿PDG_OBJECT¿¿0¿33526.options.scales-o5046¿¿¿¿¿PDG_OBJECT
35427¿PDG_OBJECT¿¿0¿33526.v2159.xAxes-o5047¿¿¿¿¿PDG_OBJECT
35428¿PDG_OBJECT¿¿0¿33526.v2160.0-o5048¿¿¿¿¿PDG_OBJECT
35429¿PDG_OBJECT¿¿0¿33526.v2161-o5049¿¿¿¿¿PDG_OBJECT
35430¿PDG_OBJECT¿¿0¿33526.v2161.stacked-o5050¿¿¿¿¿PDG_OBJECT
35431¿PDG_OBJECT¿¿0¿33526.v2164.yAxes-o5051¿¿¿¿¿PDG_OBJECT
35432¿PDG_OBJECT¿¿0¿33526.v2165.0-o5052¿¿¿¿¿PDG_OBJECT
35433¿PDG_OBJECT¿¿0¿33526.v2166-o5053¿¿¿¿¿PDG_OBJECT
35434¿PDG_OBJECT¿¿0¿33526.v2166.stacked-o5054¿¿¿¿¿PDG_OBJECT
35435¿PDG_OBJECT¿¿0¿33528.options.scales-o5055¿¿¿¿¿PDG_OBJECT
35436¿PDG_OBJECT¿¿0¿33528.v2169.xAxes-o5056¿¿¿¿¿PDG_OBJECT
35437¿PDG_OBJECT¿¿0¿33528.v2170.0-o5057¿¿¿¿¿PDG_OBJECT
35438¿PDG_OBJECT¿¿0¿33528.v2171.scaleLabel-o5058¿¿¿¿¿PDG_OBJECT
35439¿PDG_OBJECT¿¿0¿33528.v2172-o5059¿¿¿¿¿PDG_OBJECT
35440¿PDG_OBJECT¿¿0¿33528.v2172.display-o5060¿¿¿¿¿PDG_OBJECT
35441¿PDG_OBJECT¿¿0¿33528.v2176-o5061¿¿¿¿¿PDG_OBJECT
35442¿PDG_OBJECT¿¿0¿33528.v2176.labelString-o5062¿¿¿¿¿PDG_OBJECT
35443¿PDG_OBJECT¿¿0¿33530.options.scales-o5063¿¿¿¿¿PDG_OBJECT
35444¿PDG_OBJECT¿¿0¿33530.v2177.yAxes-o5064¿¿¿¿¿PDG_OBJECT
35445¿PDG_OBJECT¿¿0¿33530.v2178.0-o5065¿¿¿¿¿PDG_OBJECT
35446¿PDG_OBJECT¿¿0¿33530.v2179.scaleLabel-o5066¿¿¿¿¿PDG_OBJECT
35447¿PDG_OBJECT¿¿0¿33530.v2180-o5067¿¿¿¿¿PDG_OBJECT
35448¿PDG_OBJECT¿¿0¿33530.v2180.display-o5068¿¿¿¿¿PDG_OBJECT
35449¿PDG_OBJECT¿¿0¿33530.v2184-o5069¿¿¿¿¿PDG_OBJECT
35450¿PDG_OBJECT¿¿0¿33530.v2184.labelString-o5070¿¿¿¿¿PDG_OBJECT
35451¿PDG_CALL¿¿33532¿33532.CALL->undefined.exec-o5071¿¿¿¿¿PDG_CALL
35452¿PDG_OBJECT¿¿0¿33532.result-o5072¿¿¿¿¿PDG_OBJECT
35453¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
35454¿PDG_OBJECT¿¿0¿33532.result.1-o5073¿¿¿¿¿PDG_OBJECT
35455¿PDG_CALL¿¿33532¿33532.CALL->parseInt-o5074¿¿¿¿¿PDG_CALL
35456¿PDG_OBJECT¿¿0¿33532.v2186-o5075¿¿¿¿¿PDG_OBJECT
35457¿PDG_OBJECT¿¿0¿33532.v2187-o5076¿¿¿¿¿PDG_OBJECT
35458¿PDG_OBJECT¿¿0¿33532.v2188-o5077¿¿¿¿¿PDG_OBJECT
35459¿PDG_OBJECT¿¿0¿33532.result.2-o5078¿¿¿¿¿PDG_OBJECT
35460¿PDG_CALL¿¿33532¿33532.CALL->parseInt-o5079¿¿¿¿¿PDG_CALL
35461¿PDG_OBJECT¿¿0¿33532.v2190-o5080¿¿¿¿¿PDG_OBJECT
35462¿PDG_OBJECT¿¿0¿33532.v2191-o5081¿¿¿¿¿PDG_OBJECT
35463¿PDG_OBJECT¿¿0¿33532.v2192-o5082¿¿¿¿¿PDG_OBJECT
35464¿PDG_OBJECT¿¿0¿33532.result.3-o5083¿¿¿¿¿PDG_OBJECT
35465¿PDG_CALL¿¿33532¿33532.CALL->parseInt-o5084¿¿¿¿¿PDG_CALL
35466¿PDG_OBJECT¿¿0¿33532.v2194-o5085¿¿¿¿¿PDG_OBJECT
35467¿PDG_OBJECT¿¿0¿33532.v2195-o5086¿¿¿¿¿PDG_OBJECT
35468¿PDG_OBJECT¿¿0¿33532.v2196-o5087¿¿¿¿¿PDG_OBJECT
35469¿PDG_OBJECT¿¿0¿33532.v2197-o5088¿¿¿¿¿PDG_OBJECT
35470¿PDG_OBJECT¿¿0¿33532.v2198-o5089¿¿¿¿¿PDG_OBJECT
35471¿PDG_OBJECT¿¿0¿33532.v2199-o5090¿¿¿¿¿PDG_OBJECT
35472¿PDG_RETURN¿¿0¿33532.RET_OBJ-o5091¿¿¿¿¿PDG_RETURN
35473¿PDG_OBJECT¿¿0¿33535.v2200-o5092¿¿¿¿¿PDG_OBJECT
35474¿PDG_RETURN¿¿0¿33535.RET_OBJ-o5093¿¿¿¿¿PDG_RETURN
35475¿PDG_OBJECT¿¿0¿33537.chart.element-o5094¿¿¿¿¿PDG_OBJECT
35476¿PDG_OBJECT¿¿0¿33537.v2201.offsetWidth-o5095¿¿¿¿¿PDG_OBJECT
35477¿PDG_OBJECT¿¿0¿33537.v2203-o5096¿¿¿¿¿PDG_OBJECT
35478¿PDG_OBJECT¿¿0¿33537.data.labels-o5097¿¿¿¿¿PDG_OBJECT
35479¿PDG_OBJECT¿¿0¿33537.v2204.length-o5098¿¿¿¿¿PDG_OBJECT
35480¿PDG_OBJECT¿¿0¿33537.v2206-o5099¿¿¿¿¿PDG_OBJECT
35481¿PDG_CALL¿¿33537¿33537.CALL->Math.ceil-o5100¿¿¿¿¿PDG_CALL
35482¿PDG_OBJECT¿¿0¿33537.maxLabelSize-o5101¿¿¿¿¿PDG_OBJECT
