Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1067¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":231,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Program
1483¿VariableDeclarator¿¿1881¿flags¿¿¿{"start":{"line":148,"column":10},"end":{"line":148,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1484¿CallExpression¿¿1881¿¿¿¿{"start":{"line":148,"column":18},"end":{"line":148,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1485¿MemberExpression¿¿1881¿¿¿¿{"start":{"line":148,"column":18},"end":{"line":148,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1486¿Identifier¿¿1881¿v119¿¿¿¿¿Identifier
1487¿Identifier¿¿1881¿join¿¿¿{"start":{"line":148,"column":29},"end":{"line":148,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1488¿Literal¿string¿1881¿¿' '¿¿{"start":{"line":148,"column":34},"end":{"line":148,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1489¿VariableDeclarator¿¿1881¿proto¿¿¿{"start":{"line":149,"column":10},"end":{"line":149,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1490¿VariableDeclarator¿¿1881¿v120¿¿¿{"start":{"line":149,"column":19},"end":{"line":149,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1491¿MemberExpression¿¿1881¿¿¿¿{"start":{"line":149,"column":19},"end":{"line":149,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1492¿Identifier¿¿1881¿opts¿¿¿{"start":{"line":149,"column":19},"end":{"line":149,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1493¿Identifier¿¿1881¿udp¿¿¿{"start":{"line":149,"column":24},"end":{"line":149,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1494¿IfStatement¿¿1881¿¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿IfStatement
1495¿Identifier¿¿1881¿v120¿¿¿¿¿Identifier
1496¿ExpressionStatement¿¿1881¿¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1497¿AssignmentExpression¿=¿1881¿¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1498¿Identifier¿¿1881¿proto¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1499¿Literal¿string¿1881¿¿' -sU'¿¿{"start":{"line":149,"column":31},"end":{"line":149,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1500¿BlockStatement¿¿1881¿¿¿¿¿¿BlockStatement
1501¿ExpressionStatement¿¿1881¿¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1502¿AssignmentExpression¿=¿1881¿¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1503¿Identifier¿¿1881¿proto¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1504¿Literal¿string¿1881¿¿' '¿¿{"start":{"line":149,"column":40},"end":{"line":149,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1505¿BlockStatement¿¿1881¿¿¿¿¿¿BlockStatement
1506¿VariableDeclarator¿¿1881¿v121¿¿¿{"start":{"line":150,"column":33},"end":{"line":150,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1507¿MemberExpression¿¿1881¿¿¿¿{"start":{"line":150,"column":33},"end":{"line":150,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1508¿Identifier¿¿1881¿opts¿¿¿{"start":{"line":150,"column":33},"end":{"line":150,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1509¿Identifier¿¿1881¿timeout¿¿¿{"start":{"line":150,"column":38},"end":{"line":150,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1510¿VariableDeclarator¿¿1881¿to¿¿¿{"start":{"line":150,"column":10},"end":{"line":150,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1511¿TemplateLiteral¿¿1881¿¿¿¿{"start":{"line":150,"column":15},"end":{"line":150,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿TemplateLiteral
1512¿Identifier¿¿1881¿v121¿¿¿¿¿Identifier
1513¿VariableDeclarator¿¿1881¿ipv6¿¿¿{"start":{"line":151,"column":10},"end":{"line":152,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1514¿VariableDeclarator¿¿1881¿v122¿¿¿{"start":{"line":151,"column":34},"end":{"line":151,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1515¿MemberExpression¿¿1881¿¿¿¿{"start":{"line":151,"column":34},"end":{"line":151,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1516¿Identifier¿¿1881¿validation¿¿¿{"start":{"line":151,"column":34},"end":{"line":151,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1517¿Identifier¿¿1881¿patterns¿¿¿{"start":{"line":151,"column":45},"end":{"line":151,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1518¿VariableDeclarator¿¿1881¿v123¿¿¿{"start":{"line":151,"column":34},"end":{"line":151,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1519¿MemberExpression¿¿1881¿¿¿¿{"start":{"line":151,"column":34},"end":{"line":151,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1520¿Identifier¿¿1881¿v122¿¿¿¿¿Identifier
1521¿Identifier¿¿1881¿IPv6¿¿¿{"start":{"line":151,"column":54},"end":{"line":151,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1522¿VariableDeclarator¿¿1881¿v124¿¿¿{"start":{"line":151,"column":18},"end":{"line":151,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1523¿CallExpression¿¿1881¿¿¿¿{"start":{"line":151,"column":18},"end":{"line":151,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1524¿MemberExpression¿¿1881¿¿¿¿{"start":{"line":151,"column":18},"end":{"line":151,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1525¿Identifier¿¿1881¿validation¿¿¿{"start":{"line":151,"column":18},"end":{"line":151,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1526¿Identifier¿¿1881¿test¿¿¿{"start":{"line":151,"column":29},"end":{"line":151,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1527¿Identifier¿¿1881¿v123¿¿¿¿¿Identifier
1528¿Identifier¿¿1881¿block¿¿¿{"start":{"line":151,"column":60},"end":{"line":151,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1529¿IfStatement¿¿1881¿¿¿¿{"start":{"line":151,"column":17},"end":{"line":152,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿IfStatement
1530¿Identifier¿¿1881¿v124¿¿¿¿¿Identifier
1531¿ExpressionStatement¿¿1881¿¿¿¿{"start":{"line":151,"column":17},"end":{"line":152,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1532¿AssignmentExpression¿=¿1881¿¿¿¿{"start":{"line":151,"column":17},"end":{"line":152,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1533¿Identifier¿¿1881¿ipv6¿¿¿{"start":{"line":151,"column":17},"end":{"line":152,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1534¿Literal¿string¿1881¿¿' -6 '¿¿{"start":{"line":152,"column":6},"end":{"line":152,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1535¿BlockStatement¿¿1881¿¿¿¿¿¿BlockStatement
1536¿ExpressionStatement¿¿1881¿¿¿¿{"start":{"line":151,"column":17},"end":{"line":152,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1537¿AssignmentExpression¿=¿1881¿¿¿¿{"start":{"line":151,"column":17},"end":{"line":152,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1538¿Identifier¿¿1881¿ipv6¿¿¿{"start":{"line":151,"column":17},"end":{"line":152,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1539¿Literal¿string¿1881¿¿' '¿¿{"start":{"line":152,"column":15},"end":{"line":152,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1540¿BlockStatement¿¿1881¿¿¿¿¿¿BlockStatement
1541¿VariableDeclarator¿¿1881¿v125¿¿¿{"start":{"line":154,"column":12},"end":{"line":154,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1542¿MemberExpression¿¿1881¿¿¿¿{"start":{"line":154,"column":12},"end":{"line":154,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1543¿Identifier¿¿1881¿opts¿¿¿{"start":{"line":154,"column":12},"end":{"line":154,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1544¿Identifier¿¿1881¿ports¿¿¿{"start":{"line":154,"column":17},"end":{"line":154,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1545¿VariableDeclarator¿¿1881¿v126¿¿¿{"start":{"line":155,"column":9},"end":{"line":155,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1546¿MemberExpression¿¿1881¿¿¿¿{"start":{"line":155,"column":9},"end":{"line":155,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1547¿Identifier¿¿1881¿opts¿¿¿{"start":{"line":155,"column":9},"end":{"line":155,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1548¿Identifier¿¿1881¿nmap¿¿¿{"start":{"line":155,"column":14},"end":{"line":155,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1549¿VariableDeclarator¿¿1881¿v127¿¿¿{"start":{"line":155,"column":9},"end":{"line":155,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1550¿BinaryExpression¿+¿1881¿¿¿¿{"start":{"line":155,"column":9},"end":{"line":155,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BinaryExpression
1551¿Identifier¿¿1881¿v126¿¿¿¿¿Identifier
1552¿Identifier¿¿1881¿proto¿¿¿{"start":{"line":155,"column":19},"end":{"line":155,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1553¿VariableDeclarator¿¿1881¿v128¿¿¿{"start":{"line":155,"column":50},"end":{"line":155,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1554¿MemberExpression¿¿1881¿¿¿¿{"start":{"line":155,"column":50},"end":{"line":155,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1555¿Identifier¿¿1881¿opts¿¿¿{"start":{"line":155,"column":50},"end":{"line":155,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1556¿Identifier¿¿1881¿ports¿¿¿{"start":{"line":155,"column":55},"end":{"line":155,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1557¿VariableDeclarator¿¿1881¿v129¿¿¿{"start":{"line":156,"column":9},"end":{"line":156,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1558¿MemberExpression¿¿1881¿¿¿¿{"start":{"line":156,"column":9},"end":{"line":156,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1559¿Identifier¿¿1881¿opts¿¿¿{"start":{"line":156,"column":9},"end":{"line":156,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1560¿Identifier¿¿1881¿nmap¿¿¿{"start":{"line":156,"column":14},"end":{"line":156,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1561¿VariableDeclarator¿¿1881¿v130¿¿¿{"start":{"line":156,"column":9},"end":{"line":156,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1562¿BinaryExpression¿+¿1881¿¿¿¿{"start":{"line":156,"column":9},"end":{"line":156,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BinaryExpression
1563¿Identifier¿¿1881¿v129¿¿¿¿¿Identifier
1564¿Identifier¿¿1881¿proto¿¿¿{"start":{"line":156,"column":19},"end":{"line":156,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1565¿VariableDeclarator¿¿1881¿v131¿¿¿{"start":{"line":154,"column":11},"end":{"line":156,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1566¿IfStatement¿¿1881¿¿¿¿{"start":{"line":154,"column":11},"end":{"line":156,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿IfStatement
1567¿Identifier¿¿1881¿v125¿¿¿¿¿Identifier
1568¿ExpressionStatement¿¿1881¿¿¿¿{"start":{"line":154,"column":11},"end":{"line":156,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1569¿AssignmentExpression¿=¿1881¿¿¿¿{"start":{"line":154,"column":11},"end":{"line":156,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1570¿Identifier¿¿1881¿v131¿¿¿¿¿Identifier
1571¿TemplateLiteral¿¿1881¿¿¿¿{"start":{"line":155,"column":6},"end":{"line":155,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿TemplateLiteral
1572¿Identifier¿¿1881¿v127¿¿¿¿¿Identifier
1573¿Identifier¿¿1881¿to¿¿¿{"start":{"line":155,"column":28},"end":{"line":155,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1574¿Identifier¿¿1881¿flags¿¿¿{"start":{"line":155,"column":33},"end":{"line":155,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1575¿Identifier¿¿1881¿ipv6¿¿¿{"start":{"line":155,"column":41},"end":{"line":155,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1576¿Identifier¿¿1881¿v128¿¿¿¿¿Identifier
1577¿Identifier¿¿1881¿block¿¿¿{"start":{"line":155,"column":64},"end":{"line":155,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1578¿BlockStatement¿¿1881¿¿¿¿¿¿BlockStatement
1579¿ExpressionStatement¿¿1881¿¿¿¿{"start":{"line":154,"column":11},"end":{"line":156,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1580¿AssignmentExpression¿=¿1881¿¿¿¿{"start":{"line":154,"column":11},"end":{"line":156,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1581¿Identifier¿¿1881¿v131¿¿¿¿¿Identifier
1582¿TemplateLiteral¿¿1881¿¿¿¿{"start":{"line":156,"column":6},"end":{"line":156,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿TemplateLiteral
1583¿Identifier¿¿1881¿v130¿¿¿¿¿Identifier
1584¿Identifier¿¿1881¿to¿¿¿{"start":{"line":156,"column":28},"end":{"line":156,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1585¿Identifier¿¿1881¿flags¿¿¿{"start":{"line":156,"column":33},"end":{"line":156,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1586¿Identifier¿¿1881¿ipv6¿¿¿{"start":{"line":156,"column":41},"end":{"line":156,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1587¿Identifier¿¿1881¿block¿¿¿{"start":{"line":156,"column":48},"end":{"line":156,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1588¿BlockStatement¿¿1881¿¿¿¿¿¿BlockStatement
1589¿ReturnStatement¿¿1881¿¿¿¿{"start":{"line":154,"column":4},"end":{"line":156,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ReturnStatement
1590¿Identifier¿¿1881¿v131¿¿¿¿¿Identifier
1591¿BlockStatement¿¿1881¿¿¿¿{"start":{"line":147,"column":23},"end":{"line":157,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BlockStatement
1592¿ExpressionStatement¿¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1593¿AssignmentExpression¿=¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1594¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1595¿Identifier¿¿1850¿tools¿¿¿{"start":{"line":20,"column":6},"end":{"line":20,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1596¿Identifier¿¿1850¿command¿¿¿{"start":{"line":147,"column":2},"end":{"line":147,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1597¿Identifier¿¿1850¿command¿¿¿{"start":{"line":147,"column":2},"end":{"line":147,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1598¿VariableDeclarator¿¿1850¿worker¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1599¿FunctionExpression¿¿1850¿worker¿¿¿{"start":{"line":167,"column":8},"end":{"line":169,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿FunctionExpression
1600¿Identifier¿¿0¿obj¿¿¿{"start":{"line":167,"column":9},"end":{"line":167,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1601¿Identifier¿¿0¿fn¿¿¿{"start":{"line":167,"column":14},"end":{"line":167,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1602¿VariableDeclarator¿¿1886¿v132¿¿¿{"start":{"line":168,"column":24},"end":{"line":168,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1603¿MemberExpression¿¿1886¿¿¿¿{"start":{"line":168,"column":24},"end":{"line":168,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1604¿Identifier¿¿1886¿obj¿¿¿{"start":{"line":168,"column":24},"end":{"line":168,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1605¿Identifier¿¿1886¿funcs¿¿¿{"start":{"line":168,"column":28},"end":{"line":168,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1606¿VariableDeclarator¿¿1886¿v133¿¿¿{"start":{"line":168,"column":35},"end":{"line":168,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1607¿MemberExpression¿¿1886¿¿¿¿{"start":{"line":168,"column":35},"end":{"line":168,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1608¿Identifier¿¿1886¿obj¿¿¿{"start":{"line":168,"column":35},"end":{"line":168,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1609¿Identifier¿¿1886¿threshold¿¿¿{"start":{"line":168,"column":39},"end":{"line":168,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1610¿VariableDeclarator¿¿1886¿v134¿¿¿{"start":{"line":168,"column":4},"end":{"line":168,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1611¿CallExpression¿¿1886¿¿¿¿{"start":{"line":168,"column":4},"end":{"line":168,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1612¿MemberExpression¿¿1886¿¿¿¿{"start":{"line":168,"column":4},"end":{"line":168,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1613¿Identifier¿¿1886¿async¿¿¿{"start":{"line":168,"column":4},"end":{"line":168,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1614¿Identifier¿¿1886¿parallelLimit¿¿¿{"start":{"line":168,"column":10},"end":{"line":168,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1615¿Identifier¿¿1886¿v132¿¿¿¿¿Identifier
1616¿Identifier¿¿1886¿v133¿¿¿¿¿Identifier
1617¿Identifier¿¿1886¿fn¿¿¿{"start":{"line":168,"column":50},"end":{"line":168,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1618¿ExpressionStatement¿¿1886¿¿¿¿{"start":{"line":168,"column":4},"end":{"line":168,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1619¿Identifier¿¿1886¿v134¿¿¿¿¿Identifier
1620¿BlockStatement¿¿1886¿¿¿¿{"start":{"line":167,"column":18},"end":{"line":169,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BlockStatement
1621¿ExpressionStatement¿¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1622¿AssignmentExpression¿=¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1623¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1624¿Identifier¿¿1850¿tools¿¿¿{"start":{"line":20,"column":6},"end":{"line":20,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1625¿Identifier¿¿1850¿worker¿¿¿{"start":{"line":167,"column":2},"end":{"line":167,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1626¿Identifier¿¿1850¿worker¿¿¿{"start":{"line":167,"column":2},"end":{"line":167,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
