Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1858¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":245,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Program
2976¿AssignmentExpression¿=¿3288¿¿¿¿{"start":{"line":211,"column":22},"end":{"line":211,"column":91},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
2977¿Identifier¿¿3288¿url¿¿¿{"start":{"line":211,"column":22},"end":{"line":211,"column":91},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2978¿Identifier¿¿3288¿v301¿¿¿¿¿Identifier
2979¿BlockStatement¿¿3288¿¿¿¿¿¿BlockStatement
2980¿ExpressionStatement¿¿3288¿¿¿¿{"start":{"line":211,"column":22},"end":{"line":211,"column":91},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2981¿AssignmentExpression¿=¿3288¿¿¿¿{"start":{"line":211,"column":22},"end":{"line":211,"column":91},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
2982¿Identifier¿¿3288¿url¿¿¿{"start":{"line":211,"column":22},"end":{"line":211,"column":91},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2983¿Identifier¿¿3288¿v302¿¿¿¿¿Identifier
2984¿BlockStatement¿¿3288¿¿¿¿¿¿BlockStatement
2985¿VariableDeclarator¿¿3288¿v303¿¿¿{"start":{"line":212,"column":50},"end":{"line":212,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2986¿MemberExpression¿¿3288¿¿¿¿{"start":{"line":212,"column":50},"end":{"line":212,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2987¿Identifier¿¿3288¿res¿¿¿{"start":{"line":212,"column":50},"end":{"line":212,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2988¿Identifier¿¿3288¿preapprovalKey¿¿¿{"start":{"line":212,"column":54},"end":{"line":212,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2989¿VariableDeclarator¿¿3288¿v304¿¿¿{"start":{"line":212,"column":12},"end":{"line":212,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2990¿CallExpression¿¿3288¿¿¿¿{"start":{"line":212,"column":33},"end":{"line":212,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2991¿MemberExpression¿¿3288¿¿¿¿{"start":{"line":212,"column":33},"end":{"line":212,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2992¿Identifier¿¿3288¿util¿¿¿{"start":{"line":212,"column":33},"end":{"line":212,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2993¿Identifier¿¿3288¿format¿¿¿{"start":{"line":212,"column":38},"end":{"line":212,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2994¿Identifier¿¿3288¿url¿¿¿{"start":{"line":212,"column":45},"end":{"line":212,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2995¿Identifier¿¿3288¿v303¿¿¿¿¿Identifier
2996¿ExpressionStatement¿¿3288¿¿¿¿{"start":{"line":212,"column":12},"end":{"line":212,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2997¿AssignmentExpression¿=¿3288¿¿¿¿{"start":{"line":212,"column":12},"end":{"line":212,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
2998¿MemberExpression¿¿3288¿¿¿¿{"start":{"line":212,"column":12},"end":{"line":212,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2999¿Identifier¿¿3288¿res¿¿¿{"start":{"line":212,"column":12},"end":{"line":212,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3000¿Identifier¿¿3288¿preapprovalUrl¿¿¿{"start":{"line":212,"column":16},"end":{"line":212,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3001¿Identifier¿¿3288¿v304¿¿¿¿¿Identifier
3002¿BlockStatement¿¿3288¿¿¿¿{"start":{"line":210,"column":32},"end":{"line":213,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
3003¿VariableDeclarator¿¿3288¿v305¿¿¿{"start":{"line":215,"column":15},"end":{"line":215,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3004¿CallExpression¿¿3288¿¿¿¿{"start":{"line":215,"column":15},"end":{"line":215,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
3005¿Identifier¿¿3288¿callback¿¿¿{"start":{"line":215,"column":15},"end":{"line":215,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3006¿Literal¿object¿3288¿¿null¿¿{"start":{"line":215,"column":24},"end":{"line":215,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
3007¿Identifier¿¿3288¿res¿¿¿{"start":{"line":215,"column":30},"end":{"line":215,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3008¿ReturnStatement¿¿3288¿¿¿¿{"start":{"line":215,"column":8},"end":{"line":215,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ReturnStatement
3009¿Identifier¿¿3288¿v305¿¿¿¿¿Identifier
3010¿BlockStatement¿¿3288¿¿¿¿{"start":{"line":207,"column":75},"end":{"line":216,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
3011¿VariableDeclarator¿¿3286¿v307¿¿¿{"start":{"line":207,"column":4},"end":{"line":216,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3012¿CallExpression¿¿3286¿¿¿¿{"start":{"line":207,"column":4},"end":{"line":216,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
3013¿MemberExpression¿¿3286¿¿¿¿{"start":{"line":207,"column":4},"end":{"line":207,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
3014¿ThisExpression¿¿3286¿¿¿¿{"start":{"line":207,"column":4},"end":{"line":207,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ThisExpression
3015¿Identifier¿¿3286¿callApi¿¿¿{"start":{"line":207,"column":9},"end":{"line":207,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3016¿Literal¿string¿3286¿¿'AdaptivePayments/Preapproval'¿¿{"start":{"line":207,"column":17},"end":{"line":207,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
3017¿Identifier¿¿3286¿data¿¿¿{"start":{"line":207,"column":49},"end":{"line":207,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3018¿Identifier¿¿3286¿v306¿¿¿¿¿Identifier
3019¿ExpressionStatement¿¿3286¿¿¿¿{"start":{"line":207,"column":4},"end":{"line":216,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
3020¿Identifier¿¿3286¿v307¿¿¿¿¿Identifier
3021¿BlockStatement¿¿3286¿¿¿¿{"start":{"line":204,"column":57},"end":{"line":217,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
3022¿ExpressionStatement¿¿3233¿¿¿¿{"start":{"line":204,"column":0},"end":{"line":217,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
3023¿AssignmentExpression¿=¿3233¿¿¿¿{"start":{"line":204,"column":0},"end":{"line":217,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
3024¿MemberExpression¿¿3233¿¿¿¿{"start":{"line":204,"column":0},"end":{"line":204,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
3025¿Identifier¿¿3233¿v297¿¿¿¿¿Identifier
3026¿Identifier¿¿3233¿preapproval¿¿¿{"start":{"line":204,"column":17},"end":{"line":204,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3027¿Identifier¿¿3233¿v308¿¿¿¿¿Identifier
3028¿VariableDeclarator¿¿3233¿v309¿¿¿{"start":{"line":219,"column":0},"end":{"line":219,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3029¿MemberExpression¿¿3233¿¿¿¿{"start":{"line":219,"column":0},"end":{"line":219,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
3030¿Identifier¿¿3233¿Paypal¿¿¿{"start":{"line":219,"column":0},"end":{"line":219,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3031¿Identifier¿¿3233¿prototype¿¿¿{"start":{"line":219,"column":7},"end":{"line":219,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3032¿VariableDeclarator¿¿3233¿v322¿¿¿{"start":{"line":219,"column":0},"end":{"line":227,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3033¿FunctionExpression¿¿3233¿anon¿¿¿{"start":{"line":219,"column":26},"end":{"line":227,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿FunctionExpression
3034¿Identifier¿¿0¿params¿¿¿{"start":{"line":219,"column":36},"end":{"line":219,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3035¿Identifier¿¿0¿callback¿¿¿{"start":{"line":219,"column":44},"end":{"line":219,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3036¿VariableDeclarator¿¿3293¿v310¿¿¿{"start":{"line":220,"column":9},"end":{"line":220,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3037¿MemberExpression¿¿3293¿¿¿¿{"start":{"line":220,"column":9},"end":{"line":220,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
3038¿Identifier¿¿3293¿params¿¿¿{"start":{"line":220,"column":9},"end":{"line":220,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3039¿Identifier¿¿3293¿payKey¿¿¿{"start":{"line":220,"column":16},"end":{"line":220,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3040¿VariableDeclarator¿¿3293¿v311¿¿¿{"start":{"line":220,"column":8},"end":{"line":220,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3041¿UnaryExpression¿!¿3293¿¿¿¿{"start":{"line":220,"column":8},"end":{"line":220,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿UnaryExpression
3042¿Identifier¿¿3293¿v310¿¿¿¿¿Identifier
3043¿VariableDeclarator¿¿3293¿v312¿¿¿{"start":{"line":220,"column":27},"end":{"line":220,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3044¿MemberExpression¿¿3293¿¿¿¿{"start":{"line":220,"column":27},"end":{"line":220,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
3045¿Identifier¿¿3293¿params¿¿¿{"start":{"line":220,"column":27},"end":{"line":220,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3046¿Identifier¿¿3293¿transactionId¿¿¿{"start":{"line":220,"column":34},"end":{"line":220,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3047¿VariableDeclarator¿¿3293¿v313¿¿¿{"start":{"line":220,"column":26},"end":{"line":220,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3048¿UnaryExpression¿!¿3293¿¿¿¿{"start":{"line":220,"column":26},"end":{"line":220,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿UnaryExpression
3049¿Identifier¿¿3293¿v312¿¿¿¿¿Identifier
3050¿VariableDeclarator¿¿3293¿v314¿¿¿{"start":{"line":220,"column":8},"end":{"line":220,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3051¿LogicalExpression¿&&¿3293¿¿¿¿{"start":{"line":220,"column":8},"end":{"line":220,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿LogicalExpression
3052¿Identifier¿¿3293¿v311¿¿¿¿¿Identifier
3053¿Identifier¿¿3293¿v313¿¿¿¿¿Identifier
3054¿VariableDeclarator¿¿3293¿v315¿¿¿{"start":{"line":220,"column":52},"end":{"line":220,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3055¿MemberExpression¿¿3293¿¿¿¿{"start":{"line":220,"column":52},"end":{"line":220,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
3056¿Identifier¿¿3293¿params¿¿¿{"start":{"line":220,"column":52},"end":{"line":220,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3057¿Identifier¿¿3293¿trackingId¿¿¿{"start":{"line":220,"column":59},"end":{"line":220,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3058¿VariableDeclarator¿¿3293¿v316¿¿¿{"start":{"line":220,"column":51},"end":{"line":220,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3059¿UnaryExpression¿!¿3293¿¿¿¿{"start":{"line":220,"column":51},"end":{"line":220,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿UnaryExpression
3060¿Identifier¿¿3293¿v315¿¿¿¿¿Identifier
3061¿VariableDeclarator¿¿3293¿v317¿¿¿{"start":{"line":220,"column":8},"end":{"line":220,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3062¿LogicalExpression¿&&¿3293¿¿¿¿{"start":{"line":220,"column":8},"end":{"line":220,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿LogicalExpression
3063¿Identifier¿¿3293¿v314¿¿¿¿¿Identifier
3064¿Identifier¿¿3293¿v316¿¿¿¿¿Identifier
3065¿IfStatement¿¿3293¿¿¿¿{"start":{"line":220,"column":4},"end":{"line":222,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿IfStatement
3066¿Identifier¿¿3293¿v317¿¿¿¿¿Identifier
3067¿VariableDeclarator¿¿3293¿v318¿¿¿{"start":{"line":221,"column":24},"end":{"line":221,"column":104},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3068¿NewExpression¿¿3293¿¿¿¿{"start":{"line":221,"column":24},"end":{"line":221,"column":104},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿NewExpression
3069¿Identifier¿¿3293¿Error¿¿¿{"start":{"line":221,"column":28},"end":{"line":221,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3070¿Literal¿string¿3293¿¿'Required 'payKey' or 'transactionId' or 'trackingId' on first param'¿¿{"start":{"line":221,"column":34},"end":{"line":221,"column":103},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
3071¿VariableDeclarator¿¿3293¿v319¿¿¿{"start":{"line":221,"column":15},"end":{"line":221,"column":105},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3072¿CallExpression¿¿3293¿¿¿¿{"start":{"line":221,"column":15},"end":{"line":221,"column":105},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
3073¿Identifier¿¿3293¿callback¿¿¿{"start":{"line":221,"column":15},"end":{"line":221,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3074¿Identifier¿¿3293¿v318¿¿¿¿¿Identifier
3075¿ReturnStatement¿¿3293¿¿¿¿{"start":{"line":221,"column":8},"end":{"line":221,"column":106},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ReturnStatement
3076¿Identifier¿¿3293¿v319¿¿¿¿¿Identifier
3077¿BlockStatement¿¿3293¿¿¿¿{"start":{"line":220,"column":71},"end":{"line":222,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
3078¿VariableDeclarator¿¿3293¿v320¿¿¿{"start":{"line":224,"column":21},"end":{"line":224,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3079¿CallExpression¿¿3293¿¿¿¿{"start":{"line":224,"column":21},"end":{"line":224,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
3080¿Identifier¿¿3293¿defaultPayload¿¿¿{"start":{"line":224,"column":21},"end":{"line":224,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3081¿VariableDeclarator¿¿3293¿data¿¿¿{"start":{"line":224,"column":8},"end":{"line":224,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3082¿CallExpression¿¿3293¿¿¿¿{"start":{"line":224,"column":15},"end":{"line":224,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
3083¿Identifier¿¿3293¿merge¿¿¿{"start":{"line":224,"column":15},"end":{"line":224,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3084¿Identifier¿¿3293¿v320¿¿¿¿¿Identifier
3085¿Identifier¿¿3293¿params¿¿¿{"start":{"line":224,"column":39},"end":{"line":224,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3086¿VariableDeclarator¿¿3293¿v321¿¿¿{"start":{"line":226,"column":4},"end":{"line":226,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3087¿CallExpression¿¿3293¿¿¿¿{"start":{"line":226,"column":4},"end":{"line":226,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
3088¿MemberExpression¿¿3293¿¿¿¿{"start":{"line":226,"column":4},"end":{"line":226,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
3089¿ThisExpression¿¿3293¿¿¿¿{"start":{"line":226,"column":4},"end":{"line":226,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ThisExpression
3090¿Identifier¿¿3293¿callApi¿¿¿{"start":{"line":226,"column":9},"end":{"line":226,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3091¿Literal¿string¿3293¿¿'AdaptivePayments/Refund'¿¿{"start":{"line":226,"column":17},"end":{"line":226,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
3092¿Identifier¿¿3293¿data¿¿¿{"start":{"line":226,"column":44},"end":{"line":226,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3093¿Identifier¿¿3293¿callback¿¿¿{"start":{"line":226,"column":50},"end":{"line":226,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3094¿ExpressionStatement¿¿3293¿¿¿¿{"start":{"line":226,"column":4},"end":{"line":226,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
3095¿Identifier¿¿3293¿v321¿¿¿¿¿Identifier
3096¿BlockStatement¿¿3293¿¿¿¿{"start":{"line":219,"column":54},"end":{"line":227,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
3097¿ExpressionStatement¿¿3233¿¿¿¿{"start":{"line":219,"column":0},"end":{"line":227,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
3098¿AssignmentExpression¿=¿3233¿¿¿¿{"start":{"line":219,"column":0},"end":{"line":227,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
3099¿MemberExpression¿¿3233¿¿¿¿{"start":{"line":219,"column":0},"end":{"line":219,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
3100¿Identifier¿¿3233¿v309¿¿¿¿¿Identifier
3101¿Identifier¿¿3233¿refund¿¿¿{"start":{"line":219,"column":17},"end":{"line":219,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3102¿Identifier¿¿3233¿v322¿¿¿¿¿Identifier
3103¿VariableDeclarator¿¿3233¿v329¿¿¿{"start":{"line":229,"column":32},"end":{"line":235,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3104¿FunctionExpression¿¿3233¿anon¿¿¿{"start":{"line":229,"column":32},"end":{"line":235,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿FunctionExpression
3105¿Identifier¿¿0¿method¿¿¿{"start":{"line":229,"column":42},"end":{"line":229,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
3106¿VariableDeclarator¿¿3296¿v323¿¿¿{"start":{"line":230,"column":30},"end":{"line":230,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
3107¿CallExpression¿¿3296¿¿¿¿{"start":{"line":230,"column":30},"end":{"line":230,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
3108¿MemberExpression¿¿3296¿¿¿¿{"start":{"line":230,"column":30},"end":{"line":230,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
3109¿Identifier¿¿3296¿method¿¿¿{"start":{"line":230,"column":30},"end":{"line":230,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
