Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1044¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":126,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Program
1477¿VariableDeclarator¿¿1828¿v151¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1478¿CallExpression¿¿1828¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1479¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1480¿Identifier¿¿1828¿fs¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1481¿Identifier¿¿1828¿stat¿¿¿{"start":{"line":74,"column":5},"end":{"line":74,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1482¿Identifier¿¿1828¿v150¿¿¿¿¿Identifier
1483¿Identifier¿¿1828¿statFile¿¿¿{"start":{"line":74,"column":28},"end":{"line":74,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1484¿ExpressionStatement¿¿1828¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1485¿Identifier¿¿1828¿v151¿¿¿¿¿Identifier
1486¿VariableDeclarator¿¿1828¿statFile¿¿¿{"start":{"line":76,"column":2},"end":{"line":114,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1487¿FunctionExpression¿¿1828¿anon¿¿¿{"start":{"line":76,"column":2},"end":{"line":114,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿FunctionExpression
1488¿Identifier¿¿0¿err¿¿¿{"start":{"line":76,"column":20},"end":{"line":76,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1489¿Identifier¿¿0¿stat¿¿¿{"start":{"line":76,"column":25},"end":{"line":76,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1490¿IfStatement¿¿1832¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿IfStatement
1491¿Identifier¿¿1832¿err¿¿¿{"start":{"line":77,"column":7},"end":{"line":77,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1492¿VariableDeclarator¿¿1832¿v152¿¿¿{"start":{"line":77,"column":19},"end":{"line":77,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1493¿CallExpression¿¿1832¿¿¿¿{"start":{"line":77,"column":19},"end":{"line":77,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1494¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":77,"column":19},"end":{"line":77,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1495¿Identifier¿¿1832¿self¿¿¿{"start":{"line":77,"column":19},"end":{"line":77,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1496¿Identifier¿¿1832¿emit¿¿¿{"start":{"line":77,"column":24},"end":{"line":77,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1497¿Literal¿string¿1832¿¿'error'¿¿{"start":{"line":77,"column":29},"end":{"line":77,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Literal
1498¿Literal¿number¿1832¿¿404¿¿{"start":{"line":77,"column":38},"end":{"line":77,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Literal
1499¿Identifier¿¿1832¿request¿¿¿{"start":{"line":77,"column":43},"end":{"line":77,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1500¿Identifier¿¿1832¿res¿¿¿{"start":{"line":77,"column":52},"end":{"line":77,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1501¿ReturnStatement¿¿1832¿¿¿¿{"start":{"line":77,"column":12},"end":{"line":77,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ReturnStatement
1502¿Identifier¿¿1832¿v152¿¿¿¿¿Identifier
1503¿BlockStatement¿¿1832¿¿¿¿¿¿BlockStatement
1504¿VariableDeclarator¿¿1832¿v153¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1505¿CallExpression¿¿1832¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1506¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1507¿Identifier¿¿1832¿stat¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1508¿Identifier¿¿1832¿isDirectory¿¿¿{"start":{"line":78,"column":13},"end":{"line":78,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1509¿VariableDeclarator¿¿1832¿v154¿¿¿{"start":{"line":78,"column":7},"end":{"line":78,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1510¿UnaryExpression¿!¿1832¿¿¿¿{"start":{"line":78,"column":7},"end":{"line":78,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿UnaryExpression
1511¿Identifier¿¿1832¿v153¿¿¿¿¿Identifier
1512¿IfStatement¿¿1832¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":82,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿IfStatement
1513¿Identifier¿¿1832¿v154¿¿¿¿¿Identifier
1514¿VariableDeclarator¿¿1832¿v155¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1515¿CallExpression¿¿1832¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1516¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1517¿Identifier¿¿1832¿self¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1518¿Identifier¿¿1832¿emit¿¿¿{"start":{"line":79,"column":11},"end":{"line":79,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1519¿Literal¿string¿1832¿¿'read'¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Literal
1520¿Identifier¿¿1832¿request¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1521¿ExpressionStatement¿¿1832¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1522¿Identifier¿¿1832¿v155¿¿¿¿¿Identifier
1523¿VariableDeclarator¿¿1832¿v156¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1524¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1525¿Identifier¿¿1832¿request¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1526¿Identifier¿¿1832¿fullPath¿¿¿{"start":{"line":81,"column":27},"end":{"line":81,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1527¿VariableDeclarator¿¿1832¿v157¿¿¿{"start":{"line":81,"column":13},"end":{"line":81,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1528¿CallExpression¿¿1832¿¿¿¿{"start":{"line":81,"column":13},"end":{"line":81,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1529¿Identifier¿¿1832¿filed¿¿¿{"start":{"line":81,"column":13},"end":{"line":81,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1530¿Identifier¿¿1832¿v156¿¿¿¿¿Identifier
1531¿VariableDeclarator¿¿1832¿v158¿¿¿{"start":{"line":81,"column":13},"end":{"line":81,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1532¿CallExpression¿¿1832¿¿¿¿{"start":{"line":81,"column":13},"end":{"line":81,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1533¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":81,"column":13},"end":{"line":81,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1534¿Identifier¿¿1832¿v157¿¿¿¿¿Identifier
1535¿Identifier¿¿1832¿pipe¿¿¿{"start":{"line":81,"column":37},"end":{"line":81,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1536¿Identifier¿¿1832¿res¿¿¿{"start":{"line":81,"column":42},"end":{"line":81,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1537¿ReturnStatement¿¿1832¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ReturnStatement
1538¿Identifier¿¿1832¿v158¿¿¿¿¿Identifier
1539¿BlockStatement¿¿1832¿¿¿¿{"start":{"line":78,"column":28},"end":{"line":82,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿BlockStatement
1540¿VariableDeclarator¿¿1832¿v159¿¿¿{"start":{"line":84,"column":7},"end":{"line":84,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1541¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":84,"column":7},"end":{"line":84,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1542¿Identifier¿¿1832¿self¿¿¿{"start":{"line":84,"column":7},"end":{"line":84,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1543¿Identifier¿¿1832¿hideindex¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1544¿IfStatement¿¿1832¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿IfStatement
1545¿Identifier¿¿1832¿v159¿¿¿¿¿Identifier
1546¿VariableDeclarator¿¿1832¿v160¿¿¿{"start":{"line":84,"column":30},"end":{"line":84,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1547¿CallExpression¿¿1832¿¿¿¿{"start":{"line":84,"column":30},"end":{"line":84,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1548¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":84,"column":30},"end":{"line":84,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1549¿Identifier¿¿1832¿self¿¿¿{"start":{"line":84,"column":30},"end":{"line":84,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1550¿Identifier¿¿1832¿emit¿¿¿{"start":{"line":84,"column":35},"end":{"line":84,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1551¿Literal¿string¿1832¿¿'error'¿¿{"start":{"line":84,"column":40},"end":{"line":84,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Literal
1552¿Literal¿number¿1832¿¿403¿¿{"start":{"line":84,"column":49},"end":{"line":84,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Literal
1553¿Identifier¿¿1832¿request¿¿¿{"start":{"line":84,"column":54},"end":{"line":84,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1554¿Identifier¿¿1832¿res¿¿¿{"start":{"line":84,"column":63},"end":{"line":84,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1555¿ReturnStatement¿¿1832¿¿¿¿{"start":{"line":84,"column":23},"end":{"line":84,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ReturnStatement
1556¿Identifier¿¿1832¿v160¿¿¿¿¿Identifier
1557¿BlockStatement¿¿1832¿¿¿¿¿¿BlockStatement
1558¿VariableDeclarator¿¿1832¿v161¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1559¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1560¿Identifier¿¿1832¿self¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1561¿Identifier¿¿1832¿indices¿¿¿{"start":{"line":85,"column":13},"end":{"line":85,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1562¿VariableDeclarator¿¿1832¿v162¿¿¿{"start":{"line":85,"column":7},"end":{"line":85,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1563¿UnaryExpression¿!¿1832¿¿¿¿{"start":{"line":85,"column":7},"end":{"line":85,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿UnaryExpression
1564¿Identifier¿¿1832¿v161¿¿¿¿¿Identifier
1565¿VariableDeclarator¿¿1832¿v163¿¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1566¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1567¿Identifier¿¿1832¿self¿¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1568¿Identifier¿¿1832¿indices¿¿¿{"start":{"line":85,"column":30},"end":{"line":85,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1569¿VariableDeclarator¿¿1832¿v164¿¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1570¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1571¿Identifier¿¿1832¿v163¿¿¿¿¿Identifier
1572¿Identifier¿¿1832¿length¿¿¿{"start":{"line":85,"column":38},"end":{"line":85,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1573¿VariableDeclarator¿¿1832¿v165¿¿¿{"start":{"line":85,"column":24},"end":{"line":85,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1574¿UnaryExpression¿!¿1832¿¿¿¿{"start":{"line":85,"column":24},"end":{"line":85,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿UnaryExpression
1575¿Identifier¿¿1832¿v164¿¿¿¿¿Identifier
1576¿VariableDeclarator¿¿1832¿v166¿¿¿{"start":{"line":85,"column":7},"end":{"line":85,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1577¿LogicalExpression¿||¿1832¿¿¿¿{"start":{"line":85,"column":7},"end":{"line":85,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿LogicalExpression
1578¿Identifier¿¿1832¿v162¿¿¿¿¿Identifier
1579¿Identifier¿¿1832¿v165¿¿¿¿¿Identifier
1580¿IfStatement¿¿1832¿¿¿¿{"start":{"line":85,"column":4},"end":{"line":85,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿IfStatement
1581¿Identifier¿¿1832¿v166¿¿¿¿¿Identifier
1582¿VariableDeclarator¿¿1832¿v167¿¿¿{"start":{"line":85,"column":53},"end":{"line":85,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1583¿CallExpression¿¿1832¿¿¿¿{"start":{"line":85,"column":53},"end":{"line":85,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1584¿Identifier¿¿1832¿listFiles¿¿¿{"start":{"line":85,"column":53},"end":{"line":85,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1585¿ReturnStatement¿¿1832¿¿¿¿{"start":{"line":85,"column":46},"end":{"line":85,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ReturnStatement
1586¿Identifier¿¿1832¿v167¿¿¿¿¿Identifier
1587¿BlockStatement¿¿1832¿¿¿¿¿¿BlockStatement
1588¿VariableDeclarator¿¿1832¿v168¿¿¿{"start":{"line":87,"column":18},"end":{"line":87,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1589¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":87,"column":18},"end":{"line":87,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1590¿Identifier¿¿1832¿self¿¿¿{"start":{"line":87,"column":18},"end":{"line":87,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1591¿Identifier¿¿1832¿indices¿¿¿{"start":{"line":87,"column":23},"end":{"line":87,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1592¿VariableDeclarator¿¿1832¿indices¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1593¿CallExpression¿¿1832¿¿¿¿{"start":{"line":87,"column":18},"end":{"line":87,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1594¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":87,"column":18},"end":{"line":87,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1595¿Identifier¿¿1832¿v168¿¿¿¿¿Identifier
1596¿Identifier¿¿1832¿slice¿¿¿{"start":{"line":87,"column":31},"end":{"line":87,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1597¿VariableDeclarator¿¿1832¿v169¿¿¿{"start":{"line":89,"column":14},"end":{"line":89,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1598¿CallExpression¿¿1832¿¿¿¿{"start":{"line":89,"column":14},"end":{"line":89,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1599¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":89,"column":14},"end":{"line":89,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1600¿Identifier¿¿1832¿indices¿¿¿{"start":{"line":89,"column":14},"end":{"line":89,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1601¿Identifier¿¿1832¿shift¿¿¿{"start":{"line":89,"column":22},"end":{"line":89,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1602¿VariableDeclarator¿¿1832¿v170¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1603¿CallExpression¿¿1832¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1604¿Identifier¿¿1832¿findIndex¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1605¿Identifier¿¿1832¿v169¿¿¿¿¿Identifier
1606¿ExpressionStatement¿¿1832¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1607¿Identifier¿¿1832¿v170¿¿¿¿¿Identifier
1608¿VariableDeclarator¿¿1832¿findIndex¿¿¿{"start":{"line":91,"column":4},"end":{"line":104,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1609¿FunctionExpression¿¿1832¿anon¿¿¿{"start":{"line":91,"column":4},"end":{"line":104,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿FunctionExpression
1610¿Identifier¿¿0¿indexTest¿¿¿{"start":{"line":91,"column":23},"end":{"line":91,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1611¿VariableDeclarator¿¿1838¿v171¿¿¿{"start":{"line":92,"column":26},"end":{"line":92,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1612¿MemberExpression¿¿1838¿¿¿¿{"start":{"line":92,"column":26},"end":{"line":92,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1613¿Identifier¿¿1838¿request¿¿¿{"start":{"line":92,"column":26},"end":{"line":92,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1614¿Identifier¿¿1838¿fullPath¿¿¿{"start":{"line":92,"column":34},"end":{"line":92,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1615¿VariableDeclarator¿¿1838¿v172¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1616¿CallExpression¿¿1838¿¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1617¿MemberExpression¿¿1838¿¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1618¿Identifier¿¿1838¿path¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1619¿Identifier¿¿1838¿join¿¿¿{"start":{"line":92,"column":21},"end":{"line":92,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1620¿Identifier¿¿1838¿v171¿¿¿¿¿Identifier
1621¿Identifier¿¿1838¿indexTest¿¿¿{"start":{"line":92,"column":44},"end":{"line":92,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1622¿VariableDeclarator¿¿1838¿v173¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1623¿CallExpression¿¿1838¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1624¿MemberExpression¿¿1838¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1625¿Identifier¿¿1838¿fs¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
