Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
656¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":84,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Program
1043¿BlockStatement¿¿1150¿¿¿¿{"start":{"line":78,"column":15},"end":{"line":81,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BlockStatement
1044¿VariableDeclarator¿¿1118¿messenger¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
1045¿ObjectExpression¿¿1118¿¿¿¿¿¿ObjectExpression
1046¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
1047¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
1048¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1049¿Identifier¿¿1118¿messenger¿¿¿{"start":{"line":13,"column":6},"end":{"line":13,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1050¿Identifier¿¿1118¿version¿¿¿{"start":{"line":14,"column":2},"end":{"line":14,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1051¿Identifier¿¿1118¿v55¿¿¿¿¿Identifier
1052¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
1053¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
1054¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1055¿Identifier¿¿1118¿messenger¿¿¿{"start":{"line":13,"column":6},"end":{"line":13,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1056¿Identifier¿¿1118¿name¿¿¿{"start":{"line":17,"column":2},"end":{"line":17,"column":6},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1057¿Identifier¿¿1118¿v57¿¿¿¿¿Identifier
1058¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
1059¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
1060¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1061¿Identifier¿¿1118¿messenger¿¿¿{"start":{"line":13,"column":6},"end":{"line":13,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1062¿Identifier¿¿1118¿log¿¿¿{"start":{"line":20,"column":2},"end":{"line":20,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1063¿Identifier¿¿1118¿v59¿¿¿¿¿Identifier
1064¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
1065¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
1066¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1067¿Identifier¿¿1118¿messenger¿¿¿{"start":{"line":13,"column":6},"end":{"line":13,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1068¿Identifier¿¿1118¿info¿¿¿{"start":{"line":24,"column":2},"end":{"line":24,"column":6},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1069¿Identifier¿¿1118¿v63¿¿¿¿¿Identifier
1070¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
1071¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
1072¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1073¿Identifier¿¿1118¿messenger¿¿¿{"start":{"line":13,"column":6},"end":{"line":13,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1074¿Identifier¿¿1118¿note¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":6},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1075¿Identifier¿¿1118¿v65¿¿¿¿¿Identifier
1076¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
1077¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
1078¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1079¿Identifier¿¿1118¿messenger¿¿¿{"start":{"line":13,"column":6},"end":{"line":13,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1080¿Identifier¿¿1118¿success¿¿¿{"start":{"line":33,"column":2},"end":{"line":33,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1081¿Identifier¿¿1118¿v69¿¿¿¿¿Identifier
1082¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
1083¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
1084¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1085¿Identifier¿¿1118¿messenger¿¿¿{"start":{"line":13,"column":6},"end":{"line":13,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1086¿Identifier¿¿1118¿warning¿¿¿{"start":{"line":37,"column":2},"end":{"line":37,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1087¿Identifier¿¿1118¿v73¿¿¿¿¿Identifier
1088¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
1089¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
1090¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1091¿Identifier¿¿1118¿messenger¿¿¿{"start":{"line":13,"column":6},"end":{"line":13,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1092¿Identifier¿¿1118¿error¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1093¿Identifier¿¿1118¿v77¿¿¿¿¿Identifier
1094¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
1095¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
1096¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1097¿Identifier¿¿1118¿messenger¿¿¿{"start":{"line":13,"column":6},"end":{"line":13,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1098¿Identifier¿¿1118¿table¿¿¿{"start":{"line":45,"column":2},"end":{"line":45,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1099¿Identifier¿¿1118¿v96¿¿¿¿¿Identifier
1100¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
1101¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
1102¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1103¿Identifier¿¿1118¿messenger¿¿¿{"start":{"line":13,"column":6},"end":{"line":13,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1104¿Identifier¿¿1118¿line¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":6},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1105¿Identifier¿¿1118¿v104¿¿¿¿¿Identifier
1106¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
1107¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
1108¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":82,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1109¿Identifier¿¿1118¿messenger¿¿¿{"start":{"line":13,"column":6},"end":{"line":13,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1110¿Identifier¿¿1118¿dir¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1111¿Identifier¿¿1118¿v106¿¿¿¿¿Identifier
1112¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":84,"column":0},"end":{"line":84,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
1113¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":84,"column":0},"end":{"line":84,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
1114¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":84,"column":0},"end":{"line":84,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
1115¿Identifier¿¿1118¿module¿¿¿{"start":{"line":84,"column":0},"end":{"line":84,"column":6},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1116¿Identifier¿¿1118¿exports¿¿¿{"start":{"line":84,"column":7},"end":{"line":84,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1117¿Identifier¿¿1118¿messenger¿¿¿{"start":{"line":84,"column":17},"end":{"line":84,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
1118¿CFG_F_START¿¿1118¿__main__¿¿¿¿¿CFG_F_START
1119¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1120¿CFG_F_START¿¿1120¿682_anon¿¿¿¿¿CFG_F_START
1121¿CFG_F_END¿¿0¿682_anon¿¿¿¿¿CFG_F_END
1122¿CFG_F_START¿¿1122¿691_anon¿¿¿¿¿CFG_F_START
1123¿CFG_F_END¿¿0¿691_anon¿¿¿¿¿CFG_F_END
1124¿CFG_F_START¿¿1124¿700_anon¿¿¿¿¿CFG_F_START
1125¿CFG_F_END¿¿0¿700_anon¿¿¿¿¿CFG_F_END
1126¿CFG_F_START¿¿1126¿715_anon¿¿¿¿¿CFG_F_START
1127¿CFG_F_END¿¿0¿715_anon¿¿¿¿¿CFG_F_END
1128¿CFG_F_START¿¿1128¿741_anon¿¿¿¿¿CFG_F_START
1129¿CFG_F_END¿¿0¿741_anon¿¿¿¿¿CFG_F_END
1130¿CFG_F_START¿¿1130¿758_anon¿¿¿¿¿CFG_F_START
1131¿CFG_F_END¿¿0¿758_anon¿¿¿¿¿CFG_F_END
1132¿CFG_F_START¿¿1132¿784_anon¿¿¿¿¿CFG_F_START
1133¿CFG_F_END¿¿0¿784_anon¿¿¿¿¿CFG_F_END
1134¿CFG_F_START¿¿1134¿810_anon¿¿¿¿¿CFG_F_START
1135¿CFG_F_END¿¿0¿810_anon¿¿¿¿¿CFG_F_END
1136¿CFG_F_START¿¿1136¿836_anon¿¿¿¿¿CFG_F_START
1137¿CFG_F_END¿¿0¿836_anon¿¿¿¿¿CFG_F_END
1138¿CFG_IF_END¿¿0¿861¿¿¿¿¿CFG_IF_END
1139¿CFG_F_START¿¿1139¿893_anon¿¿¿¿¿CFG_F_START
1140¿CFG_F_END¿¿0¿893_anon¿¿¿¿¿CFG_F_END
1141¿CFG_F_START¿¿1141¿928_anon¿¿¿¿¿CFG_F_START
1142¿CFG_F_END¿¿0¿928_anon¿¿¿¿¿CFG_F_END
1143¿CFG_F_START¿¿1143¿937_anon¿¿¿¿¿CFG_F_START
1144¿CFG_F_END¿¿0¿937_anon¿¿¿¿¿CFG_F_END
1145¿CFG_IF_END¿¿0¿849¿¿¿¿¿CFG_IF_END
1146¿CFG_F_START¿¿1146¿985_anon¿¿¿¿¿CFG_F_START
1147¿CFG_F_END¿¿0¿985_anon¿¿¿¿¿CFG_F_END
1148¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1149¿CFG_IF_END¿¿0¿991¿¿¿¿¿CFG_IF_END
1150¿CFG_F_START¿¿1150¿1031_anon¿¿¿¿¿CFG_F_START
1151¿CFG_F_END¿¿0¿1031_anon¿¿¿¿¿CFG_F_END
1152¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1153¿PDG_CALL¿¿1118¿1118.CALL->require-o155¿¿¿¿¿PDG_CALL
1154¿PDG_OBJECT¿¿0¿1118.chalk-o156¿¿¿¿¿PDG_OBJECT
1155¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1156¿PDG_CALL¿¿1118¿1118.CALL->require-o157¿¿¿¿¿PDG_CALL
1157¿PDG_OBJECT¿¿0¿1118.cl-o158¿¿¿¿¿PDG_OBJECT
1158¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1159¿PDG_CALL¿¿1118¿1118.CALL->require-o159¿¿¿¿¿PDG_CALL
1160¿PDG_OBJECT¿¿0¿1118.Table-o160¿¿¿¿¿PDG_OBJECT
1161¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1162¿PDG_CALL¿¿1118¿1118.CALL->require-o161¿¿¿¿¿PDG_CALL
1163¿PDG_OBJECT¿¿0¿1118.pkgInfo-o162¿¿¿¿¿PDG_OBJECT
1164¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1165¿PDG_OBJECT¿¿0¿1120.this-o163¿¿¿¿¿PDG_OBJECT
1166¿PDG_OBJECT¿¿0¿1118.v55-o164¿¿¿¿¿PDG_OBJECT
1167¿PDG_OBJECT¿¿0¿1122.this-o165¿¿¿¿¿PDG_OBJECT
1168¿PDG_OBJECT¿¿0¿1118.v57-o166¿¿¿¿¿PDG_OBJECT
1169¿PDG_OBJECT¿¿0¿1124.this-o167¿¿¿¿¿PDG_OBJECT
1170¿PDG_OBJECT¿¿0¿1124.undefined-o168¿¿¿¿¿PDG_OBJECT
1171¿PDG_OBJECT¿¿0¿1118.v59-o169¿¿¿¿¿PDG_OBJECT
1172¿PDG_OBJECT¿¿0¿1126.this-o170¿¿¿¿¿PDG_OBJECT
1173¿PDG_OBJECT¿¿0¿1126.undefined-o171¿¿¿¿¿PDG_OBJECT
1174¿PDG_OBJECT¿¿0¿1118.v63-o172¿¿¿¿¿PDG_OBJECT
1175¿PDG_OBJECT¿¿0¿1128.this-o173¿¿¿¿¿PDG_OBJECT
1176¿PDG_OBJECT¿¿0¿1128.msg-o174¿¿¿¿¿PDG_OBJECT
1177¿PDG_OBJECT¿¿0¿1128.undefined-o175¿¿¿¿¿PDG_OBJECT
1178¿PDG_OBJECT¿¿0¿1118.v65-o176¿¿¿¿¿PDG_OBJECT
1179¿PDG_OBJECT¿¿0¿1130.this-o177¿¿¿¿¿PDG_OBJECT
1180¿PDG_OBJECT¿¿0¿1130.undefined-o178¿¿¿¿¿PDG_OBJECT
1181¿PDG_OBJECT¿¿0¿1118.v69-o179¿¿¿¿¿PDG_OBJECT
1182¿PDG_OBJECT¿¿0¿1132.this-o180¿¿¿¿¿PDG_OBJECT
1183¿PDG_OBJECT¿¿0¿1132.undefined-o181¿¿¿¿¿PDG_OBJECT
1184¿PDG_OBJECT¿¿0¿1118.v73-o182¿¿¿¿¿PDG_OBJECT
1185¿PDG_OBJECT¿¿0¿1134.this-o183¿¿¿¿¿PDG_OBJECT
1186¿PDG_OBJECT¿¿0¿1134.undefined-o184¿¿¿¿¿PDG_OBJECT
1187¿PDG_OBJECT¿¿0¿1118.v77-o185¿¿¿¿¿PDG_OBJECT
1188¿PDG_OBJECT¿¿0¿1136.this-o186¿¿¿¿¿PDG_OBJECT
1189¿PDG_OBJECT¿¿0¿1136.data-o187¿¿¿¿¿PDG_OBJECT
1190¿PDG_OBJECT¿¿0¿1118.v96-o188¿¿¿¿¿PDG_OBJECT
1191¿PDG_OBJECT¿¿0¿1146.this-o189¿¿¿¿¿PDG_OBJECT
1192¿PDG_OBJECT¿¿0¿1146.color-o190¿¿¿¿¿PDG_OBJECT
1193¿PDG_OBJECT¿¿0¿1118.v104-o191¿¿¿¿¿PDG_OBJECT
1194¿PDG_OBJECT¿¿0¿1150.this-o192¿¿¿¿¿PDG_OBJECT
1195¿PDG_OBJECT¿¿0¿1150.data-o193¿¿¿¿¿PDG_OBJECT
1196¿PDG_OBJECT¿¿0¿1118.v106-o194¿¿¿¿¿PDG_OBJECT
1197¿PDG_OBJECT¿¿0¿1118.messenger-o195¿¿¿¿¿PDG_OBJECT
1198¿PDG_OBJECT¿¿0¿1118.messenger-o196¿¿¿¿¿PDG_OBJECT
1199¿PDG_OBJECT¿¿0¿1118.messenger.version-o197¿¿¿¿¿PDG_OBJECT
1200¿PDG_OBJECT¿¿0¿1118.messenger-o198¿¿¿¿¿PDG_OBJECT
1201¿PDG_OBJECT¿¿0¿1118.messenger.name-o199¿¿¿¿¿PDG_OBJECT
1202¿PDG_OBJECT¿¿0¿1118.messenger-o200¿¿¿¿¿PDG_OBJECT
1203¿PDG_OBJECT¿¿0¿1118.messenger.log-o201¿¿¿¿¿PDG_OBJECT
1204¿PDG_OBJECT¿¿0¿1118.messenger-o202¿¿¿¿¿PDG_OBJECT
1205¿PDG_OBJECT¿¿0¿1118.messenger.info-o203¿¿¿¿¿PDG_OBJECT
1206¿PDG_OBJECT¿¿0¿1118.messenger-o204¿¿¿¿¿PDG_OBJECT
1207¿PDG_OBJECT¿¿0¿1118.messenger.note-o205¿¿¿¿¿PDG_OBJECT
1208¿PDG_OBJECT¿¿0¿1118.messenger-o206¿¿¿¿¿PDG_OBJECT
1209¿PDG_OBJECT¿¿0¿1118.messenger.success-o207¿¿¿¿¿PDG_OBJECT
1210¿PDG_OBJECT¿¿0¿1118.messenger-o208¿¿¿¿¿PDG_OBJECT
1211¿PDG_OBJECT¿¿0¿1118.messenger.warning-o209¿¿¿¿¿PDG_OBJECT
1212¿PDG_OBJECT¿¿0¿1118.messenger-o210¿¿¿¿¿PDG_OBJECT
1213¿PDG_OBJECT¿¿0¿1118.messenger.error-o211¿¿¿¿¿PDG_OBJECT
1214¿PDG_OBJECT¿¿0¿1118.messenger-o212¿¿¿¿¿PDG_OBJECT
1215¿PDG_OBJECT¿¿0¿1118.messenger.table-o213¿¿¿¿¿PDG_OBJECT
1216¿PDG_OBJECT¿¿0¿1118.messenger-o214¿¿¿¿¿PDG_OBJECT
1217¿PDG_OBJECT¿¿0¿1118.messenger.line-o215¿¿¿¿¿PDG_OBJECT
1218¿PDG_OBJECT¿¿0¿1118.messenger-o216¿¿¿¿¿PDG_OBJECT
1219¿PDG_OBJECT¿¿0¿1118.messenger.dir-o217¿¿¿¿¿PDG_OBJECT
1220¿PDG_OBJECT¿¿0¿1118.module-o218¿¿¿¿¿PDG_OBJECT
1221¿PDG_OBJECT¿¿0¿1118.module.exports-o219¿¿¿¿¿PDG_OBJECT
1222¿PDG_OBJECT¿¿0¿1120.pkgInfo.version-o220¿¿¿¿¿PDG_OBJECT
1223¿PDG_RETURN¿¿0¿1120.RET_OBJ-o221¿¿¿¿¿PDG_RETURN
1224¿PDG_OBJECT¿¿0¿1122.pkgInfo.name-o222¿¿¿¿¿PDG_OBJECT
1225¿PDG_RETURN¿¿0¿1122.RET_OBJ-o223¿¿¿¿¿PDG_RETURN
1226¿PDG_CALL¿¿1124¿1124.CALL->console.log-o224¿¿¿¿¿PDG_CALL
1227¿PDG_OBJECT¿¿0¿1124.v58-o225¿¿¿¿¿PDG_OBJECT
1228¿PDG_RETURN¿¿0¿1124.RET_OBJ-o226¿¿¿¿¿PDG_RETURN
1229¿PDG_OBJECT¿¿0¿1126.chalk.cyan-o227¿¿¿¿¿PDG_OBJECT
1230¿PDG_CALL¿¿1126¿1126.CALL->v60.bold-o228¿¿¿¿¿PDG_CALL
1231¿PDG_OBJECT¿¿0¿1126.v61-o229¿¿¿¿¿PDG_OBJECT
1232¿PDG_CALL¿¿1126¿1126.CALL->console.log-o230¿¿¿¿¿PDG_CALL
1233¿PDG_OBJECT¿¿0¿1126.v62-o231¿¿¿¿¿PDG_OBJECT
1234¿PDG_RETURN¿¿0¿1126.RET_OBJ-o232¿¿¿¿¿PDG_RETURN
1235¿PDG_CALL¿¿1128¿1128.CALL->console.log-o233¿¿¿¿¿PDG_CALL
1236¿PDG_OBJECT¿¿0¿1128.v64-o234¿¿¿¿¿PDG_OBJECT
1237¿PDG_RETURN¿¿0¿1128.RET_OBJ-o235¿¿¿¿¿PDG_RETURN
1238¿PDG_OBJECT¿¿0¿1130.chalk.green-o236¿¿¿¿¿PDG_OBJECT
1239¿PDG_CALL¿¿1130¿1130.CALL->v66.bold-o237¿¿¿¿¿PDG_CALL
1240¿PDG_OBJECT¿¿0¿1130.v67-o238¿¿¿¿¿PDG_OBJECT
1241¿PDG_CALL¿¿1130¿1130.CALL->console.log-o239¿¿¿¿¿PDG_CALL
1242¿PDG_OBJECT¿¿0¿1130.v68-o240¿¿¿¿¿PDG_OBJECT
1243¿PDG_RETURN¿¿0¿1130.RET_OBJ-o241¿¿¿¿¿PDG_RETURN
1244¿PDG_OBJECT¿¿0¿1132.chalk.yellow-o242¿¿¿¿¿PDG_OBJECT
1245¿PDG_CALL¿¿1132¿1132.CALL->v70.bold-o243¿¿¿¿¿PDG_CALL
1246¿PDG_OBJECT¿¿0¿1132.v71-o244¿¿¿¿¿PDG_OBJECT
