Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
801¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":111,"column":142},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Program
1224¿VariableDeclarator¿¿1425¿v139¿¿¿{"start":{"line":80,"column":14},"end":{"line":80,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1225¿CallExpression¿¿1425¿¿¿¿{"start":{"line":80,"column":14},"end":{"line":80,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1226¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":80,"column":14},"end":{"line":80,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1227¿Identifier¿¿1425¿response¿¿¿{"start":{"line":80,"column":14},"end":{"line":80,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1228¿Identifier¿¿1425¿end¿¿¿{"start":{"line":80,"column":23},"end":{"line":80,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1229¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":80,"column":14},"end":{"line":80,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1230¿Identifier¿¿1425¿v139¿¿¿¿¿Identifier
1231¿BlockStatement¿¿1425¿¿¿¿{"start":{"line":61,"column":23},"end":{"line":81,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
1232¿BlockStatement¿¿1425¿¿¿¿{"start":{"line":59,"column":35},"end":{"line":82,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
1233¿VariableDeclarator¿¿1425¿v140¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1234¿UpdateExpression¿¿1425¿¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿UpdateExpression
1235¿Identifier¿¿1425¿ct¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1236¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1237¿Identifier¿¿1425¿v140¿¿¿¿¿Identifier
1238¿VariableDeclarator¿¿1425¿v141¿¿¿{"start":{"line":86,"column":31},"end":{"line":86,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1239¿BinaryExpression¿===¿1425¿¿¿¿{"start":{"line":86,"column":31},"end":{"line":86,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1240¿Identifier¿¿1425¿tp¿¿¿{"start":{"line":86,"column":31},"end":{"line":86,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1241¿Literal¿string¿1425¿¿'http'¿¿{"start":{"line":86,"column":36},"end":{"line":86,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1242¿VariableDeclarator¿¿1425¿v142¿¿¿{"start":{"line":86,"column":45},"end":{"line":86,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1243¿CallExpression¿¿1425¿¿¿¿{"start":{"line":86,"column":45},"end":{"line":86,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1244¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":86,"column":45},"end":{"line":86,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1245¿Identifier¿¿1425¿mime¿¿¿{"start":{"line":86,"column":45},"end":{"line":86,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1246¿Identifier¿¿1425¿lookup¿¿¿{"start":{"line":86,"column":50},"end":{"line":86,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1247¿Identifier¿¿1425¿filename¿¿¿{"start":{"line":86,"column":57},"end":{"line":86,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1248¿VariableDeclarator¿¿1425¿v143¿¿¿{"start":{"line":86,"column":31},"end":{"line":86,"column":95},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1249¿IfStatement¿¿1425¿¿¿¿{"start":{"line":86,"column":31},"end":{"line":86,"column":95},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿IfStatement
1250¿Identifier¿¿1425¿v141¿¿¿¿¿Identifier
1251¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":86,"column":31},"end":{"line":86,"column":95},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1252¿AssignmentExpression¿=¿1425¿¿¿¿{"start":{"line":86,"column":31},"end":{"line":86,"column":95},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿AssignmentExpression
1253¿Identifier¿¿1425¿v143¿¿¿¿¿Identifier
1254¿Identifier¿¿1425¿v142¿¿¿¿¿Identifier
1255¿BlockStatement¿¿1425¿¿¿¿¿¿BlockStatement
1256¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":86,"column":31},"end":{"line":86,"column":95},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1257¿AssignmentExpression¿=¿1425¿¿¿¿{"start":{"line":86,"column":31},"end":{"line":86,"column":95},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿AssignmentExpression
1258¿Identifier¿¿1425¿v143¿¿¿¿¿Identifier
1259¿Literal¿string¿1425¿¿'application/octet-stream'¿¿{"start":{"line":86,"column":69},"end":{"line":86,"column":95},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1260¿BlockStatement¿¿1425¿¿¿¿¿¿BlockStatement
1261¿VariableDeclarator¿¿1425¿v144¿¿¿{"start":{"line":87,"column":32},"end":{"line":87,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1262¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":87,"column":32},"end":{"line":87,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1263¿Identifier¿¿1425¿stats¿¿¿{"start":{"line":87,"column":32},"end":{"line":87,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1264¿Identifier¿¿1425¿size¿¿¿{"start":{"line":87,"column":38},"end":{"line":87,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1265¿VariableDeclarator¿¿1425¿hd¿¿¿{"start":{"line":85,"column":16},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1266¿ObjectExpression¿¿1425¿¿¿¿¿¿ObjectExpression
1267¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1268¿AssignmentExpression¿=¿1425¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿AssignmentExpression
1269¿MemberExpression¿computed¿1425¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1270¿Identifier¿¿1425¿hd¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1271¿Literal¿string¿1425¿¿'Content-Type'¿¿{"start":{"line":86,"column":14},"end":{"line":86,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1272¿Identifier¿¿1425¿v143¿¿¿¿¿Identifier
1273¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1274¿AssignmentExpression¿=¿1425¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿AssignmentExpression
1275¿MemberExpression¿computed¿1425¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1276¿Identifier¿¿1425¿hd¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1277¿Literal¿string¿1425¿¿'Content-Length'¿¿{"start":{"line":87,"column":14},"end":{"line":87,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1278¿Identifier¿¿1425¿v144¿¿¿¿¿Identifier
1279¿VariableDeclarator¿¿1425¿v145¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1280¿CallExpression¿¿1425¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1281¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1282¿Identifier¿¿1425¿response¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1283¿Identifier¿¿1425¿writeHead¿¿¿{"start":{"line":89,"column":21},"end":{"line":89,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1284¿Literal¿number¿1425¿¿200¿¿{"start":{"line":89,"column":31},"end":{"line":89,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1285¿Identifier¿¿1425¿hd¿¿¿{"start":{"line":89,"column":36},"end":{"line":89,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1286¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1287¿Identifier¿¿1425¿v145¿¿¿¿¿Identifier
1288¿VariableDeclarator¿¿1425¿v146¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1289¿CallExpression¿¿1425¿¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1290¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1291¿Identifier¿¿1425¿fs¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1292¿Identifier¿¿1425¿createReadStream¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1293¿Identifier¿¿1425¿filename¿¿¿{"start":{"line":91,"column":32},"end":{"line":91,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1294¿VariableDeclarator¿¿1425¿v147¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1295¿CallExpression¿¿1425¿¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1296¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1297¿Identifier¿¿1425¿v146¿¿¿¿¿Identifier
1298¿Identifier¿¿1425¿pipe¿¿¿{"start":{"line":91,"column":42},"end":{"line":91,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1299¿Identifier¿¿1425¿response¿¿¿{"start":{"line":91,"column":47},"end":{"line":91,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1300¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1301¿Identifier¿¿1425¿v147¿¿¿¿¿Identifier
1302¿BlockStatement¿¿1425¿¿¿¿{"start":{"line":82,"column":17},"end":{"line":92,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
1303¿BlockStatement¿¿1425¿¿¿¿{"start":{"line":58,"column":15},"end":{"line":94,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
1304¿BlockStatement¿¿1425¿¿¿¿{"start":{"line":51,"column":42},"end":{"line":95,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
1305¿VariableDeclarator¿¿1422¿v149¿¿¿{"start":{"line":51,"column":4},"end":{"line":95,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1306¿CallExpression¿¿1422¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":95,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1307¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1308¿Identifier¿¿1422¿fs¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1309¿Identifier¿¿1422¿stat¿¿¿{"start":{"line":51,"column":7},"end":{"line":51,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1310¿Identifier¿¿1422¿filename¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1311¿Identifier¿¿1422¿v148¿¿¿¿¿Identifier
1312¿ExpressionStatement¿¿1422¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":95,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1313¿Identifier¿¿1422¿v149¿¿¿¿¿Identifier
1314¿BlockStatement¿¿1422¿¿¿¿{"start":{"line":43,"column":39},"end":{"line":97,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
1315¿VariableDeclarator¿¿1420¿v151¿¿¿{"start":{"line":43,"column":2},"end":{"line":97,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1316¿CallExpression¿¿1420¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":97,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1317¿MemberExpression¿¿1420¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1318¿Identifier¿¿1420¿fs¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1319¿Identifier¿¿1420¿exists¿¿¿{"start":{"line":43,"column":5},"end":{"line":43,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1320¿Identifier¿¿1420¿filename¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1321¿Identifier¿¿1420¿v150¿¿¿¿¿Identifier
1322¿ExpressionStatement¿¿1420¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":97,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1323¿Identifier¿¿1420¿v151¿¿¿¿¿Identifier
1324¿BlockStatement¿¿1420¿¿¿¿{"start":{"line":36,"column":39},"end":{"line":98,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
1325¿VariableDeclarator¿¿1417¿server¿¿¿{"start":{"line":100,"column":4},"end":{"line":100,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1326¿CallExpression¿¿1417¿¿¿¿{"start":{"line":100,"column":13},"end":{"line":100,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1327¿MemberExpression¿¿1417¿¿¿¿{"start":{"line":100,"column":13},"end":{"line":100,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1328¿Identifier¿¿1417¿http¿¿¿{"start":{"line":100,"column":13},"end":{"line":100,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1329¿Identifier¿¿1417¿createServer¿¿¿{"start":{"line":100,"column":18},"end":{"line":100,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1330¿Identifier¿¿1417¿hftp¿¿¿{"start":{"line":100,"column":31},"end":{"line":100,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1331¿VariableDeclarator¿¿1417¿v157¿¿¿{"start":{"line":101,"column":19},"end":{"line":108,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1332¿FunctionExpression¿¿1417¿anon¿¿¿{"start":{"line":101,"column":19},"end":{"line":108,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿FunctionExpression
1333¿Identifier¿¿0¿e¿¿¿{"start":{"line":101,"column":29},"end":{"line":101,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1334¿VariableDeclarator¿¿1435¿v152¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1335¿MemberExpression¿¿1435¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1336¿Identifier¿¿1435¿e¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1337¿Identifier¿¿1435¿code¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1338¿VariableDeclarator¿¿1435¿v153¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1339¿BinaryExpression¿==¿1435¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1340¿Identifier¿¿1435¿v152¿¿¿¿¿Identifier
1341¿Literal¿string¿1435¿¿'EADDRINUSE'¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1342¿IfStatement¿¿1435¿¿¿¿{"start":{"line":102,"column":2},"end":{"line":107,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿IfStatement
1343¿Identifier¿¿1435¿v153¿¿¿¿¿Identifier
1344¿VariableDeclarator¿¿1435¿v154¿¿¿{"start":{"line":103,"column":16},"end":{"line":103,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1345¿BinaryExpression¿+¿1435¿¿¿¿{"start":{"line":103,"column":16},"end":{"line":103,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1346¿Literal¿string¿1435¿¿'Port has been used. 端口已被使用 :'¿¿{"start":{"line":103,"column":16},"end":{"line":103,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1347¿Identifier¿¿1435¿port¿¿¿{"start":{"line":103,"column":49},"end":{"line":103,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1348¿VariableDeclarator¿¿1435¿v155¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1349¿CallExpression¿¿1435¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1350¿MemberExpression¿¿1435¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1351¿Identifier¿¿1435¿console¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1352¿Identifier¿¿1435¿log¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1353¿Identifier¿¿1435¿v154¿¿¿¿¿Identifier
1354¿ExpressionStatement¿¿1435¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1355¿Identifier¿¿1435¿v155¿¿¿¿¿Identifier
1356¿VariableDeclarator¿¿1435¿v156¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1357¿CallExpression¿¿1435¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1358¿MemberExpression¿¿1435¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1359¿Identifier¿¿1435¿server¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1360¿Identifier¿¿1435¿close¿¿¿{"start":{"line":104,"column":11},"end":{"line":104,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1361¿ExpressionStatement¿¿1435¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1362¿Identifier¿¿1435¿v156¿¿¿¿¿Identifier
1363¿BlockStatement¿¿1435¿¿¿¿{"start":{"line":102,"column":30},"end":{"line":105,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
1364¿ThrowStatement¿¿1435¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ThrowStatement
1365¿Identifier¿¿1435¿e¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1366¿BlockStatement¿¿1435¿¿¿¿{"start":{"line":105,"column":9},"end":{"line":107,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
1367¿BlockStatement¿¿1435¿¿¿¿{"start":{"line":101,"column":32},"end":{"line":108,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
