Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4880¿Program¿¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":811,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Program
8215¿Identifier¿¿key¿¿¿{"start":{"line":726,"column":7},"end":{"line":726,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8216¿Identifier¿¿keyArray¿¿¿{"start":{"line":726,"column":14},"end":{"line":726,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8217¿VariableDeclarator¿¿v918¿¿¿¿¿VariableDeclarator
8218¿MemberExpression¿computed¿¿¿¿{"start":{"line":727,"column":25},"end":{"line":727,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
8219¿Identifier¿¿input¿¿¿{"start":{"line":727,"column":25},"end":{"line":727,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8220¿Identifier¿¿key¿¿¿{"start":{"line":727,"column":31},"end":{"line":727,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8221¿ExpressionStatement¿¿¿¿¿{"start":{"line":727,"column":3},"end":{"line":727,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ExpressionStatement
8222¿AssignmentExpression¿=¿¿¿¿{"start":{"line":727,"column":3},"end":{"line":727,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
8223¿Identifier¿¿valHash¿¿¿{"start":{"line":727,"column":3},"end":{"line":727,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8224¿CallExpression¿¿¿¿¿{"start":{"line":727,"column":13},"end":{"line":727,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
8225¿Identifier¿¿makeHashKey¿¿¿{"start":{"line":727,"column":13},"end":{"line":727,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8226¿Identifier¿¿v918¿¿¿¿¿Identifier
8227¿VariableDeclarator¿¿v919¿¿¿¿¿VariableDeclarator
8228¿MemberExpression¿¿¿¿¿{"start":{"line":728,"column":8},"end":{"line":728,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
8229¿Identifier¿¿key¿¿¿{"start":{"line":728,"column":8},"end":{"line":728,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8230¿Identifier¿¿length¿¿¿{"start":{"line":728,"column":12},"end":{"line":728,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8231¿VariableDeclarator¿¿v920¿¿¿¿¿VariableDeclarator
8232¿BinaryExpression¿+¿¿¿¿{"start":{"line":728,"column":8},"end":{"line":728,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
8233¿Identifier¿¿v919¿¿¿¿¿Identifier
8234¿Literal¿string¿¿'.'¿¿{"start":{"line":728,"column":21},"end":{"line":728,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
8235¿VariableDeclarator¿¿v921¿¿¿¿¿VariableDeclarator
8236¿BinaryExpression¿+¿¿¿¿{"start":{"line":728,"column":8},"end":{"line":728,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
8237¿Identifier¿¿v920¿¿¿¿¿Identifier
8238¿Identifier¿¿key¿¿¿{"start":{"line":728,"column":27},"end":{"line":728,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8239¿VariableDeclarator¿¿v922¿¿¿¿¿VariableDeclarator
8240¿BinaryExpression¿+¿¿¿¿{"start":{"line":728,"column":8},"end":{"line":728,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
8241¿Identifier¿¿v921¿¿¿¿¿Identifier
8242¿Literal¿string¿¿'..'¿¿{"start":{"line":728,"column":33},"end":{"line":728,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
8243¿VariableDeclarator¿¿v923¿¿¿¿¿VariableDeclarator
8244¿MemberExpression¿¿¿¿¿{"start":{"line":728,"column":40},"end":{"line":728,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
8245¿Identifier¿¿valHash¿¿¿{"start":{"line":728,"column":40},"end":{"line":728,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8246¿Identifier¿¿length¿¿¿{"start":{"line":728,"column":48},"end":{"line":728,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8247¿VariableDeclarator¿¿v924¿¿¿¿¿VariableDeclarator
8248¿BinaryExpression¿+¿¿¿¿{"start":{"line":728,"column":8},"end":{"line":728,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
8249¿Identifier¿¿v922¿¿¿¿¿Identifier
8250¿Identifier¿¿v923¿¿¿¿¿Identifier
8251¿VariableDeclarator¿¿v925¿¿¿¿¿VariableDeclarator
8252¿BinaryExpression¿+¿¿¿¿{"start":{"line":728,"column":8},"end":{"line":728,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
8253¿Identifier¿¿v924¿¿¿¿¿Identifier
8254¿Literal¿string¿¿'.'¿¿{"start":{"line":728,"column":57},"end":{"line":728,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
8255¿ExpressionStatement¿¿¿¿¿{"start":{"line":728,"column":3},"end":{"line":728,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ExpressionStatement
8256¿AssignmentExpression¿+=¿¿¿¿{"start":{"line":728,"column":3},"end":{"line":728,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
8257¿Identifier¿¿r¿¿¿{"start":{"line":728,"column":3},"end":{"line":728,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8258¿BinaryExpression¿+¿¿¿¿{"start":{"line":728,"column":8},"end":{"line":728,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
8259¿Identifier¿¿v925¿¿¿¿¿Identifier
8260¿Identifier¿¿valHash¿¿¿{"start":{"line":728,"column":63},"end":{"line":728,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8261¿BlockStatement¿¿¿¿¿{"start":{"line":726,"column":24},"end":{"line":729,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
8262¿ReturnStatement¿¿¿¿¿{"start":{"line":730,"column":2},"end":{"line":730,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
8263¿Identifier¿¿r¿¿¿{"start":{"line":730,"column":9},"end":{"line":730,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8264¿BlockStatement¿¿¿¿¿{"start":{"line":720,"column":32},"end":{"line":731,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
8265¿ReturnStatement¿¿¿¿¿{"start":{"line":732,"column":1},"end":{"line":732,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
8266¿Identifier¿¿undefined¿¿¿{"start":{"line":732,"column":8},"end":{"line":732,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8267¿BlockStatement¿¿¿¿¿{"start":{"line":705,"column":28},"end":{"line":733,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
8268¿ExpressionStatement¿¿¿¿¿{"start":{"line":734,"column":0},"end":{"line":734,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ExpressionStatement
8269¿AssignmentExpression¿=¿¿¿¿{"start":{"line":734,"column":0},"end":{"line":734,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
8270¿MemberExpression¿¿¿¿¿{"start":{"line":734,"column":0},"end":{"line":734,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
8271¿Identifier¿¿exports¿¿¿{"start":{"line":734,"column":0},"end":{"line":734,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8272¿Identifier¿¿objectHash¿¿¿{"start":{"line":734,"column":8},"end":{"line":734,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8273¿Identifier¿¿objectHash¿¿¿{"start":{"line":734,"column":21},"end":{"line":734,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8274¿VariableDeclarator¿exported¿sanitizeDate¿¿¿¿¿VariableDeclarator
8275¿FunctionExpression¿¿anon¿¿¿{"start":{"line":745,"column":0},"end":{"line":752,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿FunctionExpression
8276¿Identifier¿¿val¿¿¿{"start":{"line":745,"column":22},"end":{"line":745,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8277¿VariableDeclarator¿¿v926¿¿¿¿¿VariableDeclarator
8278¿UnaryExpression¿!¿¿¿¿{"start":{"line":746,"column":5},"end":{"line":746,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿UnaryExpression
8279¿Identifier¿¿val¿¿¿{"start":{"line":746,"column":6},"end":{"line":746,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8280¿IfStatement¿¿¿¿¿{"start":{"line":746,"column":1},"end":{"line":746,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
8281¿Identifier¿¿v926¿¿¿¿¿Identifier
8282¿ReturnStatement¿¿¿¿¿{"start":{"line":746,"column":11},"end":{"line":746,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
8283¿Literal¿object¿¿null¿¿{"start":{"line":746,"column":18},"end":{"line":746,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
8284¿BlockStatement¿¿¿¿¿¿¿BlockStatement
8285¿VariableDeclarator¿¿v927¿¿¿¿¿VariableDeclarator
8286¿CallExpression¿¿¿¿¿{"start":{"line":747,"column":5},"end":{"line":747,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
8287¿MemberExpression¿¿¿¿¿{"start":{"line":747,"column":5},"end":{"line":747,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
8288¿Identifier¿¿_¿¿¿{"start":{"line":747,"column":5},"end":{"line":747,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8289¿Identifier¿¿isDate¿¿¿{"start":{"line":747,"column":7},"end":{"line":747,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8290¿Identifier¿¿val¿¿¿{"start":{"line":747,"column":14},"end":{"line":747,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8291¿IfStatement¿¿¿¿¿{"start":{"line":747,"column":1},"end":{"line":747,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
8292¿Identifier¿¿v927¿¿¿¿¿Identifier
8293¿ReturnStatement¿¿¿¿¿{"start":{"line":747,"column":20},"end":{"line":747,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
8294¿Identifier¿¿val¿¿¿{"start":{"line":747,"column":27},"end":{"line":747,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8295¿BlockStatement¿¿¿¿¿¿¿BlockStatement
8296¿VariableDeclarator¿¿v928¿¿¿¿¿VariableDeclarator
8297¿CallExpression¿¿¿¿¿{"start":{"line":748,"column":5},"end":{"line":748,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
8298¿MemberExpression¿¿¿¿¿{"start":{"line":748,"column":5},"end":{"line":748,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
8299¿Identifier¿¿_¿¿¿{"start":{"line":748,"column":5},"end":{"line":748,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8300¿Identifier¿¿isString¿¿¿{"start":{"line":748,"column":7},"end":{"line":748,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8301¿Identifier¿¿val¿¿¿{"start":{"line":748,"column":16},"end":{"line":748,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8302¿IfStatement¿¿¿¿¿{"start":{"line":748,"column":1},"end":{"line":748,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
8303¿Identifier¿¿v928¿¿¿¿¿Identifier
8304¿VariableDeclarator¿¿v929¿¿¿¿¿VariableDeclarator
8305¿CallExpression¿¿¿¿¿{"start":{"line":748,"column":38},"end":{"line":748,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
8306¿MemberExpression¿¿¿¿¿{"start":{"line":748,"column":38},"end":{"line":748,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
8307¿Identifier¿¿Date¿¿¿{"start":{"line":748,"column":38},"end":{"line":748,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8308¿Identifier¿¿parse¿¿¿{"start":{"line":748,"column":43},"end":{"line":748,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8309¿Identifier¿¿val¿¿¿{"start":{"line":748,"column":49},"end":{"line":748,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8310¿VariableDeclarator¿¿v930¿¿¿¿¿VariableDeclarator
8311¿NewExpression¿¿¿¿¿{"start":{"line":748,"column":29},"end":{"line":748,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿NewExpression
8312¿Identifier¿¿Date¿¿¿{"start":{"line":748,"column":33},"end":{"line":748,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8313¿Identifier¿¿v929¿¿¿¿¿Identifier
8314¿ReturnStatement¿¿¿¿¿{"start":{"line":748,"column":22},"end":{"line":748,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
8315¿Identifier¿¿v930¿¿¿¿¿Identifier
8316¿BlockStatement¿¿¿¿¿¿¿BlockStatement
8317¿VariableDeclarator¿¿v931¿¿¿¿¿VariableDeclarator
8318¿CallExpression¿¿¿¿¿{"start":{"line":749,"column":5},"end":{"line":749,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
8319¿MemberExpression¿¿¿¿¿{"start":{"line":749,"column":5},"end":{"line":749,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
8320¿Identifier¿¿_¿¿¿{"start":{"line":749,"column":5},"end":{"line":749,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8321¿Identifier¿¿isNumber¿¿¿{"start":{"line":749,"column":7},"end":{"line":749,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8322¿Identifier¿¿val¿¿¿{"start":{"line":749,"column":16},"end":{"line":749,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8323¿IfStatement¿¿¿¿¿{"start":{"line":749,"column":1},"end":{"line":749,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
8324¿Identifier¿¿v931¿¿¿¿¿Identifier
8325¿VariableDeclarator¿¿v932¿¿¿¿¿VariableDeclarator
8326¿NewExpression¿¿¿¿¿{"start":{"line":749,"column":29},"end":{"line":749,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿NewExpression
8327¿Identifier¿¿Date¿¿¿{"start":{"line":749,"column":33},"end":{"line":749,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8328¿Identifier¿¿val¿¿¿{"start":{"line":749,"column":38},"end":{"line":749,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8329¿ReturnStatement¿¿¿¿¿{"start":{"line":749,"column":22},"end":{"line":749,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
8330¿Identifier¿¿v932¿¿¿¿¿Identifier
8331¿BlockStatement¿¿¿¿¿¿¿BlockStatement
8332¿VariableDeclarator¿¿v933¿¿¿¿¿VariableDeclarator
8333¿CallExpression¿¿¿¿¿{"start":{"line":750,"column":5},"end":{"line":750,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
8334¿MemberExpression¿¿¿¿¿{"start":{"line":750,"column":5},"end":{"line":750,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
8335¿Identifier¿¿_¿¿¿{"start":{"line":750,"column":5},"end":{"line":750,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8336¿Identifier¿¿isObject¿¿¿{"start":{"line":750,"column":7},"end":{"line":750,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8337¿Identifier¿¿val¿¿¿{"start":{"line":750,"column":16},"end":{"line":750,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8338¿VariableDeclarator¿¿v934¿¿¿¿¿VariableDeclarator
8339¿MemberExpression¿¿¿¿¿{"start":{"line":750,"column":24},"end":{"line":750,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
8340¿Identifier¿¿val¿¿¿{"start":{"line":750,"column":24},"end":{"line":750,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8341¿Identifier¿¿date¿¿¿{"start":{"line":750,"column":28},"end":{"line":750,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8342¿VariableDeclarator¿¿v935¿¿¿¿¿VariableDeclarator
8343¿LogicalExpression¿&&¿¿¿¿{"start":{"line":750,"column":5},"end":{"line":750,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
8344¿Identifier¿¿v933¿¿¿¿¿Identifier
8345¿Identifier¿¿v934¿¿¿¿¿Identifier
8346¿IfStatement¿¿¿¿¿{"start":{"line":750,"column":1},"end":{"line":750,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
8347¿Identifier¿¿v935¿¿¿¿¿Identifier
8348¿VariableDeclarator¿¿v936¿¿¿¿¿VariableDeclarator
8349¿MemberExpression¿¿¿¿¿{"start":{"line":750,"column":54},"end":{"line":750,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
8350¿Identifier¿¿val¿¿¿{"start":{"line":750,"column":54},"end":{"line":750,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8351¿Identifier¿¿date¿¿¿{"start":{"line":750,"column":58},"end":{"line":750,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8352¿VariableDeclarator¿¿v937¿¿¿¿¿VariableDeclarator
8353¿CallExpression¿¿¿¿¿{"start":{"line":750,"column":41},"end":{"line":750,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
8354¿Identifier¿¿sanitizeDate¿¿¿{"start":{"line":750,"column":41},"end":{"line":750,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8355¿Identifier¿¿v936¿¿¿¿¿Identifier
8356¿ReturnStatement¿¿¿¿¿{"start":{"line":750,"column":34},"end":{"line":750,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
8357¿Identifier¿¿v937¿¿¿¿¿Identifier
8358¿BlockStatement¿¿¿¿¿¿¿BlockStatement
8359¿ReturnStatement¿¿¿¿¿{"start":{"line":751,"column":1},"end":{"line":751,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
8360¿Literal¿object¿¿null¿¿{"start":{"line":751,"column":8},"end":{"line":751,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
8361¿BlockStatement¿¿¿¿¿{"start":{"line":745,"column":27},"end":{"line":752,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
8362¿ExpressionStatement¿¿¿¿¿{"start":{"line":753,"column":0},"end":{"line":753,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ExpressionStatement
8363¿AssignmentExpression¿=¿¿¿¿{"start":{"line":753,"column":0},"end":{"line":753,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
8364¿MemberExpression¿¿¿¿¿{"start":{"line":753,"column":0},"end":{"line":753,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
8365¿Identifier¿¿exports¿¿¿{"start":{"line":753,"column":0},"end":{"line":753,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8366¿Identifier¿¿sanitizeDate¿¿¿{"start":{"line":753,"column":8},"end":{"line":753,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8367¿Identifier¿¿sanitizeDate¿¿¿{"start":{"line":753,"column":23},"end":{"line":753,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8368¿VariableDeclarator¿exported¿isPlainObject¿¿¿¿¿VariableDeclarator
8369¿FunctionExpression¿¿anon¿¿¿{"start":{"line":755,"column":0},"end":{"line":763,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿FunctionExpression
8370¿Identifier¿¿val¿¿¿{"start":{"line":755,"column":23},"end":{"line":755,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8371¿VariableDeclarator¿¿r¿¿¿{"start":{"line":756,"column":5},"end":{"line":756,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿VariableDeclarator
8372¿Literal¿boolean¿¿false¿¿{"start":{"line":756,"column":9},"end":{"line":756,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
8373¿VariableDeclarator¿¿proto¿¿¿{"start":{"line":757,"column":5},"end":{"line":757,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿VariableDeclarator
8374¿VariableDeclarator¿¿v938¿¿¿¿¿VariableDeclarator
8375¿UnaryExpression¿typeof¿¿¿¿{"start":{"line":758,"column":5},"end":{"line":758,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿UnaryExpression
8376¿Identifier¿¿val¿¿¿{"start":{"line":758,"column":12},"end":{"line":758,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8377¿VariableDeclarator¿¿v939¿¿¿¿¿VariableDeclarator
8378¿BinaryExpression¿===¿¿¿¿{"start":{"line":758,"column":5},"end":{"line":758,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
8379¿Identifier¿¿v938¿¿¿¿¿Identifier
8380¿Literal¿string¿¿'object'¿¿{"start":{"line":758,"column":20},"end":{"line":758,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
8381¿VariableDeclarator¿¿v940¿¿¿¿¿VariableDeclarator
8382¿BinaryExpression¿!==¿¿¿¿{"start":{"line":758,"column":32},"end":{"line":758,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
8383¿Identifier¿¿val¿¿¿{"start":{"line":758,"column":32},"end":{"line":758,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
8384¿Literal¿object¿¿null¿¿{"start":{"line":758,"column":40},"end":{"line":758,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
8385¿VariableDeclarator¿¿v941¿¿¿¿¿VariableDeclarator
8386¿LogicalExpression¿&&¿¿¿¿{"start":{"line":758,"column":5},"end":{"line":758,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
