Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2727¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":365,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Program
4564¿MemberExpression¿¿4925¿¿¿¿{"start":{"line":315,"column":26},"end":{"line":315,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
4565¿Identifier¿¿4925¿exports¿¿¿{"start":{"line":315,"column":26},"end":{"line":315,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4566¿Identifier¿¿4925¿JsonPatchError¿¿¿{"start":{"line":315,"column":34},"end":{"line":315,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4567¿Literal¿string¿4925¿¿'Cannot perform an `add` operation at the desired path'¿¿{"start":{"line":315,"column":49},"end":{"line":315,"column":104},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
4568¿Literal¿string¿4925¿¿'OPERATION_PATH_CANNOT_ADD'¿¿{"start":{"line":315,"column":106},"end":{"line":315,"column":133},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
4569¿Identifier¿¿4925¿index¿¿¿{"start":{"line":315,"column":135},"end":{"line":315,"column":140},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4570¿Identifier¿¿4925¿operation¿¿¿{"start":{"line":315,"column":142},"end":{"line":315,"column":151},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4571¿Identifier¿¿4925¿document¿¿¿{"start":{"line":315,"column":153},"end":{"line":315,"column":161},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4572¿ThrowStatement¿¿4925¿¿¿¿{"start":{"line":315,"column":16},"end":{"line":315,"column":163},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ThrowStatement
4573¿Identifier¿¿4925¿v476¿¿¿¿¿Identifier
4574¿BlockStatement¿¿4925¿¿¿¿{"start":{"line":314,"column":80},"end":{"line":316,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
4575¿BlockStatement¿¿4925¿¿¿¿{"start":{"line":311,"column":35},"end":{"line":317,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
4576¿VariableDeclarator¿¿4925¿v477¿¿¿{"start":{"line":318,"column":17},"end":{"line":318,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4577¿MemberExpression¿¿4925¿¿¿¿{"start":{"line":318,"column":17},"end":{"line":318,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
4578¿Identifier¿¿4925¿operation¿¿¿{"start":{"line":318,"column":17},"end":{"line":318,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4579¿Identifier¿¿4925¿op¿¿¿{"start":{"line":318,"column":27},"end":{"line":318,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4580¿VariableDeclarator¿¿4925¿v478¿¿¿{"start":{"line":318,"column":17},"end":{"line":318,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4581¿BinaryExpression¿===¿4925¿¿¿¿{"start":{"line":318,"column":17},"end":{"line":318,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BinaryExpression
4582¿Identifier¿¿4925¿v477¿¿¿¿¿Identifier
4583¿Literal¿string¿4925¿¿'replace'¿¿{"start":{"line":318,"column":34},"end":{"line":318,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
4584¿VariableDeclarator¿¿4925¿v479¿¿¿{"start":{"line":318,"column":47},"end":{"line":318,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4585¿MemberExpression¿¿4925¿¿¿¿{"start":{"line":318,"column":47},"end":{"line":318,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
4586¿Identifier¿¿4925¿operation¿¿¿{"start":{"line":318,"column":47},"end":{"line":318,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4587¿Identifier¿¿4925¿op¿¿¿{"start":{"line":318,"column":57},"end":{"line":318,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4588¿VariableDeclarator¿¿4925¿v480¿¿¿{"start":{"line":318,"column":47},"end":{"line":318,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4589¿BinaryExpression¿===¿4925¿¿¿¿{"start":{"line":318,"column":47},"end":{"line":318,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BinaryExpression
4590¿Identifier¿¿4925¿v479¿¿¿¿¿Identifier
4591¿Literal¿string¿4925¿¿'remove'¿¿{"start":{"line":318,"column":64},"end":{"line":318,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
4592¿VariableDeclarator¿¿4925¿v481¿¿¿{"start":{"line":318,"column":17},"end":{"line":318,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4593¿LogicalExpression¿||¿4925¿¿¿¿{"start":{"line":318,"column":17},"end":{"line":318,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿LogicalExpression
4594¿Identifier¿¿4925¿v478¿¿¿¿¿Identifier
4595¿Identifier¿¿4925¿v480¿¿¿¿¿Identifier
4596¿VariableDeclarator¿¿4925¿v482¿¿¿{"start":{"line":318,"column":76},"end":{"line":318,"column":88},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4597¿MemberExpression¿¿4925¿¿¿¿{"start":{"line":318,"column":76},"end":{"line":318,"column":88},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
4598¿Identifier¿¿4925¿operation¿¿¿{"start":{"line":318,"column":76},"end":{"line":318,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4599¿Identifier¿¿4925¿op¿¿¿{"start":{"line":318,"column":86},"end":{"line":318,"column":88},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4600¿VariableDeclarator¿¿4925¿v483¿¿¿{"start":{"line":318,"column":76},"end":{"line":318,"column":99},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4601¿BinaryExpression¿===¿4925¿¿¿¿{"start":{"line":318,"column":76},"end":{"line":318,"column":99},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BinaryExpression
4602¿Identifier¿¿4925¿v482¿¿¿¿¿Identifier
4603¿Literal¿string¿4925¿¿'_get'¿¿{"start":{"line":318,"column":93},"end":{"line":318,"column":99},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
4604¿VariableDeclarator¿¿4925¿v484¿¿¿{"start":{"line":318,"column":17},"end":{"line":318,"column":99},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4605¿LogicalExpression¿||¿4925¿¿¿¿{"start":{"line":318,"column":17},"end":{"line":318,"column":99},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿LogicalExpression
4606¿Identifier¿¿4925¿v481¿¿¿¿¿Identifier
4607¿Identifier¿¿4925¿v483¿¿¿¿¿Identifier
4608¿IfStatement¿¿4925¿¿¿¿{"start":{"line":318,"column":13},"end":{"line":329,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿IfStatement
4609¿Identifier¿¿4925¿v484¿¿¿¿¿Identifier
4610¿VariableDeclarator¿¿4925¿v485¿¿¿{"start":{"line":319,"column":16},"end":{"line":319,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4611¿MemberExpression¿¿4925¿¿¿¿{"start":{"line":319,"column":16},"end":{"line":319,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
4612¿Identifier¿¿4925¿operation¿¿¿{"start":{"line":319,"column":16},"end":{"line":319,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4613¿Identifier¿¿4925¿path¿¿¿{"start":{"line":319,"column":26},"end":{"line":319,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4614¿VariableDeclarator¿¿4925¿v486¿¿¿{"start":{"line":319,"column":16},"end":{"line":319,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4615¿BinaryExpression¿!==¿4925¿¿¿¿{"start":{"line":319,"column":16},"end":{"line":319,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BinaryExpression
4616¿Identifier¿¿4925¿v485¿¿¿¿¿Identifier
4617¿Identifier¿¿4925¿existingPathFragment¿¿¿{"start":{"line":319,"column":35},"end":{"line":319,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4618¿IfStatement¿¿4925¿¿¿¿{"start":{"line":319,"column":12},"end":{"line":321,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿IfStatement
4619¿Identifier¿¿4925¿v486¿¿¿¿¿Identifier
4620¿VariableDeclarator¿¿4925¿v487¿¿¿{"start":{"line":320,"column":22},"end":{"line":320,"column":169},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4621¿NewExpression¿¿4925¿¿¿¿{"start":{"line":320,"column":22},"end":{"line":320,"column":169},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿NewExpression
4622¿MemberExpression¿¿4925¿¿¿¿{"start":{"line":320,"column":26},"end":{"line":320,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
4623¿Identifier¿¿4925¿exports¿¿¿{"start":{"line":320,"column":26},"end":{"line":320,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4624¿Identifier¿¿4925¿JsonPatchError¿¿¿{"start":{"line":320,"column":34},"end":{"line":320,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4625¿Literal¿string¿4925¿¿'Cannot perform the operation at a path that does not exist'¿¿{"start":{"line":320,"column":49},"end":{"line":320,"column":109},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
4626¿Literal¿string¿4925¿¿'OPERATION_PATH_UNRESOLVABLE'¿¿{"start":{"line":320,"column":111},"end":{"line":320,"column":140},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
4627¿Identifier¿¿4925¿index¿¿¿{"start":{"line":320,"column":142},"end":{"line":320,"column":147},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4628¿Identifier¿¿4925¿operation¿¿¿{"start":{"line":320,"column":149},"end":{"line":320,"column":158},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4629¿Identifier¿¿4925¿document¿¿¿{"start":{"line":320,"column":160},"end":{"line":320,"column":168},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4630¿ThrowStatement¿¿4925¿¿¿¿{"start":{"line":320,"column":16},"end":{"line":320,"column":170},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ThrowStatement
4631¿Identifier¿¿4925¿v487¿¿¿¿¿Identifier
4632¿BlockStatement¿¿4925¿¿¿¿{"start":{"line":319,"column":57},"end":{"line":321,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
4633¿BlockStatement¿¿4925¿¿¿¿{"start":{"line":318,"column":101},"end":{"line":322,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
4634¿VariableDeclarator¿¿4925¿v488¿¿¿{"start":{"line":323,"column":17},"end":{"line":323,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4635¿MemberExpression¿¿4925¿¿¿¿{"start":{"line":323,"column":17},"end":{"line":323,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
4636¿Identifier¿¿4925¿operation¿¿¿{"start":{"line":323,"column":17},"end":{"line":323,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4637¿Identifier¿¿4925¿op¿¿¿{"start":{"line":323,"column":27},"end":{"line":323,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4638¿VariableDeclarator¿¿4925¿v489¿¿¿{"start":{"line":323,"column":17},"end":{"line":323,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4639¿BinaryExpression¿===¿4925¿¿¿¿{"start":{"line":323,"column":17},"end":{"line":323,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BinaryExpression
4640¿Identifier¿¿4925¿v488¿¿¿¿¿Identifier
4641¿Literal¿string¿4925¿¿'move'¿¿{"start":{"line":323,"column":34},"end":{"line":323,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
4642¿VariableDeclarator¿¿4925¿v490¿¿¿{"start":{"line":323,"column":44},"end":{"line":323,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4643¿MemberExpression¿¿4925¿¿¿¿{"start":{"line":323,"column":44},"end":{"line":323,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
4644¿Identifier¿¿4925¿operation¿¿¿{"start":{"line":323,"column":44},"end":{"line":323,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4645¿Identifier¿¿4925¿op¿¿¿{"start":{"line":323,"column":54},"end":{"line":323,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4646¿VariableDeclarator¿¿4925¿v491¿¿¿{"start":{"line":323,"column":44},"end":{"line":323,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4647¿BinaryExpression¿===¿4925¿¿¿¿{"start":{"line":323,"column":44},"end":{"line":323,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BinaryExpression
4648¿Identifier¿¿4925¿v490¿¿¿¿¿Identifier
4649¿Literal¿string¿4925¿¿'copy'¿¿{"start":{"line":323,"column":61},"end":{"line":323,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
4650¿VariableDeclarator¿¿4925¿v492¿¿¿{"start":{"line":323,"column":17},"end":{"line":323,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4651¿LogicalExpression¿||¿4925¿¿¿¿{"start":{"line":323,"column":17},"end":{"line":323,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿LogicalExpression
4652¿Identifier¿¿4925¿v489¿¿¿¿¿Identifier
4653¿Identifier¿¿4925¿v491¿¿¿¿¿Identifier
4654¿IfStatement¿¿4925¿¿¿¿{"start":{"line":323,"column":13},"end":{"line":329,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿IfStatement
4655¿Identifier¿¿4925¿v492¿¿¿¿¿Identifier
4656¿VariableDeclarator¿¿4925¿v493¿¿¿{"start":{"line":324,"column":52},"end":{"line":324,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4657¿MemberExpression¿¿4925¿¿¿¿{"start":{"line":324,"column":52},"end":{"line":324,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
4658¿Identifier¿¿4925¿operation¿¿¿{"start":{"line":324,"column":52},"end":{"line":324,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4659¿Identifier¿¿4925¿from¿¿¿{"start":{"line":324,"column":62},"end":{"line":324,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4660¿VariableDeclarator¿¿4925¿existingValue¿¿¿{"start":{"line":324,"column":16},"end":{"line":324,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4661¿ObjectExpression¿¿4925¿¿¿¿¿¿ObjectExpression
4662¿ExpressionStatement¿¿4925¿¿¿¿{"start":{"line":324,"column":16},"end":{"line":324,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
4663¿AssignmentExpression¿=¿4925¿¿¿¿{"start":{"line":324,"column":16},"end":{"line":324,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
4664¿MemberExpression¿¿4925¿¿¿¿{"start":{"line":324,"column":16},"end":{"line":324,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
4665¿Identifier¿¿4925¿existingValue¿¿¿{"start":{"line":324,"column":16},"end":{"line":324,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4666¿Identifier¿¿4925¿op¿¿¿{"start":{"line":324,"column":34},"end":{"line":324,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4667¿Literal¿string¿4925¿¿'_get'¿¿{"start":{"line":324,"column":38},"end":{"line":324,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
4668¿ExpressionStatement¿¿4925¿¿¿¿{"start":{"line":324,"column":16},"end":{"line":324,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
4669¿AssignmentExpression¿=¿4925¿¿¿¿{"start":{"line":324,"column":16},"end":{"line":324,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
4670¿MemberExpression¿¿4925¿¿¿¿{"start":{"line":324,"column":16},"end":{"line":324,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
4671¿Identifier¿¿4925¿existingValue¿¿¿{"start":{"line":324,"column":16},"end":{"line":324,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4672¿Identifier¿¿4925¿path¿¿¿{"start":{"line":324,"column":46},"end":{"line":324,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4673¿Identifier¿¿4925¿v493¿¿¿¿¿Identifier
4674¿ExpressionStatement¿¿4925¿¿¿¿{"start":{"line":324,"column":16},"end":{"line":324,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
4675¿AssignmentExpression¿=¿4925¿¿¿¿{"start":{"line":324,"column":16},"end":{"line":324,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
4676¿MemberExpression¿¿4925¿¿¿¿{"start":{"line":324,"column":16},"end":{"line":324,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
4677¿Identifier¿¿4925¿existingValue¿¿¿{"start":{"line":324,"column":16},"end":{"line":324,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4678¿Identifier¿¿4925¿value¿¿¿{"start":{"line":324,"column":68},"end":{"line":324,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4679¿Identifier¿¿4925¿undefined¿¿¿{"start":{"line":324,"column":75},"end":{"line":324,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4680¿VariableDeclarator¿¿4925¿v494¿¿¿{"start":{"line":325,"column":33},"end":{"line":325,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4681¿ArrayExpression¿¿4925¿¿¿¿{"start":{"line":325,"column":33},"end":{"line":325,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ArrayExpression
4682¿Identifier¿¿4925¿existingValue¿¿¿{"start":{"line":325,"column":34},"end":{"line":325,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4683¿VariableDeclarator¿¿4925¿error¿¿¿{"start":{"line":325,"column":16},"end":{"line":325,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4684¿CallExpression¿¿4925¿¿¿¿{"start":{"line":325,"column":24},"end":{"line":325,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿CallExpression
4685¿Identifier¿¿4925¿validate¿¿¿{"start":{"line":325,"column":24},"end":{"line":325,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4686¿Identifier¿¿4925¿v494¿¿¿¿¿Identifier
4687¿Identifier¿¿4925¿document¿¿¿{"start":{"line":325,"column":50},"end":{"line":325,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4688¿VariableDeclarator¿¿4925¿v495¿¿¿{"start":{"line":326,"column":25},"end":{"line":326,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4689¿MemberExpression¿¿4925¿¿¿¿{"start":{"line":326,"column":25},"end":{"line":326,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
4690¿Identifier¿¿4925¿error¿¿¿{"start":{"line":326,"column":25},"end":{"line":326,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4691¿Identifier¿¿4925¿name¿¿¿{"start":{"line":326,"column":31},"end":{"line":326,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4692¿VariableDeclarator¿¿4925¿v496¿¿¿{"start":{"line":326,"column":25},"end":{"line":326,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4693¿BinaryExpression¿===¿4925¿¿¿¿{"start":{"line":326,"column":25},"end":{"line":326,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BinaryExpression
4694¿Identifier¿¿4925¿v495¿¿¿¿¿Identifier
4695¿Literal¿string¿4925¿¿'OPERATION_PATH_UNRESOLVABLE'¿¿{"start":{"line":326,"column":40},"end":{"line":326,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
4696¿VariableDeclarator¿¿4925¿v497¿¿¿{"start":{"line":326,"column":16},"end":{"line":326,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4697¿LogicalExpression¿&&¿4925¿¿¿¿{"start":{"line":326,"column":16},"end":{"line":326,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿LogicalExpression
4698¿Identifier¿¿4925¿error¿¿¿{"start":{"line":326,"column":16},"end":{"line":326,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
4699¿Identifier¿¿4925¿v496¿¿¿¿¿Identifier
4700¿IfStatement¿¿4925¿¿¿¿{"start":{"line":326,"column":12},"end":{"line":328,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿IfStatement
4701¿Identifier¿¿4925¿v497¿¿¿¿¿Identifier
4702¿VariableDeclarator¿¿4925¿v498¿¿¿{"start":{"line":327,"column":22},"end":{"line":327,"column":171},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
4703¿NewExpression¿¿4925¿¿¿¿{"start":{"line":327,"column":22},"end":{"line":327,"column":171},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿NewExpression
4704¿MemberExpression¿¿4925¿¿¿¿{"start":{"line":327,"column":26},"end":{"line":327,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
