Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1107¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Program
1531¿VariableDeclarator¿¿1975¿v161¿¿¿{"start":{"line":79,"column":61},"end":{"line":79,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1532¿MemberExpression¿computed¿1975¿¿¿¿{"start":{"line":79,"column":61},"end":{"line":79,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1533¿Identifier¿¿1975¿matrix¿¿¿{"start":{"line":79,"column":61},"end":{"line":79,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1534¿Literal¿number¿1975¿¿13¿¿{"start":{"line":79,"column":68},"end":{"line":79,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1535¿ExpressionStatement¿¿1975¿¿¿¿{"start":{"line":79,"column":35},"end":{"line":79,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1536¿AssignmentExpression¿=¿1975¿¿¿¿{"start":{"line":79,"column":35},"end":{"line":79,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1537¿Identifier¿¿1975¿curTransform¿¿¿{"start":{"line":79,"column":35},"end":{"line":79,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1538¿CallExpression¿¿1975¿¿¿¿{"start":{"line":79,"column":50},"end":{"line":79,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1539¿Identifier¿¿1975¿parseFloat¿¿¿{"start":{"line":79,"column":50},"end":{"line":79,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1540¿Identifier¿¿1975¿v161¿¿¿¿¿Identifier
1541¿BlockStatement¿¿1975¿¿¿¿¿¿BlockStatement
1542¿VariableDeclarator¿¿1975¿v162¿¿¿{"start":{"line":80,"column":37},"end":{"line":80,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1543¿MemberExpression¿computed¿1975¿¿¿¿{"start":{"line":80,"column":37},"end":{"line":80,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1544¿Identifier¿¿1975¿matrix¿¿¿{"start":{"line":80,"column":37},"end":{"line":80,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1545¿Literal¿number¿1975¿¿5¿¿{"start":{"line":80,"column":44},"end":{"line":80,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1546¿ExpressionStatement¿¿1975¿¿¿¿{"start":{"line":80,"column":11},"end":{"line":80,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1547¿AssignmentExpression¿=¿1975¿¿¿¿{"start":{"line":80,"column":11},"end":{"line":80,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1548¿Identifier¿¿1975¿curTransform¿¿¿{"start":{"line":80,"column":11},"end":{"line":80,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1549¿CallExpression¿¿1975¿¿¿¿{"start":{"line":80,"column":26},"end":{"line":80,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1550¿Identifier¿¿1975¿parseFloat¿¿¿{"start":{"line":80,"column":26},"end":{"line":80,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1551¿Identifier¿¿1975¿v162¿¿¿¿¿Identifier
1552¿BlockStatement¿¿1975¿¿¿¿¿¿BlockStatement
1553¿BlockStatement¿¿1975¿¿¿¿¿¿BlockStatement
1554¿BlockStatement¿¿1975¿¿¿¿{"start":{"line":76,"column":20},"end":{"line":81,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BlockStatement
1555¿VariableDeclarator¿¿1975¿v163¿¿¿{"start":{"line":83,"column":9},"end":{"line":83,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1556¿LogicalExpression¿||¿1975¿¿¿¿{"start":{"line":83,"column":9},"end":{"line":83,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿LogicalExpression
1557¿Identifier¿¿1975¿curTransform¿¿¿{"start":{"line":83,"column":9},"end":{"line":83,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1558¿Literal¿number¿1975¿¿0¿¿{"start":{"line":83,"column":25},"end":{"line":83,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1559¿ReturnStatement¿¿1975¿¿¿¿{"start":{"line":83,"column":2},"end":{"line":83,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ReturnStatement
1560¿Identifier¿¿1975¿v163¿¿¿¿¿Identifier
1561¿BlockStatement¿¿1975¿¿¿¿{"start":{"line":41,"column":32},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BlockStatement
1562¿VariableDeclarator¿exported¿1962¿isObject¿¿¿{"start":{"line":86,"column":0},"end":{"line":88,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1563¿FunctionExpression¿¿1962¿anon¿¿¿{"start":{"line":86,"column":0},"end":{"line":88,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿FunctionExpression
1564¿Identifier¿¿0¿o¿¿¿{"start":{"line":86,"column":18},"end":{"line":86,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1565¿VariableDeclarator¿¿1989¿v164¿¿¿{"start":{"line":87,"column":9},"end":{"line":87,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1566¿UnaryExpression¿typeof¿1989¿¿¿¿{"start":{"line":87,"column":9},"end":{"line":87,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿UnaryExpression
1567¿Identifier¿¿1989¿o¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1568¿VariableDeclarator¿¿1989¿v165¿¿¿{"start":{"line":87,"column":9},"end":{"line":87,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1569¿BinaryExpression¿===¿1989¿¿¿¿{"start":{"line":87,"column":9},"end":{"line":87,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1570¿Identifier¿¿1989¿v164¿¿¿¿¿Identifier
1571¿Literal¿string¿1989¿¿'object'¿¿{"start":{"line":87,"column":22},"end":{"line":87,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1572¿VariableDeclarator¿¿1989¿v166¿¿¿{"start":{"line":87,"column":34},"end":{"line":87,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1573¿BinaryExpression¿!==¿1989¿¿¿¿{"start":{"line":87,"column":34},"end":{"line":87,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1574¿Identifier¿¿1989¿o¿¿¿{"start":{"line":87,"column":34},"end":{"line":87,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1575¿Literal¿object¿1989¿¿null¿¿{"start":{"line":87,"column":40},"end":{"line":87,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1576¿VariableDeclarator¿¿1989¿v167¿¿¿{"start":{"line":87,"column":9},"end":{"line":87,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1577¿LogicalExpression¿&&¿1989¿¿¿¿{"start":{"line":87,"column":9},"end":{"line":87,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿LogicalExpression
1578¿Identifier¿¿1989¿v165¿¿¿¿¿Identifier
1579¿Identifier¿¿1989¿v166¿¿¿¿¿Identifier
1580¿VariableDeclarator¿¿1989¿v168¿¿¿{"start":{"line":87,"column":48},"end":{"line":87,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1581¿MemberExpression¿¿1989¿¿¿¿{"start":{"line":87,"column":48},"end":{"line":87,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1582¿Identifier¿¿1989¿o¿¿¿{"start":{"line":87,"column":48},"end":{"line":87,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1583¿Identifier¿¿1989¿constructor¿¿¿{"start":{"line":87,"column":50},"end":{"line":87,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1584¿VariableDeclarator¿¿1989¿v169¿¿¿{"start":{"line":87,"column":9},"end":{"line":87,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1585¿LogicalExpression¿&&¿1989¿¿¿¿{"start":{"line":87,"column":9},"end":{"line":87,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿LogicalExpression
1586¿Identifier¿¿1989¿v167¿¿¿¿¿Identifier
1587¿Identifier¿¿1989¿v168¿¿¿¿¿Identifier
1588¿VariableDeclarator¿¿1989¿v170¿¿¿{"start":{"line":87,"column":65},"end":{"line":87,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1589¿MemberExpression¿¿1989¿¿¿¿{"start":{"line":87,"column":65},"end":{"line":87,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1590¿Identifier¿¿1989¿o¿¿¿{"start":{"line":87,"column":65},"end":{"line":87,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1591¿Identifier¿¿1989¿constructor¿¿¿{"start":{"line":87,"column":67},"end":{"line":87,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1592¿VariableDeclarator¿¿1989¿v171¿¿¿{"start":{"line":87,"column":65},"end":{"line":87,"column":89},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1593¿BinaryExpression¿===¿1989¿¿¿¿{"start":{"line":87,"column":65},"end":{"line":87,"column":89},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1594¿Identifier¿¿1989¿v170¿¿¿¿¿Identifier
1595¿Identifier¿¿1989¿Object¿¿¿{"start":{"line":87,"column":83},"end":{"line":87,"column":89},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1596¿VariableDeclarator¿¿1989¿v172¿¿¿{"start":{"line":87,"column":9},"end":{"line":87,"column":89},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1597¿LogicalExpression¿&&¿1989¿¿¿¿{"start":{"line":87,"column":9},"end":{"line":87,"column":89},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿LogicalExpression
1598¿Identifier¿¿1989¿v169¿¿¿¿¿Identifier
1599¿Identifier¿¿1989¿v171¿¿¿¿¿Identifier
1600¿ReturnStatement¿¿1989¿¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ReturnStatement
1601¿Identifier¿¿1989¿v172¿¿¿¿¿Identifier
1602¿BlockStatement¿¿1989¿¿¿¿{"start":{"line":86,"column":21},"end":{"line":88,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BlockStatement
1603¿VariableDeclarator¿exported¿1962¿extend¿¿¿{"start":{"line":90,"column":0},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1604¿FunctionExpression¿¿1962¿anon¿¿¿{"start":{"line":90,"column":0},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿FunctionExpression
1605¿VariableDeclarator¿¿1991¿v173¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1606¿MemberExpression¿¿1991¿¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1607¿Identifier¿¿1991¿arguments¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1608¿Identifier¿¿1991¿length¿¿¿{"start":{"line":91,"column":28},"end":{"line":91,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1609¿VariableDeclarator¿¿1991¿v174¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1610¿BinaryExpression¿<=¿1991¿¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1611¿Identifier¿¿1991¿v173¿¿¿¿¿Identifier
1612¿Literal¿number¿1991¿¿0¿¿{"start":{"line":91,"column":38},"end":{"line":91,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1613¿VariableDeclarator¿¿1991¿v175¿¿¿{"start":{"line":91,"column":54},"end":{"line":91,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1614¿MemberExpression¿computed¿1991¿¿¿¿{"start":{"line":91,"column":54},"end":{"line":91,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1615¿Identifier¿¿1991¿arguments¿¿¿{"start":{"line":91,"column":54},"end":{"line":91,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1616¿Literal¿number¿1991¿¿0¿¿{"start":{"line":91,"column":64},"end":{"line":91,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1617¿VariableDeclarator¿¿1991¿v176¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1618¿IfStatement¿¿1991¿¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1619¿Identifier¿¿1991¿v174¿¿¿¿¿Identifier
1620¿ExpressionStatement¿¿1991¿¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1621¿AssignmentExpression¿=¿1991¿¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1622¿Identifier¿¿1991¿v176¿¿¿¿¿Identifier
1623¿Identifier¿¿1991¿undefined¿¿¿{"start":{"line":91,"column":42},"end":{"line":91,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1624¿BlockStatement¿¿1991¿¿¿¿¿¿BlockStatement
1625¿ExpressionStatement¿¿1991¿¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1626¿AssignmentExpression¿=¿1991¿¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1627¿Identifier¿¿1991¿v176¿¿¿¿¿Identifier
1628¿Identifier¿¿1991¿v175¿¿¿¿¿Identifier
1629¿BlockStatement¿¿1991¿¿¿¿¿¿BlockStatement
1630¿VariableDeclarator¿¿1991¿to¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1631¿CallExpression¿¿1991¿¿¿¿{"start":{"line":91,"column":11},"end":{"line":91,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1632¿Identifier¿¿1991¿Object¿¿¿{"start":{"line":91,"column":11},"end":{"line":91,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1633¿Identifier¿¿1991¿v176¿¿¿¿¿Identifier
1634¿VariableDeclarator¿¿1991¿i¿¿¿{"start":{"line":93,"column":11},"end":{"line":93,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1635¿Literal¿number¿1991¿¿1¿¿{"start":{"line":93,"column":15},"end":{"line":93,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1636¿VariableDeclarator¿¿1991¿v177¿¿¿{"start":{"line":93,"column":22},"end":{"line":93,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1637¿MemberExpression¿¿1991¿¿¿¿{"start":{"line":93,"column":22},"end":{"line":93,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1638¿Identifier¿¿1991¿arguments¿¿¿{"start":{"line":93,"column":22},"end":{"line":93,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1639¿Identifier¿¿1991¿length¿¿¿{"start":{"line":93,"column":32},"end":{"line":93,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1640¿VariableDeclarator¿¿1991¿v178¿¿¿{"start":{"line":93,"column":18},"end":{"line":93,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1641¿BinaryExpression¿<¿1991¿¿¿¿{"start":{"line":93,"column":18},"end":{"line":93,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1642¿Identifier¿¿1991¿i¿¿¿{"start":{"line":93,"column":18},"end":{"line":93,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1643¿Identifier¿¿1991¿v177¿¿¿¿¿Identifier
1644¿WhileStatement¿¿1991¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":115,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿WhileStatement
1645¿Identifier¿¿1991¿v178¿¿¿¿¿Identifier
1646¿VariableDeclarator¿¿1991¿nextSource¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1647¿VariableDeclarator¿¿1991¿v179¿¿¿{"start":{"line":94,"column":21},"end":{"line":94,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1648¿BinaryExpression¿<¿1991¿¿¿¿{"start":{"line":94,"column":21},"end":{"line":94,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1649¿Identifier¿¿1991¿i¿¿¿{"start":{"line":94,"column":21},"end":{"line":94,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1650¿Literal¿number¿1991¿¿0¿¿{"start":{"line":94,"column":25},"end":{"line":94,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1651¿VariableDeclarator¿¿1991¿v180¿¿¿{"start":{"line":94,"column":30},"end":{"line":94,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1652¿MemberExpression¿¿1991¿¿¿¿{"start":{"line":94,"column":30},"end":{"line":94,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1653¿Identifier¿¿1991¿arguments¿¿¿{"start":{"line":94,"column":30},"end":{"line":94,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1654¿Identifier¿¿1991¿length¿¿¿{"start":{"line":94,"column":40},"end":{"line":94,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1655¿VariableDeclarator¿¿1991¿v181¿¿¿{"start":{"line":94,"column":30},"end":{"line":94,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1656¿BinaryExpression¿<=¿1991¿¿¿¿{"start":{"line":94,"column":30},"end":{"line":94,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1657¿Identifier¿¿1991¿v180¿¿¿¿¿Identifier
1658¿Identifier¿¿1991¿i¿¿¿{"start":{"line":94,"column":50},"end":{"line":94,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1659¿VariableDeclarator¿¿1991¿v182¿¿¿{"start":{"line":94,"column":21},"end":{"line":94,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1660¿LogicalExpression¿||¿1991¿¿¿¿{"start":{"line":94,"column":21},"end":{"line":94,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿LogicalExpression
1661¿Identifier¿¿1991¿v179¿¿¿¿¿Identifier
1662¿Identifier¿¿1991¿v181¿¿¿¿¿Identifier
1663¿VariableDeclarator¿¿1991¿v183¿¿¿{"start":{"line":94,"column":66},"end":{"line":94,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1664¿MemberExpression¿computed¿1991¿¿¿¿{"start":{"line":94,"column":66},"end":{"line":94,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1665¿Identifier¿¿1991¿arguments¿¿¿{"start":{"line":94,"column":66},"end":{"line":94,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1666¿Identifier¿¿1991¿i¿¿¿{"start":{"line":94,"column":76},"end":{"line":94,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1667¿IfStatement¿¿1991¿¿¿¿{"start":{"line":94,"column":21},"end":{"line":94,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1668¿Identifier¿¿1991¿v182¿¿¿¿¿Identifier
1669¿ExpressionStatement¿¿1991¿¿¿¿{"start":{"line":94,"column":21},"end":{"line":94,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1670¿AssignmentExpression¿=¿1991¿¿¿¿{"start":{"line":94,"column":21},"end":{"line":94,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1671¿Identifier¿¿1991¿nextSource¿¿¿{"start":{"line":94,"column":21},"end":{"line":94,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1672¿Identifier¿¿1991¿undefined¿¿¿{"start":{"line":94,"column":54},"end":{"line":94,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1673¿BlockStatement¿¿1991¿¿¿¿¿¿BlockStatement
1674¿ExpressionStatement¿¿1991¿¿¿¿{"start":{"line":94,"column":21},"end":{"line":94,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1675¿AssignmentExpression¿=¿1991¿¿¿¿{"start":{"line":94,"column":21},"end":{"line":94,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1676¿Identifier¿¿1991¿nextSource¿¿¿{"start":{"line":94,"column":21},"end":{"line":94,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1677¿Identifier¿¿1991¿v183¿¿¿¿¿Identifier
1678¿BlockStatement¿¿1991¿¿¿¿¿¿BlockStatement
1679¿VariableDeclarator¿¿1991¿v184¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1680¿BinaryExpression¿!==¿1991¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
