Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
875¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":174,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Program
1293¿ExpressionStatement¿¿1532¿¿¿¿{"start":{"line":122,"column":12},"end":{"line":122,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1294¿AssignmentExpression¿=¿1532¿¿¿¿{"start":{"line":122,"column":12},"end":{"line":122,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1295¿Identifier¿¿1532¿timeout¿¿¿{"start":{"line":122,"column":12},"end":{"line":122,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1296¿Literal¿number¿1532¿¿0¿¿{"start":{"line":122,"column":22},"end":{"line":122,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1297¿BlockStatement¿¿1532¿¿¿¿{"start":{"line":121,"column":22},"end":{"line":123,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1298¿VariableDeclarator¿¿1532¿v103¿¿¿{"start":{"line":125,"column":8},"end":{"line":125,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1299¿CallExpression¿¿1532¿¿¿¿{"start":{"line":125,"column":8},"end":{"line":125,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1300¿Identifier¿¿1532¿removeOption¿¿¿{"start":{"line":125,"column":8},"end":{"line":125,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1301¿Identifier¿¿1532¿_timeoutOpt¿¿¿{"start":{"line":125,"column":21},"end":{"line":125,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1302¿ExpressionStatement¿¿1532¿¿¿¿{"start":{"line":125,"column":8},"end":{"line":125,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1303¿Identifier¿¿1532¿v103¿¿¿¿¿Identifier
1304¿VariableDeclarator¿¿1532¿v104¿¿¿{"start":{"line":127,"column":22},"end":{"line":127,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1305¿BinaryExpression¿+¿1532¿¿¿¿{"start":{"line":127,"column":22},"end":{"line":127,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BinaryExpression
1306¿Literal¿string¿1532¿¿'--connect-timeout '¿¿{"start":{"line":127,"column":22},"end":{"line":127,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1307¿Identifier¿¿1532¿timeout¿¿¿{"start":{"line":127,"column":45},"end":{"line":127,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1308¿ExpressionStatement¿¿1532¿¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1309¿AssignmentExpression¿=¿1532¿¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1310¿Identifier¿¿1532¿_timeoutOpt¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1311¿BinaryExpression¿+¿1532¿¿¿¿{"start":{"line":127,"column":22},"end":{"line":127,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BinaryExpression
1312¿Identifier¿¿1532¿v104¿¿¿¿¿Identifier
1313¿Literal¿string¿1532¿¿' '¿¿{"start":{"line":127,"column":55},"end":{"line":127,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1314¿VariableDeclarator¿¿1532¿v105¿¿¿{"start":{"line":128,"column":8},"end":{"line":128,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1315¿CallExpression¿¿1532¿¿¿¿{"start":{"line":128,"column":8},"end":{"line":128,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1316¿Identifier¿¿1532¿modifyOptionString¿¿¿{"start":{"line":128,"column":8},"end":{"line":128,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1317¿Identifier¿¿1532¿_timeoutOpt¿¿¿{"start":{"line":128,"column":27},"end":{"line":128,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1318¿Identifier¿¿1532¿o¿¿¿{"start":{"line":128,"column":40},"end":{"line":128,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1319¿ExpressionStatement¿¿1532¿¿¿¿{"start":{"line":128,"column":8},"end":{"line":128,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1320¿Identifier¿¿1532¿v105¿¿¿¿¿Identifier
1321¿ReturnStatement¿¿1532¿¿¿¿{"start":{"line":129,"column":8},"end":{"line":129,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ReturnStatement
1322¿ThisExpression¿¿1532¿¿¿¿{"start":{"line":129,"column":15},"end":{"line":129,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1323¿BlockStatement¿¿1532¿¿¿¿{"start":{"line":120,"column":48},"end":{"line":130,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1324¿ExpressionStatement¿¿1506¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":130,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1325¿AssignmentExpression¿=¿1506¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":130,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1326¿MemberExpression¿¿1506¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1327¿ThisExpression¿¿1506¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1328¿Identifier¿¿1506¿connect_timeout¿¿¿{"start":{"line":120,"column":9},"end":{"line":120,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1329¿Identifier¿¿1506¿v106¿¿¿¿¿Identifier
1330¿VariableDeclarator¿¿1506¿v108¿¿¿{"start":{"line":131,"column":4},"end":{"line":134,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1331¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":131,"column":16},"end":{"line":134,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1332¿Identifier¿¿0¿o¿¿¿{"start":{"line":131,"column":25},"end":{"line":131,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1333¿VariableDeclarator¿¿1535¿v107¿¿¿{"start":{"line":132,"column":8},"end":{"line":132,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1334¿CallExpression¿¿1535¿¿¿¿{"start":{"line":132,"column":8},"end":{"line":132,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1335¿Identifier¿¿1535¿modifyOptionString¿¿¿{"start":{"line":132,"column":8},"end":{"line":132,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1336¿Identifier¿¿1535¿_ntlmOpt¿¿¿{"start":{"line":132,"column":27},"end":{"line":132,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1337¿Identifier¿¿1535¿o¿¿¿{"start":{"line":132,"column":37},"end":{"line":132,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1338¿ExpressionStatement¿¿1535¿¿¿¿{"start":{"line":132,"column":8},"end":{"line":132,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1339¿Identifier¿¿1535¿v107¿¿¿¿¿Identifier
1340¿ReturnStatement¿¿1535¿¿¿¿{"start":{"line":133,"column":8},"end":{"line":133,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ReturnStatement
1341¿ThisExpression¿¿1535¿¿¿¿{"start":{"line":133,"column":15},"end":{"line":133,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1342¿BlockStatement¿¿1535¿¿¿¿{"start":{"line":131,"column":28},"end":{"line":134,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1343¿ExpressionStatement¿¿1506¿¿¿¿{"start":{"line":131,"column":4},"end":{"line":134,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1344¿AssignmentExpression¿=¿1506¿¿¿¿{"start":{"line":131,"column":4},"end":{"line":134,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1345¿MemberExpression¿¿1506¿¿¿¿{"start":{"line":131,"column":4},"end":{"line":131,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1346¿ThisExpression¿¿1506¿¿¿¿{"start":{"line":131,"column":4},"end":{"line":131,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1347¿Identifier¿¿1506¿ntlm¿¿¿{"start":{"line":131,"column":9},"end":{"line":131,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1348¿Identifier¿¿1506¿v108¿¿¿¿¿Identifier
1349¿VariableDeclarator¿¿1506¿v110¿¿¿{"start":{"line":135,"column":4},"end":{"line":138,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1350¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":135,"column":22},"end":{"line":138,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1351¿Identifier¿¿0¿o¿¿¿{"start":{"line":135,"column":31},"end":{"line":135,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1352¿VariableDeclarator¿¿1537¿v109¿¿¿{"start":{"line":136,"column":8},"end":{"line":136,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1353¿CallExpression¿¿1537¿¿¿¿{"start":{"line":136,"column":8},"end":{"line":136,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1354¿Identifier¿¿1537¿modifyOptionString¿¿¿{"start":{"line":136,"column":8},"end":{"line":136,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1355¿Identifier¿¿1537¿_ntlmProxyOpt¿¿¿{"start":{"line":136,"column":27},"end":{"line":136,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1356¿Identifier¿¿1537¿o¿¿¿{"start":{"line":136,"column":42},"end":{"line":136,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1357¿ExpressionStatement¿¿1537¿¿¿¿{"start":{"line":136,"column":8},"end":{"line":136,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1358¿Identifier¿¿1537¿v109¿¿¿¿¿Identifier
1359¿ReturnStatement¿¿1537¿¿¿¿{"start":{"line":137,"column":8},"end":{"line":137,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ReturnStatement
1360¿ThisExpression¿¿1537¿¿¿¿{"start":{"line":137,"column":15},"end":{"line":137,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1361¿BlockStatement¿¿1537¿¿¿¿{"start":{"line":135,"column":34},"end":{"line":138,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1362¿ExpressionStatement¿¿1506¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":138,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1363¿AssignmentExpression¿=¿1506¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":138,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1364¿MemberExpression¿¿1506¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":135,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1365¿ThisExpression¿¿1506¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":135,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1366¿Identifier¿¿1506¿ntlm_proxy¿¿¿{"start":{"line":135,"column":9},"end":{"line":135,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1367¿Identifier¿¿1506¿v110¿¿¿¿¿Identifier
1368¿VariableDeclarator¿¿1506¿v115¿¿¿{"start":{"line":139,"column":4},"end":{"line":150,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1369¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":139,"column":21},"end":{"line":150,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1370¿Identifier¿¿0¿o¿¿¿{"start":{"line":139,"column":30},"end":{"line":139,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1371¿VariableDeclarator¿¿1539¿v111¿¿¿{"start":{"line":140,"column":8},"end":{"line":140,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1372¿CallExpression¿¿1539¿¿¿¿{"start":{"line":140,"column":8},"end":{"line":140,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1373¿Identifier¿¿1539¿removeOption¿¿¿{"start":{"line":140,"column":8},"end":{"line":140,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1374¿Identifier¿¿1539¿_postOpt¿¿¿{"start":{"line":140,"column":21},"end":{"line":140,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1375¿ExpressionStatement¿¿1539¿¿¿¿{"start":{"line":140,"column":8},"end":{"line":140,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1376¿Identifier¿¿1539¿v111¿¿¿¿¿Identifier
1377¿VariableDeclarator¿¿1539¿v112¿¿¿{"start":{"line":142,"column":12},"end":{"line":142,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1378¿UnaryExpression¿typeof¿1539¿¿¿¿{"start":{"line":142,"column":12},"end":{"line":142,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿UnaryExpression
1379¿Identifier¿¿1539¿o¿¿¿{"start":{"line":142,"column":19},"end":{"line":142,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1380¿VariableDeclarator¿¿1539¿v113¿¿¿{"start":{"line":142,"column":12},"end":{"line":142,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1381¿BinaryExpression¿===¿1539¿¿¿¿{"start":{"line":142,"column":12},"end":{"line":142,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BinaryExpression
1382¿Identifier¿¿1539¿v112¿¿¿¿¿Identifier
1383¿Literal¿string¿1539¿¿'object'¿¿{"start":{"line":142,"column":25},"end":{"line":142,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1384¿IfStatement¿¿1539¿¿¿¿{"start":{"line":142,"column":8},"end":{"line":146,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿IfStatement
1385¿Identifier¿¿1539¿v113¿¿¿¿¿Identifier
1386¿ExpressionStatement¿¿1539¿¿¿¿{"start":{"line":143,"column":12},"end":{"line":143,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1387¿AssignmentExpression¿=¿1539¿¿¿¿{"start":{"line":143,"column":12},"end":{"line":143,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1388¿Identifier¿¿1539¿_postOpt¿¿¿{"start":{"line":143,"column":12},"end":{"line":143,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1389¿CallExpression¿¿1539¿¿¿¿{"start":{"line":143,"column":23},"end":{"line":143,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1390¿Identifier¿¿1539¿buildPostString¿¿¿{"start":{"line":143,"column":23},"end":{"line":143,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1391¿Identifier¿¿1539¿_postOpt¿¿¿{"start":{"line":143,"column":39},"end":{"line":143,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1392¿Identifier¿¿1539¿o¿¿¿{"start":{"line":143,"column":49},"end":{"line":143,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1393¿VariableDeclarator¿¿1539¿v114¿¿¿{"start":{"line":145,"column":12},"end":{"line":145,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1394¿CallExpression¿¿1539¿¿¿¿{"start":{"line":145,"column":12},"end":{"line":145,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1395¿Identifier¿¿1539¿modifyOptionString¿¿¿{"start":{"line":145,"column":12},"end":{"line":145,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1396¿Identifier¿¿1539¿_postOpt¿¿¿{"start":{"line":145,"column":31},"end":{"line":145,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1397¿Identifier¿¿1539¿o¿¿¿{"start":{"line":145,"column":41},"end":{"line":145,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1398¿ExpressionStatement¿¿1539¿¿¿¿{"start":{"line":145,"column":12},"end":{"line":145,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1399¿Identifier¿¿1539¿v114¿¿¿¿¿Identifier
1400¿BlockStatement¿¿1539¿¿¿¿{"start":{"line":142,"column":35},"end":{"line":146,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1401¿ReturnStatement¿¿1539¿¿¿¿{"start":{"line":148,"column":8},"end":{"line":148,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ReturnStatement
1402¿ThisExpression¿¿1539¿¿¿¿{"start":{"line":148,"column":15},"end":{"line":148,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1403¿BlockStatement¿¿1539¿¿¿¿{"start":{"line":139,"column":33},"end":{"line":150,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1404¿ExpressionStatement¿¿1506¿¿¿¿{"start":{"line":139,"column":4},"end":{"line":150,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1405¿AssignmentExpression¿=¿1506¿¿¿¿{"start":{"line":139,"column":4},"end":{"line":150,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1406¿MemberExpression¿¿1506¿¿¿¿{"start":{"line":139,"column":4},"end":{"line":139,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1407¿ThisExpression¿¿1506¿¿¿¿{"start":{"line":139,"column":4},"end":{"line":139,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1408¿Identifier¿¿1506¿post_data¿¿¿{"start":{"line":139,"column":9},"end":{"line":139,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1409¿Identifier¿¿1506¿v115¿¿¿¿¿Identifier
1410¿VariableDeclarator¿¿1506¿v120¿¿¿{"start":{"line":151,"column":4},"end":{"line":161,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1411¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":151,"column":31},"end":{"line":161,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1412¿Identifier¿¿0¿o¿¿¿{"start":{"line":151,"column":40},"end":{"line":151,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1413¿VariableDeclarator¿¿1542¿v116¿¿¿{"start":{"line":152,"column":8},"end":{"line":152,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1414¿CallExpression¿¿1542¿¿¿¿{"start":{"line":152,"column":8},"end":{"line":152,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1415¿Identifier¿¿1542¿removeOption¿¿¿{"start":{"line":152,"column":8},"end":{"line":152,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1416¿Identifier¿¿1542¿_postUrlEncodeOpt¿¿¿{"start":{"line":152,"column":21},"end":{"line":152,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1417¿ExpressionStatement¿¿1542¿¿¿¿{"start":{"line":152,"column":8},"end":{"line":152,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1418¿Identifier¿¿1542¿v116¿¿¿¿¿Identifier
1419¿VariableDeclarator¿¿1542¿v117¿¿¿{"start":{"line":154,"column":12},"end":{"line":154,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1420¿UnaryExpression¿typeof¿1542¿¿¿¿{"start":{"line":154,"column":12},"end":{"line":154,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿UnaryExpression
1421¿Identifier¿¿1542¿o¿¿¿{"start":{"line":154,"column":19},"end":{"line":154,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1422¿VariableDeclarator¿¿1542¿v118¿¿¿{"start":{"line":154,"column":12},"end":{"line":154,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1423¿BinaryExpression¿===¿1542¿¿¿¿{"start":{"line":154,"column":12},"end":{"line":154,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BinaryExpression
1424¿Identifier¿¿1542¿v117¿¿¿¿¿Identifier
1425¿Literal¿string¿1542¿¿'object'¿¿{"start":{"line":154,"column":25},"end":{"line":154,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1426¿IfStatement¿¿1542¿¿¿¿{"start":{"line":154,"column":8},"end":{"line":158,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿IfStatement
1427¿Identifier¿¿1542¿v118¿¿¿¿¿Identifier
1428¿ExpressionStatement¿¿1542¿¿¿¿{"start":{"line":155,"column":12},"end":{"line":155,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1429¿AssignmentExpression¿=¿1542¿¿¿¿{"start":{"line":155,"column":12},"end":{"line":155,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1430¿Identifier¿¿1542¿_postUrlEncodeOpt¿¿¿{"start":{"line":155,"column":12},"end":{"line":155,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1431¿CallExpression¿¿1542¿¿¿¿{"start":{"line":155,"column":32},"end":{"line":155,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1432¿Identifier¿¿1542¿buildPostString¿¿¿{"start":{"line":155,"column":32},"end":{"line":155,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
