Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3501¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":561,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Program
5950¿CallExpression¿¿6172¿¿¿¿{"start":{"line":527,"column":21},"end":{"line":527,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
5951¿Identifier¿¿6172¿wrap¿¿¿{"start":{"line":527,"column":21},"end":{"line":527,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5952¿Literal¿string¿6172¿¿'transfer'¿¿{"start":{"line":527,"column":26},"end":{"line":527,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
5953¿ExpressionStatement¿¿6172¿¿¿¿{"start":{"line":527,"column":0},"end":{"line":527,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
5954¿AssignmentExpression¿=¿6172¿¿¿¿{"start":{"line":527,"column":0},"end":{"line":527,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
5955¿MemberExpression¿¿6172¿¿¿¿{"start":{"line":527,"column":0},"end":{"line":527,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5956¿Identifier¿¿6172¿DotObject¿¿¿{"start":{"line":527,"column":0},"end":{"line":527,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5957¿Identifier¿¿6172¿transfer¿¿¿{"start":{"line":527,"column":10},"end":{"line":527,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5958¿Identifier¿¿6172¿v720¿¿¿¿¿Identifier
5959¿VariableDeclarator¿¿6172¿v721¿¿¿{"start":{"line":528,"column":0},"end":{"line":528,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5960¿CallExpression¿¿6172¿¿¿¿{"start":{"line":528,"column":22},"end":{"line":528,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
5961¿Identifier¿¿6172¿wrap¿¿¿{"start":{"line":528,"column":22},"end":{"line":528,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5962¿Literal¿string¿6172¿¿'transform'¿¿{"start":{"line":528,"column":27},"end":{"line":528,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
5963¿ExpressionStatement¿¿6172¿¿¿¿{"start":{"line":528,"column":0},"end":{"line":528,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
5964¿AssignmentExpression¿=¿6172¿¿¿¿{"start":{"line":528,"column":0},"end":{"line":528,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
5965¿MemberExpression¿¿6172¿¿¿¿{"start":{"line":528,"column":0},"end":{"line":528,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5966¿Identifier¿¿6172¿DotObject¿¿¿{"start":{"line":528,"column":0},"end":{"line":528,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5967¿Identifier¿¿6172¿transform¿¿¿{"start":{"line":528,"column":10},"end":{"line":528,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5968¿Identifier¿¿6172¿v721¿¿¿¿¿Identifier
5969¿VariableDeclarator¿¿6172¿v722¿¿¿{"start":{"line":529,"column":0},"end":{"line":529,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5970¿CallExpression¿¿6172¿¿¿¿{"start":{"line":529,"column":17},"end":{"line":529,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
5971¿Identifier¿¿6172¿wrap¿¿¿{"start":{"line":529,"column":17},"end":{"line":529,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5972¿Literal¿string¿6172¿¿'copy'¿¿{"start":{"line":529,"column":22},"end":{"line":529,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
5973¿ExpressionStatement¿¿6172¿¿¿¿{"start":{"line":529,"column":0},"end":{"line":529,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
5974¿AssignmentExpression¿=¿6172¿¿¿¿{"start":{"line":529,"column":0},"end":{"line":529,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
5975¿MemberExpression¿¿6172¿¿¿¿{"start":{"line":529,"column":0},"end":{"line":529,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5976¿Identifier¿¿6172¿DotObject¿¿¿{"start":{"line":529,"column":0},"end":{"line":529,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5977¿Identifier¿¿6172¿copy¿¿¿{"start":{"line":529,"column":10},"end":{"line":529,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5978¿Identifier¿¿6172¿v722¿¿¿¿¿Identifier
5979¿VariableDeclarator¿¿6172¿v723¿¿¿{"start":{"line":530,"column":0},"end":{"line":530,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5980¿CallExpression¿¿6172¿¿¿¿{"start":{"line":530,"column":19},"end":{"line":530,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
5981¿Identifier¿¿6172¿wrap¿¿¿{"start":{"line":530,"column":19},"end":{"line":530,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5982¿Literal¿string¿6172¿¿'object'¿¿{"start":{"line":530,"column":24},"end":{"line":530,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
5983¿ExpressionStatement¿¿6172¿¿¿¿{"start":{"line":530,"column":0},"end":{"line":530,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
5984¿AssignmentExpression¿=¿6172¿¿¿¿{"start":{"line":530,"column":0},"end":{"line":530,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
5985¿MemberExpression¿¿6172¿¿¿¿{"start":{"line":530,"column":0},"end":{"line":530,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5986¿Identifier¿¿6172¿DotObject¿¿¿{"start":{"line":530,"column":0},"end":{"line":530,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5987¿Identifier¿¿6172¿object¿¿¿{"start":{"line":530,"column":10},"end":{"line":530,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5988¿Identifier¿¿6172¿v723¿¿¿¿¿Identifier
5989¿VariableDeclarator¿¿6172¿v724¿¿¿{"start":{"line":531,"column":0},"end":{"line":531,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
5990¿CallExpression¿¿6172¿¿¿¿{"start":{"line":531,"column":16},"end":{"line":531,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
5991¿Identifier¿¿6172¿wrap¿¿¿{"start":{"line":531,"column":16},"end":{"line":531,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5992¿Literal¿string¿6172¿¿'str'¿¿{"start":{"line":531,"column":21},"end":{"line":531,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
5993¿ExpressionStatement¿¿6172¿¿¿¿{"start":{"line":531,"column":0},"end":{"line":531,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
5994¿AssignmentExpression¿=¿6172¿¿¿¿{"start":{"line":531,"column":0},"end":{"line":531,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
5995¿MemberExpression¿¿6172¿¿¿¿{"start":{"line":531,"column":0},"end":{"line":531,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
5996¿Identifier¿¿6172¿DotObject¿¿¿{"start":{"line":531,"column":0},"end":{"line":531,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5997¿Identifier¿¿6172¿str¿¿¿{"start":{"line":531,"column":10},"end":{"line":531,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
5998¿Identifier¿¿6172¿v724¿¿¿¿¿Identifier
5999¿VariableDeclarator¿¿6172¿v725¿¿¿{"start":{"line":532,"column":0},"end":{"line":532,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
6000¿CallExpression¿¿6172¿¿¿¿{"start":{"line":532,"column":16},"end":{"line":532,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
6001¿Identifier¿¿6172¿wrap¿¿¿{"start":{"line":532,"column":16},"end":{"line":532,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6002¿Literal¿string¿6172¿¿'set'¿¿{"start":{"line":532,"column":21},"end":{"line":532,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
6003¿ExpressionStatement¿¿6172¿¿¿¿{"start":{"line":532,"column":0},"end":{"line":532,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
6004¿AssignmentExpression¿=¿6172¿¿¿¿{"start":{"line":532,"column":0},"end":{"line":532,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
6005¿MemberExpression¿¿6172¿¿¿¿{"start":{"line":532,"column":0},"end":{"line":532,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
6006¿Identifier¿¿6172¿DotObject¿¿¿{"start":{"line":532,"column":0},"end":{"line":532,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6007¿Identifier¿¿6172¿set¿¿¿{"start":{"line":532,"column":10},"end":{"line":532,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6008¿Identifier¿¿6172¿v725¿¿¿¿¿Identifier
6009¿VariableDeclarator¿¿6172¿v726¿¿¿{"start":{"line":533,"column":0},"end":{"line":533,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
6010¿CallExpression¿¿6172¿¿¿¿{"start":{"line":533,"column":19},"end":{"line":533,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
6011¿Identifier¿¿6172¿wrap¿¿¿{"start":{"line":533,"column":19},"end":{"line":533,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6012¿Literal¿string¿6172¿¿'delete'¿¿{"start":{"line":533,"column":24},"end":{"line":533,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
6013¿ExpressionStatement¿¿6172¿¿¿¿{"start":{"line":533,"column":0},"end":{"line":533,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
6014¿AssignmentExpression¿=¿6172¿¿¿¿{"start":{"line":533,"column":0},"end":{"line":533,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
6015¿MemberExpression¿¿6172¿¿¿¿{"start":{"line":533,"column":0},"end":{"line":533,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
6016¿Identifier¿¿6172¿DotObject¿¿¿{"start":{"line":533,"column":0},"end":{"line":533,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6017¿Identifier¿¿6172¿delete¿¿¿{"start":{"line":533,"column":10},"end":{"line":533,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6018¿Identifier¿¿6172¿v726¿¿¿¿¿Identifier
6019¿VariableDeclarator¿¿6172¿v727¿¿¿{"start":{"line":534,"column":16},"end":{"line":534,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
6020¿CallExpression¿¿6172¿¿¿¿{"start":{"line":534,"column":35},"end":{"line":534,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
6021¿Identifier¿¿6172¿wrap¿¿¿{"start":{"line":534,"column":35},"end":{"line":534,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6022¿Literal¿string¿6172¿¿'remove'¿¿{"start":{"line":534,"column":40},"end":{"line":534,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
6023¿ExpressionStatement¿¿6172¿¿¿¿{"start":{"line":534,"column":0},"end":{"line":534,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
6024¿AssignmentExpression¿=¿6172¿¿¿¿{"start":{"line":534,"column":0},"end":{"line":534,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
6025¿MemberExpression¿¿6172¿¿¿¿{"start":{"line":534,"column":0},"end":{"line":534,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
6026¿Identifier¿¿6172¿DotObject¿¿¿{"start":{"line":534,"column":16},"end":{"line":534,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6027¿Identifier¿¿6172¿remove¿¿¿{"start":{"line":534,"column":26},"end":{"line":534,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6028¿Identifier¿¿6172¿v727¿¿¿¿¿Identifier
6029¿ExpressionStatement¿¿6172¿¿¿¿{"start":{"line":534,"column":0},"end":{"line":534,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
6030¿AssignmentExpression¿=¿6172¿¿¿¿{"start":{"line":534,"column":0},"end":{"line":534,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
6031¿MemberExpression¿¿6172¿¿¿¿{"start":{"line":534,"column":0},"end":{"line":534,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
6032¿Identifier¿¿6172¿DotObject¿¿¿{"start":{"line":534,"column":0},"end":{"line":534,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6033¿Identifier¿¿6172¿del¿¿¿{"start":{"line":534,"column":10},"end":{"line":534,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6034¿MemberExpression¿¿6172¿¿¿¿{"start":{"line":534,"column":16},"end":{"line":534,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
6035¿Identifier¿¿6172¿DotObject¿¿¿{"start":{"line":534,"column":16},"end":{"line":534,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6036¿Identifier¿¿6172¿remove¿¿¿{"start":{"line":534,"column":26},"end":{"line":534,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6037¿VariableDeclarator¿¿6172¿v728¿¿¿{"start":{"line":535,"column":0},"end":{"line":535,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
6038¿CallExpression¿¿6172¿¿¿¿{"start":{"line":535,"column":16},"end":{"line":535,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
6039¿Identifier¿¿6172¿wrap¿¿¿{"start":{"line":535,"column":16},"end":{"line":535,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6040¿Literal¿string¿6172¿¿'dot'¿¿{"start":{"line":535,"column":21},"end":{"line":535,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
6041¿ExpressionStatement¿¿6172¿¿¿¿{"start":{"line":535,"column":0},"end":{"line":537,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
6042¿AssignmentExpression¿=¿6172¿¿¿¿{"start":{"line":535,"column":0},"end":{"line":535,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
6043¿MemberExpression¿¿6172¿¿¿¿{"start":{"line":535,"column":0},"end":{"line":535,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
6044¿Identifier¿¿6172¿DotObject¿¿¿{"start":{"line":535,"column":0},"end":{"line":535,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6045¿Identifier¿¿6172¿dot¿¿¿{"start":{"line":535,"column":10},"end":{"line":535,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6046¿Identifier¿¿6172¿v728¿¿¿¿¿Identifier
6047¿VariableDeclarator¿¿6172¿v729¿¿¿{"start":{"line":537,"column":1},"end":{"line":537,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
6048¿ArrayExpression¿¿6172¿¿¿¿{"start":{"line":537,"column":1},"end":{"line":537,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ArrayExpression
6049¿Literal¿string¿6172¿¿'override'¿¿{"start":{"line":537,"column":2},"end":{"line":537,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
6050¿Literal¿string¿6172¿¿'overwrite'¿¿{"start":{"line":537,"column":14},"end":{"line":537,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
6051¿VariableDeclarator¿¿6172¿v737¿¿¿{"start":{"line":537,"column":35},"end":{"line":546,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
6052¿FunctionExpression¿¿6172¿anon¿¿¿{"start":{"line":537,"column":35},"end":{"line":546,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿FunctionExpression
6053¿Identifier¿¿0¿prop¿¿¿{"start":{"line":537,"column":45},"end":{"line":537,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6054¿VariableDeclarator¿¿6282¿v731¿¿¿{"start":{"line":539,"column":9},"end":{"line":541,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
6055¿FunctionExpression¿¿6282¿anon¿¿¿{"start":{"line":539,"column":9},"end":{"line":541,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿FunctionExpression
6056¿VariableDeclarator¿¿6284¿v730¿¿¿{"start":{"line":540,"column":13},"end":{"line":540,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
6057¿MemberExpression¿¿6284¿¿¿¿{"start":{"line":540,"column":13},"end":{"line":540,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
6058¿Identifier¿¿6284¿dotDefault¿¿¿{"start":{"line":540,"column":13},"end":{"line":540,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6059¿Identifier¿¿6284¿override¿¿¿{"start":{"line":540,"column":24},"end":{"line":540,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6060¿ReturnStatement¿¿6284¿¿¿¿{"start":{"line":540,"column":6},"end":{"line":540,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ReturnStatement
6061¿Identifier¿¿6284¿v730¿¿¿¿¿Identifier
6062¿BlockStatement¿¿6284¿¿¿¿{"start":{"line":539,"column":21},"end":{"line":541,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BlockStatement
6063¿VariableDeclarator¿¿6282¿v734¿¿¿{"start":{"line":542,"column":9},"end":{"line":544,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
6064¿FunctionExpression¿¿6282¿anon¿¿¿{"start":{"line":542,"column":9},"end":{"line":544,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿FunctionExpression
6065¿Identifier¿¿0¿val¿¿¿{"start":{"line":542,"column":19},"end":{"line":542,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6066¿VariableDeclarator¿¿6286¿v732¿¿¿{"start":{"line":543,"column":29},"end":{"line":543,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
6067¿UnaryExpression¿!¿6286¿¿¿¿{"start":{"line":543,"column":29},"end":{"line":543,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿UnaryExpression
6068¿Identifier¿¿6286¿val¿¿¿{"start":{"line":543,"column":30},"end":{"line":543,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6069¿VariableDeclarator¿¿6286¿v733¿¿¿{"start":{"line":543,"column":28},"end":{"line":543,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
6070¿UnaryExpression¿!¿6286¿¿¿¿{"start":{"line":543,"column":28},"end":{"line":543,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿UnaryExpression
6071¿Identifier¿¿6286¿v732¿¿¿¿¿Identifier
6072¿ExpressionStatement¿¿6286¿¿¿¿{"start":{"line":543,"column":6},"end":{"line":543,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
6073¿AssignmentExpression¿=¿6286¿¿¿¿{"start":{"line":543,"column":6},"end":{"line":543,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
6074¿MemberExpression¿¿6286¿¿¿¿{"start":{"line":543,"column":6},"end":{"line":543,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
6075¿Identifier¿¿6286¿dotDefault¿¿¿{"start":{"line":543,"column":6},"end":{"line":543,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6076¿Identifier¿¿6286¿override¿¿¿{"start":{"line":543,"column":17},"end":{"line":543,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6077¿Identifier¿¿6286¿v733¿¿¿¿¿Identifier
6078¿BlockStatement¿¿6286¿¿¿¿{"start":{"line":542,"column":24},"end":{"line":544,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BlockStatement
6079¿VariableDeclarator¿¿6282¿v735¿¿¿{"start":{"line":538,"column":41},"end":{"line":545,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
6080¿ObjectExpression¿¿6282¿¿¿¿{"start":{"line":538,"column":41},"end":{"line":545,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ObjectExpression
6081¿Property¿¿6282¿¿¿¿{"start":{"line":539,"column":4},"end":{"line":541,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Property
6082¿Identifier¿¿6282¿get¿¿¿{"start":{"line":539,"column":4},"end":{"line":539,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6083¿Identifier¿¿6282¿v731¿¿¿¿¿Identifier
6084¿Property¿¿6282¿¿¿¿{"start":{"line":542,"column":4},"end":{"line":544,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Property
6085¿Identifier¿¿6282¿set¿¿¿{"start":{"line":542,"column":4},"end":{"line":542,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
6086¿Identifier¿¿6282¿v734¿¿¿¿¿Identifier
6087¿VariableDeclarator¿¿6282¿v736¿¿¿{"start":{"line":538,"column":2},"end":{"line":545,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
6088¿CallExpression¿¿6282¿¿¿¿{"start":{"line":538,"column":2},"end":{"line":545,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
