Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1052¿Program¿¿-1¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":160,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Program
1462¿CallExpression¿¿1831¿¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1463¿MemberExpression¿¿1831¿¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1464¿Identifier¿¿1831¿files¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1465¿Identifier¿¿1831¿reduce¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1466¿Identifier¿¿1831¿v124¿¿¿¿¿Identifier
1467¿Identifier¿¿1831¿v125¿¿¿¿¿Identifier
1468¿ReturnStatement¿¿1831¿¿¿¿{"start":{"line":94,"column":6},"end":{"line":94,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ReturnStatement
1469¿Identifier¿¿1831¿v126¿¿¿¿¿Identifier
1470¿BlockStatement¿¿1831¿¿¿¿{"start":{"line":85,"column":31},"end":{"line":95,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1471¿VariableDeclarator¿¿1823¿addSource¿¿¿{"start":{"line":97,"column":4},"end":{"line":118,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1472¿FunctionExpression¿¿1823¿anon¿¿¿{"start":{"line":97,"column":4},"end":{"line":118,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿FunctionExpression
1473¿Identifier¿¿0¿source¿¿¿{"start":{"line":97,"column":23},"end":{"line":97,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1474¿Identifier¿¿0¿next¿¿¿{"start":{"line":97,"column":31},"end":{"line":97,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1475¿VariableDeclarator¿¿1838¿fullPath¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1476¿CallExpression¿¿1838¿¿¿¿{"start":{"line":98,"column":23},"end":{"line":98,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1477¿MemberExpression¿¿1838¿¿¿¿{"start":{"line":98,"column":23},"end":{"line":98,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1478¿Identifier¿¿1838¿path¿¿¿{"start":{"line":98,"column":23},"end":{"line":98,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1479¿Identifier¿¿1838¿resolve¿¿¿{"start":{"line":98,"column":28},"end":{"line":98,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1480¿Identifier¿¿1838¿cwd¿¿¿{"start":{"line":98,"column":36},"end":{"line":98,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1481¿Identifier¿¿1838¿source¿¿¿{"start":{"line":98,"column":41},"end":{"line":98,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1482¿VariableDeclarator¿¿1838¿destPath¿¿¿{"start":{"line":99,"column":12},"end":{"line":99,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1483¿Identifier¿¿1838¿source¿¿¿{"start":{"line":99,"column":23},"end":{"line":99,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1484¿VariableDeclarator¿¿1838¿v139¿¿¿{"start":{"line":100,"column":24},"end":{"line":117,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1485¿FunctionExpression¿¿1838¿anon¿¿¿{"start":{"line":100,"column":24},"end":{"line":117,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿FunctionExpression
1486¿Identifier¿¿0¿err¿¿¿{"start":{"line":100,"column":33},"end":{"line":100,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1487¿Identifier¿¿0¿stats¿¿¿{"start":{"line":100,"column":38},"end":{"line":100,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1488¿IfStatement¿¿1840¿¿¿¿{"start":{"line":101,"column":8},"end":{"line":103,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿IfStatement
1489¿Identifier¿¿1840¿err¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1490¿VariableDeclarator¿¿1840¿v127¿¿¿{"start":{"line":102,"column":17},"end":{"line":102,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1491¿CallExpression¿¿1840¿¿¿¿{"start":{"line":102,"column":17},"end":{"line":102,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1492¿Identifier¿¿1840¿next¿¿¿{"start":{"line":102,"column":17},"end":{"line":102,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1493¿Identifier¿¿1840¿err¿¿¿{"start":{"line":102,"column":22},"end":{"line":102,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1494¿ReturnStatement¿¿1840¿¿¿¿{"start":{"line":102,"column":10},"end":{"line":102,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ReturnStatement
1495¿Identifier¿¿1840¿v127¿¿¿¿¿Identifier
1496¿BlockStatement¿¿1840¿¿¿¿{"start":{"line":101,"column":17},"end":{"line":103,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1497¿VariableDeclarator¿¿1840¿v128¿¿¿{"start":{"line":104,"column":12},"end":{"line":104,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1498¿CallExpression¿¿1840¿¿¿¿{"start":{"line":104,"column":12},"end":{"line":104,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1499¿MemberExpression¿¿1840¿¿¿¿{"start":{"line":104,"column":12},"end":{"line":104,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1500¿Identifier¿¿1840¿stats¿¿¿{"start":{"line":104,"column":12},"end":{"line":104,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1501¿Identifier¿¿1840¿isDirectory¿¿¿{"start":{"line":104,"column":18},"end":{"line":104,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1502¿IfStatement¿¿1840¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":115,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿IfStatement
1503¿Identifier¿¿1840¿v128¿¿¿¿¿Identifier
1504¿VariableDeclarator¿¿1840¿files¿¿¿{"start":{"line":106,"column":16},"end":{"line":106,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1505¿CallExpression¿¿1840¿¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1506¿Identifier¿¿1840¿walkDir¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1507¿Identifier¿¿1840¿fullPath¿¿¿{"start":{"line":106,"column":32},"end":{"line":106,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1508¿VariableDeclarator¿¿1840¿v133¿¿¿{"start":{"line":107,"column":24},"end":{"line":112,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1509¿ArrowFunctionExpression¿¿1840¿¿¿¿{"start":{"line":107,"column":24},"end":{"line":112,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ArrowFunctionExpression
1510¿Identifier¿¿0¿f¿¿¿{"start":{"line":107,"column":24},"end":{"line":107,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1511¿VariableDeclarator¿¿1843¿v129¿¿¿{"start":{"line":108,"column":40},"end":{"line":108,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1512¿MemberExpression¿¿1843¿¿¿¿{"start":{"line":108,"column":40},"end":{"line":108,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1513¿Identifier¿¿1843¿fullPath¿¿¿{"start":{"line":108,"column":40},"end":{"line":108,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1514¿Identifier¿¿1843¿length¿¿¿{"start":{"line":108,"column":49},"end":{"line":108,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1515¿VariableDeclarator¿¿1843¿subPath¿¿¿{"start":{"line":108,"column":18},"end":{"line":108,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1516¿CallExpression¿¿1843¿¿¿¿{"start":{"line":108,"column":28},"end":{"line":108,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1517¿MemberExpression¿¿1843¿¿¿¿{"start":{"line":108,"column":28},"end":{"line":108,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1518¿Identifier¿¿1843¿f¿¿¿{"start":{"line":108,"column":28},"end":{"line":108,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1519¿Identifier¿¿1843¿substring¿¿¿{"start":{"line":108,"column":30},"end":{"line":108,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1520¿Identifier¿¿1843¿v129¿¿¿¿¿Identifier
1521¿VariableDeclarator¿¿1843¿v130¿¿¿{"start":{"line":110,"column":20},"end":{"line":110,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1522¿BinaryExpression¿+¿1843¿¿¿¿{"start":{"line":110,"column":20},"end":{"line":110,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BinaryExpression
1523¿Identifier¿¿1843¿destPath¿¿¿{"start":{"line":110,"column":20},"end":{"line":110,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1524¿Identifier¿¿1843¿subPath¿¿¿{"start":{"line":110,"column":31},"end":{"line":110,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1525¿VariableDeclarator¿¿1843¿v131¿¿¿{"start":{"line":109,"column":28},"end":{"line":111,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1526¿ObjectExpression¿¿1843¿¿¿¿{"start":{"line":109,"column":28},"end":{"line":111,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ObjectExpression
1527¿Property¿¿1843¿¿¿¿{"start":{"line":110,"column":14},"end":{"line":110,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Property
1528¿Identifier¿¿1843¿name¿¿¿{"start":{"line":110,"column":14},"end":{"line":110,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1529¿Identifier¿¿1843¿v130¿¿¿¿¿Identifier
1530¿VariableDeclarator¿¿1843¿v132¿¿¿{"start":{"line":109,"column":12},"end":{"line":111,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1531¿CallExpression¿¿1843¿¿¿¿{"start":{"line":109,"column":12},"end":{"line":111,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1532¿MemberExpression¿¿1843¿¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1533¿Identifier¿¿1843¿archive¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1534¿Identifier¿¿1843¿file¿¿¿{"start":{"line":109,"column":20},"end":{"line":109,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1535¿Identifier¿¿1843¿f¿¿¿{"start":{"line":109,"column":25},"end":{"line":109,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1536¿Identifier¿¿1843¿v131¿¿¿¿¿Identifier
1537¿ExpressionStatement¿¿1843¿¿¿¿{"start":{"line":109,"column":12},"end":{"line":111,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1538¿Identifier¿¿1843¿v132¿¿¿¿¿Identifier
1539¿BlockStatement¿¿1843¿¿¿¿{"start":{"line":107,"column":29},"end":{"line":112,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1540¿VariableDeclarator¿¿1840¿v134¿¿¿{"start":{"line":107,"column":10},"end":{"line":112,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1541¿CallExpression¿¿1840¿¿¿¿{"start":{"line":107,"column":10},"end":{"line":112,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1542¿MemberExpression¿¿1840¿¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1543¿Identifier¿¿1840¿files¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1544¿Identifier¿¿1840¿forEach¿¿¿{"start":{"line":107,"column":16},"end":{"line":107,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1545¿Identifier¿¿1840¿v133¿¿¿¿¿Identifier
1546¿ExpressionStatement¿¿1840¿¿¿¿{"start":{"line":107,"column":10},"end":{"line":112,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1547¿Identifier¿¿1840¿v134¿¿¿¿¿Identifier
1548¿BlockStatement¿¿1840¿¿¿¿{"start":{"line":104,"column":33},"end":{"line":113,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1549¿VariableDeclarator¿¿1840¿v135¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1550¿CallExpression¿¿1840¿¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1551¿MemberExpression¿¿1840¿¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1552¿Identifier¿¿1840¿stats¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1553¿Identifier¿¿1840¿isFile¿¿¿{"start":{"line":113,"column":25},"end":{"line":113,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1554¿IfStatement¿¿1840¿¿¿¿{"start":{"line":113,"column":15},"end":{"line":115,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿IfStatement
1555¿Identifier¿¿1840¿v135¿¿¿¿¿Identifier
1556¿VariableDeclarator¿¿1840¿v136¿¿¿{"start":{"line":114,"column":33},"end":{"line":114,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1557¿ObjectExpression¿¿1840¿¿¿¿{"start":{"line":114,"column":33},"end":{"line":114,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ObjectExpression
1558¿Property¿¿1840¿¿¿¿{"start":{"line":114,"column":35},"end":{"line":114,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Property
1559¿Identifier¿¿1840¿stats¿¿¿{"start":{"line":114,"column":35},"end":{"line":114,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1560¿Identifier¿¿1840¿stats¿¿¿{"start":{"line":114,"column":42},"end":{"line":114,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1561¿Property¿¿1840¿¿¿¿{"start":{"line":114,"column":49},"end":{"line":114,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Property
1562¿Identifier¿¿1840¿name¿¿¿{"start":{"line":114,"column":49},"end":{"line":114,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1563¿Identifier¿¿1840¿destPath¿¿¿{"start":{"line":114,"column":55},"end":{"line":114,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1564¿VariableDeclarator¿¿1840¿v137¿¿¿{"start":{"line":114,"column":10},"end":{"line":114,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1565¿CallExpression¿¿1840¿¿¿¿{"start":{"line":114,"column":10},"end":{"line":114,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1566¿MemberExpression¿¿1840¿¿¿¿{"start":{"line":114,"column":10},"end":{"line":114,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1567¿Identifier¿¿1840¿archive¿¿¿{"start":{"line":114,"column":10},"end":{"line":114,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1568¿Identifier¿¿1840¿file¿¿¿{"start":{"line":114,"column":18},"end":{"line":114,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1569¿Identifier¿¿1840¿fullPath¿¿¿{"start":{"line":114,"column":23},"end":{"line":114,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1570¿Identifier¿¿1840¿v136¿¿¿¿¿Identifier
1571¿ExpressionStatement¿¿1840¿¿¿¿{"start":{"line":114,"column":10},"end":{"line":114,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1572¿Identifier¿¿1840¿v137¿¿¿¿¿Identifier
1573¿BlockStatement¿¿1840¿¿¿¿{"start":{"line":113,"column":35},"end":{"line":115,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1574¿BlockStatement¿¿1840¿¿¿¿¿¿BlockStatement
1575¿VariableDeclarator¿¿1840¿v138¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1576¿CallExpression¿¿1840¿¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1577¿Identifier¿¿1840¿next¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1578¿ExpressionStatement¿¿1840¿¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1579¿Identifier¿¿1840¿v138¿¿¿¿¿Identifier
1580¿BlockStatement¿¿1840¿¿¿¿{"start":{"line":100,"column":45},"end":{"line":117,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1581¿VariableDeclarator¿¿1838¿v140¿¿¿{"start":{"line":100,"column":6},"end":{"line":117,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1582¿CallExpression¿¿1838¿¿¿¿{"start":{"line":100,"column":6},"end":{"line":117,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1583¿MemberExpression¿¿1838¿¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1584¿Identifier¿¿1838¿fs¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1585¿Identifier¿¿1838¿stat¿¿¿{"start":{"line":100,"column":9},"end":{"line":100,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1586¿Identifier¿¿1838¿fullPath¿¿¿{"start":{"line":100,"column":14},"end":{"line":100,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1587¿Identifier¿¿1838¿v139¿¿¿¿¿Identifier
1588¿ExpressionStatement¿¿1838¿¿¿¿{"start":{"line":100,"column":6},"end":{"line":117,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1589¿Identifier¿¿1838¿v140¿¿¿¿¿Identifier
1590¿BlockStatement¿¿1838¿¿¿¿{"start":{"line":97,"column":37},"end":{"line":118,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1591¿VariableDeclarator¿¿1823¿sources¿¿¿{"start":{"line":120,"column":10},"end":{"line":122,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1592¿VariableDeclarator¿¿1823¿v141¿¿¿{"start":{"line":120,"column":34},"end":{"line":120,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1593¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":120,"column":34},"end":{"line":120,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1594¿Identifier¿¿1823¿options¿¿¿{"start":{"line":120,"column":34},"end":{"line":120,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1595¿Identifier¿¿1823¿source¿¿¿{"start":{"line":120,"column":42},"end":{"line":120,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1596¿VariableDeclarator¿¿1823¿v142¿¿¿{"start":{"line":120,"column":20},"end":{"line":120,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1597¿CallExpression¿¿1823¿¿¿¿{"start":{"line":120,"column":20},"end":{"line":120,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1598¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":120,"column":20},"end":{"line":120,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1599¿Identifier¿¿1823¿Array¿¿¿{"start":{"line":120,"column":20},"end":{"line":120,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1600¿Identifier¿¿1823¿isArray¿¿¿{"start":{"line":120,"column":26},"end":{"line":120,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
