Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
635¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":90,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Program
1037¿Identifier¿¿1098¿module¿¿¿{"start":{"line":84,"column":0},"end":{"line":84,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1038¿Identifier¿¿1098¿exports¿¿¿{"start":{"line":84,"column":7},"end":{"line":84,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1039¿VariableDeclarator¿exported¿1098¿v107¿¿¿{"start":{"line":84,"column":0},"end":{"line":86,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
1040¿FunctionExpression¿¿1098¿anon¿¿¿{"start":{"line":84,"column":22},"end":{"line":86,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿FunctionExpression
1041¿Identifier¿¿0¿command¿¿¿{"start":{"line":84,"column":32},"end":{"line":84,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1042¿Identifier¿¿0¿args¿¿¿{"start":{"line":84,"column":41},"end":{"line":84,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1043¿Identifier¿¿0¿options¿¿¿{"start":{"line":84,"column":47},"end":{"line":84,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1044¿VariableDeclarator¿¿1122¿v106¿¿¿{"start":{"line":85,"column":9},"end":{"line":85,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
1045¿CallExpression¿¿1122¿¿¿¿{"start":{"line":85,"column":9},"end":{"line":85,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
1046¿Identifier¿¿1122¿deferredChildProcess¿¿¿{"start":{"line":85,"column":9},"end":{"line":85,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1047¿Literal¿string¿1122¿¿'file'¿¿{"start":{"line":85,"column":31},"end":{"line":85,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
1048¿Identifier¿¿1122¿command¿¿¿{"start":{"line":85,"column":39},"end":{"line":85,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1049¿Identifier¿¿1122¿args¿¿¿{"start":{"line":85,"column":48},"end":{"line":85,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1050¿Identifier¿¿1122¿options¿¿¿{"start":{"line":85,"column":54},"end":{"line":85,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1051¿ReturnStatement¿¿1122¿¿¿¿{"start":{"line":85,"column":2},"end":{"line":85,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ReturnStatement
1052¿Identifier¿¿1122¿v106¿¿¿¿¿Identifier
1053¿BlockStatement¿¿1122¿¿¿¿{"start":{"line":84,"column":57},"end":{"line":86,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BlockStatement
1054¿ExpressionStatement¿¿1098¿¿¿¿{"start":{"line":84,"column":0},"end":{"line":86,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
1055¿AssignmentExpression¿=¿1098¿¿¿¿{"start":{"line":84,"column":0},"end":{"line":86,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿AssignmentExpression
1056¿MemberExpression¿¿1098¿¿¿¿{"start":{"line":84,"column":0},"end":{"line":84,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
1057¿Identifier¿¿1098¿v105¿¿¿¿¿Identifier
1058¿Identifier¿¿1098¿file¿¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1059¿Identifier¿¿1098¿v107¿¿¿¿¿Identifier
1060¿VariableDeclarator¿¿1098¿v108¿¿¿{"start":{"line":87,"column":0},"end":{"line":87,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
1061¿MemberExpression¿¿1098¿¿¿¿{"start":{"line":87,"column":0},"end":{"line":87,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
1062¿Identifier¿¿1098¿module¿¿¿{"start":{"line":87,"column":0},"end":{"line":87,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1063¿Identifier¿¿1098¿exports¿¿¿{"start":{"line":87,"column":7},"end":{"line":87,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1064¿VariableDeclarator¿exported¿1098¿v110¿¿¿{"start":{"line":87,"column":0},"end":{"line":89,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
1065¿FunctionExpression¿¿1098¿anon¿¿¿{"start":{"line":87,"column":23},"end":{"line":89,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿FunctionExpression
1066¿Identifier¿¿0¿command¿¿¿{"start":{"line":87,"column":33},"end":{"line":87,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1067¿Identifier¿¿0¿args¿¿¿{"start":{"line":87,"column":42},"end":{"line":87,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1068¿Identifier¿¿0¿options¿¿¿{"start":{"line":87,"column":48},"end":{"line":87,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1069¿VariableDeclarator¿¿1124¿v109¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
1070¿CallExpression¿¿1124¿¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
1071¿Identifier¿¿1124¿deferredChildProcess¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1072¿Literal¿string¿1124¿¿'spawn'¿¿{"start":{"line":88,"column":31},"end":{"line":88,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
1073¿Identifier¿¿1124¿command¿¿¿{"start":{"line":88,"column":40},"end":{"line":88,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1074¿Identifier¿¿1124¿args¿¿¿{"start":{"line":88,"column":49},"end":{"line":88,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1075¿Identifier¿¿1124¿options¿¿¿{"start":{"line":88,"column":55},"end":{"line":88,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1076¿ReturnStatement¿¿1124¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ReturnStatement
1077¿Identifier¿¿1124¿v109¿¿¿¿¿Identifier
1078¿BlockStatement¿¿1124¿¿¿¿{"start":{"line":87,"column":58},"end":{"line":89,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BlockStatement
1079¿ExpressionStatement¿¿1098¿¿¿¿{"start":{"line":87,"column":0},"end":{"line":89,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
1080¿AssignmentExpression¿=¿1098¿¿¿¿{"start":{"line":87,"column":0},"end":{"line":89,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿AssignmentExpression
1081¿MemberExpression¿¿1098¿¿¿¿{"start":{"line":87,"column":0},"end":{"line":87,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
1082¿Identifier¿¿1098¿v108¿¿¿¿¿Identifier
1083¿Identifier¿¿1098¿spawn¿¿¿{"start":{"line":87,"column":15},"end":{"line":87,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1084¿Identifier¿¿1098¿v110¿¿¿¿¿Identifier
1085¿VariableDeclarator¿¿1098¿v111¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
1086¿MemberExpression¿¿1098¿¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
1087¿Identifier¿¿1098¿module¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1088¿Identifier¿¿1098¿exports¿¿¿{"start":{"line":90,"column":7},"end":{"line":90,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1089¿VariableDeclarator¿exported¿1098¿v112¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
1090¿FunctionExpression¿¿1098¿anon¿¿¿{"start":{"line":90,"column":24},"end":{"line":90,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿FunctionExpression
1091¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":90,"column":34},"end":{"line":90,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BlockStatement
1092¿ExpressionStatement¿¿1098¿¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
1093¿AssignmentExpression¿=¿1098¿¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿AssignmentExpression
1094¿MemberExpression¿¿1098¿¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
1095¿Identifier¿¿1098¿v111¿¿¿¿¿Identifier
1096¿Identifier¿¿1098¿prompt¿¿¿{"start":{"line":90,"column":15},"end":{"line":90,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
1097¿Identifier¿¿1098¿v112¿¿¿¿¿Identifier
1098¿CFG_F_START¿¿1098¿__main__¿¿¿¿¿CFG_F_START
1099¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1100¿CFG_F_START¿¿1100¿674_anon¿¿¿¿¿CFG_F_START
1101¿CFG_F_END¿¿0¿674_anon¿¿¿¿¿CFG_F_END
1102¿CFG_IF_END¿¿0¿699¿¿¿¿¿CFG_IF_END
1103¿CFG_F_START¿¿1103¿726_anon¿¿¿¿¿CFG_F_START
1104¿CFG_F_END¿¿0¿726_anon¿¿¿¿¿CFG_F_END
1105¿CFG_IF_END¿¿0¿723¿¿¿¿¿CFG_IF_END
1106¿CFG_F_START¿¿1106¿733_anon¿¿¿¿¿CFG_F_START
1107¿CFG_F_END¿¿0¿733_anon¿¿¿¿¿CFG_F_END
1108¿CFG_IF_END¿¿0¿741¿¿¿¿¿CFG_IF_END
1109¿CFG_IF_END¿¿0¿779¿¿¿¿¿CFG_IF_END
1110¿CFG_IF_END¿¿0¿797¿¿¿¿¿CFG_IF_END
1111¿CFG_IF_END¿¿0¿872¿¿¿¿¿CFG_IF_END
1112¿CFG_F_START¿¿1112¿889_anon¿¿¿¿¿CFG_F_START
1113¿CFG_F_END¿¿0¿889_anon¿¿¿¿¿CFG_F_END
1114¿CFG_F_START¿¿1114¿920_anon¿¿¿¿¿CFG_F_START
1115¿CFG_F_END¿¿0¿920_anon¿¿¿¿¿CFG_F_END
1116¿CFG_F_START¿¿1116¿947_anon¿¿¿¿¿CFG_F_START
1117¿CFG_F_END¿¿0¿947_anon¿¿¿¿¿CFG_F_END
1118¿CFG_IF_END¿¿0¿953¿¿¿¿¿CFG_IF_END
1119¿CFG_IF_END¿¿0¿813¿¿¿¿¿CFG_IF_END
1120¿CFG_F_START¿¿1120¿1017_anon¿¿¿¿¿CFG_F_START
1121¿CFG_F_END¿¿0¿1017_anon¿¿¿¿¿CFG_F_END
1122¿CFG_F_START¿¿1122¿1040_anon¿¿¿¿¿CFG_F_START
1123¿CFG_F_END¿¿0¿1040_anon¿¿¿¿¿CFG_F_END
1124¿CFG_F_START¿¿1124¿1065_anon¿¿¿¿¿CFG_F_START
1125¿CFG_F_END¿¿0¿1065_anon¿¿¿¿¿CFG_F_END
1126¿CFG_F_START¿¿1126¿1090_anon¿¿¿¿¿CFG_F_START
1127¿CFG_F_END¿¿0¿1090_anon¿¿¿¿¿CFG_F_END
1128¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1129¿PDG_CALL¿¿1098¿1098.CALL->require-o135¿¿¿¿¿PDG_CALL
1130¿PDG_OBJECT¿¿0¿1098.child_process-o136¿¿¿¿¿PDG_OBJECT
1131¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1132¿PDG_CALL¿¿1098¿1098.CALL->require-o137¿¿¿¿¿PDG_CALL
1133¿PDG_OBJECT¿¿0¿1098._-o138¿¿¿¿¿PDG_OBJECT
1134¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1135¿PDG_CALL¿¿1098¿1098.CALL->require-o139¿¿¿¿¿PDG_CALL
1136¿PDG_OBJECT¿¿0¿1098.v57-o140¿¿¿¿¿PDG_OBJECT
1137¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1138¿PDG_CALL¿¿1098¿1098.CALL->_.mixin-o141¿¿¿¿¿PDG_CALL
1139¿PDG_OBJECT¿¿0¿1098.v58-o142¿¿¿¿¿PDG_OBJECT
1140¿PDG_CALL¿¿1098¿1098.CALL->require-o143¿¿¿¿¿PDG_CALL
1141¿PDG_OBJECT¿¿0¿1098.v59-o144¿¿¿¿¿PDG_OBJECT
1142¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1143¿PDG_CALL¿¿1098¿1098.CALL->v59.exports-o145¿¿¿¿¿PDG_CALL
1144¿PDG_OBJECT¿¿0¿1098.v60-o146¿¿¿¿¿PDG_OBJECT
1145¿PDG_CALL¿¿1098¿1098.CALL->_.mixin-o147¿¿¿¿¿PDG_CALL
1146¿PDG_OBJECT¿¿0¿1098.v61-o148¿¿¿¿¿PDG_OBJECT
1147¿PDG_OBJECT¿¿0¿1100.this-o149¿¿¿¿¿PDG_OBJECT
1148¿PDG_OBJECT¿¿0¿1100.type-o150¿¿¿¿¿PDG_OBJECT
1149¿PDG_OBJECT¿¿0¿1100.command-o151¿¿¿¿¿PDG_OBJECT
1150¿PDG_OBJECT¿¿0¿1100.args-o152¿¿¿¿¿PDG_OBJECT
1151¿PDG_OBJECT¿¿0¿1100.options-o153¿¿¿¿¿PDG_OBJECT
1152¿PDG_OBJECT¿¿0¿1098.deferredChildProcess-o154¿¿¿¿¿PDG_OBJECT
1153¿PDG_OBJECT¿¿0¿1120.this-o155¿¿¿¿¿PDG_OBJECT
1154¿PDG_OBJECT¿¿0¿1120.command-o156¿¿¿¿¿PDG_OBJECT
1155¿PDG_OBJECT¿¿0¿1120.options-o157¿¿¿¿¿PDG_OBJECT
1156¿PDG_OBJECT¿¿0¿1098.v104-o158¿¿¿¿¿PDG_OBJECT
1157¿PDG_OBJECT¿¿0¿1098.module-o159¿¿¿¿¿PDG_OBJECT
1158¿PDG_OBJECT¿¿0¿1098.module.exports-o160¿¿¿¿¿PDG_OBJECT
1159¿PDG_OBJECT¿¿0¿1122.this-o161¿¿¿¿¿PDG_OBJECT
1160¿PDG_OBJECT¿¿0¿1122.command-o162¿¿¿¿¿PDG_OBJECT
1161¿PDG_OBJECT¿¿0¿1122.args-o163¿¿¿¿¿PDG_OBJECT
1162¿PDG_OBJECT¿¿0¿1122.options-o164¿¿¿¿¿PDG_OBJECT
1163¿PDG_OBJECT¿¿0¿1098.v107-o165¿¿¿¿¿PDG_OBJECT
1164¿PDG_OBJECT¿¿0¿1098.v105-o166¿¿¿¿¿PDG_OBJECT
1165¿PDG_OBJECT¿¿0¿1098.v105.file-o167¿¿¿¿¿PDG_OBJECT
1166¿PDG_OBJECT¿¿0¿1124.this-o168¿¿¿¿¿PDG_OBJECT
1167¿PDG_OBJECT¿¿0¿1124.command-o169¿¿¿¿¿PDG_OBJECT
1168¿PDG_OBJECT¿¿0¿1124.args-o170¿¿¿¿¿PDG_OBJECT
1169¿PDG_OBJECT¿¿0¿1124.options-o171¿¿¿¿¿PDG_OBJECT
1170¿PDG_OBJECT¿¿0¿1098.v110-o172¿¿¿¿¿PDG_OBJECT
1171¿PDG_OBJECT¿¿0¿1098.v108-o173¿¿¿¿¿PDG_OBJECT
1172¿PDG_OBJECT¿¿0¿1098.v108.spawn-o174¿¿¿¿¿PDG_OBJECT
1173¿PDG_OBJECT¿¿0¿1126.this-o175¿¿¿¿¿PDG_OBJECT
1174¿PDG_OBJECT¿¿0¿1098.v112-o176¿¿¿¿¿PDG_OBJECT
1175¿PDG_OBJECT¿¿0¿1098.v111-o177¿¿¿¿¿PDG_OBJECT
1176¿PDG_OBJECT¿¿0¿1098.v111.prompt-o178¿¿¿¿¿PDG_OBJECT
1177¿PDG_OBJECT¿¿0¿1100.v62-o179¿¿¿¿¿PDG_OBJECT
1178¿PDG_OBJECT¿¿0¿1100.v63-o180¿¿¿¿¿PDG_OBJECT
1179¿PDG_OBJECT¿¿0¿1100.v64-o181¿¿¿¿¿PDG_OBJECT
1180¿PDG_CALL¿¿1100¿1100.CALL->_.Deferred-o182¿¿¿¿¿PDG_CALL
1181¿PDG_OBJECT¿¿0¿1100.dfd-o183¿¿¿¿¿PDG_OBJECT
1182¿PDG_OBJECT¿¿0¿1100._.rtrim-o184¿¿¿¿¿PDG_OBJECT
1183¿PDG_OBJECT¿¿0¿1100.options.trim-o185¿¿¿¿¿PDG_OBJECT
1184¿PDG_OBJECT¿¿0¿1100.v66-o186¿¿¿¿¿PDG_OBJECT
1185¿PDG_OBJECT¿¿0¿1103.this-o187¿¿¿¿¿PDG_OBJECT
1186¿PDG_OBJECT¿¿0¿1103.a-o188¿¿¿¿¿PDG_OBJECT
1187¿PDG_OBJECT¿¿0¿1106.this-o189¿¿¿¿¿PDG_OBJECT
1188¿PDG_OBJECT¿¿0¿1106.error-o190¿¿¿¿¿PDG_OBJECT
1189¿PDG_OBJECT¿¿0¿1106.stdout-o191¿¿¿¿¿PDG_OBJECT
1190¿PDG_OBJECT¿¿0¿1106.stderr-o192¿¿¿¿¿PDG_OBJECT
1191¿PDG_OBJECT¿¿0¿1100.hollaback-o193¿¿¿¿¿PDG_OBJECT
1192¿PDG_OBJECT¿¿0¿1100.v72-o194¿¿¿¿¿PDG_OBJECT
1193¿PDG_CALL¿¿1100¿1100.CALL->child_process.execFile-o195¿¿¿¿¿PDG_CALL
1194¿PDG_OBJECT¿¿0¿1100.v73-o196¿¿¿¿¿PDG_OBJECT
1195¿TAINT_SINK¿¿0¿execFile¿¿¿¿¿TAINT_SINK
1196¿PDG_OBJECT¿¿0¿1100.v74-o197¿¿¿¿¿PDG_OBJECT
1197¿PDG_CALL¿¿1100¿1100.CALL->child_process.exec-o198¿¿¿¿¿PDG_CALL
1198¿PDG_OBJECT¿¿0¿1100.v75-o199¿¿¿¿¿PDG_OBJECT
1199¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1200¿PDG_OBJECT¿¿0¿1100.v76-o200¿¿¿¿¿PDG_OBJECT
1201¿PDG_CALL¿¿1100¿1100.CALL->child_process.spawn-o201¿¿¿¿¿PDG_CALL
1202¿PDG_OBJECT¿¿0¿1100.cp-o202¿¿¿¿¿PDG_OBJECT
1203¿TAINT_SINK¿¿0¿spawn¿¿¿¿¿TAINT_SINK
1204¿PDG_OBJECT¿¿0¿1100.cp.stdout-o203¿¿¿¿¿PDG_OBJECT
1205¿PDG_OBJECT¿¿0¿1100.options.encoding-o204¿¿¿¿¿PDG_OBJECT
1206¿PDG_OBJECT¿¿0¿1100.v79-o205¿¿¿¿¿PDG_OBJECT
1207¿PDG_CALL¿¿1100¿1100.CALL->v77.setEncoding-o206¿¿¿¿¿PDG_CALL
1208¿PDG_OBJECT¿¿0¿1100.v80-o207¿¿¿¿¿PDG_OBJECT
1209¿PDG_OBJECT¿¿0¿1100.cp.stderr-o208¿¿¿¿¿PDG_OBJECT
1210¿PDG_OBJECT¿¿0¿1100.v83-o209¿¿¿¿¿PDG_OBJECT
1211¿PDG_CALL¿¿1100¿1100.CALL->v81.setEncoding-o210¿¿¿¿¿PDG_CALL
1212¿PDG_OBJECT¿¿0¿1100.v84-o211¿¿¿¿¿PDG_OBJECT
1213¿PDG_OBJECT¿¿0¿1100.eventType-o212¿¿¿¿¿PDG_OBJECT
1214¿PDG_OBJECT¿¿0¿1100.cp.stdio-o213¿¿¿¿¿PDG_OBJECT
1215¿PDG_OBJECT¿¿0¿1112.this-o214¿¿¿¿¿PDG_OBJECT
1216¿PDG_OBJECT¿¿0¿1112.data-o215¿¿¿¿¿PDG_OBJECT
1217¿PDG_OBJECT¿¿0¿1100.v88-o216¿¿¿¿¿PDG_OBJECT
1218¿PDG_CALL¿¿1100¿1100.CALL->v86.on-o217¿¿¿¿¿PDG_CALL
1219¿PDG_OBJECT¿¿0¿1100.v89-o218¿¿¿¿¿PDG_OBJECT
1220¿PDG_OBJECT¿¿0¿1114.this-o219¿¿¿¿¿PDG_OBJECT
1221¿PDG_OBJECT¿¿0¿1114.data-o220¿¿¿¿¿PDG_OBJECT
1222¿PDG_OBJECT¿¿0¿1100.v92-o221¿¿¿¿¿PDG_OBJECT
1223¿PDG_CALL¿¿1100¿1100.CALL->v90.on-o222¿¿¿¿¿PDG_CALL
1224¿PDG_OBJECT¿¿0¿1100.v93-o223¿¿¿¿¿PDG_OBJECT
1225¿PDG_OBJECT¿¿0¿1116.this-o224¿¿¿¿¿PDG_OBJECT
1226¿PDG_OBJECT¿¿0¿1116.code-o225¿¿¿¿¿PDG_OBJECT
1227¿PDG_OBJECT¿¿0¿1100.v100-o226¿¿¿¿¿PDG_OBJECT
1228¿PDG_CALL¿¿1100¿1100.CALL->cp.on-o227¿¿¿¿¿PDG_CALL
1229¿PDG_OBJECT¿¿0¿1100.v101-o228¿¿¿¿¿PDG_OBJECT
1230¿PDG_CALL¿¿1100¿1100.CALL->dfd.promise-o229¿¿¿¿¿PDG_CALL
1231¿PDG_OBJECT¿¿0¿1100.v102-o230¿¿¿¿¿PDG_OBJECT
1232¿PDG_RETURN¿¿0¿1100.RET_OBJ-o231¿¿¿¿¿PDG_RETURN
1233¿PDG_RETURN¿¿0¿1103.RET_OBJ-o232¿¿¿¿¿PDG_RETURN
1234¿PDG_OBJECT¿¿0¿1106.v67-o233¿¿¿¿¿PDG_OBJECT
1235¿PDG_CALL¿¿1106¿1106.CALL->dfd.reject-o234¿¿¿¿¿PDG_CALL
1236¿PDG_OBJECT¿¿0¿1106.v68-o235¿¿¿¿¿PDG_OBJECT
1237¿PDG_CALL¿¿1106¿1106.CALL->trim-o236¿¿¿¿¿PDG_CALL
1238¿PDG_OBJECT¿¿0¿1106.v69-o237¿¿¿¿¿PDG_OBJECT
1239¿PDG_CALL¿¿1106¿1106.CALL->trim-o238¿¿¿¿¿PDG_CALL
1240¿PDG_OBJECT¿¿0¿1106.v70-o239¿¿¿¿¿PDG_OBJECT
1241¿PDG_CALL¿¿1106¿1106.CALL->dfd.resolve-o240¿¿¿¿¿PDG_CALL
1242¿PDG_OBJECT¿¿0¿1106.v71-o241¿¿¿¿¿PDG_OBJECT
1243¿PDG_CALL¿¿1112¿1112.CALL->dfd.notify-o242¿¿¿¿¿PDG_CALL
1244¿PDG_OBJECT¿¿0¿1112.v87-o243¿¿¿¿¿PDG_OBJECT
1245¿PDG_CALL¿¿1114¿1114.CALL->dfd.notify-o244¿¿¿¿¿PDG_CALL
1246¿PDG_OBJECT¿¿0¿1114.v91-o245¿¿¿¿¿PDG_OBJECT
1247¿PDG_OBJECT¿¿0¿1116.v94-o246¿¿¿¿¿PDG_OBJECT
1248¿PDG_OBJECT¿¿0¿1116.v95-o247¿¿¿¿¿PDG_OBJECT
1249¿PDG_CALL¿¿1116¿1116.CALL->Error-o248¿¿¿¿¿PDG_CALL
1250¿PDG_OBJECT¿¿0¿1116.error-o249¿¿¿¿¿PDG_OBJECT
1251¿PDG_OBJECT¿¿0¿1116.error-o250¿¿¿¿¿PDG_OBJECT
1252¿PDG_OBJECT¿¿0¿1116.error.code-o251¿¿¿¿¿PDG_OBJECT
1253¿PDG_CALL¿¿1116¿1116.CALL->dfd.reject-o252¿¿¿¿¿PDG_CALL
1254¿PDG_OBJECT¿¿0¿1116.v96-o253¿¿¿¿¿PDG_OBJECT
1255¿PDG_CALL¿¿1116¿1116.CALL->trim-o254¿¿¿¿¿PDG_CALL
1256¿PDG_OBJECT¿¿0¿1116.v97-o255¿¿¿¿¿PDG_OBJECT
1257¿PDG_CALL¿¿1116¿1116.CALL->trim-o256¿¿¿¿¿PDG_CALL
