Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
756¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":85,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Program
1186¿LogicalExpression¿||¿1331¿¿¿¿{"start":{"line":63,"column":16},"end":{"line":63,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿LogicalExpression
1187¿Identifier¿¿1331¿v123¿¿¿¿¿Identifier
1188¿Identifier¿¿1331¿v125¿¿¿¿¿Identifier
1189¿IfStatement¿¿1331¿¿¿¿{"start":{"line":63,"column":12},"end":{"line":67,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿IfStatement
1190¿Identifier¿¿1331¿v126¿¿¿¿¿Identifier
1191¿VariableDeclarator¿¿1331¿v127¿¿¿{"start":{"line":64,"column":16},"end":{"line":64,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1192¿CallExpression¿¿1331¿¿¿¿{"start":{"line":64,"column":16},"end":{"line":64,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1193¿MemberExpression¿¿1331¿¿¿¿{"start":{"line":64,"column":16},"end":{"line":64,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1194¿Identifier¿¿1331¿console¿¿¿{"start":{"line":64,"column":16},"end":{"line":64,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1195¿Identifier¿¿1331¿log¿¿¿{"start":{"line":64,"column":24},"end":{"line":64,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1196¿Identifier¿¿1331¿val¿¿¿{"start":{"line":64,"column":28},"end":{"line":64,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1197¿ExpressionStatement¿¿1331¿¿¿¿{"start":{"line":64,"column":16},"end":{"line":64,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1198¿Identifier¿¿1331¿v127¿¿¿¿¿Identifier
1199¿BlockStatement¿¿1331¿¿¿¿{"start":{"line":63,"column":49},"end":{"line":65,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
1200¿VariableDeclarator¿¿1331¿v128¿¿¿{"start":{"line":66,"column":28},"end":{"line":66,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1201¿BinaryExpression¿+¿1331¿¿¿¿{"start":{"line":66,"column":28},"end":{"line":66,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BinaryExpression
1202¿Identifier¿¿1331¿prev¿¿¿{"start":{"line":66,"column":28},"end":{"line":66,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1203¿Identifier¿¿1331¿val¿¿¿{"start":{"line":66,"column":35},"end":{"line":66,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1204¿VariableDeclarator¿¿1331¿v129¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1205¿CallExpression¿¿1331¿¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1206¿MemberExpression¿¿1331¿¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1207¿Identifier¿¿1331¿console¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1208¿Identifier¿¿1331¿log¿¿¿{"start":{"line":66,"column":24},"end":{"line":66,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1209¿Identifier¿¿1331¿v128¿¿¿¿¿Identifier
1210¿ExpressionStatement¿¿1331¿¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1211¿Identifier¿¿1331¿v129¿¿¿¿¿Identifier
1212¿BlockStatement¿¿1331¿¿¿¿{"start":{"line":65,"column":19},"end":{"line":67,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
1213¿BlockStatement¿¿1331¿¿¿¿{"start":{"line":62,"column":42},"end":{"line":68,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
1214¿VariableDeclarator¿¿1327¿v131¿¿¿{"start":{"line":62,"column":8},"end":{"line":68,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1215¿CallExpression¿¿1327¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":68,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1216¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1217¿Identifier¿¿1327¿print¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1218¿Identifier¿¿1327¿forEach¿¿¿{"start":{"line":62,"column":14},"end":{"line":62,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1219¿Identifier¿¿1327¿v130¿¿¿¿¿Identifier
1220¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":68,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1221¿Identifier¿¿1327¿v131¿¿¿¿¿Identifier
1222¿BlockStatement¿¿1327¿¿¿¿{"start":{"line":50,"column":43},"end":{"line":69,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
1223¿VariableDeclarator¿¿1309¿v133¿¿¿{"start":{"line":50,"column":4},"end":{"line":69,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1224¿CallExpression¿¿1309¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":69,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1225¿MemberExpression¿¿1309¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1226¿Identifier¿¿1309¿server¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1227¿Identifier¿¿1309¿listen¿¿¿{"start":{"line":50,"column":11},"end":{"line":50,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1228¿Identifier¿¿1309¿v105¿¿¿¿¿Identifier
1229¿Identifier¿¿1309¿v132¿¿¿¿¿Identifier
1230¿ExpressionStatement¿¿1309¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":69,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1231¿Identifier¿¿1309¿v133¿¿¿¿¿Identifier
1232¿VariableDeclarator¿¿1309¿v135¿¿¿{"start":{"line":70,"column":23},"end":{"line":72,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1233¿FunctionExpression¿¿1309¿anon¿¿¿{"start":{"line":70,"column":23},"end":{"line":72,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿FunctionExpression
1234¿Identifier¿¿0¿e¿¿¿{"start":{"line":70,"column":33},"end":{"line":70,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1235¿VariableDeclarator¿¿1334¿v134¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1236¿CallExpression¿¿1334¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1237¿MemberExpression¿¿1334¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1238¿Identifier¿¿1334¿console¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1239¿Identifier¿¿1334¿log¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1240¿Identifier¿¿1334¿e¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1241¿ExpressionStatement¿¿1334¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1242¿Identifier¿¿1334¿v134¿¿¿¿¿Identifier
1243¿BlockStatement¿¿1334¿¿¿¿{"start":{"line":70,"column":36},"end":{"line":72,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
1244¿VariableDeclarator¿¿1309¿v136¿¿¿{"start":{"line":70,"column":4},"end":{"line":72,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1245¿CallExpression¿¿1309¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":72,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1246¿MemberExpression¿¿1309¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1247¿Identifier¿¿1309¿server¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1248¿Identifier¿¿1309¿on¿¿¿{"start":{"line":70,"column":11},"end":{"line":70,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1249¿Literal¿string¿1309¿¿'error'¿¿{"start":{"line":70,"column":14},"end":{"line":70,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1250¿Identifier¿¿1309¿v135¿¿¿¿¿Identifier
1251¿ExpressionStatement¿¿1309¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":72,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1252¿Identifier¿¿1309¿v136¿¿¿¿¿Identifier
1253¿ReturnStatement¿¿1309¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ReturnStatement
1254¿Identifier¿¿1309¿server¿¿¿{"start":{"line":73,"column":11},"end":{"line":73,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1255¿BlockStatement¿¿1309¿¿¿¿{"start":{"line":8,"column":28},"end":{"line":74,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
1256¿VariableDeclarator¿exported¿1307¿v140¿¿¿{"start":{"line":76,"column":0},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1257¿FunctionExpression¿¿1307¿anon¿¿¿{"start":{"line":76,"column":23},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿FunctionExpression
1258¿Identifier¿¿0¿option¿¿¿{"start":{"line":76,"column":32},"end":{"line":76,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1259¿VariableDeclarator¿¿1336¿defaultOption¿¿¿{"start":{"line":77,"column":8},"end":{"line":79,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1260¿ObjectExpression¿¿1336¿¿¿¿¿¿ObjectExpression
1261¿ExpressionStatement¿¿1336¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":79,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1262¿AssignmentExpression¿=¿1336¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":79,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿AssignmentExpression
1263¿MemberExpression¿¿1336¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":79,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1264¿Identifier¿¿1336¿defaultOption¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1265¿Identifier¿¿1336¿port¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1266¿Literal¿number¿1336¿¿7000¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1267¿VariableDeclarator¿¿1336¿envOption¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1268¿ObjectExpression¿¿1336¿¿¿¿¿¿ObjectExpression
1269¿VariableDeclarator¿¿1336¿v137¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1270¿CallExpression¿¿1336¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1271¿MemberExpression¿¿1336¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1272¿Identifier¿¿1336¿utils¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1273¿Identifier¿¿1336¿parseArg¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1274¿Identifier¿¿1336¿envOption¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1275¿ExpressionStatement¿¿1336¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1276¿Identifier¿¿1336¿v137¿¿¿¿¿Identifier
1277¿VariableDeclarator¿¿1336¿v138¿¿¿{"start":{"line":82,"column":34},"end":{"line":82,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1278¿ObjectExpression¿¿1336¿¿¿¿{"start":{"line":82,"column":34},"end":{"line":82,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ObjectExpression
1279¿VariableDeclarator¿¿1336¿httpOption¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1280¿CallExpression¿¿1336¿¿¿¿{"start":{"line":82,"column":21},"end":{"line":82,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1281¿MemberExpression¿¿1336¿¿¿¿{"start":{"line":82,"column":21},"end":{"line":82,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1282¿Identifier¿¿1336¿utils¿¿¿{"start":{"line":82,"column":21},"end":{"line":82,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1283¿Identifier¿¿1336¿assign¿¿¿{"start":{"line":82,"column":27},"end":{"line":82,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1284¿Identifier¿¿1336¿v138¿¿¿¿¿Identifier
1285¿Identifier¿¿1336¿defaultOption¿¿¿{"start":{"line":82,"column":37},"end":{"line":82,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1286¿Identifier¿¿1336¿envOption¿¿¿{"start":{"line":82,"column":51},"end":{"line":82,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1287¿Identifier¿¿1336¿option¿¿¿{"start":{"line":82,"column":62},"end":{"line":82,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1288¿VariableDeclarator¿¿1336¿v139¿¿¿{"start":{"line":83,"column":11},"end":{"line":83,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1289¿NewExpression¿¿1336¿¿¿¿{"start":{"line":83,"column":11},"end":{"line":83,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿NewExpression
1290¿Identifier¿¿1336¿HttpServer¿¿¿{"start":{"line":83,"column":15},"end":{"line":83,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1291¿Identifier¿¿1336¿httpOption¿¿¿{"start":{"line":83,"column":26},"end":{"line":83,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1292¿ReturnStatement¿¿1336¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ReturnStatement
1293¿Identifier¿¿1336¿v139¿¿¿¿¿Identifier
1294¿BlockStatement¿¿1336¿¿¿¿{"start":{"line":76,"column":40},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
1295¿ExpressionStatement¿¿1307¿¿¿¿{"start":{"line":76,"column":0},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1296¿AssignmentExpression¿=¿1307¿¿¿¿{"start":{"line":76,"column":0},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿AssignmentExpression
1297¿MemberExpression¿¿1307¿¿¿¿{"start":{"line":76,"column":0},"end":{"line":76,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1298¿Identifier¿¿1307¿exports¿¿¿{"start":{"line":76,"column":0},"end":{"line":76,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1299¿Identifier¿¿1307¿createServer¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1300¿Identifier¿¿1307¿v140¿¿¿¿¿Identifier
1301¿ExpressionStatement¿¿1307¿¿¿¿{"start":{"line":85,"column":0},"end":{"line":85,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1302¿AssignmentExpression¿=¿1307¿¿¿¿{"start":{"line":85,"column":0},"end":{"line":85,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿AssignmentExpression
1303¿MemberExpression¿¿1307¿¿¿¿{"start":{"line":85,"column":0},"end":{"line":85,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1304¿Identifier¿¿1307¿exports¿¿¿{"start":{"line":85,"column":0},"end":{"line":85,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1305¿Identifier¿¿1307¿HttpServer¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1306¿Identifier¿¿1307¿HttpServer¿¿¿{"start":{"line":85,"column":21},"end":{"line":85,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1307¿CFG_F_START¿¿1307¿__main__¿¿¿¿¿CFG_F_START
1308¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1309¿CFG_F_START¿¿1309¿779_anon¿¿¿¿¿CFG_F_START
1310¿CFG_F_END¿¿0¿779_anon¿¿¿¿¿CFG_F_END
1311¿CFG_F_START¿¿1311¿782_anon¿¿¿¿¿CFG_F_START
1312¿CFG_F_END¿¿0¿782_anon¿¿¿¿¿CFG_F_END
1313¿CFG_F_START¿¿1313¿840_anon¿¿¿¿¿CFG_F_START
1314¿CFG_F_END¿¿0¿840_anon¿¿¿¿¿CFG_F_END
1315¿CFG_IF_END¿¿0¿843¿¿¿¿¿CFG_IF_END
1316¿CFG_F_START¿¿1316¿872_anon¿¿¿¿¿CFG_F_START
1317¿CFG_F_END¿¿0¿872_anon¿¿¿¿¿CFG_F_END
1318¿CFG_IF_END¿¿0¿908¿¿¿¿¿CFG_IF_END
1319¿CFG_IF_END¿¿0¿892¿¿¿¿¿CFG_IF_END
1320¿CFG_IF_END¿¿0¿837¿¿¿¿¿CFG_IF_END
1321¿CFG_IF_END¿¿0¿815¿¿¿¿¿CFG_IF_END
1322¿CFG_IF_END¿¿0¿802¿¿¿¿¿CFG_IF_END
1323¿CFG_F_START¿¿1323¿1010_anon¿¿¿¿¿CFG_F_START
1324¿CFG_F_END¿¿0¿1010_anon¿¿¿¿¿CFG_F_END
1325¿CFG_F_START¿¿1325¿1031_anon¿¿¿¿¿CFG_F_START
1326¿CFG_F_END¿¿0¿1031_anon¿¿¿¿¿CFG_F_END
1327¿CFG_F_START¿¿1327¿1063_anon¿¿¿¿¿CFG_F_START
1328¿CFG_F_END¿¿0¿1063_anon¿¿¿¿¿CFG_F_END
1329¿CFG_F_START¿¿1329¿1108_anon¿¿¿¿¿CFG_F_START
1330¿CFG_F_END¿¿0¿1108_anon¿¿¿¿¿CFG_F_END
1331¿CFG_F_START¿¿1331¿1170_anon¿¿¿¿¿CFG_F_START
1332¿CFG_F_END¿¿0¿1170_anon¿¿¿¿¿CFG_F_END
1333¿CFG_IF_END¿¿0¿1189¿¿¿¿¿CFG_IF_END
1334¿CFG_F_START¿¿1334¿1233_anon¿¿¿¿¿CFG_F_START
1335¿CFG_F_END¿¿0¿1233_anon¿¿¿¿¿CFG_F_END
1336¿CFG_F_START¿¿1336¿1257_anon¿¿¿¿¿CFG_F_START
1337¿CFG_F_END¿¿0¿1257_anon¿¿¿¿¿CFG_F_END
1338¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1339¿PDG_CALL¿¿1307¿1307.CALL->require-o168¿¿¿¿¿PDG_CALL
1340¿PDG_OBJECT¿¿0¿1307.http-o169¿¿¿¿¿PDG_OBJECT
1341¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1342¿PDG_CALL¿¿1307¿1307.CALL->require-o170¿¿¿¿¿PDG_CALL
1343¿PDG_OBJECT¿¿0¿1307.fs-o171¿¿¿¿¿PDG_OBJECT
1344¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1345¿PDG_CALL¿¿1307¿1307.CALL->process.cwd-o172¿¿¿¿¿PDG_CALL
1346¿PDG_OBJECT¿¿0¿1307.rootPath-o173¿¿¿¿¿PDG_OBJECT
1347¿PDG_CALL¿¿1307¿1307.CALL->require-o174¿¿¿¿¿PDG_CALL
1348¿PDG_OBJECT¿¿0¿1307.path-o175¿¿¿¿¿PDG_OBJECT
1349¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1350¿PDG_CALL¿¿1307¿1307.CALL->require-o176¿¿¿¿¿PDG_CALL
1351¿PDG_OBJECT¿¿0¿1307.utils-o177¿¿¿¿¿PDG_OBJECT
1352¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1353¿PDG_OBJECT¿¿0¿1309.this-o178¿¿¿¿¿PDG_OBJECT
1354¿PDG_OBJECT¿¿0¿1309.option-o179¿¿¿¿¿PDG_OBJECT
1355¿PDG_OBJECT¿¿0¿1307.HttpServer-o180¿¿¿¿¿PDG_OBJECT
1356¿PDG_OBJECT¿¿0¿1336.this-o181¿¿¿¿¿PDG_OBJECT
1357¿PDG_OBJECT¿¿0¿1336.option-o182¿¿¿¿¿PDG_OBJECT
1358¿PDG_OBJECT¿¿0¿1307.v140-o183¿¿¿¿¿PDG_OBJECT
1359¿PDG_OBJECT¿¿0¿1307.exports-o184¿¿¿¿¿PDG_OBJECT
1360¿PDG_OBJECT¿¿0¿1307.exports.createServer-o185¿¿¿¿¿PDG_OBJECT
1361¿PDG_OBJECT¿¿0¿1307.exports-o186¿¿¿¿¿PDG_OBJECT
1362¿PDG_OBJECT¿¿0¿1307.exports.HttpServer-o187¿¿¿¿¿PDG_OBJECT
1363¿PDG_OBJECT¿¿0¿1311.this-o188¿¿¿¿¿PDG_OBJECT
