Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2361¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":271,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Program
3882¿Identifier¿¿4234¿_¿¿¿{"start":{"line":240,"column":6},"end":{"line":240,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3883¿Identifier¿¿4234¿v454¿¿¿¿¿Identifier
3884¿BlockStatement¿¿4234¿¿¿¿¿¿BlockStatement
3885¿ExpressionStatement¿¿4234¿¿¿¿{"start":{"line":240,"column":10},"end":{"line":240,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3886¿AssignmentExpression¿=¿4234¿¿¿¿{"start":{"line":240,"column":10},"end":{"line":240,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3887¿Identifier¿¿4234¿_¿¿¿{"start":{"line":240,"column":6},"end":{"line":240,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3888¿ThisExpression¿¿4234¿¿¿¿{"start":{"line":240,"column":39},"end":{"line":240,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ThisExpression
3889¿BlockStatement¿¿4234¿¿¿¿¿¿BlockStatement
3890¿VariableDeclarator¿¿4234¿v462¿¿¿{"start":{"line":241,"column":13},"end":{"line":249,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3891¿FunctionExpression¿¿4234¿anon¿¿¿{"start":{"line":241,"column":13},"end":{"line":249,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿FunctionExpression
3892¿Identifier¿¿0¿transform¿¿¿{"start":{"line":241,"column":23},"end":{"line":241,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3893¿VariableDeclarator¿¿4237¿v455¿¿¿{"start":{"line":242,"column":12},"end":{"line":242,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3894¿UnaryExpression¿typeof¿4237¿¿¿¿{"start":{"line":242,"column":12},"end":{"line":242,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿UnaryExpression
3895¿Identifier¿¿4237¿transform¿¿¿{"start":{"line":242,"column":19},"end":{"line":242,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3896¿VariableDeclarator¿¿4237¿v456¿¿¿{"start":{"line":242,"column":12},"end":{"line":242,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3897¿BinaryExpression¿===¿4237¿¿¿¿{"start":{"line":242,"column":12},"end":{"line":242,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BinaryExpression
3898¿Identifier¿¿4237¿v455¿¿¿¿¿Identifier
3899¿Literal¿string¿4237¿¿'function'¿¿{"start":{"line":242,"column":33},"end":{"line":242,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
3900¿IfStatement¿¿4237¿¿¿¿{"start":{"line":242,"column":8},"end":{"line":246,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿IfStatement
3901¿Identifier¿¿4237¿v456¿¿¿¿¿Identifier
3902¿VariableDeclarator¿¿4237¿v457¿¿¿{"start":{"line":243,"column":10},"end":{"line":243,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3903¿MemberExpression¿¿4237¿¿¿¿{"start":{"line":243,"column":10},"end":{"line":243,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3904¿Identifier¿¿4237¿_¿¿¿{"start":{"line":243,"column":10},"end":{"line":243,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3905¿Identifier¿¿4237¿options¿¿¿{"start":{"line":243,"column":12},"end":{"line":243,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3906¿ExpressionStatement¿¿4237¿¿¿¿{"start":{"line":243,"column":10},"end":{"line":243,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3907¿AssignmentExpression¿=¿4237¿¿¿¿{"start":{"line":243,"column":10},"end":{"line":243,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3908¿MemberExpression¿¿4237¿¿¿¿{"start":{"line":243,"column":10},"end":{"line":243,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3909¿Identifier¿¿4237¿v457¿¿¿¿¿Identifier
3910¿Identifier¿¿4237¿globalTransform¿¿¿{"start":{"line":243,"column":20},"end":{"line":243,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3911¿Identifier¿¿4237¿transform¿¿¿{"start":{"line":243,"column":38},"end":{"line":243,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3912¿BlockStatement¿¿4237¿¿¿¿{"start":{"line":242,"column":45},"end":{"line":244,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
3913¿VariableDeclarator¿¿4237¿v458¿¿¿{"start":{"line":244,"column":32},"end":{"line":244,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3914¿CallExpression¿¿4237¿¿¿¿{"start":{"line":244,"column":32},"end":{"line":244,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿CallExpression
3915¿Identifier¿¿4237¿_typeof¿¿¿{"start":{"line":244,"column":32},"end":{"line":244,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3916¿Identifier¿¿4237¿transform¿¿¿{"start":{"line":244,"column":40},"end":{"line":244,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3917¿VariableDeclarator¿¿4237¿v459¿¿¿{"start":{"line":244,"column":32},"end":{"line":244,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3918¿BinaryExpression¿===¿4237¿¿¿¿{"start":{"line":244,"column":32},"end":{"line":244,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BinaryExpression
3919¿Identifier¿¿4237¿v458¿¿¿¿¿Identifier
3920¿Literal¿string¿4237¿¿'object'¿¿{"start":{"line":244,"column":55},"end":{"line":244,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
3921¿VariableDeclarator¿¿4237¿v460¿¿¿{"start":{"line":244,"column":19},"end":{"line":244,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3922¿LogicalExpression¿&&¿4237¿¿¿¿{"start":{"line":244,"column":19},"end":{"line":244,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿LogicalExpression
3923¿Identifier¿¿4237¿transform¿¿¿{"start":{"line":244,"column":19},"end":{"line":244,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3924¿Identifier¿¿4237¿v459¿¿¿¿¿Identifier
3925¿IfStatement¿¿4237¿¿¿¿{"start":{"line":244,"column":15},"end":{"line":246,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿IfStatement
3926¿Identifier¿¿4237¿v460¿¿¿¿¿Identifier
3927¿VariableDeclarator¿¿4237¿v461¿¿¿{"start":{"line":245,"column":10},"end":{"line":245,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3928¿MemberExpression¿¿4237¿¿¿¿{"start":{"line":245,"column":10},"end":{"line":245,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3929¿Identifier¿¿4237¿_¿¿¿{"start":{"line":245,"column":10},"end":{"line":245,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3930¿Identifier¿¿4237¿options¿¿¿{"start":{"line":245,"column":12},"end":{"line":245,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3931¿ExpressionStatement¿¿4237¿¿¿¿{"start":{"line":245,"column":10},"end":{"line":245,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3932¿AssignmentExpression¿=¿4237¿¿¿¿{"start":{"line":245,"column":10},"end":{"line":245,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3933¿MemberExpression¿¿4237¿¿¿¿{"start":{"line":245,"column":10},"end":{"line":245,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3934¿Identifier¿¿4237¿v461¿¿¿¿¿Identifier
3935¿Identifier¿¿4237¿transforms¿¿¿{"start":{"line":245,"column":20},"end":{"line":245,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3936¿Identifier¿¿4237¿transform¿¿¿{"start":{"line":245,"column":33},"end":{"line":245,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3937¿BlockStatement¿¿4237¿¿¿¿{"start":{"line":244,"column":65},"end":{"line":246,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
3938¿BlockStatement¿¿4237¿¿¿¿¿¿BlockStatement
3939¿ReturnStatement¿¿4237¿¿¿¿{"start":{"line":248,"column":8},"end":{"line":248,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ReturnStatement
3940¿Identifier¿¿4237¿_¿¿¿{"start":{"line":248,"column":15},"end":{"line":248,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3941¿BlockStatement¿¿4237¿¿¿¿{"start":{"line":241,"column":34},"end":{"line":249,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
3942¿ReturnStatement¿¿4234¿¿¿¿{"start":{"line":241,"column":6},"end":{"line":249,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ReturnStatement
3943¿Identifier¿¿4234¿v462¿¿¿¿¿Identifier
3944¿BlockStatement¿¿4234¿¿¿¿{"start":{"line":237,"column":24},"end":{"line":250,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
3945¿VariableDeclarator¿¿4148¿v464¿¿¿{"start":{"line":236,"column":15},"end":{"line":251,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3946¿ObjectExpression¿¿4148¿¿¿¿¿¿ObjectExpression
3947¿ExpressionStatement¿¿4148¿¿¿¿{"start":{"line":236,"column":15},"end":{"line":251,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3948¿AssignmentExpression¿=¿4148¿¿¿¿{"start":{"line":236,"column":15},"end":{"line":251,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3949¿MemberExpression¿¿4148¿¿¿¿{"start":{"line":236,"column":15},"end":{"line":251,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3950¿Identifier¿¿4148¿v464¿¿¿¿¿Identifier
3951¿Identifier¿¿4148¿get¿¿¿{"start":{"line":237,"column":4},"end":{"line":237,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3952¿Identifier¿¿4148¿v463¿¿¿¿¿Identifier
3953¿VariableDeclarator¿¿4148¿v475¿¿¿{"start":{"line":253,"column":9},"end":{"line":266,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3954¿FunctionExpression¿¿4148¿get¿¿¿{"start":{"line":253,"column":9},"end":{"line":266,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿FunctionExpression
3955¿VariableDeclarator¿¿4241¿_¿¿¿{"start":{"line":254,"column":10},"end":{"line":254,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3956¿VariableDeclarator¿¿4241¿v465¿¿¿{"start":{"line":256,"column":10},"end":{"line":256,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3957¿MemberExpression¿¿4241¿¿¿¿{"start":{"line":256,"column":10},"end":{"line":256,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3958¿ThisExpression¿¿4241¿¿¿¿{"start":{"line":256,"column":10},"end":{"line":256,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ThisExpression
3959¿Identifier¿¿4241¿isBase¿¿¿{"start":{"line":256,"column":15},"end":{"line":256,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3960¿VariableDeclarator¿¿4241¿v466¿¿¿{"start":{"line":256,"column":24},"end":{"line":256,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3961¿CallExpression¿¿4241¿¿¿¿{"start":{"line":256,"column":24},"end":{"line":256,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿CallExpression
3962¿Identifier¿¿4241¿newBuilder¿¿¿{"start":{"line":256,"column":24},"end":{"line":256,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3963¿IfStatement¿¿4241¿¿¿¿{"start":{"line":256,"column":10},"end":{"line":256,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿IfStatement
3964¿Identifier¿¿4241¿v465¿¿¿¿¿Identifier
3965¿ExpressionStatement¿¿4241¿¿¿¿{"start":{"line":256,"column":10},"end":{"line":256,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3966¿AssignmentExpression¿=¿4241¿¿¿¿{"start":{"line":256,"column":10},"end":{"line":256,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3967¿Identifier¿¿4241¿_¿¿¿{"start":{"line":256,"column":6},"end":{"line":256,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3968¿Identifier¿¿4241¿v466¿¿¿¿¿Identifier
3969¿BlockStatement¿¿4241¿¿¿¿¿¿BlockStatement
3970¿ExpressionStatement¿¿4241¿¿¿¿{"start":{"line":256,"column":10},"end":{"line":256,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3971¿AssignmentExpression¿=¿4241¿¿¿¿{"start":{"line":256,"column":10},"end":{"line":256,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3972¿Identifier¿¿4241¿_¿¿¿{"start":{"line":256,"column":6},"end":{"line":256,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3973¿ThisExpression¿¿4241¿¿¿¿{"start":{"line":256,"column":39},"end":{"line":256,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ThisExpression
3974¿BlockStatement¿¿4241¿¿¿¿¿¿BlockStatement
3975¿VariableDeclarator¿¿4241¿v474¿¿¿{"start":{"line":257,"column":13},"end":{"line":265,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3976¿FunctionExpression¿¿4241¿anon¿¿¿{"start":{"line":257,"column":13},"end":{"line":265,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿FunctionExpression
3977¿Identifier¿¿0¿filter¿¿¿{"start":{"line":257,"column":23},"end":{"line":257,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3978¿VariableDeclarator¿¿4244¿v467¿¿¿{"start":{"line":258,"column":12},"end":{"line":258,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3979¿UnaryExpression¿typeof¿4244¿¿¿¿{"start":{"line":258,"column":12},"end":{"line":258,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿UnaryExpression
3980¿Identifier¿¿4244¿filter¿¿¿{"start":{"line":258,"column":19},"end":{"line":258,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3981¿VariableDeclarator¿¿4244¿v468¿¿¿{"start":{"line":258,"column":12},"end":{"line":258,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3982¿BinaryExpression¿===¿4244¿¿¿¿{"start":{"line":258,"column":12},"end":{"line":258,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BinaryExpression
3983¿Identifier¿¿4244¿v467¿¿¿¿¿Identifier
3984¿Literal¿string¿4244¿¿'function'¿¿{"start":{"line":258,"column":30},"end":{"line":258,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
3985¿IfStatement¿¿4244¿¿¿¿{"start":{"line":258,"column":8},"end":{"line":262,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿IfStatement
3986¿Identifier¿¿4244¿v468¿¿¿¿¿Identifier
3987¿VariableDeclarator¿¿4244¿v469¿¿¿{"start":{"line":259,"column":10},"end":{"line":259,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3988¿MemberExpression¿¿4244¿¿¿¿{"start":{"line":259,"column":10},"end":{"line":259,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3989¿Identifier¿¿4244¿_¿¿¿{"start":{"line":259,"column":10},"end":{"line":259,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3990¿Identifier¿¿4244¿options¿¿¿{"start":{"line":259,"column":12},"end":{"line":259,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3991¿ExpressionStatement¿¿4244¿¿¿¿{"start":{"line":259,"column":10},"end":{"line":259,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
3992¿AssignmentExpression¿=¿4244¿¿¿¿{"start":{"line":259,"column":10},"end":{"line":259,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
3993¿MemberExpression¿¿4244¿¿¿¿{"start":{"line":259,"column":10},"end":{"line":259,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
3994¿Identifier¿¿4244¿v469¿¿¿¿¿Identifier
3995¿Identifier¿¿4244¿globalFilter¿¿¿{"start":{"line":259,"column":20},"end":{"line":259,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3996¿Identifier¿¿4244¿filter¿¿¿{"start":{"line":259,"column":35},"end":{"line":259,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
3997¿BlockStatement¿¿4244¿¿¿¿{"start":{"line":258,"column":42},"end":{"line":260,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
3998¿VariableDeclarator¿¿4244¿v470¿¿¿{"start":{"line":260,"column":29},"end":{"line":260,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
3999¿CallExpression¿¿4244¿¿¿¿{"start":{"line":260,"column":29},"end":{"line":260,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿CallExpression
4000¿Identifier¿¿4244¿_typeof¿¿¿{"start":{"line":260,"column":29},"end":{"line":260,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
4001¿Identifier¿¿4244¿filter¿¿¿{"start":{"line":260,"column":37},"end":{"line":260,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
4002¿VariableDeclarator¿¿4244¿v471¿¿¿{"start":{"line":260,"column":29},"end":{"line":260,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
4003¿BinaryExpression¿===¿4244¿¿¿¿{"start":{"line":260,"column":29},"end":{"line":260,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BinaryExpression
4004¿Identifier¿¿4244¿v470¿¿¿¿¿Identifier
4005¿Literal¿string¿4244¿¿'object'¿¿{"start":{"line":260,"column":49},"end":{"line":260,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
4006¿VariableDeclarator¿¿4244¿v472¿¿¿{"start":{"line":260,"column":19},"end":{"line":260,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
4007¿LogicalExpression¿&&¿4244¿¿¿¿{"start":{"line":260,"column":19},"end":{"line":260,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿LogicalExpression
4008¿Identifier¿¿4244¿filter¿¿¿{"start":{"line":260,"column":19},"end":{"line":260,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
4009¿Identifier¿¿4244¿v471¿¿¿¿¿Identifier
4010¿IfStatement¿¿4244¿¿¿¿{"start":{"line":260,"column":15},"end":{"line":262,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿IfStatement
4011¿Identifier¿¿4244¿v472¿¿¿¿¿Identifier
4012¿VariableDeclarator¿¿4244¿v473¿¿¿{"start":{"line":261,"column":10},"end":{"line":261,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
4013¿MemberExpression¿¿4244¿¿¿¿{"start":{"line":261,"column":10},"end":{"line":261,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
4014¿Identifier¿¿4244¿_¿¿¿{"start":{"line":261,"column":10},"end":{"line":261,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
4015¿Identifier¿¿4244¿options¿¿¿{"start":{"line":261,"column":12},"end":{"line":261,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
4016¿ExpressionStatement¿¿4244¿¿¿¿{"start":{"line":261,"column":10},"end":{"line":261,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
4017¿AssignmentExpression¿=¿4244¿¿¿¿{"start":{"line":261,"column":10},"end":{"line":261,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
4018¿MemberExpression¿¿4244¿¿¿¿{"start":{"line":261,"column":10},"end":{"line":261,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
4019¿Identifier¿¿4244¿v473¿¿¿¿¿Identifier
4020¿Identifier¿¿4244¿filters¿¿¿{"start":{"line":261,"column":20},"end":{"line":261,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
4021¿Identifier¿¿4244¿filter¿¿¿{"start":{"line":261,"column":30},"end":{"line":261,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
4022¿BlockStatement¿¿4244¿¿¿¿{"start":{"line":260,"column":59},"end":{"line":262,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
4023¿BlockStatement¿¿4244¿¿¿¿¿¿BlockStatement
4024¿ReturnStatement¿¿4244¿¿¿¿{"start":{"line":264,"column":8},"end":{"line":264,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ReturnStatement
4025¿Identifier¿¿4244¿_¿¿¿{"start":{"line":264,"column":15},"end":{"line":264,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
4026¿BlockStatement¿¿4244¿¿¿¿{"start":{"line":257,"column":31},"end":{"line":265,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
4027¿ReturnStatement¿¿4241¿¿¿¿{"start":{"line":257,"column":6},"end":{"line":265,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ReturnStatement
4028¿Identifier¿¿4241¿v474¿¿¿¿¿Identifier
4029¿BlockStatement¿¿4241¿¿¿¿{"start":{"line":253,"column":24},"end":{"line":266,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
4030¿VariableDeclarator¿¿4148¿v476¿¿¿{"start":{"line":252,"column":12},"end":{"line":267,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
4031¿ObjectExpression¿¿4148¿¿¿¿¿¿ObjectExpression
4032¿ExpressionStatement¿¿4148¿¿¿¿{"start":{"line":252,"column":12},"end":{"line":267,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
4033¿AssignmentExpression¿=¿4148¿¿¿¿{"start":{"line":252,"column":12},"end":{"line":267,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
4034¿MemberExpression¿¿4148¿¿¿¿{"start":{"line":252,"column":12},"end":{"line":267,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
4035¿Identifier¿¿4148¿v476¿¿¿¿¿Identifier
