Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
868¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":95,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Program
1284¿VariableDeclarator¿¿1526¿v124¿¿¿{"start":{"line":60,"column":39},"end":{"line":60,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1285¿CallExpression¿¿1526¿¿¿¿{"start":{"line":60,"column":39},"end":{"line":60,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1286¿MemberExpression¿¿1526¿¿¿¿{"start":{"line":60,"column":39},"end":{"line":60,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1287¿Identifier¿¿1526¿path¿¿¿{"start":{"line":60,"column":39},"end":{"line":60,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1288¿Identifier¿¿1526¿extname¿¿¿{"start":{"line":60,"column":44},"end":{"line":60,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1289¿Identifier¿¿1526¿filePath¿¿¿{"start":{"line":60,"column":52},"end":{"line":60,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1290¿ExpressionStatement¿¿1526¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1291¿AssignmentExpression¿=¿1526¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1292¿Identifier¿¿1526¿fileName¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1293¿CallExpression¿¿1526¿¿¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1294¿MemberExpression¿¿1526¿¿¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1295¿Identifier¿¿1526¿path¿¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1296¿Identifier¿¿1526¿basename¿¿¿{"start":{"line":60,"column":20},"end":{"line":60,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1297¿Identifier¿¿1526¿filePath¿¿¿{"start":{"line":60,"column":29},"end":{"line":60,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1298¿Identifier¿¿1526¿v124¿¿¿¿¿Identifier
1299¿VariableDeclarator¿¿1526¿v125¿¿¿{"start":{"line":61,"column":18},"end":{"line":63,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1300¿ObjectExpression¿¿1526¿¿¿¿¿¿ObjectExpression
1301¿ExpressionStatement¿¿1526¿¿¿¿{"start":{"line":61,"column":18},"end":{"line":63,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1302¿AssignmentExpression¿=¿1526¿¿¿¿{"start":{"line":61,"column":18},"end":{"line":63,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1303¿MemberExpression¿computed¿1526¿¿¿¿{"start":{"line":61,"column":18},"end":{"line":63,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1304¿Identifier¿¿1526¿v125¿¿¿¿¿Identifier
1305¿Literal¿string¿1526¿¿'Content-Type'¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1306¿Literal¿string¿1526¿¿'text/html'¿¿{"start":{"line":62,"column":22},"end":{"line":62,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1307¿ExpressionStatement¿¿1526¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":63,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1308¿AssignmentExpression¿=¿1526¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":63,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1309¿MemberExpression¿¿1526¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1310¿Identifier¿¿1526¿reqObj¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1311¿Identifier¿¿1526¿mime¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1312¿Identifier¿¿1526¿v125¿¿¿¿¿Identifier
1313¿ExpressionStatement¿¿1526¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1314¿AssignmentExpression¿=¿1526¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1315¿MemberExpression¿¿1526¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1316¿Identifier¿¿1526¿reqObj¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1317¿Identifier¿¿1526¿status¿¿¿{"start":{"line":64,"column":11},"end":{"line":64,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1318¿Literal¿number¿1526¿¿200¿¿{"start":{"line":64,"column":20},"end":{"line":64,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1319¿VariableDeclarator¿¿1526¿v126¿¿¿{"start":{"line":65,"column":33},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1320¿ObjectExpression¿¿1526¿¿¿¿{"start":{"line":65,"column":33},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ObjectExpression
1321¿Property¿¿1526¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Property
1322¿Identifier¿¿1526¿encoding¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1323¿Literal¿string¿1526¿¿'utf-8'¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1324¿VariableDeclarator¿¿1526¿v143¿¿¿{"start":{"line":67,"column":8},"end":{"line":91,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1325¿FunctionExpression¿¿1526¿anon¿¿¿{"start":{"line":67,"column":8},"end":{"line":91,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿FunctionExpression
1326¿Identifier¿¿0¿_this¿¿¿{"start":{"line":67,"column":17},"end":{"line":67,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1327¿VariableDeclarator¿¿1528¿v142¿¿¿{"start":{"line":68,"column":13},"end":{"line":90,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1328¿FunctionExpression¿¿1528¿anon¿¿¿{"start":{"line":68,"column":13},"end":{"line":90,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿FunctionExpression
1329¿Identifier¿¿0¿err¿¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1330¿Identifier¿¿0¿file¿¿¿{"start":{"line":68,"column":27},"end":{"line":68,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1331¿VariableDeclarator¿¿1530¿e¿¿¿{"start":{"line":69,"column":12},"end":{"line":69,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1332¿VariableDeclarator¿¿1530¿html¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1333¿VariableDeclarator¿¿1530¿readyFile¿¿¿{"start":{"line":69,"column":21},"end":{"line":69,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1334¿VariableDeclarator¿¿1530¿template¿¿¿{"start":{"line":69,"column":32},"end":{"line":69,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1335¿IfStatement¿¿1530¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":74,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿IfStatement
1336¿Identifier¿¿1530¿err¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1337¿VariableDeclarator¿¿1530¿v127¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1338¿CallExpression¿¿1530¿¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1339¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1340¿Identifier¿¿1530¿_this¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1341¿Identifier¿¿1530¿response500¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1342¿Identifier¿¿1530¿err¿¿¿{"start":{"line":71,"column":28},"end":{"line":71,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1343¿Identifier¿¿1530¿callback¿¿¿{"start":{"line":71,"column":33},"end":{"line":71,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1344¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1345¿Identifier¿¿1530¿v127¿¿¿¿¿Identifier
1346¿VariableDeclarator¿¿1530¿v128¿¿¿{"start":{"line":72,"column":49},"end":{"line":72,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1347¿CallExpression¿¿1530¿¿¿¿{"start":{"line":72,"column":49},"end":{"line":72,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1348¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":72,"column":49},"end":{"line":72,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1349¿Identifier¿¿1530¿JSON¿¿¿{"start":{"line":72,"column":49},"end":{"line":72,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1350¿Identifier¿¿1530¿stringify¿¿¿{"start":{"line":72,"column":54},"end":{"line":72,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1351¿Identifier¿¿1530¿err¿¿¿{"start":{"line":72,"column":64},"end":{"line":72,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1352¿VariableDeclarator¿¿1530¿v129¿¿¿{"start":{"line":72,"column":33},"end":{"line":72,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1353¿BinaryExpression¿+¿1530¿¿¿¿{"start":{"line":72,"column":33},"end":{"line":72,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BinaryExpression
1354¿Literal¿string¿1530¿¿'Error 500: '¿¿{"start":{"line":72,"column":33},"end":{"line":72,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1355¿Identifier¿¿1530¿v128¿¿¿¿¿Identifier
1356¿VariableDeclarator¿¿1530¿v130¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1357¿CallExpression¿¿1530¿¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1358¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1359¿Identifier¿¿1530¿_this¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1360¿Identifier¿¿1530¿errorLog¿¿¿{"start":{"line":72,"column":16},"end":{"line":72,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1361¿Identifier¿¿1530¿reqObj¿¿¿{"start":{"line":72,"column":25},"end":{"line":72,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1362¿Identifier¿¿1530¿v129¿¿¿¿¿Identifier
1363¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1364¿Identifier¿¿1530¿v130¿¿¿¿¿Identifier
1365¿ReturnStatement¿¿1530¿¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ReturnStatement
1366¿Literal¿boolean¿1530¿¿false¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1367¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":70,"column":17},"end":{"line":74,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BlockStatement
1368¿TryStatement¿¿1530¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":88,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿TryStatement
1369¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1370¿AssignmentExpression¿=¿1530¿¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1371¿Identifier¿¿1530¿readyFile¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1372¿CallExpression¿¿1530¿¿¿¿{"start":{"line":76,"column":22},"end":{"line":76,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1373¿Identifier¿¿1530¿render¿¿¿{"start":{"line":76,"column":22},"end":{"line":76,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1374¿Identifier¿¿1530¿file¿¿¿{"start":{"line":76,"column":29},"end":{"line":76,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1375¿VariableDeclarator¿¿1530¿v131¿¿¿{"start":{"line":77,"column":32},"end":{"line":77,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1376¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":77,"column":32},"end":{"line":77,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1377¿Identifier¿¿1530¿_this¿¿¿{"start":{"line":77,"column":32},"end":{"line":77,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1378¿Identifier¿¿1530¿_tmpl¿¿¿{"start":{"line":77,"column":38},"end":{"line":77,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1379¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1380¿AssignmentExpression¿=¿1530¿¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1381¿Identifier¿¿1530¿template¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1382¿CallExpression¿¿1530¿¿¿¿{"start":{"line":77,"column":21},"end":{"line":77,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1383¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":77,"column":21},"end":{"line":77,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1384¿Identifier¿¿1530¿_¿¿¿{"start":{"line":77,"column":21},"end":{"line":77,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1385¿Identifier¿¿1530¿template¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1386¿Identifier¿¿1530¿v131¿¿¿¿¿Identifier
1387¿VariableDeclarator¿¿1530¿v132¿¿¿{"start":{"line":79,"column":19},"end":{"line":79,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1388¿CallExpression¿¿1530¿¿¿¿{"start":{"line":79,"column":19},"end":{"line":79,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1389¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":79,"column":19},"end":{"line":79,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1390¿Identifier¿¿1530¿fileName¿¿¿{"start":{"line":79,"column":19},"end":{"line":79,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1391¿Identifier¿¿1530¿slice¿¿¿{"start":{"line":79,"column":28},"end":{"line":79,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1392¿Literal¿number¿1530¿¿0¿¿{"start":{"line":79,"column":34},"end":{"line":79,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1393¿Literal¿number¿1530¿¿1¿¿{"start":{"line":79,"column":37},"end":{"line":79,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1394¿VariableDeclarator¿¿1530¿v133¿¿¿{"start":{"line":79,"column":19},"end":{"line":79,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1395¿CallExpression¿¿1530¿¿¿¿{"start":{"line":79,"column":19},"end":{"line":79,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1396¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":79,"column":19},"end":{"line":79,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1397¿Identifier¿¿1530¿v132¿¿¿¿¿Identifier
1398¿Identifier¿¿1530¿toUpperCase¿¿¿{"start":{"line":79,"column":40},"end":{"line":79,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1399¿VariableDeclarator¿¿1530¿v134¿¿¿{"start":{"line":79,"column":56},"end":{"line":79,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1400¿CallExpression¿¿1530¿¿¿¿{"start":{"line":79,"column":56},"end":{"line":79,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1401¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":79,"column":56},"end":{"line":79,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1402¿Identifier¿¿1530¿fileName¿¿¿{"start":{"line":79,"column":56},"end":{"line":79,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1403¿Identifier¿¿1530¿slice¿¿¿{"start":{"line":79,"column":65},"end":{"line":79,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1404¿Literal¿number¿1530¿¿1¿¿{"start":{"line":79,"column":71},"end":{"line":79,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1405¿VariableDeclarator¿¿1530¿v135¿¿¿{"start":{"line":79,"column":56},"end":{"line":79,"column":91},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1406¿CallExpression¿¿1530¿¿¿¿{"start":{"line":79,"column":56},"end":{"line":79,"column":91},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1407¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":79,"column":56},"end":{"line":79,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1408¿Identifier¿¿1530¿v134¿¿¿¿¿Identifier
1409¿Identifier¿¿1530¿replace¿¿¿{"start":{"line":79,"column":74},"end":{"line":79,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1410¿Literal¿string¿1530¿¿'_'¿¿{"start":{"line":79,"column":82},"end":{"line":79,"column":85},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1411¿Literal¿string¿1530¿¿' '¿¿{"start":{"line":79,"column":87},"end":{"line":79,"column":90},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1412¿VariableDeclarator¿¿1530¿v136¿¿¿{"start":{"line":79,"column":19},"end":{"line":79,"column":91},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1413¿BinaryExpression¿+¿1530¿¿¿¿{"start":{"line":79,"column":19},"end":{"line":79,"column":91},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BinaryExpression
1414¿Identifier¿¿1530¿v133¿¿¿¿¿Identifier
1415¿Identifier¿¿1530¿v135¿¿¿¿¿Identifier
1416¿VariableDeclarator¿¿1530¿v137¿¿¿{"start":{"line":80,"column":21},"end":{"line":80,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1417¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":80,"column":21},"end":{"line":80,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1418¿Identifier¿¿1530¿readyFile¿¿¿{"start":{"line":80,"column":21},"end":{"line":80,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1419¿Identifier¿¿1530¿html¿¿¿{"start":{"line":80,"column":31},"end":{"line":80,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
