Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1922¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":290,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Program
3113¿Identifier¿¿3422¿v301¿¿¿¿¿Identifier
3114¿BlockStatement¿¿3422¿¿¿¿¿¿BlockStatement
3115¿VariableDeclarator¿¿3422¿v302¿¿¿{"start":{"line":258,"column":10},"end":{"line":258,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3116¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":258,"column":10},"end":{"line":258,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3117¿Identifier¿¿3422¿cmd¿¿¿{"start":{"line":258,"column":10},"end":{"line":258,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3118¿Identifier¿¿3422¿host¿¿¿{"start":{"line":258,"column":14},"end":{"line":258,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3119¿IfStatement¿¿3422¿¿¿¿{"start":{"line":258,"column":6},"end":{"line":260,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿IfStatement
3120¿Identifier¿¿3422¿v302¿¿¿¿¿Identifier
3121¿VariableDeclarator¿¿3422¿v303¿¿¿{"start":{"line":259,"column":18},"end":{"line":259,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3122¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":259,"column":18},"end":{"line":259,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3123¿Identifier¿¿3422¿cmd¿¿¿{"start":{"line":259,"column":18},"end":{"line":259,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3124¿Identifier¿¿3422¿host¿¿¿{"start":{"line":259,"column":22},"end":{"line":259,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3125¿VariableDeclarator¿¿3422¿v304¿¿¿{"start":{"line":259,"column":18},"end":{"line":259,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3126¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":259,"column":18},"end":{"line":259,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3127¿Identifier¿¿3422¿v303¿¿¿¿¿Identifier
3128¿Identifier¿¿3422¿cmd¿¿¿{"start":{"line":259,"column":27},"end":{"line":259,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3129¿VariableDeclarator¿¿3422¿v305¿¿¿{"start":{"line":259,"column":32},"end":{"line":259,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3130¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":259,"column":32},"end":{"line":259,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3131¿Identifier¿¿3422¿cmd¿¿¿{"start":{"line":259,"column":32},"end":{"line":259,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3132¿Identifier¿¿3422¿host¿¿¿{"start":{"line":259,"column":36},"end":{"line":259,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3133¿VariableDeclarator¿¿3422¿v306¿¿¿{"start":{"line":259,"column":32},"end":{"line":259,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3134¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":259,"column":32},"end":{"line":259,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3135¿Identifier¿¿3422¿v305¿¿¿¿¿Identifier
3136¿Identifier¿¿3422¿hostname¿¿¿{"start":{"line":259,"column":41},"end":{"line":259,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3137¿VariableDeclarator¿¿3422¿v307¿¿¿{"start":{"line":259,"column":8},"end":{"line":259,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3138¿CallExpression¿¿3422¿¿¿¿{"start":{"line":259,"column":8},"end":{"line":259,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
3139¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":259,"column":8},"end":{"line":259,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3140¿Identifier¿¿3422¿args¿¿¿{"start":{"line":259,"column":8},"end":{"line":259,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3141¿Identifier¿¿3422¿push¿¿¿{"start":{"line":259,"column":13},"end":{"line":259,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3142¿Identifier¿¿3422¿v304¿¿¿¿¿Identifier
3143¿Identifier¿¿3422¿v306¿¿¿¿¿Identifier
3144¿ExpressionStatement¿¿3422¿¿¿¿{"start":{"line":259,"column":8},"end":{"line":259,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
3145¿Identifier¿¿3422¿v307¿¿¿¿¿Identifier
3146¿BlockStatement¿¿3422¿¿¿¿{"start":{"line":258,"column":20},"end":{"line":260,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BlockStatement
3147¿BreakStatement¿¿3422¿¿¿¿{"start":{"line":261,"column":6},"end":{"line":261,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BreakStatement
3148¿SwitchCase¿¿3422¿¿¿¿{"start":{"line":262,"column":4},"end":{"line":270,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿SwitchCase
3149¿Literal¿string¿3422¿¿'Linux'¿¿{"start":{"line":262,"column":9},"end":{"line":262,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
3150¿VariableDeclarator¿¿3422¿v308¿¿¿{"start":{"line":263,"column":10},"end":{"line":263,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3151¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":263,"column":10},"end":{"line":263,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3152¿Identifier¿¿3422¿options¿¿¿{"start":{"line":263,"column":10},"end":{"line":263,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3153¿Identifier¿¿3422¿title¿¿¿{"start":{"line":263,"column":18},"end":{"line":263,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3154¿IfStatement¿¿3422¿¿¿¿{"start":{"line":263,"column":6},"end":{"line":269,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿IfStatement
3155¿Identifier¿¿3422¿v308¿¿¿¿¿Identifier
3156¿VariableDeclarator¿¿3422¿v309¿¿¿{"start":{"line":264,"column":24},"end":{"line":264,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3157¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":264,"column":24},"end":{"line":264,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3158¿Identifier¿¿3422¿options¿¿¿{"start":{"line":264,"column":24},"end":{"line":264,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3159¿Identifier¿¿3422¿title¿¿¿{"start":{"line":264,"column":32},"end":{"line":264,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3160¿VariableDeclarator¿¿3422¿v310¿¿¿{"start":{"line":264,"column":18},"end":{"line":264,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3161¿CallExpression¿¿3422¿¿¿¿{"start":{"line":264,"column":18},"end":{"line":264,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
3162¿Identifier¿¿3422¿quote¿¿¿{"start":{"line":264,"column":18},"end":{"line":264,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3163¿Identifier¿¿3422¿v309¿¿¿¿¿Identifier
3164¿VariableDeclarator¿¿3422¿v311¿¿¿{"start":{"line":264,"column":8},"end":{"line":264,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3165¿CallExpression¿¿3422¿¿¿¿{"start":{"line":264,"column":8},"end":{"line":264,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
3166¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":264,"column":8},"end":{"line":264,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3167¿Identifier¿¿3422¿args¿¿¿{"start":{"line":264,"column":8},"end":{"line":264,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3168¿Identifier¿¿3422¿push¿¿¿{"start":{"line":264,"column":13},"end":{"line":264,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3169¿Identifier¿¿3422¿v310¿¿¿¿¿Identifier
3170¿ExpressionStatement¿¿3422¿¿¿¿{"start":{"line":264,"column":8},"end":{"line":264,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
3171¿Identifier¿¿3422¿v311¿¿¿¿¿Identifier
3172¿VariableDeclarator¿¿3422¿v312¿¿¿{"start":{"line":265,"column":18},"end":{"line":265,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3173¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":265,"column":18},"end":{"line":265,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3174¿Identifier¿¿3422¿cmd¿¿¿{"start":{"line":265,"column":18},"end":{"line":265,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3175¿Identifier¿¿3422¿msg¿¿¿{"start":{"line":265,"column":22},"end":{"line":265,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3176¿VariableDeclarator¿¿3422¿v313¿¿¿{"start":{"line":265,"column":8},"end":{"line":265,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3177¿CallExpression¿¿3422¿¿¿¿{"start":{"line":265,"column":8},"end":{"line":265,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
3178¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":265,"column":8},"end":{"line":265,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3179¿Identifier¿¿3422¿args¿¿¿{"start":{"line":265,"column":8},"end":{"line":265,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3180¿Identifier¿¿3422¿push¿¿¿{"start":{"line":265,"column":13},"end":{"line":265,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3181¿Identifier¿¿3422¿v312¿¿¿¿¿Identifier
3182¿ExpressionStatement¿¿3422¿¿¿¿{"start":{"line":265,"column":8},"end":{"line":265,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
3183¿Identifier¿¿3422¿v313¿¿¿¿¿Identifier
3184¿VariableDeclarator¿¿3422¿v314¿¿¿{"start":{"line":266,"column":18},"end":{"line":266,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3185¿CallExpression¿¿3422¿¿¿¿{"start":{"line":266,"column":18},"end":{"line":266,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
3186¿Identifier¿¿3422¿quote¿¿¿{"start":{"line":266,"column":18},"end":{"line":266,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3187¿Identifier¿¿3422¿msg¿¿¿{"start":{"line":266,"column":24},"end":{"line":266,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3188¿VariableDeclarator¿¿3422¿v315¿¿¿{"start":{"line":266,"column":18},"end":{"line":266,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3189¿CallExpression¿¿3422¿¿¿¿{"start":{"line":266,"column":18},"end":{"line":266,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
3190¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":266,"column":18},"end":{"line":266,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3191¿Identifier¿¿3422¿v314¿¿¿¿¿Identifier
3192¿Identifier¿¿3422¿replace¿¿¿{"start":{"line":266,"column":29},"end":{"line":266,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3193¿Literal¿object¿3422¿¿/\\n/g¿¿{"start":{"line":266,"column":37},"end":{"line":266,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
3194¿Literal¿string¿3422¿¿'\n'¿¿{"start":{"line":266,"column":45},"end":{"line":266,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
3195¿VariableDeclarator¿¿3422¿v316¿¿¿{"start":{"line":266,"column":8},"end":{"line":266,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3196¿CallExpression¿¿3422¿¿¿¿{"start":{"line":266,"column":8},"end":{"line":266,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
3197¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":266,"column":8},"end":{"line":266,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3198¿Identifier¿¿3422¿args¿¿¿{"start":{"line":266,"column":8},"end":{"line":266,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3199¿Identifier¿¿3422¿push¿¿¿{"start":{"line":266,"column":13},"end":{"line":266,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3200¿Identifier¿¿3422¿v315¿¿¿¿¿Identifier
3201¿ExpressionStatement¿¿3422¿¿¿¿{"start":{"line":266,"column":8},"end":{"line":266,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
3202¿Identifier¿¿3422¿v316¿¿¿¿¿Identifier
3203¿BlockStatement¿¿3422¿¿¿¿{"start":{"line":263,"column":25},"end":{"line":267,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BlockStatement
3204¿VariableDeclarator¿¿3422¿v317¿¿¿{"start":{"line":268,"column":18},"end":{"line":268,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3205¿CallExpression¿¿3422¿¿¿¿{"start":{"line":268,"column":18},"end":{"line":268,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
3206¿Identifier¿¿3422¿quote¿¿¿{"start":{"line":268,"column":18},"end":{"line":268,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3207¿Identifier¿¿3422¿msg¿¿¿{"start":{"line":268,"column":24},"end":{"line":268,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3208¿VariableDeclarator¿¿3422¿v318¿¿¿{"start":{"line":268,"column":18},"end":{"line":268,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3209¿CallExpression¿¿3422¿¿¿¿{"start":{"line":268,"column":18},"end":{"line":268,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
3210¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":268,"column":18},"end":{"line":268,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3211¿Identifier¿¿3422¿v317¿¿¿¿¿Identifier
3212¿Identifier¿¿3422¿replace¿¿¿{"start":{"line":268,"column":29},"end":{"line":268,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3213¿Literal¿object¿3422¿¿/\\n/g¿¿{"start":{"line":268,"column":37},"end":{"line":268,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
3214¿Literal¿string¿3422¿¿'\n'¿¿{"start":{"line":268,"column":45},"end":{"line":268,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
3215¿VariableDeclarator¿¿3422¿v319¿¿¿{"start":{"line":268,"column":8},"end":{"line":268,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3216¿CallExpression¿¿3422¿¿¿¿{"start":{"line":268,"column":8},"end":{"line":268,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
3217¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":268,"column":8},"end":{"line":268,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3218¿Identifier¿¿3422¿args¿¿¿{"start":{"line":268,"column":8},"end":{"line":268,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3219¿Identifier¿¿3422¿push¿¿¿{"start":{"line":268,"column":13},"end":{"line":268,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3220¿Identifier¿¿3422¿v318¿¿¿¿¿Identifier
3221¿ExpressionStatement¿¿3422¿¿¿¿{"start":{"line":268,"column":8},"end":{"line":268,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
3222¿Identifier¿¿3422¿v319¿¿¿¿¿Identifier
3223¿BlockStatement¿¿3422¿¿¿¿{"start":{"line":267,"column":13},"end":{"line":269,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BlockStatement
3224¿BreakStatement¿¿3422¿¿¿¿{"start":{"line":270,"column":6},"end":{"line":270,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BreakStatement
3225¿SwitchCase¿¿3422¿¿¿¿{"start":{"line":271,"column":4},"end":{"line":275,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿SwitchCase
3226¿Literal¿string¿3422¿¿'Windows'¿¿{"start":{"line":271,"column":9},"end":{"line":271,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
3227¿VariableDeclarator¿¿3422¿v320¿¿¿{"start":{"line":272,"column":16},"end":{"line":272,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3228¿CallExpression¿¿3422¿¿¿¿{"start":{"line":272,"column":16},"end":{"line":272,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
3229¿Identifier¿¿3422¿quote¿¿¿{"start":{"line":272,"column":16},"end":{"line":272,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3230¿Identifier¿¿3422¿msg¿¿¿{"start":{"line":272,"column":22},"end":{"line":272,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3231¿VariableDeclarator¿¿3422¿v321¿¿¿{"start":{"line":272,"column":16},"end":{"line":272,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3232¿CallExpression¿¿3422¿¿¿¿{"start":{"line":272,"column":16},"end":{"line":272,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
3233¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":272,"column":16},"end":{"line":272,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3234¿Identifier¿¿3422¿v320¿¿¿¿¿Identifier
3235¿Identifier¿¿3422¿replace¿¿¿{"start":{"line":272,"column":27},"end":{"line":272,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3236¿Literal¿object¿3422¿¿/\\n/g¿¿{"start":{"line":272,"column":35},"end":{"line":272,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
3237¿Literal¿string¿3422¿¿'\n'¿¿{"start":{"line":272,"column":43},"end":{"line":272,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
3238¿VariableDeclarator¿¿3422¿v322¿¿¿{"start":{"line":272,"column":6},"end":{"line":272,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3239¿CallExpression¿¿3422¿¿¿¿{"start":{"line":272,"column":6},"end":{"line":272,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿CallExpression
3240¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":272,"column":6},"end":{"line":272,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3241¿Identifier¿¿3422¿args¿¿¿{"start":{"line":272,"column":6},"end":{"line":272,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3242¿Identifier¿¿3422¿push¿¿¿{"start":{"line":272,"column":11},"end":{"line":272,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3243¿Identifier¿¿3422¿v321¿¿¿¿¿Identifier
3244¿ExpressionStatement¿¿3422¿¿¿¿{"start":{"line":272,"column":6},"end":{"line":272,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
3245¿Identifier¿¿3422¿v322¿¿¿¿¿Identifier
3246¿VariableDeclarator¿¿3422¿v323¿¿¿{"start":{"line":273,"column":10},"end":{"line":273,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3247¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":273,"column":10},"end":{"line":273,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3248¿Identifier¿¿3422¿options¿¿¿{"start":{"line":273,"column":10},"end":{"line":273,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3249¿Identifier¿¿3422¿title¿¿¿{"start":{"line":273,"column":18},"end":{"line":273,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3250¿IfStatement¿¿3422¿¿¿¿{"start":{"line":273,"column":6},"end":{"line":273,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿IfStatement
3251¿Identifier¿¿3422¿v323¿¿¿¿¿Identifier
3252¿VariableDeclarator¿¿3422¿v324¿¿¿{"start":{"line":273,"column":35},"end":{"line":273,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3253¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":273,"column":35},"end":{"line":273,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3254¿Identifier¿¿3422¿cmd¿¿¿{"start":{"line":273,"column":35},"end":{"line":273,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3255¿Identifier¿¿3422¿title¿¿¿{"start":{"line":273,"column":39},"end":{"line":273,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3256¿VariableDeclarator¿¿3422¿v325¿¿¿{"start":{"line":273,"column":53},"end":{"line":273,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
3257¿MemberExpression¿¿3422¿¿¿¿{"start":{"line":273,"column":53},"end":{"line":273,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
3258¿Identifier¿¿3422¿options¿¿¿{"start":{"line":273,"column":53},"end":{"line":273,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
3259¿Identifier¿¿3422¿title¿¿¿{"start":{"line":273,"column":61},"end":{"line":273,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
