Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1158¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":185,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Program
1591¿MemberExpression¿¿2060¿¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1592¿Identifier¿¿2060¿opts¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1593¿Identifier¿¿2060¿format¿¿¿{"start":{"line":93,"column":11},"end":{"line":93,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1594¿IfStatement¿¿2060¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿IfStatement
1595¿Identifier¿¿2060¿v180¿¿¿¿¿Identifier
1596¿VariableDeclarator¿¿2060¿v181¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1597¿MemberExpression¿¿2060¿¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1598¿Identifier¿¿2060¿opts¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1599¿Identifier¿¿2060¿format¿¿¿{"start":{"line":94,"column":21},"end":{"line":94,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1600¿ExpressionStatement¿¿2060¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1601¿AssignmentExpression¿=¿2060¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1602¿Identifier¿¿2060¿ext¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1603¿BinaryExpression¿+¿2060¿¿¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BinaryExpression
1604¿Literal¿string¿2060¿¿'.'¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1605¿Identifier¿¿2060¿v181¿¿¿¿¿Identifier
1606¿BlockStatement¿¿2060¿¿¿¿{"start":{"line":93,"column":19},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BlockStatement
1607¿VariableDeclarator¿¿2060¿v182¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1608¿MemberExpression¿¿2060¿¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1609¿Identifier¿¿2060¿opts¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1610¿Identifier¿¿2060¿prefix¿¿¿{"start":{"line":97,"column":24},"end":{"line":97,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1611¿VariableDeclarator¿¿2060¿v183¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1612¿BinaryExpression¿+¿2060¿¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BinaryExpression
1613¿Identifier¿¿2060¿v182¿¿¿¿¿Identifier
1614¿Identifier¿¿2060¿base¿¿¿{"start":{"line":97,"column":33},"end":{"line":97,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1615¿VariableDeclarator¿¿2060¿v184¿¿¿{"start":{"line":97,"column":40},"end":{"line":97,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1616¿MemberExpression¿¿2060¿¿¿¿{"start":{"line":97,"column":40},"end":{"line":97,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1617¿Identifier¿¿2060¿opts¿¿¿{"start":{"line":97,"column":40},"end":{"line":97,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1618¿Identifier¿¿2060¿suffix¿¿¿{"start":{"line":97,"column":45},"end":{"line":97,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1619¿VariableDeclarator¿¿2060¿v185¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1620¿BinaryExpression¿+¿2060¿¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BinaryExpression
1621¿Identifier¿¿2060¿v183¿¿¿¿¿Identifier
1622¿Identifier¿¿2060¿v184¿¿¿¿¿Identifier
1623¿VariableDeclarator¿¿2060¿v186¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1624¿BinaryExpression¿+¿2060¿¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BinaryExpression
1625¿Identifier¿¿2060¿v185¿¿¿¿¿Identifier
1626¿Identifier¿¿2060¿ext¿¿¿{"start":{"line":97,"column":54},"end":{"line":97,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1627¿VariableDeclarator¿¿2060¿v187¿¿¿{"start":{"line":97,"column":9},"end":{"line":97,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1628¿CallExpression¿¿2060¿¿¿¿{"start":{"line":97,"column":9},"end":{"line":97,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
1629¿Identifier¿¿2060¿join¿¿¿{"start":{"line":97,"column":9},"end":{"line":97,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1630¿Identifier¿¿2060¿dir¿¿¿{"start":{"line":97,"column":14},"end":{"line":97,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1631¿Identifier¿¿2060¿v186¿¿¿¿¿Identifier
1632¿ReturnStatement¿¿2060¿¿¿¿{"start":{"line":97,"column":2},"end":{"line":97,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ReturnStatement
1633¿Identifier¿¿2060¿v187¿¿¿¿¿Identifier
1634¿BlockStatement¿¿2060¿¿¿¿{"start":{"line":88,"column":42},"end":{"line":98,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BlockStatement
1635¿ExpressionStatement¿¿2043¿¿¿¿{"start":{"line":88,"column":0},"end":{"line":98,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1636¿AssignmentExpression¿=¿2043¿¿¿¿{"start":{"line":88,"column":0},"end":{"line":98,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1637¿MemberExpression¿¿2043¿¿¿¿{"start":{"line":88,"column":0},"end":{"line":88,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1638¿Identifier¿¿2043¿v177¿¿¿¿¿Identifier
1639¿Identifier¿¿2043¿path¿¿¿{"start":{"line":88,"column":15},"end":{"line":88,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1640¿Identifier¿¿2043¿v188¿¿¿¿¿Identifier
1641¿VariableDeclarator¿¿2043¿v189¿¿¿{"start":{"line":108,"column":0},"end":{"line":108,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1642¿MemberExpression¿¿2043¿¿¿¿{"start":{"line":108,"column":0},"end":{"line":108,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1643¿Identifier¿¿2043¿module¿¿¿{"start":{"line":108,"column":0},"end":{"line":108,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1644¿Identifier¿¿2043¿exports¿¿¿{"start":{"line":108,"column":7},"end":{"line":108,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1645¿VariableDeclarator¿exported¿2043¿v220¿¿¿{"start":{"line":108,"column":0},"end":{"line":132,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1646¿FunctionExpression¿¿2043¿anon¿¿¿{"start":{"line":108,"column":21},"end":{"line":132,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿FunctionExpression
1647¿Identifier¿¿0¿image¿¿¿{"start":{"line":108,"column":30},"end":{"line":108,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1648¿Identifier¿¿0¿output¿¿¿{"start":{"line":108,"column":37},"end":{"line":108,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1649¿VariableDeclarator¿¿2063¿v190¿¿¿{"start":{"line":111,"column":62},"end":{"line":111,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1650¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":111,"column":62},"end":{"line":111,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1651¿Identifier¿¿2063¿image¿¿¿{"start":{"line":111,"column":62},"end":{"line":111,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1652¿Identifier¿¿2063¿path¿¿¿{"start":{"line":111,"column":68},"end":{"line":111,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1653¿VariableDeclarator¿¿2063¿v191¿¿¿{"start":{"line":111,"column":74},"end":{"line":111,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1654¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":111,"column":74},"end":{"line":111,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1655¿Identifier¿¿2063¿image¿¿¿{"start":{"line":111,"column":74},"end":{"line":111,"column":79},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1656¿Identifier¿¿2063¿path¿¿¿{"start":{"line":111,"column":80},"end":{"line":111,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1657¿VariableDeclarator¿¿2063¿v192¿¿¿{"start":{"line":110,"column":4},"end":{"line":112,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1658¿CallExpression¿¿2063¿¿¿¿{"start":{"line":110,"column":4},"end":{"line":112,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
1659¿Identifier¿¿2063¿sprintf¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1660¿Literal¿string¿2063¿¿'convert %s -auto-orient -strip -write mpr:%s +delete'¿¿{"start":{"line":111,"column":6},"end":{"line":111,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1661¿Identifier¿¿2063¿v190¿¿¿¿¿Identifier
1662¿Identifier¿¿2063¿v191¿¿¿¿¿Identifier
1663¿VariableDeclarator¿¿2063¿cmd¿¿¿{"start":{"line":109,"column":6},"end":{"line":113,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1664¿ArrayExpression¿¿2063¿¿¿¿{"start":{"line":109,"column":12},"end":{"line":113,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ArrayExpression
1665¿Identifier¿¿2063¿v192¿¿¿¿¿Identifier
1666¿VariableDeclarator¿¿2063¿i¿¿¿{"start":{"line":115,"column":11},"end":{"line":115,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1667¿Literal¿number¿2063¿¿0¿¿{"start":{"line":115,"column":15},"end":{"line":115,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1668¿VariableDeclarator¿¿2063¿v193¿¿¿{"start":{"line":115,"column":22},"end":{"line":115,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1669¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":115,"column":22},"end":{"line":115,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1670¿Identifier¿¿2063¿output¿¿¿{"start":{"line":115,"column":22},"end":{"line":115,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1671¿Identifier¿¿2063¿versions¿¿¿{"start":{"line":115,"column":29},"end":{"line":115,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1672¿VariableDeclarator¿¿2063¿v194¿¿¿{"start":{"line":115,"column":22},"end":{"line":115,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1673¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":115,"column":22},"end":{"line":115,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1674¿Identifier¿¿2063¿v193¿¿¿¿¿Identifier
1675¿Identifier¿¿2063¿length¿¿¿{"start":{"line":115,"column":38},"end":{"line":115,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1676¿VariableDeclarator¿¿2063¿v195¿¿¿{"start":{"line":115,"column":18},"end":{"line":115,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1677¿BinaryExpression¿<¿2063¿¿¿¿{"start":{"line":115,"column":18},"end":{"line":115,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BinaryExpression
1678¿Identifier¿¿2063¿i¿¿¿{"start":{"line":115,"column":18},"end":{"line":115,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1679¿Identifier¿¿2063¿v194¿¿¿¿¿Identifier
1680¿WhileStatement¿¿2063¿¿¿¿{"start":{"line":115,"column":2},"end":{"line":129,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿WhileStatement
1681¿Identifier¿¿2063¿v195¿¿¿¿¿Identifier
1682¿VariableDeclarator¿¿2063¿v197¿¿¿{"start":{"line":116,"column":18},"end":{"line":116,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1683¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":116,"column":18},"end":{"line":116,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1684¿Identifier¿¿2063¿output¿¿¿{"start":{"line":116,"column":18},"end":{"line":116,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1685¿Identifier¿¿2063¿versions¿¿¿{"start":{"line":116,"column":25},"end":{"line":116,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1686¿VariableDeclarator¿¿2063¿version¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1687¿MemberExpression¿computed¿2063¿¿¿¿{"start":{"line":116,"column":18},"end":{"line":116,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1688¿Identifier¿¿2063¿v197¿¿¿¿¿Identifier
1689¿Identifier¿¿2063¿i¿¿¿{"start":{"line":116,"column":34},"end":{"line":116,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1690¿VariableDeclarator¿¿2063¿v198¿¿¿{"start":{"line":117,"column":22},"end":{"line":117,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1691¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":117,"column":22},"end":{"line":117,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1692¿Identifier¿¿2063¿output¿¿¿{"start":{"line":117,"column":22},"end":{"line":117,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1693¿Identifier¿¿2063¿versions¿¿¿{"start":{"line":117,"column":29},"end":{"line":117,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1694¿VariableDeclarator¿¿2063¿v199¿¿¿{"start":{"line":117,"column":22},"end":{"line":117,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1695¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":117,"column":22},"end":{"line":117,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1696¿Identifier¿¿2063¿v198¿¿¿¿¿Identifier
1697¿Identifier¿¿2063¿length¿¿¿{"start":{"line":117,"column":38},"end":{"line":117,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1698¿VariableDeclarator¿¿2063¿v200¿¿¿{"start":{"line":117,"column":22},"end":{"line":117,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1699¿BinaryExpression¿-¿2063¿¿¿¿{"start":{"line":117,"column":22},"end":{"line":117,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BinaryExpression
1700¿Identifier¿¿2063¿v199¿¿¿¿¿Identifier
1701¿Literal¿number¿2063¿¿1¿¿{"start":{"line":117,"column":45},"end":{"line":117,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1702¿VariableDeclarator¿¿2063¿last¿¿¿{"start":{"line":117,"column":8},"end":{"line":117,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1703¿BinaryExpression¿===¿2063¿¿¿¿{"start":{"line":117,"column":16},"end":{"line":117,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BinaryExpression
1704¿Identifier¿¿2063¿i¿¿¿{"start":{"line":117,"column":16},"end":{"line":117,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1705¿Identifier¿¿2063¿v200¿¿¿¿¿Identifier
1706¿VariableDeclarator¿¿2063¿v201¿¿¿{"start":{"line":119,"column":22},"end":{"line":119,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1707¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":119,"column":22},"end":{"line":119,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1708¿Identifier¿¿2063¿version¿¿¿{"start":{"line":119,"column":22},"end":{"line":119,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1709¿Identifier¿¿2063¿quality¿¿¿{"start":{"line":119,"column":30},"end":{"line":119,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1710¿VariableDeclarator¿¿2063¿v202¿¿¿{"start":{"line":119,"column":41},"end":{"line":119,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1711¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":119,"column":41},"end":{"line":119,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1712¿Identifier¿¿2063¿output¿¿¿{"start":{"line":119,"column":41},"end":{"line":119,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1713¿Identifier¿¿2063¿quality¿¿¿{"start":{"line":119,"column":48},"end":{"line":119,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1714¿VariableDeclarator¿¿2063¿v203¿¿¿{"start":{"line":119,"column":22},"end":{"line":119,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1715¿LogicalExpression¿||¿2063¿¿¿¿{"start":{"line":119,"column":22},"end":{"line":119,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿LogicalExpression
1716¿Identifier¿¿2063¿v201¿¿¿¿¿Identifier
1717¿Identifier¿¿2063¿v202¿¿¿¿¿Identifier
1718¿ExpressionStatement¿¿2063¿¿¿¿{"start":{"line":119,"column":4},"end":{"line":119,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1719¿AssignmentExpression¿=¿2063¿¿¿¿{"start":{"line":119,"column":4},"end":{"line":119,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1720¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":119,"column":4},"end":{"line":119,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1721¿Identifier¿¿2063¿version¿¿¿{"start":{"line":119,"column":4},"end":{"line":119,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1722¿Identifier¿¿2063¿quality¿¿¿{"start":{"line":119,"column":12},"end":{"line":119,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1723¿LogicalExpression¿||¿2063¿¿¿¿{"start":{"line":119,"column":22},"end":{"line":119,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿LogicalExpression
1724¿Identifier¿¿2063¿v203¿¿¿¿¿Identifier
1725¿Literal¿number¿2063¿¿80¿¿{"start":{"line":119,"column":59},"end":{"line":119,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1726¿VariableDeclarator¿¿2063¿v204¿¿¿{"start":{"line":121,"column":19},"end":{"line":121,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1727¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":121,"column":19},"end":{"line":121,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1728¿Identifier¿¿2063¿module¿¿¿{"start":{"line":121,"column":19},"end":{"line":121,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1729¿Identifier¿¿2063¿exports¿¿¿{"start":{"line":121,"column":26},"end":{"line":121,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1730¿VariableDeclarator¿¿2063¿v205¿¿¿{"start":{"line":121,"column":39},"end":{"line":121,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1731¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":121,"column":39},"end":{"line":121,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1732¿Identifier¿¿2063¿image¿¿¿{"start":{"line":121,"column":39},"end":{"line":121,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1733¿Identifier¿¿2063¿path¿¿¿{"start":{"line":121,"column":45},"end":{"line":121,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1734¿VariableDeclarator¿¿2063¿v206¿¿¿{"start":{"line":122,"column":14},"end":{"line":122,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1735¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":122,"column":14},"end":{"line":122,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
