Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
871¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":130,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Program
1298¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1299¿Identifier¿¿1503¿Reference¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1300¿Identifier¿¿1503¿prototype¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1301¿VariableDeclarator¿¿1503¿v137¿¿¿{"start":{"line":97,"column":0},"end":{"line":99,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1302¿FunctionExpression¿¿1503¿anon¿¿¿{"start":{"line":97,"column":30},"end":{"line":99,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿FunctionExpression
1303¿Identifier¿¿0¿value¿¿¿{"start":{"line":97,"column":39},"end":{"line":97,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1304¿VariableDeclarator¿¿1535¿v133¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1305¿MemberExpression¿¿1535¿¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1306¿ThisExpression¿¿1535¿¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1307¿Identifier¿¿1535¿pointer¿¿¿{"start":{"line":98,"column":21},"end":{"line":98,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1308¿VariableDeclarator¿¿1535¿v134¿¿¿{"start":{"line":98,"column":29},"end":{"line":98,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1309¿MemberExpression¿¿1535¿¿¿¿{"start":{"line":98,"column":29},"end":{"line":98,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1310¿ThisExpression¿¿1535¿¿¿¿{"start":{"line":98,"column":29},"end":{"line":98,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1311¿Identifier¿¿1535¿field¿¿¿{"start":{"line":98,"column":34},"end":{"line":98,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1312¿VariableDeclarator¿¿1535¿v135¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1313¿MemberExpression¿computed¿1535¿¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1314¿Identifier¿¿1535¿v133¿¿¿¿¿Identifier
1315¿Identifier¿¿1535¿v134¿¿¿¿¿Identifier
1316¿VariableDeclarator¿¿1535¿v136¿¿¿{"start":{"line":98,"column":9},"end":{"line":98,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1317¿UnaryExpression¿typeof¿1535¿¿¿¿{"start":{"line":98,"column":9},"end":{"line":98,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿UnaryExpression
1318¿Identifier¿¿1535¿v135¿¿¿¿¿Identifier
1319¿ReturnStatement¿¿1535¿¿¿¿{"start":{"line":98,"column":2},"end":{"line":98,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ReturnStatement
1320¿Identifier¿¿1535¿v136¿¿¿¿¿Identifier
1321¿BlockStatement¿¿1535¿¿¿¿{"start":{"line":97,"column":46},"end":{"line":99,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1322¿ExpressionStatement¿¿1503¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":99,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1323¿AssignmentExpression¿=¿1503¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":99,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1324¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1325¿Identifier¿¿1503¿v132¿¿¿¿¿Identifier
1326¿Identifier¿¿1503¿getType¿¿¿{"start":{"line":97,"column":20},"end":{"line":97,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1327¿Identifier¿¿1503¿v137¿¿¿¿¿Identifier
1328¿VariableDeclarator¿¿1503¿v138¿¿¿{"start":{"line":101,"column":0},"end":{"line":101,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1329¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":101,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1330¿Identifier¿¿1503¿Reference¿¿¿{"start":{"line":101,"column":0},"end":{"line":101,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1331¿Identifier¿¿1503¿prototype¿¿¿{"start":{"line":101,"column":10},"end":{"line":101,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1332¿VariableDeclarator¿¿1503¿v144¿¿¿{"start":{"line":101,"column":0},"end":{"line":108,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1333¿FunctionExpression¿¿1503¿anon¿¿¿{"start":{"line":101,"column":37},"end":{"line":108,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿FunctionExpression
1334¿VariableDeclarator¿¿1537¿v139¿¿¿{"start":{"line":102,"column":7},"end":{"line":102,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1335¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":102,"column":7},"end":{"line":102,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1336¿ThisExpression¿¿1537¿¿¿¿{"start":{"line":102,"column":7},"end":{"line":102,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1337¿Identifier¿¿1537¿parent¿¿¿{"start":{"line":102,"column":12},"end":{"line":102,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1338¿VariableDeclarator¿¿1537¿v140¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1339¿UnaryExpression¿!¿1537¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿UnaryExpression
1340¿Identifier¿¿1537¿v139¿¿¿¿¿Identifier
1341¿IfStatement¿¿1537¿¿¿¿{"start":{"line":102,"column":2},"end":{"line":105,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿IfStatement
1342¿Identifier¿¿1537¿v140¿¿¿¿¿Identifier
1343¿VariableDeclarator¿¿1537¿v141¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1344¿NewExpression¿¿1537¿¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿NewExpression
1345¿Identifier¿¿1537¿Error¿¿¿{"start":{"line":103,"column":14},"end":{"line":103,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1346¿Literal¿string¿1537¿¿'Cannot convert to array without a parent reference!'¿¿{"start":{"line":103,"column":20},"end":{"line":103,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Literal
1347¿ThrowStatement¿¿1537¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThrowStatement
1348¿Identifier¿¿1537¿v141¿¿¿¿¿Identifier
1349¿ReturnStatement¿¿1537¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ReturnStatement
1350¿Literal¿object¿1537¿¿null¿¿{"start":{"line":104,"column":11},"end":{"line":104,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Literal
1351¿BlockStatement¿¿1537¿¿¿¿{"start":{"line":102,"column":20},"end":{"line":105,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1352¿VariableDeclarator¿¿1537¿v142¿¿¿{"start":{"line":107,"column":17},"end":{"line":107,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1353¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":107,"column":17},"end":{"line":107,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1354¿ThisExpression¿¿1537¿¿¿¿{"start":{"line":107,"column":17},"end":{"line":107,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1355¿Identifier¿¿1537¿parent¿¿¿{"start":{"line":107,"column":22},"end":{"line":107,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1356¿VariableDeclarator¿¿1537¿v143¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1357¿CallExpression¿¿1537¿¿¿¿{"start":{"line":107,"column":17},"end":{"line":107,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1358¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":107,"column":17},"end":{"line":107,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1359¿Identifier¿¿1537¿v142¿¿¿¿¿Identifier
1360¿Identifier¿¿1537¿convertChildToArray¿¿¿{"start":{"line":107,"column":29},"end":{"line":107,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1361¿ExpressionStatement¿¿1537¿¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1362¿AssignmentExpression¿=¿1537¿¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1363¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1364¿ThisExpression¿¿1537¿¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1365¿Identifier¿¿1537¿pointer¿¿¿{"start":{"line":107,"column":7},"end":{"line":107,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1366¿Identifier¿¿1537¿v143¿¿¿¿¿Identifier
1367¿BlockStatement¿¿1537¿¿¿¿{"start":{"line":101,"column":48},"end":{"line":108,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1368¿ExpressionStatement¿¿1503¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":108,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1369¿AssignmentExpression¿=¿1503¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":108,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1370¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":101,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1371¿Identifier¿¿1503¿v138¿¿¿¿¿Identifier
1372¿Identifier¿¿1503¿convertToArray¿¿¿{"start":{"line":101,"column":20},"end":{"line":101,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1373¿Identifier¿¿1503¿v144¿¿¿¿¿Identifier
1374¿VariableDeclarator¿¿1503¿v145¿¿¿{"start":{"line":110,"column":0},"end":{"line":110,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1375¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":110,"column":0},"end":{"line":110,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1376¿Identifier¿¿1503¿Reference¿¿¿{"start":{"line":110,"column":0},"end":{"line":110,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1377¿Identifier¿¿1503¿prototype¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1378¿VariableDeclarator¿¿1503¿v152¿¿¿{"start":{"line":110,"column":0},"end":{"line":117,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1379¿FunctionExpression¿¿1503¿anon¿¿¿{"start":{"line":110,"column":42},"end":{"line":117,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿FunctionExpression
1380¿VariableDeclarator¿¿1540¿child¿¿¿{"start":{"line":111,"column":6},"end":{"line":111,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1381¿CallExpression¿¿1540¿¿¿¿{"start":{"line":111,"column":14},"end":{"line":111,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1382¿MemberExpression¿¿1540¿¿¿¿{"start":{"line":111,"column":14},"end":{"line":111,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1383¿ThisExpression¿¿1540¿¿¿¿{"start":{"line":111,"column":14},"end":{"line":111,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1384¿Identifier¿¿1540¿get¿¿¿{"start":{"line":111,"column":19},"end":{"line":111,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1385¿VariableDeclarator¿¿1540¿v146¿¿¿{"start":{"line":112,"column":7},"end":{"line":112,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1386¿CallExpression¿¿1540¿¿¿¿{"start":{"line":112,"column":7},"end":{"line":112,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1387¿MemberExpression¿¿1540¿¿¿¿{"start":{"line":112,"column":7},"end":{"line":112,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1388¿Identifier¿¿1540¿Array¿¿¿{"start":{"line":112,"column":7},"end":{"line":112,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1389¿Identifier¿¿1540¿isArray¿¿¿{"start":{"line":112,"column":13},"end":{"line":112,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1390¿Identifier¿¿1540¿child¿¿¿{"start":{"line":112,"column":21},"end":{"line":112,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1391¿VariableDeclarator¿¿1540¿v147¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1392¿UnaryExpression¿!¿1540¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿UnaryExpression
1393¿Identifier¿¿1540¿v146¿¿¿¿¿Identifier
1394¿IfStatement¿¿1540¿¿¿¿{"start":{"line":112,"column":2},"end":{"line":115,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿IfStatement
1395¿Identifier¿¿1540¿v147¿¿¿¿¿Identifier
1396¿VariableDeclarator¿¿1540¿v148¿¿¿{"start":{"line":113,"column":13},"end":{"line":113,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1397¿ArrayExpression¿¿1540¿¿¿¿{"start":{"line":113,"column":13},"end":{"line":113,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ArrayExpression
1398¿VariableDeclarator¿¿1540¿v149¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1399¿CallExpression¿¿1540¿¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1400¿MemberExpression¿¿1540¿¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1401¿ThisExpression¿¿1540¿¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1402¿Identifier¿¿1540¿set¿¿¿{"start":{"line":113,"column":9},"end":{"line":113,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1403¿Identifier¿¿1540¿v148¿¿¿¿¿Identifier
1404¿ExpressionStatement¿¿1540¿¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1405¿Identifier¿¿1540¿v149¿¿¿¿¿Identifier
1406¿VariableDeclarator¿¿1540¿v150¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1407¿CallExpression¿¿1540¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1408¿MemberExpression¿¿1540¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1409¿ThisExpression¿¿1540¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1410¿Identifier¿¿1540¿mapKeys¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1411¿Identifier¿¿1540¿child¿¿¿{"start":{"line":114,"column":17},"end":{"line":114,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1412¿ExpressionStatement¿¿1540¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1413¿Identifier¿¿1540¿v150¿¿¿¿¿Identifier
1414¿BlockStatement¿¿1540¿¿¿¿{"start":{"line":112,"column":29},"end":{"line":115,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1415¿VariableDeclarator¿¿1540¿v151¿¿¿{"start":{"line":116,"column":9},"end":{"line":116,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1416¿CallExpression¿¿1540¿¿¿¿{"start":{"line":116,"column":9},"end":{"line":116,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1417¿MemberExpression¿¿1540¿¿¿¿{"start":{"line":116,"column":9},"end":{"line":116,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1418¿ThisExpression¿¿1540¿¿¿¿{"start":{"line":116,"column":9},"end":{"line":116,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1419¿Identifier¿¿1540¿get¿¿¿{"start":{"line":116,"column":14},"end":{"line":116,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1420¿ReturnStatement¿¿1540¿¿¿¿{"start":{"line":116,"column":2},"end":{"line":116,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ReturnStatement
1421¿Identifier¿¿1540¿v151¿¿¿¿¿Identifier
1422¿BlockStatement¿¿1540¿¿¿¿{"start":{"line":110,"column":53},"end":{"line":117,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1423¿ExpressionStatement¿¿1503¿¿¿¿{"start":{"line":110,"column":0},"end":{"line":117,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1424¿AssignmentExpression¿=¿1503¿¿¿¿{"start":{"line":110,"column":0},"end":{"line":117,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1425¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":110,"column":0},"end":{"line":110,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1426¿Identifier¿¿1503¿v145¿¿¿¿¿Identifier
1427¿Identifier¿¿1503¿convertChildToArray¿¿¿{"start":{"line":110,"column":20},"end":{"line":110,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1428¿Identifier¿¿1503¿v152¿¿¿¿¿Identifier
1429¿VariableDeclarator¿¿1503¿v153¿¿¿{"start":{"line":119,"column":0},"end":{"line":119,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1430¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":119,"column":0},"end":{"line":119,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1431¿Identifier¿¿1503¿Reference¿¿¿{"start":{"line":119,"column":0},"end":{"line":119,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1432¿Identifier¿¿1503¿prototype¿¿¿{"start":{"line":119,"column":10},"end":{"line":119,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1433¿VariableDeclarator¿¿1503¿v164¿¿¿{"start":{"line":119,"column":0},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1434¿FunctionExpression¿¿1503¿anon¿¿¿{"start":{"line":119,"column":30},"end":{"line":130,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿FunctionExpression
1435¿Identifier¿¿0¿source¿¿¿{"start":{"line":119,"column":39},"end":{"line":119,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1436¿VariableDeclarator¿¿1543¿v154¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1437¿UnaryExpression¿typeof¿1543¿¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿UnaryExpression
1438¿Identifier¿¿1543¿source¿¿¿{"start":{"line":120,"column":13},"end":{"line":120,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1439¿VariableDeclarator¿¿1543¿v155¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1440¿BinaryExpression¿!==¿1543¿¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BinaryExpression
1441¿Identifier¿¿1543¿v154¿¿¿¿¿Identifier
1442¿Literal¿string¿1543¿¿'object'¿¿{"start":{"line":120,"column":24},"end":{"line":120,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Literal
