Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
729¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":49,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Program
1174¿VariableDeclarator¿¿1311¿v150¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1175¿LogicalExpression¿&&¿1311¿¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿LogicalExpression
1176¿Identifier¿¿1311¿v149¿¿¿¿¿Identifier
1177¿Identifier¿¿1311¿create¿¿¿{"start":{"line":32,"column":46},"end":{"line":32,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1178¿IfStatement¿¿1311¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":34,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿IfStatement
1179¿Identifier¿¿1311¿v150¿¿¿¿¿Identifier
1180¿VariableDeclarator¿¿1311¿v151¿¿¿{"start":{"line":33,"column":32},"end":{"line":33,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1181¿ObjectExpression¿¿1311¿¿¿¿¿¿ObjectExpression
1182¿ExpressionStatement¿¿1311¿¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
1183¿AssignmentExpression¿=¿1311¿¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿AssignmentExpression
1184¿MemberExpression¿computed¿1311¿¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1185¿Identifier¿¿1311¿currentObject¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1186¿Identifier¿¿1311¿property¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1187¿Identifier¿¿1311¿v151¿¿¿¿¿Identifier
1188¿BlockStatement¿¿1311¿¿¿¿{"start":{"line":32,"column":54},"end":{"line":34,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BlockStatement
1189¿VariableDeclarator¿¿1311¿v152¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1190¿MemberExpression¿¿1311¿¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1191¿Identifier¿¿1311¿properties¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1192¿Identifier¿¿1311¿length¿¿¿{"start":{"line":36,"column":20},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1193¿VariableDeclarator¿¿1311¿v153¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1194¿UnaryExpression¿!¿1311¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿UnaryExpression
1195¿Identifier¿¿1311¿v152¿¿¿¿¿Identifier
1196¿IfStatement¿¿1311¿¿¿¿{"start":{"line":36,"column":4},"end":{"line":38,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿IfStatement
1197¿Identifier¿¿1311¿v153¿¿¿¿¿Identifier
1198¿ExpressionStatement¿¿1311¿¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
1199¿AssignmentExpression¿=¿1311¿¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿AssignmentExpression
1200¿MemberExpression¿computed¿1311¿¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1201¿Identifier¿¿1311¿currentObject¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1202¿Identifier¿¿1311¿property¿¿¿{"start":{"line":37,"column":20},"end":{"line":37,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1203¿Identifier¿¿1311¿value¿¿¿{"start":{"line":37,"column":32},"end":{"line":37,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1204¿BlockStatement¿¿1311¿¿¿¿{"start":{"line":36,"column":27},"end":{"line":38,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BlockStatement
1205¿ExpressionStatement¿¿1311¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
1206¿AssignmentExpression¿=¿1311¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿AssignmentExpression
1207¿Identifier¿¿1311¿currentObject¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1208¿MemberExpression¿computed¿1311¿¿¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1209¿Identifier¿¿1311¿currentObject¿¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1210¿Identifier¿¿1311¿property¿¿¿{"start":{"line":39,"column":34},"end":{"line":39,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1211¿ExpressionStatement¿¿1311¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":40,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
1212¿AssignmentExpression¿=¿1311¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":40,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿AssignmentExpression
1213¿Identifier¿¿1311¿v145¿¿¿{"start":{"line":27,"column":2},"end":{"line":40,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1214¿MemberExpression¿¿1311¿¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1215¿Identifier¿¿1311¿properties¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1216¿Identifier¿¿1311¿length¿¿¿{"start":{"line":27,"column":20},"end":{"line":27,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1217¿BlockStatement¿¿1311¿¿¿¿{"start":{"line":27,"column":28},"end":{"line":40,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BlockStatement
1218¿ReturnStatement¿¿1311¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ReturnStatement
1219¿Identifier¿¿1311¿obj¿¿¿{"start":{"line":42,"column":9},"end":{"line":42,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1220¿BlockStatement¿¿1311¿¿¿¿{"start":{"line":20,"column":61},"end":{"line":43,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BlockStatement
1221¿ExpressionStatement¿¿1309¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":43,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
1222¿AssignmentExpression¿=¿1309¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":43,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿AssignmentExpression
1223¿MemberExpression¿¿1309¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":20,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1224¿Identifier¿¿1309¿module¿¿¿{"start":{"line":20,"column":0},"end":{"line":20,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1225¿Identifier¿¿1309¿exports¿¿¿{"start":{"line":20,"column":7},"end":{"line":20,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1226¿Identifier¿¿1309¿deepSet¿¿¿¿¿Identifier
1227¿VariableDeclarator¿¿1309¿isObject¿¿¿{"start":{"line":45,"column":0},"end":{"line":47,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1228¿FunctionExpression¿¿1309¿anon¿¿¿{"start":{"line":45,"column":0},"end":{"line":47,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿FunctionExpression
1229¿Identifier¿¿0¿obj¿¿¿{"start":{"line":45,"column":18},"end":{"line":45,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1230¿VariableDeclarator¿¿1318¿v154¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1231¿UnaryExpression¿typeof¿1318¿¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿UnaryExpression
1232¿Identifier¿¿1318¿obj¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1233¿VariableDeclarator¿¿1318¿v155¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1234¿BinaryExpression¿===¿1318¿¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BinaryExpression
1235¿Identifier¿¿1318¿v154¿¿¿¿¿Identifier
1236¿Literal¿string¿1318¿¿'object'¿¿{"start":{"line":46,"column":24},"end":{"line":46,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
1237¿VariableDeclarator¿¿1318¿v156¿¿¿{"start":{"line":46,"column":36},"end":{"line":46,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1238¿BinaryExpression¿!==¿1318¿¿¿¿{"start":{"line":46,"column":36},"end":{"line":46,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BinaryExpression
1239¿Identifier¿¿1318¿obj¿¿¿{"start":{"line":46,"column":36},"end":{"line":46,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1240¿Literal¿object¿1318¿¿null¿¿{"start":{"line":46,"column":44},"end":{"line":46,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
1241¿VariableDeclarator¿¿1318¿v157¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1242¿LogicalExpression¿&&¿1318¿¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿LogicalExpression
1243¿Identifier¿¿1318¿v155¿¿¿¿¿Identifier
1244¿Identifier¿¿1318¿v156¿¿¿¿¿Identifier
1245¿ReturnStatement¿¿1318¿¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ReturnStatement
1246¿Identifier¿¿1318¿v157¿¿¿¿¿Identifier
1247¿BlockStatement¿¿1318¿¿¿¿{"start":{"line":45,"column":23},"end":{"line":47,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BlockStatement
1248¿BlockStatement¿¿1309¿¿¿¿{"start":{"line":2,"column":804},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BlockStatement
1249¿VariableDeclarator¿¿1295¿v159¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1250¿ObjectExpression¿¿1295¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ObjectExpression
1251¿VariableDeclarator¿¿1295¿v160¿¿¿{"start":{"line":2,"column":771},"end":{"line":48,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1252¿ArrayExpression¿¿1295¿¿¿¿{"start":{"line":2,"column":771},"end":{"line":48,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ArrayExpression
1253¿Identifier¿¿1295¿v158¿¿¿¿¿Identifier
1254¿Identifier¿¿1295¿v159¿¿¿¿¿Identifier
1255¿VariableDeclarator¿¿1295¿v161¿¿¿{"start":{"line":2,"column":768},"end":{"line":48,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1256¿ObjectExpression¿¿1295¿¿¿¿{"start":{"line":2,"column":768},"end":{"line":48,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ObjectExpression
1257¿Property¿¿1295¿¿¿¿{"start":{"line":2,"column":769},"end":{"line":48,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Property
1258¿Literal¿number¿1295¿¿1¿¿{"start":{"line":2,"column":769},"end":{"line":2,"column":770},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
1259¿Identifier¿¿1295¿v160¿¿¿¿¿Identifier
1260¿VariableDeclarator¿¿1295¿v162¿¿¿{"start":{"line":48,"column":7},"end":{"line":48,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1261¿ObjectExpression¿¿1295¿¿¿¿{"start":{"line":48,"column":7},"end":{"line":48,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ObjectExpression
1262¿VariableDeclarator¿¿1295¿v163¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1263¿ArrayExpression¿¿1295¿¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ArrayExpression
1264¿Literal¿number¿1295¿¿1¿¿{"start":{"line":48,"column":11},"end":{"line":48,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
1265¿VariableDeclarator¿¿1295¿v164¿¿¿{"start":{"line":2,"column":325},"end":{"line":48,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1266¿CallExpression¿¿1295¿¿¿¿{"start":{"line":2,"column":325},"end":{"line":48,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿CallExpression
1267¿Identifier¿¿1295¿v143¿¿¿¿¿Identifier
1268¿Identifier¿¿1295¿v161¿¿¿¿¿Identifier
1269¿Identifier¿¿1295¿v162¿¿¿¿¿Identifier
1270¿Identifier¿¿1295¿v163¿¿¿¿¿Identifier
1271¿VariableDeclarator¿¿1295¿v165¿¿¿{"start":{"line":2,"column":325},"end":{"line":48,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1272¿CallExpression¿¿1295¿¿¿¿{"start":{"line":2,"column":325},"end":{"line":48,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿CallExpression
1273¿Identifier¿¿1295¿v164¿¿¿¿¿Identifier
1274¿Literal¿number¿1295¿¿1¿¿{"start":{"line":48,"column":15},"end":{"line":48,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
1275¿ReturnStatement¿¿1295¿¿¿¿{"start":{"line":2,"column":318},"end":{"line":48,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ReturnStatement
1276¿Identifier¿¿1295¿v165¿¿¿¿¿Identifier
1277¿BlockStatement¿¿1295¿¿¿¿{"start":{"line":2,"column":291},"end":{"line":49,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BlockStatement
1278¿VariableDeclarator¿¿1287¿v167¿¿¿{"start":{"line":2,"column":1},"end":{"line":49,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1279¿CallExpression¿¿1287¿¿¿¿{"start":{"line":2,"column":1},"end":{"line":49,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿CallExpression
1280¿Identifier¿¿1287¿v107¿¿¿¿¿Identifier
1281¿Identifier¿¿1287¿v166¿¿¿¿¿Identifier
1282¿VariableDeclarator¿¿1287¿v168¿¿¿{"start":{"line":2,"column":0},"end":{"line":49,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1283¿UnaryExpression¿!¿1287¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":49,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿UnaryExpression
1284¿Identifier¿¿1287¿v167¿¿¿¿¿Identifier
1285¿ExpressionStatement¿¿1287¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":49,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
1286¿Identifier¿¿1287¿v168¿¿¿¿¿Identifier
1287¿CFG_F_START¿¿1287¿__main__¿¿¿¿¿CFG_F_START
1288¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1289¿CFG_F_START¿¿1289¿731_anon¿¿¿¿¿CFG_F_START
1290¿CFG_F_END¿¿0¿731_anon¿¿¿¿¿CFG_F_END
1291¿CFG_IF_END¿¿0¿819¿¿¿¿¿CFG_IF_END
1292¿CFG_IF_END¿¿0¿836¿¿¿¿¿CFG_IF_END
1293¿CFG_IF_END¿¿0¿778¿¿¿¿¿CFG_IF_END
1294¿CFG_IF_END¿¿0¿751¿¿¿¿¿CFG_IF_END
1295¿CFG_F_START¿¿1295¿867_anon¿¿¿¿¿CFG_F_START
1296¿CFG_F_END¿¿0¿867_anon¿¿¿¿¿CFG_F_END
1297¿CFG_F_START¿¿1297¿872_e¿¿¿¿¿CFG_F_START
1298¿CFG_F_END¿¿0¿872_e¿¿¿¿¿CFG_F_END
1299¿CFG_F_START¿¿1299¿877_anon¿¿¿¿¿CFG_F_START
1300¿CFG_F_END¿¿0¿877_anon¿¿¿¿¿CFG_F_END
1301¿CFG_IF_END¿¿0¿916¿¿¿¿¿CFG_IF_END
1302¿CFG_IF_END¿¿0¿929¿¿¿¿¿CFG_IF_END
1303¿CFG_IF_END¿¿0¿896¿¿¿¿¿CFG_IF_END
1304¿CFG_F_START¿¿1304¿996_anon¿¿¿¿¿CFG_F_START
1305¿CFG_F_END¿¿0¿996_anon¿¿¿¿¿CFG_F_END
1306¿CFG_IF_END¿¿0¿1011¿¿¿¿¿CFG_IF_END
1307¿CFG_IF_END¿¿0¿887¿¿¿¿¿CFG_IF_END
1308¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1309¿CFG_F_START¿¿1309¿1108_anon¿¿¿¿¿CFG_F_START
1310¿CFG_F_END¿¿0¿1108_anon¿¿¿¿¿CFG_F_END
1311¿CFG_F_START¿¿1311¿1113_anon¿¿¿¿¿CFG_F_START
1312¿CFG_F_END¿¿0¿1113_anon¿¿¿¿¿CFG_F_END
1313¿CFG_IF_END¿¿0¿1131¿¿¿¿¿CFG_IF_END
1314¿CFG_IF_END¿¿0¿1159¿¿¿¿¿CFG_IF_END
1315¿CFG_IF_END¿¿0¿1178¿¿¿¿¿CFG_IF_END
1316¿CFG_IF_END¿¿0¿1196¿¿¿¿¿CFG_IF_END
1317¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1318¿CFG_F_START¿¿1318¿1228_anon¿¿¿¿¿CFG_F_START
1319¿CFG_F_END¿¿0¿1228_anon¿¿¿¿¿CFG_F_END
1320¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1321¿PDG_OBJECT¿¿0¿1289.this-o138¿¿¿¿¿PDG_OBJECT
1322¿PDG_OBJECT¿¿0¿1289.e-o139¿¿¿¿¿PDG_OBJECT
1323¿PDG_OBJECT¿¿0¿1287.v107-o140¿¿¿¿¿PDG_OBJECT
1324¿PDG_OBJECT¿¿0¿1295.this-o141¿¿¿¿¿PDG_OBJECT
1325¿PDG_OBJECT¿¿0¿1287.v166-o142¿¿¿¿¿PDG_OBJECT
1326¿PDG_CALL¿¿1287¿1287.CALL->v107-o143¿¿¿¿¿PDG_CALL
1327¿PDG_OBJECT¿¿0¿1287.v167-o144¿¿¿¿¿PDG_OBJECT
1328¿PDG_OBJECT¿¿0¿1289.v86-o145¿¿¿¿¿PDG_OBJECT
1329¿PDG_OBJECT¿¿0¿1289.v88-o146¿¿¿¿¿PDG_OBJECT
1330¿PDG_OBJECT¿¿0¿1289.v89-o147¿¿¿¿¿PDG_OBJECT
1331¿PDG_CALL¿¿1289¿1289.CALL->e-o148¿¿¿¿¿PDG_CALL
1332¿PDG_OBJECT¿¿0¿1289.v90-o149¿¿¿¿¿PDG_OBJECT
1333¿PDG_OBJECT¿¿0¿1289.module-o150¿¿¿¿¿PDG_OBJECT
1334¿PDG_OBJECT¿¿0¿1289.module.exports-o151¿¿¿¿¿PDG_OBJECT
1335¿PDG_OBJECT¿¿0¿1289.v92-o152¿¿¿¿¿PDG_OBJECT
1336¿PDG_OBJECT¿¿0¿1289.define-o153¿¿¿¿¿PDG_OBJECT
1337¿PDG_OBJECT¿¿0¿1289.define.amd-o154¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿0¿1289.v94-o155¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿0¿1289.v95-o156¿¿¿¿¿PDG_OBJECT
1340¿PDG_CALL¿¿1289¿1289.CALL->define-o157¿¿¿¿¿PDG_CALL
1341¿PDG_OBJECT¿¿0¿1289.v96-o158¿¿¿¿¿PDG_OBJECT
1342¿PDG_OBJECT¿¿0¿1289.f-o159¿¿¿¿¿PDG_OBJECT
1343¿PDG_OBJECT¿¿0¿1289.v98-o160¿¿¿¿¿PDG_OBJECT
1344¿PDG_OBJECT¿¿0¿1289.v100-o161¿¿¿¿¿PDG_OBJECT
1345¿PDG_OBJECT¿¿0¿1289.v102-o162¿¿¿¿¿PDG_OBJECT
1346¿PDG_OBJECT¿¿0¿1289.v103-o163¿¿¿¿¿PDG_OBJECT
1347¿PDG_OBJECT¿¿0¿1289.v104-o164¿¿¿¿¿PDG_OBJECT
1348¿PDG_OBJECT¿¿0¿1289.v105-o165¿¿¿¿¿PDG_OBJECT
1349¿PDG_CALL¿¿1289¿1289.CALL->e-o166¿¿¿¿¿PDG_CALL
1350¿PDG_OBJECT¿¿0¿1289.v106-o167¿¿¿¿¿PDG_OBJECT
1351¿PDG_OBJECT¿¿0¿1289.f-o168¿¿¿¿¿PDG_OBJECT
1352¿PDG_OBJECT¿¿0¿1289.f.deepSet-o169¿¿¿¿¿PDG_OBJECT
1353¿PDG_OBJECT¿¿0¿1295.define-o170¿¿¿¿¿PDG_OBJECT
1354¿PDG_OBJECT¿¿0¿1295.module-o171¿¿¿¿¿PDG_OBJECT
1355¿PDG_OBJECT¿¿0¿1295.exports-o172¿¿¿¿¿PDG_OBJECT
1356¿PDG_OBJECT¿¿0¿1297.this-o173¿¿¿¿¿PDG_OBJECT
1357¿PDG_OBJECT¿¿0¿1297.t-o174¿¿¿¿¿PDG_OBJECT
1358¿PDG_OBJECT¿¿0¿1297.n-o175¿¿¿¿¿PDG_OBJECT
1359¿PDG_OBJECT¿¿0¿1297.r-o176¿¿¿¿¿PDG_OBJECT
1360¿PDG_OBJECT¿¿0¿1295.v143-o177¿¿¿¿¿PDG_OBJECT
1361¿PDG_OBJECT¿¿0¿1309.this-o178¿¿¿¿¿PDG_OBJECT
1362¿PDG_OBJECT¿¿0¿1309.require-o179¿¿¿¿¿PDG_OBJECT
1363¿PDG_OBJECT¿¿0¿1309.module-o180¿¿¿¿¿PDG_OBJECT
