Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
950¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":129,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Program
1340¿Identifier¿¿1669¿createReadStream¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1341¿Identifier¿¿1669¿filename¿¿¿{"start":{"line":79,"column":41},"end":{"line":79,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1342¿VariableDeclarator¿¿1669¿v134¿¿¿{"start":{"line":80,"column":26},"end":{"line":89,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1343¿FunctionExpression¿¿1669¿anon¿¿¿{"start":{"line":80,"column":26},"end":{"line":89,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿FunctionExpression
1344¿VariableDeclarator¿¿1673¿v127¿¿¿{"start":{"line":82,"column":28},"end":{"line":82,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1345¿MemberExpression¿¿1673¿¿¿¿{"start":{"line":82,"column":28},"end":{"line":82,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1346¿Identifier¿¿1673¿self¿¿¿{"start":{"line":82,"column":28},"end":{"line":82,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1347¿Identifier¿¿1673¿mime¿¿¿{"start":{"line":82,"column":33},"end":{"line":82,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1348¿VariableDeclarator¿¿1673¿v128¿¿¿{"start":{"line":82,"column":38},"end":{"line":82,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1349¿CallExpression¿¿1673¿¿¿¿{"start":{"line":82,"column":38},"end":{"line":82,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1350¿MemberExpression¿¿1673¿¿¿¿{"start":{"line":82,"column":38},"end":{"line":82,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1351¿Identifier¿¿1673¿path¿¿¿{"start":{"line":82,"column":38},"end":{"line":82,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1352¿Identifier¿¿1673¿extname¿¿¿{"start":{"line":82,"column":43},"end":{"line":82,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1353¿Identifier¿¿1673¿filename¿¿¿{"start":{"line":82,"column":51},"end":{"line":82,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1354¿VariableDeclarator¿¿1673¿v129¿¿¿{"start":{"line":82,"column":28},"end":{"line":82,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1355¿MemberExpression¿computed¿1673¿¿¿¿{"start":{"line":82,"column":28},"end":{"line":82,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1356¿Identifier¿¿1673¿v127¿¿¿¿¿Identifier
1357¿Identifier¿¿1673¿v128¿¿¿¿¿Identifier
1358¿VariableDeclarator¿¿1673¿v130¿¿¿{"start":{"line":82,"column":28},"end":{"line":82,"column":91},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1359¿LogicalExpression¿||¿1673¿¿¿¿{"start":{"line":82,"column":28},"end":{"line":82,"column":91},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿LogicalExpression
1360¿Identifier¿¿1673¿v129¿¿¿¿¿Identifier
1361¿Literal¿string¿1673¿¿'application/octet-stream'¿¿{"start":{"line":82,"column":65},"end":{"line":82,"column":91},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1362¿VariableDeclarator¿¿1673¿v131¿¿¿{"start":{"line":84,"column":30},"end":{"line":84,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1363¿MemberExpression¿¿1673¿¿¿¿{"start":{"line":84,"column":30},"end":{"line":84,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1364¿Identifier¿¿1673¿stats¿¿¿{"start":{"line":84,"column":30},"end":{"line":84,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1365¿Identifier¿¿1673¿size¿¿¿{"start":{"line":84,"column":36},"end":{"line":84,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1366¿VariableDeclarator¿¿1673¿headers¿¿¿{"start":{"line":81,"column":12},"end":{"line":85,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1367¿ObjectExpression¿¿1673¿¿¿¿¿¿ObjectExpression
1368¿ExpressionStatement¿¿1673¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":85,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1369¿AssignmentExpression¿=¿1673¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":85,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿AssignmentExpression
1370¿MemberExpression¿computed¿1673¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":85,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1371¿Identifier¿¿1673¿headers¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1372¿Literal¿string¿1673¿¿'Content-Type'¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1373¿Identifier¿¿1673¿v130¿¿¿¿¿Identifier
1374¿ExpressionStatement¿¿1673¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":85,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1375¿AssignmentExpression¿=¿1673¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":85,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿AssignmentExpression
1376¿MemberExpression¿computed¿1673¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":85,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1377¿Identifier¿¿1673¿headers¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1378¿Literal¿string¿1673¿¿'Last-Modified'¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1379¿Identifier¿¿1673¿lastModified¿¿¿{"start":{"line":83,"column":29},"end":{"line":83,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1380¿ExpressionStatement¿¿1673¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":85,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1381¿AssignmentExpression¿=¿1673¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":85,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿AssignmentExpression
1382¿MemberExpression¿computed¿1673¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":85,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1383¿Identifier¿¿1673¿headers¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1384¿Literal¿string¿1673¿¿'Content-Length'¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1385¿Identifier¿¿1673¿v131¿¿¿¿¿Identifier
1386¿VariableDeclarator¿¿1673¿v132¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1387¿CallExpression¿¿1673¿¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1388¿MemberExpression¿¿1673¿¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1389¿Identifier¿¿1673¿response¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1390¿Identifier¿¿1673¿writeHead¿¿¿{"start":{"line":87,"column":17},"end":{"line":87,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1391¿Literal¿number¿1673¿¿200¿¿{"start":{"line":87,"column":27},"end":{"line":87,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1392¿Identifier¿¿1673¿headers¿¿¿{"start":{"line":87,"column":32},"end":{"line":87,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1393¿ExpressionStatement¿¿1673¿¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1394¿Identifier¿¿1673¿v132¿¿¿¿¿Identifier
1395¿VariableDeclarator¿¿1673¿v133¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1396¿CallExpression¿¿1673¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1397¿MemberExpression¿¿1673¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1398¿Identifier¿¿1673¿readStream¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1399¿Identifier¿¿1673¿pipe¿¿¿{"start":{"line":88,"column":19},"end":{"line":88,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1400¿Identifier¿¿1673¿response¿¿¿{"start":{"line":88,"column":24},"end":{"line":88,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1401¿ExpressionStatement¿¿1673¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1402¿Identifier¿¿1673¿v133¿¿¿¿¿Identifier
1403¿BlockStatement¿¿1673¿¿¿¿{"start":{"line":80,"column":38},"end":{"line":89,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1404¿VariableDeclarator¿¿1669¿v135¿¿¿{"start":{"line":80,"column":4},"end":{"line":89,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1405¿CallExpression¿¿1669¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":89,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1406¿MemberExpression¿¿1669¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1407¿Identifier¿¿1669¿readStream¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1408¿Identifier¿¿1669¿on¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1409¿Literal¿string¿1669¿¿'open'¿¿{"start":{"line":80,"column":18},"end":{"line":80,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1410¿Identifier¿¿1669¿v134¿¿¿¿¿Identifier
1411¿ExpressionStatement¿¿1669¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":89,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1412¿Identifier¿¿1669¿v135¿¿¿¿¿Identifier
1413¿VariableDeclarator¿¿1669¿v141¿¿¿{"start":{"line":91,"column":27},"end":{"line":95,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1414¿FunctionExpression¿¿1669¿anon¿¿¿{"start":{"line":91,"column":27},"end":{"line":95,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿FunctionExpression
1415¿Identifier¿¿0¿err¿¿¿{"start":{"line":91,"column":36},"end":{"line":91,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1416¿VariableDeclarator¿¿1675¿v136¿¿¿{"start":{"line":92,"column":32},"end":{"line":92,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1417¿ObjectExpression¿¿1675¿¿¿¿{"start":{"line":92,"column":32},"end":{"line":92,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ObjectExpression
1418¿Property¿¿1675¿¿¿¿{"start":{"line":92,"column":34},"end":{"line":92,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Property
1419¿Literal¿string¿1675¿¿'Content-Type'¿¿{"start":{"line":92,"column":34},"end":{"line":92,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1420¿Literal¿string¿1675¿¿'text/plain'¿¿{"start":{"line":92,"column":50},"end":{"line":92,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1421¿VariableDeclarator¿¿1675¿v137¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1422¿CallExpression¿¿1675¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1423¿MemberExpression¿¿1675¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1424¿Identifier¿¿1675¿response¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1425¿Identifier¿¿1675¿writeHead¿¿¿{"start":{"line":92,"column":17},"end":{"line":92,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1426¿Literal¿number¿1675¿¿500¿¿{"start":{"line":92,"column":27},"end":{"line":92,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1427¿Identifier¿¿1675¿v136¿¿¿¿¿Identifier
1428¿ExpressionStatement¿¿1675¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1429¿Identifier¿¿1675¿v137¿¿¿¿¿Identifier
1430¿VariableDeclarator¿¿1675¿v138¿¿¿{"start":{"line":93,"column":23},"end":{"line":93,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1431¿BinaryExpression¿+¿1675¿¿¿¿{"start":{"line":93,"column":23},"end":{"line":93,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BinaryExpression
1432¿Identifier¿¿1675¿err¿¿¿{"start":{"line":93,"column":23},"end":{"line":93,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1433¿Literal¿string¿1675¿¿'\n'¿¿{"start":{"line":93,"column":29},"end":{"line":93,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1434¿VariableDeclarator¿¿1675¿v139¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1435¿CallExpression¿¿1675¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1436¿MemberExpression¿¿1675¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1437¿Identifier¿¿1675¿response¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1438¿Identifier¿¿1675¿write¿¿¿{"start":{"line":93,"column":17},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1439¿Identifier¿¿1675¿v138¿¿¿¿¿Identifier
1440¿ExpressionStatement¿¿1675¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1441¿Identifier¿¿1675¿v139¿¿¿¿¿Identifier
1442¿VariableDeclarator¿¿1675¿v140¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1443¿CallExpression¿¿1675¿¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1444¿MemberExpression¿¿1675¿¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1445¿Identifier¿¿1675¿response¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1446¿Identifier¿¿1675¿end¿¿¿{"start":{"line":94,"column":17},"end":{"line":94,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1447¿ExpressionStatement¿¿1675¿¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1448¿Identifier¿¿1675¿v140¿¿¿¿¿Identifier
1449¿BlockStatement¿¿1675¿¿¿¿{"start":{"line":91,"column":41},"end":{"line":95,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1450¿VariableDeclarator¿¿1669¿v142¿¿¿{"start":{"line":91,"column":4},"end":{"line":95,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1451¿CallExpression¿¿1669¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":95,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1452¿MemberExpression¿¿1669¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1453¿Identifier¿¿1669¿readStream¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1454¿Identifier¿¿1669¿on¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1455¿Literal¿string¿1669¿¿'error'¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1456¿Identifier¿¿1669¿v141¿¿¿¿¿Identifier
1457¿ExpressionStatement¿¿1669¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":95,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1458¿Identifier¿¿1669¿v142¿¿¿¿¿Identifier
1459¿BlockStatement¿¿1669¿¿¿¿{"start":{"line":63,"column":101},"end":{"line":96,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1460¿ExpressionStatement¿¿1648¿¿¿¿{"start":{"line":63,"column":0},"end":{"line":96,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1461¿AssignmentExpression¿=¿1648¿¿¿¿{"start":{"line":63,"column":0},"end":{"line":96,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿AssignmentExpression
1462¿MemberExpression¿¿1648¿¿¿¿{"start":{"line":63,"column":0},"end":{"line":63,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1463¿Identifier¿¿1648¿v119¿¿¿¿¿Identifier
1464¿Identifier¿¿1648¿_responseFile¿¿¿{"start":{"line":63,"column":30},"end":{"line":63,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1465¿Identifier¿¿1648¿v143¿¿¿¿¿Identifier
1466¿VariableDeclarator¿¿1648¿v144¿¿¿{"start":{"line":102,"column":0},"end":{"line":102,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1467¿MemberExpression¿¿1648¿¿¿¿{"start":{"line":102,"column":0},"end":{"line":102,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1468¿Identifier¿¿1648¿NodeStaticWebServer¿¿¿{"start":{"line":102,"column":0},"end":{"line":102,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1469¿Identifier¿¿1648¿prototype¿¿¿{"start":{"line":102,"column":20},"end":{"line":102,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1470¿VariableDeclarator¿¿1648¿v149¿¿¿{"start":{"line":102,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1471¿FunctionExpression¿¿1648¿anon¿¿¿{"start":{"line":102,"column":45},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿FunctionExpression
