Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
7302¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":781,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Program
12085¿FunctionExpression¿¿13204¿anon¿¿¿{"start":{"line":663,"column":35},"end":{"line":665,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿FunctionExpression
12086¿Identifier¿¿0¿data¿¿¿{"start":{"line":663,"column":44},"end":{"line":663,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12087¿ReturnStatement¿¿13208¿¿¿¿{"start":{"line":664,"column":16},"end":{"line":664,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ReturnStatement
12088¿Identifier¿¿13208¿data¿¿¿{"start":{"line":664,"column":23},"end":{"line":664,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12089¿BlockStatement¿¿13208¿¿¿¿{"start":{"line":663,"column":50},"end":{"line":665,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BlockStatement
12090¿VariableDeclarator¿¿13204¿v1317¿¿¿{"start":{"line":663,"column":12},"end":{"line":665,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12091¿CallExpression¿¿13204¿¿¿¿{"start":{"line":663,"column":12},"end":{"line":665,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
12092¿MemberExpression¿¿13204¿¿¿¿{"start":{"line":663,"column":12},"end":{"line":663,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12093¿Identifier¿¿13204¿ev¿¿¿{"start":{"line":663,"column":12},"end":{"line":663,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12094¿Identifier¿¿13204¿bind¿¿¿{"start":{"line":663,"column":15},"end":{"line":663,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12095¿Identifier¿¿13204¿tempEventName¿¿¿{"start":{"line":663,"column":20},"end":{"line":663,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12096¿Identifier¿¿13204¿v1316¿¿¿¿¿Identifier
12097¿ExpressionStatement¿¿13204¿¿¿¿{"start":{"line":663,"column":12},"end":{"line":665,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
12098¿Identifier¿¿13204¿v1317¿¿¿¿¿Identifier
12099¿VariableDeclarator¿¿13204¿v1321¿¿¿{"start":{"line":666,"column":42},"end":{"line":668,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12100¿FunctionExpression¿¿13204¿anon¿¿¿{"start":{"line":666,"column":42},"end":{"line":668,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿FunctionExpression
12101¿Identifier¿¿0¿data¿¿¿{"start":{"line":666,"column":51},"end":{"line":666,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12102¿VariableDeclarator¿¿13210¿v1318¿¿¿{"start":{"line":667,"column":16},"end":{"line":667,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12103¿MemberExpression¿¿13210¿¿¿¿{"start":{"line":667,"column":16},"end":{"line":667,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12104¿ThisExpression¿¿13210¿¿¿¿{"start":{"line":667,"column":16},"end":{"line":667,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
12105¿Identifier¿¿13210¿allEvent¿¿¿{"start":{"line":667,"column":21},"end":{"line":667,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12106¿VariableDeclarator¿¿13210¿v1319¿¿¿{"start":{"line":667,"column":35},"end":{"line":667,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12107¿MemberExpression¿¿13210¿¿¿¿{"start":{"line":667,"column":35},"end":{"line":667,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12108¿ThisExpression¿¿13210¿¿¿¿{"start":{"line":667,"column":35},"end":{"line":667,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
12109¿Identifier¿¿13210¿__eventName¿¿¿{"start":{"line":667,"column":40},"end":{"line":667,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12110¿VariableDeclarator¿¿13210¿v1320¿¿¿{"start":{"line":667,"column":16},"end":{"line":667,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12111¿CallExpression¿¿13210¿¿¿¿{"start":{"line":667,"column":16},"end":{"line":667,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
12112¿MemberExpression¿¿13210¿¿¿¿{"start":{"line":667,"column":16},"end":{"line":667,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12113¿Identifier¿¿13210¿v1318¿¿¿¿¿Identifier
12114¿Identifier¿¿13210¿emit¿¿¿{"start":{"line":667,"column":30},"end":{"line":667,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12115¿Identifier¿¿13210¿v1319¿¿¿¿¿Identifier
12116¿Identifier¿¿13210¿data¿¿¿{"start":{"line":667,"column":53},"end":{"line":667,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12117¿ExpressionStatement¿¿13210¿¿¿¿{"start":{"line":667,"column":16},"end":{"line":667,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
12118¿Identifier¿¿13210¿v1320¿¿¿¿¿Identifier
12119¿BlockStatement¿¿13210¿¿¿¿{"start":{"line":666,"column":57},"end":{"line":668,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BlockStatement
12120¿VariableDeclarator¿¿13204¿tempPromiseOnFullfilled¿¿¿{"start":{"line":666,"column":16},"end":{"line":668,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12121¿CallExpression¿¿13204¿¿¿¿{"start":{"line":666,"column":42},"end":{"line":668,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
12122¿MemberExpression¿¿13204¿¿¿¿{"start":{"line":666,"column":42},"end":{"line":668,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12123¿Identifier¿¿13204¿v1321¿¿¿¿¿Identifier
12124¿Identifier¿¿13204¿proxy¿¿¿{"start":{"line":668,"column":14},"end":{"line":668,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12125¿Identifier¿¿13204¿tempPromise¿¿¿{"start":{"line":668,"column":20},"end":{"line":668,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12126¿VariableDeclarator¿¿13204¿v1326¿¿¿{"start":{"line":669,"column":40},"end":{"line":672,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12127¿FunctionExpression¿¿13204¿anon¿¿¿{"start":{"line":669,"column":40},"end":{"line":672,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿FunctionExpression
12128¿Identifier¿¿0¿error¿¿¿{"start":{"line":669,"column":49},"end":{"line":669,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12129¿VariableDeclarator¿¿13212¿v1322¿¿¿{"start":{"line":670,"column":16},"end":{"line":670,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12130¿MemberExpression¿¿13212¿¿¿¿{"start":{"line":670,"column":16},"end":{"line":670,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12131¿ThisExpression¿¿13212¿¿¿¿{"start":{"line":670,"column":16},"end":{"line":670,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
12132¿Identifier¿¿13212¿allEvent¿¿¿{"start":{"line":670,"column":21},"end":{"line":670,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12133¿VariableDeclarator¿¿13212¿v1323¿¿¿{"start":{"line":670,"column":16},"end":{"line":670,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12134¿CallExpression¿¿13212¿¿¿¿{"start":{"line":670,"column":16},"end":{"line":670,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
12135¿MemberExpression¿¿13212¿¿¿¿{"start":{"line":670,"column":16},"end":{"line":670,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12136¿Identifier¿¿13212¿v1322¿¿¿¿¿Identifier
12137¿Identifier¿¿13212¿emit¿¿¿{"start":{"line":670,"column":30},"end":{"line":670,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12138¿Literal¿string¿13212¿¿'error'¿¿{"start":{"line":670,"column":35},"end":{"line":670,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Literal
12139¿Identifier¿¿13212¿error¿¿¿{"start":{"line":670,"column":44},"end":{"line":670,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12140¿ExpressionStatement¿¿13212¿¿¿¿{"start":{"line":670,"column":16},"end":{"line":670,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
12141¿Identifier¿¿13212¿v1323¿¿¿¿¿Identifier
12142¿VariableDeclarator¿¿13212¿v1324¿¿¿{"start":{"line":671,"column":16},"end":{"line":671,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12143¿MemberExpression¿¿13212¿¿¿¿{"start":{"line":671,"column":16},"end":{"line":671,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12144¿ThisExpression¿¿13212¿¿¿¿{"start":{"line":671,"column":16},"end":{"line":671,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
12145¿Identifier¿¿13212¿allEvent¿¿¿{"start":{"line":671,"column":21},"end":{"line":671,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12146¿VariableDeclarator¿¿13212¿v1325¿¿¿{"start":{"line":671,"column":16},"end":{"line":671,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12147¿CallExpression¿¿13212¿¿¿¿{"start":{"line":671,"column":16},"end":{"line":671,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
12148¿MemberExpression¿¿13212¿¿¿¿{"start":{"line":671,"column":16},"end":{"line":671,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12149¿Identifier¿¿13212¿v1324¿¿¿¿¿Identifier
12150¿Identifier¿¿13212¿unbind¿¿¿{"start":{"line":671,"column":30},"end":{"line":671,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12151¿ExpressionStatement¿¿13212¿¿¿¿{"start":{"line":671,"column":16},"end":{"line":671,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
12152¿Identifier¿¿13212¿v1325¿¿¿¿¿Identifier
12153¿BlockStatement¿¿13212¿¿¿¿{"start":{"line":669,"column":56},"end":{"line":672,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BlockStatement
12154¿VariableDeclarator¿¿13204¿tempPromiseOnRejected¿¿¿{"start":{"line":669,"column":16},"end":{"line":672,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12155¿CallExpression¿¿13204¿¿¿¿{"start":{"line":669,"column":40},"end":{"line":672,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
12156¿MemberExpression¿¿13204¿¿¿¿{"start":{"line":669,"column":40},"end":{"line":672,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12157¿Identifier¿¿13204¿v1326¿¿¿¿¿Identifier
12158¿Identifier¿¿13204¿proxy¿¿¿{"start":{"line":672,"column":14},"end":{"line":672,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12159¿Identifier¿¿13204¿tempPromise¿¿¿{"start":{"line":672,"column":20},"end":{"line":672,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12160¿VariableDeclarator¿¿13204¿v1327¿¿¿{"start":{"line":673,"column":12},"end":{"line":673,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12161¿CallExpression¿¿13204¿¿¿¿{"start":{"line":673,"column":12},"end":{"line":673,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
12162¿MemberExpression¿¿13204¿¿¿¿{"start":{"line":673,"column":12},"end":{"line":673,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12163¿Identifier¿¿13204¿tempPromise¿¿¿{"start":{"line":673,"column":12},"end":{"line":673,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12164¿Identifier¿¿13204¿then¿¿¿{"start":{"line":673,"column":24},"end":{"line":673,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12165¿Identifier¿¿13204¿tempPromiseOnFullfilled¿¿¿{"start":{"line":673,"column":29},"end":{"line":673,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12166¿Identifier¿¿13204¿tempPromiseOnRejected¿¿¿{"start":{"line":673,"column":54},"end":{"line":673,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12167¿ExpressionStatement¿¿13204¿¿¿¿{"start":{"line":673,"column":12},"end":{"line":673,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
12168¿Identifier¿¿13204¿v1327¿¿¿¿¿Identifier
12169¿VariableDeclarator¿¿13204¿v1313¿¿¿{"start":{"line":657,"column":64},"end":{"line":657,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12170¿UpdateExpression¿¿13204¿¿¿¿{"start":{"line":657,"column":64},"end":{"line":657,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿UpdateExpression
12171¿Identifier¿¿13204¿i¿¿¿{"start":{"line":657,"column":64},"end":{"line":657,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12172¿ExpressionStatement¿¿13204¿¿¿¿{"start":{"line":657,"column":8},"end":{"line":674,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
12173¿AssignmentExpression¿=¿13204¿¿¿¿{"start":{"line":657,"column":8},"end":{"line":674,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿AssignmentExpression
12174¿Identifier¿¿13204¿v1312¿¿¿{"start":{"line":657,"column":8},"end":{"line":674,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12175¿BinaryExpression¿<¿13204¿¿¿¿{"start":{"line":657,"column":53},"end":{"line":657,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BinaryExpression
12176¿Identifier¿¿13204¿i¿¿¿{"start":{"line":657,"column":53},"end":{"line":657,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12177¿Identifier¿¿13204¿count¿¿¿{"start":{"line":657,"column":57},"end":{"line":657,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12178¿BlockStatement¿¿13204¿¿¿¿¿¿BlockStatement
12179¿VariableDeclarator¿¿13204¿v1331¿¿¿{"start":{"line":675,"column":36},"end":{"line":681,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12180¿FunctionExpression¿¿13204¿anon¿¿¿{"start":{"line":675,"column":36},"end":{"line":681,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿FunctionExpression
12181¿Identifier¿¿0¿data¿¿¿{"start":{"line":675,"column":45},"end":{"line":675,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12182¿VariableDeclarator¿¿13215¿promiseData¿¿¿{"start":{"line":676,"column":16},"end":{"line":676,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12183¿ArrayExpression¿¿13215¿¿¿¿{"start":{"line":676,"column":30},"end":{"line":676,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ArrayExpression
12184¿VariableDeclarator¿¿13215¿key¿¿¿{"start":{"line":677,"column":21},"end":{"line":677,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12185¿ForInStatement¿¿13215¿¿¿¿{"start":{"line":677,"column":12},"end":{"line":679,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ForInStatement
12186¿Identifier¿¿13215¿key¿¿¿{"start":{"line":677,"column":21},"end":{"line":677,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12187¿Identifier¿¿13215¿data¿¿¿{"start":{"line":677,"column":28},"end":{"line":677,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12188¿VariableDeclarator¿¿13215¿v1328¿¿¿{"start":{"line":678,"column":33},"end":{"line":678,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12189¿MemberExpression¿computed¿13215¿¿¿¿{"start":{"line":678,"column":33},"end":{"line":678,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12190¿Identifier¿¿13215¿data¿¿¿{"start":{"line":678,"column":33},"end":{"line":678,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12191¿Identifier¿¿13215¿key¿¿¿{"start":{"line":678,"column":38},"end":{"line":678,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12192¿VariableDeclarator¿¿13215¿v1329¿¿¿{"start":{"line":678,"column":16},"end":{"line":678,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12193¿CallExpression¿¿13215¿¿¿¿{"start":{"line":678,"column":16},"end":{"line":678,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
12194¿MemberExpression¿¿13215¿¿¿¿{"start":{"line":678,"column":16},"end":{"line":678,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12195¿Identifier¿¿13215¿promiseData¿¿¿{"start":{"line":678,"column":16},"end":{"line":678,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12196¿Identifier¿¿13215¿push¿¿¿{"start":{"line":678,"column":28},"end":{"line":678,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12197¿Identifier¿¿13215¿v1328¿¿¿¿¿Identifier
12198¿ExpressionStatement¿¿13215¿¿¿¿{"start":{"line":678,"column":16},"end":{"line":678,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
12199¿Identifier¿¿13215¿v1329¿¿¿¿¿Identifier
12200¿BlockStatement¿¿13215¿¿¿¿{"start":{"line":677,"column":34},"end":{"line":679,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BlockStatement
12201¿VariableDeclarator¿¿13215¿v1330¿¿¿{"start":{"line":680,"column":12},"end":{"line":680,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12202¿CallExpression¿¿13215¿¿¿¿{"start":{"line":680,"column":12},"end":{"line":680,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
12203¿MemberExpression¿¿13215¿¿¿¿{"start":{"line":680,"column":12},"end":{"line":680,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12204¿ThisExpression¿¿13215¿¿¿¿{"start":{"line":680,"column":12},"end":{"line":680,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
12205¿Identifier¿¿13215¿_resolve¿¿¿{"start":{"line":680,"column":17},"end":{"line":680,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12206¿Identifier¿¿13215¿promiseData¿¿¿{"start":{"line":680,"column":26},"end":{"line":680,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12207¿ExpressionStatement¿¿13215¿¿¿¿{"start":{"line":680,"column":12},"end":{"line":680,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
12208¿Identifier¿¿13215¿v1330¿¿¿¿¿Identifier
12209¿BlockStatement¿¿13215¿¿¿¿{"start":{"line":675,"column":51},"end":{"line":681,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BlockStatement
12210¿VariableDeclarator¿¿13204¿v1332¿¿¿{"start":{"line":675,"column":36},"end":{"line":681,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12211¿CallExpression¿¿13204¿¿¿¿{"start":{"line":675,"column":36},"end":{"line":681,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
12212¿MemberExpression¿¿13204¿¿¿¿{"start":{"line":675,"column":36},"end":{"line":681,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12213¿Identifier¿¿13204¿v1331¿¿¿¿¿Identifier
12214¿Identifier¿¿13204¿proxy¿¿¿{"start":{"line":681,"column":10},"end":{"line":681,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12215¿Identifier¿¿13204¿promise¿¿¿{"start":{"line":681,"column":16},"end":{"line":681,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12216¿VariableDeclarator¿¿13204¿v1333¿¿¿{"start":{"line":675,"column":8},"end":{"line":681,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
12217¿CallExpression¿¿13204¿¿¿¿{"start":{"line":675,"column":8},"end":{"line":681,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
12218¿MemberExpression¿¿13204¿¿¿¿{"start":{"line":675,"column":8},"end":{"line":675,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
12219¿Identifier¿¿13204¿ev¿¿¿{"start":{"line":675,"column":8},"end":{"line":675,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12220¿Identifier¿¿13204¿group¿¿¿{"start":{"line":675,"column":11},"end":{"line":675,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
12221¿Literal¿string¿13204¿¿'all'¿¿{"start":{"line":675,"column":17},"end":{"line":675,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Literal
