Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
609¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":113,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Program
1020¿Literal¿object¿1095¿¿null¿¿{"start":{"line":102,"column":14},"end":{"line":102,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Literal
1021¿VariableDeclarator¿¿1095¿v114¿¿¿{"start":{"line":102,"column":28},"end":{"line":102,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
1022¿MemberExpression¿¿1095¿¿¿¿{"start":{"line":102,"column":28},"end":{"line":102,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿MemberExpression
1023¿Identifier¿¿1095¿parts¿¿¿{"start":{"line":102,"column":28},"end":{"line":102,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1024¿Identifier¿¿1095¿length¿¿¿{"start":{"line":102,"column":34},"end":{"line":102,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1025¿VariableDeclarator¿¿1095¿v115¿¿¿{"start":{"line":102,"column":28},"end":{"line":102,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
1026¿BinaryExpression¿-¿1095¿¿¿¿{"start":{"line":102,"column":28},"end":{"line":102,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BinaryExpression
1027¿Identifier¿¿1095¿v114¿¿¿¿¿Identifier
1028¿Literal¿number¿1095¿¿1¿¿{"start":{"line":102,"column":43},"end":{"line":102,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Literal
1029¿VariableDeclarator¿¿1095¿v116¿¿¿{"start":{"line":102,"column":22},"end":{"line":102,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
1030¿BinaryExpression¿!==¿1095¿¿¿¿{"start":{"line":102,"column":22},"end":{"line":102,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BinaryExpression
1031¿Identifier¿¿1095¿i¿¿¿{"start":{"line":102,"column":22},"end":{"line":102,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1032¿Identifier¿¿1095¿v115¿¿¿¿¿Identifier
1033¿VariableDeclarator¿¿1095¿v117¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
1034¿LogicalExpression¿&&¿1095¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿LogicalExpression
1035¿Identifier¿¿1095¿v113¿¿¿¿¿Identifier
1036¿Identifier¿¿1095¿v116¿¿¿¿¿Identifier
1037¿IfStatement¿¿1095¿¿¿¿{"start":{"line":102,"column":2},"end":{"line":107,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿IfStatement
1038¿Identifier¿¿1095¿v117¿¿¿¿¿Identifier
1039¿ExpressionStatement¿¿1095¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿ExpressionStatement
1040¿AssignmentExpression¿=¿1095¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿AssignmentExpression
1041¿Identifier¿¿1095¿obj¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1042¿Identifier¿¿1095¿undefined¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1043¿BlockStatement¿¿1095¿¿¿¿{"start":{"line":102,"column":46},"end":{"line":104,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BlockStatement
1044¿VariableDeclarator¿¿1095¿v118¿¿¿{"start":{"line":104,"column":13},"end":{"line":104,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
1045¿UnaryExpression¿!¿1095¿¿¿¿{"start":{"line":104,"column":13},"end":{"line":104,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿UnaryExpression
1046¿Identifier¿¿1095¿star¿¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1047¿VariableDeclarator¿¿1095¿v119¿¿¿{"start":{"line":104,"column":13},"end":{"line":104,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
1048¿LogicalExpression¿&&¿1095¿¿¿¿{"start":{"line":104,"column":13},"end":{"line":104,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿LogicalExpression
1049¿Identifier¿¿1095¿v118¿¿¿¿¿Identifier
1050¿Identifier¿¿1095¿value¿¿¿{"start":{"line":104,"column":22},"end":{"line":104,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1051¿IfStatement¿¿1095¿¿¿¿{"start":{"line":104,"column":9},"end":{"line":107,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿IfStatement
1052¿Identifier¿¿1095¿v119¿¿¿¿¿Identifier
1053¿VariableDeclarator¿¿1095¿v120¿¿¿{"start":{"line":105,"column":10},"end":{"line":105,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
1054¿CallExpression¿¿1095¿¿¿¿{"start":{"line":105,"column":10},"end":{"line":105,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿CallExpression
1055¿MemberExpression¿¿1095¿¿¿¿{"start":{"line":105,"column":10},"end":{"line":105,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿MemberExpression
1056¿Identifier¿¿1095¿path¿¿¿{"start":{"line":105,"column":10},"end":{"line":105,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1057¿Identifier¿¿1095¿split¿¿¿{"start":{"line":105,"column":15},"end":{"line":105,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1058¿Literal¿string¿1095¿¿'.'¿¿{"start":{"line":105,"column":21},"end":{"line":105,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Literal
1059¿ExpressionStatement¿¿1095¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿ExpressionStatement
1060¿AssignmentExpression¿=¿1095¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿AssignmentExpression
1061¿Identifier¿¿1095¿key¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1062¿CallExpression¿¿1095¿¿¿¿{"start":{"line":105,"column":10},"end":{"line":105,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿CallExpression
1063¿MemberExpression¿¿1095¿¿¿¿{"start":{"line":105,"column":10},"end":{"line":105,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿MemberExpression
1064¿Identifier¿¿1095¿v120¿¿¿¿¿Identifier
1065¿Identifier¿¿1095¿pop¿¿¿{"start":{"line":105,"column":26},"end":{"line":105,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1066¿ExpressionStatement¿¿1095¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿ExpressionStatement
1067¿AssignmentExpression¿=¿1095¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿AssignmentExpression
1068¿MemberExpression¿computed¿1095¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿MemberExpression
1069¿Identifier¿¿1095¿parent¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1070¿Identifier¿¿1095¿key¿¿¿{"start":{"line":106,"column":11},"end":{"line":106,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1071¿Identifier¿¿1095¿value¿¿¿{"start":{"line":106,"column":18},"end":{"line":106,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1072¿BlockStatement¿¿1095¿¿¿¿{"start":{"line":104,"column":29},"end":{"line":107,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BlockStatement
1073¿BlockStatement¿¿1095¿¿¿¿¿¿BlockStatement
1074¿ReturnStatement¿¿1095¿¿¿¿{"start":{"line":108,"column":2},"end":{"line":108,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿ReturnStatement
1075¿Identifier¿¿1095¿obj¿¿¿{"start":{"line":108,"column":9},"end":{"line":108,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1076¿BlockStatement¿¿1095¿¿¿¿{"start":{"line":3,"column":44},"end":{"line":109,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BlockStatement
1077¿VariableDeclarator¿¿1093¿v121¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
1078¿UnaryExpression¿typeof¿1093¿¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿UnaryExpression
1079¿Identifier¿¿1093¿module¿¿¿{"start":{"line":111,"column":11},"end":{"line":111,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1080¿VariableDeclarator¿¿1093¿v122¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿VariableDeclarator
1081¿BinaryExpression¿!==¿1093¿¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BinaryExpression
1082¿Identifier¿¿1093¿v121¿¿¿¿¿Identifier
1083¿Literal¿string¿1093¿¿'undefined'¿¿{"start":{"line":111,"column":22},"end":{"line":111,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Literal
1084¿IfStatement¿¿1093¿¿¿¿{"start":{"line":111,"column":0},"end":{"line":113,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿IfStatement
1085¿Identifier¿¿1093¿v122¿¿¿¿¿Identifier
1086¿ExpressionStatement¿¿1093¿¿¿¿{"start":{"line":112,"column":2},"end":{"line":112,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿ExpressionStatement
1087¿AssignmentExpression¿=¿1093¿¿¿¿{"start":{"line":112,"column":2},"end":{"line":112,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿AssignmentExpression
1088¿MemberExpression¿¿1093¿¿¿¿{"start":{"line":112,"column":2},"end":{"line":112,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿MemberExpression
1089¿Identifier¿¿1093¿module¿¿¿{"start":{"line":112,"column":2},"end":{"line":112,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1090¿Identifier¿¿1093¿exports¿¿¿{"start":{"line":112,"column":9},"end":{"line":112,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1091¿Identifier¿¿1093¿undefsafe¿¿¿{"start":{"line":112,"column":19},"end":{"line":112,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿Identifier
1092¿BlockStatement¿¿1093¿¿¿¿{"start":{"line":111,"column":35},"end":{"line":113,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js"}¿¿BlockStatement
1093¿CFG_F_START¿¿1093¿__main__¿¿¿¿¿CFG_F_START
1094¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1095¿CFG_F_START¿¿1095¿613_anon¿¿¿¿¿CFG_F_START
1096¿CFG_F_END¿¿0¿613_anon¿¿¿¿¿CFG_F_END
1097¿CFG_F_START¿¿1097¿619_anon¿¿¿¿¿CFG_F_START
1098¿CFG_F_END¿¿0¿619_anon¿¿¿¿¿CFG_F_END
1099¿CFG_IF_END¿¿0¿672¿¿¿¿¿CFG_IF_END
1100¿CFG_IF_END¿¿0¿694¿¿¿¿¿CFG_IF_END
1101¿CFG_IF_END¿¿0¿666¿¿¿¿¿CFG_IF_END
1102¿CFG_IF_END¿¿0¿715¿¿¿¿¿CFG_IF_END
1103¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1104¿CFG_IF_END¿¿0¿773¿¿¿¿¿CFG_IF_END
1105¿CFG_F_START¿¿1105¿794_anon¿¿¿¿¿CFG_F_START
1106¿CFG_F_END¿¿0¿794_anon¿¿¿¿¿CFG_F_END
1107¿CFG_IF_END¿¿0¿843¿¿¿¿¿CFG_IF_END
1108¿CFG_IF_END¿¿0¿829¿¿¿¿¿CFG_IF_END
1109¿CFG_IF_END¿¿0¿953¿¿¿¿¿CFG_IF_END
1110¿CFG_IF_END¿¿0¿947¿¿¿¿¿CFG_IF_END
1111¿CFG_IF_END¿¿0¿929¿¿¿¿¿CFG_IF_END
1112¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1113¿CFG_IF_END¿¿0¿977¿¿¿¿¿CFG_IF_END
1114¿CFG_IF_END¿¿0¿881¿¿¿¿¿CFG_IF_END
1115¿CFG_IF_END¿¿0¿1003¿¿¿¿¿CFG_IF_END
1116¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1117¿CFG_IF_END¿¿0¿1051¿¿¿¿¿CFG_IF_END
1118¿CFG_IF_END¿¿0¿1037¿¿¿¿¿CFG_IF_END
1119¿CFG_IF_END¿¿0¿1084¿¿¿¿¿CFG_IF_END
1120¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1121¿PDG_OBJECT¿¿0¿1095.this-o98¿¿¿¿¿PDG_OBJECT
1122¿PDG_OBJECT¿¿0¿1095.obj-o99¿¿¿¿¿PDG_OBJECT
1123¿PDG_OBJECT¿¿0¿1095.path-o100¿¿¿¿¿PDG_OBJECT
1124¿PDG_OBJECT¿¿0¿1095.value-o101¿¿¿¿¿PDG_OBJECT
1125¿PDG_OBJECT¿¿0¿1095.__res-o102¿¿¿¿¿PDG_OBJECT
1126¿PDG_OBJECT¿¿0¿1093.undefsafe-o103¿¿¿¿¿PDG_OBJECT
1127¿PDG_OBJECT¿¿0¿1093.v122-o104¿¿¿¿¿PDG_OBJECT
1128¿PDG_OBJECT¿¿0¿1093.module-o105¿¿¿¿¿PDG_OBJECT
1129¿PDG_OBJECT¿¿0¿1093.module.exports-o106¿¿¿¿¿PDG_OBJECT
1130¿PDG_OBJECT¿¿0¿1097.this-o107¿¿¿¿¿PDG_OBJECT
1131¿PDG_OBJECT¿¿0¿1097.path-o108¿¿¿¿¿PDG_OBJECT
1132¿PDG_OBJECT¿¿0¿1095.split-o109¿¿¿¿¿PDG_OBJECT
1133¿PDG_OBJECT¿¿0¿1095.v78-o110¿¿¿¿¿PDG_OBJECT
1134¿PDG_OBJECT¿¿0¿1095.v79-o111¿¿¿¿¿PDG_OBJECT
1135¿PDG_RETURN¿¿0¿1095.RET_OBJ-o112¿¿¿¿¿PDG_RETURN
1136¿PDG_CALL¿¿1095¿1095.CALL->split-o113¿¿¿¿¿PDG_CALL
1137¿PDG_OBJECT¿¿0¿1095.parts-o114¿¿¿¿¿PDG_OBJECT
1138¿PDG_OBJECT¿¿0¿1105.this-o115¿¿¿¿¿PDG_OBJECT
1139¿PDG_OBJECT¿¿0¿1105._-o116¿¿¿¿¿PDG_OBJECT
1140¿PDG_OBJECT¿¿0¿1095.v83-o117¿¿¿¿¿PDG_OBJECT
1141¿PDG_CALL¿¿1095¿1095.CALL->parts.filter-o118¿¿¿¿¿PDG_CALL
1142¿PDG_OBJECT¿¿0¿1095.v84-o119¿¿¿¿¿PDG_OBJECT
1143¿PDG_OBJECT¿¿0¿1095.v84.length-o120¿¿¿¿¿PDG_OBJECT
1144¿PDG_OBJECT¿¿0¿1095.star-o121¿¿¿¿¿PDG_OBJECT
1145¿PDG_OBJECT¿¿0¿1095.v86-o122¿¿¿¿¿PDG_OBJECT
1146¿PDG_OBJECT¿¿0¿1095.v87-o123¿¿¿¿¿PDG_OBJECT
1147¿PDG_OBJECT¿¿0¿1095.v88-o124¿¿¿¿¿PDG_OBJECT
1148¿PDG_RETURN¿¿0¿1095.RET_OBJ-o125¿¿¿¿¿PDG_RETURN
1149¿PDG_CALL¿¿1095¿1095.CALL->path.trim-o126¿¿¿¿¿PDG_CALL
1150¿PDG_OBJECT¿¿0¿1095.v89-o127¿¿¿¿¿PDG_OBJECT
1151¿PDG_OBJECT¿¿0¿1095.v90-o128¿¿¿¿¿PDG_OBJECT
1152¿PDG_RETURN¿¿0¿1095.RET_OBJ-o129¿¿¿¿¿PDG_RETURN
1153¿PDG_OBJECT¿¿0¿1095.parts.0-o130¿¿¿¿¿PDG_OBJECT
1154¿PDG_OBJECT¿¿0¿1095.parts.length-o131¿¿¿¿¿PDG_OBJECT
1155¿PDG_OBJECT¿¿0¿1095.v92-o132¿¿¿¿¿PDG_OBJECT
1156¿PDG_OBJECT¿¿0¿1095.parts.*-o133¿¿¿¿¿PDG_OBJECT
1157¿PDG_OBJECT¿¿0¿1095.v94-o134¿¿¿¿¿PDG_OBJECT
1158¿PDG_OBJECT¿¿0¿1095.v95-o135¿¿¿¿¿PDG_OBJECT
1159¿PDG_OBJECT¿¿0¿1095.prop-o136¿¿¿¿¿PDG_OBJECT
1160¿PDG_OBJECT¿¿0¿1095.obj.*-o137¿¿¿¿¿PDG_OBJECT
1161¿PDG_OBJECT¿¿0¿1095.v97-o138¿¿¿¿¿PDG_OBJECT
1162¿PDG_CALL¿¿1095¿1095.CALL->parts.slice-o139¿¿¿¿¿PDG_CALL
1163¿PDG_OBJECT¿¿0¿1095.v98-o140¿¿¿¿¿PDG_OBJECT
1164¿PDG_CALL¿¿1095¿1095.CALL->v98.join-o141¿¿¿¿¿PDG_CALL
1165¿PDG_OBJECT¿¿0¿1095.v99-o142¿¿¿¿¿PDG_OBJECT
1166¿PDG_CALL¿¿1095¿1095.CALL->undefsafe-o143¿¿¿¿¿PDG_CALL
1167¿PDG_OBJECT¿¿0¿1095.shallowObj-o144¿¿¿¿¿PDG_OBJECT
1168¿PDG_OBJECT¿¿0¿1095.v100-o145¿¿¿¿¿PDG_OBJECT
1169¿PDG_OBJECT¿¿0¿1095.v101-o146¿¿¿¿¿PDG_OBJECT
1170¿PDG_OBJECT¿¿0¿1095.v102-o147¿¿¿¿¿PDG_OBJECT
1171¿PDG_OBJECT¿¿0¿1095.v103-o148¿¿¿¿¿PDG_OBJECT
1172¿PDG_OBJECT¿¿0¿1095.v104-o149¿¿¿¿¿PDG_OBJECT
1173¿PDG_OBJECT¿¿0¿1095.v106-o150¿¿¿¿¿PDG_OBJECT
1174¿PDG_RETURN¿¿0¿1095.RET_OBJ-o151¿¿¿¿¿PDG_RETURN
1175¿PDG_CALL¿¿1095¿1095.CALL->res.push-o152¿¿¿¿¿PDG_CALL
1176¿PDG_OBJECT¿¿0¿1095.v107-o153¿¿¿¿¿PDG_OBJECT
1177¿PDG_OBJECT¿¿0¿1095.res.length-o154¿¿¿¿¿PDG_OBJECT
1178¿PDG_OBJECT¿¿0¿1095.v109-o155¿¿¿¿¿PDG_OBJECT
1179¿PDG_RETURN¿¿0¿1095.RET_OBJ-o156¿¿¿¿¿PDG_RETURN
1180¿PDG_RETURN¿¿0¿1095.RET_OBJ-o157¿¿¿¿¿PDG_RETURN
1181¿PDG_OBJECT¿¿0¿1095.v110-o158¿¿¿¿¿PDG_OBJECT
1182¿PDG_OBJECT¿¿0¿1095.v111-o159¿¿¿¿¿PDG_OBJECT
1183¿PDG_OBJECT¿¿0¿1095.v92-o160¿¿¿¿¿PDG_OBJECT
1184¿PDG_OBJECT¿¿0¿1095.v113-o161¿¿¿¿¿PDG_OBJECT
1185¿PDG_OBJECT¿¿0¿1095.v115-o162¿¿¿¿¿PDG_OBJECT
1186¿PDG_OBJECT¿¿0¿1095.v116-o163¿¿¿¿¿PDG_OBJECT
1187¿PDG_OBJECT¿¿0¿1095.v117-o164¿¿¿¿¿PDG_OBJECT
1188¿PDG_OBJECT¿¿0¿1095.v119-o165¿¿¿¿¿PDG_OBJECT
1189¿PDG_CALL¿¿1095¿1095.CALL->path.split-o166¿¿¿¿¿PDG_CALL
1190¿PDG_OBJECT¿¿0¿1095.v120-o167¿¿¿¿¿PDG_OBJECT
1191¿PDG_CALL¿¿1095¿1095.CALL->v120.pop-o168¿¿¿¿¿PDG_CALL
1192¿PDG_OBJECT¿¿0¿1095.key-o169¿¿¿¿¿PDG_OBJECT
1193¿PDG_OBJECT¿¿0¿1095.parent-o170¿¿¿¿¿PDG_OBJECT
1194¿PDG_OBJECT¿¿0¿1095.parent.*-o171¿¿¿¿¿PDG_OBJECT
1195¿PDG_RETURN¿¿0¿1095.RET_OBJ-o172¿¿¿¿¿PDG_RETURN
1196¿PDG_OBJECT¿¿0¿1097.path.length-o173¿¿¿¿¿PDG_OBJECT
1197¿PDG_OBJECT¿¿0¿1097.v63-o174¿¿¿¿¿PDG_OBJECT
1198¿PDG_CALL¿¿1097¿1097.CALL->path.substr-o175¿¿¿¿¿PDG_CALL
1199¿PDG_OBJECT¿¿0¿1097.c-o176¿¿¿¿¿PDG_OBJECT
1200¿PDG_OBJECT¿¿0¿1097.v65-o177¿¿¿¿¿PDG_OBJECT
1201¿PDG_OBJECT¿¿0¿1097.v66-o178¿¿¿¿¿PDG_OBJECT
1202¿PDG_OBJECT¿¿0¿1097.v67-o179¿¿¿¿¿PDG_OBJECT
1203¿PDG_OBJECT¿¿0¿1097.v69-o180¿¿¿¿¿PDG_OBJECT
1204¿PDG_OBJECT¿¿0¿1097.v70-o181¿¿¿¿¿PDG_OBJECT
1205¿PDG_CALL¿¿1097¿1097.CALL->path.substr-o182¿¿¿¿¿PDG_CALL
1206¿PDG_OBJECT¿¿0¿1097.c-o183¿¿¿¿¿PDG_OBJECT
1207¿PDG_CALL¿¿1097¿1097.CALL->res.push-o184¿¿¿¿¿PDG_CALL
1208¿PDG_OBJECT¿¿0¿1097.v73-o185¿¿¿¿¿PDG_OBJECT
1209¿PDG_OBJECT¿¿0¿1097.v74-o186¿¿¿¿¿PDG_OBJECT
1210¿PDG_CALL¿¿1097¿1097.CALL->key.slice-o187¿¿¿¿¿PDG_CALL
1211¿PDG_OBJECT¿¿0¿1097.key-o188¿¿¿¿¿PDG_OBJECT
1212¿PDG_OBJECT¿¿0¿1097.v63-o189¿¿¿¿¿PDG_OBJECT
1213¿PDG_CALL¿¿1097¿1097.CALL->res.push-o190¿¿¿¿¿PDG_CALL
1214¿PDG_OBJECT¿¿0¿1097.v77-o191¿¿¿¿¿PDG_OBJECT
1215¿PDG_RETURN¿¿0¿1097.RET_OBJ-o192¿¿¿¿¿PDG_RETURN
1216¿PDG_OBJECT¿¿0¿1105.v82-o193¿¿¿¿¿PDG_OBJECT
1217¿PDG_RETURN¿¿0¿1105.RET_OBJ-o194¿¿¿¿¿PDG_RETURN
